municipality,group,variable,month,Endodoncias,TOTAL
RURRENABAQUE,consultas odontologicas,endodoncias,2006-05-01,4,4
SABAYA,consultas odontologicas,endodoncias,2006-05-01,5,5
SACABA,consultas odontologicas,endodoncias,2006-05-01,297,297
SACACA,consultas odontologicas,endodoncias,2006-05-01,4,4
SAIPINA,consultas odontologicas,endodoncias,2006-05-01,36,36
SALINAS DE GARCI MENDOZA,consultas odontologicas,endodoncias,2006-05-01,1,1
SAN ANDRES,consultas odontologicas,endodoncias,2006-05-01,71,71
SAN BENITO,consultas odontologicas,endodoncias,2006-05-01,7,7
SAN BORJA,consultas odontologicas,endodoncias,2006-05-01,11,11
SAN CARLOS,consultas odontologicas,endodoncias,2006-05-01,23,23
SAN IGNACIO,consultas odontologicas,endodoncias,2006-05-01,3,3
SAN IGNACIO DE VELASCO,consultas odontologicas,endodoncias,2006-05-01,15,15
SAN JAVIER(STC),consultas odontologicas,endodoncias,2006-05-01,2,2
SAN JOSE DE CHIQUITOS,consultas odontologicas,endodoncias,2006-05-01,8,8
SAN JUAN DE YAPACANI,consultas odontologicas,endodoncias,2006-05-01,1,1
SAN JULIAN,consultas odontologicas,endodoncias,2006-05-01,32,32
SAN LORENZO(TJA),consultas odontologicas,endodoncias,2006-05-01,14,14
SAN LUCAS,consultas odontologicas,endodoncias,2006-05-01,29,29
SAN MIGUEL DE VELASCO,consultas odontologicas,endodoncias,2006-05-01,10,10
SAN PEDRO,consultas odontologicas,endodoncias,2006-05-01,3,3
SAN PEDRO DE TIQUINA,consultas odontologicas,endodoncias,2006-05-01,11,11
SAN RAFAEL,consultas odontologicas,endodoncias,2006-05-01,8,8
SAN RAMON,consultas odontologicas,endodoncias,2006-05-01,9,9
SAN RAMON,consultas odontologicas,endodoncias,2006-05-01,5,5
SANTA ANA,consultas odontologicas,endodoncias,2006-05-01,8,8
SANTA CRUZ DE LA SIERRA,consultas odontologicas,endodoncias,2006-05-01,787,787
SANTA ROSA,consultas odontologicas,endodoncias,2006-05-01,1,1
SANTA ROSA DEL SARA,consultas odontologicas,endodoncias,2006-05-01,4,4
SANTIVAÑES,consultas odontologicas,endodoncias,2006-05-01,5,5
SANTUARIO DE QUILLACAS,consultas odontologicas,endodoncias,2006-05-01,5,5
SENA,consultas odontologicas,endodoncias,2006-05-01,1,1
SICA SICA (VILLA AROMA),consultas odontologicas,endodoncias,2006-05-01,22,22
SICAYA,consultas odontologicas,endodoncias,2006-05-01,2,2
SIPE SIPE,consultas odontologicas,endodoncias,2006-05-01,47,47
SOPACHUY,consultas odontologicas,endodoncias,2006-05-01,14,14
SORATA,consultas odontologicas,endodoncias,2006-05-01,8,8
SUCRE,consultas odontologicas,endodoncias,2006-05-01,578,578
TACACOMA,consultas odontologicas,endodoncias,2006-05-01,27,27
TAPACARI,consultas odontologicas,endodoncias,2006-05-01,3,3
TARATA,consultas odontologicas,endodoncias,2006-05-01,2,2
TARIJA,consultas odontologicas,endodoncias,2006-05-01,525,525
TARVITA,consultas odontologicas,endodoncias,2006-05-01,2,2
TEOPONTE,consultas odontologicas,endodoncias,2006-05-01,1,1
TINGUIPAYA,consultas odontologicas,endodoncias,2006-05-01,2,2
TIQUIPAYA,consultas odontologicas,endodoncias,2006-05-01,71,71
TIRAQUE (CBBA),consultas odontologicas,endodoncias,2006-05-01,76,76
TOCO,consultas odontologicas,endodoncias,2006-05-01,2,2
TOLATA,consultas odontologicas,endodoncias,2006-05-01,3,3
TOLEDO,consultas odontologicas,endodoncias,2006-05-01,10,10
TOMINA,consultas odontologicas,endodoncias,2006-05-01,5,5
TOTORA(CBBA),consultas odontologicas,endodoncias,2006-05-01,3,3
TRINIDAD,consultas odontologicas,endodoncias,2006-05-01,121,121
TUPIZA,consultas odontologicas,endodoncias,2006-05-01,52,52
TURCO,consultas odontologicas,endodoncias,2006-05-01,2,2
UMALA,consultas odontologicas,endodoncias,2006-05-01,2,2
UNCIA,consultas odontologicas,endodoncias,2006-05-01,60,60
URIONDO (A. CONCEPCION),consultas odontologicas,endodoncias,2006-05-01,15,15
URUBICHA,consultas odontologicas,endodoncias,2006-05-01,2,2
UYUNI,consultas odontologicas,endodoncias,2006-05-01,20,20
VALLEGRANDE,consultas odontologicas,endodoncias,2006-05-01,17,17
VIACHA,consultas odontologicas,endodoncias,2006-05-01,11,11
VILA VILA,consultas odontologicas,endodoncias,2006-05-01,1,1
VILLA MONTES,consultas odontologicas,endodoncias,2006-05-01,85,85
VILLA RIVERO,consultas odontologicas,endodoncias,2006-05-01,2,2
VILLA SERRANO,consultas odontologicas,endodoncias,2006-05-01,5,5
VILLA TUNARI,consultas odontologicas,endodoncias,2006-05-01,77,77
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,endodoncias,2006-05-01,10,10
VILLAZON,consultas odontologicas,endodoncias,2006-05-01,124,124
VINTO,consultas odontologicas,endodoncias,2006-05-01,35,35
WARNES,consultas odontologicas,endodoncias,2006-05-01,17,17
YACUIBA,consultas odontologicas,endodoncias,2006-05-01,175,175
YAMPARAEZ,consultas odontologicas,endodoncias,2006-05-01,2,2
YANACACHI,consultas odontologicas,endodoncias,2006-05-01,2,2
YAPACANI,consultas odontologicas,endodoncias,2006-05-01,3,3
YUNCHARA,consultas odontologicas,endodoncias,2006-05-01,10,10
ACHACACHI,consultas odontologicas,endodoncias,2006-06-01,12,12
ACHOCALLA,consultas odontologicas,endodoncias,2006-06-01,10,10
AIQUILE,consultas odontologicas,endodoncias,2006-06-01,27,27
ANCORAIMES,consultas odontologicas,endodoncias,2006-06-01,1,1
ANDAMARCA,consultas odontologicas,endodoncias,2006-06-01,6,6
ANTEQUERA,consultas odontologicas,endodoncias,2006-06-01,1,1
ARQUE,consultas odontologicas,endodoncias,2006-06-01,8,8
ASCENCION DE GUARAYOS,consultas odontologicas,endodoncias,2006-06-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,endodoncias,2006-06-01,11,11
AZURDUY,consultas odontologicas,endodoncias,2006-06-01,16,16
BAURES,consultas odontologicas,endodoncias,2006-06-01,10,10
BERMEJO,consultas odontologicas,endodoncias,2006-06-01,44,44
BETANZOS,consultas odontologicas,endodoncias,2006-06-01,11,11
BOLIVAR,consultas odontologicas,endodoncias,2006-06-01,3,3
BUENA VISTA,consultas odontologicas,endodoncias,2006-06-01,2,2
CAIROMA,consultas odontologicas,endodoncias,2006-06-01,1,1
CALAMARCA,consultas odontologicas,endodoncias,2006-06-01,2,2
CAMARGO,consultas odontologicas,endodoncias,2006-06-01,15,15
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,endodoncias,2006-06-01,8,8
CAMIRI,consultas odontologicas,endodoncias,2006-06-01,40,40
CAPINOTA,consultas odontologicas,endodoncias,2006-06-01,3,3
CAQUIAVIRI,consultas odontologicas,endodoncias,2006-06-01,4,4
CARACOLLO,consultas odontologicas,endodoncias,2006-06-01,25,25
CARAPARI,consultas odontologicas,endodoncias,2006-06-01,2,2
CHALLAPATA,consultas odontologicas,endodoncias,2006-06-01,48,48
CHARAGUA,consultas odontologicas,endodoncias,2006-06-01,1,1
CHAYANTA,consultas odontologicas,endodoncias,2006-06-01,45,45
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,endodoncias,2006-06-01,2,2
CHUMA,consultas odontologicas,endodoncias,2006-06-01,3,3
CLIZA,consultas odontologicas,endodoncias,2006-06-01,2,2
COBIJA,consultas odontologicas,endodoncias,2006-06-01,26,26
COCHABAMBA,consultas odontologicas,endodoncias,2006-06-01,1334,1334
COLCAPIRHUA,consultas odontologicas,endodoncias,2006-06-01,9,9
COLOMI,consultas odontologicas,endodoncias,2006-06-01,7,7
COLPA BELGICA,consultas odontologicas,endodoncias,2006-06-01,17,17
COLQUECHACA,consultas odontologicas,endodoncias,2006-06-01,1,1
COLQUIRI,consultas odontologicas,endodoncias,2006-06-01,9,9
COMARAPA,consultas odontologicas,endodoncias,2006-06-01,26,26
COPACABANA,consultas odontologicas,endodoncias,2006-06-01,25,25
CORIPATA,consultas odontologicas,endodoncias,2006-06-01,15,15
COROICO,consultas odontologicas,endodoncias,2006-06-01,48,48
CORQUE,consultas odontologicas,endodoncias,2006-06-01,4,4
COTAGAITA,consultas odontologicas,endodoncias,2006-06-01,25,25
COTOCA,consultas odontologicas,endodoncias,2006-06-01,17,17
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,endodoncias,2006-06-01,11,11
CULPINA,consultas odontologicas,endodoncias,2006-06-01,7,7
CURAHUARA DE CARANGAS,consultas odontologicas,endodoncias,2006-06-01,2,2
EL ALTO,consultas odontologicas,endodoncias,2006-06-01,1130,1130
EL PUENTE(STC),consultas odontologicas,endodoncias,2006-06-01,73,73
EL PUENTE(TJA),consultas odontologicas,endodoncias,2006-06-01,5,5
EL TORNO,consultas odontologicas,endodoncias,2006-06-01,28,28
EL VILLAR,consultas odontologicas,endodoncias,2006-06-01,4,4
ENTRE RIOS,consultas odontologicas,endodoncias,2006-06-01,9,9
ENTRE RIOS,consultas odontologicas,endodoncias,2006-06-01,30,30
EUCALIPTUS,consultas odontologicas,endodoncias,2006-06-01,3,3
FERNANDEZ ALONSO,consultas odontologicas,endodoncias,2006-06-01,27,27
GENERAL SAAVEDRA,consultas odontologicas,endodoncias,2006-06-01,7,7
GUANAY,consultas odontologicas,endodoncias,2006-06-01,11,11
GUAYARAMERIN,consultas odontologicas,endodoncias,2006-06-01,35,35
GUTIERREZ,consultas odontologicas,endodoncias,2006-06-01,13,13
HUACARETA,consultas odontologicas,endodoncias,2006-06-01,22,22
HUARACAJE,consultas odontologicas,endodoncias,2006-06-01,9,9
HUAYLLAMARCA,consultas odontologicas,endodoncias,2006-06-01,2,2
ICLA,consultas odontologicas,endodoncias,2006-06-01,4,4
INCAHUASI,consultas odontologicas,endodoncias,2006-06-01,1,1
INQUISIVI,consultas odontologicas,endodoncias,2006-06-01,1,1
IRUPANA (VILLA DE LANZA),consultas odontologicas,endodoncias,2006-06-01,12,12
IXIAMAS,consultas odontologicas,endodoncias,2006-06-01,5,5
JESUS DE MACHACA,consultas odontologicas,endodoncias,2006-06-01,2,2
LA ASUNTA,consultas odontologicas,endodoncias,2006-06-01,17,17
LA GUARDIA,consultas odontologicas,endodoncias,2006-06-01,11,11
LA PAZ,consultas odontologicas,endodoncias,2006-06-01,1391,1391
LAGUNILLAS,consultas odontologicas,endodoncias,2006-06-01,2,2
LAJA,consultas odontologicas,endodoncias,2006-06-01,4,4
LLALLAGUA,consultas odontologicas,endodoncias,2006-06-01,75,75
LLICA,consultas odontologicas,endodoncias,2006-06-01,15,15
LURIBAY,consultas odontologicas,endodoncias,2006-06-01,2,2
MACHACAMARCA,consultas odontologicas,endodoncias,2006-06-01,26,26
MAGDALENA,consultas odontologicas,endodoncias,2006-06-01,4,4
MAPIRI,consultas odontologicas,endodoncias,2006-06-01,6,6
MECAPACA,consultas odontologicas,endodoncias,2006-06-01,7,7
MINEROS,consultas odontologicas,endodoncias,2006-06-01,2,2
MIZQUE,consultas odontologicas,endodoncias,2006-06-01,4,4
MOJOCOYA,consultas odontologicas,endodoncias,2006-06-01,22,22
MONTEAGUDO,consultas odontologicas,endodoncias,2006-06-01,7,7
MONTERO,consultas odontologicas,endodoncias,2006-06-01,55,55
MORO MORO,consultas odontologicas,endodoncias,2006-06-01,3,3
OKINAWA,consultas odontologicas,endodoncias,2006-06-01,4,4
ORURO,consultas odontologicas,endodoncias,2006-06-01,734,734
PADCAYA,consultas odontologicas,endodoncias,2006-06-01,3,3
PADILLA,consultas odontologicas,endodoncias,2006-06-01,6,6
PALOS BLANCOS,consultas odontologicas,endodoncias,2006-06-01,2,2
PASORAPA,consultas odontologicas,endodoncias,2006-06-01,91,91
PATACAMAYA,consultas odontologicas,endodoncias,2006-06-01,3,3
PAZÑA,consultas odontologicas,endodoncias,2006-06-01,8,8
POOPO,consultas odontologicas,endodoncias,2006-06-01,9,9
PORCO,consultas odontologicas,endodoncias,2006-06-01,6,6
PORTACHUELO,consultas odontologicas,endodoncias,2006-06-01,10,10
PORVENIR,consultas odontologicas,endodoncias,2006-06-01,4,4
POTOSI,consultas odontologicas,endodoncias,2006-06-01,125,125
PUCARANI,consultas odontologicas,endodoncias,2006-06-01,17,17
PUERTO ACOSTA,consultas odontologicas,endodoncias,2006-06-01,18,18
PUERTO CARABUCO,consultas odontologicas,endodoncias,2006-06-01,2,2
PUERTO GONZALO MORENO,consultas odontologicas,endodoncias,2006-06-01,4,4
PUERTO QUIJARRO,consultas odontologicas,endodoncias,2006-06-01,2,2
PUERTO RICO,consultas odontologicas,endodoncias,2006-06-01,4,4
PUERTO SUAREZ,consultas odontologicas,endodoncias,2006-06-01,15,15
PUERTO VILLARROEL,consultas odontologicas,endodoncias,2006-06-01,98,98
PUNA,consultas odontologicas,endodoncias,2006-06-01,1,1
PUNATA,consultas odontologicas,endodoncias,2006-06-01,47,47
QUILLACOLLO,consultas odontologicas,endodoncias,2006-06-01,37,37
QUIME,consultas odontologicas,endodoncias,2006-06-01,3,3
QUIRUSILLAS,consultas odontologicas,endodoncias,2006-06-01,11,11
REYES,consultas odontologicas,endodoncias,2006-06-01,5,5
ROBORE,consultas odontologicas,endodoncias,2006-06-01,20,20
RURRENABAQUE,consultas odontologicas,endodoncias,2006-06-01,37,37
SACABA,consultas odontologicas,endodoncias,2006-06-01,215,215
SACACA,consultas odontologicas,endodoncias,2006-06-01,4,4
SAIPINA,consultas odontologicas,endodoncias,2006-06-01,35,35
SALINAS DE GARCI MENDOZA,consultas odontologicas,endodoncias,2006-06-01,2,2
SAN BENITO,consultas odontologicas,endodoncias,2006-06-01,5,5
SAN BORJA,consultas odontologicas,endodoncias,2006-06-01,7,7
SAN CARLOS,consultas odontologicas,endodoncias,2006-06-01,26,26
SAN IGNACIO,consultas odontologicas,endodoncias,2006-06-01,8,8
SAN IGNACIO DE VELASCO,consultas odontologicas,endodoncias,2006-06-01,5,5
SAN JOSE DE CHIQUITOS,consultas odontologicas,endodoncias,2006-06-01,14,14
SAN JULIAN,consultas odontologicas,endodoncias,2006-06-01,65,65
SAN LORENZO(TJA),consultas odontologicas,endodoncias,2006-06-01,33,33
SAN LUCAS,consultas odontologicas,endodoncias,2006-06-01,39,39
SAN MIGUEL DE VELASCO,consultas odontologicas,endodoncias,2006-06-01,21,21
SAN PEDRO DE TIQUINA,consultas odontologicas,endodoncias,2006-06-01,4,4
SAN RAMON,consultas odontologicas,endodoncias,2006-06-01,6,6
SAN RAMON,consultas odontologicas,endodoncias,2006-06-01,13,13
SANTA ANA,consultas odontologicas,endodoncias,2006-06-01,5,5
SANTA CRUZ DE LA SIERRA,consultas odontologicas,endodoncias,2006-06-01,1302,1302
SANTA ROSA,consultas odontologicas,endodoncias,2006-06-01,4,4
SANTA ROSA DEL SARA,consultas odontologicas,endodoncias,2006-06-01,35,35
SANTIAGO DE HUARI,consultas odontologicas,endodoncias,2006-06-01,1,1
SANTIVAÑES,consultas odontologicas,endodoncias,2006-06-01,2,2
SANTUARIO DE QUILLACAS,consultas odontologicas,endodoncias,2006-06-01,3,3
SAPAHAQUI,consultas odontologicas,endodoncias,2006-06-01,1,1
SENA,consultas odontologicas,endodoncias,2006-06-01,1,1
SICA SICA (VILLA AROMA),consultas odontologicas,endodoncias,2006-06-01,8,8
SIPE SIPE,consultas odontologicas,endodoncias,2006-06-01,23,23
SOPACHUY,consultas odontologicas,endodoncias,2006-06-01,7,7
SORATA,consultas odontologicas,endodoncias,2006-06-01,11,11
SUCRE,consultas odontologicas,endodoncias,2006-06-01,735,735
TACACOMA,consultas odontologicas,endodoncias,2006-06-01,3,3
TACOPAYA,consultas odontologicas,endodoncias,2006-06-01,48,48
TAPACARI,consultas odontologicas,endodoncias,2006-06-01,3,3
TARABUCO,consultas odontologicas,endodoncias,2006-06-01,1,1
TARACO,consultas odontologicas,endodoncias,2006-06-01,2,2
TARATA,consultas odontologicas,endodoncias,2006-06-01,2,2
TARIJA,consultas odontologicas,endodoncias,2006-06-01,407,407
TARVITA,consultas odontologicas,endodoncias,2006-06-01,1,1
TEOPONTE,consultas odontologicas,endodoncias,2006-06-01,2,2
TIAWANACU,consultas odontologicas,endodoncias,2006-06-01,13,13
TIQUIPAYA,consultas odontologicas,endodoncias,2006-06-01,44,44
TIRAQUE (CBBA),consultas odontologicas,endodoncias,2006-06-01,52,52
TOLATA,consultas odontologicas,endodoncias,2006-06-01,3,3
TOTORA(CBBA),consultas odontologicas,endodoncias,2006-06-01,9,9
TOTORA(ORR),consultas odontologicas,endodoncias,2006-06-01,1,1
TRINIDAD,consultas odontologicas,endodoncias,2006-06-01,106,106
TUPIZA,consultas odontologicas,endodoncias,2006-06-01,11,11
UNCIA,consultas odontologicas,endodoncias,2006-06-01,69,69
URIONDO (A. CONCEPCION),consultas odontologicas,endodoncias,2006-06-01,23,23
URUBICHA,consultas odontologicas,endodoncias,2006-06-01,58,58
UYUNI,consultas odontologicas,endodoncias,2006-06-01,30,30
VALLEGRANDE,consultas odontologicas,endodoncias,2006-06-01,8,8
VIACHA,consultas odontologicas,endodoncias,2006-06-01,13,13
VILLA MONTES,consultas odontologicas,endodoncias,2006-06-01,27,27
VILLA RIVERO,consultas odontologicas,endodoncias,2006-06-01,1,1
VILLA SERRANO,consultas odontologicas,endodoncias,2006-06-01,6,6
VILLA TUNARI,consultas odontologicas,endodoncias,2006-06-01,69,69
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,endodoncias,2006-06-01,15,15
VILLAZON,consultas odontologicas,endodoncias,2006-06-01,143,143
VINTO,consultas odontologicas,endodoncias,2006-06-01,18,18
WARNES,consultas odontologicas,endodoncias,2006-06-01,50,50
YACUIBA,consultas odontologicas,endodoncias,2006-06-01,18,18
YAMPARAEZ,consultas odontologicas,endodoncias,2006-06-01,7,7
YANACACHI,consultas odontologicas,endodoncias,2006-06-01,7,7
YAPACANI,consultas odontologicas,endodoncias,2006-06-01,5,5
YOTALA,consultas odontologicas,endodoncias,2006-06-01,36,36
ZUDAÑEZ,consultas odontologicas,endodoncias,2006-06-01,4,4
ACHACACHI,consultas odontologicas,endodoncias,2006-07-01,27,27
ACHOCALLA,consultas odontologicas,endodoncias,2006-07-01,3,3
AIQUILE,consultas odontologicas,endodoncias,2006-07-01,26,26
ANCORAIMES,consultas odontologicas,endodoncias,2006-07-01,6,6
ANDAMARCA,consultas odontologicas,endodoncias,2006-07-01,1,1
ARQUE,consultas odontologicas,endodoncias,2006-07-01,5,5
ASCENCION DE GUARAYOS,consultas odontologicas,endodoncias,2006-07-01,16,16
ATOCHA,consultas odontologicas,endodoncias,2006-07-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,endodoncias,2006-07-01,9,9
AZURDUY,consultas odontologicas,endodoncias,2006-07-01,4,4
BAURES,consultas odontologicas,endodoncias,2006-07-01,5,5
BERMEJO,consultas odontologicas,endodoncias,2006-07-01,14,14
BETANZOS,consultas odontologicas,endodoncias,2006-07-01,17,17
BOLIVAR,consultas odontologicas,endodoncias,2006-07-01,3,3
BOYUIBE,consultas odontologicas,endodoncias,2006-07-01,9,9
CABEZAS,consultas odontologicas,endodoncias,2006-07-01,5,5
CAIROMA,consultas odontologicas,endodoncias,2006-07-01,3,3
CAJUATA,consultas odontologicas,endodoncias,2006-07-01,4,4
CALACOTO,consultas odontologicas,endodoncias,2006-07-01,1,1
CALAMARCA,consultas odontologicas,endodoncias,2006-07-01,1,1
CAMARGO,consultas odontologicas,endodoncias,2006-07-01,16,16
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,endodoncias,2006-07-01,7,7
CAMIRI,consultas odontologicas,endodoncias,2006-07-01,55,55
CAPINOTA,consultas odontologicas,endodoncias,2006-07-01,28,28
CAQUIAVIRI,consultas odontologicas,endodoncias,2006-07-01,6,6
CARACOLLO,consultas odontologicas,endodoncias,2006-07-01,11,11
CARANAVI,consultas odontologicas,endodoncias,2006-07-01,57,57
CHALLAPATA,consultas odontologicas,endodoncias,2006-07-01,32,32
CHAQUI,consultas odontologicas,endodoncias,2006-07-01,4,4
CHARAGUA,consultas odontologicas,endodoncias,2006-07-01,6,6
CHAYANTA,consultas odontologicas,endodoncias,2006-07-01,47,47
CHIMORE,consultas odontologicas,endodoncias,2006-07-01,1,1
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,endodoncias,2006-07-01,19,19
CLIZA,consultas odontologicas,endodoncias,2006-07-01,12,12
COBIJA,consultas odontologicas,endodoncias,2006-07-01,22,22
COCHABAMBA,consultas odontologicas,endodoncias,2006-07-01,889,889
COLCAPIRHUA,consultas odontologicas,endodoncias,2006-07-01,32,32
COLLANA,consultas odontologicas,endodoncias,2006-07-01,31,31
COLOMI,consultas odontologicas,endodoncias,2006-07-01,2,2
COLPA BELGICA,consultas odontologicas,endodoncias,2006-07-01,13,13
COLQUECHACA,consultas odontologicas,endodoncias,2006-07-01,2,2
COLQUENCHA,consultas odontologicas,endodoncias,2006-07-01,2,2
COMARAPA,consultas odontologicas,endodoncias,2006-07-01,43,43
COPACABANA,consultas odontologicas,endodoncias,2006-07-01,23,23
CORIPATA,consultas odontologicas,endodoncias,2006-07-01,8,8
COROICO,consultas odontologicas,endodoncias,2006-07-01,48,48
CORQUE,consultas odontologicas,endodoncias,2006-07-01,4,4
COTAGAITA,consultas odontologicas,endodoncias,2006-07-01,28,28
COTOCA,consultas odontologicas,endodoncias,2006-07-01,23,23
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,endodoncias,2006-07-01,14,14
CUEVO,consultas odontologicas,endodoncias,2006-07-01,3,3
CULPINA,consultas odontologicas,endodoncias,2006-07-01,1,1
CURAHUARA DE CARANGAS,consultas odontologicas,endodoncias,2006-07-01,4,4
EL ALTO,consultas odontologicas,endodoncias,2006-07-01,1297,1297
EL PUENTE(TJA),consultas odontologicas,endodoncias,2006-07-01,4,4
EL TORNO,consultas odontologicas,endodoncias,2006-07-01,12,12
EL VILLAR,consultas odontologicas,endodoncias,2006-07-01,5,5
ENTRE RIOS,consultas odontologicas,endodoncias,2006-07-01,10,10
ENTRE RIOS,consultas odontologicas,endodoncias,2006-07-01,24,24
EUCALIPTUS,consultas odontologicas,endodoncias,2006-07-01,3,3
FERNANDEZ ALONSO,consultas odontologicas,endodoncias,2006-07-01,24,24
GENERAL SAAVEDRA,consultas odontologicas,endodoncias,2006-07-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,endodoncias,2006-07-01,11,11
GUANAY,consultas odontologicas,endodoncias,2006-07-01,27,27
GUAQUI,consultas odontologicas,endodoncias,2006-07-01,6,6
GUAYARAMERIN,consultas odontologicas,endodoncias,2006-07-01,25,25
GUTIERREZ,consultas odontologicas,endodoncias,2006-07-01,7,7
HUACARETA,consultas odontologicas,endodoncias,2006-07-01,26,26
HUANUNI,consultas odontologicas,endodoncias,2006-07-01,4,4
HUARACAJE,consultas odontologicas,endodoncias,2006-07-01,6,6
ICLA,consultas odontologicas,endodoncias,2006-07-01,6,6
INCAHUASI,consultas odontologicas,endodoncias,2006-07-01,7,7
INQUISIVI,consultas odontologicas,endodoncias,2006-07-01,1,1
IRUPANA (VILLA DE LANZA),consultas odontologicas,endodoncias,2006-07-01,9,9
IXIAMAS,consultas odontologicas,endodoncias,2006-07-01,4,4
JESUS DE MACHACA,consultas odontologicas,endodoncias,2006-07-01,10,10
LA ASUNTA,consultas odontologicas,endodoncias,2006-07-01,7,7
LA GUARDIA,consultas odontologicas,endodoncias,2006-07-01,35,35
LA PAZ,consultas odontologicas,endodoncias,2006-07-01,1631,1631
LAGUNILLAS,consultas odontologicas,endodoncias,2006-07-01,18,18
LLALLAGUA,consultas odontologicas,endodoncias,2006-07-01,70,70
MACHACAMARCA,consultas odontologicas,endodoncias,2006-07-01,21,21
MAGDALENA,consultas odontologicas,endodoncias,2006-07-01,2,2
MAIRANA,consultas odontologicas,endodoncias,2006-07-01,1,1
MAPIRI,consultas odontologicas,endodoncias,2006-07-01,3,3
MECAPACA,consultas odontologicas,endodoncias,2006-07-01,6,6
MINEROS,consultas odontologicas,endodoncias,2006-07-01,2,2
MIZQUE,consultas odontologicas,endodoncias,2006-07-01,5,5
MOJOCOYA,consultas odontologicas,endodoncias,2006-07-01,7,7
MONTEAGUDO,consultas odontologicas,endodoncias,2006-07-01,14,14
MONTERO,consultas odontologicas,endodoncias,2006-07-01,35,35
MORO MORO,consultas odontologicas,endodoncias,2006-07-01,3,3
OCURI,consultas odontologicas,endodoncias,2006-07-01,2,2
OKINAWA,consultas odontologicas,endodoncias,2006-07-01,2,2
OMEREQUE,consultas odontologicas,endodoncias,2006-07-01,3,3
ORURO,consultas odontologicas,endodoncias,2006-07-01,687,687
PADCAYA,consultas odontologicas,endodoncias,2006-07-01,8,8
PADILLA,consultas odontologicas,endodoncias,2006-07-01,4,4
PALCA,consultas odontologicas,endodoncias,2006-07-01,3,3
PALOS BLANCOS,consultas odontologicas,endodoncias,2006-07-01,3,3
PAMPA AULLAGAS,consultas odontologicas,endodoncias,2006-07-01,2,2
PASORAPA,consultas odontologicas,endodoncias,2006-07-01,2,2
PATACAMAYA,consultas odontologicas,endodoncias,2006-07-01,8,8
PAZÑA,consultas odontologicas,endodoncias,2006-07-01,4,4
POOPO,consultas odontologicas,endodoncias,2006-07-01,6,6
PORCO,consultas odontologicas,endodoncias,2006-07-01,10,10
POROMA,consultas odontologicas,endodoncias,2006-07-01,4,4
PORONGO,consultas odontologicas,endodoncias,2006-07-01,2,2
PORTACHUELO,consultas odontologicas,endodoncias,2006-07-01,17,17
PORVENIR,consultas odontologicas,endodoncias,2006-07-01,1,1
POTOSI,consultas odontologicas,endodoncias,2006-07-01,176,176
PUCARA,consultas odontologicas,endodoncias,2006-07-01,3,3
PUCARANI,consultas odontologicas,endodoncias,2006-07-01,2,2
PUERTO ACOSTA,consultas odontologicas,endodoncias,2006-07-01,93,93
PUERTO CARABUCO,consultas odontologicas,endodoncias,2006-07-01,11,11
PUERTO QUIJARRO,consultas odontologicas,endodoncias,2006-07-01,3,3
PUERTO RICO,consultas odontologicas,endodoncias,2006-07-01,5,5
PUERTO SILES,consultas odontologicas,endodoncias,2006-07-01,1,1
PUERTO SUAREZ,consultas odontologicas,endodoncias,2006-07-01,5,5
PUERTO VILLARROEL,consultas odontologicas,endodoncias,2006-07-01,96,96
PUNA,consultas odontologicas,endodoncias,2006-07-01,3,3
PUNATA,consultas odontologicas,endodoncias,2006-07-01,124,124
QUILLACOLLO,consultas odontologicas,endodoncias,2006-07-01,48,48
QUIME,consultas odontologicas,endodoncias,2006-07-01,6,6
QUIRUSILLAS,consultas odontologicas,endodoncias,2006-07-01,4,4
REYES,consultas odontologicas,endodoncias,2006-07-01,6,6
RURRENABAQUE,consultas odontologicas,endodoncias,2006-07-01,45,45
SACABA,consultas odontologicas,endodoncias,2006-07-01,388,388
SACACA,consultas odontologicas,endodoncias,2006-07-01,1,1
SAIPINA,consultas odontologicas,endodoncias,2006-07-01,33,33
SAMAIPATA,consultas odontologicas,endodoncias,2006-07-01,3,3
SAN BENITO,consultas odontologicas,endodoncias,2006-07-01,18,18
SAN BORJA,consultas odontologicas,endodoncias,2006-07-01,11,11
SAN BUENA VENTURA,consultas odontologicas,endodoncias,2006-07-01,3,3
SAN CARLOS,consultas odontologicas,endodoncias,2006-07-01,22,22
SAN IGNACIO,consultas odontologicas,endodoncias,2006-07-01,5,5
SAN IGNACIO DE VELASCO,consultas odontologicas,endodoncias,2006-07-01,37,37
SAN JOAQUIN,consultas odontologicas,endodoncias,2006-07-01,14,14
SAN JOSE DE CHIQUITOS,consultas odontologicas,endodoncias,2006-07-01,13,13
