municipality,group,variable,month,Primeras consultas,TOTAL
PATACAMAYA,consultas odontologicas,primeras consultas,2006-05-01,50,50
POCOATA,consultas odontologicas,primeras consultas,2006-05-01,609,609
POCONA,consultas odontologicas,primeras consultas,2006-05-01,3,3
POJO (CBBA),consultas odontologicas,primeras consultas,2006-05-01,34,34
POOPO,consultas odontologicas,primeras consultas,2006-05-01,2,2
POROMA,consultas odontologicas,primeras consultas,2006-05-01,26,26
PORTACHUELO,consultas odontologicas,primeras consultas,2006-05-01,300,300
POTOSI,consultas odontologicas,primeras consultas,2006-05-01,266,266
PRESTO,consultas odontologicas,primeras consultas,2006-05-01,83,83
PUCARANI,consultas odontologicas,primeras consultas,2006-05-01,225,225
PUERTO ACOSTA,consultas odontologicas,primeras consultas,2006-05-01,208,208
PUERTO CARABUCO,consultas odontologicas,primeras consultas,2006-05-01,239,239
PUERTO QUIJARRO,consultas odontologicas,primeras consultas,2006-05-01,1321,1321
PUERTO RICO,consultas odontologicas,primeras consultas,2006-05-01,116,116
PUERTO SUAREZ,consultas odontologicas,primeras consultas,2006-05-01,249,249
PUERTO VILLARROEL,consultas odontologicas,primeras consultas,2006-05-01,319,319
PUNA,consultas odontologicas,primeras consultas,2006-05-01,190,190
PUNATA,consultas odontologicas,primeras consultas,2006-05-01,94,94
QUILLACOLLO,consultas odontologicas,primeras consultas,2006-05-01,337,337
QUIME,consultas odontologicas,primeras consultas,2006-05-01,315,315
QUIRUSILLAS,consultas odontologicas,primeras consultas,2006-05-01,132,132
SABAYA,consultas odontologicas,primeras consultas,2006-05-01,10,10
SACABA,consultas odontologicas,primeras consultas,2006-05-01,406,406
SACACA,consultas odontologicas,primeras consultas,2006-05-01,454,454
SAIPINA,consultas odontologicas,primeras consultas,2006-05-01,70,70
SAN ANDRES,consultas odontologicas,primeras consultas,2006-05-01,114,114
SAN ANDRES DE MACHACA,consultas odontologicas,primeras consultas,2006-05-01,53,53
SAN BORJA,consultas odontologicas,primeras consultas,2006-05-01,20,20
SAN BUENA VENTURA,consultas odontologicas,primeras consultas,2006-05-01,50,50
SAN CARLOS,consultas odontologicas,primeras consultas,2006-05-01,234,234
SAN IGNACIO,consultas odontologicas,primeras consultas,2006-05-01,14,14
SAN IGNACIO DE VELASCO,consultas odontologicas,primeras consultas,2006-05-01,217,217
SAN JAVIER(STC),consultas odontologicas,primeras consultas,2006-05-01,4,4
SAN JUAN DE YAPACANI,consultas odontologicas,primeras consultas,2006-05-01,15,15
SAN LORENZO(TJA),consultas odontologicas,primeras consultas,2006-05-01,698,698
SAN LUCAS,consultas odontologicas,primeras consultas,2006-05-01,165,165
SAN MIGUEL DE VELASCO,consultas odontologicas,primeras consultas,2006-05-01,95,95
SAN PEDRO DE BUENA VISTA,consultas odontologicas,primeras consultas,2006-05-01,426,426
SAN PEDRO DE TIQUINA,consultas odontologicas,primeras consultas,2006-05-01,22,22
SAN RAFAEL,consultas odontologicas,primeras consultas,2006-05-01,115,115
SANTA ANA,consultas odontologicas,primeras consultas,2006-05-01,93,93
SANTA CRUZ DE LA SIERRA,consultas odontologicas,primeras consultas,2006-05-01,4954,4954
SANTA ROSA DEL SARA,consultas odontologicas,primeras consultas,2006-05-01,805,805
SANTIAGO DE HUARI,consultas odontologicas,primeras consultas,2006-05-01,80,80
SANTIAGO DE MACHACA,consultas odontologicas,primeras consultas,2006-05-01,18,18
SANTIVAÑES,consultas odontologicas,primeras consultas,2006-05-01,87,87
SANTUARIO DE QUILLACAS,consultas odontologicas,primeras consultas,2006-05-01,41,41
SICA SICA (VILLA AROMA),consultas odontologicas,primeras consultas,2006-05-01,261,261
SIPE SIPE,consultas odontologicas,primeras consultas,2006-05-01,130,130
SOPACHUY,consultas odontologicas,primeras consultas,2006-05-01,177,177
SORACACHI,consultas odontologicas,primeras consultas,2006-05-01,26,26
SORATA,consultas odontologicas,primeras consultas,2006-05-01,70,70
SUCRE,consultas odontologicas,primeras consultas,2006-05-01,1841,1841
TACACOMA,consultas odontologicas,primeras consultas,2006-05-01,181,181
TAPACARI,consultas odontologicas,primeras consultas,2006-05-01,43,43
TARABUCO,consultas odontologicas,primeras consultas,2006-05-01,552,552
TARACO,consultas odontologicas,primeras consultas,2006-05-01,30,30
TARIJA,consultas odontologicas,primeras consultas,2006-05-01,528,528
TARVITA,consultas odontologicas,primeras consultas,2006-05-01,235,235
TEOPONTE,consultas odontologicas,primeras consultas,2006-05-01,213,213
TIAWANACU,consultas odontologicas,primeras consultas,2006-05-01,481,481
TIPUANI,consultas odontologicas,primeras consultas,2006-05-01,57,57
TIQUIPAYA,consultas odontologicas,primeras consultas,2006-05-01,272,272
TIRAQUE (CBBA),consultas odontologicas,primeras consultas,2006-05-01,1231,1231
TOLATA,consultas odontologicas,primeras consultas,2006-05-01,676,676
TOLEDO,consultas odontologicas,primeras consultas,2006-05-01,15,15
TOMINA,consultas odontologicas,primeras consultas,2006-05-01,22,22
TORO TORO,consultas odontologicas,primeras consultas,2006-05-01,60,60
TOTORA(CBBA),consultas odontologicas,primeras consultas,2006-05-01,123,123
TOTORA(ORR),consultas odontologicas,primeras consultas,2006-05-01,57,57
TRINIDAD,consultas odontologicas,primeras consultas,2006-05-01,384,384
TUPIZA,consultas odontologicas,primeras consultas,2006-05-01,138,138
UMALA,consultas odontologicas,primeras consultas,2006-05-01,22,22
UNCIA,consultas odontologicas,primeras consultas,2006-05-01,487,487
URIONDO (A. CONCEPCION),consultas odontologicas,primeras consultas,2006-05-01,229,229
URUBICHA,consultas odontologicas,primeras consultas,2006-05-01,6,6
UYUNI,consultas odontologicas,primeras consultas,2006-05-01,231,231
VIACHA,consultas odontologicas,primeras consultas,2006-05-01,45,45
VILA VILA,consultas odontologicas,primeras consultas,2006-05-01,35,35
VILLA MONTES,consultas odontologicas,primeras consultas,2006-05-01,199,199
VILLA SERRANO,consultas odontologicas,primeras consultas,2006-05-01,28,28
VILLA TUNARI,consultas odontologicas,primeras consultas,2006-05-01,429,429
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,primeras consultas,2006-05-01,337,337
VILLAZON,consultas odontologicas,primeras consultas,2006-05-01,115,115
VINTO,consultas odontologicas,primeras consultas,2006-05-01,252,252
WARNES,consultas odontologicas,primeras consultas,2006-05-01,20,20
YACUIBA,consultas odontologicas,primeras consultas,2006-05-01,261,261
YAMPARAEZ,consultas odontologicas,primeras consultas,2006-05-01,170,170
YANACACHI,consultas odontologicas,primeras consultas,2006-05-01,50,50
YAPACANI,consultas odontologicas,primeras consultas,2006-05-01,183,183
YOCALLA,consultas odontologicas,primeras consultas,2006-05-01,72,72
YUNCHARA,consultas odontologicas,primeras consultas,2006-05-01,109,109
ZUDAÑEZ,consultas odontologicas,primeras consultas,2006-05-01,29,29
ACACIO,consultas odontologicas,primeras consultas,2006-06-01,241,241
AIQUILE,consultas odontologicas,primeras consultas,2006-06-01,134,134
ANDAMARCA,consultas odontologicas,primeras consultas,2006-06-01,45,45
ANTEQUERA,consultas odontologicas,primeras consultas,2006-06-01,20,20
ARAMPAMPA,consultas odontologicas,primeras consultas,2006-06-01,30,30
ARANI,consultas odontologicas,primeras consultas,2006-06-01,43,43
ARQUE,consultas odontologicas,primeras consultas,2006-06-01,121,121
ASCENCION DE GUARAYOS,consultas odontologicas,primeras consultas,2006-06-01,106,106
AUCAPATA,consultas odontologicas,primeras consultas,2006-06-01,68,68
AYATA,consultas odontologicas,primeras consultas,2006-06-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,primeras consultas,2006-06-01,175,175
AZURDUY,consultas odontologicas,primeras consultas,2006-06-01,238,238
BATALLAS,consultas odontologicas,primeras consultas,2006-06-01,64,64
BERMEJO,consultas odontologicas,primeras consultas,2006-06-01,259,259
BETANZOS,consultas odontologicas,primeras consultas,2006-06-01,61,61
BOLIVAR,consultas odontologicas,primeras consultas,2006-06-01,11,11
BOYUIBE,consultas odontologicas,primeras consultas,2006-06-01,171,171
BUENA VISTA,consultas odontologicas,primeras consultas,2006-06-01,149,149
CABEZAS,consultas odontologicas,primeras consultas,2006-06-01,234,234
CAIROMA,consultas odontologicas,primeras consultas,2006-06-01,132,132
"CAIZA ""D""",consultas odontologicas,primeras consultas,2006-06-01,33,33
CAJUATA,consultas odontologicas,primeras consultas,2006-06-01,5,5
CALACOTO,consultas odontologicas,primeras consultas,2006-06-01,65,65
CALAMARCA,consultas odontologicas,primeras consultas,2006-06-01,61,61
CAMARGO,consultas odontologicas,primeras consultas,2006-06-01,141,141
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,primeras consultas,2006-06-01,63,63
CAMIRI,consultas odontologicas,primeras consultas,2006-06-01,845,845
CAPINOTA,consultas odontologicas,primeras consultas,2006-06-01,9,9
CAQUIAVIRI,consultas odontologicas,primeras consultas,2006-06-01,26,26
CARACOLLO,consultas odontologicas,primeras consultas,2006-06-01,15,15
CARANAVI,consultas odontologicas,primeras consultas,2006-06-01,74,74
CARAPARI,consultas odontologicas,primeras consultas,2006-06-01,171,171
CARIPUYO,consultas odontologicas,primeras consultas,2006-06-01,54,54
CHALLAPATA,consultas odontologicas,primeras consultas,2006-06-01,83,83
CHARAGUA,consultas odontologicas,primeras consultas,2006-06-01,124,124
CHAYANTA,consultas odontologicas,primeras consultas,2006-06-01,367,367
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,primeras consultas,2006-06-01,124,124
CHUMA,consultas odontologicas,primeras consultas,2006-06-01,107,107
CLIZA,consultas odontologicas,primeras consultas,2006-06-01,19,19
COBIJA,consultas odontologicas,primeras consultas,2006-06-01,90,90
COCHABAMBA,consultas odontologicas,primeras consultas,2006-06-01,2685,2685
"COLCHA ""K""",consultas odontologicas,primeras consultas,2006-06-01,118,118
COLLANA,consultas odontologicas,primeras consultas,2006-06-01,81,81
COLOMI,consultas odontologicas,primeras consultas,2006-06-01,19,19
COLPA BELGICA,consultas odontologicas,primeras consultas,2006-06-01,608,608
COLQUECHACA,consultas odontologicas,primeras consultas,2006-06-01,94,94
COLQUENCHA,consultas odontologicas,primeras consultas,2006-06-01,32,32
COLQUIRI,consultas odontologicas,primeras consultas,2006-06-01,40,40
COMARAPA,consultas odontologicas,primeras consultas,2006-06-01,292,292
COMBAYA,consultas odontologicas,primeras consultas,2006-06-01,181,181
COPACABANA,consultas odontologicas,primeras consultas,2006-06-01,69,69
CORIPATA,consultas odontologicas,primeras consultas,2006-06-01,171,171
CORO CORO,consultas odontologicas,primeras consultas,2006-06-01,16,16
COROICO,consultas odontologicas,primeras consultas,2006-06-01,12,12
CORQUE,consultas odontologicas,primeras consultas,2006-06-01,170,170
COTAGAITA,consultas odontologicas,primeras consultas,2006-06-01,39,39
COTOCA,consultas odontologicas,primeras consultas,2006-06-01,315,315
CUEVO,consultas odontologicas,primeras consultas,2006-06-01,144,144
CULPINA,consultas odontologicas,primeras consultas,2006-06-01,170,170
DESAGUADERO,consultas odontologicas,primeras consultas,2006-06-01,4,4
EL ALTO,consultas odontologicas,primeras consultas,2006-06-01,6635,6635
EL PUENTE(STC),consultas odontologicas,primeras consultas,2006-06-01,17,17
EL PUENTE(TJA),consultas odontologicas,primeras consultas,2006-06-01,103,103
ENTRE RIOS,consultas odontologicas,primeras consultas,2006-06-01,143,143
ENTRE RIOS,consultas odontologicas,primeras consultas,2006-06-01,521,521
EXALTACION,consultas odontologicas,primeras consultas,2006-06-01,202,202
FILADELFIA,consultas odontologicas,primeras consultas,2006-06-01,150,150
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,primeras consultas,2006-06-01,119,119
GUANAY,consultas odontologicas,primeras consultas,2006-06-01,208,208
GUAQUI,consultas odontologicas,primeras consultas,2006-06-01,186,186
GUAYARAMERIN,consultas odontologicas,primeras consultas,2006-06-01,23,23
GUTIERREZ,consultas odontologicas,primeras consultas,2006-06-01,87,87
HUACARETA,consultas odontologicas,primeras consultas,2006-06-01,6,6
HUACHACALLA,consultas odontologicas,primeras consultas,2006-06-01,18,18
HUANUNI,consultas odontologicas,primeras consultas,2006-06-01,36,36
HUAYLLAMARCA,consultas odontologicas,primeras consultas,2006-06-01,42,42
ICLA,consultas odontologicas,primeras consultas,2006-06-01,668,668
INCAHUASI,consultas odontologicas,primeras consultas,2006-06-01,101,101
INQUISIVI,consultas odontologicas,primeras consultas,2006-06-01,254,254
IXIAMAS,consultas odontologicas,primeras consultas,2006-06-01,45,45
JESUS DE MACHACA,consultas odontologicas,primeras consultas,2006-06-01,41,41
LA ASUNTA,consultas odontologicas,primeras consultas,2006-06-01,27,27
LA GUARDIA,consultas odontologicas,primeras consultas,2006-06-01,140,140
LA PAZ,consultas odontologicas,primeras consultas,2006-06-01,8896,8896
LAGUNILLAS,consultas odontologicas,primeras consultas,2006-06-01,57,57
LAJA,consultas odontologicas,primeras consultas,2006-06-01,40,40
LLALLAGUA,consultas odontologicas,primeras consultas,2006-06-01,340,340
LLICA,consultas odontologicas,primeras consultas,2006-06-01,52,52
LURIBAY,consultas odontologicas,primeras consultas,2006-06-01,126,126
MACHARETI,consultas odontologicas,primeras consultas,2006-06-01,31,31
MAIRANA,consultas odontologicas,primeras consultas,2006-06-01,36,36
MALLA,consultas odontologicas,primeras consultas,2006-06-01,29,29
MAPIRI,consultas odontologicas,primeras consultas,2006-06-01,84,84
MIZQUE,consultas odontologicas,primeras consultas,2006-06-01,12,12
MOCOMOCO,consultas odontologicas,primeras consultas,2006-06-01,204,204
MONTEAGUDO,consultas odontologicas,primeras consultas,2006-06-01,42,42
MONTERO,consultas odontologicas,primeras consultas,2006-06-01,260,260
OKINAWA,consultas odontologicas,primeras consultas,2006-06-01,9,9
OMEREQUE,consultas odontologicas,primeras consultas,2006-06-01,67,67
ORURO,consultas odontologicas,primeras consultas,2006-06-01,1450,1450
PADCAYA,consultas odontologicas,primeras consultas,2006-06-01,72,72
PALCA,consultas odontologicas,primeras consultas,2006-06-01,2,2
PALOS BLANCOS,consultas odontologicas,primeras consultas,2006-06-01,134,134
PAMPA GRANDE,consultas odontologicas,primeras consultas,2006-06-01,57,57
PAPEL PAMPA,consultas odontologicas,primeras consultas,2006-06-01,15,15
PASORAPA,consultas odontologicas,primeras consultas,2006-06-01,397,397
PATACAMAYA,consultas odontologicas,primeras consultas,2006-06-01,28,28
PELECHUCO,consultas odontologicas,primeras consultas,2006-06-01,140,140
POJO (CBBA),consultas odontologicas,primeras consultas,2006-06-01,49,49
POOPO,consultas odontologicas,primeras consultas,2006-06-01,1,1
POROMA,consultas odontologicas,primeras consultas,2006-06-01,63,63
PORTACHUELO,consultas odontologicas,primeras consultas,2006-06-01,467,467
POTOSI,consultas odontologicas,primeras consultas,2006-06-01,1061,1061
PRESTO,consultas odontologicas,primeras consultas,2006-06-01,18,18
PUCARANI,consultas odontologicas,primeras consultas,2006-06-01,160,160
PUERTO ACOSTA,consultas odontologicas,primeras consultas,2006-06-01,282,282
PUERTO CARABUCO,consultas odontologicas,primeras consultas,2006-06-01,325,325
PUERTO QUIJARRO,consultas odontologicas,primeras consultas,2006-06-01,793,793
PUERTO SUAREZ,consultas odontologicas,primeras consultas,2006-06-01,373,373
PUERTO VILLARROEL,consultas odontologicas,primeras consultas,2006-06-01,205,205
PUNA,consultas odontologicas,primeras consultas,2006-06-01,188,188
PUNATA,consultas odontologicas,primeras consultas,2006-06-01,68,68
QUILLACOLLO,consultas odontologicas,primeras consultas,2006-06-01,653,653
QUIME,consultas odontologicas,primeras consultas,2006-06-01,403,403
QUIRUSILLAS,consultas odontologicas,primeras consultas,2006-06-01,104,104
RAVELO,consultas odontologicas,primeras consultas,2006-06-01,35,35
REYES,consultas odontologicas,primeras consultas,2006-06-01,16,16
SABAYA,consultas odontologicas,primeras consultas,2006-06-01,4,4
SACABA,consultas odontologicas,primeras consultas,2006-06-01,555,555
SACACA,consultas odontologicas,primeras consultas,2006-06-01,344,344
SALINAS DE GARCI MENDOZA,consultas odontologicas,primeras consultas,2006-06-01,30,30
SAN ANDRES,consultas odontologicas,primeras consultas,2006-06-01,208,208
SAN ANDRES DE MACHACA,consultas odontologicas,primeras consultas,2006-06-01,46,46
SAN BORJA,consultas odontologicas,primeras consultas,2006-06-01,108,108
SAN BUENA VENTURA,consultas odontologicas,primeras consultas,2006-06-01,71,71
SAN CARLOS,consultas odontologicas,primeras consultas,2006-06-01,289,289
SAN IGNACIO,consultas odontologicas,primeras consultas,2006-06-01,215,215
SAN IGNACIO DE VELASCO,consultas odontologicas,primeras consultas,2006-06-01,416,416
SAN JAVIER(STC),consultas odontologicas,primeras consultas,2006-06-01,17,17
SAN JOSE DE CHIQUITOS,consultas odontologicas,primeras consultas,2006-06-01,32,32
SAN JULIAN,consultas odontologicas,primeras consultas,2006-06-01,284,284
SAN LORENZO(TJA),consultas odontologicas,primeras consultas,2006-06-01,202,202
SAN LUCAS,consultas odontologicas,primeras consultas,2006-06-01,49,49
SAN MIGUEL DE VELASCO,consultas odontologicas,primeras consultas,2006-06-01,330,330
SAN PEDRO DE BUENA VISTA,consultas odontologicas,primeras consultas,2006-06-01,29,29
SAN PEDRO DE TIQUINA,consultas odontologicas,primeras consultas,2006-06-01,75,75
SAN RAFAEL,consultas odontologicas,primeras consultas,2006-06-01,153,153
SANTA ANA,consultas odontologicas,primeras consultas,2006-06-01,331,331
SANTA CRUZ DE LA SIERRA,consultas odontologicas,primeras consultas,2006-06-01,5811,5811
SANTA ROSA DEL SARA,consultas odontologicas,primeras consultas,2006-06-01,319,319
SANTIAGO DE HUARI,consultas odontologicas,primeras consultas,2006-06-01,6,6
SANTIAGO DE MACHACA,consultas odontologicas,primeras consultas,2006-06-01,6,6
SANTIVAÑES,consultas odontologicas,primeras consultas,2006-06-01,44,44
SANTUARIO DE QUILLACAS,consultas odontologicas,primeras consultas,2006-06-01,17,17
SENA,consultas odontologicas,primeras consultas,2006-06-01,125,125
SICA SICA (VILLA AROMA),consultas odontologicas,primeras consultas,2006-06-01,90,90
SICAYA,consultas odontologicas,primeras consultas,2006-06-01,6,6
SIPE SIPE,consultas odontologicas,primeras consultas,2006-06-01,164,164
SOPACHUY,consultas odontologicas,primeras consultas,2006-06-01,682,682
SORACACHI,consultas odontologicas,primeras consultas,2006-06-01,17,17
SUCRE,consultas odontologicas,primeras consultas,2006-06-01,2070,2070
TACOPAYA,consultas odontologicas,primeras consultas,2006-06-01,14,14
TAPACARI,consultas odontologicas,primeras consultas,2006-06-01,15,15
TARABUCO,consultas odontologicas,primeras consultas,2006-06-01,187,187
TARATA,consultas odontologicas,primeras consultas,2006-06-01,98,98
TARIJA,consultas odontologicas,primeras consultas,2006-06-01,646,646
TARVITA,consultas odontologicas,primeras consultas,2006-06-01,34,34
TEOPONTE,consultas odontologicas,primeras consultas,2006-06-01,22,22
TIAWANACU,consultas odontologicas,primeras consultas,2006-06-01,247,247
TIPUANI,consultas odontologicas,primeras consultas,2006-06-01,67,67
TIQUIPAYA,consultas odontologicas,primeras consultas,2006-06-01,25,25
TIRAQUE (CBBA),consultas odontologicas,primeras consultas,2006-06-01,1094,1094
TOLATA,consultas odontologicas,primeras consultas,2006-06-01,83,83
TOMINA,consultas odontologicas,primeras consultas,2006-06-01,5,5
TOTORA(CBBA),consultas odontologicas,primeras consultas,2006-06-01,45,45
TOTORA(ORR),consultas odontologicas,primeras consultas,2006-06-01,62,62
TRINIDAD,consultas odontologicas,primeras consultas,2006-06-01,435,435
TUPIZA,consultas odontologicas,primeras consultas,2006-06-01,219,219
UNCIA,consultas odontologicas,primeras consultas,2006-06-01,225,225
URIONDO (A. CONCEPCION),consultas odontologicas,primeras consultas,2006-06-01,48,48
URUBICHA,consultas odontologicas,primeras consultas,2006-06-01,25,25
UYUNI,consultas odontologicas,primeras consultas,2006-06-01,208,208
VALLEGRANDE,consultas odontologicas,primeras consultas,2006-06-01,7,7
VIACHA,consultas odontologicas,primeras consultas,2006-06-01,896,896
VILLA MONTES,consultas odontologicas,primeras consultas,2006-06-01,320,320
VILLA SERRANO,consultas odontologicas,primeras consultas,2006-06-01,108,108
VILLA TUNARI,consultas odontologicas,primeras consultas,2006-06-01,1176,1176
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,primeras consultas,2006-06-01,2,2
VILLAZON,consultas odontologicas,primeras consultas,2006-06-01,86,86
VINTO,consultas odontologicas,primeras consultas,2006-06-01,73,73
WALDO BALLIVIAN,consultas odontologicas,primeras consultas,2006-06-01,71,71
YACO,consultas odontologicas,primeras consultas,2006-06-01,18,18
YACUIBA,consultas odontologicas,primeras consultas,2006-06-01,175,175
YAMPARAEZ,consultas odontologicas,primeras consultas,2006-06-01,35,35
YANACACHI,consultas odontologicas,primeras consultas,2006-06-01,12,12
YAPACANI,consultas odontologicas,primeras consultas,2006-06-01,10,10
YOCALLA,consultas odontologicas,primeras consultas,2006-06-01,94,94
YUNCHARA,consultas odontologicas,primeras consultas,2006-06-01,20,20
ZUDAÑEZ,consultas odontologicas,primeras consultas,2006-06-01,55,55
ACACIO,consultas odontologicas,primeras consultas,2006-07-01,103,103
ACHACACHI,consultas odontologicas,primeras consultas,2006-07-01,307,307
AIQUILE,consultas odontologicas,primeras consultas,2006-07-01,117,117
ANCORAIMES,consultas odontologicas,primeras consultas,2006-07-01,94,94
ANDAMARCA,consultas odontologicas,primeras consultas,2006-07-01,10,10
ANTEQUERA,consultas odontologicas,primeras consultas,2006-07-01,23,23
ARANI,consultas odontologicas,primeras consultas,2006-07-01,243,243
ARBIETO,consultas odontologicas,primeras consultas,2006-07-01,2,2
ARQUE,consultas odontologicas,primeras consultas,2006-07-01,41,41
ASCENCION DE GUARAYOS,consultas odontologicas,primeras consultas,2006-07-01,84,84
ATOCHA,consultas odontologicas,primeras consultas,2006-07-01,36,36
AUCAPATA,consultas odontologicas,primeras consultas,2006-07-01,15,15
AYATA,consultas odontologicas,primeras consultas,2006-07-01,39,39
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,primeras consultas,2006-07-01,62,62
AZURDUY,consultas odontologicas,primeras consultas,2006-07-01,29,29
BATALLAS,consultas odontologicas,primeras consultas,2006-07-01,90,90
BERMEJO,consultas odontologicas,primeras consultas,2006-07-01,789,789
BETANZOS,consultas odontologicas,primeras consultas,2006-07-01,87,87
BOLIVAR,consultas odontologicas,primeras consultas,2006-07-01,11,11
BOYUIBE,consultas odontologicas,primeras consultas,2006-07-01,92,92
BUENA VISTA,consultas odontologicas,primeras consultas,2006-07-01,159,159
CABEZAS,consultas odontologicas,primeras consultas,2006-07-01,304,304
CAIROMA,consultas odontologicas,primeras consultas,2006-07-01,118,118
"CAIZA ""D""",consultas odontologicas,primeras consultas,2006-07-01,20,20
CAJUATA,consultas odontologicas,primeras consultas,2006-07-01,19,19
CALACOTO,consultas odontologicas,primeras consultas,2006-07-01,69,69
CALAMARCA,consultas odontologicas,primeras consultas,2006-07-01,49,49
CAMARGO,consultas odontologicas,primeras consultas,2006-07-01,116,116
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,primeras consultas,2006-07-01,20,20
CAMIRI,consultas odontologicas,primeras consultas,2006-07-01,2189,2189
CAPINOTA,consultas odontologicas,primeras consultas,2006-07-01,13,13
CAQUIAVIRI,consultas odontologicas,primeras consultas,2006-07-01,109,109
CARACOLLO,consultas odontologicas,primeras consultas,2006-07-01,209,209
CARANAVI,consultas odontologicas,primeras consultas,2006-07-01,60,60
CARAPARI,consultas odontologicas,primeras consultas,2006-07-01,26,26
CARIPUYO,consultas odontologicas,primeras consultas,2006-07-01,98,98
CATACORA,consultas odontologicas,primeras consultas,2006-07-01,62,62
CHARAGUA,consultas odontologicas,primeras consultas,2006-07-01,264,264
CHARAÑA,consultas odontologicas,primeras consultas,2006-07-01,550,550
CHAYANTA,consultas odontologicas,primeras consultas,2006-07-01,121,121
CHIMORE,consultas odontologicas,primeras consultas,2006-07-01,326,326
CHIPAYA,consultas odontologicas,primeras consultas,2006-07-01,48,48
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,primeras consultas,2006-07-01,61,61
CHUMA,consultas odontologicas,primeras consultas,2006-07-01,365,365
COCHABAMBA,consultas odontologicas,primeras consultas,2006-07-01,2502,2502
COLCAPIRHUA,consultas odontologicas,primeras consultas,2006-07-01,4,4
COLLANA,consultas odontologicas,primeras consultas,2006-07-01,65,65
COLOMI,consultas odontologicas,primeras consultas,2006-07-01,36,36
COLPA BELGICA,consultas odontologicas,primeras consultas,2006-07-01,477,477
COLQUECHACA,consultas odontologicas,primeras consultas,2006-07-01,134,134
COLQUENCHA,consultas odontologicas,primeras consultas,2006-07-01,51,51
COLQUIRI,consultas odontologicas,primeras consultas,2006-07-01,78,78
COMARAPA,consultas odontologicas,primeras consultas,2006-07-01,441,441
COPACABANA,consultas odontologicas,primeras consultas,2006-07-01,48,48
CORIPATA,consultas odontologicas,primeras consultas,2006-07-01,154,154
CORO CORO,consultas odontologicas,primeras consultas,2006-07-01,24,24
COROICO,consultas odontologicas,primeras consultas,2006-07-01,20,20
CORQUE,consultas odontologicas,primeras consultas,2006-07-01,113,113
COTAGAITA,consultas odontologicas,primeras consultas,2006-07-01,5,5
COTOCA,consultas odontologicas,primeras consultas,2006-07-01,119,119
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,primeras consultas,2006-07-01,152,152
CUEVO,consultas odontologicas,primeras consultas,2006-07-01,93,93
CULPINA,consultas odontologicas,primeras consultas,2006-07-01,567,567
CURAHUARA DE CARANGAS,consultas odontologicas,primeras consultas,2006-07-01,6,6
CURVA,consultas odontologicas,primeras consultas,2006-07-01,10,10
DESAGUADERO,consultas odontologicas,primeras consultas,2006-07-01,9,9
EL ALTO,consultas odontologicas,primeras consultas,2006-07-01,7546,7546
EL PUENTE(STC),consultas odontologicas,primeras consultas,2006-07-01,7,7
EL PUENTE(TJA),consultas odontologicas,primeras consultas,2006-07-01,75,75
EL TORNO,consultas odontologicas,primeras consultas,2006-07-01,144,144
EL VILLAR,consultas odontologicas,primeras consultas,2006-07-01,7,7
ENTRE RIOS,consultas odontologicas,primeras consultas,2006-07-01,107,107
ENTRE RIOS,consultas odontologicas,primeras consultas,2006-07-01,222,222
EUCALIPTUS,consultas odontologicas,primeras consultas,2006-07-01,81,81
EUREKA (SANTOS MERCADO),consultas odontologicas,primeras consultas,2006-07-01,49,49
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,primeras consultas,2006-07-01,112,112
GUANAY,consultas odontologicas,primeras consultas,2006-07-01,250,250
GUAQUI,consultas odontologicas,primeras consultas,2006-07-01,79,79
GUAYARAMERIN,consultas odontologicas,primeras consultas,2006-07-01,12,12
GUTIERREZ,consultas odontologicas,primeras consultas,2006-07-01,94,94
HUACARETA,consultas odontologicas,primeras consultas,2006-07-01,19,19
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,primeras consultas,2006-07-01,233,233
HUACHACALLA,consultas odontologicas,primeras consultas,2006-07-01,28,28
HUANUNI,consultas odontologicas,primeras consultas,2006-07-01,132,132
HUAYLLAMARCA,consultas odontologicas,primeras consultas,2006-07-01,43,43
ICHOCA,consultas odontologicas,primeras consultas,2006-07-01,28,28
ICLA,consultas odontologicas,primeras consultas,2006-07-01,24,24
INCAHUASI,consultas odontologicas,primeras consultas,2006-07-01,99,99
INQUISIVI,consultas odontologicas,primeras consultas,2006-07-01,125,125
IRUPANA (VILLA DE LANZA),consultas odontologicas,primeras consultas,2006-07-01,119,119
IXIAMAS,consultas odontologicas,primeras consultas,2006-07-01,47,47
JESUS DE MACHACA,consultas odontologicas,primeras consultas,2006-07-01,80,80
LA ASUNTA,consultas odontologicas,primeras consultas,2006-07-01,45,45
LA GUARDIA,consultas odontologicas,primeras consultas,2006-07-01,800,800
