municipality,group,variable,month,Pulpotomías,TOTAL
CALAMARCA,consultas odontologicas,pulpotomias,2006-07-01,47,47
CAMARGO,consultas odontologicas,pulpotomias,2006-07-01,82,82
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,pulpotomias,2006-07-01,27,27
CAMIRI,consultas odontologicas,pulpotomias,2006-07-01,175,175
CAPINOTA,consultas odontologicas,pulpotomias,2006-07-01,38,38
CAQUIAVIRI,consultas odontologicas,pulpotomias,2006-07-01,53,53
CARACOLLO,consultas odontologicas,pulpotomias,2006-07-01,152,152
CARANAVI,consultas odontologicas,pulpotomias,2006-07-01,116,116
CARAPARI,consultas odontologicas,pulpotomias,2006-07-01,28,28
CARIPUYO,consultas odontologicas,pulpotomias,2006-07-01,22,22
CATACORA,consultas odontologicas,pulpotomias,2006-07-01,40,40
CHALLAPATA,consultas odontologicas,pulpotomias,2006-07-01,140,140
CHAQUI,consultas odontologicas,pulpotomias,2006-07-01,5,5
CHARAGUA,consultas odontologicas,pulpotomias,2006-07-01,159,159
CHARAÑA,consultas odontologicas,pulpotomias,2006-07-01,31,31
CHAYANTA,consultas odontologicas,pulpotomias,2006-07-01,65,65
CHIMORE,consultas odontologicas,pulpotomias,2006-07-01,29,29
CHOQUE COTA,consultas odontologicas,pulpotomias,2006-07-01,20,20
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,pulpotomias,2006-07-01,71,71
CHUMA,consultas odontologicas,pulpotomias,2006-07-01,89,89
CLIZA,consultas odontologicas,pulpotomias,2006-07-01,19,19
COBIJA,consultas odontologicas,pulpotomias,2006-07-01,152,152
COCHABAMBA,consultas odontologicas,pulpotomias,2006-07-01,1385,1385
COLCAPIRHUA,consultas odontologicas,pulpotomias,2006-07-01,65,65
COLLANA,consultas odontologicas,pulpotomias,2006-07-01,27,27
COLOMI,consultas odontologicas,pulpotomias,2006-07-01,49,49
COLPA BELGICA,consultas odontologicas,pulpotomias,2006-07-01,53,53
COLQUECHACA,consultas odontologicas,pulpotomias,2006-07-01,71,71
COLQUENCHA,consultas odontologicas,pulpotomias,2006-07-01,23,23
COLQUIRI,consultas odontologicas,pulpotomias,2006-07-01,182,182
COMARAPA,consultas odontologicas,pulpotomias,2006-07-01,75,75
CONCEPCION,consultas odontologicas,pulpotomias,2006-07-01,45,45
COPACABANA,consultas odontologicas,pulpotomias,2006-07-01,33,33
CORIPATA,consultas odontologicas,pulpotomias,2006-07-01,54,54
CORO CORO,consultas odontologicas,pulpotomias,2006-07-01,40,40
COROICO,consultas odontologicas,pulpotomias,2006-07-01,148,148
CORQUE,consultas odontologicas,pulpotomias,2006-07-01,21,21
COTAGAITA,consultas odontologicas,pulpotomias,2006-07-01,104,104
COTOCA,consultas odontologicas,pulpotomias,2006-07-01,41,41
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,pulpotomias,2006-07-01,3,3
CUEVO,consultas odontologicas,pulpotomias,2006-07-01,12,12
CULPINA,consultas odontologicas,pulpotomias,2006-07-01,54,54
CURAHUARA DE CARANGAS,consultas odontologicas,pulpotomias,2006-07-01,67,67
CURVA,consultas odontologicas,pulpotomias,2006-07-01,6,6
DESAGUADERO,consultas odontologicas,pulpotomias,2006-07-01,87,87
EL ALTO,consultas odontologicas,pulpotomias,2006-07-01,4658,4658
EL PUENTE(STC),consultas odontologicas,pulpotomias,2006-07-01,36,36
EL PUENTE(TJA),consultas odontologicas,pulpotomias,2006-07-01,59,59
EL TORNO,consultas odontologicas,pulpotomias,2006-07-01,76,76
EL VILLAR,consultas odontologicas,pulpotomias,2006-07-01,38,38
ENTRE RIOS,consultas odontologicas,pulpotomias,2006-07-01,127,127
ENTRE RIOS,consultas odontologicas,pulpotomias,2006-07-01,27,27
EUCALIPTUS,consultas odontologicas,pulpotomias,2006-07-01,15,15
EUREKA (SANTOS MERCADO),consultas odontologicas,pulpotomias,2006-07-01,4,4
FERNANDEZ ALONSO,consultas odontologicas,pulpotomias,2006-07-01,46,46
FILADELFIA,consultas odontologicas,pulpotomias,2006-07-01,2,2
GENERAL SAAVEDRA,consultas odontologicas,pulpotomias,2006-07-01,67,67
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,pulpotomias,2006-07-01,80,80
GUANAY,consultas odontologicas,pulpotomias,2006-07-01,36,36
GUAQUI,consultas odontologicas,pulpotomias,2006-07-01,68,68
GUAYARAMERIN,consultas odontologicas,pulpotomias,2006-07-01,180,180
GUTIERREZ,consultas odontologicas,pulpotomias,2006-07-01,56,56
HUACARETA,consultas odontologicas,pulpotomias,2006-07-01,46,46
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,pulpotomias,2006-07-01,19,19
HUACHACALLA,consultas odontologicas,pulpotomias,2006-07-01,4,4
HUANUNI,consultas odontologicas,pulpotomias,2006-07-01,35,35
HUARACAJE,consultas odontologicas,pulpotomias,2006-07-01,16,16
HUAYLLAMARCA,consultas odontologicas,pulpotomias,2006-07-01,8,8
ICHOCA,consultas odontologicas,pulpotomias,2006-07-01,19,19
ICLA,consultas odontologicas,pulpotomias,2006-07-01,23,23
INCAHUASI,consultas odontologicas,pulpotomias,2006-07-01,57,57
INQUISIVI,consultas odontologicas,pulpotomias,2006-07-01,78,78
IRUPANA (VILLA DE LANZA),consultas odontologicas,pulpotomias,2006-07-01,104,104
IXIAMAS,consultas odontologicas,pulpotomias,2006-07-01,87,87
JESUS DE MACHACA,consultas odontologicas,pulpotomias,2006-07-01,69,69
LA ASUNTA,consultas odontologicas,pulpotomias,2006-07-01,55,55
LA GUARDIA,consultas odontologicas,pulpotomias,2006-07-01,94,94
LA PAZ,consultas odontologicas,pulpotomias,2006-07-01,4779,4779
LAGUNILLAS,consultas odontologicas,pulpotomias,2006-07-01,81,81
LAJA,consultas odontologicas,pulpotomias,2006-07-01,103,103
LICOMA PAMPA,consultas odontologicas,pulpotomias,2006-07-01,47,47
LLALLAGUA,consultas odontologicas,pulpotomias,2006-07-01,121,121
LLICA,consultas odontologicas,pulpotomias,2006-07-01,25,25
LORETO,consultas odontologicas,pulpotomias,2006-07-01,9,9
LURIBAY,consultas odontologicas,pulpotomias,2006-07-01,43,43
MACHACAMARCA,consultas odontologicas,pulpotomias,2006-07-01,61,61
MAGDALENA,consultas odontologicas,pulpotomias,2006-07-01,4,4
MAIRANA,consultas odontologicas,pulpotomias,2006-07-01,7,7
MAPIRI,consultas odontologicas,pulpotomias,2006-07-01,81,81
MECAPACA,consultas odontologicas,pulpotomias,2006-07-01,77,77
MINEROS,consultas odontologicas,pulpotomias,2006-07-01,41,41
MIZQUE,consultas odontologicas,pulpotomias,2006-07-01,55,55
MOCOMOCO,consultas odontologicas,pulpotomias,2006-07-01,88,88
MOJOCOYA,consultas odontologicas,pulpotomias,2006-07-01,36,36
MONTEAGUDO,consultas odontologicas,pulpotomias,2006-07-01,71,71
MONTERO,consultas odontologicas,pulpotomias,2006-07-01,327,327
MORO MORO,consultas odontologicas,pulpotomias,2006-07-01,4,4
MOROCHATA,consultas odontologicas,pulpotomias,2006-07-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,pulpotomias,2006-07-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,pulpotomias,2006-07-01,31,31
OCURI,consultas odontologicas,pulpotomias,2006-07-01,50,50
OKINAWA,consultas odontologicas,pulpotomias,2006-07-01,31,31
OMEREQUE,consultas odontologicas,pulpotomias,2006-07-01,52,52
ORURO,consultas odontologicas,pulpotomias,2006-07-01,1786,1786
PADCAYA,consultas odontologicas,pulpotomias,2006-07-01,57,57
PADILLA,consultas odontologicas,pulpotomias,2006-07-01,115,115
PALCA,consultas odontologicas,pulpotomias,2006-07-01,48,48
PALOS BLANCOS,consultas odontologicas,pulpotomias,2006-07-01,92,92
PAMPA AULLAGAS,consultas odontologicas,pulpotomias,2006-07-01,8,8
PAMPA GRANDE,consultas odontologicas,pulpotomias,2006-07-01,10,10
PAPEL PAMPA,consultas odontologicas,pulpotomias,2006-07-01,10,10
PASORAPA,consultas odontologicas,pulpotomias,2006-07-01,30,30
PATACAMAYA,consultas odontologicas,pulpotomias,2006-07-01,21,21
PAZÑA,consultas odontologicas,pulpotomias,2006-07-01,57,57
PELECHUCO,consultas odontologicas,pulpotomias,2006-07-01,4,4
POCOATA,consultas odontologicas,pulpotomias,2006-07-01,55,55
POJO (CBBA),consultas odontologicas,pulpotomias,2006-07-01,82,82
POOPO,consultas odontologicas,pulpotomias,2006-07-01,42,42
PORCO,consultas odontologicas,pulpotomias,2006-07-01,11,11
POROMA,consultas odontologicas,pulpotomias,2006-07-01,84,84
PORONGO,consultas odontologicas,pulpotomias,2006-07-01,43,43
PORTACHUELO,consultas odontologicas,pulpotomias,2006-07-01,172,172
PORVENIR,consultas odontologicas,pulpotomias,2006-07-01,23,23
POSTRER VALLE,consultas odontologicas,pulpotomias,2006-07-01,8,8
POTOSI,consultas odontologicas,pulpotomias,2006-07-01,772,772
PRESTO,consultas odontologicas,pulpotomias,2006-07-01,53,53
PUCARA,consultas odontologicas,pulpotomias,2006-07-01,8,8
PUCARANI,consultas odontologicas,pulpotomias,2006-07-01,140,140
PUERTO ACOSTA,consultas odontologicas,pulpotomias,2006-07-01,154,154
PUERTO CARABUCO,consultas odontologicas,pulpotomias,2006-07-01,158,158
PUERTO GONZALO MORENO,consultas odontologicas,pulpotomias,2006-07-01,34,34
PUERTO PEREZ,consultas odontologicas,pulpotomias,2006-07-01,16,16
PUERTO QUIJARRO,consultas odontologicas,pulpotomias,2006-07-01,25,25
PUERTO RICO,consultas odontologicas,pulpotomias,2006-07-01,60,60
PUERTO SILES,consultas odontologicas,pulpotomias,2006-07-01,32,32
PUERTO SUAREZ,consultas odontologicas,pulpotomias,2006-07-01,60,60
PUERTO VILLARROEL,consultas odontologicas,pulpotomias,2006-07-01,141,141
PUNA,consultas odontologicas,pulpotomias,2006-07-01,91,91
PUNATA,consultas odontologicas,pulpotomias,2006-07-01,58,58
QUILLACOLLO,consultas odontologicas,pulpotomias,2006-07-01,120,120
QUIME,consultas odontologicas,pulpotomias,2006-07-01,118,118
QUIRUSILLAS,consultas odontologicas,pulpotomias,2006-07-01,4,4
RAVELO,consultas odontologicas,pulpotomias,2006-07-01,37,37
REYES,consultas odontologicas,pulpotomias,2006-07-01,44,44
RIBERALTA,consultas odontologicas,pulpotomias,2006-07-01,297,297
ROBORE,consultas odontologicas,pulpotomias,2006-07-01,9,9
RURRENABAQUE,consultas odontologicas,pulpotomias,2006-07-01,80,80
SABAYA,consultas odontologicas,pulpotomias,2006-07-01,18,18
SACABA,consultas odontologicas,pulpotomias,2006-07-01,306,306
SACACA,consultas odontologicas,pulpotomias,2006-07-01,12,12
SAIPINA,consultas odontologicas,pulpotomias,2006-07-01,26,26
SALINAS DE GARCI MENDOZA,consultas odontologicas,pulpotomias,2006-07-01,32,32
SAMAIPATA,consultas odontologicas,pulpotomias,2006-07-01,26,26
SAN AGUSTIN,consultas odontologicas,pulpotomias,2006-07-01,27,27
SAN ANDRES,consultas odontologicas,pulpotomias,2006-07-01,16,16
SAN ANDRES DE MACHACA,consultas odontologicas,pulpotomias,2006-07-01,45,45
SAN ANTONIO DE LOMERIO,consultas odontologicas,pulpotomias,2006-07-01,19,19
SAN BENITO,consultas odontologicas,pulpotomias,2006-07-01,42,42
SAN BORJA,consultas odontologicas,pulpotomias,2006-07-01,96,96
SAN BUENA VENTURA,consultas odontologicas,pulpotomias,2006-07-01,30,30
SAN CARLOS,consultas odontologicas,pulpotomias,2006-07-01,49,49
SAN IGNACIO,consultas odontologicas,pulpotomias,2006-07-01,59,59
SAN IGNACIO DE VELASCO,consultas odontologicas,pulpotomias,2006-07-01,333,333
SAN JAVIER(BNI),consultas odontologicas,pulpotomias,2006-07-01,23,23
SAN JAVIER(STC),consultas odontologicas,pulpotomias,2006-07-01,99,99
SAN JOSE DE CHIQUITOS,consultas odontologicas,pulpotomias,2006-07-01,79,79
SAN JUAN DE YAPACANI,consultas odontologicas,pulpotomias,2006-07-01,11,11
SAN JULIAN,consultas odontologicas,pulpotomias,2006-07-01,88,88
SAN LORENZO(PND),consultas odontologicas,pulpotomias,2006-07-01,88,88
SAN LORENZO(TJA),consultas odontologicas,pulpotomias,2006-07-01,184,184
SAN LUCAS,consultas odontologicas,pulpotomias,2006-07-01,64,64
SAN MATIAS,consultas odontologicas,pulpotomias,2006-07-01,177,177
SAN MIGUEL DE VELASCO,consultas odontologicas,pulpotomias,2006-07-01,90,90
SAN PEDRO,consultas odontologicas,pulpotomias,2006-07-01,21,21
SAN PEDRO DE BUENA VISTA,consultas odontologicas,pulpotomias,2006-07-01,39,39
SAN PEDRO DE TIQUINA,consultas odontologicas,pulpotomias,2006-07-01,9,9
SAN PEDRO(PND),consultas odontologicas,pulpotomias,2006-07-01,3,3
SAN RAFAEL,consultas odontologicas,pulpotomias,2006-07-01,56,56
SAN RAMON,consultas odontologicas,pulpotomias,2006-07-01,76,76
SAN RAMON,consultas odontologicas,pulpotomias,2006-07-01,9,9
SANTA ANA,consultas odontologicas,pulpotomias,2006-07-01,67,67
SANTA CRUZ DE LA SIERRA,consultas odontologicas,pulpotomias,2006-07-01,2864,2864
SANTA ROSA,consultas odontologicas,pulpotomias,2006-07-01,32,32
SANTA ROSA DEL SARA,consultas odontologicas,pulpotomias,2006-07-01,139,139
SANTIAGO DE CALLAPA,consultas odontologicas,pulpotomias,2006-07-01,9,9
SANTIAGO DE HUARI,consultas odontologicas,pulpotomias,2006-07-01,70,70
SANTIAGO DE MACHACA,consultas odontologicas,pulpotomias,2006-07-01,49,49
SANTIVAÑES,consultas odontologicas,pulpotomias,2006-07-01,26,26
SANTUARIO DE QUILLACAS,consultas odontologicas,pulpotomias,2006-07-01,21,21
SAPAHAQUI,consultas odontologicas,pulpotomias,2006-07-01,110,110
SENA,consultas odontologicas,pulpotomias,2006-07-01,27,27
SICA SICA (VILLA AROMA),consultas odontologicas,pulpotomias,2006-07-01,60,60
SICAYA,consultas odontologicas,pulpotomias,2006-07-01,3,3
SIPE SIPE,consultas odontologicas,pulpotomias,2006-07-01,88,88
SOPACHUY,consultas odontologicas,pulpotomias,2006-07-01,100,100
SORACACHI,consultas odontologicas,pulpotomias,2006-07-01,4,4
SORATA,consultas odontologicas,pulpotomias,2006-07-01,37,37
SUCRE,consultas odontologicas,pulpotomias,2006-07-01,1242,1242
TACACOMA,consultas odontologicas,pulpotomias,2006-07-01,68,68
TACOPAYA,consultas odontologicas,pulpotomias,2006-07-01,44,44
TAHUA,consultas odontologicas,pulpotomias,2006-07-01,20,20
TAPACARI,consultas odontologicas,pulpotomias,2006-07-01,27,27
TARABUCO,consultas odontologicas,pulpotomias,2006-07-01,29,29
TARACO,consultas odontologicas,pulpotomias,2006-07-01,14,14
TARATA,consultas odontologicas,pulpotomias,2006-07-01,10,10
TARIJA,consultas odontologicas,pulpotomias,2006-07-01,313,313
TARVITA,consultas odontologicas,pulpotomias,2006-07-01,89,89
TEOPONTE,consultas odontologicas,pulpotomias,2006-07-01,19,19
TIAWANACU,consultas odontologicas,pulpotomias,2006-07-01,94,94
TIPUANI,consultas odontologicas,pulpotomias,2006-07-01,48,48
TIQUIPAYA,consultas odontologicas,pulpotomias,2006-07-01,84,84
TIRAQUE (CBBA),consultas odontologicas,pulpotomias,2006-07-01,110,110
TOCO,consultas odontologicas,pulpotomias,2006-07-01,2,2
TOLATA,consultas odontologicas,pulpotomias,2006-07-01,12,12
TOLEDO,consultas odontologicas,pulpotomias,2006-07-01,63,63
TOMAVE,consultas odontologicas,pulpotomias,2006-07-01,19,19
TOMINA,consultas odontologicas,pulpotomias,2006-07-01,64,64
TORO TORO,consultas odontologicas,pulpotomias,2006-07-01,14,14
TOTORA(CBBA),consultas odontologicas,pulpotomias,2006-07-01,22,22
TOTORA(ORR),consultas odontologicas,pulpotomias,2006-07-01,5,5
TRIGAL,consultas odontologicas,pulpotomias,2006-07-01,26,26
TRINIDAD,consultas odontologicas,pulpotomias,2006-07-01,613,613
TUPIZA,consultas odontologicas,pulpotomias,2006-07-01,207,207
TURCO,consultas odontologicas,pulpotomias,2006-07-01,41,41
UMALA,consultas odontologicas,pulpotomias,2006-07-01,7,7
UNCIA,consultas odontologicas,pulpotomias,2006-07-01,139,139
URIONDO (A. CONCEPCION),consultas odontologicas,pulpotomias,2006-07-01,74,74
URUBICHA,consultas odontologicas,pulpotomias,2006-07-01,244,244
UYUNI,consultas odontologicas,pulpotomias,2006-07-01,174,174
VACAS,consultas odontologicas,pulpotomias,2006-07-01,10,10
VALLEGRANDE,consultas odontologicas,pulpotomias,2006-07-01,135,135
VIACHA,consultas odontologicas,pulpotomias,2006-07-01,305,305
VILA VILA,consultas odontologicas,pulpotomias,2006-07-01,1,1
VILLA MONTES,consultas odontologicas,pulpotomias,2006-07-01,81,81
VILLA NUEVA (LOMA ALTA),consultas odontologicas,pulpotomias,2006-07-01,18,18
VILLA RIVERO,consultas odontologicas,pulpotomias,2006-07-01,14,14
VILLA SERRANO,consultas odontologicas,pulpotomias,2006-07-01,41,41
VILLA TUNARI,consultas odontologicas,pulpotomias,2006-07-01,204,204
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,pulpotomias,2006-07-01,55,55
VILLAZON,consultas odontologicas,pulpotomias,2006-07-01,211,211
VINTO,consultas odontologicas,pulpotomias,2006-07-01,105,105
VITICHI,consultas odontologicas,pulpotomias,2006-07-01,6,6
WARNES,consultas odontologicas,pulpotomias,2006-07-01,104,104
YACO,consultas odontologicas,pulpotomias,2006-07-01,9,9
YACUIBA,consultas odontologicas,pulpotomias,2006-07-01,236,236
YAMPARAEZ,consultas odontologicas,pulpotomias,2006-07-01,58,58
YANACACHI,consultas odontologicas,pulpotomias,2006-07-01,31,31
YAPACANI,consultas odontologicas,pulpotomias,2006-07-01,116,116
YOCALLA,consultas odontologicas,pulpotomias,2006-07-01,5,5
YOTALA,consultas odontologicas,pulpotomias,2006-07-01,32,32
YUNCHARA,consultas odontologicas,pulpotomias,2006-07-01,9,9
ZUDAÑEZ,consultas odontologicas,pulpotomias,2006-07-01,37,37
ACACIO,consultas odontologicas,pulpotomias,2006-08-01,23,23
ACHACACHI,consultas odontologicas,pulpotomias,2006-08-01,199,199
ACHOCALLA,consultas odontologicas,pulpotomias,2006-08-01,23,23
AIQUILE,consultas odontologicas,pulpotomias,2006-08-01,50,50
ALCALA,consultas odontologicas,pulpotomias,2006-08-01,74,74
ANCORAIMES,consultas odontologicas,pulpotomias,2006-08-01,91,91
ANDAMARCA,consultas odontologicas,pulpotomias,2006-08-01,36,36
ANTEQUERA,consultas odontologicas,pulpotomias,2006-08-01,14,14
ANZALDO,consultas odontologicas,pulpotomias,2006-08-01,24,24
APOLO,consultas odontologicas,pulpotomias,2006-08-01,105,105
ARANI,consultas odontologicas,pulpotomias,2006-08-01,55,55
ARBIETO,consultas odontologicas,pulpotomias,2006-08-01,5,5
ARQUE,consultas odontologicas,pulpotomias,2006-08-01,45,45
ASCENCION DE GUARAYOS,consultas odontologicas,pulpotomias,2006-08-01,46,46
ATOCHA,consultas odontologicas,pulpotomias,2006-08-01,102,102
AUCAPATA,consultas odontologicas,pulpotomias,2006-08-01,15,15
AYATA,consultas odontologicas,pulpotomias,2006-08-01,31,31
AYO AYO,consultas odontologicas,pulpotomias,2006-08-01,51,51
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,pulpotomias,2006-08-01,58,58
AZURDUY,consultas odontologicas,pulpotomias,2006-08-01,104,104
BATALLAS,consultas odontologicas,pulpotomias,2006-08-01,73,73
BAURES,consultas odontologicas,pulpotomias,2006-08-01,19,19
BELLA FLOR,consultas odontologicas,pulpotomias,2006-08-01,42,42
BERMEJO,consultas odontologicas,pulpotomias,2006-08-01,110,110
BETANZOS,consultas odontologicas,pulpotomias,2006-08-01,70,70
BOLPEBRA,consultas odontologicas,pulpotomias,2006-08-01,37,37
BOYUIBE,consultas odontologicas,pulpotomias,2006-08-01,43,43
BUENA VISTA,consultas odontologicas,pulpotomias,2006-08-01,71,71
CABEZAS,consultas odontologicas,pulpotomias,2006-08-01,46,46
CAIROMA,consultas odontologicas,pulpotomias,2006-08-01,49,49
"CAIZA ""D""",consultas odontologicas,pulpotomias,2006-08-01,19,19
CAJUATA,consultas odontologicas,pulpotomias,2006-08-01,55,55
CALACOTO,consultas odontologicas,pulpotomias,2006-08-01,22,22
CALAMARCA,consultas odontologicas,pulpotomias,2006-08-01,62,62
CAMARGO,consultas odontologicas,pulpotomias,2006-08-01,95,95
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,pulpotomias,2006-08-01,15,15
CAMIRI,consultas odontologicas,pulpotomias,2006-08-01,170,170
CAPINOTA,consultas odontologicas,pulpotomias,2006-08-01,52,52
CAQUIAVIRI,consultas odontologicas,pulpotomias,2006-08-01,42,42
CARACOLLO,consultas odontologicas,pulpotomias,2006-08-01,119,119
CARANAVI,consultas odontologicas,pulpotomias,2006-08-01,117,117
CARAPARI,consultas odontologicas,pulpotomias,2006-08-01,34,34
CARIPUYO,consultas odontologicas,pulpotomias,2006-08-01,17,17
CHALLAPATA,consultas odontologicas,pulpotomias,2006-08-01,61,61
CHAQUI,consultas odontologicas,pulpotomias,2006-08-01,7,7
CHARAGUA,consultas odontologicas,pulpotomias,2006-08-01,159,159
CHARAÑA,consultas odontologicas,pulpotomias,2006-08-01,15,15
CHAYANTA,consultas odontologicas,pulpotomias,2006-08-01,101,101
CHIMORE,consultas odontologicas,pulpotomias,2006-08-01,33,33
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,pulpotomias,2006-08-01,71,71
CHUMA,consultas odontologicas,pulpotomias,2006-08-01,52,52
CLIZA,consultas odontologicas,pulpotomias,2006-08-01,21,21
COBIJA,consultas odontologicas,pulpotomias,2006-08-01,193,193
COCHABAMBA,consultas odontologicas,pulpotomias,2006-08-01,1271,1271
COLCAPIRHUA,consultas odontologicas,pulpotomias,2006-08-01,22,22
"COLCHA ""K""",consultas odontologicas,pulpotomias,2006-08-01,8,8
COLLANA,consultas odontologicas,pulpotomias,2006-08-01,39,39
COLOMI,consultas odontologicas,pulpotomias,2006-08-01,55,55
COLPA BELGICA,consultas odontologicas,pulpotomias,2006-08-01,23,23
COLQUECHACA,consultas odontologicas,pulpotomias,2006-08-01,34,34
COLQUENCHA,consultas odontologicas,pulpotomias,2006-08-01,41,41
COLQUIRI,consultas odontologicas,pulpotomias,2006-08-01,82,82
COMARAPA,consultas odontologicas,pulpotomias,2006-08-01,24,24
CONCEPCION,consultas odontologicas,pulpotomias,2006-08-01,41,41
COPACABANA,consultas odontologicas,pulpotomias,2006-08-01,92,92
CORIPATA,consultas odontologicas,pulpotomias,2006-08-01,83,83
CORO CORO,consultas odontologicas,pulpotomias,2006-08-01,50,50
COROICO,consultas odontologicas,pulpotomias,2006-08-01,155,155
CORQUE,consultas odontologicas,pulpotomias,2006-08-01,19,19
COTAGAITA,consultas odontologicas,pulpotomias,2006-08-01,61,61
COTOCA,consultas odontologicas,pulpotomias,2006-08-01,57,57
CUATRO CAÑADAS,consultas odontologicas,pulpotomias,2006-08-01,97,97
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,pulpotomias,2006-08-01,14,14
CUEVO,consultas odontologicas,pulpotomias,2006-08-01,48,48
CULPINA,consultas odontologicas,pulpotomias,2006-08-01,20,20
CURAHUARA DE CARANGAS,consultas odontologicas,pulpotomias,2006-08-01,102,102
CURVA,consultas odontologicas,pulpotomias,2006-08-01,24,24
DESAGUADERO,consultas odontologicas,pulpotomias,2006-08-01,87,87
EL ALTO,consultas odontologicas,pulpotomias,2006-08-01,3411,3411
EL PUENTE(STC),consultas odontologicas,pulpotomias,2006-08-01,26,26
EL PUENTE(TJA),consultas odontologicas,pulpotomias,2006-08-01,54,54
EL TORNO,consultas odontologicas,pulpotomias,2006-08-01,47,47
EL VILLAR,consultas odontologicas,pulpotomias,2006-08-01,72,72
ENTRE RIOS,consultas odontologicas,pulpotomias,2006-08-01,119,119
ENTRE RIOS,consultas odontologicas,pulpotomias,2006-08-01,62,62
EUCALIPTUS,consultas odontologicas,pulpotomias,2006-08-01,38,38
EUREKA (SANTOS MERCADO),consultas odontologicas,pulpotomias,2006-08-01,32,32
FERNANDEZ ALONSO,consultas odontologicas,pulpotomias,2006-08-01,44,44
FILADELFIA,consultas odontologicas,pulpotomias,2006-08-01,91,91
GENERAL SAAVEDRA,consultas odontologicas,pulpotomias,2006-08-01,39,39
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,pulpotomias,2006-08-01,54,54
GUANAY,consultas odontologicas,pulpotomias,2006-08-01,37,37
GUAQUI,consultas odontologicas,pulpotomias,2006-08-01,90,90
GUAYARAMERIN,consultas odontologicas,pulpotomias,2006-08-01,188,188
GUTIERREZ,consultas odontologicas,pulpotomias,2006-08-01,106,106
HUACARETA,consultas odontologicas,pulpotomias,2006-08-01,65,65
HUACHACALLA,consultas odontologicas,pulpotomias,2006-08-01,8,8
HUANUNI,consultas odontologicas,pulpotomias,2006-08-01,78,78
HUARACAJE,consultas odontologicas,pulpotomias,2006-08-01,18,18
HUAYLLAMARCA,consultas odontologicas,pulpotomias,2006-08-01,15,15
ICHOCA,consultas odontologicas,pulpotomias,2006-08-01,25,25
ICLA,consultas odontologicas,pulpotomias,2006-08-01,107,107
INCAHUASI,consultas odontologicas,pulpotomias,2006-08-01,159,159
INGAVI (HUMAITA),consultas odontologicas,pulpotomias,2006-08-01,28,28
INQUISIVI,consultas odontologicas,pulpotomias,2006-08-01,181,181
IRUPANA (VILLA DE LANZA),consultas odontologicas,pulpotomias,2006-08-01,83,83
IXIAMAS,consultas odontologicas,pulpotomias,2006-08-01,77,77
JESUS DE MACHACA,consultas odontologicas,pulpotomias,2006-08-01,90,90
LA ASUNTA,consultas odontologicas,pulpotomias,2006-08-01,58,58
LA GUARDIA,consultas odontologicas,pulpotomias,2006-08-01,41,41
LA PAZ,consultas odontologicas,pulpotomias,2006-08-01,2896,2896
LAGUNILLAS,consultas odontologicas,pulpotomias,2006-08-01,35,35
LAJA,consultas odontologicas,pulpotomias,2006-08-01,104,104
LICOMA PAMPA,consultas odontologicas,pulpotomias,2006-08-01,40,40
LLALLAGUA,consultas odontologicas,pulpotomias,2006-08-01,122,122
LLICA,consultas odontologicas,pulpotomias,2006-08-01,31,31
LURIBAY,consultas odontologicas,pulpotomias,2006-08-01,43,43
MACHACAMARCA,consultas odontologicas,pulpotomias,2006-08-01,46,46
MAGDALENA,consultas odontologicas,pulpotomias,2006-08-01,15,15
MAIRANA,consultas odontologicas,pulpotomias,2006-08-01,29,29
MALLA,consultas odontologicas,pulpotomias,2006-08-01,17,17
MAPIRI,consultas odontologicas,pulpotomias,2006-08-01,53,53
MECAPACA,consultas odontologicas,pulpotomias,2006-08-01,92,92
MINEROS,consultas odontologicas,pulpotomias,2006-08-01,45,45
MIZQUE,consultas odontologicas,pulpotomias,2006-08-01,40,40
MOCOMOCO,consultas odontologicas,pulpotomias,2006-08-01,180,180
MOJOCOYA,consultas odontologicas,pulpotomias,2006-08-01,33,33
MONTEAGUDO,consultas odontologicas,pulpotomias,2006-08-01,83,83
MONTERO,consultas odontologicas,pulpotomias,2006-08-01,165,165
MORO MORO,consultas odontologicas,pulpotomias,2006-08-01,10,10
MOROCHATA,consultas odontologicas,pulpotomias,2006-08-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,pulpotomias,2006-08-01,11,11
OCURI,consultas odontologicas,pulpotomias,2006-08-01,80,80
OKINAWA,consultas odontologicas,pulpotomias,2006-08-01,19,19
OMEREQUE,consultas odontologicas,pulpotomias,2006-08-01,26,26
