municipality,group,variable,month,Periodoncias,TOTAL
SAN RAFAEL,consultas odontologicas,periodoncias,2006-05-01,16,16
SAN RAMON,consultas odontologicas,periodoncias,2006-05-01,5,5
SANTA ANA,consultas odontologicas,periodoncias,2006-05-01,98,98
SANTA CRUZ DE LA SIERRA,consultas odontologicas,periodoncias,2006-05-01,1077,1077
SANTA ROSA,consultas odontologicas,periodoncias,2006-05-01,7,7
SANTA ROSA DEL SARA,consultas odontologicas,periodoncias,2006-05-01,37,37
SANTIAGO DE HUARI,consultas odontologicas,periodoncias,2006-05-01,1,1
SANTIAGO DE MACHACA,consultas odontologicas,periodoncias,2006-05-01,1,1
SANTIVAÑES,consultas odontologicas,periodoncias,2006-05-01,2,2
SAPAHAQUI,consultas odontologicas,periodoncias,2006-05-01,3,3
SENA,consultas odontologicas,periodoncias,2006-05-01,35,35
SICA SICA (VILLA AROMA),consultas odontologicas,periodoncias,2006-05-01,16,16
SIPE SIPE,consultas odontologicas,periodoncias,2006-05-01,30,30
SORACACHI,consultas odontologicas,periodoncias,2006-05-01,4,4
SORATA,consultas odontologicas,periodoncias,2006-05-01,1,1
SUCRE,consultas odontologicas,periodoncias,2006-05-01,228,228
TACACOMA,consultas odontologicas,periodoncias,2006-05-01,2,2
TAHUA,consultas odontologicas,periodoncias,2006-05-01,2,2
TAPACARI,consultas odontologicas,periodoncias,2006-05-01,2,2
TARATA,consultas odontologicas,periodoncias,2006-05-01,16,16
TARIJA,consultas odontologicas,periodoncias,2006-05-01,117,117
TARVITA,consultas odontologicas,periodoncias,2006-05-01,7,7
TEOPONTE,consultas odontologicas,periodoncias,2006-05-01,10,10
TIAWANACU,consultas odontologicas,periodoncias,2006-05-01,32,32
TINGUIPAYA,consultas odontologicas,periodoncias,2006-05-01,10,10
TIPUANI,consultas odontologicas,periodoncias,2006-05-01,5,5
TIQUIPAYA,consultas odontologicas,periodoncias,2006-05-01,56,56
TIRAQUE (CBBA),consultas odontologicas,periodoncias,2006-05-01,31,31
TOCO,consultas odontologicas,periodoncias,2006-05-01,3,3
TOLATA,consultas odontologicas,periodoncias,2006-05-01,3,3
TOMINA,consultas odontologicas,periodoncias,2006-05-01,11,11
TORO TORO,consultas odontologicas,periodoncias,2006-05-01,1,1
TOTORA(CBBA),consultas odontologicas,periodoncias,2006-05-01,36,36
TRIGAL,consultas odontologicas,periodoncias,2006-05-01,1,1
TRINIDAD,consultas odontologicas,periodoncias,2006-05-01,77,77
TUPIZA,consultas odontologicas,periodoncias,2006-05-01,6,6
TURCO,consultas odontologicas,periodoncias,2006-05-01,2,2
UNCIA,consultas odontologicas,periodoncias,2006-05-01,19,19
URIONDO (A. CONCEPCION),consultas odontologicas,periodoncias,2006-05-01,7,7
URUBICHA,consultas odontologicas,periodoncias,2006-05-01,2,2
UYUNI,consultas odontologicas,periodoncias,2006-05-01,7,7
VIACHA,consultas odontologicas,periodoncias,2006-05-01,28,28
VILLA NUEVA (LOMA ALTA),consultas odontologicas,periodoncias,2006-05-01,9,9
VILLA RIVERO,consultas odontologicas,periodoncias,2006-05-01,3,3
VILLA SERRANO,consultas odontologicas,periodoncias,2006-05-01,114,114
VILLA TUNARI,consultas odontologicas,periodoncias,2006-05-01,125,125
VILLAZON,consultas odontologicas,periodoncias,2006-05-01,18,18
VINTO,consultas odontologicas,periodoncias,2006-05-01,25,25
WARNES,consultas odontologicas,periodoncias,2006-05-01,29,29
YACUIBA,consultas odontologicas,periodoncias,2006-05-01,20,20
YAPACANI,consultas odontologicas,periodoncias,2006-05-01,6,6
YOCALLA,consultas odontologicas,periodoncias,2006-05-01,3,3
YUNCHARA,consultas odontologicas,periodoncias,2006-05-01,66,66
ZUDAÑEZ,consultas odontologicas,periodoncias,2006-05-01,1,1
ACACIO,consultas odontologicas,periodoncias,2006-06-01,4,4
ACHACACHI,consultas odontologicas,periodoncias,2006-06-01,17,17
AIQUILE,consultas odontologicas,periodoncias,2006-06-01,193,193
ALCALA,consultas odontologicas,periodoncias,2006-06-01,71,71
ANCORAIMES,consultas odontologicas,periodoncias,2006-06-01,16,16
ANDAMARCA,consultas odontologicas,periodoncias,2006-06-01,1,1
ARAMPAMPA,consultas odontologicas,periodoncias,2006-06-01,1,1
ARANI,consultas odontologicas,periodoncias,2006-06-01,43,43
ARBIETO,consultas odontologicas,periodoncias,2006-06-01,3,3
ARQUE,consultas odontologicas,periodoncias,2006-06-01,1,1
ASCENCION DE GUARAYOS,consultas odontologicas,periodoncias,2006-06-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,periodoncias,2006-06-01,333,333
BATALLAS,consultas odontologicas,periodoncias,2006-06-01,13,13
BAURES,consultas odontologicas,periodoncias,2006-06-01,8,8
BELLA FLOR,consultas odontologicas,periodoncias,2006-06-01,7,7
BERMEJO,consultas odontologicas,periodoncias,2006-06-01,57,57
BETANZOS,consultas odontologicas,periodoncias,2006-06-01,1,1
BOLIVAR,consultas odontologicas,periodoncias,2006-06-01,1,1
BOYUIBE,consultas odontologicas,periodoncias,2006-06-01,1,1
BUENA VISTA,consultas odontologicas,periodoncias,2006-06-01,4,4
CABEZAS,consultas odontologicas,periodoncias,2006-06-01,7,7
CAIROMA,consultas odontologicas,periodoncias,2006-06-01,3,3
"CAIZA ""D""",consultas odontologicas,periodoncias,2006-06-01,4,4
CALACOTO,consultas odontologicas,periodoncias,2006-06-01,5,5
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,periodoncias,2006-06-01,1,1
CAMIRI,consultas odontologicas,periodoncias,2006-06-01,49,49
CAPINOTA,consultas odontologicas,periodoncias,2006-06-01,3,3
CAQUIAVIRI,consultas odontologicas,periodoncias,2006-06-01,2,2
CARACOLLO,consultas odontologicas,periodoncias,2006-06-01,9,9
CARANAVI,consultas odontologicas,periodoncias,2006-06-01,3,3
CARAPARI,consultas odontologicas,periodoncias,2006-06-01,2,2
CHALLAPATA,consultas odontologicas,periodoncias,2006-06-01,9,9
CHAYANTA,consultas odontologicas,periodoncias,2006-06-01,20,20
CHIMORE,consultas odontologicas,periodoncias,2006-06-01,3,3
CHUMA,consultas odontologicas,periodoncias,2006-06-01,2,2
CLIZA,consultas odontologicas,periodoncias,2006-06-01,184,184
COBIJA,consultas odontologicas,periodoncias,2006-06-01,7,7
COCHABAMBA,consultas odontologicas,periodoncias,2006-06-01,739,739
COLCAPIRHUA,consultas odontologicas,periodoncias,2006-06-01,1,1
COLLANA,consultas odontologicas,periodoncias,2006-06-01,6,6
COLOMI,consultas odontologicas,periodoncias,2006-06-01,30,30
COLPA BELGICA,consultas odontologicas,periodoncias,2006-06-01,10,10
COLQUECHACA,consultas odontologicas,periodoncias,2006-06-01,5,5
COLQUIRI,consultas odontologicas,periodoncias,2006-06-01,7,7
COMARAPA,consultas odontologicas,periodoncias,2006-06-01,41,41
COMBAYA,consultas odontologicas,periodoncias,2006-06-01,10,10
COPACABANA,consultas odontologicas,periodoncias,2006-06-01,3,3
CORIPATA,consultas odontologicas,periodoncias,2006-06-01,4,4
CORO CORO,consultas odontologicas,periodoncias,2006-06-01,11,11
COROICO,consultas odontologicas,periodoncias,2006-06-01,8,8
COTAGAITA,consultas odontologicas,periodoncias,2006-06-01,12,12
COTOCA,consultas odontologicas,periodoncias,2006-06-01,31,31
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,periodoncias,2006-06-01,198,198
CURAHUARA DE CARANGAS,consultas odontologicas,periodoncias,2006-06-01,2,2
DESAGUADERO,consultas odontologicas,periodoncias,2006-06-01,1,1
EL ALTO,consultas odontologicas,periodoncias,2006-06-01,341,341
EL TORNO,consultas odontologicas,periodoncias,2006-06-01,6,6
ENTRE RIOS,consultas odontologicas,periodoncias,2006-06-01,19,19
ENTRE RIOS,consultas odontologicas,periodoncias,2006-06-01,12,12
EUCALIPTUS,consultas odontologicas,periodoncias,2006-06-01,5,5
EXALTACION,consultas odontologicas,periodoncias,2006-06-01,22,22
FERNANDEZ ALONSO,consultas odontologicas,periodoncias,2006-06-01,14,14
FILADELFIA,consultas odontologicas,periodoncias,2006-06-01,10,10
GENERAL SAAVEDRA,consultas odontologicas,periodoncias,2006-06-01,6,6
GUAQUI,consultas odontologicas,periodoncias,2006-06-01,5,5
GUAYARAMERIN,consultas odontologicas,periodoncias,2006-06-01,23,23
GUTIERREZ,consultas odontologicas,periodoncias,2006-06-01,13,13
HUARACAJE,consultas odontologicas,periodoncias,2006-06-01,23,23
HUAYLLAMARCA,consultas odontologicas,periodoncias,2006-06-01,3,3
INGAVI (HUMAITA),consultas odontologicas,periodoncias,2006-06-01,5,5
IRUPANA (VILLA DE LANZA),consultas odontologicas,periodoncias,2006-06-01,11,11
IXIAMAS,consultas odontologicas,periodoncias,2006-06-01,11,11
JESUS DE MACHACA,consultas odontologicas,periodoncias,2006-06-01,14,14
LA ASUNTA,consultas odontologicas,periodoncias,2006-06-01,5,5
LA GUARDIA,consultas odontologicas,periodoncias,2006-06-01,44,44
LA PAZ,consultas odontologicas,periodoncias,2006-06-01,1608,1608
LAGUNILLAS,consultas odontologicas,periodoncias,2006-06-01,6,6
LLALLAGUA,consultas odontologicas,periodoncias,2006-06-01,16,16
MAGDALENA,consultas odontologicas,periodoncias,2006-06-01,3,3
MAPIRI,consultas odontologicas,periodoncias,2006-06-01,1,1
MINEROS,consultas odontologicas,periodoncias,2006-06-01,20,20
MIZQUE,consultas odontologicas,periodoncias,2006-06-01,96,96
MOCOMOCO,consultas odontologicas,periodoncias,2006-06-01,55,55
MOJOCOYA,consultas odontologicas,periodoncias,2006-06-01,1,1
MONTERO,consultas odontologicas,periodoncias,2006-06-01,69,69
MORO MORO,consultas odontologicas,periodoncias,2006-06-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,periodoncias,2006-06-01,1,1
OKINAWA,consultas odontologicas,periodoncias,2006-06-01,30,30
OMEREQUE,consultas odontologicas,periodoncias,2006-06-01,122,122
ORURO,consultas odontologicas,periodoncias,2006-06-01,330,330
PADCAYA,consultas odontologicas,periodoncias,2006-06-01,25,25
PADILLA,consultas odontologicas,periodoncias,2006-06-01,56,56
PAPEL PAMPA,consultas odontologicas,periodoncias,2006-06-01,4,4
PASORAPA,consultas odontologicas,periodoncias,2006-06-01,85,85
PAZÑA,consultas odontologicas,periodoncias,2006-06-01,10,10
POCOATA,consultas odontologicas,periodoncias,2006-06-01,7,7
POCONA,consultas odontologicas,periodoncias,2006-06-01,13,13
POJO (CBBA),consultas odontologicas,periodoncias,2006-06-01,9,9
PORONGO,consultas odontologicas,periodoncias,2006-06-01,8,8
PORTACHUELO,consultas odontologicas,periodoncias,2006-06-01,17,17
PORVENIR,consultas odontologicas,periodoncias,2006-06-01,2,2
POTOSI,consultas odontologicas,periodoncias,2006-06-01,44,44
PUCARA,consultas odontologicas,periodoncias,2006-06-01,2,2
PUCARANI,consultas odontologicas,periodoncias,2006-06-01,43,43
PUERTO ACOSTA,consultas odontologicas,periodoncias,2006-06-01,30,30
PUERTO CARABUCO,consultas odontologicas,periodoncias,2006-06-01,1,1
PUERTO QUIJARRO,consultas odontologicas,periodoncias,2006-06-01,2,2
PUERTO RICO,consultas odontologicas,periodoncias,2006-06-01,19,19
PUERTO SUAREZ,consultas odontologicas,periodoncias,2006-06-01,50,50
PUERTO VILLARROEL,consultas odontologicas,periodoncias,2006-06-01,9,9
PUNA,consultas odontologicas,periodoncias,2006-06-01,26,26
PUNATA,consultas odontologicas,periodoncias,2006-06-01,139,139
QUILLACOLLO,consultas odontologicas,periodoncias,2006-06-01,71,71
QUIME,consultas odontologicas,periodoncias,2006-06-01,26,26
REYES,consultas odontologicas,periodoncias,2006-06-01,6,6
RIBERALTA,consultas odontologicas,periodoncias,2006-06-01,3,3
ROBORE,consultas odontologicas,periodoncias,2006-06-01,25,25
RURRENABAQUE,consultas odontologicas,periodoncias,2006-06-01,185,185
SABAYA,consultas odontologicas,periodoncias,2006-06-01,27,27
SACABA,consultas odontologicas,periodoncias,2006-06-01,166,166
SACACA,consultas odontologicas,periodoncias,2006-06-01,4,4
SAIPINA,consultas odontologicas,periodoncias,2006-06-01,208,208
SAN ANDRES DE MACHACA,consultas odontologicas,periodoncias,2006-06-01,5,5
SAN BENITO,consultas odontologicas,periodoncias,2006-06-01,23,23
SAN BORJA,consultas odontologicas,periodoncias,2006-06-01,25,25
SAN CARLOS,consultas odontologicas,periodoncias,2006-06-01,25,25
SAN IGNACIO,consultas odontologicas,periodoncias,2006-06-01,15,15
SAN IGNACIO DE VELASCO,consultas odontologicas,periodoncias,2006-06-01,3,3
SAN JAVIER(STC),consultas odontologicas,periodoncias,2006-06-01,2,2
SAN JOAQUIN,consultas odontologicas,periodoncias,2006-06-01,12,12
SAN JOSE DE CHIQUITOS,consultas odontologicas,periodoncias,2006-06-01,5,5
SAN JUAN DE YAPACANI,consultas odontologicas,periodoncias,2006-06-01,8,8
SAN JULIAN,consultas odontologicas,periodoncias,2006-06-01,20,20
SAN LORENZO(PND),consultas odontologicas,periodoncias,2006-06-01,1,1
SAN LORENZO(TJA),consultas odontologicas,periodoncias,2006-06-01,144,144
SAN MATIAS,consultas odontologicas,periodoncias,2006-06-01,26,26
SAN PEDRO DE BUENA VISTA,consultas odontologicas,periodoncias,2006-06-01,2,2
SAN RAFAEL,consultas odontologicas,periodoncias,2006-06-01,16,16
SAN RAMON,consultas odontologicas,periodoncias,2006-06-01,5,5
SANTA ANA,consultas odontologicas,periodoncias,2006-06-01,4,4
SANTA CRUZ DE LA SIERRA,consultas odontologicas,periodoncias,2006-06-01,1609,1609
SANTA ROSA,consultas odontologicas,periodoncias,2006-06-01,6,6
SANTA ROSA DEL SARA,consultas odontologicas,periodoncias,2006-06-01,8,8
SANTIAGO DE HUARI,consultas odontologicas,periodoncias,2006-06-01,3,3
SANTIAGO DE MACHACA,consultas odontologicas,periodoncias,2006-06-01,1,1
SANTUARIO DE QUILLACAS,consultas odontologicas,periodoncias,2006-06-01,1,1
SENA,consultas odontologicas,periodoncias,2006-06-01,11,11
SICA SICA (VILLA AROMA),consultas odontologicas,periodoncias,2006-06-01,16,16
SIPE SIPE,consultas odontologicas,periodoncias,2006-06-01,47,47
SORACACHI,consultas odontologicas,periodoncias,2006-06-01,1,1
SORATA,consultas odontologicas,periodoncias,2006-06-01,4,4
SUCRE,consultas odontologicas,periodoncias,2006-06-01,243,243
TACACOMA,consultas odontologicas,periodoncias,2006-06-01,4,4
TACOPAYA,consultas odontologicas,periodoncias,2006-06-01,1,1
TAHUA,consultas odontologicas,periodoncias,2006-06-01,5,5
TAPACARI,consultas odontologicas,periodoncias,2006-06-01,29,29
TARABUCO,consultas odontologicas,periodoncias,2006-06-01,1,1
TARATA,consultas odontologicas,periodoncias,2006-06-01,11,11
TARIJA,consultas odontologicas,periodoncias,2006-06-01,72,72
TARVITA,consultas odontologicas,periodoncias,2006-06-01,3,3
TEOPONTE,consultas odontologicas,periodoncias,2006-06-01,3,3
TIAWANACU,consultas odontologicas,periodoncias,2006-06-01,8,8
TIPUANI,consultas odontologicas,periodoncias,2006-06-01,9,9
TIQUIPAYA,consultas odontologicas,periodoncias,2006-06-01,53,53
TIRAQUE (CBBA),consultas odontologicas,periodoncias,2006-06-01,49,49
TOLATA,consultas odontologicas,periodoncias,2006-06-01,1,1
TOMINA,consultas odontologicas,periodoncias,2006-06-01,6,6
TOTORA(CBBA),consultas odontologicas,periodoncias,2006-06-01,10,10
TRINIDAD,consultas odontologicas,periodoncias,2006-06-01,18,18
TUPIZA,consultas odontologicas,periodoncias,2006-06-01,12,12
UNCIA,consultas odontologicas,periodoncias,2006-06-01,14,14
UYUNI,consultas odontologicas,periodoncias,2006-06-01,4,4
VIACHA,consultas odontologicas,periodoncias,2006-06-01,9,9
VILA VILA,consultas odontologicas,periodoncias,2006-06-01,59,59
VILLA MONTES,consultas odontologicas,periodoncias,2006-06-01,4,4
VILLA RIVERO,consultas odontologicas,periodoncias,2006-06-01,180,180
VILLA SERRANO,consultas odontologicas,periodoncias,2006-06-01,1,1
VILLA TUNARI,consultas odontologicas,periodoncias,2006-06-01,248,248
VILLAZON,consultas odontologicas,periodoncias,2006-06-01,29,29
VINTO,consultas odontologicas,periodoncias,2006-06-01,10,10
WALDO BALLIVIAN,consultas odontologicas,periodoncias,2006-06-01,41,41
WARNES,consultas odontologicas,periodoncias,2006-06-01,23,23
YACUIBA,consultas odontologicas,periodoncias,2006-06-01,84,84
YAMPARAEZ,consultas odontologicas,periodoncias,2006-06-01,1,1
YAPACANI,consultas odontologicas,periodoncias,2006-06-01,1,1
YOCALLA,consultas odontologicas,periodoncias,2006-06-01,8,8
YUNCHARA,consultas odontologicas,periodoncias,2006-06-01,17,17
ZUDAÑEZ,consultas odontologicas,periodoncias,2006-06-01,2,2
ACACIO,consultas odontologicas,periodoncias,2006-07-01,4,4
ACHACACHI,consultas odontologicas,periodoncias,2006-07-01,16,16
ACHOCALLA,consultas odontologicas,periodoncias,2006-07-01,4,4
AIQUILE,consultas odontologicas,periodoncias,2006-07-01,658,658
ALCALA,consultas odontologicas,periodoncias,2006-07-01,97,97
ANCORAIMES,consultas odontologicas,periodoncias,2006-07-01,58,58
ARANI,consultas odontologicas,periodoncias,2006-07-01,6,6
ARBIETO,consultas odontologicas,periodoncias,2006-07-01,4,4
ARQUE,consultas odontologicas,periodoncias,2006-07-01,6,6
ASCENCION DE GUARAYOS,consultas odontologicas,periodoncias,2006-07-01,11,11
ATOCHA,consultas odontologicas,periodoncias,2006-07-01,8,8
AYATA,consultas odontologicas,periodoncias,2006-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,periodoncias,2006-07-01,287,287
BATALLAS,consultas odontologicas,periodoncias,2006-07-01,16,16
BAURES,consultas odontologicas,periodoncias,2006-07-01,6,6
BERMEJO,consultas odontologicas,periodoncias,2006-07-01,83,83
BETANZOS,consultas odontologicas,periodoncias,2006-07-01,3,3
BOLIVAR,consultas odontologicas,periodoncias,2006-07-01,1,1
BOYUIBE,consultas odontologicas,periodoncias,2006-07-01,3,3
BUENA VISTA,consultas odontologicas,periodoncias,2006-07-01,3,3
CABEZAS,consultas odontologicas,periodoncias,2006-07-01,8,8
CAIROMA,consultas odontologicas,periodoncias,2006-07-01,6,6
"CAIZA ""D""",consultas odontologicas,periodoncias,2006-07-01,4,4
CALAMARCA,consultas odontologicas,periodoncias,2006-07-01,1,1
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,periodoncias,2006-07-01,6,6
CAMIRI,consultas odontologicas,periodoncias,2006-07-01,69,69
CAPINOTA,consultas odontologicas,periodoncias,2006-07-01,27,27
CARACOLLO,consultas odontologicas,periodoncias,2006-07-01,22,22
CARANAVI,consultas odontologicas,periodoncias,2006-07-01,1,1
CATACORA,consultas odontologicas,periodoncias,2006-07-01,9,9
CHALLAPATA,consultas odontologicas,periodoncias,2006-07-01,10,10
CHARAGUA,consultas odontologicas,periodoncias,2006-07-01,3,3
CHIMORE,consultas odontologicas,periodoncias,2006-07-01,31,31
CHUMA,consultas odontologicas,periodoncias,2006-07-01,3,3
CLIZA,consultas odontologicas,periodoncias,2006-07-01,26,26
COBIJA,consultas odontologicas,periodoncias,2006-07-01,17,17
COCHABAMBA,consultas odontologicas,periodoncias,2006-07-01,706,706
COLCAPIRHUA,consultas odontologicas,periodoncias,2006-07-01,13,13
COLOMI,consultas odontologicas,periodoncias,2006-07-01,5,5
COLPA BELGICA,consultas odontologicas,periodoncias,2006-07-01,6,6
COLQUECHACA,consultas odontologicas,periodoncias,2006-07-01,4,4
COLQUENCHA,consultas odontologicas,periodoncias,2006-07-01,1,1
COLQUIRI,consultas odontologicas,periodoncias,2006-07-01,6,6
COMARAPA,consultas odontologicas,periodoncias,2006-07-01,28,28
COPACABANA,consultas odontologicas,periodoncias,2006-07-01,2,2
CORIPATA,consultas odontologicas,periodoncias,2006-07-01,25,25
COROICO,consultas odontologicas,periodoncias,2006-07-01,8,8
CORQUE,consultas odontologicas,periodoncias,2006-07-01,1,1
COTAGAITA,consultas odontologicas,periodoncias,2006-07-01,2,2
COTOCA,consultas odontologicas,periodoncias,2006-07-01,19,19
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,periodoncias,2006-07-01,65,65
CUEVO,consultas odontologicas,periodoncias,2006-07-01,1,1
CULPINA,consultas odontologicas,periodoncias,2006-07-01,15,15
CURAHUARA DE CARANGAS,consultas odontologicas,periodoncias,2006-07-01,1,1
CURVA,consultas odontologicas,periodoncias,2006-07-01,3,3
DESAGUADERO,consultas odontologicas,periodoncias,2006-07-01,1,1
EL ALTO,consultas odontologicas,periodoncias,2006-07-01,394,394
EL PUENTE(TJA),consultas odontologicas,periodoncias,2006-07-01,26,26
EL TORNO,consultas odontologicas,periodoncias,2006-07-01,5,5
EL VILLAR,consultas odontologicas,periodoncias,2006-07-01,5,5
ENTRE RIOS,consultas odontologicas,periodoncias,2006-07-01,4,4
ENTRE RIOS,consultas odontologicas,periodoncias,2006-07-01,25,25
EUCALIPTUS,consultas odontologicas,periodoncias,2006-07-01,1,1
FERNANDEZ ALONSO,consultas odontologicas,periodoncias,2006-07-01,24,24
FILADELFIA,consultas odontologicas,periodoncias,2006-07-01,4,4
GENERAL SAAVEDRA,consultas odontologicas,periodoncias,2006-07-01,3,3
GUANAY,consultas odontologicas,periodoncias,2006-07-01,8,8
GUAQUI,consultas odontologicas,periodoncias,2006-07-01,3,3
GUAYARAMERIN,consultas odontologicas,periodoncias,2006-07-01,28,28
GUTIERREZ,consultas odontologicas,periodoncias,2006-07-01,21,21
HUACHACALLA,consultas odontologicas,periodoncias,2006-07-01,2,2
HUANUNI,consultas odontologicas,periodoncias,2006-07-01,3,3
HUARACAJE,consultas odontologicas,periodoncias,2006-07-01,20,20
HUAYLLAMARCA,consultas odontologicas,periodoncias,2006-07-01,2,2
INQUISIVI,consultas odontologicas,periodoncias,2006-07-01,4,4
IRUPANA (VILLA DE LANZA),consultas odontologicas,periodoncias,2006-07-01,6,6
IXIAMAS,consultas odontologicas,periodoncias,2006-07-01,9,9
JESUS DE MACHACA,consultas odontologicas,periodoncias,2006-07-01,27,27
LA ASUNTA,consultas odontologicas,periodoncias,2006-07-01,5,5
LA GUARDIA,consultas odontologicas,periodoncias,2006-07-01,270,270
LA PAZ,consultas odontologicas,periodoncias,2006-07-01,1218,1218
LAGUNILLAS,consultas odontologicas,periodoncias,2006-07-01,8,8
LICOMA PAMPA,consultas odontologicas,periodoncias,2006-07-01,5,5
LLALLAGUA,consultas odontologicas,periodoncias,2006-07-01,41,41
LORETO,consultas odontologicas,periodoncias,2006-07-01,2,2
MACHACAMARCA,consultas odontologicas,periodoncias,2006-07-01,2,2
MAGDALENA,consultas odontologicas,periodoncias,2006-07-01,5,5
MAIRANA,consultas odontologicas,periodoncias,2006-07-01,12,12
MAPIRI,consultas odontologicas,periodoncias,2006-07-01,16,16
MECAPACA,consultas odontologicas,periodoncias,2006-07-01,4,4
MINEROS,consultas odontologicas,periodoncias,2006-07-01,8,8
MIZQUE,consultas odontologicas,periodoncias,2006-07-01,22,22
MONTERO,consultas odontologicas,periodoncias,2006-07-01,65,65
MORO MORO,consultas odontologicas,periodoncias,2006-07-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,periodoncias,2006-07-01,2,2
OCURI,consultas odontologicas,periodoncias,2006-07-01,17,17
OKINAWA,consultas odontologicas,periodoncias,2006-07-01,20,20
OMEREQUE,consultas odontologicas,periodoncias,2006-07-01,27,27
ORURO,consultas odontologicas,periodoncias,2006-07-01,258,258
PADCAYA,consultas odontologicas,periodoncias,2006-07-01,33,33
PADILLA,consultas odontologicas,periodoncias,2006-07-01,29,29
PAMPA AULLAGAS,consultas odontologicas,periodoncias,2006-07-01,2,2
PAPEL PAMPA,consultas odontologicas,periodoncias,2006-07-01,2,2
PATACAMAYA,consultas odontologicas,periodoncias,2006-07-01,3,3
PAZÑA,consultas odontologicas,periodoncias,2006-07-01,7,7
POCOATA,consultas odontologicas,periodoncias,2006-07-01,27,27
POJO (CBBA),consultas odontologicas,periodoncias,2006-07-01,84,84
PORONGO,consultas odontologicas,periodoncias,2006-07-01,16,16
PORTACHUELO,consultas odontologicas,periodoncias,2006-07-01,15,15
PORVENIR,consultas odontologicas,periodoncias,2006-07-01,5,5
POTOSI,consultas odontologicas,periodoncias,2006-07-01,34,34
PUCARA,consultas odontologicas,periodoncias,2006-07-01,3,3
PUCARANI,consultas odontologicas,periodoncias,2006-07-01,2,2
PUERTO ACOSTA,consultas odontologicas,periodoncias,2006-07-01,8,8
PUERTO CARABUCO,consultas odontologicas,periodoncias,2006-07-01,4,4
PUERTO RICO,consultas odontologicas,periodoncias,2006-07-01,12,12
PUERTO SILES,consultas odontologicas,periodoncias,2006-07-01,13,13
PUERTO SUAREZ,consultas odontologicas,periodoncias,2006-07-01,37,37
PUERTO VILLARROEL,consultas odontologicas,periodoncias,2006-07-01,11,11
PUNATA,consultas odontologicas,periodoncias,2006-07-01,329,329
QUILLACOLLO,consultas odontologicas,periodoncias,2006-07-01,53,53
QUIME,consultas odontologicas,periodoncias,2006-07-01,31,31
RIBERALTA,consultas odontologicas,periodoncias,2006-07-01,4,4
RURRENABAQUE,consultas odontologicas,periodoncias,2006-07-01,12,12
SABAYA,consultas odontologicas,periodoncias,2006-07-01,1,1
SACABA,consultas odontologicas,periodoncias,2006-07-01,176,176
SACACA,consultas odontologicas,periodoncias,2006-07-01,1,1
SAIPINA,consultas odontologicas,periodoncias,2006-07-01,123,123
SAMAIPATA,consultas odontologicas,periodoncias,2006-07-01,2,2
SAN ANDRES DE MACHACA,consultas odontologicas,periodoncias,2006-07-01,1,1
SAN BENITO,consultas odontologicas,periodoncias,2006-07-01,9,9
SAN BORJA,consultas odontologicas,periodoncias,2006-07-01,12,12
SAN CARLOS,consultas odontologicas,periodoncias,2006-07-01,18,18
SAN IGNACIO,consultas odontologicas,periodoncias,2006-07-01,20,20
SAN IGNACIO DE VELASCO,consultas odontologicas,periodoncias,2006-07-01,3,3
SAN JAVIER(BNI),consultas odontologicas,periodoncias,2006-07-01,8,8
SAN JOSE DE CHIQUITOS,consultas odontologicas,periodoncias,2006-07-01,5,5
SAN JUAN DE YAPACANI,consultas odontologicas,periodoncias,2006-07-01,8,8
SAN JULIAN,consultas odontologicas,periodoncias,2006-07-01,4,4
SAN LORENZO(TJA),consultas odontologicas,periodoncias,2006-07-01,140,140
SAN MATIAS,consultas odontologicas,periodoncias,2006-07-01,6,6
SAN PEDRO DE BUENA VISTA,consultas odontologicas,periodoncias,2006-07-01,3,3
SAN RAFAEL,consultas odontologicas,periodoncias,2006-07-01,59,59
SAN RAMON,consultas odontologicas,periodoncias,2006-07-01,5,5
SANTA ANA,consultas odontologicas,periodoncias,2006-07-01,5,5
SANTA CRUZ DE LA SIERRA,consultas odontologicas,periodoncias,2006-07-01,1356,1356
SANTA ROSA,consultas odontologicas,periodoncias,2006-07-01,4,4
SANTA ROSA DEL SARA,consultas odontologicas,periodoncias,2006-07-01,47,47
SANTIAGO DE CALLAPA,consultas odontologicas,periodoncias,2006-07-01,1,1
SANTIAGO DE HUARI,consultas odontologicas,periodoncias,2006-07-01,1,1
SANTIVAÑES,consultas odontologicas,periodoncias,2006-07-01,1,1
SANTUARIO DE QUILLACAS,consultas odontologicas,periodoncias,2006-07-01,1,1
SAPAHAQUI,consultas odontologicas,periodoncias,2006-07-01,1,1
SENA,consultas odontologicas,periodoncias,2006-07-01,2,2
SICA SICA (VILLA AROMA),consultas odontologicas,periodoncias,2006-07-01,12,12
SIPE SIPE,consultas odontologicas,periodoncias,2006-07-01,54,54
SORACACHI,consultas odontologicas,periodoncias,2006-07-01,2,2
