municipality,group,variable,month,Acciones preventivas,TOTAL
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,acciones preventivas,2006-06-01,98,98
VILLAZON,consultas odontologicas,acciones preventivas,2006-06-01,32,32
VINTO,consultas odontologicas,acciones preventivas,2006-06-01,10,10
VITICHI,consultas odontologicas,acciones preventivas,2006-06-01,60,60
WALDO BALLIVIAN,consultas odontologicas,acciones preventivas,2006-06-01,21,21
WARNES,consultas odontologicas,acciones preventivas,2006-06-01,1003,1003
YACUIBA,consultas odontologicas,acciones preventivas,2006-06-01,297,297
YAPACANI,consultas odontologicas,acciones preventivas,2006-06-01,18,18
YOTALA,consultas odontologicas,acciones preventivas,2006-06-01,77,77
YUNCHARA,consultas odontologicas,acciones preventivas,2006-06-01,113,113
ZUDAÑEZ,consultas odontologicas,acciones preventivas,2006-06-01,37,37
ACHACACHI,consultas odontologicas,acciones preventivas,2006-07-01,699,699
ACHOCALLA,consultas odontologicas,acciones preventivas,2006-07-01,27,27
AIQUILE,consultas odontologicas,acciones preventivas,2006-07-01,402,402
ALCALA,consultas odontologicas,acciones preventivas,2006-07-01,531,531
ANCORAIMES,consultas odontologicas,acciones preventivas,2006-07-01,913,913
APOLO,consultas odontologicas,acciones preventivas,2006-07-01,33,33
ARANI,consultas odontologicas,acciones preventivas,2006-07-01,241,241
ARQUE,consultas odontologicas,acciones preventivas,2006-07-01,5,5
ASCENCION DE GUARAYOS,consultas odontologicas,acciones preventivas,2006-07-01,12,12
ATOCHA,consultas odontologicas,acciones preventivas,2006-07-01,99,99
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,acciones preventivas,2006-07-01,330,330
AZURDUY,consultas odontologicas,acciones preventivas,2006-07-01,4,4
BATALLAS,consultas odontologicas,acciones preventivas,2006-07-01,6,6
BELLA FLOR,consultas odontologicas,acciones preventivas,2006-07-01,31,31
BERMEJO,consultas odontologicas,acciones preventivas,2006-07-01,414,414
BETANZOS,consultas odontologicas,acciones preventivas,2006-07-01,33,33
BOLIVAR,consultas odontologicas,acciones preventivas,2006-07-01,159,159
BUENA VISTA,consultas odontologicas,acciones preventivas,2006-07-01,215,215
CABEZAS,consultas odontologicas,acciones preventivas,2006-07-01,45,45
CAIROMA,consultas odontologicas,acciones preventivas,2006-07-01,5,5
"CAIZA ""D""",consultas odontologicas,acciones preventivas,2006-07-01,262,262
CAJUATA,consultas odontologicas,acciones preventivas,2006-07-01,2,2
CALACOTO,consultas odontologicas,acciones preventivas,2006-07-01,56,56
CALAMARCA,consultas odontologicas,acciones preventivas,2006-07-01,3,3
CAMARGO,consultas odontologicas,acciones preventivas,2006-07-01,60,60
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,acciones preventivas,2006-07-01,5,5
CAMIRI,consultas odontologicas,acciones preventivas,2006-07-01,1522,1522
CAPINOTA,consultas odontologicas,acciones preventivas,2006-07-01,13,13
CAQUIAVIRI,consultas odontologicas,acciones preventivas,2006-07-01,103,103
CARACOLLO,consultas odontologicas,acciones preventivas,2006-07-01,61,61
CARANAVI,consultas odontologicas,acciones preventivas,2006-07-01,268,268
CARAPARI,consultas odontologicas,acciones preventivas,2006-07-01,52,52
CARIPUYO,consultas odontologicas,acciones preventivas,2006-07-01,40,40
CHALLAPATA,consultas odontologicas,acciones preventivas,2006-07-01,244,244
CHAQUI,consultas odontologicas,acciones preventivas,2006-07-01,36,36
CHARAGUA,consultas odontologicas,acciones preventivas,2006-07-01,141,141
CHARAÑA,consultas odontologicas,acciones preventivas,2006-07-01,514,514
CHAYANTA,consultas odontologicas,acciones preventivas,2006-07-01,29,29
CHIMORE,consultas odontologicas,acciones preventivas,2006-07-01,168,168
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,acciones preventivas,2006-07-01,13,13
CHUMA,consultas odontologicas,acciones preventivas,2006-07-01,40,40
CLIZA,consultas odontologicas,acciones preventivas,2006-07-01,350,350
COBIJA,consultas odontologicas,acciones preventivas,2006-07-01,338,338
COCHABAMBA,consultas odontologicas,acciones preventivas,2006-07-01,6126,6126
COLCAPIRHUA,consultas odontologicas,acciones preventivas,2006-07-01,9,9
"COLCHA ""K""",consultas odontologicas,acciones preventivas,2006-07-01,9,9
COLLANA,consultas odontologicas,acciones preventivas,2006-07-01,1,1
COLOMI,consultas odontologicas,acciones preventivas,2006-07-01,74,74
COLPA BELGICA,consultas odontologicas,acciones preventivas,2006-07-01,400,400
COLQUECHACA,consultas odontologicas,acciones preventivas,2006-07-01,14,14
COLQUENCHA,consultas odontologicas,acciones preventivas,2006-07-01,4,4
COLQUIRI,consultas odontologicas,acciones preventivas,2006-07-01,117,117
COMARAPA,consultas odontologicas,acciones preventivas,2006-07-01,72,72
CORIPATA,consultas odontologicas,acciones preventivas,2006-07-01,22,22
CORO CORO,consultas odontologicas,acciones preventivas,2006-07-01,46,46
COROICO,consultas odontologicas,acciones preventivas,2006-07-01,32,32
CORQUE,consultas odontologicas,acciones preventivas,2006-07-01,19,19
COTAGAITA,consultas odontologicas,acciones preventivas,2006-07-01,201,201
COTOCA,consultas odontologicas,acciones preventivas,2006-07-01,52,52
CUEVO,consultas odontologicas,acciones preventivas,2006-07-01,4,4
CULPINA,consultas odontologicas,acciones preventivas,2006-07-01,159,159
CURAHUARA DE CARANGAS,consultas odontologicas,acciones preventivas,2006-07-01,19,19
CURVA,consultas odontologicas,acciones preventivas,2006-07-01,119,119
DESAGUADERO,consultas odontologicas,acciones preventivas,2006-07-01,1,1
EL ALTO,consultas odontologicas,acciones preventivas,2006-07-01,4375,4375
EL PUENTE(TJA),consultas odontologicas,acciones preventivas,2006-07-01,52,52
EL TORNO,consultas odontologicas,acciones preventivas,2006-07-01,753,753
EL VILLAR,consultas odontologicas,acciones preventivas,2006-07-01,30,30
ENTRE RIOS,consultas odontologicas,acciones preventivas,2006-07-01,48,48
ENTRE RIOS,consultas odontologicas,acciones preventivas,2006-07-01,203,203
EUCALIPTUS,consultas odontologicas,acciones preventivas,2006-07-01,13,13
EUREKA (SANTOS MERCADO),consultas odontologicas,acciones preventivas,2006-07-01,186,186
FERNANDEZ ALONSO,consultas odontologicas,acciones preventivas,2006-07-01,5,5
FILADELFIA,consultas odontologicas,acciones preventivas,2006-07-01,31,31
GENERAL SAAVEDRA,consultas odontologicas,acciones preventivas,2006-07-01,62,62
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,acciones preventivas,2006-07-01,590,590
GUANAY,consultas odontologicas,acciones preventivas,2006-07-01,17,17
GUAYARAMERIN,consultas odontologicas,acciones preventivas,2006-07-01,346,346
GUTIERREZ,consultas odontologicas,acciones preventivas,2006-07-01,40,40
HUACARETA,consultas odontologicas,acciones preventivas,2006-07-01,79,79
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,acciones preventivas,2006-07-01,97,97
HUACHACALLA,consultas odontologicas,acciones preventivas,2006-07-01,12,12
HUANUNI,consultas odontologicas,acciones preventivas,2006-07-01,67,67
HUARACAJE,consultas odontologicas,acciones preventivas,2006-07-01,29,29
ICHOCA,consultas odontologicas,acciones preventivas,2006-07-01,7,7
ICLA,consultas odontologicas,acciones preventivas,2006-07-01,80,80
INCAHUASI,consultas odontologicas,acciones preventivas,2006-07-01,54,54
INQUISIVI,consultas odontologicas,acciones preventivas,2006-07-01,98,98
IRUPANA (VILLA DE LANZA),consultas odontologicas,acciones preventivas,2006-07-01,18,18
IXIAMAS,consultas odontologicas,acciones preventivas,2006-07-01,41,41
JESUS DE MACHACA,consultas odontologicas,acciones preventivas,2006-07-01,88,88
LA ASUNTA,consultas odontologicas,acciones preventivas,2006-07-01,7,7
LA GUARDIA,consultas odontologicas,acciones preventivas,2006-07-01,539,539
LA PAZ,consultas odontologicas,acciones preventivas,2006-07-01,2878,2878
LAGUNILLAS,consultas odontologicas,acciones preventivas,2006-07-01,117,117
LAJA,consultas odontologicas,acciones preventivas,2006-07-01,32,32
LICOMA PAMPA,consultas odontologicas,acciones preventivas,2006-07-01,175,175
LLALLAGUA,consultas odontologicas,acciones preventivas,2006-07-01,193,193
LORETO,consultas odontologicas,acciones preventivas,2006-07-01,12,12
LURIBAY,consultas odontologicas,acciones preventivas,2006-07-01,9,9
MACHACAMARCA,consultas odontologicas,acciones preventivas,2006-07-01,43,43
MAGDALENA,consultas odontologicas,acciones preventivas,2006-07-01,3,3
MAIRANA,consultas odontologicas,acciones preventivas,2006-07-01,65,65
MAPIRI,consultas odontologicas,acciones preventivas,2006-07-01,48,48
MECAPACA,consultas odontologicas,acciones preventivas,2006-07-01,8,8
MINEROS,consultas odontologicas,acciones preventivas,2006-07-01,8,8
MIZQUE,consultas odontologicas,acciones preventivas,2006-07-01,218,218
MOCOMOCO,consultas odontologicas,acciones preventivas,2006-07-01,117,117
MOJOCOYA,consultas odontologicas,acciones preventivas,2006-07-01,8,8
MONTEAGUDO,consultas odontologicas,acciones preventivas,2006-07-01,268,268
MONTERO,consultas odontologicas,acciones preventivas,2006-07-01,176,176
MORO MORO,consultas odontologicas,acciones preventivas,2006-07-01,19,19
MOROCHATA,consultas odontologicas,acciones preventivas,2006-07-01,204,204
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,acciones preventivas,2006-07-01,18,18
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,acciones preventivas,2006-07-01,95,95
OCURI,consultas odontologicas,acciones preventivas,2006-07-01,12,12
OKINAWA,consultas odontologicas,acciones preventivas,2006-07-01,16,16
OMEREQUE,consultas odontologicas,acciones preventivas,2006-07-01,16,16
ORURO,consultas odontologicas,acciones preventivas,2006-07-01,3760,3760
PADCAYA,consultas odontologicas,acciones preventivas,2006-07-01,175,175
PADILLA,consultas odontologicas,acciones preventivas,2006-07-01,184,184
PALCA,consultas odontologicas,acciones preventivas,2006-07-01,520,520
PALOS BLANCOS,consultas odontologicas,acciones preventivas,2006-07-01,48,48
PAMPA GRANDE,consultas odontologicas,acciones preventivas,2006-07-01,21,21
PAPEL PAMPA,consultas odontologicas,acciones preventivas,2006-07-01,2,2
PASORAPA,consultas odontologicas,acciones preventivas,2006-07-01,6,6
PATACAMAYA,consultas odontologicas,acciones preventivas,2006-07-01,6,6
PAZÑA,consultas odontologicas,acciones preventivas,2006-07-01,20,20
POCOATA,consultas odontologicas,acciones preventivas,2006-07-01,116,116
POJO (CBBA),consultas odontologicas,acciones preventivas,2006-07-01,136,136
POOPO,consultas odontologicas,acciones preventivas,2006-07-01,10,10
PORCO,consultas odontologicas,acciones preventivas,2006-07-01,17,17
POROMA,consultas odontologicas,acciones preventivas,2006-07-01,134,134
PORONGO,consultas odontologicas,acciones preventivas,2006-07-01,73,73
PORTACHUELO,consultas odontologicas,acciones preventivas,2006-07-01,294,294
PORVENIR,consultas odontologicas,acciones preventivas,2006-07-01,49,49
POSTRER VALLE,consultas odontologicas,acciones preventivas,2006-07-01,4,4
POTOSI,consultas odontologicas,acciones preventivas,2006-07-01,689,689
PRESTO,consultas odontologicas,acciones preventivas,2006-07-01,307,307
PUCARA,consultas odontologicas,acciones preventivas,2006-07-01,4,4
PUCARANI,consultas odontologicas,acciones preventivas,2006-07-01,452,452
PUERTO ACOSTA,consultas odontologicas,acciones preventivas,2006-07-01,58,58
PUERTO CARABUCO,consultas odontologicas,acciones preventivas,2006-07-01,100,100
PUERTO GONZALO MORENO,consultas odontologicas,acciones preventivas,2006-07-01,63,63
PUERTO PEREZ,consultas odontologicas,acciones preventivas,2006-07-01,90,90
PUERTO QUIJARRO,consultas odontologicas,acciones preventivas,2006-07-01,361,361
PUERTO RICO,consultas odontologicas,acciones preventivas,2006-07-01,42,42
PUERTO SILES,consultas odontologicas,acciones preventivas,2006-07-01,19,19
PUERTO SUAREZ,consultas odontologicas,acciones preventivas,2006-07-01,50,50
PUERTO VILLARROEL,consultas odontologicas,acciones preventivas,2006-07-01,129,129
PUNA,consultas odontologicas,acciones preventivas,2006-07-01,546,546
PUNATA,consultas odontologicas,acciones preventivas,2006-07-01,1134,1134
QUILLACOLLO,consultas odontologicas,acciones preventivas,2006-07-01,125,125
QUIME,consultas odontologicas,acciones preventivas,2006-07-01,258,258
QUIRUSILLAS,consultas odontologicas,acciones preventivas,2006-07-01,58,58
RAVELO,consultas odontologicas,acciones preventivas,2006-07-01,5,5
REYES,consultas odontologicas,acciones preventivas,2006-07-01,79,79
RIBERALTA,consultas odontologicas,acciones preventivas,2006-07-01,2029,2029
RURRENABAQUE,consultas odontologicas,acciones preventivas,2006-07-01,201,201
SACABA,consultas odontologicas,acciones preventivas,2006-07-01,378,378
SACACA,consultas odontologicas,acciones preventivas,2006-07-01,32,32
SAIPINA,consultas odontologicas,acciones preventivas,2006-07-01,230,230
SALINAS DE GARCI MENDOZA,consultas odontologicas,acciones preventivas,2006-07-01,44,44
SAMAIPATA,consultas odontologicas,acciones preventivas,2006-07-01,15,15
SAN AGUSTIN,consultas odontologicas,acciones preventivas,2006-07-01,13,13
SAN ANDRES,consultas odontologicas,acciones preventivas,2006-07-01,28,28
SAN ANDRES DE MACHACA,consultas odontologicas,acciones preventivas,2006-07-01,64,64
SAN BENITO,consultas odontologicas,acciones preventivas,2006-07-01,6,6
SAN BORJA,consultas odontologicas,acciones preventivas,2006-07-01,38,38
SAN BUENA VENTURA,consultas odontologicas,acciones preventivas,2006-07-01,17,17
SAN CARLOS,consultas odontologicas,acciones preventivas,2006-07-01,228,228
SAN IGNACIO,consultas odontologicas,acciones preventivas,2006-07-01,52,52
SAN IGNACIO DE VELASCO,consultas odontologicas,acciones preventivas,2006-07-01,335,335
SAN JAVIER(BNI),consultas odontologicas,acciones preventivas,2006-07-01,31,31
SAN JOAQUIN,consultas odontologicas,acciones preventivas,2006-07-01,319,319
SAN JUAN DE YAPACANI,consultas odontologicas,acciones preventivas,2006-07-01,14,14
SAN JULIAN,consultas odontologicas,acciones preventivas,2006-07-01,20,20
SAN LORENZO(PND),consultas odontologicas,acciones preventivas,2006-07-01,174,174
SAN LORENZO(TJA),consultas odontologicas,acciones preventivas,2006-07-01,861,861
SAN LUCAS,consultas odontologicas,acciones preventivas,2006-07-01,49,49
SAN MATIAS,consultas odontologicas,acciones preventivas,2006-07-01,20,20
SAN MIGUEL DE VELASCO,consultas odontologicas,acciones preventivas,2006-07-01,41,41
SAN PEDRO,consultas odontologicas,acciones preventivas,2006-07-01,9,9
SAN PEDRO DE BUENA VISTA,consultas odontologicas,acciones preventivas,2006-07-01,36,36
SAN PEDRO DE TIQUINA,consultas odontologicas,acciones preventivas,2006-07-01,35,35
SAN PEDRO(PND),consultas odontologicas,acciones preventivas,2006-07-01,65,65
SAN RAFAEL,consultas odontologicas,acciones preventivas,2006-07-01,61,61
SAN RAMON,consultas odontologicas,acciones preventivas,2006-07-01,368,368
SAN RAMON,consultas odontologicas,acciones preventivas,2006-07-01,113,113
SANTA ANA,consultas odontologicas,acciones preventivas,2006-07-01,51,51
SANTA CRUZ DE LA SIERRA,consultas odontologicas,acciones preventivas,2006-07-01,7159,7159
SANTA ROSA,consultas odontologicas,acciones preventivas,2006-07-01,38,38
SANTA ROSA DEL SARA,consultas odontologicas,acciones preventivas,2006-07-01,999,999
SANTIAGO DE CALLAPA,consultas odontologicas,acciones preventivas,2006-07-01,10,10
SANTIAGO DE HUARI,consultas odontologicas,acciones preventivas,2006-07-01,115,115
SANTIAGO DE MACHACA,consultas odontologicas,acciones preventivas,2006-07-01,234,234
SANTIVAÑES,consultas odontologicas,acciones preventivas,2006-07-01,2,2
SANTUARIO DE QUILLACAS,consultas odontologicas,acciones preventivas,2006-07-01,21,21
SAPAHAQUI,consultas odontologicas,acciones preventivas,2006-07-01,468,468
SENA,consultas odontologicas,acciones preventivas,2006-07-01,167,167
SICA SICA (VILLA AROMA),consultas odontologicas,acciones preventivas,2006-07-01,64,64
SICAYA,consultas odontologicas,acciones preventivas,2006-07-01,5,5
SIPE SIPE,consultas odontologicas,acciones preventivas,2006-07-01,143,143
SOPACHUY,consultas odontologicas,acciones preventivas,2006-07-01,94,94
SORACACHI,consultas odontologicas,acciones preventivas,2006-07-01,2,2
SORATA,consultas odontologicas,acciones preventivas,2006-07-01,12,12
SUCRE,consultas odontologicas,acciones preventivas,2006-07-01,1950,1950
TACACOMA,consultas odontologicas,acciones preventivas,2006-07-01,70,70
TACOPAYA,consultas odontologicas,acciones preventivas,2006-07-01,115,115
TAHUA,consultas odontologicas,acciones preventivas,2006-07-01,31,31
TAPACARI,consultas odontologicas,acciones preventivas,2006-07-01,123,123
TARABUCO,consultas odontologicas,acciones preventivas,2006-07-01,896,896
TARACO,consultas odontologicas,acciones preventivas,2006-07-01,9,9
TARATA,consultas odontologicas,acciones preventivas,2006-07-01,1,1
TARIJA,consultas odontologicas,acciones preventivas,2006-07-01,584,584
TARVITA,consultas odontologicas,acciones preventivas,2006-07-01,469,469
TEOPONTE,consultas odontologicas,acciones preventivas,2006-07-01,5,5
TIAWANACU,consultas odontologicas,acciones preventivas,2006-07-01,1,1
TIPUANI,consultas odontologicas,acciones preventivas,2006-07-01,639,639
TIQUIPAYA,consultas odontologicas,acciones preventivas,2006-07-01,298,298
TIRAQUE (CBBA),consultas odontologicas,acciones preventivas,2006-07-01,518,518
TOCO,consultas odontologicas,acciones preventivas,2006-07-01,22,22
TOLATA,consultas odontologicas,acciones preventivas,2006-07-01,28,28
TOLEDO,consultas odontologicas,acciones preventivas,2006-07-01,115,115
TORO TORO,consultas odontologicas,acciones preventivas,2006-07-01,1,1
TOTORA(CBBA),consultas odontologicas,acciones preventivas,2006-07-01,42,42
TOTORA(ORR),consultas odontologicas,acciones preventivas,2006-07-01,1,1
TRINIDAD,consultas odontologicas,acciones preventivas,2006-07-01,2739,2739
TUPIZA,consultas odontologicas,acciones preventivas,2006-07-01,91,91
TURCO,consultas odontologicas,acciones preventivas,2006-07-01,90,90
UMALA,consultas odontologicas,acciones preventivas,2006-07-01,21,21
UNCIA,consultas odontologicas,acciones preventivas,2006-07-01,76,76
URIONDO (A. CONCEPCION),consultas odontologicas,acciones preventivas,2006-07-01,95,95
VALLEGRANDE,consultas odontologicas,acciones preventivas,2006-07-01,2326,2326
VIACHA,consultas odontologicas,acciones preventivas,2006-07-01,697,697
VILA VILA,consultas odontologicas,acciones preventivas,2006-07-01,6,6
VILLA MONTES,consultas odontologicas,acciones preventivas,2006-07-01,8,8
VILLA NUEVA (LOMA ALTA),consultas odontologicas,acciones preventivas,2006-07-01,250,250
VILLA RIVERO,consultas odontologicas,acciones preventivas,2006-07-01,52,52
VILLA SERRANO,consultas odontologicas,acciones preventivas,2006-07-01,74,74
VILLA TUNARI,consultas odontologicas,acciones preventivas,2006-07-01,89,89
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,acciones preventivas,2006-07-01,398,398
VILLAZON,consultas odontologicas,acciones preventivas,2006-07-01,18,18
VINTO,consultas odontologicas,acciones preventivas,2006-07-01,91,91
VITICHI,consultas odontologicas,acciones preventivas,2006-07-01,4,4
WARNES,consultas odontologicas,acciones preventivas,2006-07-01,275,275
YACO,consultas odontologicas,acciones preventivas,2006-07-01,2,2
YACUIBA,consultas odontologicas,acciones preventivas,2006-07-01,344,344
YAMPARAEZ,consultas odontologicas,acciones preventivas,2006-07-01,207,207
YANACACHI,consultas odontologicas,acciones preventivas,2006-07-01,6,6
YAPACANI,consultas odontologicas,acciones preventivas,2006-07-01,99,99
YOTALA,consultas odontologicas,acciones preventivas,2006-07-01,67,67
YUNCHARA,consultas odontologicas,acciones preventivas,2006-07-01,27,27
ZUDAÑEZ,consultas odontologicas,acciones preventivas,2006-07-01,100,100
ACACIO,consultas odontologicas,acciones preventivas,2006-08-01,22,22
ACHACACHI,consultas odontologicas,acciones preventivas,2006-08-01,1690,1690
ACHOCALLA,consultas odontologicas,acciones preventivas,2006-08-01,2238,2238
AIQUILE,consultas odontologicas,acciones preventivas,2006-08-01,587,587
ALCALA,consultas odontologicas,acciones preventivas,2006-08-01,234,234
ANCORAIMES,consultas odontologicas,acciones preventivas,2006-08-01,1270,1270
ANDAMARCA,consultas odontologicas,acciones preventivas,2006-08-01,20,20
ANTEQUERA,consultas odontologicas,acciones preventivas,2006-08-01,610,610
APOLO,consultas odontologicas,acciones preventivas,2006-08-01,127,127
ARANI,consultas odontologicas,acciones preventivas,2006-08-01,22,22
ARQUE,consultas odontologicas,acciones preventivas,2006-08-01,23,23
ASCENCION DE GUARAYOS,consultas odontologicas,acciones preventivas,2006-08-01,2,2
ATOCHA,consultas odontologicas,acciones preventivas,2006-08-01,72,72
AUCAPATA,consultas odontologicas,acciones preventivas,2006-08-01,75,75
AYATA,consultas odontologicas,acciones preventivas,2006-08-01,137,137
AYO AYO,consultas odontologicas,acciones preventivas,2006-08-01,80,80
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,acciones preventivas,2006-08-01,164,164
AZURDUY,consultas odontologicas,acciones preventivas,2006-08-01,422,422
BATALLAS,consultas odontologicas,acciones preventivas,2006-08-01,1216,1216
BAURES,consultas odontologicas,acciones preventivas,2006-08-01,6,6
BELLA FLOR,consultas odontologicas,acciones preventivas,2006-08-01,283,283
BERMEJO,consultas odontologicas,acciones preventivas,2006-08-01,349,349
BOLPEBRA,consultas odontologicas,acciones preventivas,2006-08-01,47,47
BOYUIBE,consultas odontologicas,acciones preventivas,2006-08-01,249,249
BUENA VISTA,consultas odontologicas,acciones preventivas,2006-08-01,4,4
CABEZAS,consultas odontologicas,acciones preventivas,2006-08-01,45,45
CAIROMA,consultas odontologicas,acciones preventivas,2006-08-01,87,87
"CAIZA ""D""",consultas odontologicas,acciones preventivas,2006-08-01,144,144
CAJUATA,consultas odontologicas,acciones preventivas,2006-08-01,8,8
CALACOTO,consultas odontologicas,acciones preventivas,2006-08-01,72,72
CALAMARCA,consultas odontologicas,acciones preventivas,2006-08-01,27,27
CAMARGO,consultas odontologicas,acciones preventivas,2006-08-01,185,185
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,acciones preventivas,2006-08-01,26,26
CAMIRI,consultas odontologicas,acciones preventivas,2006-08-01,1501,1501
CAPINOTA,consultas odontologicas,acciones preventivas,2006-08-01,22,22
CAQUIAVIRI,consultas odontologicas,acciones preventivas,2006-08-01,181,181
CARACOLLO,consultas odontologicas,acciones preventivas,2006-08-01,51,51
CARANAVI,consultas odontologicas,acciones preventivas,2006-08-01,158,158
CARAPARI,consultas odontologicas,acciones preventivas,2006-08-01,1065,1065
CARIPUYO,consultas odontologicas,acciones preventivas,2006-08-01,31,31
CHALLAPATA,consultas odontologicas,acciones preventivas,2006-08-01,67,67
CHARAGUA,consultas odontologicas,acciones preventivas,2006-08-01,5,5
CHAYANTA,consultas odontologicas,acciones preventivas,2006-08-01,139,139
CHIMORE,consultas odontologicas,acciones preventivas,2006-08-01,36,36
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,acciones preventivas,2006-08-01,67,67
CHUMA,consultas odontologicas,acciones preventivas,2006-08-01,198,198
CLIZA,consultas odontologicas,acciones preventivas,2006-08-01,510,510
COBIJA,consultas odontologicas,acciones preventivas,2006-08-01,453,453
COCHABAMBA,consultas odontologicas,acciones preventivas,2006-08-01,10136,10136
COLCAPIRHUA,consultas odontologicas,acciones preventivas,2006-08-01,11,11
"COLCHA ""K""",consultas odontologicas,acciones preventivas,2006-08-01,10,10
COLOMI,consultas odontologicas,acciones preventivas,2006-08-01,63,63
COLPA BELGICA,consultas odontologicas,acciones preventivas,2006-08-01,388,388
COLQUECHACA,consultas odontologicas,acciones preventivas,2006-08-01,5,5
COLQUENCHA,consultas odontologicas,acciones preventivas,2006-08-01,6,6
COLQUIRI,consultas odontologicas,acciones preventivas,2006-08-01,261,261
COMARAPA,consultas odontologicas,acciones preventivas,2006-08-01,8,8
COPACABANA,consultas odontologicas,acciones preventivas,2006-08-01,94,94
CORIPATA,consultas odontologicas,acciones preventivas,2006-08-01,555,555
CORO CORO,consultas odontologicas,acciones preventivas,2006-08-01,157,157
COROICO,consultas odontologicas,acciones preventivas,2006-08-01,40,40
CORQUE,consultas odontologicas,acciones preventivas,2006-08-01,74,74
COTAGAITA,consultas odontologicas,acciones preventivas,2006-08-01,650,650
COTOCA,consultas odontologicas,acciones preventivas,2006-08-01,140,140
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,acciones preventivas,2006-08-01,176,176
CUEVO,consultas odontologicas,acciones preventivas,2006-08-01,92,92
CULPINA,consultas odontologicas,acciones preventivas,2006-08-01,23,23
CURAHUARA DE CARANGAS,consultas odontologicas,acciones preventivas,2006-08-01,72,72
CURVA,consultas odontologicas,acciones preventivas,2006-08-01,206,206
EL ALTO,consultas odontologicas,acciones preventivas,2006-08-01,3417,3417
EL PUENTE(STC),consultas odontologicas,acciones preventivas,2006-08-01,4,4
EL PUENTE(TJA),consultas odontologicas,acciones preventivas,2006-08-01,99,99
EL TORNO,consultas odontologicas,acciones preventivas,2006-08-01,632,632
EL VILLAR,consultas odontologicas,acciones preventivas,2006-08-01,320,320
ENTRE RIOS,consultas odontologicas,acciones preventivas,2006-08-01,303,303
ENTRE RIOS,consultas odontologicas,acciones preventivas,2006-08-01,177,177
EUCALIPTUS,consultas odontologicas,acciones preventivas,2006-08-01,21,21
EUREKA (SANTOS MERCADO),consultas odontologicas,acciones preventivas,2006-08-01,37,37
FERNANDEZ ALONSO,consultas odontologicas,acciones preventivas,2006-08-01,2,2
FILADELFIA,consultas odontologicas,acciones preventivas,2006-08-01,114,114
GENERAL SAAVEDRA,consultas odontologicas,acciones preventivas,2006-08-01,803,803
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,acciones preventivas,2006-08-01,423,423
GUANAY,consultas odontologicas,acciones preventivas,2006-08-01,43,43
GUAQUI,consultas odontologicas,acciones preventivas,2006-08-01,25,25
GUAYARAMERIN,consultas odontologicas,acciones preventivas,2006-08-01,315,315
GUTIERREZ,consultas odontologicas,acciones preventivas,2006-08-01,153,153
HUACARETA,consultas odontologicas,acciones preventivas,2006-08-01,248,248
HUACHACALLA,consultas odontologicas,acciones preventivas,2006-08-01,3,3
HUANUNI,consultas odontologicas,acciones preventivas,2006-08-01,85,85
HUARACAJE,consultas odontologicas,acciones preventivas,2006-08-01,15,15
HUAYLLAMARCA,consultas odontologicas,acciones preventivas,2006-08-01,4,4
ICHOCA,consultas odontologicas,acciones preventivas,2006-08-01,55,55
ICLA,consultas odontologicas,acciones preventivas,2006-08-01,919,919
INCAHUASI,consultas odontologicas,acciones preventivas,2006-08-01,67,67
INGAVI (HUMAITA),consultas odontologicas,acciones preventivas,2006-08-01,43,43
INQUISIVI,consultas odontologicas,acciones preventivas,2006-08-01,438,438
IRUPANA (VILLA DE LANZA),consultas odontologicas,acciones preventivas,2006-08-01,27,27
IXIAMAS,consultas odontologicas,acciones preventivas,2006-08-01,60,60
JESUS DE MACHACA,consultas odontologicas,acciones preventivas,2006-08-01,225,225
LA ASUNTA,consultas odontologicas,acciones preventivas,2006-08-01,2,2
LA GUARDIA,consultas odontologicas,acciones preventivas,2006-08-01,303,303
LA PAZ,consultas odontologicas,acciones preventivas,2006-08-01,2788,2788
LAGUNILLAS,consultas odontologicas,acciones preventivas,2006-08-01,56,56
LAJA,consultas odontologicas,acciones preventivas,2006-08-01,18,18
LICOMA PAMPA,consultas odontologicas,acciones preventivas,2006-08-01,136,136
LLALLAGUA,consultas odontologicas,acciones preventivas,2006-08-01,736,736
LURIBAY,consultas odontologicas,acciones preventivas,2006-08-01,37,37
MACHACAMARCA,consultas odontologicas,acciones preventivas,2006-08-01,39,39
MAGDALENA,consultas odontologicas,acciones preventivas,2006-08-01,7,7
MAIRANA,consultas odontologicas,acciones preventivas,2006-08-01,111,111
