,group,variable,month,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,TOTALES,TOTALES,TOTALES
VILLA CHARCAS,consulta externa,ninos de 6 meses a < 1 ano,2016-07-01,69,43,3,0,72,43,115
VILLA MONTES,consulta externa,ninos de 6 meses a < 1 ano,2016-07-01,165,157,12,11,177,168,345
VILLA NUEVA (LOMA ALTA),consulta externa,ninos de 6 meses a < 1 ano,2016-07-01,21,12,1,1,22,13,35
VILLA RIVERO,consulta externa,ninos de 6 meses a < 1 ano,2016-07-01,35,27,2,4,37,31,68
VILLA SERRANO,consulta externa,ninos de 6 meses a < 1 ano,2016-07-01,27,35,5,13,32,48,80
VILLA TUNARI,consulta externa,ninos de 6 meses a < 1 ano,2016-07-01,553,486,21,18,574,504,1078
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,ninos de 6 meses a < 1 ano,2016-07-01,36,39,2,3,38,42,80
VILLAZON,consulta externa,ninos de 6 meses a < 1 ano,2016-07-01,153,119,9,11,162,130,292
VINTO,consulta externa,ninos de 6 meses a < 1 ano,2016-07-01,83,81,98,68,181,149,330
VITICHI,consulta externa,ninos de 6 meses a < 1 ano,2016-07-01,26,21,0,0,26,21,47
WALDO BALLIVIAN,consulta externa,ninos de 6 meses a < 1 ano,2016-07-01,3,3,0,0,3,3,6
WARNES,consulta externa,ninos de 6 meses a < 1 ano,2016-07-01,372,351,50,43,422,394,816
YACO,consulta externa,ninos de 6 meses a < 1 ano,2016-07-01,18,33,1,3,19,36,55
YACUIBA,consulta externa,ninos de 6 meses a < 1 ano,2016-07-01,443,363,52,47,495,410,905
YAMPARAEZ,consulta externa,ninos de 6 meses a < 1 ano,2016-07-01,21,11,2,0,23,11,34
YANACACHI,consulta externa,ninos de 6 meses a < 1 ano,2016-07-01,25,16,0,1,25,17,42
YAPACANI,consulta externa,ninos de 6 meses a < 1 ano,2016-07-01,199,177,21,20,220,197,417
YOCALLA,consulta externa,ninos de 6 meses a < 1 ano,2016-07-01,29,8,1,1,30,9,39
YOTALA,consulta externa,ninos de 6 meses a < 1 ano,2016-07-01,24,24,2,4,26,28,54
YUNCHARA,consulta externa,ninos de 6 meses a < 1 ano,2016-07-01,29,38,3,0,32,38,70
YUNGUYO DE LITORAL,consulta externa,ninos de 6 meses a < 1 ano,2016-07-01,0,3,0,0,0,3,3
ZUDAÑEZ,consulta externa,ninos de 6 meses a < 1 ano,2016-07-01,28,27,0,3,28,30,58
ACACIO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,12,8,0,0,12,8,20
ACHACACHI,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,47,45,65,44,112,89,201
ACHOCALLA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,39,18,0,1,39,19,58
AIQUILE,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,90,67,10,7,100,74,174
ALALAY,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,5,5,0,1,5,6,11
ALCALA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,10,7,0,1,10,8,18
ALTO BENI,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,78,49,2,0,80,49,129
ANCORAIMES,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,10,12,0,1,10,13,23
ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,11,7,0,0,11,7,18
ANTEQUERA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,2,2,1,0,3,2,5
ANZALDO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,18,21,7,6,25,27,52
APOLO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,58,41,27,35,85,76,161
ARAMPAMPA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,8,9,0,0,8,9,17
ARANI,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,37,9,4,2,41,11,52
ARBIETO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,85,71,9,5,94,76,170
ARQUE,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,50,52,3,1,53,53,106
ASCENCION DE GUARAYOS,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,114,97,0,6,114,103,217
ATOCHA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,39,44,0,6,39,50,89
AUCAPATA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,12,11,1,0,13,11,24
AYATA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,14,11,0,1,14,12,26
AYO AYO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,7,8,10,4,17,12,29
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,126,74,6,5,132,79,211
AZURDUY,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,44,79,5,1,49,80,129
BATALLAS,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,36,29,1,2,37,31,68
BAURES,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,21,15,0,0,21,15,36
BELEN DE ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,2,3,0,0,2,3,5
BELEN DE URMIRI,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,6,4,0,0,6,4,10
BELLA FLOR,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,18,18,2,1,20,19,39
BERMEJO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,378,312,24,17,402,329,731
BETANZOS,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,76,56,4,3,80,59,139
BOLIVAR,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,22,12,1,1,23,13,36
BOLPEBRA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,9,4,0,1,9,5,14
BOYUIBE,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,23,12,3,0,26,12,38
BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,58,43,9,12,67,55,122
CABEZAS,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,125,159,8,4,133,163,296
CAIROMA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,33,32,7,8,40,40,80
"CAIZA ""D""",consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,25,22,0,0,25,22,47
CAJUATA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,35,30,1,2,36,32,68
CALACOTO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,10,13,1,1,11,14,25
CALAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,35,23,0,0,35,23,58
CAMARGO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,42,40,4,1,46,41,87
CAMATAQUI (C. VILLA ABECIA),consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,6,9,0,2,6,11,17
CAMIRI,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,166,136,50,35,216,171,387
CAPINOTA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,98,79,4,5,102,84,186
CAQUIAVIRI,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,11,14,0,0,11,14,25
CARACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,58,53,4,1,62,54,116
CARANAVI,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,266,234,13,18,279,252,531
CARANGAS,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,1,1,0,0,1,1,2
CARAPARI,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,63,73,9,2,72,75,147
CARIPUYO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,17,7,0,0,17,7,24
CARMEN RIVERO TORREZ,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,14,20,1,1,15,21,36
CATACORA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,2,2,0,2,2,4,6
CHACARILLA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,6,7,1,0,7,7,14
CHALLAPATA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,169,158,7,8,176,166,342
CHAQUI,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,24,27,0,1,24,28,52
CHARAGUA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,152,100,10,6,162,106,268
CHARAÑA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,3,0,1,0,4,0,4
CHAYANTA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,70,44,2,1,72,45,117
CHIMORE,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,149,126,4,5,153,131,284
CHIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,8,2,0,0,8,2,10
CHOQUE COTA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,0,5,0,0,0,5,5
CHUA COCANI,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,5,8,0,0,5,8,13
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,77,79,2,3,79,82,161
CHUMA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,14,22,1,0,15,22,37
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,35,17,0,0,35,17,52
CKOCHAS,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,54,32,0,0,54,32,86
CLIZA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,54,54,8,7,62,61,123
COBIJA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,238,198,15,11,253,209,462
COCAPATA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,77,58,0,2,77,60,137
COCHABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,2847,2703,1355,1179,4202,3882,8084
COIPASA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,3,0,0,0,3,0,3
COLCAPIRHUA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,167,138,95,95,262,233,495
"COLCHA ""K""",consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,39,60,5,9,44,69,113
COLLANA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,3,7,0,0,3,7,10
COLOMI,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,39,27,2,1,41,28,69
COLPA BELGICA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,27,25,11,11,38,36,74
COLQUECHACA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,103,109,4,5,107,114,221
COLQUENCHA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,22,21,4,2,26,23,49
COLQUIRI,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,67,63,1,0,68,63,131
COMANCHE,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,2,2,0,0,2,2,4
COMARAPA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,55,39,16,5,71,44,115
COMBAYA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,1,4,0,0,1,4,5
CONCEPCION,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,70,36,14,14,84,50,134
COPACABANA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,15,16,7,4,22,20,42
CORIPATA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,94,70,8,4,102,74,176
CORO CORO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,11,10,1,2,12,12,24
COROICO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,33,27,19,20,52,47,99
CORQUE,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,10,18,0,2,10,20,30
COTAGAITA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,106,85,4,7,110,92,202
COTOCA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,222,207,52,43,274,250,524
CRUZ DE MACHACAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,119,103,13,12,132,115,247
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,7,2,0,0,7,2,9
CUEVO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,17,18,2,1,19,19,38
CULPINA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,66,56,3,0,69,56,125
CURAHUARA DE CARANGAS,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,11,9,0,0,11,9,20
CURVA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,11,4,0,0,11,4,15
DESAGUADERO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,9,12,0,0,9,12,21
EL ALTO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,2902,2843,1016,1197,3918,4040,7958
EL CHORO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,9,5,0,0,9,5,14
EL PUENTE(STC),consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,58,64,5,4,63,68,131
EL PUENTE(TJA),consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,30,39,0,1,30,40,70
EL TORNO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,279,249,86,70,365,319,684
EL VILLAR,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,13,6,0,3,13,9,22
ENTRE RIOS TRJ,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,104,79,6,2,110,81,191
ENTRE RIOS CBBA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,161,165,19,19,180,184,364
ESCARA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,1,1,0,0,1,1,2
ESCOMA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,14,11,0,0,14,11,25
EUCALIPTUS,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,15,7,0,0,15,7,22
EUREKA (SANTOS MERCADO),consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,15,11,0,0,15,11,26
EXALTACION,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,15,3,9,6,24,9,33
FERNANDEZ ALONSO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,44,58,8,3,52,61,113
FILADELFIA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,23,34,0,0,23,34,57
GENERAL SAAVEDRA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,68,82,15,8,83,90,173
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,35,21,0,1,35,22,57
GUANAY,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,71,67,4,3,75,70,145
GUAQUI,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,16,10,1,1,17,11,28
GUAYARAMERIN,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,158,138,5,14,163,152,315
GUTIERREZ,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,79,86,5,5,84,91,175
HUACARETA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,34,48,1,6,35,54,89
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,10,15,1,0,11,15,26
HUACHACALLA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,3,1,0,0,3,1,4
HUANUNI,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,79,79,10,11,89,90,179
HUARACAJE,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,18,12,0,0,18,12,30
HUARINA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,10,10,10,8,20,18,38
HUATAJATA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,3,3,0,1,3,4,7
HUAYLLAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,8,7,0,0,8,7,15
HUMANATA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,3,4,0,0,3,4,7
ICHOCA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,4,11,0,0,4,11,15
ICLA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,46,34,4,5,50,39,89
INCAHUASI,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,54,43,0,2,54,45,99
INGAVI (HUMAITA),consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,9,6,0,0,9,6,15
INQUISIVI,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,35,44,0,0,35,44,79
IRUPANA (VILLA DE LANZA),consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,54,42,0,1,54,43,97
IXIAMAS,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,47,34,1,0,48,34,82
JESUS DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,15,22,22,21,37,43,80
LA ASUNTA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,200,160,16,13,216,173,389
LA GUARDIA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,441,471,61,53,502,524,1026
LA PAZ,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,2762,2731,925,1025,3687,3756,7443
LAGUNILLAS,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,26,30,1,7,27,37,64
LAJA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,40,46,1,3,41,49,90
LAS CARRERAS,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,7,6,0,0,7,6,13
LICOMA PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,5,8,9,11,14,19,33
LLALLAGUA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,187,202,2,9,189,211,400
LLICA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,14,13,1,0,15,13,28
LORETO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,3,4,13,12,16,16,32
LURIBAY,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,15,23,6,3,21,26,47
MACHACAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,21,7,4,0,25,7,32
MACHARETI,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,37,26,2,3,39,29,68
MAGDALENA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,34,37,5,3,39,40,79
MAIRANA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,32,23,2,4,34,27,61
MALLA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,8,2,0,0,8,2,10
MAPIRI,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,53,50,2,2,55,52,107
MECAPACA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,28,29,0,0,28,29,57
MINEROS,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,63,61,5,4,68,65,133
MIZQUE,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,129,95,6,3,135,98,233
MOCOMOCO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,14,10,0,0,14,10,24
MOJINETE,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,1,1,0,1,1,2,3
MOJOCOYA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,24,28,5,3,29,31,60
MONTEAGUDO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,116,80,26,7,142,87,229
MONTERO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,566,481,64,49,630,530,1160
MORO MORO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,9,4,0,0,9,4,13
MOROCHATA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,26,41,1,0,27,41,68
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,17,8,1,0,18,8,26
NAZACARA DE PACAJES,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,2,0,0,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,10,12,0,0,10,12,22
OCURI,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,33,38,0,0,33,38,71
OKINAWA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,43,43,1,1,44,44,88
OMEREQUE,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,43,33,0,2,43,35,78
ORURO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,1067,985,239,253,1306,1238,2544
PADCAYA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,73,62,5,3,78,65,143
PADILLA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,43,41,1,5,44,46,90
PAILON,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,82,74,4,7,86,81,167
PALCA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,39,34,0,1,39,35,74
PALOS BLANCOS,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,113,124,31,25,144,149,293
PAMPA AULLAGAS,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,9,4,1,1,10,5,15
PAMPA GRANDE,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,26,14,1,0,27,14,41
PAPEL PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,16,18,0,0,16,18,34
PASORAPA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,6,4,2,1,8,5,13
PATACAMAYA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,21,22,30,13,51,35,86
PAZÑA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,6,6,2,1,8,7,15
PELECHUCO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,33,36,1,0,34,36,70
POCOATA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,57,40,2,2,59,42,101
POCONA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,41,52,2,0,43,52,95
POJO (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,46,36,5,5,51,41,92
POOPO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,14,13,1,1,15,14,29
PORCO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,26,38,1,1,27,39,66
POROMA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,71,59,4,1,75,60,135
PORONGO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,43,20,10,5,53,25,78
PORTACHUELO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,84,79,1,0,85,79,164
PORVENIR,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,28,26,0,6,28,32,60
POSTRER VALLE,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,7,1,0,0,7,1,8
POTOSI,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,1062,1008,111,132,1173,1140,2313
PRESTO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,26,29,0,0,26,29,55
PUCARA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,3,1,2,0,5,1,6
PUCARANI,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,48,54,4,0,52,54,106
PUERTO ACOSTA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,12,11,0,0,12,11,23
PUERTO CARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,17,325,0,0,17,325,342
PUERTO GONZALO MORENO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,38,28,1,3,39,31,70
PUERTO PEREZ,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,15,8,0,0,15,8,23
PUERTO QUIJARRO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,44,57,9,6,53,63,116
PUERTO RICO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,31,22,2,0,33,22,55
PUERTO SILES,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,3,2,0,0,3,2,5
PUERTO SUAREZ,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,67,54,15,15,82,69,151
PUERTO VILLARROEL,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,300,275,25,25,325,300,625
PUNA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,54,53,0,2,54,55,109
PUNATA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,123,105,24,17,147,122,269
QUIABAYA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,9,16,6,1,15,17,32
QUILLACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,477,456,329,348,806,804,1610
QUIME,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,14,28,2,0,16,28,44
QUIRUSILLAS,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,2,2,1,0,3,2,5
RAVELO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,56,50,0,0,56,50,106
REYES,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,74,59,3,8,77,67,144
RIBERALTA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,749,675,208,145,957,820,1777
ROBORE,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,45,48,4,11,49,59,108
RURRENABAQUE,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,49,60,4,3,53,63,116
SABAYA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,8,12,1,1,9,13,22
SACABA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,550,475,116,143,666,618,1284
SACABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,18,6,3,1,21,7,28
SACACA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,77,72,0,0,77,72,149
SAIPINA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,19,11,5,4,24,15,39
SALINAS DE GARCI MENDOZA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,29,26,0,0,29,26,55
SAMAIPATA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,41,23,2,1,43,24,67
SAN AGUSTIN,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,10,4,1,0,11,4,15
SAN ANDRES,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,45,36,1,4,46,40,86
SAN ANDRES DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,11,4,3,1,14,5,19
SAN ANTONIO DE ESMORUCO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,8,9,0,0,8,9,17
SAN ANTONIO DE LOMERIO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,22,33,1,0,23,33,56
SAN BENITO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,27,28,5,5,32,33,65
SAN BORJA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,182,194,21,21,203,215,418
SAN BUENA VENTURA,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,52,51,4,1,56,52,108
SAN CARLOS,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,55,79,6,8,61,87,148
SAN IGNACIO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,131,104,8,5,139,109,248
SAN IGNACIO DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,167,174,3,5,170,179,349
SAN JAVIER(BNI),consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,11,3,1,3,12,6,18
SAN JAVIER(STC),consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,34,30,0,0,34,30,64
SAN JOAQUIN,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,31,18,1,1,32,19,51
SAN JOSE DE CHIQUITOS,consulta externa,ninos de 6 meses a < 1 ano,2016-08-01,48,42,17,17,65,59,124
