,group,variable,month,ANTIROTAVIRUS 1RA. DOSIS,ANTIROTAVIRUS 1RA. DOSIS,ANTIROTAVIRUS 1RA. DOSIS,ANTIROTAVIRUS 1RA. DOSIS,TOTALES,TOTALES,TOTALES
CAIROMA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,6.0,29.0,0.0,0.0,6.0,29.0,35.0
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,1.0,26.0,0.0,0.0,1.0,26.0,27.0
CAJUATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,16.0,6.0,0.0,0.0,16.0,6.0,22.0
CALACOTO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,6.0,15.0,0.0,0.0,6.0,15.0,21.0
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,24.0,22.0,0.0,0.0,24.0,22.0,46.0
CAMARGO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,15.0,18.0,0.0,0.0,15.0,18.0,33.0
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,5.0,0.0,0.0,0.0,5.0,0.0,5.0
CAMIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,76.0,4.0,0.0,0.0,76.0,4.0,80.0
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,61.0,9.0,0.0,0.0,61.0,9.0,70.0
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,7.0,16.0,0.0,0.0,7.0,16.0,23.0
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,38.0,31.0,0.0,0.0,38.0,31.0,69.0
CARANAVI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,129.0,82.0,0.0,0.0,129.0,82.0,211.0
CARAPARI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,22.0,2.0,0.0,0.0,22.0,2.0,24.0
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,2.0,18.0,0.0,0.0,2.0,18.0,20.0
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,14.0,0.0,0.0,0.0,14.0,0.0,14.0
CATACORA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,32.0,39.0,0.0,0.0,32.0,39.0,71.0
CHAQUI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,10.0,2.0,0.0,0.0,10.0,2.0,12.0
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,21.0,18.0,0.0,0.0,21.0,18.0,39.0
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,5.0,3.0,0.0,0.0,5.0,3.0,8.0
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,38.0,26.0,0.0,0.0,38.0,26.0,64.0
CHIMORE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,47.0,7.0,0.0,0.0,47.0,7.0,54.0
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,1.0,3.0,0.0,0.0,1.0,3.0,4.0
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,30.0,44.0,0.0,0.0,30.0,44.0,74.0
CHUMA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,9.0,10.0,0.0,0.0,9.0,10.0,19.0
CLIZA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,28.0,19.0,0.0,0.0,28.0,19.0,47.0
COBIJA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,86.0,0.0,0.0,0.0,86.0,0.0,86.0
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,2143.0,14.0,0.0,0.0,2143.0,14.0,2157.0
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,124.0,0.0,0.0,0.0,124.0,0.0,124.0
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,9.0,0.0,0.0,0.0,9.0,0.0,9.0
COLLANA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
COLOMI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,31.0,4.0,0.0,0.0,31.0,4.0,35.0
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,15.0,0.0,0.0,0.0,15.0,0.0,15.0
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,26.0,91.0,0.0,0.0,26.0,91.0,117.0
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,10.0,2.0,0.0,0.0,10.0,2.0,12.0
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,47.0,19.0,0.0,0.0,47.0,19.0,66.0
COMANCHE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,2.0,8.0,0.0,0.0,2.0,8.0,10.0
COMARAPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,41.0,14.0,0.0,0.0,41.0,14.0,55.0
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,49.0,0.0,0.0,0.0,49.0,0.0,49.0
COPACABANA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,38.0,9.0,0.0,0.0,38.0,9.0,47.0
CORIPATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,30.0,14.0,0.0,0.0,30.0,14.0,44.0
CORO CORO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,2.0,16.0,0.0,0.0,2.0,16.0,18.0
COROICO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,22.0,2.0,0.0,0.0,22.0,2.0,24.0
CORQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,9.0,3.0,0.0,0.0,9.0,3.0,12.0
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,14.0,35.0,0.0,0.0,14.0,35.0,49.0
COTOCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,168.0,21.0,0.0,0.0,168.0,21.0,189.0
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,45.0,18.0,0.0,0.0,45.0,18.0,63.0
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
CUEVO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,5.0,6.0,0.0,0.0,5.0,6.0,11.0
CULPINA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,23.0,7.0,0.0,0.0,23.0,7.0,30.0
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,12.0,5.0,0.0,0.0,12.0,5.0,17.0
CURVA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,1.0,8.0,0.0,0.0,1.0,8.0,9.0
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,6.0,10.0,0.0,0.0,6.0,10.0,16.0
EL ALTO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,2291.0,6.0,0.0,0.0,2291.0,6.0,2297.0
EL CHORO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,2.0,1.0,0.0,0.0,2.0,1.0,3.0
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,29.0,6.0,0.0,0.0,29.0,6.0,35.0
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,9.0,6.0,0.0,0.0,9.0,6.0,15.0
EL TORNO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,173.0,10.0,0.0,0.0,173.0,10.0,183.0
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,8.0,5.0,0.0,0.0,8.0,5.0,13.0
ENTRE RIOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,94.0,2.0,0.0,0.0,94.0,2.0,96.0
ENTRE RIOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,19.0,17.0,0.0,0.0,19.0,17.0,36.0
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,4.0,3.0,0.0,0.0,4.0,3.0,7.0
EXALTACION,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,1.0,9.0,0.0,0.0,1.0,9.0,10.0
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,39.0,11.0,0.0,0.0,39.0,11.0,50.0
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,3.0,0.0,0.0,0.0,3.0,0.0,3.0
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,40.0,1.0,0.0,0.0,40.0,1.0,41.0
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,8.0,25.0,0.0,0.0,8.0,25.0,33.0
GUANAY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,35.0,14.0,0.0,0.0,35.0,14.0,49.0
GUAQUI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,9.0,14.0,0.0,0.0,9.0,14.0,23.0
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,115.0,66.0,0.0,0.0,115.0,66.0,181.0
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,13.0,4.0,0.0,0.0,13.0,4.0,17.0
HUACARETA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,7.0,17.0,0.0,0.0,7.0,17.0,24.0
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
HUANUNI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,67.0,71.0,0.0,0.0,67.0,71.0,138.0
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,6.0,0.0,0.0,0.0,6.0,0.0,6.0
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,4.0,5.0,0.0,0.0,4.0,5.0,9.0
ICHOCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,1.0,8.0,0.0,0.0,1.0,8.0,9.0
ICLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,4.0,14.0,0.0,0.0,4.0,14.0,18.0
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,28.0,37.0,0.0,0.0,28.0,37.0,65.0
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,9.0,38.0,0.0,0.0,9.0,38.0,47.0
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,13.0,28.0,0.0,0.0,13.0,28.0,41.0
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,23.0,5.0,0.0,0.0,23.0,5.0,28.0
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,25.0,15.0,0.0,0.0,25.0,15.0,40.0
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,98.0,23.0,0.0,0.0,98.0,23.0,121.0
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,147.0,2.0,0.0,0.0,147.0,2.0,149.0
LA PAZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,1935.0,5.0,0.0,0.0,1935.0,5.0,1940.0
LA RIVERA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,3.0,0.0,0.0,0.0,3.0,0.0,3.0
LAJA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,21.0,10.0,0.0,0.0,21.0,10.0,31.0
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,4.0,7.0,0.0,0.0,4.0,7.0,11.0
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,4.0,0.0,0.0,0.0,4.0,0.0,4.0
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,56.0,38.0,0.0,0.0,56.0,38.0,94.0
LLICA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,3.0,1.0,0.0,0.0,3.0,1.0,4.0
LORETO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,1.0,33.0,0.0,0.0,1.0,33.0,34.0
LURIBAY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,13.0,9.0,0.0,0.0,13.0,9.0,22.0
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,6.0,0.0,0.0,0.0,6.0,0.0,6.0
MACHARETI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,22.0,3.0,0.0,0.0,22.0,3.0,25.0
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,17.0,0.0,0.0,0.0,17.0,0.0,17.0
MAIRANA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,25.0,0.0,0.0,0.0,25.0,0.0,25.0
MALLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,7.0,6.0,0.0,0.0,7.0,6.0,13.0
MAPIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,24.0,7.0,0.0,0.0,24.0,7.0,31.0
MECAPACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,16.0,4.0,0.0,0.0,16.0,4.0,20.0
MINEROS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,76.0,8.0,0.0,0.0,76.0,8.0,84.0
MIZQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,33.0,38.0,0.0,0.0,33.0,38.0,71.0
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,9.0,45.0,0.0,0.0,9.0,45.0,54.0
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,6.0,6.0,0.0,0.0,6.0,6.0,12.0
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,44.0,10.0,0.0,0.0,44.0,10.0,54.0
MONTERO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,303.0,4.0,0.0,0.0,303.0,4.0,307.0
MORO MORO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,2.0,2.0,0.0,0.0,2.0,2.0,4.0
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,22.0,45.0,0.0,0.0,22.0,45.0,67.0
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,2.0,5.0,0.0,0.0,2.0,5.0,7.0
OCURI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,20.0,43.0,0.0,0.0,20.0,43.0,63.0
OKINAWA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,36.0,6.0,0.0,0.0,36.0,6.0,42.0
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,8.0,4.0,0.0,0.0,8.0,4.0,12.0
ORURO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,813.0,42.0,0.0,0.0,813.0,42.0,855.0
PADCAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,30.0,14.0,0.0,0.0,30.0,14.0,44.0
PADILLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,24.0,8.0,0.0,0.0,24.0,8.0,32.0
PAILON,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,95.0,0.0,0.0,0.0,95.0,0.0,95.0
PALCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,16.0,21.0,0.0,0.0,16.0,21.0,37.0
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,58.0,22.0,0.0,0.0,58.0,22.0,80.0
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,3.0,3.0,0.0,0.0,3.0,3.0,6.0
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,16.0,0.0,0.0,0.0,16.0,0.0,16.0
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,0.0,8.0,0.0,0.0,0.0,8.0,8.0
PASORAPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,6.0,0.0,0.0,0.0,6.0,0.0,6.0
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,41.0,0.0,0.0,0.0,41.0,0.0,41.0
PAZÑA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,6.0,8.0,0.0,0.0,6.0,8.0,14.0
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,6.0,14.0,0.0,0.0,6.0,14.0,20.0
POCOATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,9.0,42.0,0.0,0.0,9.0,42.0,51.0
POCONA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,21.0,14.0,0.0,0.0,21.0,14.0,35.0
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,19.0,8.0,0.0,0.0,19.0,8.0,27.0
POOPO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,10.0,10.0,0.0,0.0,10.0,10.0,20.0
PORCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,27.0,0.0,0.0,0.0,27.0,0.0,27.0
POROMA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,13.0,20.0,0.0,0.0,13.0,20.0,33.0
PORONGO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,16.0,16.0,0.0,0.0,16.0,16.0,32.0
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,45.0,3.0,0.0,0.0,45.0,3.0,48.0
PORVENIR,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,7.0,1.0,0.0,0.0,7.0,1.0,8.0
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,6.0,2.0,0.0,0.0,6.0,2.0,8.0
POTOSI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,403.0,5.0,0.0,0.0,403.0,5.0,408.0
PRESTO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,1.0,17.0,0.0,0.0,1.0,17.0,18.0
PUCARA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
PUCARANI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,45.0,19.0,0.0,0.0,45.0,19.0,64.0
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,7.0,24.0,0.0,0.0,7.0,24.0,31.0
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,17.0,21.0,0.0,0.0,17.0,21.0,38.0
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,10.0,13.0,0.0,0.0,10.0,13.0,23.0
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,0.0,8.0,0.0,0.0,0.0,8.0,8.0
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,61.0,0.0,0.0,0.0,61.0,0.0,61.0
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,7.0,2.0,0.0,0.0,7.0,2.0,9.0
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,31.0,0.0,0.0,0.0,31.0,0.0,31.0
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,155.0,10.0,0.0,0.0,155.0,10.0,165.0
PUNA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,29.0,54.0,0.0,0.0,29.0,54.0,83.0
PUNATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,98.0,1.0,0.0,0.0,98.0,1.0,99.0
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,0.0,11.0,0.0,0.0,0.0,11.0,11.0
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,324.0,5.0,0.0,0.0,324.0,5.0,329.0
QUIME,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,16.0,19.0,0.0,0.0,16.0,19.0,35.0
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,3.0,1.0,0.0,0.0,3.0,1.0,4.0
RAVELO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,21.0,38.0,0.0,0.0,21.0,38.0,59.0
REYES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,23.0,0.0,0.0,0.0,23.0,0.0,23.0
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,124.0,15.0,0.0,0.0,124.0,15.0,139.0
ROBORE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,5.0,1.0,0.0,0.0,5.0,1.0,6.0
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,50.0,10.0,0.0,0.0,50.0,10.0,60.0
SABAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,5.0,2.0,0.0,0.0,5.0,2.0,7.0
SACABA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,181.0,19.0,0.0,0.0,181.0,19.0,200.0
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,7.0,3.0,0.0,0.0,7.0,3.0,10.0
SACACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,14.0,46.0,0.0,0.0,14.0,46.0,60.0
SAIPINA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,9.0,12.0,0.0,0.0,9.0,12.0,21.0
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,14.0,10.0,0.0,0.0,14.0,10.0,24.0
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,6.0,2.0,0.0,0.0,6.0,2.0,8.0
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,4.0,0.0,0.0,0.0,4.0,0.0,4.0
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,23.0,14.0,0.0,0.0,23.0,14.0,37.0
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,7.0,5.0,0.0,0.0,7.0,5.0,12.0
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,5.0,0.0,0.0,0.0,5.0,0.0,5.0
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,6.0,7.0,0.0,0.0,6.0,7.0,13.0
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,24.0,2.0,0.0,0.0,24.0,2.0,26.0
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,111.0,21.0,0.0,0.0,111.0,21.0,132.0
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,18.0,17.0,0.0,0.0,18.0,17.0,35.0
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,50.0,0.0,0.0,0.0,50.0,0.0,50.0
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,42.0,17.0,0.0,0.0,42.0,17.0,59.0
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,173.0,58.0,0.0,0.0,173.0,58.0,231.0
