,group,variable,month,ANTIROTAVIRUS 2RA. DOSIS,ANTIROTAVIRUS 2RA. DOSIS,ANTIROTAVIRUS 2RA. DOSIS,ANTIROTAVIRUS 2RA. DOSIS,TOTALES,TOTALES,TOTALES
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,2.0,4.0,0.0,0.0,2.0,4.0,6.0
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,10.0,11.0,0.0,0.0,10.0,11.0,21.0
CHUMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,5.0,13.0,0.0,0.0,5.0,13.0,18.0
CLIZA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,21.0,10.0,0.0,0.0,21.0,10.0,31.0
COBIJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,123.0,11.0,0.0,0.0,123.0,11.0,134.0
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,1565.0,6.0,0.0,0.0,1565.0,6.0,1571.0
COIPASA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,73.0,0.0,0.0,0.0,73.0,0.0,73.0
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,28.0,1.0,0.0,0.0,28.0,1.0,29.0
COLLANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,3.0,0.0,0.0,0.0,3.0,0.0,3.0
COLOMI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,31.0,7.0,0.0,0.0,31.0,7.0,38.0
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,14.0,1.0,0.0,0.0,14.0,1.0,15.0
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,11.0,57.0,0.0,0.0,11.0,57.0,68.0
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,7.0,5.0,0.0,0.0,7.0,5.0,12.0
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,2.0,4.0,0.0,0.0,2.0,4.0,6.0
COMANCHE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,5.0,1.0,0.0,0.0,5.0,1.0,6.0
COMARAPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,23.0,6.0,0.0,0.0,23.0,6.0,29.0
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,37.0,0.0,0.0,0.0,37.0,0.0,37.0
COPACABANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,4.0,12.0,0.0,0.0,4.0,12.0,16.0
CORIPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,10.0,0.0,0.0,0.0,10.0,0.0,10.0
CORO CORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,3.0,9.0,0.0,0.0,3.0,9.0,12.0
COROICO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,15.0,5.0,0.0,0.0,15.0,5.0,20.0
CORQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,7.0,6.0,0.0,0.0,7.0,6.0,13.0
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,11.0,31.0,0.0,0.0,11.0,31.0,42.0
COTOCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,105.0,13.0,0.0,0.0,105.0,13.0,118.0
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,25.0,11.0,0.0,0.0,25.0,11.0,36.0
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
CUEVO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,7.0,4.0,0.0,0.0,7.0,4.0,11.0
CULPINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,13.0,8.0,0.0,0.0,13.0,8.0,21.0
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,7.0,12.0,0.0,0.0,7.0,12.0,19.0
CURVA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,1.0,3.0,0.0,0.0,1.0,3.0,4.0
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
EL ALTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,885.0,6.0,0.0,0.0,885.0,6.0,891.0
EL CHORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,4.0,6.0,0.0,0.0,4.0,6.0,10.0
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,21.0,3.0,0.0,0.0,21.0,3.0,24.0
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,9.0,11.0,0.0,0.0,9.0,11.0,20.0
EL TORNO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,131.0,7.0,0.0,0.0,131.0,7.0,138.0
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,9.0,5.0,0.0,0.0,9.0,5.0,14.0
ENTRE RIOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,51.0,9.0,0.0,0.0,51.0,9.0,60.0
ENTRE RIOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,32.0,18.0,0.0,0.0,32.0,18.0,50.0
ESCARA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,11.0,6.0,0.0,0.0,11.0,6.0,17.0
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
EXALTACION,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,3.0,0.0,0.0,0.0,3.0,0.0,3.0
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,34.0,11.0,0.0,0.0,34.0,11.0,45.0
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,49.0,0.0,0.0,0.0,49.0,0.0,49.0
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,5.0,11.0,0.0,0.0,5.0,11.0,16.0
GUANAY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,9.0,4.0,0.0,0.0,9.0,4.0,13.0
GUAQUI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,3.0,6.0,0.0,0.0,3.0,6.0,9.0
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,42.0,16.0,0.0,0.0,42.0,16.0,58.0
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,10.0,4.0,0.0,0.0,10.0,4.0,14.0
HUACARETA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,8.0,3.0,0.0,0.0,8.0,3.0,11.0
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,7.0,7.0,0.0,0.0,7.0,7.0,14.0
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
HUANUNI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,56.0,25.0,0.0,0.0,56.0,25.0,81.0
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,13.0,1.0,0.0,0.0,13.0,1.0,14.0
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,2.0,4.0,0.0,0.0,2.0,4.0,6.0
ICHOCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
ICLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,7.0,10.0,0.0,0.0,7.0,10.0,17.0
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,18.0,46.0,0.0,0.0,18.0,46.0,64.0
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,0.0,6.0,0.0,0.0,0.0,6.0,6.0
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,8.0,10.0,0.0,0.0,8.0,10.0,18.0
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,5.0,11.0,0.0,0.0,5.0,11.0,16.0
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,3.0,0.0,0.0,0.0,3.0,0.0,3.0
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,17.0,9.0,0.0,0.0,17.0,9.0,26.0
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,29.0,6.0,0.0,0.0,29.0,6.0,35.0
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,132.0,4.0,0.0,0.0,132.0,4.0,136.0
LA PAZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,1266.0,14.0,0.0,0.0,1266.0,14.0,1280.0
LA RIVERA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,9.0,11.0,0.0,0.0,9.0,11.0,20.0
LAJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,10.0,12.0,0.0,0.0,10.0,12.0,22.0
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,5.0,2.0,0.0,0.0,5.0,2.0,7.0
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,4.0,0.0,0.0,0.0,4.0,0.0,4.0
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,40.0,26.0,0.0,0.0,40.0,26.0,66.0
LLICA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,7.0,0.0,0.0,0.0,7.0,0.0,7.0
LORETO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
LURIBAY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,10.0,0.0,0.0,0.0,10.0,0.0,10.0
MACHARETI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,16.0,5.0,0.0,0.0,16.0,5.0,21.0
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,25.0,6.0,0.0,0.0,25.0,6.0,31.0
MAIRANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,21.0,0.0,0.0,0.0,21.0,0.0,21.0
MALLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,3.0,4.0,0.0,0.0,3.0,4.0,7.0
MAPIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,9.0,15.0,0.0,0.0,9.0,15.0,24.0
MECAPACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,9.0,2.0,0.0,0.0,9.0,2.0,11.0
MINEROS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,49.0,0.0,0.0,0.0,49.0,0.0,49.0
MIZQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,15.0,39.0,0.0,0.0,15.0,39.0,54.0
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,1.0,9.0,0.0,0.0,1.0,9.0,10.0
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,10.0,5.0,0.0,0.0,10.0,5.0,15.0
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,60.0,16.0,0.0,0.0,60.0,16.0,76.0
MONTERO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,191.0,6.0,0.0,0.0,191.0,6.0,197.0
MORO MORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,2.0,1.0,0.0,0.0,2.0,1.0,3.0
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,9.0,33.0,0.0,0.0,9.0,33.0,42.0
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,0.0,10.0,0.0,0.0,0.0,10.0,10.0
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
OCURI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,13.0,36.0,0.0,0.0,13.0,36.0,49.0
OKINAWA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,31.0,3.0,0.0,0.0,31.0,3.0,34.0
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,7.0,10.0,0.0,0.0,7.0,10.0,17.0
ORURO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,470.0,50.0,0.0,0.0,470.0,50.0,520.0
PADCAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,19.0,19.0,0.0,0.0,19.0,19.0,38.0
PADILLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,6.0,2.0,0.0,0.0,6.0,2.0,8.0
PAILON,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,52.0,1.0,0.0,0.0,52.0,1.0,53.0
PALCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,6.0,14.0,0.0,0.0,6.0,14.0,20.0
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,38.0,17.0,0.0,0.0,38.0,17.0,55.0
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,5.0,0.0,0.0,0.0,5.0,0.0,5.0
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,9.0,5.0,0.0,0.0,9.0,5.0,14.0
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
PASORAPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,7.0,5.0,0.0,0.0,7.0,5.0,12.0
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,6.0,3.0,0.0,0.0,6.0,3.0,9.0
PAZÑA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,11.0,4.0,0.0,0.0,11.0,4.0,15.0
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,4.0,9.0,0.0,0.0,4.0,9.0,13.0
POCOATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,14.0,33.0,0.0,0.0,14.0,33.0,47.0
POCONA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,16.0,13.0,0.0,0.0,16.0,13.0,29.0
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,15.0,3.0,0.0,0.0,15.0,3.0,18.0
POOPO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,11.0,6.0,0.0,0.0,11.0,6.0,17.0
PORCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,23.0,0.0,0.0,0.0,23.0,0.0,23.0
POROMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,9.0,13.0,0.0,0.0,9.0,13.0,22.0
PORONGO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,12.0,14.0,0.0,0.0,12.0,14.0,26.0
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,31.0,0.0,0.0,0.0,31.0,0.0,31.0
PORVENIR,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,20.0,2.0,0.0,0.0,20.0,2.0,22.0
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,3.0,2.0,0.0,0.0,3.0,2.0,5.0
POTOSI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,199.0,7.0,0.0,0.0,199.0,7.0,206.0
PRESTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,2.0,5.0,0.0,0.0,2.0,5.0,7.0
PUCARA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,1.0,4.0,0.0,0.0,1.0,4.0,5.0
PUCARANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,19.0,4.0,0.0,0.0,19.0,4.0,23.0
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,2.0,11.0,0.0,0.0,2.0,11.0,13.0
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,5.0,8.0,0.0,0.0,5.0,8.0,13.0
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,45.0,10.0,0.0,0.0,45.0,10.0,55.0
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,12.0,4.0,0.0,0.0,12.0,4.0,16.0
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,31.0,2.0,0.0,0.0,31.0,2.0,33.0
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,112.0,6.0,0.0,0.0,112.0,6.0,118.0
PUNA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,21.0,37.0,0.0,0.0,21.0,37.0,58.0
PUNATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,43.0,2.0,0.0,0.0,43.0,2.0,45.0
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,203.0,4.0,0.0,0.0,203.0,4.0,207.0
QUIME,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,6.0,1.0,0.0,0.0,6.0,1.0,7.0
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,5.0,0.0,0.0,0.0,5.0,0.0,5.0
RAVELO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,5.0,27.0,0.0,0.0,5.0,27.0,32.0
REYES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,25.0,0.0,0.0,0.0,25.0,0.0,25.0
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,0.0,10.0,0.0,0.0,0.0,10.0,10.0
ROBORE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,32.0,0.0,0.0,0.0,32.0,0.0,32.0
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,23.0,6.0,0.0,0.0,23.0,6.0,29.0
SABAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,3.0,1.0,0.0,0.0,3.0,1.0,4.0
SACABA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,162.0,24.0,0.0,0.0,162.0,24.0,186.0
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,4.0,7.0,0.0,0.0,4.0,7.0,11.0
SACACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,9.0,27.0,0.0,0.0,9.0,27.0,36.0
SAIPINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,4.0,9.0,0.0,0.0,4.0,9.0,13.0
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,14.0,8.0,0.0,0.0,14.0,8.0,22.0
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,20.0,16.0,0.0,0.0,20.0,16.0,36.0
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,9.0,8.0,0.0,0.0,9.0,8.0,17.0
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,6.0,5.0,0.0,0.0,6.0,5.0,11.0
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,7.0,8.0,0.0,0.0,7.0,8.0,15.0
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,13.0,0.0,0.0,0.0,13.0,0.0,13.0
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,35.0,8.0,0.0,0.0,35.0,8.0,43.0
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,8.0,6.0,0.0,0.0,8.0,6.0,14.0
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,57.0,0.0,0.0,0.0,57.0,0.0,57.0
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,45.0,13.0,0.0,0.0,45.0,13.0,58.0
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,116.0,28.0,0.0,0.0,116.0,28.0,144.0
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,2.0,3.0,0.0,0.0,2.0,3.0,5.0
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,47.0,5.0,0.0,0.0,47.0,5.0,52.0
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,8.0,5.0,0.0,0.0,8.0,5.0,13.0
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,46.0,0.0,0.0,0.0,46.0,0.0,46.0
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,20.0,0.0,0.0,0.0,20.0,0.0,20.0
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,39.0,50.0,0.0,0.0,39.0,50.0,89.0
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,2.0,5.0,0.0,0.0,2.0,5.0,7.0
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,21.0,15.0,0.0,0.0,21.0,15.0,36.0
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,33.0,45.0,0.0,0.0,33.0,45.0,78.0
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,26.0,0.0,0.0,0.0,26.0,0.0,26.0
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,52.0,7.0,0.0,0.0,52.0,7.0,59.0
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,4.0,0.0,0.0,0.0,4.0,0.0,4.0
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,39.0,0.0,0.0,0.0,39.0,0.0,39.0
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,7.0,34.0,0.0,0.0,7.0,34.0,41.0
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,2.0,3.0,0.0,0.0,2.0,3.0,5.0
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,2.0,7.0,0.0,0.0,2.0,7.0,9.0
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,17.0,0.0,0.0,0.0,17.0,0.0,17.0
SAN RAMON,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,27.0,0.0,0.0,0.0,27.0,0.0,27.0
SAN RAMON,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,7.0,0.0,0.0,0.0,7.0,0.0,7.0
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,32.0,23.0,0.0,0.0,32.0,23.0,55.0
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,1908.0,50.0,0.0,0.0,1908.0,50.0,1958.0
