,group,variable,month,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,TOTALES,TOTALES,TOTALES
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,2,2,0,0,2,2,4
POTOSI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,370,39,0,0,370,39,409
PRESTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,4,17,0,0,4,17,21
PUCARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,2,2,0,0,2,2,4
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,22,27,0,0,22,27,49
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,11,23,0,0,11,23,34
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,3,30,0,0,3,30,33
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,2,6,0,0,2,6,8
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,0,11,0,0,0,11,11
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,30,28,0,0,30,28,58
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,9,2,0,0,9,2,11
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,4,2,0,0,4,2,6
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,37,12,0,0,37,12,49
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,96,27,0,0,96,27,123
PUNA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,17,56,0,0,17,56,73
PUNATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,47,3,0,0,47,3,50
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,5,6,0,0,5,6,11
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,193,56,0,0,193,56,249
QUIME,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,1,17,0,0,1,17,18
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,2,0,0,0,2,0,2
RAVELO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,7,41,0,0,7,41,48
REYES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,17,28,0,0,17,28,45
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,239,59,0,0,239,59,298
ROBORE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,26,4,0,0,26,4,30
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,32,10,0,0,32,10,42
SABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,6,2,0,0,6,2,8
SACABA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,151,63,0,0,151,63,214
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,3,9,0,0,3,9,12
SACACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,6,45,0,0,6,45,51
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,8,11,0,0,8,11,19
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,7,8,0,0,7,8,15
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,10,5,0,0,10,5,15
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,4,0,0,0,4,0,4
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,17,13,0,0,17,13,30
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,1,4,0,0,1,4,5
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,4,8,0,0,4,8,12
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,7,8,0,0,7,8,15
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,7,2,0,0,7,2,9
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,64,42,0,0,64,42,106
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,18,10,0,0,18,10,28
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,43,5,0,0,43,5,48
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,39,36,0,0,39,36,75
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,123,40,0,0,123,40,163
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,10,1,0,0,10,1,11
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,33,5,0,0,33,5,38
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,6,8,0,0,6,8,14
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,29,2,0,0,29,2,31
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,18,8,0,0,18,8,26
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,60,24,0,0,60,24,84
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,4,5,0,0,4,5,9
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,16,17,0,0,16,17,33
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,32,42,0,0,32,42,74
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,30,10,0,0,30,10,40
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,17,1,0,0,17,1,18
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,2,2,0,0,2,2,4
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,31,2,0,0,31,2,33
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,23,61,0,0,23,61,84
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,1,9,0,0,1,9,10
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,0,2,0,0,0,2,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,3,4,0,0,3,4,7
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,1,7,0,0,1,7,8
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,8,6,0,0,8,6,14
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,19,0,0,0,19,0,19
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,4,4,0,0,4,4,8
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,40,23,0,0,40,23,63
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,2645,130,0,0,2645,130,2775
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,18,10,0,0,18,10,28
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,23,8,0,0,23,8,31
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,4,3,0,0,4,3,7
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,3,9,0,0,3,9,12
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,2,4,0,0,2,4,6
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,4,1,0,0,4,1,5
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,3,1,0,0,3,1,4
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,0,6,0,0,0,6,6
SENA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,2,5,0,0,2,5,7
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,7,37,0,0,7,37,44
SICAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,0,3,0,0,0,3,3
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,61,23,0,0,61,23,84
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,1,8,0,0,1,8,9
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,5,14,0,0,5,14,19
SORATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,13,41,0,0,13,41,54
SUCRE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,402,49,0,0,402,49,451
TACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,3,0,0,0,3,0,3
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,7,5,0,0,7,5,12
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,8,7,0,0,8,7,15
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,7,8,0,0,7,8,15
TAHUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,2,4,0,0,2,4,6
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,30,40,0,0,30,40,70
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,17,16,0,0,17,16,33
TARACO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,5,2,0,0,5,2,7
TARATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,15,1,0,0,15,1,16
TARIJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,285,27,0,0,285,27,312
TARVITA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,17,16,0,0,17,16,33
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,2,21,0,0,2,21,23
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,8,15,0,0,8,15,23
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,12,49,0,0,12,49,61
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,14,2,0,0,14,2,16
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,84,10,0,0,84,10,94
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,85,20,0,0,85,20,105
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,3,0,0,0,3,0,3
TOCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,3,5,0,0,3,5,8
TODOS SANTOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,0,1,0,0,0,1,1
TOLATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,6,3,0,0,6,3,9
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,5,3,0,0,5,3,8
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,2,15,0,0,2,15,17
TOMINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,10,3,0,0,10,3,13
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,5,22,0,0,5,22,27
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,28,10,0,0,28,10,38
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,4,4,0,0,4,4,8
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,2,1,0,0,2,1,3
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,304,6,0,0,304,6,310
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,66,24,0,0,66,24,90
TURCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,4,2,0,0,4,2,6
UMALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,0,23,0,0,0,23,23
UNCIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,34,30,0,0,34,30,64
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,13,7,0,0,13,7,20
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,15,0,0,0,15,0,15
UYUNI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,23,17,0,0,23,17,40
VACAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,2,9,0,0,2,9,11
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,26,3,0,0,26,3,29
VIACHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,68,41,0,0,68,41,109
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,3,6,0,0,3,6,9
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,70,27,0,0,70,27,97
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,0,2,0,0,0,2,2
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,5,2,0,0,5,2,7
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,8,10,0,0,8,10,18
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,123,50,0,0,123,50,173
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,11,6,0,0,11,6,17
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,67,6,0,0,67,6,73
VINTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,59,16,0,0,59,16,75
VITICHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,13,10,0,0,13,10,23
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,2,3,0,0,2,3,5
WARNES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,123,30,0,0,123,30,153
YACO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,2,17,0,0,2,17,19
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,136,42,0,0,136,42,178
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,5,3,0,0,5,3,8
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,4,3,0,0,4,3,7
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,56,18,0,0,56,18,74
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,1,9,0,0,1,9,10
YOTALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,6,4,0,0,6,4,10
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,2,6,0,0,2,6,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-06-01,12,3,0,0,12,3,15
ACACIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,1,4,0,0,1,4,5
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,33,87,0,0,33,87,120
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,8,29,0,0,8,29,37
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,36,16,0,0,36,16,52
ALALAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,1,2,0,0,1,2,3
ALCALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,3,0,0,0,3,0,3
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,25,0,0,2,25,27
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,4,0,0,2,4,6
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,10,4,0,0,10,4,14
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,8,8,0,0,8,8,16
APOLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,18,21,0,0,18,21,39
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,1,12,0,0,1,12,13
ARANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,7,2,0,0,7,2,9
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,4,10,0,0,4,10,14
ARQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,13,5,0,0,13,5,18
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,39,16,0,0,39,16,55
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,12,4,0,0,12,4,16
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,2,0,0,2,2,4
AYATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,10,12,0,0,10,12,22
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,4,11,0,0,4,11,15
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,28,17,0,0,28,17,45
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,7,12,0,0,7,12,19
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,22,18,0,0,22,18,40
BAURES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,13,1,0,0,13,1,14
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,3,0,0,2,3,5
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,0,5,0,0,0,5,5
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,55,19,0,0,55,19,74
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,18,29,0,0,18,29,47
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,6,13,0,0,6,13,19
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,0,2,0,0,0,2,2
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,8,2,0,0,8,2,10
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,11,9,0,0,11,9,20
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,43,3,0,0,43,3,46
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,10,0,0,2,10,12
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,20,0,0,2,20,22
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,16,5,0,0,16,5,21
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,1,7,0,0,1,7,8
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,6,14,0,0,6,14,20
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,17,10,0,0,17,10,27
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,3,1,0,0,3,1,4
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,68,7,0,0,68,7,75
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,27,17,0,0,27,17,44
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,10,0,0,2,10,12
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,19,17,0,0,19,17,36
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,72,61,0,0,72,61,133
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,16,7,0,0,16,7,23
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,3,14,0,0,3,14,17
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,3,0,0,2,3,5
CATACORA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,30,19,0,0,30,19,49
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,10,5,0,0,10,5,15
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,24,42,0,0,24,42,66
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,0,4,0,0,0,4,4
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,12,24,0,0,12,24,36
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,36,7,0,0,36,7,43
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,1,0,0,2,1,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,19,10,0,0,19,10,29
CHUMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,4,20,0,0,4,20,24
CLIZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,19,9,0,0,19,9,28
COBIJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,74,25,0,0,74,25,99
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,1240,61,0,0,1240,61,1301
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,97,59,0,0,97,59,156
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,13,6,0,0,13,6,19
COLLANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,1,1,0,0,1,1,2
COLOMI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,24,25,0,0,24,25,49
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,7,6,0,0,7,6,13
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,20,89,0,0,20,89,109
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,4,8,0,0,4,8,12
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,18,31,0,0,18,31,49
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,4,3,0,0,4,3,7
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,19,7,0,0,19,7,26
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,0,3,0,0,0,3,3
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,39,9,0,0,39,9,48
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,6,16,0,0,6,16,22
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,13,11,0,0,13,11,24
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,5,12,0,0,5,12,17
COROICO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,11,14,0,0,11,14,25
CORQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,4,8,0,0,4,8,12
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,15,40,0,0,15,40,55
COTOCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,116,22,0,0,116,22,138
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,31,10,0,0,31,10,41
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,1,0,0,2,1,3
CUEVO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,4,0,0,2,4,6
CULPINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,21,15,0,0,21,15,36
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,10,1,0,0,10,1,11
CURVA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,0,9,0,0,0,9,9
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,5,8,0,0,5,8,13
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,1572,125,0,0,1572,125,1697
