,group,variable,month,BCG,BCG,BCG,BCG,TOTALES,TOTALES,TOTALES
BATALLAS,vacunaciones en menores de 1 ano,bcg,2008-07-01,29,9,0,0,29,9,38
BAURES,vacunaciones en menores de 1 ano,bcg,2008-07-01,6,0,0,0,6,0,6
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2008-07-01,3,2,0,0,3,2,5
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,3,0,0,0,3,3
BERMEJO,vacunaciones en menores de 1 ano,bcg,2008-07-01,60,12,0,0,60,12,72
BETANZOS,vacunaciones en menores de 1 ano,bcg,2008-07-01,21,8,0,0,21,8,29
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2008-07-01,3,2,0,0,3,2,5
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,3,0,0,0,3,3
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2008-07-01,11,11,0,0,11,11,22
CABEZAS,vacunaciones en menores de 1 ano,bcg,2008-07-01,47,4,0,0,47,4,51
CAIROMA,vacunaciones en menores de 1 ano,bcg,2008-07-01,1,11,0,0,1,11,12
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2008-07-01,0,16,0,0,0,16,16
CAJUATA,vacunaciones en menores de 1 ano,bcg,2008-07-01,14,12,0,0,14,12,26
CALACOTO,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,11,0,0,0,11,11
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2008-07-01,3,23,0,0,3,23,26
CAMARGO,vacunaciones en menores de 1 ano,bcg,2008-07-01,20,4,0,0,20,4,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2008-07-01,0,1,0,0,0,1,1
CAMIRI,vacunaciones en menores de 1 ano,bcg,2008-07-01,79,12,0,0,79,12,91
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2008-07-01,25,8,0,0,25,8,33
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,9,0,0,0,9,9
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2008-07-01,13,19,0,0,13,19,32
CARANAVI,vacunaciones en menores de 1 ano,bcg,2008-07-01,173,90,0,0,173,90,263
CARAPARI,vacunaciones en menores de 1 ano,bcg,2008-07-01,7,1,0,0,7,1,8
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2008-07-01,3,18,0,0,3,18,21
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,6,0,0,0,6,6
CATACORA,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,2,0,0,0,2,2
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2008-07-01,30,15,0,0,30,15,45
CHAQUI,vacunaciones en menores de 1 ano,bcg,2008-07-01,10,8,0,0,10,8,18
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2008-07-01,26,66,0,0,26,66,92
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,4,0,0,0,4,4
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2008-07-01,14,15,0,0,14,15,29
CHIMORE,vacunaciones en menores de 1 ano,bcg,2008-07-01,29,3,0,0,29,3,32
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2008-07-01,1,1,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2008-07-01,24,7,0,0,24,7,31
CHUMA,vacunaciones en menores de 1 ano,bcg,2008-07-01,4,16,0,0,4,16,20
CLIZA,vacunaciones en menores de 1 ano,bcg,2008-07-01,26,18,0,0,26,18,44
COBIJA,vacunaciones en menores de 1 ano,bcg,2008-07-01,84,2,0,0,84,2,86
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2008-07-01,1362,49,0,0,1362,49,1411
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2008-07-01,78,0,0,0,78,0,78
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2008-07-01,7,0,0,0,7,0,7
COLLANA,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,4,0,0,0,4,4
COLOMI,vacunaciones en menores de 1 ano,bcg,2008-07-01,22,9,0,0,22,9,31
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2008-07-01,5,5,0,0,5,5,10
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2008-07-01,24,75,0,0,24,75,99
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2008-07-01,4,8,0,0,4,8,12
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2008-07-01,19,34,0,0,19,34,53
COMANCHE,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,6,0,0,0,6,6
COMARAPA,vacunaciones en menores de 1 ano,bcg,2008-07-01,54,15,0,0,54,15,69
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2008-07-01,37,8,0,0,37,8,45
COPACABANA,vacunaciones en menores de 1 ano,bcg,2008-07-01,18,7,0,0,18,7,25
CORIPATA,vacunaciones en menores de 1 ano,bcg,2008-07-01,16,12,0,0,16,12,28
CORO CORO,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,14,0,0,0,14,14
COROICO,vacunaciones en menores de 1 ano,bcg,2008-07-01,22,11,0,0,22,11,33
CORQUE,vacunaciones en menores de 1 ano,bcg,2008-07-01,1,9,0,0,1,9,10
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2008-07-01,3,44,0,0,3,44,47
COTOCA,vacunaciones en menores de 1 ano,bcg,2008-07-01,83,14,0,0,83,14,97
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2008-07-01,13,0,0,0,13,0,13
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2008-07-01,0,2,0,0,0,2,2
CUEVO,vacunaciones en menores de 1 ano,bcg,2008-07-01,2,1,0,0,2,1,3
CULPINA,vacunaciones en menores de 1 ano,bcg,2008-07-01,25,29,0,0,25,29,54
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2008-07-01,9,9,0,0,9,9,18
CURVA,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,14,0,0,0,14,14
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2008-07-01,2,11,0,0,2,11,13
EL ALTO,vacunaciones en menores de 1 ano,bcg,2008-07-01,1739,21,0,0,1739,21,1760
EL CHORO,vacunaciones en menores de 1 ano,bcg,2008-07-01,3,4,0,0,3,4,7
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2008-07-01,27,4,0,0,27,4,31
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2008-07-01,5,5,0,0,5,5,10
EL TORNO,vacunaciones en menores de 1 ano,bcg,2008-07-01,89,6,0,0,89,6,95
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2008-07-01,6,2,0,0,6,2,8
ENTRE RIOS,vacunaciones en menores de 1 ano,bcg,2008-07-01,33,17,0,0,33,17,50
ENTRE RIOS,vacunaciones en menores de 1 ano,bcg,2008-07-01,20,14,0,0,20,14,34
ESMERALDA,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,1,0,0,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2008-07-01,9,5,0,0,9,5,14
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2008-07-01,1,1,0,0,1,1,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2008-07-01,19,12,0,0,19,12,31
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2008-07-01,3,7,0,0,3,7,10
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2008-07-01,30,8,0,0,30,8,38
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2008-07-01,9,37,0,0,9,37,46
GUANAY,vacunaciones en menores de 1 ano,bcg,2008-07-01,16,6,0,0,16,6,22
GUAQUI,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,6,0,0,0,6,6
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2008-07-01,100,13,0,0,100,13,113
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2008-07-01,11,11,0,0,11,11,22
HUACARETA,vacunaciones en menores de 1 ano,bcg,2008-07-01,9,5,0,0,9,5,14
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2008-07-01,1,4,0,0,1,4,5
HUANUNI,vacunaciones en menores de 1 ano,bcg,2008-07-01,50,1,0,0,50,1,51
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2008-07-01,1,2,0,0,1,2,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2008-07-01,6,1,0,0,6,1,7
ICHOCA,vacunaciones en menores de 1 ano,bcg,2008-07-01,1,9,0,0,1,9,10
ICLA,vacunaciones en menores de 1 ano,bcg,2008-07-01,8,14,0,0,8,14,22
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2008-07-01,21,44,0,0,21,44,65
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,bcg,2008-07-01,1,0,0,0,1,0,1
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2008-07-01,4,34,0,0,4,34,38
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2008-07-01,1,13,0,0,1,13,14
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2008-07-01,3,3,0,0,3,3,6
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2008-07-01,3,0,0,0,3,0,3
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2008-07-01,104,42,0,0,104,42,146
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2008-07-01,81,4,0,0,81,4,85
LA PAZ,vacunaciones en menores de 1 ano,bcg,2008-07-01,1842,3,0,0,1842,3,1845
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2008-07-01,4,2,0,0,4,2,6
LAJA,vacunaciones en menores de 1 ano,bcg,2008-07-01,2,18,0,0,2,18,20
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2008-07-01,2,3,0,0,2,3,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2008-07-01,1,3,0,0,1,3,4
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2008-07-01,21,76,0,0,21,76,97
LLICA,vacunaciones en menores de 1 ano,bcg,2008-07-01,5,4,0,0,5,4,9
LORETO,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,3,0,0,0,3,3
LURIBAY,vacunaciones en menores de 1 ano,bcg,2008-07-01,8,15,0,0,8,15,23
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2008-07-01,5,1,0,0,5,1,6
MACHARETI,vacunaciones en menores de 1 ano,bcg,2008-07-01,8,0,0,0,8,0,8
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2008-07-01,3,10,0,0,3,10,13
MAIRANA,vacunaciones en menores de 1 ano,bcg,2008-07-01,25,0,0,0,25,0,25
MALLA,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,2,0,0,0,2,2
MAPIRI,vacunaciones en menores de 1 ano,bcg,2008-07-01,13,9,0,0,13,9,22
MECAPACA,vacunaciones en menores de 1 ano,bcg,2008-07-01,4,12,0,0,4,12,16
MINEROS,vacunaciones en menores de 1 ano,bcg,2008-07-01,59,4,0,0,59,4,63
MIZQUE,vacunaciones en menores de 1 ano,bcg,2008-07-01,34,25,0,0,34,25,59
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2008-07-01,3,17,0,0,3,17,20
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2008-07-01,3,8,0,0,3,8,11
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2008-07-01,32,17,0,0,32,17,49
MONTERO,vacunaciones en menores de 1 ano,bcg,2008-07-01,371,0,0,0,371,0,371
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2008-07-01,15,45,0,0,15,45,60
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2008-07-01,0,1,0,0,0,1,1
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,6,0,0,0,6,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2008-07-01,3,1,0,0,3,1,4
OCURI,vacunaciones en menores de 1 ano,bcg,2008-07-01,15,22,0,0,15,22,37
OKINAWA,vacunaciones en menores de 1 ano,bcg,2008-07-01,41,6,0,0,41,6,47
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2008-07-01,5,4,0,0,5,4,9
ORURO,vacunaciones en menores de 1 ano,bcg,2008-07-01,734,1,0,0,734,1,735
PADCAYA,vacunaciones en menores de 1 ano,bcg,2008-07-01,12,5,0,0,12,5,17
PADILLA,vacunaciones en menores de 1 ano,bcg,2008-07-01,25,1,0,0,25,1,26
PAILON,vacunaciones en menores de 1 ano,bcg,2008-07-01,27,2,0,0,27,2,29
PALCA,vacunaciones en menores de 1 ano,bcg,2008-07-01,3,20,0,0,3,20,23
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2008-07-01,45,17,0,0,45,17,62
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2008-07-01,2,4,0,0,2,4,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2008-07-01,22,7,0,0,22,7,29
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,3,0,0,0,3,3
PASORAPA,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,2,0,0,0,2,2
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2008-07-01,42,7,0,0,42,7,49
PAZÑA,vacunaciones en menores de 1 ano,bcg,2008-07-01,6,4,0,0,6,4,10
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2008-07-01,9,19,0,0,9,19,28
POCOATA,vacunaciones en menores de 1 ano,bcg,2008-07-01,4,55,0,0,4,55,59
POCONA,vacunaciones en menores de 1 ano,bcg,2008-07-01,10,6,0,0,10,6,16
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2008-07-01,12,12,0,0,12,12,24
POOPO,vacunaciones en menores de 1 ano,bcg,2008-07-01,4,1,0,0,4,1,5
PORCO,vacunaciones en menores de 1 ano,bcg,2008-07-01,34,1,0,0,34,1,35
POROMA,vacunaciones en menores de 1 ano,bcg,2008-07-01,7,21,0,0,7,21,28
PORONGO,vacunaciones en menores de 1 ano,bcg,2008-07-01,14,7,0,0,14,7,21
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2008-07-01,33,3,0,0,33,3,36
PORVENIR,vacunaciones en menores de 1 ano,bcg,2008-07-01,5,4,0,0,5,4,9
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2008-07-01,5,1,0,0,5,1,6
POTOSI,vacunaciones en menores de 1 ano,bcg,2008-07-01,621,34,0,0,621,34,655
PRESTO,vacunaciones en menores de 1 ano,bcg,2008-07-01,5,8,0,0,5,8,13
PUCARA,vacunaciones en menores de 1 ano,bcg,2008-07-01,1,1,0,0,1,1,2
PUCARANI,vacunaciones en menores de 1 ano,bcg,2008-07-01,32,35,0,0,32,35,67
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2008-07-01,9,38,0,0,9,38,47
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2008-07-01,3,22,0,0,3,22,25
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2008-07-01,1,6,0,0,1,6,7
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,3,0,0,0,3,3
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2008-07-01,25,14,0,0,25,14,39
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2008-07-01,4,1,0,0,4,1,5
PUERTO SILES,vacunaciones en menores de 1 ano,bcg,2008-07-01,1,1,0,0,1,1,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2008-07-01,49,6,0,0,49,6,55
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2008-07-01,108,15,0,0,108,15,123
PUNA,vacunaciones en menores de 1 ano,bcg,2008-07-01,23,51,0,0,23,51,74
PUNATA,vacunaciones en menores de 1 ano,bcg,2008-07-01,76,2,0,0,76,2,78
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2008-07-01,1,12,0,0,1,12,13
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2008-07-01,190,6,0,0,190,6,196
QUIME,vacunaciones en menores de 1 ano,bcg,2008-07-01,2,6,0,0,2,6,8
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2008-07-01,1,2,0,0,1,2,3
RAVELO,vacunaciones en menores de 1 ano,bcg,2008-07-01,20,37,0,0,20,37,57
REYES,vacunaciones en menores de 1 ano,bcg,2008-07-01,20,4,0,0,20,4,24
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2008-07-01,343,34,0,0,343,34,377
ROBORE,vacunaciones en menores de 1 ano,bcg,2008-07-01,11,3,0,0,11,3,14
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2008-07-01,27,9,0,0,27,9,36
SABAYA,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,1,0,0,0,1,1
SACABA,vacunaciones en menores de 1 ano,bcg,2008-07-01,251,14,0,0,251,14,265
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2008-07-01,2,10,0,0,2,10,12
SACACA,vacunaciones en menores de 1 ano,bcg,2008-07-01,10,41,0,0,10,41,51
SAIPINA,vacunaciones en menores de 1 ano,bcg,2008-07-01,10,21,0,0,10,21,31
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2008-07-01,9,5,0,0,9,5,14
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2008-07-01,22,6,0,0,22,6,28
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2008-07-01,7,10,0,0,7,10,17
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2008-07-01,2,2,0,0,2,2,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2008-07-01,6,3,0,0,6,3,9
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2008-07-01,7,6,0,0,7,6,13
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2008-07-01,48,64,0,0,48,64,112
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2008-07-01,11,8,0,0,11,8,19
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2008-07-01,57,6,0,0,57,6,63
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2008-07-01,33,4,0,0,33,4,37
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2008-07-01,139,45,0,0,139,45,184
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2008-07-01,0,6,0,0,0,6,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2008-07-01,32,0,0,0,32,0,32
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,8,0,0,0,8,8
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2008-07-01,34,17,0,0,34,17,51
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2008-07-01,9,7,0,0,9,7,16
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2008-07-01,70,22,0,0,70,22,92
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2008-07-01,5,26,0,0,5,26,31
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2008-07-01,9,5,0,0,9,5,14
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2008-07-01,34,50,0,0,34,50,84
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2008-07-01,20,6,0,0,20,6,26
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2008-07-01,26,4,0,0,26,4,30
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,4,0,0,0,4,4
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2008-07-01,27,3,0,0,27,3,30
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2008-07-01,21,42,0,0,21,42,63
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2008-07-01,1,7,0,0,1,7,8
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,2,0,0,0,2,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2008-07-01,1,2,0,0,1,2,3
SAN PEDRO(PND),vacunaciones en menores de 1 ano,bcg,2008-07-01,0,11,0,0,0,11,11
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2008-07-01,6,5,0,0,6,5,11
SAN RAMON,vacunaciones en menores de 1 ano,bcg,2008-07-01,26,0,0,0,26,0,26
SAN RAMON,vacunaciones en menores de 1 ano,bcg,2008-07-01,5,0,0,0,5,0,5
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2008-07-01,29,1,0,0,29,1,30
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2008-07-01,3072,99,0,0,3072,99,3171
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2008-07-01,11,5,0,0,11,5,16
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2008-07-01,22,2,0,0,22,2,24
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2008-07-01,4,11,0,0,4,11,15
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2008-07-01,2,15,0,0,2,15,17
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,8,0,0,0,8,8
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2008-07-01,3,1,0,0,3,1,4
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,1,0,0,0,1,1
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2008-07-01,3,4,0,0,3,4,7
SENA,vacunaciones en menores de 1 ano,bcg,2008-07-01,6,3,0,0,6,3,9
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2008-07-01,10,39,0,0,10,39,49
SICAYA,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,10,0,0,0,10,10
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2008-07-01,49,7,0,0,49,7,56
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2008-07-01,12,5,0,0,12,5,17
SORACACHI,vacunaciones en menores de 1 ano,bcg,2008-07-01,5,15,0,0,5,15,20
SORATA,vacunaciones en menores de 1 ano,bcg,2008-07-01,34,32,0,0,34,32,66
SUCRE,vacunaciones en menores de 1 ano,bcg,2008-07-01,534,34,0,0,534,34,568
TACACHI,vacunaciones en menores de 1 ano,bcg,2008-07-01,1,0,0,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,bcg,2008-07-01,3,4,0,0,3,4,7
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2008-07-01,5,7,0,0,5,7,12
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2008-07-01,7,8,0,0,7,8,15
TAPACARI,vacunaciones en menores de 1 ano,bcg,2008-07-01,31,29,0,0,31,29,60
TARABUCO,vacunaciones en menores de 1 ano,bcg,2008-07-01,27,13,0,0,27,13,40
TARACO,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,6,0,0,0,6,6
TARATA,vacunaciones en menores de 1 ano,bcg,2008-07-01,10,1,0,0,10,1,11
TARIJA,vacunaciones en menores de 1 ano,bcg,2008-07-01,421,8,0,0,421,8,429
TARVITA,vacunaciones en menores de 1 ano,bcg,2008-07-01,22,21,0,0,22,21,43
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2008-07-01,15,18,0,0,15,18,33
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2008-07-01,4,24,0,0,4,24,28
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2008-07-01,16,57,0,0,16,57,73
TIPUANI,vacunaciones en menores de 1 ano,bcg,2008-07-01,19,6,0,0,19,6,25
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2008-07-01,77,9,0,0,77,9,86
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2008-07-01,72,14,0,0,72,14,86
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,bcg,2008-07-01,0,2,0,0,0,2,2
TOCO,vacunaciones en menores de 1 ano,bcg,2008-07-01,1,5,0,0,1,5,6
TOLATA,vacunaciones en menores de 1 ano,bcg,2008-07-01,1,5,0,0,1,5,6
TOLEDO,vacunaciones en menores de 1 ano,bcg,2008-07-01,4,6,0,0,4,6,10
TOMAVE,vacunaciones en menores de 1 ano,bcg,2008-07-01,26,15,0,0,26,15,41
TOMINA,vacunaciones en menores de 1 ano,bcg,2008-07-01,7,4,0,0,7,4,11
TORO TORO,vacunaciones en menores de 1 ano,bcg,2008-07-01,2,7,0,0,2,7,9
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2008-07-01,17,10,0,0,17,10,27
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2008-07-01,5,0,0,0,5,0,5
TRIGAL,vacunaciones en menores de 1 ano,bcg,2008-07-01,3,2,0,0,3,2,5
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2008-07-01,335,0,0,0,335,0,335
TUPIZA,vacunaciones en menores de 1 ano,bcg,2008-07-01,60,21,0,0,60,21,81
TURCO,vacunaciones en menores de 1 ano,bcg,2008-07-01,4,5,0,0,4,5,9
UMALA,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,12,0,0,0,12,12
UNCIA,vacunaciones en menores de 1 ano,bcg,2008-07-01,41,47,0,0,41,47,88
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2008-07-01,7,5,0,0,7,5,12
URUBICHA,vacunaciones en menores de 1 ano,bcg,2008-07-01,14,0,0,0,14,0,14
UYUNI,vacunaciones en menores de 1 ano,bcg,2008-07-01,43,5,0,0,43,5,48
VACAS,vacunaciones en menores de 1 ano,bcg,2008-07-01,3,15,0,0,3,15,18
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2008-07-01,27,0,0,0,27,0,27
VIACHA,vacunaciones en menores de 1 ano,bcg,2008-07-01,57,19,0,0,57,19,76
VILA VILA,vacunaciones en menores de 1 ano,bcg,2008-07-01,3,7,0,0,3,7,10
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2008-07-01,65,3,0,0,65,3,68
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2008-07-01,0,2,0,0,0,2,2
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2008-07-01,6,3,0,0,6,3,9
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2008-07-01,7,5,0,0,7,5,12
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2008-07-01,156,45,0,0,156,45,201
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2008-07-01,5,8,0,0,5,8,13
VILLAZON,vacunaciones en menores de 1 ano,bcg,2008-07-01,49,6,0,0,49,6,55
VINTO,vacunaciones en menores de 1 ano,bcg,2008-07-01,62,4,0,0,62,4,66
VITICHI,vacunaciones en menores de 1 ano,bcg,2008-07-01,4,13,0,0,4,13,17
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,4,0,0,0,4,4
WARNES,vacunaciones en menores de 1 ano,bcg,2008-07-01,134,23,0,0,134,23,157
