,group,variable,month,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,TOTALES,TOTALES,TOTALES
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,9,7,0,0,9,7,16
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,9,37,0,0,9,37,46
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,2,0,0,0,2,0,2
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,19,5,0,0,19,5,24
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,0,1,0,0,0,1,1
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,28,3,0,0,28,3,31
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,9,23,0,0,9,23,32
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,17,15,0,0,17,15,32
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,6,6,0,0,6,6,12
COROICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,2,13,0,0,2,13,15
CORQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,6,4,0,0,6,4,10
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,7,38,0,0,7,38,45
COTOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,84,27,0,0,84,27,111
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,15,13,0,0,15,13,28
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,2,0,0,0,2,0,2
CUEVO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,1,5,0,0,1,5,6
CULPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,20,30,0,0,20,30,50
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,6,2,0,0,6,2,8
CURVA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,0,7,0,0,0,7,7
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,4,4,0,0,4,4,8
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,1343,205,0,0,1343,205,1548
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,2,0,0,0,2,0,2
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,7,5,0,0,7,5,12
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,7,12,0,0,7,12,19
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,79,7,0,0,79,7,86
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,5,1,0,0,5,1,6
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,36,47,0,0,36,47,83
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,18,11,0,0,18,11,29
ESMERALDA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,0,1,0,0,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,5,4,0,0,5,4,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,0,3,0,0,0,3,3
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,4,1,0,0,4,1,5
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,18,10,0,0,18,10,28
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,3,12,0,0,3,12,15
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,19,13,0,0,19,13,32
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,5,22,0,0,5,22,27
GUANAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,16,8,0,0,16,8,24
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,1,8,0,0,1,8,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,53,43,0,0,53,43,96
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,11,25,0,0,11,25,36
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,9,14,0,0,9,14,23
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,6,3,0,0,6,3,9
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,49,6,0,0,49,6,55
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,10,9,0,0,10,9,19
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,1,3,0,0,1,3,4
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,1,7,0,0,1,7,8
ICLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,9,13,0,0,9,13,22
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,40,49,0,0,40,49,89
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,3,30,0,0,3,30,33
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,5,4,0,0,5,4,9
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,22,13,0,0,22,13,35
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,8,4,0,0,8,4,12
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,47,20,0,0,47,20,67
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,113,5,0,0,113,5,118
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,1303,65,0,0,1303,65,1368
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,8,5,0,0,8,5,13
LAJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,8,23,0,0,8,23,31
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,0,3,0,0,0,3,3
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,3,1,0,0,3,1,4
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,19,77,0,0,19,77,96
LLICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,0,3,0,0,0,3,3
LORETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,0,1,0,0,0,1,1
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,10,9,0,0,10,9,19
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,10,2,0,0,10,2,12
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,7,6,0,0,7,6,13
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,11,6,0,0,11,6,17
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,21,1,0,0,21,1,22
MALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,0,4,0,0,0,4,4
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,16,13,0,0,16,13,29
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,7,16,0,0,7,16,23
MINEROS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,28,1,0,0,28,1,29
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,18,46,0,0,18,46,64
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,2,24,0,0,2,24,26
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,10,13,0,0,10,13,23
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,32,17,0,0,32,17,49
MONTERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,162,25,0,0,162,25,187
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,1,3,0,0,1,3,4
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,24,61,0,0,24,61,85
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,2,0,0,0,2,0,2
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,0,2,0,0,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,3,0,0,0,3,0,3
OCURI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,13,33,0,0,13,33,46
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,12,3,0,0,12,3,15
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,3,11,0,0,3,11,14
ORURO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,417,20,0,0,417,20,437
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,25,10,0,0,25,10,35
PADILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,8,3,0,0,8,3,11
PAILON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,35,22,0,0,35,22,57
PALCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,4,27,0,0,4,27,31
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,36,12,0,0,36,12,48
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,2,1,0,0,2,1,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,11,4,0,0,11,4,15
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,1,8,0,0,1,8,9
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,4,3,0,0,4,3,7
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,13,12,0,0,13,12,25
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,4,7,0,0,4,7,11
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,1,16,0,0,1,16,17
POCOATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,9,51,0,0,9,51,60
POCONA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,5,11,0,0,5,11,16
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,13,11,0,0,13,11,24
POOPO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,4,1,0,0,4,1,5
PORCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,18,9,0,0,18,9,27
POROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,29,36,0,0,29,36,65
PORONGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,13,6,0,0,13,6,19
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,37,3,0,0,37,3,40
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,6,11,0,0,6,11,17
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,320,57,0,0,320,57,377
PRESTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,6,13,0,0,6,13,19
PUCARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,2,2,0,0,2,2,4
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,18,30,0,0,18,30,48
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,8,29,0,0,8,29,37
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,4,24,0,0,4,24,28
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,3,4,0,0,3,4,7
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,1,6,0,0,1,6,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,11,35,0,0,11,35,46
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,11,8,0,0,11,8,19
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,8,0,0,0,8,0,8
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,17,13,0,0,17,13,30
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,49,58,0,0,49,58,107
PUNA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,27,70,0,0,27,70,97
PUNATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,24,3,0,0,24,3,27
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,1,7,0,0,1,7,8
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,157,81,0,0,157,81,238
QUIME,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,6,15,0,0,6,15,21
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,3,1,0,0,3,1,4
RAVELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,10,41,0,0,10,41,51
REYES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,11,8,0,0,11,8,19
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,169,45,0,0,169,45,214
ROBORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,19,5,0,0,19,5,24
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,17,10,0,0,17,10,27
SABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,2,2,0,0,2,2,4
SACABA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,149,84,0,0,149,84,233
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,0,7,0,0,0,7,7
SACACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,1,21,0,0,1,21,22
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,3,7,0,0,3,7,10
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,6,13,0,0,6,13,19
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,8,2,0,0,8,2,10
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,3,0,0,0,3,0,3
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,4,16,0,0,4,16,20
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,1,6,0,0,1,6,7
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,0,5,0,0,0,5,5
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,10,1,0,0,10,1,11
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,38,81,0,0,38,81,119
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,14,5,0,0,14,5,19
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,30,6,0,0,30,6,36
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,22,20,0,0,22,20,42
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,84,28,0,0,84,28,112
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,0,10,0,0,0,10,10
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,28,6,0,0,28,6,34
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,2,5,0,0,2,5,7
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,31,17,0,0,31,17,48
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,22,7,0,0,22,7,29
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,38,52,0,0,38,52,90
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,4,20,0,0,4,20,24
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,12,21,0,0,12,21,33
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,49,54,0,0,49,54,103
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,19,18,0,0,19,18,37
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,13,9,0,0,13,9,22
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,2,8,0,0,2,8,10
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,39,2,0,0,39,2,41
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,16,78,0,0,16,78,94
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,2,7,0,0,2,7,9
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,0,3,0,0,0,3,3
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,2,11,0,0,2,11,13
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,4,4,0,0,4,4,8
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,12,0,0,0,12,0,12
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,6,4,0,0,6,4,10
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,13,8,0,0,13,8,21
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,2321,186,0,0,2321,186,2507
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,13,12,0,0,13,12,25
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,24,3,0,0,24,3,27
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,4,3,0,0,4,3,7
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,1,15,0,0,1,15,16
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,0,1,0,0,0,1,1
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,2,1,0,0,2,1,3
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,4,0,0,0,4,0,4
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,2,12,0,0,2,12,14
SENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,1,0,0,0,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,9,27,0,0,9,27,36
SICAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,0,5,0,0,0,5,5
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,50,36,0,0,50,36,86
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,4,10,0,0,4,10,14
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,8,13,0,0,8,13,21
SORATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,6,43,0,0,6,43,49
SUCRE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,414,103,0,0,414,103,517
TACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,2,0,0,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,5,11,0,0,5,11,16
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,4,6,0,0,4,6,10
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,9,21,0,0,9,21,30
TAHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,3,0,0,0,3,0,3
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,14,41,0,0,14,41,55
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,22,17,0,0,22,17,39
TARACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,2,3,0,0,2,3,5
TARATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,6,3,0,0,6,3,9
TARIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,315,35,0,0,315,35,350
TARVITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,16,11,0,0,16,11,27
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,3,12,0,0,3,12,15
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,7,12,0,0,7,12,19
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,5,41,0,0,5,41,46
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,23,1,0,0,23,1,24
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,78,7,0,0,78,7,85
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,54,37,0,0,54,37,91
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,1,0,0,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,3,6,0,0,3,6,9
TODOS SANTOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,1,0,0,0,1,0,1
TOLATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,2,3,0,0,2,3,5
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,5,1,0,0,5,1,6
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,7,13,0,0,7,13,20
TOMINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,7,2,0,0,7,2,9
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,4,24,0,0,4,24,28
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,15,9,0,0,15,9,24
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,7,2,0,0,7,2,9
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,1,0,0,0,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,168,7,0,0,168,7,175
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,58,25,0,0,58,25,83
TURCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,3,2,0,0,3,2,5
UMALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,0,10,0,0,0,10,10
UNCIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,21,35,0,0,21,35,56
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,21,12,0,0,21,12,33
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,16,0,0,0,16,0,16
UYUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,14,20,0,0,14,20,34
VACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,10,13,0,0,10,13,23
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,14,6,0,0,14,6,20
VIACHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,33,57,0,0,33,57,90
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,2,16,0,0,2,16,18
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,40,21,0,0,40,21,61
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,1,2,0,0,1,2,3
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,2,8,0,0,2,8,10
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,15,8,0,0,15,8,23
