,group,variable,month,17.21 SR DENTRO,17.21 SR DENTRO,17.21 SR FUERA,17.21 SR FUERA,TOTALES,TOTALES,TOTALES
PALOS BLANCOS,otras vacunaciones,sr,2022-06-01,19,12,5,0,24,12,36
PAPEL PAMPA,otras vacunaciones,sr,2022-06-01,2,3,1,0,3,3,6
POCOATA,otras vacunaciones,sr,2022-06-01,1,2,10,2,11,4,15
POOPO,otras vacunaciones,sr,2022-06-01,0,1,5,5,5,6,11
PORONGO,otras vacunaciones,sr,2022-06-01,1,2,0,0,1,2,3
PORTACHUELO,otras vacunaciones,sr,2022-06-01,2,1,2,1,4,2,6
PORVENIR,otras vacunaciones,sr,2022-06-01,0,0,9,6,9,6,15
POSTRER VALLE,otras vacunaciones,sr,2022-06-01,1,2,0,0,1,2,3
POTOSI,otras vacunaciones,sr,2022-06-01,48,70,54,42,102,112,214
PUCARANI,otras vacunaciones,sr,2022-06-01,1,4,2,4,3,8,11
PUERTO CARABUCO,otras vacunaciones,sr,2022-06-01,13,2,41,16,54,18,72
PUERTO QUIJARRO,otras vacunaciones,sr,2022-06-01,5,15,10,9,15,24,39
PUERTO RICO,otras vacunaciones,sr,2022-06-01,0,0,3,12,3,12,15
PUERTO SUAREZ,otras vacunaciones,sr,2022-06-01,13,5,0,3,13,8,21
PUERTO VILLARROEL,otras vacunaciones,sr,2022-06-01,2,4,63,1,65,5,70
PUNATA,otras vacunaciones,sr,2022-06-01,3,3,17,18,20,21,41
QUIABAYA,otras vacunaciones,sr,2022-06-01,0,0,1,1,1,1,2
QUILLACOLLO,otras vacunaciones,sr,2022-06-01,4,4,6,7,10,11,21
RAVELO,otras vacunaciones,sr,2022-06-01,2,6,0,0,2,6,8
REYES,otras vacunaciones,sr,2022-06-01,0,0,1,0,1,0,1
RIBERALTA,otras vacunaciones,sr,2022-06-01,5,2,0,0,5,2,7
RURRENABAQUE,otras vacunaciones,sr,2022-06-01,0,0,0,1,0,1,1
SABAYA,otras vacunaciones,sr,2022-06-01,1,3,0,0,1,3,4
SACABA,otras vacunaciones,sr,2022-06-01,0,2,0,0,0,2,2
SAIPINA,otras vacunaciones,sr,2022-06-01,0,0,0,3,0,3,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,sr,2022-06-01,1,0,1,1,2,1,3
SAN ANTONIO DE LOMERIO,otras vacunaciones,sr,2022-06-01,0,3,0,0,0,3,3
SAN BENITO,otras vacunaciones,sr,2022-06-01,1,1,0,0,1,1,2
SAN BORJA,otras vacunaciones,sr,2022-06-01,6,6,18,16,24,22,46
SAN CARLOS,otras vacunaciones,sr,2022-06-01,0,1,1,1,1,2,3
SAN IGNACIO,otras vacunaciones,sr,2022-06-01,14,4,0,0,14,4,18
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2022-06-01,22,28,50,36,72,64,136
SAN JOSE DE CHIQUITOS,otras vacunaciones,sr,2022-06-01,4,4,11,11,15,15,30
SAN JUAN DE YAPACANI,otras vacunaciones,sr,2022-06-01,0,1,0,0,0,1,1
SAN LUCAS,otras vacunaciones,sr,2022-06-01,3,0,2,3,5,3,8
SAN MATIAS,otras vacunaciones,sr,2022-06-01,0,1,60,21,60,22,82
SAN MIGUEL DE VELASCO,otras vacunaciones,sr,2022-06-01,1,0,0,0,1,0,1
SAN PEDRO,otras vacunaciones,sr,2022-06-01,1,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,otras vacunaciones,sr,2022-06-01,0,1,4,0,4,1,5
SAN RAFAEL,otras vacunaciones,sr,2022-06-01,3,0,0,0,3,0,3
SAN RAMON BENI,otras vacunaciones,sr,2022-06-01,0,0,1,2,1,2,3
SAN RAMON SCZ,otras vacunaciones,sr,2022-06-01,0,1,0,0,0,1,1
SANTA ANA,otras vacunaciones,sr,2022-06-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2022-06-01,283,348,168,181,451,529,980
SANTA ROSA DEL SARA,otras vacunaciones,sr,2022-06-01,4,2,0,0,4,2,6
SANTIAGO DE HUARI,otras vacunaciones,sr,2022-06-01,1,0,1,0,2,0,2
SANTIAGO DE HUATA,otras vacunaciones,sr,2022-06-01,0,0,6,0,6,0,6
SANTUARIO DE QUILLACAS,otras vacunaciones,sr,2022-06-01,0,0,1,1,1,1,2
SENA,otras vacunaciones,sr,2022-06-01,5,3,119,129,124,132,256
SICA SICA (VILLA AROMA),otras vacunaciones,sr,2022-06-01,1,10,0,1,1,11,12
SIPE SIPE,otras vacunaciones,sr,2022-06-01,0,1,4,3,4,4,8
SUCRE,otras vacunaciones,sr,2022-06-01,24,50,18,19,42,69,111
TACOPAYA,otras vacunaciones,sr,2022-06-01,1,1,0,0,1,1,2
TAPACARI,otras vacunaciones,sr,2022-06-01,0,0,4,0,4,0,4
TARACO,otras vacunaciones,sr,2022-06-01,2,0,0,0,2,0,2
TARATA,otras vacunaciones,sr,2022-06-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,sr,2022-06-01,19,21,13,10,32,31,63
TARVITA,otras vacunaciones,sr,2022-06-01,0,11,0,0,0,11,11
TIRAQUE (CBBA),otras vacunaciones,sr,2022-06-01,0,0,0,1,0,1,1
TOTORA(ORR),otras vacunaciones,sr,2022-06-01,1,1,0,1,1,2,3
TRINIDAD,otras vacunaciones,sr,2022-06-01,1,1,32,29,33,30,63
TUPIZA,otras vacunaciones,sr,2022-06-01,8,8,8,4,16,12,28
UYUNI,otras vacunaciones,sr,2022-06-01,1,7,0,0,1,7,8
VACAS,otras vacunaciones,sr,2022-06-01,1,0,1,0,2,0,2
VALLEGRANDE,otras vacunaciones,sr,2022-06-01,4,3,1,1,5,4,9
VIACHA,otras vacunaciones,sr,2022-06-01,3,2,4,2,7,4,11
VILLA MONTES,otras vacunaciones,sr,2022-06-01,8,13,0,0,8,13,21
VILLA RIVERO,otras vacunaciones,sr,2022-06-01,0,0,3,1,3,1,4
VILLA TUNARI,otras vacunaciones,sr,2022-06-01,16,26,12,11,28,37,65
VILLAZON,otras vacunaciones,sr,2022-06-01,12,17,7,1,19,18,37
VINTO,otras vacunaciones,sr,2022-06-01,2,6,4,4,6,10,16
WARNES,otras vacunaciones,sr,2022-06-01,6,7,0,3,6,10,16
YACO,otras vacunaciones,sr,2022-06-01,6,3,0,0,6,3,9
YACUIBA,otras vacunaciones,sr,2022-06-01,14,13,115,79,129,92,221
YAPACANI,otras vacunaciones,sr,2022-06-01,6,3,28,25,34,28,62
YUNCHARA,otras vacunaciones,sr,2022-06-01,0,1,2,1,2,2,4
ACHACACHI,otras vacunaciones,sr,2022-07-01,14,20,1,0,15,20,35
ACHOCALLA,otras vacunaciones,sr,2022-07-01,0,2,0,0,0,2,2
ARQUE,otras vacunaciones,sr,2022-07-01,0,0,0,2,0,2,2
ASCENCION DE GUARAYOS,otras vacunaciones,sr,2022-07-01,0,1,0,0,0,1,1
ATOCHA,otras vacunaciones,sr,2022-07-01,0,0,1,2,1,2,3
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,sr,2022-07-01,4,5,0,0,4,5,9
BELEN DE ANDAMARCA,otras vacunaciones,sr,2022-07-01,0,0,2,10,2,10,12
BELLA FLOR,otras vacunaciones,sr,2022-07-01,2,0,0,0,2,0,2
BERMEJO,otras vacunaciones,sr,2022-07-01,2,6,0,0,2,6,8
BOLIVAR,otras vacunaciones,sr,2022-07-01,1,1,5,7,6,8,14
BOLPEBRA,otras vacunaciones,sr,2022-07-01,4,4,18,21,22,25,47
BUENA VISTA,otras vacunaciones,sr,2022-07-01,2,3,15,9,17,12,29
CABEZAS,otras vacunaciones,sr,2022-07-01,0,0,6,1,6,1,7
CAIROMA,otras vacunaciones,sr,2022-07-01,0,0,0,1,0,1,1
"CAIZA ""D""",otras vacunaciones,sr,2022-07-01,4,1,0,0,4,1,5
CAMIRI,otras vacunaciones,sr,2022-07-01,1,8,13,11,14,19,33
CAPINOTA,otras vacunaciones,sr,2022-07-01,0,2,0,2,0,4,4
CAQUIAVIRI,otras vacunaciones,sr,2022-07-01,0,2,2,1,2,3,5
CARACOLLO,otras vacunaciones,sr,2022-07-01,0,1,1,0,1,1,2
CARANAVI,otras vacunaciones,sr,2022-07-01,3,8,5,2,8,10,18
CARAPARI,otras vacunaciones,sr,2022-07-01,0,2,0,0,0,2,2
CARIPUYO,otras vacunaciones,sr,2022-07-01,1,0,0,0,1,0,1
CARMEN RIVERO TORREZ,otras vacunaciones,sr,2022-07-01,0,2,4,0,4,2,6
CATACORA,otras vacunaciones,sr,2022-07-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,sr,2022-07-01,0,1,0,3,0,4,4
CHARAGUA,otras vacunaciones,sr,2022-07-01,0,2,5,4,5,6,11
CHIPAYA,otras vacunaciones,sr,2022-07-01,1,0,0,0,1,0,1
CHOQUE COTA,otras vacunaciones,sr,2022-07-01,0,0,0,1,0,1,1
CLIZA,otras vacunaciones,sr,2022-07-01,0,0,1,1,1,1,2
COBIJA,otras vacunaciones,sr,2022-07-01,11,9,5,3,16,12,28
COCAPATA,otras vacunaciones,sr,2022-07-01,9,10,1,2,10,12,22
COCHABAMBA,otras vacunaciones,sr,2022-07-01,116,129,43,55,159,184,343
"COLCHA ""K""",otras vacunaciones,sr,2022-07-01,4,0,0,0,4,0,4
COLPA BELGICA,otras vacunaciones,sr,2022-07-01,2,2,0,0,2,2,4
CONCEPCION,otras vacunaciones,sr,2022-07-01,1,2,0,4,1,6,7
COTOCA,otras vacunaciones,sr,2022-07-01,2,5,10,7,12,12,24
CUATRO CAÑADAS,otras vacunaciones,sr,2022-07-01,5,6,16,18,21,24,45
CULPINA,otras vacunaciones,sr,2022-07-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,sr,2022-07-01,83,74,62,66,145,140,285
EL PUENTE(STC),otras vacunaciones,sr,2022-07-01,0,0,1,0,1,0,1
EL PUENTE(TJA),otras vacunaciones,sr,2022-07-01,0,1,0,0,0,1,1
EL TORNO,otras vacunaciones,sr,2022-07-01,2,0,0,0,2,0,2
EUCALIPTUS,otras vacunaciones,sr,2022-07-01,1,1,1,4,2,5,7
EUREKA (SANTOS MERCADO),otras vacunaciones,sr,2022-07-01,0,1,0,0,0,1,1
FILADELFIA,otras vacunaciones,sr,2022-07-01,0,0,6,1,6,1,7
GENERAL SAAVEDRA,otras vacunaciones,sr,2022-07-01,1,2,1,1,2,3,5
GUAYARAMERIN,otras vacunaciones,sr,2022-07-01,1,0,0,0,1,0,1
GUTIERREZ,otras vacunaciones,sr,2022-07-01,0,1,0,0,0,1,1
HUACARETA,otras vacunaciones,sr,2022-07-01,2,0,1,0,3,0,3
HUANUNI,otras vacunaciones,sr,2022-07-01,0,1,0,3,0,4,4
INGAVI (HUMAITA),otras vacunaciones,sr,2022-07-01,0,0,8,17,8,17,25
IXIAMAS,otras vacunaciones,sr,2022-07-01,0,0,1,0,1,0,1
JESUS DE MACHACA,otras vacunaciones,sr,2022-07-01,0,1,4,0,4,1,5
LA GUARDIA,otras vacunaciones,sr,2022-07-01,16,17,22,29,38,46,84
LA PAZ,otras vacunaciones,sr,2022-07-01,100,184,9,8,109,192,301
LLALLAGUA,otras vacunaciones,sr,2022-07-01,1,4,6,9,7,13,20
LURIBAY,otras vacunaciones,sr,2022-07-01,0,0,0,3,0,3,3
MACHARETI,otras vacunaciones,sr,2022-07-01,1,1,0,0,1,1,2
MAGDALENA,otras vacunaciones,sr,2022-07-01,1,6,0,0,1,6,7
MAPIRI,otras vacunaciones,sr,2022-07-01,5,4,12,2,17,6,23
MINEROS,otras vacunaciones,sr,2022-07-01,0,0,3,6,3,6,9
MONTERO,otras vacunaciones,sr,2022-07-01,8,32,20,17,28,49,77
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,sr,2022-07-01,1,0,5,7,6,7,13
NAZACARA DE PACAJES,otras vacunaciones,sr,2022-07-01,0,3,2,0,2,3,5
ORURO,otras vacunaciones,sr,2022-07-01,14,15,27,40,41,55,96
PAILON,otras vacunaciones,sr,2022-07-01,4,11,2,5,6,16,22
PALCA,otras vacunaciones,sr,2022-07-01,2,1,1,0,3,1,4
PALOS BLANCOS,otras vacunaciones,sr,2022-07-01,1,0,4,0,5,0,5
POOPO,otras vacunaciones,sr,2022-07-01,0,2,1,1,1,3,4
PORCO,otras vacunaciones,sr,2022-07-01,0,0,1,0,1,0,1
PORONGO,otras vacunaciones,sr,2022-07-01,0,1,0,0,0,1,1
PORTACHUELO,otras vacunaciones,sr,2022-07-01,2,7,0,0,2,7,9
PORVENIR,otras vacunaciones,sr,2022-07-01,0,1,0,1,0,2,2
POTOSI,otras vacunaciones,sr,2022-07-01,12,7,2,1,14,8,22
PUCARANI,otras vacunaciones,sr,2022-07-01,1,3,7,1,8,4,12
PUERTO ACOSTA,otras vacunaciones,sr,2022-07-01,7,4,3,3,10,7,17
PUERTO CARABUCO,otras vacunaciones,sr,2022-07-01,0,1,52,15,52,16,68
PUERTO PEREZ,otras vacunaciones,sr,2022-07-01,0,3,0,0,0,3,3
PUERTO QUIJARRO,otras vacunaciones,sr,2022-07-01,3,6,3,0,6,6,12
PUERTO SUAREZ,otras vacunaciones,sr,2022-07-01,10,4,5,1,15,5,20
PUERTO VILLARROEL,otras vacunaciones,sr,2022-07-01,6,9,10,30,16,39,55
PUNATA,otras vacunaciones,sr,2022-07-01,1,1,0,0,1,1,2
QUILLACOLLO,otras vacunaciones,sr,2022-07-01,6,4,9,3,15,7,22
RAVELO,otras vacunaciones,sr,2022-07-01,2,0,0,0,2,0,2
RIBERALTA,otras vacunaciones,sr,2022-07-01,1,5,0,0,1,5,6
ROBORE,otras vacunaciones,sr,2022-07-01,0,0,1,0,1,0,1
RURRENABAQUE,otras vacunaciones,sr,2022-07-01,0,2,0,0,0,2,2
SACABAMBA,otras vacunaciones,sr,2022-07-01,0,1,0,0,0,1,1
SAIPINA,otras vacunaciones,sr,2022-07-01,0,0,0,6,0,6,6
SAN BENITO,otras vacunaciones,sr,2022-07-01,0,1,1,1,1,2,3
SAN BORJA,otras vacunaciones,sr,2022-07-01,3,6,13,24,16,30,46
SAN BUENA VENTURA,otras vacunaciones,sr,2022-07-01,0,0,4,2,4,2,6
SAN CARLOS,otras vacunaciones,sr,2022-07-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2022-07-01,13,10,33,25,46,35,81
SAN JAVIER(STC),otras vacunaciones,sr,2022-07-01,13,29,0,0,13,29,42
SAN JOSE DE CHIQUITOS,otras vacunaciones,sr,2022-07-01,0,0,2,2,2,2,4
SAN JUAN DE YAPACANI,otras vacunaciones,sr,2022-07-01,0,0,31,34,31,34,65
SAN JULIAN,otras vacunaciones,sr,2022-07-01,2,3,0,0,2,3,5
SAN LUCAS,otras vacunaciones,sr,2022-07-01,3,5,0,0,3,5,8
SAN PEDRO,otras vacunaciones,sr,2022-07-01,0,0,1,1,1,1,2
SAN PEDRO DE QUEMES,otras vacunaciones,sr,2022-07-01,0,0,1,1,1,1,2
SAN PEDRO DE TIQUINA,otras vacunaciones,sr,2022-07-01,2,1,2,0,4,1,5
SAN RAMON BENI,otras vacunaciones,sr,2022-07-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2022-07-01,309,349,224,176,533,525,1058
SANTA ROSA DEL SARA,otras vacunaciones,sr,2022-07-01,1,2,0,1,1,3,4
SANTIAGO DE HUARI,otras vacunaciones,sr,2022-07-01,1,3,0,2,1,5,6
SANTUARIO DE QUILLACAS,otras vacunaciones,sr,2022-07-01,0,0,1,0,1,0,1
SENA,otras vacunaciones,sr,2022-07-01,0,0,11,20,11,20,31
SICA SICA (VILLA AROMA),otras vacunaciones,sr,2022-07-01,0,1,0,0,0,1,1
SIPE SIPE,otras vacunaciones,sr,2022-07-01,0,3,10,6,10,9,19
SORACACHI,otras vacunaciones,sr,2022-07-01,1,0,0,0,1,0,1
SUCRE,otras vacunaciones,sr,2022-07-01,21,51,1,5,22,56,78
TACACHI,otras vacunaciones,sr,2022-07-01,0,0,2,0,2,0,2
TAPACARI,otras vacunaciones,sr,2022-07-01,2,0,3,0,5,0,5
TARATA,otras vacunaciones,sr,2022-07-01,4,3,3,0,7,3,10
TARIJA,otras vacunaciones,sr,2022-07-01,13,28,18,31,31,59,90
TARVITA,otras vacunaciones,sr,2022-07-01,0,0,2,5,2,5,7
TEOPONTE,otras vacunaciones,sr,2022-07-01,0,1,1,2,1,3,4
TIQUIPAYA,otras vacunaciones,sr,2022-07-01,1,9,6,15,7,24,31
TIRAQUE (CBBA),otras vacunaciones,sr,2022-07-01,1,1,1,7,2,8,10
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,sr,2022-07-01,1,0,0,0,1,0,1
TRIGAL,otras vacunaciones,sr,2022-07-01,0,0,0,1,0,1,1
TRINIDAD,otras vacunaciones,sr,2022-07-01,18,49,38,66,56,115,171
TUPIZA,otras vacunaciones,sr,2022-07-01,3,3,2,3,5,6,11
URIONDO (A. CONCEPCION),otras vacunaciones,sr,2022-07-01,0,0,5,10,5,10,15
UYUNI,otras vacunaciones,sr,2022-07-01,0,2,0,0,0,2,2
VACAS,otras vacunaciones,sr,2022-07-01,0,0,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,sr,2022-07-01,1,2,0,0,1,2,3
VIACHA,otras vacunaciones,sr,2022-07-01,2,2,3,2,5,4,9
VILLA MONTES,otras vacunaciones,sr,2022-07-01,8,8,5,2,13,10,23
VILLA TUNARI,otras vacunaciones,sr,2022-07-01,5,25,33,18,38,43,81
VILLAZON,otras vacunaciones,sr,2022-07-01,14,26,12,16,26,42,68
VINTO,otras vacunaciones,sr,2022-07-01,1,3,0,2,1,5,6
WARNES,otras vacunaciones,sr,2022-07-01,4,3,0,4,4,7,11
YACUIBA,otras vacunaciones,sr,2022-07-01,24,35,49,35,73,70,143
YAMPARAEZ,otras vacunaciones,sr,2022-07-01,0,1,0,0,0,1,1
YUNCHARA,otras vacunaciones,sr,2022-07-01,0,0,0,1,0,1,1
ACACIO,otras vacunaciones,sr,2022-08-01,3,5,0,0,3,5,8
ACHACACHI,otras vacunaciones,sr,2022-08-01,2,2,0,0,2,2,4
ACHOCALLA,otras vacunaciones,sr,2022-08-01,0,2,0,0,0,2,2
AIQUILE,otras vacunaciones,sr,2022-08-01,1,3,0,0,1,3,4
APOLO,otras vacunaciones,sr,2022-08-01,0,0,2,0,2,0,2
ARANI,otras vacunaciones,sr,2022-08-01,0,1,2,0,2,1,3
ARQUE,otras vacunaciones,sr,2022-08-01,0,0,0,3,0,3,3
ASCENCION DE GUARAYOS,otras vacunaciones,sr,2022-08-01,6,3,0,0,6,3,9
BATALLAS,otras vacunaciones,sr,2022-08-01,0,0,2,1,2,1,3
BAURES,otras vacunaciones,sr,2022-08-01,142,134,518,489,660,623,1283
BELEN DE ANDAMARCA,otras vacunaciones,sr,2022-08-01,0,0,0,1,0,1,1
BELLA FLOR,otras vacunaciones,sr,2022-08-01,2,1,5,6,7,7,14
BERMEJO,otras vacunaciones,sr,2022-08-01,1,2,20,9,21,11,32
BOLIVAR,otras vacunaciones,sr,2022-08-01,0,0,1,1,1,1,2
BOLPEBRA,otras vacunaciones,sr,2022-08-01,0,0,13,18,13,18,31
BUENA VISTA,otras vacunaciones,sr,2022-08-01,3,1,1,1,4,2,6
CABEZAS,otras vacunaciones,sr,2022-08-01,2,3,8,7,10,10,20
CAJUATA,otras vacunaciones,sr,2022-08-01,6,17,0,0,6,17,23
CAMIRI,otras vacunaciones,sr,2022-08-01,8,11,13,10,21,21,42
CARACOLLO,otras vacunaciones,sr,2022-08-01,0,0,0,3,0,3,3
CARANAVI,otras vacunaciones,sr,2022-08-01,3,0,4,1,7,1,8
CARAPARI,otras vacunaciones,sr,2022-08-01,0,4,0,0,0,4,4
CARMEN RIVERO TORREZ,otras vacunaciones,sr,2022-08-01,0,0,3,6,3,6,9
CATACORA,otras vacunaciones,sr,2022-08-01,0,0,4,4,4,4,8
CHALLAPATA,otras vacunaciones,sr,2022-08-01,0,3,1,1,1,4,5
CHARAGUA,otras vacunaciones,sr,2022-08-01,3,4,8,4,11,8,19
CHIMORE,otras vacunaciones,sr,2022-08-01,0,1,0,4,0,5,5
CHIPAYA,otras vacunaciones,sr,2022-08-01,0,1,0,2,0,3,3
CLIZA,otras vacunaciones,sr,2022-08-01,0,1,1,0,1,1,2
COBIJA,otras vacunaciones,sr,2022-08-01,15,19,112,122,127,141,268
COCAPATA,otras vacunaciones,sr,2022-08-01,10,12,6,9,16,21,37
COCHABAMBA,otras vacunaciones,sr,2022-08-01,120,249,316,547,436,796,1232
COLPA BELGICA,otras vacunaciones,sr,2022-08-01,2,6,0,0,2,6,8
CONCEPCION,otras vacunaciones,sr,2022-08-01,3,1,42,62,45,63,108
CORQUE,otras vacunaciones,sr,2022-08-01,0,1,0,0,0,1,1
COTOCA,otras vacunaciones,sr,2022-08-01,5,11,4,2,9,13,22
CUATRO CAÑADAS,otras vacunaciones,sr,2022-08-01,0,0,7,7,7,7,14
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,sr,2022-08-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,sr,2022-08-01,108,131,76,77,184,208,392
EL PUENTE(STC),otras vacunaciones,sr,2022-08-01,1,1,0,1,1,2,3
EL PUENTE(TJA),otras vacunaciones,sr,2022-08-01,0,0,6,0,6,0,6
EL TORNO,otras vacunaciones,sr,2022-08-01,0,1,0,0,0,1,1
ENTRE RIOS TRJ,otras vacunaciones,sr,2022-08-01,1,4,23,20,24,24,48
EUCALIPTUS,otras vacunaciones,sr,2022-08-01,0,2,3,5,3,7,10
EUREKA (SANTOS MERCADO),otras vacunaciones,sr,2022-08-01,2,1,13,11,15,12,27
EXALTACION,otras vacunaciones,sr,2022-08-01,10,20,100,138,110,158,268
FILADELFIA,otras vacunaciones,sr,2022-08-01,0,0,9,9,9,9,18
GENERAL SAAVEDRA,otras vacunaciones,sr,2022-08-01,0,2,0,0,0,2,2
GUAYARAMERIN,otras vacunaciones,sr,2022-08-01,190,327,3656,3571,3846,3898,7744
GUTIERREZ,otras vacunaciones,sr,2022-08-01,4,0,0,0,4,0,4
HUANUNI,otras vacunaciones,sr,2022-08-01,1,1,0,1,1,2,3
HUARACAJE,otras vacunaciones,sr,2022-08-01,9,18,613,578,622,596,1218
HUAYLLAMARCA,otras vacunaciones,sr,2022-08-01,1,0,0,1,1,1,2
INCAHUASI,otras vacunaciones,sr,2022-08-01,3,4,0,0,3,4,7
INGAVI (HUMAITA),otras vacunaciones,sr,2022-08-01,0,2,6,4,6,6,12
IXIAMAS,otras vacunaciones,sr,2022-08-01,8,2,9,9,17,11,28
JESUS DE MACHACA,otras vacunaciones,sr,2022-08-01,0,0,1,0,1,0,1
LA GUARDIA,otras vacunaciones,sr,2022-08-01,11,12,2,0,13,12,25
LA PAZ,otras vacunaciones,sr,2022-08-01,89,102,38,55,127,157,284
LAGUNILLAS,otras vacunaciones,sr,2022-08-01,0,0,6,2,6,2,8
LICOMA PAMPA,otras vacunaciones,sr,2022-08-01,2,1,1,4,3,5,8
LLALLAGUA,otras vacunaciones,sr,2022-08-01,16,14,60,113,76,127,203
LORETO,otras vacunaciones,sr,2022-08-01,0,0,293,432,293,432,725
LURIBAY,otras vacunaciones,sr,2022-08-01,1,1,3,6,4,7,11
MACHARETI,otras vacunaciones,sr,2022-08-01,1,0,5,6,6,6,12
MAGDALENA,otras vacunaciones,sr,2022-08-01,24,76,1024,1265,1048,1341,2389
MAPIRI,otras vacunaciones,sr,2022-08-01,1,0,0,0,1,0,1
MINEROS,otras vacunaciones,sr,2022-08-01,0,0,0,1,0,1,1
MOCOMOCO,otras vacunaciones,sr,2022-08-01,0,0,13,24,13,24,37
MONTERO,otras vacunaciones,sr,2022-08-01,16,59,4,8,20,67,87
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,sr,2022-08-01,1,0,0,0,1,0,1
NAZACARA DE PACAJES,otras vacunaciones,sr,2022-08-01,1,2,0,0,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,sr,2022-08-01,4,1,3,0,7,1,8
OKINAWA,otras vacunaciones,sr,2022-08-01,20,11,0,0,20,11,31
ORURO,otras vacunaciones,sr,2022-08-01,56,107,22,33,78,140,218
PAILON,otras vacunaciones,sr,2022-08-01,2,0,9,7,11,7,18
PALCA,otras vacunaciones,sr,2022-08-01,2,6,1,1,3,7,10
PALOS BLANCOS,otras vacunaciones,sr,2022-08-01,0,0,15,0,15,0,15
PAMPA AULLAGAS,otras vacunaciones,sr,2022-08-01,1,0,0,0,1,0,1
PAPEL PAMPA,otras vacunaciones,sr,2022-08-01,1,1,0,0,1,1,2
POOPO,otras vacunaciones,sr,2022-08-01,1,2,3,13,4,15,19
PORONGO,otras vacunaciones,sr,2022-08-01,1,1,0,0,1,1,2
PORTACHUELO,otras vacunaciones,sr,2022-08-01,41,65,0,0,41,65,106
PORVENIR,otras vacunaciones,sr,2022-08-01,0,10,0,0,0,10,10
POSTRER VALLE,otras vacunaciones,sr,2022-08-01,1,3,1,0,2,3,5
POTOSI,otras vacunaciones,sr,2022-08-01,10,13,36,45,46,58,104
PUCARANI,otras vacunaciones,sr,2022-08-01,3,12,3,3,6,15,21
PUERTO ACOSTA,otras vacunaciones,sr,2022-08-01,0,1,0,0,0,1,1
PUERTO CARABUCO,otras vacunaciones,sr,2022-08-01,4,4,21,7,25,11,36
PUERTO PEREZ,otras vacunaciones,sr,2022-08-01,0,0,0,3,0,3,3
PUERTO QUIJARRO,otras vacunaciones,sr,2022-08-01,0,6,0,1,0,7,7
PUERTO RICO,otras vacunaciones,sr,2022-08-01,0,1,11,16,11,17,28
PUERTO SILES,otras vacunaciones,sr,2022-08-01,0,0,119,131,119,131,250
PUERTO VILLARROEL,otras vacunaciones,sr,2022-08-01,2,5,6,18,8,23,31
QUILLACOLLO,otras vacunaciones,sr,2022-08-01,3,4,8,7,11,11,22
REYES,otras vacunaciones,sr,2022-08-01,48,47,1612,1914,1660,1961,3621
RIBERALTA,otras vacunaciones,sr,2022-08-01,368,670,3643,1729,4011,2399,6410
ROBORE,otras vacunaciones,sr,2022-08-01,0,0,0,5,0,5,5
RURRENABAQUE,otras vacunaciones,sr,2022-08-01,0,1,2522,2852,2522,2853,5375
SABAYA,otras vacunaciones,sr,2022-08-01,0,1,2,2,2,3,5
SACABA,otras vacunaciones,sr,2022-08-01,0,2,0,0,0,2,2
SAIPINA,otras vacunaciones,sr,2022-08-01,2,2,2,1,4,3,7
SALINAS DE GARCI MENDOZA,otras vacunaciones,sr,2022-08-01,0,1,0,2,0,3,3
SAN ANDRES,otras vacunaciones,sr,2022-08-01,14,30,675,745,689,775,1464
SAN ANTONIO DE LOMERIO,otras vacunaciones,sr,2022-08-01,0,1,0,0,0,1,1
SAN BENITO,otras vacunaciones,sr,2022-08-01,1,1,0,0,1,1,2
SAN BORJA,otras vacunaciones,sr,2022-08-01,804,896,4062,4712,4866,5608,10474
SAN CARLOS,otras vacunaciones,sr,2022-08-01,2,0,2,2,4,2,6
SAN IGNACIO,otras vacunaciones,sr,2022-08-01,77,111,1291,1432,1368,1543,2911
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2022-08-01,33,33,1,0,34,33,67
SAN JAVIER(BNI),otras vacunaciones,sr,2022-08-01,11,42,527,564,538,606,1144
SAN JAVIER(STC),otras vacunaciones,sr,2022-08-01,10,30,0,0,10,30,40
SAN JOAQUIN,otras vacunaciones,sr,2022-08-01,18,30,657,513,675,543,1218
SAN JOSE DE CHIQUITOS,otras vacunaciones,sr,2022-08-01,2,1,2,4,4,5,9
