,group,variable,month,17.26 COVID 3RA DOSIS DENTRO,17.26 COVID 3RA DOSIS DENTRO,17.26 COVID 3RA DOSIS FUERA,17.26 COVID 3RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
TEOPONTE,otras vacunaciones,covid 3ra dosis,2022-06-01,39,5,16,4,55,9,64
TIAHUANACU,otras vacunaciones,covid 3ra dosis,2022-06-01,24,13,18,26,42,39,81
TINGUIPAYA,otras vacunaciones,covid 3ra dosis,2022-06-01,4,8,33,25,37,33,70
TIPUANI,otras vacunaciones,covid 3ra dosis,2022-06-01,7,7,1,0,8,7,15
TIQUIPAYA,otras vacunaciones,covid 3ra dosis,2022-06-01,272,354,239,217,511,571,1082
TIRAQUE (CBBA),otras vacunaciones,covid 3ra dosis,2022-06-01,18,29,114,36,132,65,197
TOCO,otras vacunaciones,covid 3ra dosis,2022-06-01,27,30,1,6,28,36,64
TODOS SANTOS,otras vacunaciones,covid 3ra dosis,2022-06-01,0,0,2,3,2,3,5
TOLATA,otras vacunaciones,covid 3ra dosis,2022-06-01,21,25,75,44,96,69,165
TOLEDO,otras vacunaciones,covid 3ra dosis,2022-06-01,22,30,0,0,22,30,52
TOMAVE,otras vacunaciones,covid 3ra dosis,2022-06-01,37,52,17,13,54,65,119
TOMINA,otras vacunaciones,covid 3ra dosis,2022-06-01,71,78,62,101,133,179,312
TORO TORO,otras vacunaciones,covid 3ra dosis,2022-06-01,16,13,23,9,39,22,61
TOTORA(CBBA),otras vacunaciones,covid 3ra dosis,2022-06-01,11,16,40,15,51,31,82
TOTORA(ORR),otras vacunaciones,covid 3ra dosis,2022-06-01,45,46,13,16,58,62,120
TRIGAL,otras vacunaciones,covid 3ra dosis,2022-06-01,5,3,27,24,32,27,59
TRINIDAD,otras vacunaciones,covid 3ra dosis,2022-06-01,512,523,159,129,671,652,1323
TUPIZA,otras vacunaciones,covid 3ra dosis,2022-06-01,245,245,70,72,315,317,632
TURCO,otras vacunaciones,covid 3ra dosis,2022-06-01,71,83,0,0,71,83,154
UMALA,otras vacunaciones,covid 3ra dosis,2022-06-01,0,0,2,2,2,2,4
UNCIA,otras vacunaciones,covid 3ra dosis,2022-06-01,19,25,40,56,59,81,140
URIONDO (A. CONCEPCION),otras vacunaciones,covid 3ra dosis,2022-06-01,49,83,0,0,49,83,132
URUBICHA,otras vacunaciones,covid 3ra dosis,2022-06-01,0,0,2,2,2,2,4
UYUNI,otras vacunaciones,covid 3ra dosis,2022-06-01,108,100,40,26,148,126,274
VACAS,otras vacunaciones,covid 3ra dosis,2022-06-01,5,11,0,4,5,15,20
VALLEGRANDE,otras vacunaciones,covid 3ra dosis,2022-06-01,174,235,228,282,402,517,919
VIACHA,otras vacunaciones,covid 3ra dosis,2022-06-01,366,444,316,450,682,894,1576
VILA VILA,otras vacunaciones,covid 3ra dosis,2022-06-01,5,1,61,48,66,49,115
VILLA CHARCAS,otras vacunaciones,covid 3ra dosis,2022-06-01,11,14,23,19,34,33,67
VILLA MONTES,otras vacunaciones,covid 3ra dosis,2022-06-01,221,177,292,344,513,521,1034
VILLA RIVERO,otras vacunaciones,covid 3ra dosis,2022-06-01,25,56,35,67,60,123,183
VILLA SERRANO,otras vacunaciones,covid 3ra dosis,2022-06-01,47,30,108,126,155,156,311
VILLA TUNARI,otras vacunaciones,covid 3ra dosis,2022-06-01,153,158,71,63,224,221,445
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 3ra dosis,2022-06-01,26,24,50,59,76,83,159
VILLAZON,otras vacunaciones,covid 3ra dosis,2022-06-01,202,262,450,573,652,835,1487
VINTO,otras vacunaciones,covid 3ra dosis,2022-06-01,156,191,413,536,569,727,1296
VITICHI,otras vacunaciones,covid 3ra dosis,2022-06-01,5,11,7,5,12,16,28
WALDO BALLIVIAN,otras vacunaciones,covid 3ra dosis,2022-06-01,5,9,0,0,5,9,14
WARNES,otras vacunaciones,covid 3ra dosis,2022-06-01,960,764,279,306,1239,1070,2309
YACO,otras vacunaciones,covid 3ra dosis,2022-06-01,7,3,2,0,9,3,12
YACUIBA,otras vacunaciones,covid 3ra dosis,2022-06-01,228,240,237,328,465,568,1033
YAMPARAEZ,otras vacunaciones,covid 3ra dosis,2022-06-01,2,6,4,3,6,9,15
YANACACHI,otras vacunaciones,covid 3ra dosis,2022-06-01,5,7,3,4,8,11,19
YAPACANI,otras vacunaciones,covid 3ra dosis,2022-06-01,59,68,3,2,62,70,132
YOCALLA,otras vacunaciones,covid 3ra dosis,2022-06-01,11,12,16,17,27,29,56
YOTALA,otras vacunaciones,covid 3ra dosis,2022-06-01,39,72,47,85,86,157,243
YUNCHARA,otras vacunaciones,covid 3ra dosis,2022-06-01,11,11,2,19,13,30,43
ZUDAÑEZ,otras vacunaciones,covid 3ra dosis,2022-06-01,36,25,108,62,144,87,231
ACACIO,otras vacunaciones,covid 3ra dosis,2022-07-01,4,4,2,0,6,4,10
ACHACACHI,otras vacunaciones,covid 3ra dosis,2022-07-01,39,32,102,22,141,54,195
AIQUILE,otras vacunaciones,covid 3ra dosis,2022-07-01,103,154,69,89,172,243,415
ALALAY,otras vacunaciones,covid 3ra dosis,2022-07-01,20,15,0,0,20,15,35
ALCALA,otras vacunaciones,covid 3ra dosis,2022-07-01,4,8,65,43,69,51,120
ALTO BENI,otras vacunaciones,covid 3ra dosis,2022-07-01,19,15,1,1,20,16,36
ANCORAIMES,otras vacunaciones,covid 3ra dosis,2022-07-01,5,3,2,2,7,5,12
ANDAMARCA,otras vacunaciones,covid 3ra dosis,2022-07-01,13,20,3,3,16,23,39
ANTEQUERA,otras vacunaciones,covid 3ra dosis,2022-07-01,30,24,7,14,37,38,75
ANZALDO,otras vacunaciones,covid 3ra dosis,2022-07-01,13,25,14,17,27,42,69
APOLO,otras vacunaciones,covid 3ra dosis,2022-07-01,34,19,4,5,38,24,62
ARAMPAMPA,otras vacunaciones,covid 3ra dosis,2022-07-01,0,1,1,8,1,9,10
ARANI,otras vacunaciones,covid 3ra dosis,2022-07-01,38,53,3,1,41,54,95
ARBIETO,otras vacunaciones,covid 3ra dosis,2022-07-01,74,78,51,69,125,147,272
ARQUE,otras vacunaciones,covid 3ra dosis,2022-07-01,16,21,30,47,46,68,114
ASCENCION DE GUARAYOS,otras vacunaciones,covid 3ra dosis,2022-07-01,98,126,3,0,101,126,227
ATOCHA,otras vacunaciones,covid 3ra dosis,2022-07-01,69,92,50,45,119,137,256
AUCAPATA,otras vacunaciones,covid 3ra dosis,2022-07-01,1,2,3,3,4,5,9
AYATA,otras vacunaciones,covid 3ra dosis,2022-07-01,0,3,2,7,2,10,12
AYO AYO,otras vacunaciones,covid 3ra dosis,2022-07-01,10,17,2,4,12,21,33
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 3ra dosis,2022-07-01,33,31,176,177,209,208,417
AZURDUY,otras vacunaciones,covid 3ra dosis,2022-07-01,34,42,45,59,79,101,180
BATALLAS,otras vacunaciones,covid 3ra dosis,2022-07-01,5,6,0,0,5,6,11
BAURES,otras vacunaciones,covid 3ra dosis,2022-07-01,242,268,0,0,242,268,510
BELEN DE URMIRI,otras vacunaciones,covid 3ra dosis,2022-07-01,5,1,1,4,6,5,11
BELLA FLOR,otras vacunaciones,covid 3ra dosis,2022-07-01,26,4,20,23,46,27,73
BERMEJO,otras vacunaciones,covid 3ra dosis,2022-07-01,29,23,8,10,37,33,70
BETANZOS,otras vacunaciones,covid 3ra dosis,2022-07-01,39,33,10,14,49,47,96
BOLIVAR,otras vacunaciones,covid 3ra dosis,2022-07-01,3,6,0,0,3,6,9
BOLPEBRA,otras vacunaciones,covid 3ra dosis,2022-07-01,1,1,43,37,44,38,82
BOYUIBE,otras vacunaciones,covid 3ra dosis,2022-07-01,69,65,16,34,85,99,184
BUENA VISTA,otras vacunaciones,covid 3ra dosis,2022-07-01,103,116,123,115,226,231,457
CABEZAS,otras vacunaciones,covid 3ra dosis,2022-07-01,138,136,13,5,151,141,292
CAIROMA,otras vacunaciones,covid 3ra dosis,2022-07-01,7,6,11,11,18,17,35
"CAIZA ""D""",otras vacunaciones,covid 3ra dosis,2022-07-01,13,33,15,5,28,38,66
CAJUATA,otras vacunaciones,covid 3ra dosis,2022-07-01,8,5,6,6,14,11,25
CALACOTO,otras vacunaciones,covid 3ra dosis,2022-07-01,4,1,10,5,14,6,20
CALAMARCA,otras vacunaciones,covid 3ra dosis,2022-07-01,18,21,8,3,26,24,50
CAMARGO,otras vacunaciones,covid 3ra dosis,2022-07-01,96,148,88,103,184,251,435
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid 3ra dosis,2022-07-01,9,6,15,7,24,13,37
CAMIRI,otras vacunaciones,covid 3ra dosis,2022-07-01,433,495,55,84,488,579,1067
CAPINOTA,otras vacunaciones,covid 3ra dosis,2022-07-01,114,155,38,67,152,222,374
CAQUIAVIRI,otras vacunaciones,covid 3ra dosis,2022-07-01,5,10,8,11,13,21,34
CARACOLLO,otras vacunaciones,covid 3ra dosis,2022-07-01,62,79,21,15,83,94,177
CARANAVI,otras vacunaciones,covid 3ra dosis,2022-07-01,65,64,49,46,114,110,224
CARANGAS,otras vacunaciones,covid 3ra dosis,2022-07-01,6,10,0,0,6,10,16
CARAPARI,otras vacunaciones,covid 3ra dosis,2022-07-01,55,60,0,0,55,60,115
CARIPUYO,otras vacunaciones,covid 3ra dosis,2022-07-01,2,3,2,1,4,4,8
CARMEN RIVERO TORREZ,otras vacunaciones,covid 3ra dosis,2022-07-01,43,48,0,0,43,48,91
CATACORA,otras vacunaciones,covid 3ra dosis,2022-07-01,3,2,0,1,3,3,6
CHACARILLA,otras vacunaciones,covid 3ra dosis,2022-07-01,2,0,1,4,3,4,7
CHALLAPATA,otras vacunaciones,covid 3ra dosis,2022-07-01,86,77,7,10,93,87,180
CHAQUI,otras vacunaciones,covid 3ra dosis,2022-07-01,6,10,0,4,6,14,20
CHARAGUA,otras vacunaciones,covid 3ra dosis,2022-07-01,125,180,135,167,260,347,607
CHARAÑA,otras vacunaciones,covid 3ra dosis,2022-07-01,3,10,10,8,13,18,31
CHAYANTA,otras vacunaciones,covid 3ra dosis,2022-07-01,12,18,1,6,13,24,37
CHIMORE,otras vacunaciones,covid 3ra dosis,2022-07-01,43,42,67,57,110,99,209
CHIPAYA,otras vacunaciones,covid 3ra dosis,2022-07-01,2,4,0,0,2,4,6
CHOQUE COTA,otras vacunaciones,covid 3ra dosis,2022-07-01,11,13,0,0,11,13,24
CHUA COCANI,otras vacunaciones,covid 3ra dosis,2022-07-01,4,2,3,4,7,6,13
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 3ra dosis,2022-07-01,45,56,11,23,56,79,135
CHUMA,otras vacunaciones,covid 3ra dosis,2022-07-01,8,7,5,7,13,14,27
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 3ra dosis,2022-07-01,2,4,3,7,5,11,16
CKOCHAS,otras vacunaciones,covid 3ra dosis,2022-07-01,29,19,38,32,67,51,118
CLIZA,otras vacunaciones,covid 3ra dosis,2022-07-01,107,119,22,17,129,136,265
COBIJA,otras vacunaciones,covid 3ra dosis,2022-07-01,414,534,271,303,685,837,1522
COCAPATA,otras vacunaciones,covid 3ra dosis,2022-07-01,18,25,2,3,20,28,48
COCHABAMBA,otras vacunaciones,covid 3ra dosis,2022-07-01,10504,12405,2479,2818,12983,15223,28206
COIPASA,otras vacunaciones,covid 3ra dosis,2022-07-01,8,4,0,0,8,4,12
COLCAPIRHUA,otras vacunaciones,covid 3ra dosis,2022-07-01,154,208,800,953,954,1161,2115
"COLCHA ""K""",otras vacunaciones,covid 3ra dosis,2022-07-01,127,85,94,42,221,127,348
COLLANA,otras vacunaciones,covid 3ra dosis,2022-07-01,2,4,6,9,8,13,21
COLOMI,otras vacunaciones,covid 3ra dosis,2022-07-01,24,15,11,4,35,19,54
COLPA BELGICA,otras vacunaciones,covid 3ra dosis,2022-07-01,116,146,0,0,116,146,262
COLQUECHACA,otras vacunaciones,covid 3ra dosis,2022-07-01,9,13,7,7,16,20,36
COLQUENCHA,otras vacunaciones,covid 3ra dosis,2022-07-01,11,19,9,5,20,24,44
COLQUIRI,otras vacunaciones,covid 3ra dosis,2022-07-01,54,40,20,22,74,62,136
COMANCHE,otras vacunaciones,covid 3ra dosis,2022-07-01,1,6,0,2,1,8,9
COMARAPA,otras vacunaciones,covid 3ra dosis,2022-07-01,4,3,0,0,4,3,7
COMBAYA,otras vacunaciones,covid 3ra dosis,2022-07-01,7,4,1,1,8,5,13
CONCEPCION,otras vacunaciones,covid 3ra dosis,2022-07-01,169,231,0,0,169,231,400
COPACABANA,otras vacunaciones,covid 3ra dosis,2022-07-01,28,20,6,7,34,27,61
CORIPATA,otras vacunaciones,covid 3ra dosis,2022-07-01,17,27,45,35,62,62,124
CORO CORO,otras vacunaciones,covid 3ra dosis,2022-07-01,35,30,6,6,41,36,77
COROICO,otras vacunaciones,covid 3ra dosis,2022-07-01,64,81,14,18,78,99,177
CORQUE,otras vacunaciones,covid 3ra dosis,2022-07-01,39,51,0,0,39,51,90
COTAGAITA,otras vacunaciones,covid 3ra dosis,2022-07-01,67,71,33,49,100,120,220
COTOCA,otras vacunaciones,covid 3ra dosis,2022-07-01,928,1051,56,49,984,1100,2084
CRUZ DE MACHACAMARCA,otras vacunaciones,covid 3ra dosis,2022-07-01,5,6,0,0,5,6,11
CUATRO CAÑADAS,otras vacunaciones,covid 3ra dosis,2022-07-01,55,63,22,8,77,71,148
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid 3ra dosis,2022-07-01,28,13,0,0,28,13,41
CUEVO,otras vacunaciones,covid 3ra dosis,2022-07-01,16,27,57,64,73,91,164
CULPINA,otras vacunaciones,covid 3ra dosis,2022-07-01,41,49,13,24,54,73,127
CURAHUARA DE CARANGAS,otras vacunaciones,covid 3ra dosis,2022-07-01,5,10,0,0,5,10,15
CURVA,otras vacunaciones,covid 3ra dosis,2022-07-01,2,1,0,0,2,1,3
DESAGUADERO,otras vacunaciones,covid 3ra dosis,2022-07-01,27,13,6,1,33,14,47
EL ALTO,otras vacunaciones,covid 3ra dosis,2022-07-01,2598,3330,1375,1450,3973,4780,8753
EL CHORO,otras vacunaciones,covid 3ra dosis,2022-07-01,17,11,0,0,17,11,28
EL PUENTE(STC),otras vacunaciones,covid 3ra dosis,2022-07-01,55,70,34,36,89,106,195
EL PUENTE(TJA),otras vacunaciones,covid 3ra dosis,2022-07-01,53,42,8,12,61,54,115
EL TORNO,otras vacunaciones,covid 3ra dosis,2022-07-01,393,489,0,0,393,489,882
EL VILLAR,otras vacunaciones,covid 3ra dosis,2022-07-01,12,13,0,0,12,13,25
ENTRE RIOS TRJ,otras vacunaciones,covid 3ra dosis,2022-07-01,142,134,17,19,159,153,312
ENTRE RIOS CBBA,otras vacunaciones,covid 3ra dosis,2022-07-01,44,62,34,36,78,98,176
ESCARA,otras vacunaciones,covid 3ra dosis,2022-07-01,4,1,0,0,4,1,5
ESCOMA,otras vacunaciones,covid 3ra dosis,2022-07-01,9,4,2,2,11,6,17
ESMERALDA,otras vacunaciones,covid 3ra dosis,2022-07-01,3,6,0,0,3,6,9
EUCALIPTUS,otras vacunaciones,covid 3ra dosis,2022-07-01,5,6,3,3,8,9,17
EUREKA (SANTOS MERCADO),otras vacunaciones,covid 3ra dosis,2022-07-01,2,3,0,0,2,3,5
FERNANDEZ ALONSO,otras vacunaciones,covid 3ra dosis,2022-07-01,75,76,148,204,223,280,503
FILADELFIA,otras vacunaciones,covid 3ra dosis,2022-07-01,12,33,48,52,60,85,145
GAIOC JATUN AYLLU YURA,otras vacunaciones,covid 3ra dosis,2022-07-01,5,12,31,38,36,50,86
GENERAL SAAVEDRA,otras vacunaciones,covid 3ra dosis,2022-07-01,144,211,3,1,147,212,359
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid 3ra dosis,2022-07-01,7,9,3,4,10,13,23
GUANAY,otras vacunaciones,covid 3ra dosis,2022-07-01,11,5,32,54,43,59,102
GUAQUI,otras vacunaciones,covid 3ra dosis,2022-07-01,10,14,0,0,10,14,24
GUAYARAMERIN,otras vacunaciones,covid 3ra dosis,2022-07-01,84,146,161,45,245,191,436
GUTIERREZ,otras vacunaciones,covid 3ra dosis,2022-07-01,98,115,6,16,104,131,235
HUACARETA,otras vacunaciones,covid 3ra dosis,2022-07-01,55,61,53,68,108,129,237
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid 3ra dosis,2022-07-01,1,3,3,4,4,7,11
HUACHACALLA,otras vacunaciones,covid 3ra dosis,2022-07-01,4,1,0,0,4,1,5
HUANUNI,otras vacunaciones,covid 3ra dosis,2022-07-01,158,130,0,0,158,130,288
HUARACAJE,otras vacunaciones,covid 3ra dosis,2022-07-01,7,7,0,0,7,7,14
HUARINA,otras vacunaciones,covid 3ra dosis,2022-07-01,4,6,4,5,8,11,19
HUATAJATA,otras vacunaciones,covid 3ra dosis,2022-07-01,5,3,4,8,9,11,20
HUAYLLAMARCA,otras vacunaciones,covid 3ra dosis,2022-07-01,21,17,6,5,27,22,49
HUMANATA,otras vacunaciones,covid 3ra dosis,2022-07-01,2,2,1,1,3,3,6
ICHOCA,otras vacunaciones,covid 3ra dosis,2022-07-01,1,2,5,4,6,6,12
ICLA,otras vacunaciones,covid 3ra dosis,2022-07-01,6,4,6,7,12,11,23
INCAHUASI,otras vacunaciones,covid 3ra dosis,2022-07-01,10,30,17,65,27,95,122
INGAVI (HUMAITA),otras vacunaciones,covid 3ra dosis,2022-07-01,3,2,3,7,6,9,15
INQUISIVI,otras vacunaciones,covid 3ra dosis,2022-07-01,6,14,28,26,34,40,74
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid 3ra dosis,2022-07-01,18,22,11,16,29,38,67
JESUS DE MACHACA,otras vacunaciones,covid 3ra dosis,2022-07-01,15,13,7,2,22,15,37
LA ASUNTA,otras vacunaciones,covid 3ra dosis,2022-07-01,63,76,40,53,103,129,232
LA GUARDIA,otras vacunaciones,covid 3ra dosis,2022-07-01,997,1295,164,215,1161,1510,2671
LA PAZ,otras vacunaciones,covid 3ra dosis,2022-07-01,7106,8075,6708,7758,13814,15833,29647
LA RIVERA,otras vacunaciones,covid 3ra dosis,2022-07-01,1,1,0,0,1,1,2
LAGUNILLAS,otras vacunaciones,covid 3ra dosis,2022-07-01,94,74,38,49,132,123,255
LAJA,otras vacunaciones,covid 3ra dosis,2022-07-01,18,18,3,4,21,22,43
LAS CARRERAS,otras vacunaciones,covid 3ra dosis,2022-07-01,10,25,0,0,10,25,35
LICOMA PAMPA,otras vacunaciones,covid 3ra dosis,2022-07-01,4,6,1,1,5,7,12
LLALLAGUA,otras vacunaciones,covid 3ra dosis,2022-07-01,446,566,236,286,682,852,1534
LLICA,otras vacunaciones,covid 3ra dosis,2022-07-01,3,4,1,0,4,4,8
LORETO,otras vacunaciones,covid 3ra dosis,2022-07-01,2,1,0,0,2,1,3
LURIBAY,otras vacunaciones,covid 3ra dosis,2022-07-01,3,9,6,2,9,11,20
MACHACAMARCA,otras vacunaciones,covid 3ra dosis,2022-07-01,6,12,1,6,7,18,25
MACHARETI,otras vacunaciones,covid 3ra dosis,2022-07-01,113,126,36,31,149,157,306
MAGDALENA,otras vacunaciones,covid 3ra dosis,2022-07-01,12,12,65,115,77,127,204
MAIRANA,otras vacunaciones,covid 3ra dosis,2022-07-01,75,92,1,5,76,97,173
MALLA,otras vacunaciones,covid 3ra dosis,2022-07-01,0,0,11,7,11,7,18
MAPIRI,otras vacunaciones,covid 3ra dosis,2022-07-01,17,5,3,1,20,6,26
MECAPACA,otras vacunaciones,covid 3ra dosis,2022-07-01,14,15,4,4,18,19,37
MINEROS,otras vacunaciones,covid 3ra dosis,2022-07-01,269,391,2,1,271,392,663
MIZQUE,otras vacunaciones,covid 3ra dosis,2022-07-01,44,57,98,118,142,175,317
MOCOMOCO,otras vacunaciones,covid 3ra dosis,2022-07-01,16,13,24,16,40,29,69
MOJINETE,otras vacunaciones,covid 3ra dosis,2022-07-01,8,15,2,2,10,17,27
MOJOCOYA,otras vacunaciones,covid 3ra dosis,2022-07-01,8,12,9,14,17,26,43
MONTEAGUDO,otras vacunaciones,covid 3ra dosis,2022-07-01,307,388,294,314,601,702,1303
MONTERO,otras vacunaciones,covid 3ra dosis,2022-07-01,1723,1943,271,230,1994,2173,4167
MORO MORO,otras vacunaciones,covid 3ra dosis,2022-07-01,5,6,12,21,17,27,44
MOROCHATA,otras vacunaciones,covid 3ra dosis,2022-07-01,1,4,14,17,15,21,36
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid 3ra dosis,2022-07-01,11,4,20,35,31,39,70
NAZACARA DE PACAJES,otras vacunaciones,covid 3ra dosis,2022-07-01,7,11,0,0,7,11,18
OCURI,otras vacunaciones,covid 3ra dosis,2022-07-01,3,11,15,11,18,22,40
OKINAWA,otras vacunaciones,covid 3ra dosis,2022-07-01,175,224,18,15,193,239,432
OMEREQUE,otras vacunaciones,covid 3ra dosis,2022-07-01,2,4,34,30,36,34,70
ORURO,otras vacunaciones,covid 3ra dosis,2022-07-01,3740,4244,227,293,3967,4537,8504
PADCAYA,otras vacunaciones,covid 3ra dosis,2022-07-01,8,14,3,6,11,20,31
PADILLA,otras vacunaciones,covid 3ra dosis,2022-07-01,162,164,11,10,173,174,347
PAILON,otras vacunaciones,covid 3ra dosis,2022-07-01,205,221,0,0,205,221,426
PALCA,otras vacunaciones,covid 3ra dosis,2022-07-01,14,23,15,17,29,40,69
PALOS BLANCOS,otras vacunaciones,covid 3ra dosis,2022-07-01,28,40,20,24,48,64,112
PAMPA AULLAGAS,otras vacunaciones,covid 3ra dosis,2022-07-01,7,8,1,2,8,10,18
PAMPA GRANDE,otras vacunaciones,covid 3ra dosis,2022-07-01,29,30,11,8,40,38,78
PAPEL PAMPA,otras vacunaciones,covid 3ra dosis,2022-07-01,11,12,11,12,22,24,46
PASORAPA,otras vacunaciones,covid 3ra dosis,2022-07-01,39,48,1,6,40,54,94
PATACAMAYA,otras vacunaciones,covid 3ra dosis,2022-07-01,147,60,19,14,166,74,240
PAZÑA,otras vacunaciones,covid 3ra dosis,2022-07-01,15,31,30,26,45,57,102
PELECHUCO,otras vacunaciones,covid 3ra dosis,2022-07-01,4,5,5,4,9,9,18
POCOATA,otras vacunaciones,covid 3ra dosis,2022-07-01,0,0,20,26,20,26,46
POCONA,otras vacunaciones,covid 3ra dosis,2022-07-01,15,24,2,1,17,25,42
POJO (CBBA),otras vacunaciones,covid 3ra dosis,2022-07-01,16,20,11,10,27,30,57
POOPO,otras vacunaciones,covid 3ra dosis,2022-07-01,19,27,3,7,22,34,56
PORCO,otras vacunaciones,covid 3ra dosis,2022-07-01,10,11,24,4,34,15,49
POROMA,otras vacunaciones,covid 3ra dosis,2022-07-01,14,15,16,24,30,39,69
PORONGO,otras vacunaciones,covid 3ra dosis,2022-07-01,160,176,0,1,160,177,337
PORTACHUELO,otras vacunaciones,covid 3ra dosis,2022-07-01,384,420,0,0,384,420,804
PORVENIR,otras vacunaciones,covid 3ra dosis,2022-07-01,34,43,103,135,137,178,315
POSTRER VALLE,otras vacunaciones,covid 3ra dosis,2022-07-01,38,41,2,6,40,47,87
POTOSI,otras vacunaciones,covid 3ra dosis,2022-07-01,1337,1744,301,431,1638,2175,3813
PRESTO,otras vacunaciones,covid 3ra dosis,2022-07-01,16,21,4,8,20,29,49
PUCARA,otras vacunaciones,covid 3ra dosis,2022-07-01,21,17,0,0,21,17,38
PUCARANI,otras vacunaciones,covid 3ra dosis,2022-07-01,21,20,9,12,30,32,62
PUERTO ACOSTA,otras vacunaciones,covid 3ra dosis,2022-07-01,13,16,5,3,18,19,37
PUERTO CARABUCO,otras vacunaciones,covid 3ra dosis,2022-07-01,14,13,28,8,42,21,63
PUERTO GONZALO MORENO,otras vacunaciones,covid 3ra dosis,2022-07-01,19,32,34,44,53,76,129
PUERTO PEREZ,otras vacunaciones,covid 3ra dosis,2022-07-01,6,5,0,2,6,7,13
PUERTO RICO,otras vacunaciones,covid 3ra dosis,2022-07-01,14,18,16,8,30,26,56
PUERTO SUAREZ,otras vacunaciones,covid 3ra dosis,2022-07-01,161,241,38,68,199,309,508
PUERTO VILLARROEL,otras vacunaciones,covid 3ra dosis,2022-07-01,49,51,107,96,156,147,303
PUNA,otras vacunaciones,covid 3ra dosis,2022-07-01,19,20,29,21,48,41,89
PUNATA,otras vacunaciones,covid 3ra dosis,2022-07-01,223,303,100,124,323,427,750
QUIABAYA,otras vacunaciones,covid 3ra dosis,2022-07-01,0,0,6,9,6,9,15
QUILLACOLLO,otras vacunaciones,covid 3ra dosis,2022-07-01,1889,2249,582,706,2471,2955,5426
QUIME,otras vacunaciones,covid 3ra dosis,2022-07-01,6,6,15,17,21,23,44
QUIRUSILLAS,otras vacunaciones,covid 3ra dosis,2022-07-01,7,8,8,6,15,14,29
RAQAYPAMPA(ETA),otras vacunaciones,covid 3ra dosis,2022-07-01,13,11,10,10,23,21,44
RAVELO,otras vacunaciones,covid 3ra dosis,2022-07-01,15,17,11,17,26,34,60
REYES,otras vacunaciones,covid 3ra dosis,2022-07-01,56,33,0,0,56,33,89
RIBERALTA,otras vacunaciones,covid 3ra dosis,2022-07-01,256,273,21,35,277,308,585
ROBORE,otras vacunaciones,covid 3ra dosis,2022-07-01,136,140,148,107,284,247,531
RURRENABAQUE,otras vacunaciones,covid 3ra dosis,2022-07-01,59,62,148,3,207,65,272
SABAYA,otras vacunaciones,covid 3ra dosis,2022-07-01,16,21,0,0,16,21,37
SACABA,otras vacunaciones,covid 3ra dosis,2022-07-01,997,1219,1062,1163,2059,2382,4441
SACABAMBA,otras vacunaciones,covid 3ra dosis,2022-07-01,2,1,6,2,8,3,11
SACACA,otras vacunaciones,covid 3ra dosis,2022-07-01,17,18,2,3,19,21,40
SAIPINA,otras vacunaciones,covid 3ra dosis,2022-07-01,26,33,0,0,26,33,59
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid 3ra dosis,2022-07-01,16,24,25,22,41,46,87
SAMAIPATA,otras vacunaciones,covid 3ra dosis,2022-07-01,44,40,52,43,96,83,179
SAN AGUSTIN,otras vacunaciones,covid 3ra dosis,2022-07-01,0,1,0,0,0,1,1
SAN ANDRES,otras vacunaciones,covid 3ra dosis,2022-07-01,36,28,4,9,40,37,77
SAN ANDRES DE MACHACA,otras vacunaciones,covid 3ra dosis,2022-07-01,5,3,2,5,7,8,15
SAN ANTONIO DE ESMORUCO,otras vacunaciones,covid 3ra dosis,2022-07-01,0,0,6,12,6,12,18
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid 3ra dosis,2022-07-01,51,64,23,10,74,74,148
SAN BENITO,otras vacunaciones,covid 3ra dosis,2022-07-01,69,79,0,0,69,79,148
SAN BORJA,otras vacunaciones,covid 3ra dosis,2022-07-01,17,27,6,6,23,33,56
SAN BUENA VENTURA,otras vacunaciones,covid 3ra dosis,2022-07-01,2,2,3,2,5,4,9
SAN CARLOS,otras vacunaciones,covid 3ra dosis,2022-07-01,117,158,18,22,135,180,315
SAN IGNACIO,otras vacunaciones,covid 3ra dosis,2022-07-01,37,48,56,47,93,95,188
SAN IGNACIO DE VELASCO,otras vacunaciones,covid 3ra dosis,2022-07-01,235,338,0,0,235,338,573
SAN JAVIER(BNI),otras vacunaciones,covid 3ra dosis,2022-07-01,5,7,0,0,5,7,12
SAN JAVIER(STC),otras vacunaciones,covid 3ra dosis,2022-07-01,168,268,0,0,168,268,436
SAN JOAQUIN,otras vacunaciones,covid 3ra dosis,2022-07-01,30,21,0,0,30,21,51
