,group,variable,month,DT 2DA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 7 A 49 AÑOS FUERA,DT 2DA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
SANTA ANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,5,0,0,0,5,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,434,1039,220,169,654,1208,1862
SANTA ROSA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,0,23,24,23,24,47
SANTA ROSA DEL SARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,4,24,0,2,4,26,30
SANTIAGO DE HUARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,1,0,3,3,4,3,7
SANTIAGO DE HUATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,0,2,3,2,3,5
SANTIVAÑES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,1,1,5,0,6,1,7
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,1,0,0,0,1,1
SAPAHAQUI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,1,5,9,8,10,13,23
SHINAOTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,7,160,0,160,7,167
SICA SICA (VILLA AROMA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,12,0,5,0,17,17
SIPE SIPE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,9,31,4,13,13,44,57
SOPACHUY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,3,0,0,0,3,3
SORACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,1,3,5,10,6,13,19
SORATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,7,0,2,0,9,9
SUCRE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,47,52,16,9,63,61,124
TACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,1,1,0,1,1,2
TACACOMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,1,2,16,10,17,12,29
TACOBAMBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,2,0,1,0,3,3
TACOPAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,2,2,1,2,3,5
TAPACARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,5,8,15,12,20,20,40
TARABUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,1,0,0,0,1,1
TARACO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,4,0,0,0,4,4
TARATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,2,2,1,0,3,2,5
TARIJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,29,4,2,4,31,35
TARVITA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,2,0,1,0,3,0,3
TEOPONTE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,1,21,31,35,32,56,88
TIAHUANACU,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,2,0,1,0,3,3
TINGUIPAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,3,0,0,0,3,3
TIPUANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,1,11,1,1,2,12,14
TIQUIPAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,15,17,48,63,63,80,143
TIRAQUE (CBBA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,4,10,8,14,12,24,36
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,0,4,1,4,1,5
TOCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,2,0,3,2,5,2,7
TOLATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,2,7,1,2,3,9,12
TORO TORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,2,9,6,3,8,12,20
TOTORA(CBBA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,2,15,2,5,4,20,24
TOTORA(ORR),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,1,2,0,2,1,3
TRINIDAD,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,30,99,12,9,42,108,150
TUPIZA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,9,56,225,210,234,266,500
TURCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,3,4,0,0,3,4,7
UMALA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,2,0,0,0,2,2
UNCIA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,16,2,8,2,24,26
URUBICHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,2,0,6,0,8,8
UYUNI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,6,22,6,0,12,22,34
VACAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,1,3,0,1,1,4,5
VALLEGRANDE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,1,1,1,1,2,2,4
VIACHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,3,46,86,8,89,54,143
VILA VILA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,2,0,0,0,2,2
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,0,10,7,10,7,17
VILLA RIVERO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,3,3,0,2,3,5,8
VILLA SERRANO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,1,0,0,0,1,0,1
VILLA TUNARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,39,37,14,11,53,48,101
VILLAZON,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,1,27,3,10,4,37,41
VINTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,8,45,3,15,11,60,71
VITICHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,7,0,1,0,8,8
WALDO BALLIVIAN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,1,0,0,0,1,1
WARNES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,28,50,35,95,63,145,208
YACO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,3,5,4,1,7,6,13
YACUIBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,2,20,2,1,4,21,25
YAMPARAEZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,10,0,0,0,10,10
YAPACANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,11,9,11,22,22,31,53
YOCALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,7,0,0,0,7,7
YOTALA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-06-01,0,3,3,4,3,7,10
ACACIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,3,0,0,0,3,3
ACHACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,2,8,0,1,2,9,11
ACHOCALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,18,0,1,1,19,20
AIQUILE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,2,7,4,4,6,11,17
ALTO BENI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,11,6,1,1,12,7,19
ANDAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,0,3,3,3,3,6
ANTEQUERA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,3,0,0,0,3,3
ANZALDO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,0,3,5,3,5,8
APOLO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,2,5,2,9,4,14,18
ARAMPAMPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,0,2,2,2,2,4
ARANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,2,7,2,2,4,9,13
ARBIETO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,2,7,8,13,10,20,30
ARQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,2,1,0,0,2,1,3
ASCENCION DE GUARAYOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,17,37,0,1,17,38,55
ATOCHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,7,1,1,1,8,9
AYATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,3,0,0,0,3,3
AYO AYO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,4,0,0,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,3,7,11,13,14,20,34
AZURDUY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,1,0,0,1,1,2
BATALLAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,7,1,2,1,9,10
BELLA FLOR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,0,2,1,2,1,3
BERMEJO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,12,7,0,0,12,7,19
BETANZOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,7,0,4,1,11,12
BOLIVAR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,0,2,0,2,0,2
BOLPEBRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,0,5,2,6,2,8
BUENA VISTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,2,0,2,0,4,4
CABEZAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,0,7,4,7,4,11
CAIROMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,1,0,0,0,1,1
"CAIZA ""D""",otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,12,2,0,2,12,14
CAJUATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,4,0,1,1,5,6
CALACOTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,0,0,2,0,2,2
CALAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,11,0,0,0,11,11
CAMARGO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,0,0,1,0,1,1
CAMIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,2,1,0,0,2,1,3
CAPINOTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,1,0,0,1,1,2
CAQUIAVIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,2,0,0,1,2,3
CARACOLLO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,3,0,0,0,3,3
CARANAVI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,29,45,1,1,30,46,76
CARIPUYO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,2,0,0,0,2,2
CARMEN RIVERO TORREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,2,0,0,1,2,3
CHACARILLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,0,0,1,0,1,1
CHALLAPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,11,3,7,3,18,21
CHAQUI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,1,0,4,0,5,5
CHARAGUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,17,0,0,0,17,17
CHAYANTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,5,0,2,0,7,7
CHIMORE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,3,21,6,7,9,28,37
CHOQUE COTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,4,14,4,3,8,17,25
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,1,0,0,0,1,1
CKOCHAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,2,0,1,0,3,3
CLIZA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,4,6,1,4,5,10,15
COBIJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,14,51,25,13,39,64,103
COCAPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,10,18,5,13,15,31,46
COCHABAMBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,87,212,23,30,110,242,352
COLCAPIRHUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,18,44,23,47,41,91,132
"COLCHA ""K""",otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,6,9,0,0,6,9,15
COLLANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,6,0,0,1,6,7
COLOMI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,10,12,0,4,10,16,26
COLPA BELGICA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,28,0,0,0,28,28
COLQUECHACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,19,0,1,1,20,21
COLQUENCHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,9,0,0,1,9,10
COLQUIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,21,3,17,4,38,42
COMANCHE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,2,0,0,1,2,3
COMARAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,6,1,5,1,11,12
COMBAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,2,21,0,0,2,21,23
COPACABANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,5,1,0,1,5,6
CORIPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,8,0,0,0,8,8
CORO CORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,3,112,3,112,6,118
COROICO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,15,1,0,1,15,16
COTAGAITA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,6,12,0,1,6,13,19
COTOCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,0,0,2,0,2,2
CUATRO CAÑADAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,1,0,0,0,1,1
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,2,1,0,0,2,1,3
CUEVO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,0,0,4,0,4,4
CULPINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,1,0,0,0,1,1
CURAHUARA DE CARANGAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,4,0,0,1,4,5
CURVA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,2,0,0,0,2,2
EL ALTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,547,551,572,264,1119,815,1934
EL CHORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,2,0,0,0,2,2
EL PUENTE(STC),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,3,4,10,4,13,17
EL PUENTE(TJA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,1,0,0,0,1,1
EL TORNO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,0,0,0,1,0,1
EL VILLAR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,1,0,0,1,1,2
ENTRE RIOS CBBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,14,36,6,5,20,41,61
EUCALIPTUS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,1,0,2,0,3,3
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,2,0,0,0,2,2
FERNANDEZ ALONSO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,4,0,1,1,5,6
FILADELFIA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,2,3,0,3,2,5
GAIOC JATUN AYLLU YURA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,1,0,1,0,2,2
GENERAL SAAVEDRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,3,8,0,0,3,8,11
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,4,0,1,0,5,5
GUANAY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,5,15,6,24,11,39,50
GUAYARAMERIN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,15,0,10,1,25,26
GUTIERREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,10,0,0,0,10,10
HUACARETA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,0,1,1,1,1,2
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,0,1,0,1,0,1
HUACHACALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,0,80,0,80,0,80
HUANUNI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,3,5,0,0,3,5,8
HUARACAJE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,2,3,0,0,2,3,5
HUARINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,2,4,0,1,2,5,7
HUATAJATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,2,0,0,1,2,3
HUAYLLAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,0,2,2,2,2,4
ICHOCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,0,4,5,4,5,9
ICLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,1,0,4,0,5,5
INCAHUASI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,3,3,5,1,8,4,12
INGAVI (HUMAITA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,0,0,0,1,0,1
INQUISIVI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,0,1,0,1,0,1
IXIAMAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,2,14,0,2,2,16,18
JESUS DE MACHACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,0,6,6,6,6,12
LA ASUNTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,3,17,5,5,8,22,30
LA PAZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,120,347,55,69,175,416,591
LAGUNILLAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,1,0,0,1,1,2
LAJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,8,2,0,3,8,11
LAS CARRERAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,1,0,0,0,1,1
LICOMA PAMPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,2,0,0,0,2,2
LLALLAGUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,11,50,37,88,48,138,186
LLICA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,4,0,0,0,4,4
LORETO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,0,6,4,6,4,10
LURIBAY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,1,0,0,1,1,2
MACHACAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,4,0,0,0,4,4
MACHARETI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,2,2,0,0,2,2,4
MAGDALENA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,0,1,1,1,1,2
MAIRANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,1,0,0,0,1,1
MALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,0,3,7,3,7,10
MAPIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,4,18,18,22,22,40,62
MECAPACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,2,3,0,0,2,3,5
MINEROS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,3,16,11,5,14,21,35
MIZQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,0,0,1,1,1,2
MOCOMOCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,3,2,0,2,3,5
MONTEAGUDO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,2,2,0,0,2,2,4
MONTERO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,7,89,17,49,24,138,162
MOROCHATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,1,0,0,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,1,0,0,0,1,1
NAZACARA DE PACAJES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,2,0,0,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,0,6,1,6,1,7
OCURI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,10,0,1,0,11,11
OMEREQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,5,1,0,1,5,6
ORURO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,17,62,54,49,71,111,182
PAILON,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,4,7,6,4,10,11,21
PALCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,15,1,0,1,15,16
PALOS BLANCOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,8,11,0,1,8,12,20
PAMPA AULLAGAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,0,0,2,0,2,2
PAPEL PAMPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,8,6,0,0,8,6,14
PASORAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,1,0,0,0,1,1
PATACAMAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,16,0,1,0,17,17
PAZÑA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,2,0,0,0,2,2
PELECHUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,3,0,1,0,4,4
POCOATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,5,0,0,0,5,5
POCONA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,1,1,1,2,2,4
POJO (CBBA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,3,7,0,0,3,7,10
POOPO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,5,1,1,1,6,7
PORCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,1,1,4,1,5,6
POROMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,1,1,0,1,1,2
PORTACHUELO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,2,0,0,1,2,3
PORVENIR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,2,2,1,1,3,3,6
POTOSI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,22,172,8,19,30,191,221
PUCARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,2,13,4,4,6,17,23
PUERTO ACOSTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,1,0,1,0,2,0,2
PUERTO CARABUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,2,5,1,0,3,5,8
PUERTO GONZALO MORENO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,3,0,0,0,3,3
PUERTO PEREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,2,5,5,5,7,12
PUERTO QUIJARRO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,9,174,29,174,38,212
PUERTO RICO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,0,3,3,2,3,5,8
PUERTO SUAREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,7,9,1,1,8,10,18
PUERTO VILLARROEL,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,11,12,15,9,26,21,47
PUNA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,5,25,2,1,7,26,33
PUNATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-07-01,8,18,0,7,8,25,33
