,group,variable,month,17.23 COVID 1RA DOSIS DENTRO,17.23 COVID 1RA DOSIS DENTRO,17.23 COVID 1RA DOSIS FUERA,17.23 COVID 1RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
SIPE SIPE,otras vacunaciones,covid 1ra dosis,2022-06-01,21,18,140,122,161,140,301
SOPACHUY,otras vacunaciones,covid 1ra dosis,2022-06-01,2,0,8,4,10,4,14
SORACACHI,otras vacunaciones,covid 1ra dosis,2022-06-01,40,40,0,0,40,40,80
SORATA,otras vacunaciones,covid 1ra dosis,2022-06-01,8,10,7,6,15,16,31
SUCRE,otras vacunaciones,covid 1ra dosis,2022-06-01,706,751,312,301,1018,1052,2070
TACACHI,otras vacunaciones,covid 1ra dosis,2022-06-01,2,2,13,12,15,14,29
TACACOMA,otras vacunaciones,covid 1ra dosis,2022-06-01,3,2,0,2,3,4,7
TACOBAMBA,otras vacunaciones,covid 1ra dosis,2022-06-01,1,6,12,13,13,19,32
TACOPAYA,otras vacunaciones,covid 1ra dosis,2022-06-01,1,7,17,31,18,38,56
TAPACARI,otras vacunaciones,covid 1ra dosis,2022-06-01,54,64,26,37,80,101,181
TARABUCO,otras vacunaciones,covid 1ra dosis,2022-06-01,5,10,25,15,30,25,55
TARACO,otras vacunaciones,covid 1ra dosis,2022-06-01,16,13,3,2,19,15,34
TARATA,otras vacunaciones,covid 1ra dosis,2022-06-01,7,10,5,4,12,14,26
TARIJA,otras vacunaciones,covid 1ra dosis,2022-06-01,192,188,61,81,253,269,522
TARVITA,otras vacunaciones,covid 1ra dosis,2022-06-01,17,13,31,25,48,38,86
TEOPONTE,otras vacunaciones,covid 1ra dosis,2022-06-01,23,2,8,1,31,3,34
TIAHUANACU,otras vacunaciones,covid 1ra dosis,2022-06-01,6,16,6,4,12,20,32
TINGUIPAYA,otras vacunaciones,covid 1ra dosis,2022-06-01,3,5,46,36,49,41,90
TIPUANI,otras vacunaciones,covid 1ra dosis,2022-06-01,18,3,2,1,20,4,24
TIQUIPAYA,otras vacunaciones,covid 1ra dosis,2022-06-01,103,110,56,45,159,155,314
TIRAQUE (CBBA),otras vacunaciones,covid 1ra dosis,2022-06-01,7,11,10,10,17,21,38
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid 1ra dosis,2022-06-01,4,4,0,0,4,4,8
TOCO,otras vacunaciones,covid 1ra dosis,2022-06-01,10,17,4,6,14,23,37
TODOS SANTOS,otras vacunaciones,covid 1ra dosis,2022-06-01,0,0,0,1,0,1,1
TOLATA,otras vacunaciones,covid 1ra dosis,2022-06-01,6,7,12,14,18,21,39
TOLEDO,otras vacunaciones,covid 1ra dosis,2022-06-01,5,4,0,0,5,4,9
TOMAVE,otras vacunaciones,covid 1ra dosis,2022-06-01,4,5,10,8,14,13,27
TOMINA,otras vacunaciones,covid 1ra dosis,2022-06-01,20,13,7,10,27,23,50
TORO TORO,otras vacunaciones,covid 1ra dosis,2022-06-01,9,17,5,6,14,23,37
TOTORA(CBBA),otras vacunaciones,covid 1ra dosis,2022-06-01,12,6,5,4,17,10,27
TOTORA(ORR),otras vacunaciones,covid 1ra dosis,2022-06-01,23,22,19,21,42,43,85
TRIGAL,otras vacunaciones,covid 1ra dosis,2022-06-01,0,0,1,3,1,3,4
TRINIDAD,otras vacunaciones,covid 1ra dosis,2022-06-01,122,138,107,103,229,241,470
TUPIZA,otras vacunaciones,covid 1ra dosis,2022-06-01,77,130,142,184,219,314,533
TURCO,otras vacunaciones,covid 1ra dosis,2022-06-01,16,11,0,0,16,11,27
UMALA,otras vacunaciones,covid 1ra dosis,2022-06-01,11,14,1,5,12,19,31
UNCIA,otras vacunaciones,covid 1ra dosis,2022-06-01,14,15,7,18,21,33,54
URIONDO (A. CONCEPCION),otras vacunaciones,covid 1ra dosis,2022-06-01,16,20,0,0,16,20,36
URUBICHA,otras vacunaciones,covid 1ra dosis,2022-06-01,0,0,2,0,2,0,2
UYUNI,otras vacunaciones,covid 1ra dosis,2022-06-01,11,9,2,7,13,16,29
VACAS,otras vacunaciones,covid 1ra dosis,2022-06-01,4,4,0,0,4,4,8
VALLEGRANDE,otras vacunaciones,covid 1ra dosis,2022-06-01,33,30,30,8,63,38,101
VIACHA,otras vacunaciones,covid 1ra dosis,2022-06-01,259,207,204,219,463,426,889
VILA VILA,otras vacunaciones,covid 1ra dosis,2022-06-01,1,0,8,6,9,6,15
VILLA CHARCAS,otras vacunaciones,covid 1ra dosis,2022-06-01,11,9,58,49,69,58,127
VILLA MONTES,otras vacunaciones,covid 1ra dosis,2022-06-01,15,18,69,46,84,64,148
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid 1ra dosis,2022-06-01,1,1,1,2,2,3,5
VILLA RIVERO,otras vacunaciones,covid 1ra dosis,2022-06-01,35,28,12,8,47,36,83
VILLA SERRANO,otras vacunaciones,covid 1ra dosis,2022-06-01,1,6,20,14,21,20,41
VILLA TUNARI,otras vacunaciones,covid 1ra dosis,2022-06-01,76,54,49,42,125,96,221
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 1ra dosis,2022-06-01,2,5,6,4,8,9,17
VILLAZON,otras vacunaciones,covid 1ra dosis,2022-06-01,65,62,52,65,117,127,244
VINTO,otras vacunaciones,covid 1ra dosis,2022-06-01,47,66,63,66,110,132,242
VITICHI,otras vacunaciones,covid 1ra dosis,2022-06-01,1,5,0,2,1,7,8
WALDO BALLIVIAN,otras vacunaciones,covid 1ra dosis,2022-06-01,7,3,0,0,7,3,10
WARNES,otras vacunaciones,covid 1ra dosis,2022-06-01,249,112,92,117,341,229,570
YACO,otras vacunaciones,covid 1ra dosis,2022-06-01,3,2,0,0,3,2,5
YACUIBA,otras vacunaciones,covid 1ra dosis,2022-06-01,55,54,76,69,131,123,254
YAMPARAEZ,otras vacunaciones,covid 1ra dosis,2022-06-01,3,2,9,8,12,10,22
YANACACHI,otras vacunaciones,covid 1ra dosis,2022-06-01,4,2,0,0,4,2,6
YAPACANI,otras vacunaciones,covid 1ra dosis,2022-06-01,61,42,3,2,64,44,108
YOCALLA,otras vacunaciones,covid 1ra dosis,2022-06-01,5,6,4,3,9,9,18
YOTALA,otras vacunaciones,covid 1ra dosis,2022-06-01,16,12,9,10,25,22,47
YUNCHARA,otras vacunaciones,covid 1ra dosis,2022-06-01,2,2,3,3,5,5,10
ZUDAÑEZ,otras vacunaciones,covid 1ra dosis,2022-06-01,26,22,36,38,62,60,122
ACACIO,otras vacunaciones,covid 1ra dosis,2022-07-01,4,8,0,1,4,9,13
ACHACACHI,otras vacunaciones,covid 1ra dosis,2022-07-01,47,39,35,23,82,62,144
AIQUILE,otras vacunaciones,covid 1ra dosis,2022-07-01,22,22,13,16,35,38,73
ALALAY,otras vacunaciones,covid 1ra dosis,2022-07-01,4,1,0,0,4,1,5
ALCALA,otras vacunaciones,covid 1ra dosis,2022-07-01,0,0,4,2,4,2,6
ALTO BENI,otras vacunaciones,covid 1ra dosis,2022-07-01,12,10,7,2,19,12,31
ANCORAIMES,otras vacunaciones,covid 1ra dosis,2022-07-01,12,2,2,5,14,7,21
ANDAMARCA,otras vacunaciones,covid 1ra dosis,2022-07-01,5,14,0,0,5,14,19
ANTEQUERA,otras vacunaciones,covid 1ra dosis,2022-07-01,11,5,0,0,11,5,16
ANZALDO,otras vacunaciones,covid 1ra dosis,2022-07-01,6,2,12,10,18,12,30
APOLO,otras vacunaciones,covid 1ra dosis,2022-07-01,19,23,16,13,35,36,71
ARAMPAMPA,otras vacunaciones,covid 1ra dosis,2022-07-01,0,1,3,4,3,5,8
ARANI,otras vacunaciones,covid 1ra dosis,2022-07-01,9,7,8,1,17,8,25
ARBIETO,otras vacunaciones,covid 1ra dosis,2022-07-01,28,25,20,16,48,41,89
ARQUE,otras vacunaciones,covid 1ra dosis,2022-07-01,9,10,27,28,36,38,74
ASCENCION DE GUARAYOS,otras vacunaciones,covid 1ra dosis,2022-07-01,76,58,2,1,78,59,137
ATOCHA,otras vacunaciones,covid 1ra dosis,2022-07-01,23,13,9,10,32,23,55
AUCAPATA,otras vacunaciones,covid 1ra dosis,2022-07-01,2,3,4,4,6,7,13
AYATA,otras vacunaciones,covid 1ra dosis,2022-07-01,2,2,4,15,6,17,23
AYO AYO,otras vacunaciones,covid 1ra dosis,2022-07-01,18,23,2,2,20,25,45
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 1ra dosis,2022-07-01,11,16,44,44,55,60,115
AZURDUY,otras vacunaciones,covid 1ra dosis,2022-07-01,14,14,16,9,30,23,53
BATALLAS,otras vacunaciones,covid 1ra dosis,2022-07-01,25,21,1,0,26,21,47
BAURES,otras vacunaciones,covid 1ra dosis,2022-07-01,32,24,0,0,32,24,56
BELEN DE URMIRI,otras vacunaciones,covid 1ra dosis,2022-07-01,1,1,1,1,2,2,4
BELLA FLOR,otras vacunaciones,covid 1ra dosis,2022-07-01,2,1,7,9,9,10,19
BERMEJO,otras vacunaciones,covid 1ra dosis,2022-07-01,6,1,2,2,8,3,11
BETANZOS,otras vacunaciones,covid 1ra dosis,2022-07-01,43,24,14,11,57,35,92
BOLIVAR,otras vacunaciones,covid 1ra dosis,2022-07-01,3,0,1,2,4,2,6
BOLPEBRA,otras vacunaciones,covid 1ra dosis,2022-07-01,1,2,10,12,11,14,25
BOYUIBE,otras vacunaciones,covid 1ra dosis,2022-07-01,10,6,4,3,14,9,23
BUENA VISTA,otras vacunaciones,covid 1ra dosis,2022-07-01,28,23,15,13,43,36,79
CABEZAS,otras vacunaciones,covid 1ra dosis,2022-07-01,28,26,1,1,29,27,56
CAIROMA,otras vacunaciones,covid 1ra dosis,2022-07-01,15,5,1,3,16,8,24
"CAIZA ""D""",otras vacunaciones,covid 1ra dosis,2022-07-01,8,22,6,5,14,27,41
CAJUATA,otras vacunaciones,covid 1ra dosis,2022-07-01,22,24,8,2,30,26,56
CALACOTO,otras vacunaciones,covid 1ra dosis,2022-07-01,6,4,1,4,7,8,15
CALAMARCA,otras vacunaciones,covid 1ra dosis,2022-07-01,11,11,1,4,12,15,27
CAMARGO,otras vacunaciones,covid 1ra dosis,2022-07-01,21,3,10,10,31,13,44
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid 1ra dosis,2022-07-01,5,2,1,0,6,2,8
CAMIRI,otras vacunaciones,covid 1ra dosis,2022-07-01,106,112,24,25,130,137,267
CAPINOTA,otras vacunaciones,covid 1ra dosis,2022-07-01,56,60,9,0,65,60,125
CAQUIAVIRI,otras vacunaciones,covid 1ra dosis,2022-07-01,8,8,4,4,12,12,24
CARACOLLO,otras vacunaciones,covid 1ra dosis,2022-07-01,26,26,7,7,33,33,66
CARANAVI,otras vacunaciones,covid 1ra dosis,2022-07-01,88,47,17,16,105,63,168
CARAPARI,otras vacunaciones,covid 1ra dosis,2022-07-01,19,16,0,0,19,16,35
CARIPUYO,otras vacunaciones,covid 1ra dosis,2022-07-01,7,0,0,0,7,0,7
CARMEN RIVERO TORREZ,otras vacunaciones,covid 1ra dosis,2022-07-01,16,15,0,0,16,15,31
CATACORA,otras vacunaciones,covid 1ra dosis,2022-07-01,3,2,4,8,7,10,17
CHACARILLA,otras vacunaciones,covid 1ra dosis,2022-07-01,3,1,0,0,3,1,4
CHALLAPATA,otras vacunaciones,covid 1ra dosis,2022-07-01,52,32,1,4,53,36,89
CHAQUI,otras vacunaciones,covid 1ra dosis,2022-07-01,11,7,3,0,14,7,21
CHARAGUA,otras vacunaciones,covid 1ra dosis,2022-07-01,44,76,31,34,75,110,185
CHARAÑA,otras vacunaciones,covid 1ra dosis,2022-07-01,3,5,7,9,10,14,24
CHAYANTA,otras vacunaciones,covid 1ra dosis,2022-07-01,8,4,1,1,9,5,14
CHIMORE,otras vacunaciones,covid 1ra dosis,2022-07-01,37,23,34,44,71,67,138
CHIPAYA,otras vacunaciones,covid 1ra dosis,2022-07-01,2,3,0,0,2,3,5
CHOQUE COTA,otras vacunaciones,covid 1ra dosis,2022-07-01,2,0,0,0,2,0,2
CHUA COCANI,otras vacunaciones,covid 1ra dosis,2022-07-01,2,2,4,1,6,3,9
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 1ra dosis,2022-07-01,33,38,24,16,57,54,111
CHUMA,otras vacunaciones,covid 1ra dosis,2022-07-01,8,12,15,10,23,22,45
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 1ra dosis,2022-07-01,4,2,6,3,10,5,15
CKOCHAS,otras vacunaciones,covid 1ra dosis,2022-07-01,13,19,10,6,23,25,48
CLIZA,otras vacunaciones,covid 1ra dosis,2022-07-01,42,41,7,8,49,49,98
COBIJA,otras vacunaciones,covid 1ra dosis,2022-07-01,269,255,98,94,367,349,716
COCAPATA,otras vacunaciones,covid 1ra dosis,2022-07-01,19,17,0,1,19,18,37
COCHABAMBA,otras vacunaciones,covid 1ra dosis,2022-07-01,1543,1526,233,248,1776,1774,3550
COIPASA,otras vacunaciones,covid 1ra dosis,2022-07-01,3,3,0,0,3,3,6
COLCAPIRHUA,otras vacunaciones,covid 1ra dosis,2022-07-01,29,30,114,111,143,141,284
"COLCHA ""K""",otras vacunaciones,covid 1ra dosis,2022-07-01,15,13,3,3,18,16,34
COLLANA,otras vacunaciones,covid 1ra dosis,2022-07-01,0,5,1,0,1,5,6
COLOMI,otras vacunaciones,covid 1ra dosis,2022-07-01,22,13,3,4,25,17,42
COLPA BELGICA,otras vacunaciones,covid 1ra dosis,2022-07-01,26,18,0,0,26,18,44
COLQUECHACA,otras vacunaciones,covid 1ra dosis,2022-07-01,8,6,6,11,14,17,31
COLQUENCHA,otras vacunaciones,covid 1ra dosis,2022-07-01,16,14,0,1,16,15,31
COLQUIRI,otras vacunaciones,covid 1ra dosis,2022-07-01,13,22,17,13,30,35,65
COMANCHE,otras vacunaciones,covid 1ra dosis,2022-07-01,3,1,3,3,6,4,10
COMARAPA,otras vacunaciones,covid 1ra dosis,2022-07-01,15,14,0,0,15,14,29
COMBAYA,otras vacunaciones,covid 1ra dosis,2022-07-01,1,1,0,0,1,1,2
CONCEPCION,otras vacunaciones,covid 1ra dosis,2022-07-01,59,51,2,0,61,51,112
COPACABANA,otras vacunaciones,covid 1ra dosis,2022-07-01,10,11,3,1,13,12,25
CORIPATA,otras vacunaciones,covid 1ra dosis,2022-07-01,18,23,17,23,35,46,81
CORO CORO,otras vacunaciones,covid 1ra dosis,2022-07-01,16,22,7,6,23,28,51
COROICO,otras vacunaciones,covid 1ra dosis,2022-07-01,40,38,11,5,51,43,94
CORQUE,otras vacunaciones,covid 1ra dosis,2022-07-01,20,18,0,0,20,18,38
COTAGAITA,otras vacunaciones,covid 1ra dosis,2022-07-01,19,16,20,30,39,46,85
COTOCA,otras vacunaciones,covid 1ra dosis,2022-07-01,264,243,11,15,275,258,533
CRUZ DE MACHACAMARCA,otras vacunaciones,covid 1ra dosis,2022-07-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,otras vacunaciones,covid 1ra dosis,2022-07-01,30,28,12,8,42,36,78
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid 1ra dosis,2022-07-01,2,2,0,0,2,2,4
CUEVO,otras vacunaciones,covid 1ra dosis,2022-07-01,9,7,4,16,13,23,36
CULPINA,otras vacunaciones,covid 1ra dosis,2022-07-01,17,34,6,6,23,40,63
CURAHUARA DE CARANGAS,otras vacunaciones,covid 1ra dosis,2022-07-01,5,3,0,0,5,3,8
CURVA,otras vacunaciones,covid 1ra dosis,2022-07-01,1,0,1,2,2,2,4
DESAGUADERO,otras vacunaciones,covid 1ra dosis,2022-07-01,16,9,3,4,19,13,32
EL ALTO,otras vacunaciones,covid 1ra dosis,2022-07-01,1771,1728,845,679,2616,2407,5023
EL CHORO,otras vacunaciones,covid 1ra dosis,2022-07-01,11,7,0,0,11,7,18
EL PUENTE(STC),otras vacunaciones,covid 1ra dosis,2022-07-01,10,14,6,12,16,26,42
EL PUENTE(TJA),otras vacunaciones,covid 1ra dosis,2022-07-01,11,15,4,4,15,19,34
EL TORNO,otras vacunaciones,covid 1ra dosis,2022-07-01,126,122,0,0,126,122,248
EL VILLAR,otras vacunaciones,covid 1ra dosis,2022-07-01,5,3,0,0,5,3,8
ENTRE RIOS TRJ,otras vacunaciones,covid 1ra dosis,2022-07-01,26,16,4,2,30,18,48
ENTRE RIOS CBBA,otras vacunaciones,covid 1ra dosis,2022-07-01,77,48,26,23,103,71,174
ESCOMA,otras vacunaciones,covid 1ra dosis,2022-07-01,7,11,3,1,10,12,22
ESMERALDA,otras vacunaciones,covid 1ra dosis,2022-07-01,1,1,0,0,1,1,2
EUCALIPTUS,otras vacunaciones,covid 1ra dosis,2022-07-01,8,11,0,0,8,11,19
EUREKA (SANTOS MERCADO),otras vacunaciones,covid 1ra dosis,2022-07-01,1,1,0,0,1,1,2
FERNANDEZ ALONSO,otras vacunaciones,covid 1ra dosis,2022-07-01,33,34,53,38,86,72,158
FILADELFIA,otras vacunaciones,covid 1ra dosis,2022-07-01,20,18,23,15,43,33,76
GAIOC JATUN AYLLU YURA,otras vacunaciones,covid 1ra dosis,2022-07-01,1,1,5,3,6,4,10
GENERAL SAAVEDRA,otras vacunaciones,covid 1ra dosis,2022-07-01,45,48,1,0,46,48,94
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid 1ra dosis,2022-07-01,4,12,3,5,7,17,24
GUANAY,otras vacunaciones,covid 1ra dosis,2022-07-01,9,8,13,13,22,21,43
GUAQUI,otras vacunaciones,covid 1ra dosis,2022-07-01,11,5,0,0,11,5,16
GUAYARAMERIN,otras vacunaciones,covid 1ra dosis,2022-07-01,92,125,34,26,126,151,277
GUTIERREZ,otras vacunaciones,covid 1ra dosis,2022-07-01,35,19,2,6,37,25,62
HUACARETA,otras vacunaciones,covid 1ra dosis,2022-07-01,17,15,11,7,28,22,50
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid 1ra dosis,2022-07-01,3,1,0,1,3,2,5
HUACHACALLA,otras vacunaciones,covid 1ra dosis,2022-07-01,5,5,0,0,5,5,10
HUANUNI,otras vacunaciones,covid 1ra dosis,2022-07-01,32,41,0,0,32,41,73
HUARACAJE,otras vacunaciones,covid 1ra dosis,2022-07-01,1,1,0,0,1,1,2
HUARINA,otras vacunaciones,covid 1ra dosis,2022-07-01,8,4,5,4,13,8,21
HUATAJATA,otras vacunaciones,covid 1ra dosis,2022-07-01,5,3,2,1,7,4,11
HUAYLLAMARCA,otras vacunaciones,covid 1ra dosis,2022-07-01,6,8,4,0,10,8,18
HUMANATA,otras vacunaciones,covid 1ra dosis,2022-07-01,7,5,3,0,10,5,15
ICHOCA,otras vacunaciones,covid 1ra dosis,2022-07-01,2,1,4,5,6,6,12
ICLA,otras vacunaciones,covid 1ra dosis,2022-07-01,5,4,1,3,6,7,13
INCAHUASI,otras vacunaciones,covid 1ra dosis,2022-07-01,15,15,2,9,17,24,41
INGAVI (HUMAITA),otras vacunaciones,covid 1ra dosis,2022-07-01,0,0,1,1,1,1,2
INQUISIVI,otras vacunaciones,covid 1ra dosis,2022-07-01,3,7,12,11,15,18,33
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid 1ra dosis,2022-07-01,17,20,5,5,22,25,47
IXIAMAS,otras vacunaciones,covid 1ra dosis,2022-07-01,1,1,0,0,1,1,2
JESUS DE MACHACA,otras vacunaciones,covid 1ra dosis,2022-07-01,12,5,2,0,14,5,19
LA ASUNTA,otras vacunaciones,covid 1ra dosis,2022-07-01,44,41,3,5,47,46,93
LA GUARDIA,otras vacunaciones,covid 1ra dosis,2022-07-01,326,322,28,38,354,360,714
LA PAZ,otras vacunaciones,covid 1ra dosis,2022-07-01,1194,1218,1141,1048,2335,2266,4601
LAGUNILLAS,otras vacunaciones,covid 1ra dosis,2022-07-01,9,8,4,5,13,13,26
LAJA,otras vacunaciones,covid 1ra dosis,2022-07-01,22,25,2,3,24,28,52
LAS CARRERAS,otras vacunaciones,covid 1ra dosis,2022-07-01,8,3,0,0,8,3,11
LICOMA PAMPA,otras vacunaciones,covid 1ra dosis,2022-07-01,4,4,2,7,6,11,17
LLALLAGUA,otras vacunaciones,covid 1ra dosis,2022-07-01,251,240,96,87,347,327,674
LLICA,otras vacunaciones,covid 1ra dosis,2022-07-01,7,1,0,0,7,1,8
LORETO,otras vacunaciones,covid 1ra dosis,2022-07-01,2,2,0,0,2,2,4
LURIBAY,otras vacunaciones,covid 1ra dosis,2022-07-01,4,3,4,3,8,6,14
MACHACAMARCA,otras vacunaciones,covid 1ra dosis,2022-07-01,10,8,0,0,10,8,18
MACHARETI,otras vacunaciones,covid 1ra dosis,2022-07-01,17,21,6,7,23,28,51
MAGDALENA,otras vacunaciones,covid 1ra dosis,2022-07-01,1,2,44,55,45,57,102
MAIRANA,otras vacunaciones,covid 1ra dosis,2022-07-01,22,23,4,8,26,31,57
MALLA,otras vacunaciones,covid 1ra dosis,2022-07-01,0,0,2,4,2,4,6
MAPIRI,otras vacunaciones,covid 1ra dosis,2022-07-01,9,9,4,0,13,9,22
MECAPACA,otras vacunaciones,covid 1ra dosis,2022-07-01,62,55,17,17,79,72,151
MINEROS,otras vacunaciones,covid 1ra dosis,2022-07-01,59,60,5,1,64,61,125
MIZQUE,otras vacunaciones,covid 1ra dosis,2022-07-01,18,14,28,35,46,49,95
MOCOMOCO,otras vacunaciones,covid 1ra dosis,2022-07-01,20,14,9,7,29,21,50
MOJINETE,otras vacunaciones,covid 1ra dosis,2022-07-01,0,1,0,0,0,1,1
MOJOCOYA,otras vacunaciones,covid 1ra dosis,2022-07-01,6,13,1,1,7,14,21
MONTEAGUDO,otras vacunaciones,covid 1ra dosis,2022-07-01,51,47,18,19,69,66,135
MONTERO,otras vacunaciones,covid 1ra dosis,2022-07-01,442,452,32,44,474,496,970
MORO MORO,otras vacunaciones,covid 1ra dosis,2022-07-01,1,0,0,1,1,1,2
MOROCHATA,otras vacunaciones,covid 1ra dosis,2022-07-01,0,2,17,22,17,24,41
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid 1ra dosis,2022-07-01,5,3,22,19,27,22,49
NAZACARA DE PACAJES,otras vacunaciones,covid 1ra dosis,2022-07-01,0,3,0,0,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid 1ra dosis,2022-07-01,0,0,4,2,4,2,6
OCURI,otras vacunaciones,covid 1ra dosis,2022-07-01,10,18,17,13,27,31,58
OKINAWA,otras vacunaciones,covid 1ra dosis,2022-07-01,40,33,3,1,43,34,77
OMEREQUE,otras vacunaciones,covid 1ra dosis,2022-07-01,0,1,5,4,5,5,10
ORURO,otras vacunaciones,covid 1ra dosis,2022-07-01,907,782,28,30,935,812,1747
PADCAYA,otras vacunaciones,covid 1ra dosis,2022-07-01,13,8,1,1,14,9,23
PADILLA,otras vacunaciones,covid 1ra dosis,2022-07-01,22,15,2,2,24,17,41
PAILON,otras vacunaciones,covid 1ra dosis,2022-07-01,57,47,0,0,57,47,104
PALCA,otras vacunaciones,covid 1ra dosis,2022-07-01,109,97,37,39,146,136,282
PALOS BLANCOS,otras vacunaciones,covid 1ra dosis,2022-07-01,20,21,26,8,46,29,75
PAMPA AULLAGAS,otras vacunaciones,covid 1ra dosis,2022-07-01,6,5,2,2,8,7,15
PAMPA GRANDE,otras vacunaciones,covid 1ra dosis,2022-07-01,12,13,3,4,15,17,32
PAPEL PAMPA,otras vacunaciones,covid 1ra dosis,2022-07-01,9,4,1,0,10,4,14
PASORAPA,otras vacunaciones,covid 1ra dosis,2022-07-01,1,2,0,0,1,2,3
PATACAMAYA,otras vacunaciones,covid 1ra dosis,2022-07-01,44,37,3,3,47,40,87
PAZÑA,otras vacunaciones,covid 1ra dosis,2022-07-01,6,10,3,6,9,16,25
PELECHUCO,otras vacunaciones,covid 1ra dosis,2022-07-01,13,8,12,9,25,17,42
POCOATA,otras vacunaciones,covid 1ra dosis,2022-07-01,3,4,18,31,21,35,56
POCONA,otras vacunaciones,covid 1ra dosis,2022-07-01,2,4,12,11,14,15,29
POJO (CBBA),otras vacunaciones,covid 1ra dosis,2022-07-01,19,19,1,0,20,19,39
POOPO,otras vacunaciones,covid 1ra dosis,2022-07-01,33,28,0,0,33,28,61
PORCO,otras vacunaciones,covid 1ra dosis,2022-07-01,79,91,2,3,81,94,175
POROMA,otras vacunaciones,covid 1ra dosis,2022-07-01,5,11,23,22,28,33,61
PORONGO,otras vacunaciones,covid 1ra dosis,2022-07-01,51,56,1,4,52,60,112
PORTACHUELO,otras vacunaciones,covid 1ra dosis,2022-07-01,124,115,0,0,124,115,239
PORVENIR,otras vacunaciones,covid 1ra dosis,2022-07-01,5,16,33,37,38,53,91
POSTRER VALLE,otras vacunaciones,covid 1ra dosis,2022-07-01,4,3,1,1,5,4,9
POTOSI,otras vacunaciones,covid 1ra dosis,2022-07-01,301,312,35,33,336,345,681
PRESTO,otras vacunaciones,covid 1ra dosis,2022-07-01,13,9,4,6,17,15,32
PUCARANI,otras vacunaciones,covid 1ra dosis,2022-07-01,30,23,10,7,40,30,70
PUERTO ACOSTA,otras vacunaciones,covid 1ra dosis,2022-07-01,3,6,4,2,7,8,15
PUERTO CARABUCO,otras vacunaciones,covid 1ra dosis,2022-07-01,11,12,10,4,21,16,37
PUERTO GONZALO MORENO,otras vacunaciones,covid 1ra dosis,2022-07-01,7,1,10,9,17,10,27
PUERTO PEREZ,otras vacunaciones,covid 1ra dosis,2022-07-01,2,4,1,0,3,4,7
PUERTO RICO,otras vacunaciones,covid 1ra dosis,2022-07-01,9,9,9,6,18,15,33
PUERTO SUAREZ,otras vacunaciones,covid 1ra dosis,2022-07-01,52,62,35,51,87,113,200
PUERTO VILLARROEL,otras vacunaciones,covid 1ra dosis,2022-07-01,80,44,93,100,173,144,317
PUNA,otras vacunaciones,covid 1ra dosis,2022-07-01,21,15,2,2,23,17,40
PUNATA,otras vacunaciones,covid 1ra dosis,2022-07-01,72,60,18,23,90,83,173
QUIABAYA,otras vacunaciones,covid 1ra dosis,2022-07-01,0,0,1,5,1,5,6
QUILLACOLLO,otras vacunaciones,covid 1ra dosis,2022-07-01,397,385,160,145,557,530,1087
QUIME,otras vacunaciones,covid 1ra dosis,2022-07-01,5,4,2,0,7,4,11
QUIRUSILLAS,otras vacunaciones,covid 1ra dosis,2022-07-01,1,2,1,3,2,5,7
RAQAYPAMPA(ETA),otras vacunaciones,covid 1ra dosis,2022-07-01,10,10,4,15,14,25,39
RAVELO,otras vacunaciones,covid 1ra dosis,2022-07-01,4,8,7,6,11,14,25
REYES,otras vacunaciones,covid 1ra dosis,2022-07-01,6,3,11,0,17,3,20
RIBERALTA,otras vacunaciones,covid 1ra dosis,2022-07-01,193,156,5,8,198,164,362
ROBORE,otras vacunaciones,covid 1ra dosis,2022-07-01,38,25,6,6,44,31,75
RURRENABAQUE,otras vacunaciones,covid 1ra dosis,2022-07-01,30,28,2,1,32,29,61
SABAYA,otras vacunaciones,covid 1ra dosis,2022-07-01,2,6,0,0,2,6,8
SACABA,otras vacunaciones,covid 1ra dosis,2022-07-01,297,312,239,137,536,449,985
SACABAMBA,otras vacunaciones,covid 1ra dosis,2022-07-01,1,0,5,2,6,2,8
SACACA,otras vacunaciones,covid 1ra dosis,2022-07-01,12,7,0,2,12,9,21
SAIPINA,otras vacunaciones,covid 1ra dosis,2022-07-01,2,2,0,0,2,2,4
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid 1ra dosis,2022-07-01,7,14,6,4,13,18,31
SAMAIPATA,otras vacunaciones,covid 1ra dosis,2022-07-01,5,7,9,13,14,20,34
SAN AGUSTIN,otras vacunaciones,covid 1ra dosis,2022-07-01,1,0,0,0,1,0,1
