,group,variable,month,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,TOTALES,TOTALES,TOTALES
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,2,3,6,12,8,15,23
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,4,16,36,38,40,54,94
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,2,1,2,3,4,4,8
PUERTO PEREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,0,0,8,20,8,20,28
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,19,18,338,368,357,386,743
PUERTO RICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,0,0,7,10,7,10,17
PUERTO SILES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,4,4,15,0,19,4,23
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,73,174,277,38,350,212,562
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,76,105,280,229,356,334,690
PUNA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,6,15,29,51,35,66,101
PUNATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,57,90,174,299,231,389,620
QUIABAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,9,13,2,2,11,15,26
QUILLACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,153,186,511,710,664,896,1560
QUIME,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,2,10,18,42,20,52,72
QUIRUSILLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,2,6,3,6,5,12,17
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,9,13,7,5,16,18,34
RAVELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,6,10,31,65,37,75,112
REYES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,2,4,6,11,8,15,23
RIBERALTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,245,292,94,198,339,490,829
ROBORE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,68,130,91,140,159,270,429
RURRENABAQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,11,14,1,3,12,17,29
SABAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,1,2,0,1,1,3,4
SACABA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,84,156,388,588,472,744,1216
SACABAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,1,0,1,2,2,2,4
SACACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,11,16,16,46,27,62,89
SAIPINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,4,6,20,8,24,14,38
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,4,2,15,18,19,20,39
SAMAIPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,17,29,9,20,26,49,75
SAN AGUSTIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,3,2,0,1,3,3,6
SAN ANDRES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,7,8,18,40,25,48,73
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,3,2,36,43,39,45,84
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,3,4,0,0,3,4,7
SAN BENITO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,8,10,7,20,15,30,45
SAN BORJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,6,17,41,79,47,96,143
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,1,4,6,18,7,22,29
SAN CARLOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,34,29,47,76,81,105,186
SAN IGNACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,6,10,1,7,7,17,24
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,58,108,36,144,94,252,346
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,5,6,0,0,5,6,11
SAN JAVIER(STC),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,67,70,0,0,67,70,137
SAN JOAQUIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,2,0,0,0,2,0,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,12,20,126,226,138,246,384
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,12,20,29,33,41,53,94
SAN JULIAN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,256,381,284,394,540,775,1315
SAN LORENZO(PND),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,5,3,23,60,28,63,91
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,72,140,348,560,420,700,1120
SAN LUCAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,20,33,6,24,26,57,83
SAN MATIAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,9,19,10,16,19,35,54
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,14,35,19,59,33,94,127
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,3,1,0,1,3,2,5
SAN PEDRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,8,8,12,38,20,46,66
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,75,86,46,96,121,182,303
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,0,2,5,2,5,4,9
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,6,18,7,13,13,31,44
SAN PEDRO DE QUEMES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,0,2,1,1,1,3,4
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,9,16,5,9,14,25,39
SAN PEDRO(PND),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,0,0,13,6,13,6,19
SAN RAFAEL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,10,19,0,3,10,22,32
SAN RAMON BENI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,1,4,17,20,18,24,42
SAN RAMON SCZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,80,108,0,1,80,109,189
SANTA ANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,13,9,13,8,26,17,43
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,4052,5300,2153,2515,6205,7815,14020
SANTA ROSA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,8,12,76,149,84,161,245
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,34,60,90,109,124,169,293
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,14,14,89,65,103,79,182
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,0,1,0,0,0,1,1
SANTIVAÑES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,5,10,12,24,17,34,51
SAPAHAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,15,15,6,14,21,29,50
SENA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,4,7,60,57,64,64,128
SHINAOTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,19,31,47,89,66,120,186
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,15,32,25,33,40,65,105
SICAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,1,1,18,31,19,32,51
SIPE SIPE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,25,17,71,110,96,127,223
SOPACHUY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,29,71,41,136,70,207,277
SORACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,0,0,1,2,1,2,3
SORATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,24,22,78,30,102,52,154
SUCRE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,771,1314,1181,1018,1952,2332,4284
TACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,3,2,3,1,6,3,9
TACACOMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,20,23,73,34,93,57,150
TACOBAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,4,2,15,10,19,12,31
TACOPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,4,4,13,15,17,19,36
TAHUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,0,0,6,9,6,9,15
TAPACARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,6,8,23,23,29,31,60
TARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,7,14,24,72,31,86,117
TARACO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,11,22,48,41,59,63,122
TARATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,9,9,29,44,38,53,91
TARIJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,582,718,440,791,1022,1509,2531
TARVITA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,24,77,88,137,112,214,326
TEOPONTE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,12,5,31,17,43,22,65
TIAHUANACU,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,44,66,28,43,72,109,181
TINGUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,0,0,9,9,9,9,18
TIPUANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,36,78,16,18,52,96,148
TIQUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,56,73,108,173,164,246,410
TIRAQUE (CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,37,53,482,236,519,289,808
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,8,1,32,18,40,19,59
TOCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,6,13,8,22,14,35,49
TOLATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,7,8,2,16,9,24,33
TOLEDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,1,1,0,0,1,1,2
TOMAVE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,5,4,6,13,11,17,28
TOMINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,24,57,42,56,66,113,179
TORO TORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,10,11,18,17,28,28,56
TOTORA(CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,9,29,43,52,52,81,133
TOTORA(ORR),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,3,1,0,0,3,1,4
TRIGAL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,1,0,3,6,4,6,10
TRINIDAD,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,127,231,76,120,203,351,554
TUPIZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,163,220,112,137,275,357,632
TURCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,0,0,0,1,0,1,1
UMALA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,0,3,3,6,3,9,12
UNCIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,12,17,441,421,453,438,891
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,22,21,51,104,73,125,198
URUBICHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,0,0,0,6,0,6,6
UYUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,72,116,322,244,394,360,754
VACAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,12,7,15,8,27,15,42
VALLEGRANDE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,51,73,131,180,182,253,435
VIACHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,80,111,78,147,158,258,416
VILA VILA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,0,3,7,8,7,11,18
VILLA CHARCAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,1,23,7,25,8,48,56
VILLA MONTES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,120,105,51,71,171,176,347
VILLA NUEVA (LOMA ALTA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,1,0,9,6,10,6,16
VILLA RIVERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,7,10,37,35,44,45,89
VILLA SERRANO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,93,187,26,74,119,261,380
VILLA TUNARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,77,103,209,300,286,403,689
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,67,73,19,42,86,115,201
VILLAZON,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,33,71,23,34,56,105,161
VINTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,1,0,1,3,2,3,5
VITICHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,29,59,22,28,51,87,138
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,2,0,1,1,3,1,4
WARNES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,150,252,178,119,328,371,699
YACO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,0,0,5,8,5,8,13
YACUIBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,129,196,137,155,266,351,617
YAMPARAEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,32,41,28,43,60,84,144
YANACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,8,8,12,16,20,24,44
YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,29,33,155,187,184,220,404
YOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,2,3,43,48,45,51,96
YOTALA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,12,27,9,22,21,49,70
YUNCHARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,5,5,6,24,11,29,40
ZUDAÑEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-06-01,20,36,45,63,65,99,164
ACACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,0,2,9,6,9,8,17
ACHACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,118,178,139,235,257,413,670
ACHOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,14,37,5,20,19,57,76
AIQUILE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,11,11,10,21,21,32,53
ALALAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,1,1,4,13,5,14,19
ALCALA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,2,3,1,4,3,7,10
ALTO BENI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,1,2,0,1,1,3,4
ANCORAIMES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,8,11,36,22,44,33,77
ANDAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,0,0,1,3,1,3,4
ANTEQUERA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,1,3,1,7,2,10,12
ANZALDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,0,0,10,11,10,11,21
APOLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,4,18,17,20,21,38,59
ARAMPAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,0,0,4,3,4,3,7
ARANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,15,30,24,46,39,76,115
ARBIETO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,33,63,83,158,116,221,337
ARQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,3,0,1,6,4,6,10
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,14,8,0,0,14,8,22
ATOCHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,7,3,2,2,9,5,14
AUCAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,6,9,6,7,12,16,28
AYATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,4,4,5,18,9,22,31
AYO AYO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,2,0,3,4,5,4,9
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,2,4,37,58,39,62,101
AZURDUY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,5,18,3,2,8,20,28
BATALLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,8,4,8,11,16,15,31
BAURES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,54,28,29,25,83,53,136
BELEN DE URMIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,1,1,7,10,8,11,19
BELLA FLOR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,1,1,3,7,4,8,12
BERMEJO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,35,68,18,37,53,105,158
BETANZOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,5,11,11,24,16,35,51
BOLIVAR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,0,0,1,1,1,1,2
BOLPEBRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,0,1,2,2,2,3,5
BOYUIBE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,1,2,0,1,1,3,4
BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,16,15,19,39,35,54,89
CABEZAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,19,15,124,119,143,134,277
CAIROMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,3,3,4,4,7,7,14
"CAIZA ""D""",otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,2,3,2,3,4,6,10
CAJUATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,3,9,8,5,11,14,25
CALAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,0,2,1,2,1,4,5
CAMARGO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,39,37,8,16,47,53,100
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,0,0,1,3,1,3,4
CAMIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,143,175,95,180,238,355,593
CAPINOTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,3,4,2,3,5,7,12
CAQUIAVIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,0,0,1,0,1,0,1
CARACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,11,19,8,8,19,27,46
CARANAVI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,40,47,44,93,84,140,224
CARAPARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,23,18,9,22,32,40,72
CARIPUYO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,1,6,3,10,4,16,20
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,3,4,0,0,3,4,7
CHALLAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,9,11,9,10,18,21,39
CHAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,0,4,1,5,1,9,10
CHARAGUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,29,39,19,42,48,81,129
CHAYANTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,3,3,2,1,5,4,9
CHIMORE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,27,50,298,96,325,146,471
CHOQUE COTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,0,1,0,1,0,2,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,4,20,36,50,40,70,110
CHUMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,5,6,8,7,13,13,26
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,0,1,10,9,10,10,20
CKOCHAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,3,3,1,1,4,4,8
CLIZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,7,10,8,13,15,23,38
COBIJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,99,109,71,41,170,150,320
COCAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,24,23,9,18,33,41,74
COCHABAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,795,1161,1082,1497,1877,2658,4535
COLCAPIRHUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,1,1,10,16,11,17,28
"COLCHA ""K""",otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,0,7,2,1,2,8,10
COLLANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,1,3,1,0,2,3,5
COLOMI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,6,8,11,13,17,21,38
COLPA BELGICA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,20,41,0,0,20,41,61
COLQUECHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,1,4,4,21,5,25,30
COLQUENCHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,2,15,2,0,4,15,19
COLQUIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,13,20,22,40,35,60,95
COMANCHE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,0,0,0,1,0,1,1
COMARAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,30,61,20,32,50,93,143
COMBAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,1,1,2,1,3,2,5
CONCEPCION,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,21,23,8,6,29,29,58
COPACABANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,1,0,5,14,6,14,20
CORIPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,3,2,5,4,8,6,14
CORO CORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,1,0,0,0,1,0,1
COROICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,10,6,2,3,12,9,21
CORQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,0,0,1,1,1,1,2
COTAGAITA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,9,10,22,24,31,34,65
COTOCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,52,125,56,113,108,238,346
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,11,21,33,44,44,65,109
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,1,0,0,0,1,0,1
CUEVO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,5,2,10,12,15,14,29
CULPINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,12,25,14,48,26,73,99
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,1,0,0,1,1,1,2
CURVA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,1,0,4,9,5,9,14
DESAGUADERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,3,3,1,1,4,4,8
EL ALTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,554,876,1208,1477,1762,2353,4115
EL CHORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,0,1,0,0,0,1,1
EL PUENTE(STC),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,8,6,2,7,10,13,23
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,8,15,7,18,15,33,48
EL TORNO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,195,214,0,0,195,214,409
EL VILLAR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-07-01,10,11,1,3,11,14,25
