,group,variable,month,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,TOTALES,TOTALES,TOTALES
"COLCHA ""K""",otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,5,20,0,0,5,20,25
COLPA BELGICA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,2,2,0,0,2,2,4
COLQUIRI,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,1,2,0,0,1,2,3
CONCEPCION,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,1,4,2,7,3,11,14
COROICO,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,71,80,48,39,119,119,238
CORQUE,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,3,0,0,0,3,3
COTOCA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,9,20,0,0,9,20,29
CUATRO CAÑADAS,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,6,5,1,1,7,6,13
EL ALTO,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,108,173,371,398,479,571,1050
EL PUENTE(STC),otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,0,0,1,0,1,1
EL TORNO,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,7,6,0,0,7,6,13
ENTRE RIOS CBBA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,18,22,0,0,18,22,40
EUCALIPTUS,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,1,0,0,0,1,1
EXALTACION,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,0,4,0,4,0,4
GENERAL SAAVEDRA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,3,1,1,2,4,3,7
GUTIERREZ,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,0,0,3,0,3,3
HUACARETA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,7,4,0,0,7,4,11
HUANUNI,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,2,3,1,0,3,3,6
HUARINA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,4,1,0,0,4,1,5
HUAYLLAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,1,1,1,1,2,2,4
IRUPANA (VILLA DE LANZA),otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,1,2,0,0,1,2,3
IXIAMAS,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,14,27,47,25,61,52,113
LA GUARDIA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,32,24,21,19,53,43,96
LA PAZ,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,131,235,56,103,187,338,525
LAJA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,7,11,2,0,9,11,20
LAS CARRERAS,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,1,3,0,0,1,3,4
LLALLAGUA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,7,19,24,23,31,42,73
LLICA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,2,2,0,0,2,2,4
LORETO,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,0,5,3,5,3,8
MAGDALENA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,5,4,0,3,5,7,12
MALLA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,0,6,4,6,4,10
MAPIRI,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,18,24,51,35,69,59,128
MECAPACA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,0,0,1,0,1,1
MINEROS,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,1,0,0,0,1,0,1
MOCOMOCO,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,7,4,7,8,14,12,26
MONTEAGUDO,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,2,0,0,0,2,2
MONTERO,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,8,17,5,10,13,27,40
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,0,13,18,13,18,31
ORURO,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,16,42,16,14,32,56,88
PAILON,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,4,5,8,9,12,14,26
PALCA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,1,0,1,0,2,2
PALOS BLANCOS,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,32,27,170,131,202,158,360
PATACAMAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,14,8,0,3,14,11,25
PELECHUCO,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,0,1,3,1,3,4
POOPO,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,2,0,0,0,2,2
PORTACHUELO,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,1,0,0,0,1,0,1
PORVENIR,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,0,1,1,1,1,2
POTOSI,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,29,20,14,15,43,35,78
PUERTO ACOSTA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,1,2,43,40,44,42,86
PUERTO CARABUCO,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,10,0,0,0,10,0,10
PUERTO GONZALO MORENO,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,0,1,9,1,9,10
PUERTO QUIJARRO,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,8,8,45,43,53,51,104
PUERTO SUAREZ,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,1,2,0,0,1,2,3
PUERTO VILLARROEL,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,22,23,85,81,107,104,211
PUNATA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,2,0,0,0,2,0,2
QUIABAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,0,3,9,3,9,12
QUILLACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,12,13,116,14,128,27,155
QUIME,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,3,5,12,15,15,20,35
RIBERALTA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,13,17,1,1,14,18,32
ROBORE,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,1,0,0,0,1,1
RURRENABAQUE,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,3,2,1,5,4,7,11
SACABA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,14,13,8,10,22,23,45
SACABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,1,2,0,0,1,2,3
SACACA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,2,5,0,1,2,6,8
SALINAS DE GARCI MENDOZA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,0,26,41,26,41,67
SAN ANDRES,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,1,1,0,1,1,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,0,2,8,2,8,10
SAN BENITO,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,1,5,3,3,4,8,12
SAN BORJA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,2,7,19,16,21,23,44
SAN BUENA VENTURA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,5,2,1,6,6,8,14
SAN CARLOS,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,2,0,2,0,4,4
SAN IGNACIO,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,0,8,9,8,9,17
SAN IGNACIO DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,13,18,13,7,26,25,51
SAN JAVIER(BNI),otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,0,3,2,3,2,5
SAN JOAQUIN,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,2,0,1,0,3,0,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,5,0,4,5,9,5,14
SAN JUAN DE YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,1,1,0,0,1,1,2
SAN JULIAN,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,9,12,22,25,31,37,68
SAN LORENZO(PND),otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,6,3,5,3,11,14
SAN LORENZO(TJA),otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,1,0,0,0,1,1
SAN LUCAS,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,2,0,0,0,2,0,2
SAN MATIAS,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,2,8,0,0,2,8,10
SAN MIGUEL DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,1,0,0,0,1,1
SAN PEDRO,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,7,0,0,0,7,0,7
SAN PEDRO DE TIQUINA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,2,0,0,0,2,0,2
SAN PEDRO(PND),otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,0,0,2,0,2,2
SAN RAFAEL,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,0,0,2,0,2,2
SANTA ANA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,4,5,3,2,7,7,14
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,720,796,413,509,1133,1305,2438
SANTA ROSA DEL SARA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,2,2,3,4,5,6,11
SANTIAGO DE HUATA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,5,13,3,0,8,13,21
SANTUARIO DE QUILLACAS,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,0,4,6,4,6,10
SENA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,0,5,4,5,4,9
SHINAOTA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,18,44,77,53,95,97,192
SORATA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,3,6,7,7,10,13,23
SUCRE,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,10,20,2,3,12,23,35
TACACOMA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,9,6,0,4,9,10,19
TAPACARI,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,2,0,0,0,2,2
TARIJA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,24,31,432,52,456,83,539
TIQUIPAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,16,26,6,7,22,33,55
TOCO,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,8,9,55,55,63,64,127
TUPIZA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,7,6,7,6,14,20
UNCIA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,0,3,1,3,1,4
URIONDO (A. CONCEPCION),otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,1,4,8,17,9,21,30
UYUNI,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,2,6,36,1,38,7,45
VALLEGRANDE,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,2,0,0,0,2,0,2
VILA VILA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,1,12,6,12,7,19
VILLA MONTES,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,36,15,0,0,36,15,51
VILLA TUNARI,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,5,6,15,6,20,26
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,0,1,0,0,0,1,1
VILLAZON,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,8,16,1,0,9,16,25
VINTO,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,2,6,2,10,4,16,20
VITICHI,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,1,2,0,0,1,2,3
WARNES,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,27,24,31,12,58,36,94
YACUIBA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,19,3,25,7,44,10,54
YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,4,5,4,7,8,12,20
YOTALA,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,2,6,0,0,2,6,8
ZUDAÑEZ,otras vacunaciones,antiamarilica ( dosis unica),2022-05-01,1,0,0,0,1,0,1
ACACIO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,1,0,0,0,1,1
ACHACACHI,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,121,16,66,0,187,16,203
AIQUILE,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,1,0,0,1,1,2
ALCALA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,0,0,3,0,3,3
ANCORAIMES,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,9,1,4,1,13,2,15
ANDAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,2,5,0,1,2,6,8
APOLO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,15,21,0,0,15,21,36
ARANI,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,0,1,0,1,0,1
ARQUE,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,2,0,2,0,4,4
AYATA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,0,2,5,2,5,7
BATALLAS,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,0,0,2,0,2,2
BAURES,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,4,3,0,0,4,3,7
BELLA FLOR,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,0,10,4,10,4,14
BERMEJO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,1,0,0,1,1,2
BETANZOS,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,2,0,0,1,2,3
BUENA VISTA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,0,19,1,19,1,20
CABEZAS,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,2,1,25,0,27,1,28
"CAIZA ""D""",otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,5,0,0,1,5,6
CALAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,8,49,14,21,22,70,92
CAMARGO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,2,0,0,1,2,3
CAMIRI,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,20,1,2,4,22,5,27
CAPINOTA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,1,0,0,0,1,1
CARACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,5,0,0,0,5,5
CARANAVI,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,21,48,45,55,66,103,169
CARAPARI,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,14,31,0,0,14,31,45
CHALLAPATA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,6,0,24,3,30,3,33
CHARAGUA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,5,0,20,0,25,0,25
CHIMORE,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,16,8,38,11,54,19,73
CHUA COCANI,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,1,17,0,17,1,18
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,9,27,102,124,111,151,262
COBIJA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,14,17,59,59,73,76,149
COCAPATA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,8,2,0,5,8,7,15
COCHABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,129,199,16,17,145,216,361
COLCAPIRHUA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,1,5,0,6,1,7
"COLCHA ""K""",otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,35,7,0,0,35,7,42
COLOMI,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,0,30,0,30,0,30
COLPA BELGICA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,0,0,1,0,1,1
COLQUENCHA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,4,6,37,41,41,47,88
COLQUIRI,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,9,8,77,56,86,64,150
COMANCHE,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,2,0,0,1,2,3
CONCEPCION,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,3,6,2,6,5,11
COPACABANA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,2,0,0,1,2,3
CORIPATA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,4,6,5,4,9,10,19
COROICO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,25,56,67,61,92,117,209
CORQUE,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,20,0,0,0,20,0,20
COTOCA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,10,9,1,1,11,10,21
CUATRO CAÑADAS,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,3,8,0,9,3,12
CUEVO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1270,1927,4707,6171,5977,8098,14075
EL TORNO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,3,7,0,0,3,7,10
EL VILLAR,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,0,0,0,1,0,1
ENTRE RIOS TRJ,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,4,5,0,0,4,5,9
ENTRE RIOS CBBA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,17,18,14,23,31,41,72
ESCOMA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,1,2,7,2,8,10
EXALTACION,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,2,0,0,0,2,2
GENERAL SAAVEDRA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,2,1,0,1,2,2,4
GUAQUI,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,0,4,1,4,1,5
GUAYARAMERIN,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,3,4,0,0,3,4,7
GUTIERREZ,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,1,1,1,1,2,3
HUACARETA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,0,0,1,0,1,1
HUACHACALLA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,6,2,100,0,106,2,108
HUANUNI,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,1,14,10,14,11,25
HUARINA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,2,14,13,14,15,29
HUATAJATA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,0,0,4,0,4,4
HUAYLLAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,0,0,0,1,0,1
HUMANATA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,8,3,0,0,8,3,11
INQUISIVI,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,21,31,65,58,86,89,175
IXIAMAS,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,62,124,437,514,499,638,1137
LA GUARDIA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,21,18,5,9,26,27,53
LA PAZ,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,232,352,736,708,968,1060,2028
LAJA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,1,0,3,1,4,5
LICOMA PAMPA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,0,0,1,0,1,1
LLALLAGUA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,23,25,32,46,55,71,126
LORETO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,0,9,5,9,5,14
LURIBAY,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,5,4,0,0,5,4,9
MACHARETI,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,2,0,0,1,2,3
MAGDALENA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,7,7,2,1,9,8,17
MAPIRI,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,2,2,63,77,65,79,144
MINEROS,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,8,5,0,0,8,5,13
MOCOMOCO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,11,15,49,79,60,94,154
MONTEAGUDO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,3,5,0,0,3,5,8
MONTERO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,9,16,9,22,18,38,56
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,6,3,4,3,10,6,16
NAZACARA DE PACAJES,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,2,5,0,0,2,5,7
ORURO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,65,163,0,1,65,164,229
PAILON,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,4,3,8,10,12,13,25
PALCA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,8,7,1,1,9,8,17
PALOS BLANCOS,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,15,17,622,729,637,746,1383
PATACAMAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,10,8,0,0,10,8,18
PELECHUCO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,0,2,5,2,5,7
PORCO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,0,0,4,0,4,4
PORONGO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,1,0,3,1,4,5
PORTACHUELO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,0,0,0,1,0,1
POTOSI,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,37,75,39,122,76,197,273
PUCARANI,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,2,1,10,1,12,13
PUERTO ACOSTA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,8,12,15,27,23,39,62
PUERTO CARABUCO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,2,5,5,5,7,12
PUERTO QUIJARRO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,4,3,3,0,7,3,10
PUERTO SUAREZ,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,2,2,1,2,3,5
PUERTO VILLARROEL,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,9,23,11,15,20,38,58
PUNATA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,10,16,2,5,12,21,33
QUIABAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,2,5,26,5,28,33
QUILLACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,5,11,13,25,18,36,54
QUIME,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,0,125,128,126,128,254
RAVELO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,4,0,0,0,4,4
RIBERALTA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,22,15,0,1,22,16,38
RURRENABAQUE,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,5,6,2,4,7,10,17
SABAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,5,0,0,1,5,6
SACABA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,11,8,2,5,13,13,26
SACACA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,3,4,1,0,4,4,8
SALINAS DE GARCI MENDOZA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,3,3,11,3,14,17
SAN ANDRES DE MACHACA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,0,0,9,0,9,9
SAN ANTONIO DE LOMERIO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,3,0,2,0,5,5
SAN BENITO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,2,3,2,7,4,10,14
SAN BORJA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,10,6,4,5,14,11,25
SAN BUENA VENTURA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,6,5,4,10,10,15,25
SAN IGNACIO DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,26,29,41,26,67,55,122
SAN JOAQUIN,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,20,0,0,0,20,0,20
SAN JOSE DE CHIQUITOS,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,5,4,10,5,15,9,24
SAN JUAN DE YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,2,0,0,1,2,3
SAN JULIAN,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,9,11,9,12,18,23,41
SAN LORENZO(PND),otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,2,2,1,7,3,9,12
SAN LORENZO(TJA),otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,2,0,0,1,2,3
SAN LUCAS,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,0,9,7,9,7,16
SAN MATIAS,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,8,9,295,5,303,14,317
SAN PEDRO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,8,12,28,31,36,43,79
SAN RAFAEL,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,5,0,0,1,5,6
SAN RAMON BENI,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,0,0,1,1,1,2
SAN RAMON SCZ,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,1,0,0,0,1,1
SANTA ANA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,1,1,2,2,3,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,896,850,187,166,1083,1016,2099
SANTA ROSA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,0,4,1,4,1,5
SANTA ROSA DEL SARA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,9,4,0,0,9,4,13
SANTIAGO DE HUATA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,21,15,0,0,21,15,36
SANTUARIO DE QUILLACAS,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,0,3,6,3,6,9
SAPAHAQUI,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,2,2,0,0,2,2,4
SENA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,4,9,14,13,18,22,40
SHINAOTA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,23,14,0,0,23,14,37
