,group,variable,month,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS FUERA,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,13,0,14,14
GUANAY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,7,0,2,0,9,9
GUAYARAMERIN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,2,0,72,0,74,74
GUTIERREZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,14,0,0,0,14,14
HUACARETA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,5,0,25,0,30,30
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,2,0,2,2
HUACHACALLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,0,0,1,1
HUARINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,6,0,6,6
HUAYLLAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,2,0,3,3
ICLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,15,0,16,16
INGAVI (HUMAITA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,2,0,1,0,3,3
INQUISIVI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,2,0,3,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,11,0,12,12
IXIAMAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,4,0,2,0,6,6
LA ASUNTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,18,0,0,0,18,18
LA GUARDIA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,15,0,40,0,55,55
LA PAZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,126,0,229,0,355,355
LAS CARRERAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,2,0,0,0,2,2
LLALLAGUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,33,0,1,0,34,34
LORETO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,24,0,24,24
MAGDALENA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,0,0,1,1
MAIRANA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,3,0,3,3
MAPIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,16,0,16,16
MINEROS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,11,0,11,11
MIZQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,16,0,17,17
MOCOMOCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,1,0,1,1
MOJOCOYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,1,0,1,1
MONTERO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,11,0,161,0,172,172
MOROCHATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,11,0,11,11
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,0,0,1,1
OCURI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,12,0,13,13
OKINAWA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,3,0,4,4
ORURO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,39,0,352,0,391,391
PADCAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,6,0,7,7
PADILLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,3,0,2,0,5,5
PAILON,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,11,0,28,0,39,39
PALCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,6,0,1,0,7,7
PALOS BLANCOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,6,0,2,0,8,8
PAMPA AULLAGAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,3,0,3,0,6,6
PAMPA GRANDE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,4,0,4,4
PASORAPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,0,0,1,1
PATACAMAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,5,0,8,0,13,13
POCOATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,2,0,8,0,10,10
POCONA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,1,0,1,1
POJO (CBBA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,11,0,11,11
POOPO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,8,0,9,9
POROMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,4,0,3,0,7,7
PORONGO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,17,0,17,17
PORTACHUELO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,3,0,0,0,3,3
PORVENIR,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,2,0,2,0,4,4
POTOSI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,120,0,229,0,349,349
PRESTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,1,0,1,1
PUERTO ACOSTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,3,0,3,3
PUERTO CARABUCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,5,0,5,5
PUERTO GONZALO MORENO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,2,0,3,3
PUERTO QUIJARRO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,3,0,4,0,7,7
PUERTO RICO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,20,0,20,20
PUERTO SILES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,8,0,0,0,8,8
PUERTO SUAREZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,2,0,1,0,3,3
PUERTO VILLARROEL,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,2,0,95,0,97,97
PUNA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,11,0,11,11
PUNATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,4,0,89,0,93,93
QUILLACOLLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,6,0,127,0,133,133
QUIRUSILLAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,4,0,4,4
RAQAYPAMPA(ETA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,1,0,1,1
RAVELO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,6,0,7,7
RIBERALTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,4,0,10,0,14,14
ROBORE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,3,0,3,3
RURRENABAQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,3,0,21,0,24,24
SACABA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,19,0,62,0,81,81
SACABAMBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,1,0,1,1
SACACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,2,0,4,0,6,6
SALINAS DE GARCI MENDOZA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,6,0,7,7
SAN ANDRES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,4,0,5,5
SAN BENITO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,4,0,4,4
SAN BORJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,8,0,61,0,69,69
SAN BUENA VENTURA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,1,0,1,1
SAN IGNACIO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,2,0,15,0,17,17
SAN IGNACIO DE VELASCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,0,0,1,1
SAN JOAQUIN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,5,0,0,0,5,5
SAN JOSE DE CHIQUITOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,3,0,16,0,19,19
SAN JUAN DE YAPACANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,2,0,2,2
SAN LORENZO(PND),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,0,0,1,1
SAN LORENZO(TJA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,5,0,5,0,10,10
SAN LUCAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,28,0,1,0,29,29
SAN MATIAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,4,0,4,4
SAN MIGUEL DE VELASCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,8,0,8,8
SAN PABLO DE LIPEZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,2,0,3,3
SAN PEDRO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,2,0,0,0,2,2
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,2,0,41,0,43,43
SAN PEDRO DE CURAHUARA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,1,0,1,1
SAN PEDRO DE MACHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,9,0,0,0,9,9
SAN PEDRO DE QUEMES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,3,0,7,0,10,10
SAN PEDRO(PND),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,3,0,3,3
SAN RAFAEL,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,0,0,1,1
SAN RAMON BENI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,6,0,6,6
SANTA ANA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,2,0,1,0,3,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,112,0,687,0,799,799
SANTA ROSA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,7,0,7,7
SANTIAGO DE HUARI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,5,0,5,5
SANTIVAÑES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,3,0,0,0,3,3
SAPAHAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,2,0,3,3
SENA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,8,0,9,9
SICA SICA (VILLA AROMA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,2,0,3,3
SIPE SIPE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,5,0,2,0,7,7
SORACACHI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,11,0,11,11
SORATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,3,0,4,4
SUCRE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,94,0,206,0,300,300
TACOBAMBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,5,0,6,6
TACOPAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,5,0,6,6
TAHUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,5,0,5,5
TAPACARI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,1,0,1,1
TARABUCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,6,0,2,0,8,8
TARACO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,3,0,0,0,3,3
TARIJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,47,0,139,0,186,186
TARVITA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,12,0,13,13
TINGUIPAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,1,0,1,1
TIQUIPAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,4,0,9,0,13,13
TIRAQUE (CBBA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,3,0,3,3
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,3,0,0,0,3,3
TOLEDO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,2,0,2,0,4,4
TOMAVE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,3,0,4,4
TOMINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,5,0,0,0,5,5
TORO TORO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,3,0,0,0,3,3
TOTORA(CBBA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,2,0,15,0,17,17
TRIGAL,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,2,0,3,3
TRINIDAD,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,6,0,106,0,112,112
TUPIZA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,5,0,21,0,26,26
UMALA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,2,0,3,3
UNCIA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,11,0,12,12
URIONDO (A. CONCEPCION),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,5,0,7,0,12,12
UYUNI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,7,0,85,0,92,92
VACAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,12,0,12,12
VALLEGRANDE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,4,0,5,0,9,9
VIACHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,3,0,9,0,12,12
VILLA CHARCAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,0,0,1,1
VILLA MONTES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,3,0,3,3
VILLA NUEVA (LOMA ALTA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,2,0,2,2
VILLA TUNARI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,16,0,35,0,51,51
VILLAZON,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,3,0,11,0,14,14
VINTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,3,0,61,0,64,64
VITICHI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,3,0,2,0,5,5
WALDO BALLIVIAN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,2,0,1,0,3,3
WARNES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,25,0,48,0,73,73
YACUIBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,3,0,48,0,51,51
YAMPARAEZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,1,0,1,1
YANACACHI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,0,0,1,1
YOCALLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,2,0,2,2
YOTALA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,1,0,3,0,4,4
YUNCHARA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-06-01,0,0,0,2,0,2,2
ACHOCALLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,6,0,1,0,7,7
AIQUILE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,0,0,1,0,1,1
ANTEQUERA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,1,0,0,0,1,1
ANZALDO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,1,0,0,0,1,1
APOLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,2,0,0,0,2,2
ARBIETO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,5,0,1,0,6,6
ASCENCION DE GUARAYOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,0,0,8,0,8,8
AZURDUY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,1,0,0,0,1,1
BELEN DE URMIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,0,0,2,0,2,2
BELLA FLOR,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,1,0,2,0,3,3
BERMEJO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,6,0,0,0,6,6
BOYUIBE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,0,0,1,0,1,1
BUENA VISTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,2,0,0,0,2,2
CABEZAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,0,0,1,0,1,1
CAIROMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,1,0,0,0,1,1
"CAIZA ""D""",otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,0,0,2,0,2,2
CALAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,2,0,1,0,3,3
CAMIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,2,0,2,0,4,4
CAQUIAVIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,0,0,2,0,2,2
CARACOLLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,1,0,0,0,1,1
CARANAVI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,4,0,0,0,4,4
CARMEN RIVERO TORREZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,1,0,1,0,2,2
CHAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,0,0,1,0,1,1
CHARAGUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,0,0,2,0,2,2
CHIMORE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,0,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,4,0,1,0,5,5
CHUMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,2,0,0,0,2,2
CKOCHAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,0,0,4,0,4,4
CLIZA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,2,0,0,0,2,2
COBIJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,8,0,6,0,14,14
COCAPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,0,0,1,0,1,1
COCHABAMBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,113,0,70,0,183,183
COLCAPIRHUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,25,0,11,0,36,36
"COLCHA ""K""",otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,2,0,0,0,2,2
COLOMI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,3,0,2,0,5,5
COLPA BELGICA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,1,0,0,0,1,1
COLQUECHACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,0,0,2,0,2,2
COLQUIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,1,0,0,0,1,1
COMARAPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,1,0,1,0,2,2
CONCEPCION,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,2,0,0,0,2,2
CORO CORO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,2,0,0,0,2,2
COROICO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,2,0,1,0,3,3
COTAGAITA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,1,0,1,0,2,2
COTOCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,2,0,8,0,10,10
CUEVO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,123,0,79,0,202,202
EL TORNO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,15,0,0,0,15,15
EL VILLAR,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,1,0,2,0,3,3
ENTRE RIOS TRJ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,0,0,1,0,1,1
ESMERALDA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,2,0,0,0,2,2
EUCALIPTUS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,2,0,0,0,2,2
EUREKA (SANTOS MERCADO),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,1,0,0,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,1,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-07-01,0,1,0,2,0,3,3
