,group,variable,month,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS FUERA,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS FUERA,TOTALES,TOTALES,TOTALES
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,0,0,8,4,8,4,12
OCURI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,14,12,12,7,26,19,45
OKINAWA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,2,7,6,10,8,17,25
OMEREQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,0,0,6,7,6,7,13
ORURO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,139,204,93,119,232,323,555
PADCAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,35,31,31,40,66,71,137
PADILLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,26,22,52,55,78,77,155
PAILON,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,23,17,16,16,39,33,72
PALCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,27,22,52,67,79,89,168
PALOS BLANCOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,14,7,19,13,33,20,53
PAMPA AULLAGAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,0,0,5,2,5,2,7
PAMPA GRANDE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,3,4,6,12,9,16,25
PAPEL PAMPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,22,15,48,61,70,76,146
PASORAPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,18,14,2,1,20,15,35
PATACAMAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,11,10,6,10,17,20,37
PAZÑA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,1,0,1,1,2,1,3
PELECHUCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,15,17,1,3,16,20,36
POCOATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,7,4,46,62,53,66,119
POCONA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,7,10,36,44,43,54,97
POJO (CBBA),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,21,28,17,23,38,51,89
POOPO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,0,1,4,12,4,13,17
PORCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,1,4,19,21,20,25,45
POROMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,37,18,21,22,58,40,98
PORONGO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,32,28,6,5,38,33,71
PORTACHUELO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,13,6,0,0,13,6,19
PORVENIR,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,0,1,9,5,9,6,15
POSTRER VALLE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,5,13,1,0,6,13,19
POTOSI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,176,195,71,127,247,322,569
PRESTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,8,5,12,13,20,18,38
PUCARA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,13,16,0,0,13,16,29
PUCARANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,60,59,122,170,182,229,411
PUERTO ACOSTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,21,31,47,56,68,87,155
PUERTO CARABUCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,24,14,31,36,55,50,105
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,1,1,10,3,11,4,15
PUERTO PEREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,4,1,40,40,44,41,85
PUERTO QUIJARRO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,6,6,7,10,13,16,29
PUERTO RICO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,1,1,3,1,4,2,6
PUERTO SUAREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,16,20,2,2,18,22,40
PUERTO VILLARROEL,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,25,22,89,86,114,108,222
PUNA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,21,31,45,61,66,92,158
PUNATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,20,27,33,56,53,83,136
QUIABAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,4,3,9,7,13,10,23
QUILLACOLLO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,120,151,221,265,341,416,757
QUIME,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,2,3,24,15,26,18,44
QUIRUSILLAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,3,5,2,2,5,7,12
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,21,41,2,4,23,45,68
RAVELO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,18,31,117,103,135,134,269
REYES,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,2,5,1,0,3,5,8
RIBERALTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,33,20,12,8,45,28,73
ROBORE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,16,19,6,5,22,24,46
RURRENABAQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,23,13,4,6,27,19,46
SABAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,1,2,0,0,1,2,3
SACABA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,132,136,250,280,382,416,798
SACABAMBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,4,7,12,20,16,27,43
SACACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,42,38,143,203,185,241,426
SAIPINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,1,5,7,6,8,11,19
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,11,10,7,15,18,25,43
SAMAIPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,12,12,16,27,28,39,67
SAN ANDRES,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,18,21,12,12,30,33,63
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,12,8,47,41,59,49,108
SAN ANTONIO DE ESMORUCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,4,5,7,8,11,13,24
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,3,3,0,0,3,3,6
SAN BENITO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,11,17,74,105,85,122,207
SAN BORJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,14,15,37,78,51,93,144
SAN BUENA VENTURA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,6,1,10,13,16,14,30
SAN CARLOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,9,10,8,10,17,20,37
SAN IGNACIO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,9,6,6,10,15,16,31
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,179,193,46,50,225,243,468
SAN JAVIER(BNI),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,0,1,3,3,3,4,7
SAN JAVIER(STC),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,29,23,2,20,31,43,74
SAN JOAQUIN,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,2,11,0,0,2,11,13
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,5,3,7,4,12,7,19
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,2,0,3,3,5,3,8
SAN JULIAN,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,56,27,54,42,110,69,179
SAN LORENZO(PND),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,3,4,41,29,44,33,77
SAN LORENZO(TJA),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,27,41,57,55,84,96,180
SAN LUCAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,24,27,24,25,48,52,100
SAN MATIAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,15,15,11,20,26,35,61
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,21,15,27,28,48,43,91
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,6,5,4,5,10,10,20
SAN PEDRO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,10,12,31,32,41,44,85
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,66,74,137,189,203,263,466
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,13,10,31,35,44,45,89
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,10,13,53,54,63,67,130
SAN PEDRO DE QUEMES,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,1,0,1,4,2,4,6
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,5,7,6,18,11,25,36
SAN PEDRO(PND),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,0,0,6,7,6,7,13
SAN RAFAEL,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,5,6,0,0,5,6,11
SAN RAMON BENI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,0,1,0,0,0,1,1
SAN RAMON SCZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,19,29,0,0,19,29,48
SANTA ANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,9,6,0,0,9,6,15
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,750,999,347,444,1097,1443,2540
SANTA ROSA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,2,3,4,2,6,5,11
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,33,25,18,13,51,38,89
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,3,2,0,0,3,2,5
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,3,1,2,2,5,3,8
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,18,7,47,50,65,57,122
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,1,1,4,6,5,7,12
SANTIVAÑES,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,4,5,18,20,22,25,47
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,1,2,2,5,3,7,10
SAPAHAQUI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,39,29,17,13,56,42,98
SENA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,1,1,5,6,6,7,13
SHINAOTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,31,32,35,33,66,65,131
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,23,14,46,49,69,63,132
SICAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,3,0,6,8,9,8,17
SIPE SIPE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,16,27,99,153,115,180,295
SOPACHUY,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,1,1,0,0,1,1,2
SORACACHI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,1,1,16,24,17,25,42
SORATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,16,14,43,30,59,44,103
SUCRE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,174,250,93,120,267,370,637
TACACHI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,0,0,2,2,2,2,4
TACACOMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,5,5,59,60,64,65,129
TACOBAMBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,12,12,13,18,25,30,55
TACOPAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,15,12,59,79,74,91,165
TAHUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,0,0,3,5,3,5,8
TAPACARI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,53,75,134,161,187,236,423
TARABUCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,19,11,79,99,98,110,208
TARACO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,18,21,22,19,40,40,80
TARATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,3,6,15,25,18,31,49
TARIJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,277,326,570,1114,847,1440,2287
TARVITA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,31,39,136,161,167,200,367
TEOPONTE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,4,4,25,20,29,24,53
TIAHUANACU,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,93,89,50,55,143,144,287
TINGUIPAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,0,5,11,10,11,15,26
TIPUANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,17,5,8,4,25,9,34
TIQUIPAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,25,21,52,80,77,101,178
TIRAQUE (CBBA),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,22,23,59,79,81,102,183
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,4,3,8,16,12,19,31
TOCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,14,18,55,64,69,82,151
TOLATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,2,3,8,24,10,27,37
TOLEDO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,0,0,3,2,3,2,5
TOMAVE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,8,16,52,67,60,83,143
TOMINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,5,11,18,24,23,35,58
TORO TORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,12,18,43,46,55,64,119
TOTORA(CBBA),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,21,26,58,60,79,86,165
TOTORA(ORR),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,6,6,33,33,39,39,78
TRIGAL,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,0,0,2,1,2,1,3
TRINIDAD,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,77,99,70,82,147,181,328
TUPIZA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,57,76,32,39,89,115,204
TURCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,6,3,11,8,17,11,28
UMALA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,4,4,24,21,28,25,53
UNCIA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,0,4,24,26,24,30,54
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,5,5,6,12,11,17,28
URUBICHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,2,1,7,14,9,15,24
UYUNI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,33,39,12,14,45,53,98
VACAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,49,51,27,46,76,97,173
VALLEGRANDE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,22,32,46,46,68,78,146
VIACHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,62,59,119,140,181,199,380
VILA VILA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,0,1,9,14,9,15,24
VILLA CHARCAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,13,24,23,22,36,46,82
VILLA MONTES,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,46,46,89,87,135,133,268
VILLA NUEVA (LOMA ALTA),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,0,0,8,3,8,3,11
VILLA RIVERO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,5,10,26,32,31,42,73
VILLA SERRANO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,10,16,12,11,22,27,49
VILLA TUNARI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,138,135,222,191,360,326,686
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,14,9,10,7,24,16,40
VILLAZON,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,45,58,34,45,79,103,182
VINTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,73,64,58,87,131,151,282
VITICHI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,51,61,63,99,114,160,274
WALDO BALLIVIAN,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,0,1,3,1,3,2,5
WARNES,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,44,52,42,34,86,86,172
YACO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,0,0,20,16,20,16,36
YACUIBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,88,93,54,39,142,132,274
YAMPARAEZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,11,15,9,5,20,20,40
YANACACHI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,0,1,3,3,3,4,7
YAPACANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,13,5,31,43,44,48,92
YOCALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,3,6,34,35,37,41,78
YOTALA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,10,10,7,5,17,15,32
YUNCHARA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,5,2,12,11,17,13,30
ZUDAÑEZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-07-01,2,0,9,11,11,11,22
ACACIO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,2,0,1,3,3,3,6
ACHACACHI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,41,39,46,68,87,107,194
ACHOCALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,20,26,6,4,26,30,56
AIQUILE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,11,17,14,19,25,36,61
ALALAY,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,0,0,3,1,3,1,4
ALCALA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,0,0,3,2,3,2,5
ALTO BENI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,2,0,2,0,4,0,4
ANCORAIMES,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,3,1,56,72,59,73,132
ANDAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,4,3,12,14,16,17,33
ANTEQUERA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,0,0,1,1,1,1,2
ANZALDO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,3,2,24,29,27,31,58
APOLO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,8,5,11,11,19,16,35
ARAMPAMPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,0,0,5,5,5,5,10
ARANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,87,146,33,75,120,221,341
ARBIETO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,3,2,13,13,16,15,31
ARQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,23,24,7,8,30,32,62
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,2,1,0,0,2,1,3
ATOCHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,3,1,6,7,9,8,17
AUCAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,3,4,7,2,10,6,16
AYATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,14,16,10,8,24,24,48
AYO AYO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,1,6,1,0,2,6,8
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,15,17,50,60,65,77,142
AZURDUY,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,13,11,5,5,18,16,34
BATALLAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,11,12,34,40,45,52,97
BAURES,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,2,1,15,12,17,13,30
BELEN DE URMIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,0,0,3,2,3,2,5
BELLA FLOR,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,7,2,5,3,12,5,17
BERMEJO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,8,15,9,7,17,22,39
BETANZOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,11,19,39,52,50,71,121
BOLIVAR,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,14,16,10,16,24,32,56
BOLPEBRA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,0,0,1,0,1,0,1
BUENA VISTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,4,3,11,8,15,11,26
CABEZAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,3,2,23,19,26,21,47
CAIROMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,6,5,0,0,6,5,11
"CAIZA ""D""",otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,2,0,17,38,19,38,57
CAJUATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,8,3,14,15,22,18,40
CALAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,14,7,9,15,23,22,45
CAMARGO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,5,8,2,5,7,13,20
CAMIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,23,24,19,43,42,67,109
CAPINOTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,3,1,13,18,16,19,35
CAQUIAVIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,13,6,10,11,23,17,40
CARACOLLO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,9,18,20,23,29,41,70
CARANAVI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,45,39,10,8,55,47,102
CARAPARI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,4,4,23,23,27,27,54
CARIPUYO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,2,0,0,0,2,0,2
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,0,3,5,4,5,7,12
CHACARILLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,4,6,3,10,7,16,23
CHALLAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,8,7,13,16,21,23,44
CHAQUI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,7,13,20,35,27,48,75
CHARAGUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,15,20,17,16,32,36,68
CHAYANTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,0,0,6,7,6,7,13
CHIMORE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,18,11,36,35,54,46,100
CHOQUE COTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,0,1,3,3,3,4,7
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,9,1,10,14,19,15,34
CHUMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,1,4,29,28,30,32,62
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,2,2,18,28,20,30,50
CKOCHAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,16,13,24,23,40,36,76
CLIZA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,8,9,14,20,22,29,51
COBIJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,16,9,20,37,36,46,82
COCAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,30,18,45,30,75,48,123
COCHABAMBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,175,220,239,315,414,535,949
COLCAPIRHUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,17,16,26,25,43,41,84
"COLCHA ""K""",otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,1,1,10,12,11,13,24
COLLANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,11,11,4,5,15,16,31
COLOMI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,44,45,31,35,75,80,155
COLQUECHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,1,2,30,38,31,40,71
COLQUENCHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,9,6,0,0,9,6,15
COLQUIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,10,3,61,56,71,59,130
COMANCHE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,0,1,5,6,5,7,12
COMARAPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,28,40,16,26,44,66,110
COMBAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,0,0,7,8,7,8,15
CONCEPCION,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,2,2,4,5,6,7,13
COPACABANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,3,1,3,7,6,8,14
CORIPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,15,8,22,26,37,34,71
CORO CORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-08-01,6,4,3,6,9,10,19
