,group,variable,month,ANTIPOLIOMIELÍTICA 3RA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 3RA DOSIS CANTIDAD,TOTALES
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,41,45,86
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,1,0,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,1,0,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,0,2,2
TARABUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,2,0,2
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,0,3,3
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,0,1,1
TOCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,0,2,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,2,1,3
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,3,4,7
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,0,3,3
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,3,0,3
YOCALLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,1,2,3
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,2,0,2
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,0,9,9
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,0,4,4
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,2,1,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,9,0,9
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,0,1,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,36,3,39
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,1,2,3
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,0,1,1
GUAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,0,1,1
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,0,2,2
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,0,3,3
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,2,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,23,0,23
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,1,1,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,3,1,4
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,3,0,3
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,1,0,1
POCONA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,2,0,2
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,5,0,5
PUNA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,0,1,1
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,2,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,5,1,6
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,2,7,9
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,0,1,1
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,5,3,8
SACACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,0,3,3
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,2,27,29
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,0,2,2
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,2,0,2
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,70,13,83
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,4,9,13
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,3,5,8
TACACOMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,0,1,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,0,2,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,2,0,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,3,6,9
UNCIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,0,9,9
URUBICHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,1,0,1
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-11-01,2,2,4
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,0,5,5
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,0,3,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,17,0,17
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,1,1,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,34,11,45
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,1,1,2
CORIPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,1,0,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,40,71,111
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,0,1,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,0,1,1
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,0,8,8
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,25,7,32
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,8,0,8
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,4,2,6
OKINAWA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,1,0,1
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,5,1,6
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,1,1,2
POCONA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,4,0,4
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,1,1,2
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,4,0,4
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,4,1,5
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,2,0,2
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,2,1,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,0,5,5
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,1,0,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,1,2,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,97,0,97
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,1,0,1
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,1,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,0,2,2
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,0,1,1
SORATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,0,2,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,2,0,2
TACACOMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,0,1,1
TARATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,1,0,1
TARVITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,2,10,12
UMALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,0,1,1
VILA VILA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-12-01,1,0,1
