,group,variable,month,DPT 4TA DOSIS CANTIDAD,DPT 4TA DOSIS CANTIDAD,TOTALES
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,22,16,38
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,9,27,36
YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,21,8,29
YOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,23,23
YOTALA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,18,54,72
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,4,10,14
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,5,14,19
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,3,4,7
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,6,19,25
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,9,9
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,4,3,7
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,2,17,19
ANZALDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,10,10
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,22,22
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,7,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,3,3
BATALLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,15,15
BETANZOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,7,40,47
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,6,48,54
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,7,7
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,15,15
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,31,14,45
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,9,9
CAJUATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,6,1,7
CALACOTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,10,10
CAMARGO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,3,12,15
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,7,2,9
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,4,43,47
CARAPARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,3,28,31
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,8,8
CATACORA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,3,3
CHACARILLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,3,3
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,12,12
CHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,20,5,25
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,15,53,68
CHARAÑA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,2,5,7
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,10,10
CHOQUE COTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,6,9,15
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,14,14
CLIZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,4,5,9
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,44,94,138
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,6,6
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,195,75,270
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,4,0,4
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,11,8,19
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,3,11,14
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,14,10,24
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,7,3,10
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,14,57,71
CORO CORO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,5,20,25
CORQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,8,8
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,11,123,134
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,35,47,82
CUEVO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,5,21,26
CULPINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,3,36,39
CURVA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,476,883,1359
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,3,22,25
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,2,6,8
EL TORNO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,74,41,115
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,21,138,159
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,1,4,5
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,37,57,94
HUACARETA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,5,12,17
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,51,36,87
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,5,0,5
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,2,2
HUMANATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,2,13,15
ICLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,2,5,7
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,12,26,38
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,24,24
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,3,21,24
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,8,17,25
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,4,21,25
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,78,60,138
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,2,2
LAJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,13,13
LAS CARRERAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,7,7
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,17,17
LORETO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,3,0,3
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,2,6,8
MACHARETI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,3,0,3
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,7,3,10
MAIRANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,13,12,25
MECAPACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,3,11,14
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,1,13,14
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,1,2,3
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,49,32,81
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,66,1,67
MORO MORO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,15,15
OCURI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,10,10
OKINAWA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,14,14
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,7,33,40
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,44,93,137
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,7,71,78
PADILLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,7,1,8
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,5,5,10
PALCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,10,10
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,21,21
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,1,10,11
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,7,0,7
PAZÑA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,2,2,4
POCOATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,2,36,38
POCONA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,10,29,39
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,14,30,44
PORCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,14,5,19
POROMA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,14,54,68
POSTRER VALLE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,32,53,85
PRESTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,2,2
PUCARANI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,12,12
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,17,17
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,4,9,13
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,1,10,11
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,24,74,98
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,2,4,6
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,5,5
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,11,30,41
QUIME,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,5,5
RAVELO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,32,32
REYES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,65,52,117
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,16,9,25
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,17,17
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,25,42,67
SACACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,7,84,91
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,4,4
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,10,16,26
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,1,33,34
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,23,100,123
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,3,0,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,24,36,60
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,38,0,38
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,3,8,11
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,2,5,7
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,6,106,112
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,3,2,5
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,10,13,23
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,46,94,140
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,16,13,29
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,14,12,26
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,3,5,8
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,2,30,32
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,424,119,543
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,4,32,36
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,12,73,85
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,14,14
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,2,0,2
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,35,35
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,7,11,18
SICAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,2,8,10
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,18,42,60
SORACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,5,8,13
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,1,34,35
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,110,148,258
TACACOMA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,5,5,10
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,8,1,9
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,4,42,46
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,14,14
TARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,1,2,3
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,121,139,260
TARVITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,10,23,33
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,6,18,24
TOCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,10,10
TOLEDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,10,10
TOMAVE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,7,7
TOMINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,4,0,4
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,13,34,47
TOTORA(ORR),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,1,0,1
TRIGAL,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,6,6
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,41,12,53
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,89,83,172
TURCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,1,0,1
UMALA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,4,6,10
UNCIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,1,23,24
UYUNI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,3,0,3
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,18,9,27
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,7,0,7
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,42,132,174
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,5,0,5
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,38,41,79
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,31,51,82
VITICHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,29,23,52
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,69,155,224
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,31,180,211
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,2,17,19
YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,19,77,96
YOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,11,33,44
YOTALA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,14,22,36
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,0,37,37
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-05-01,4,6,10
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,2,3,5
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,8,16,24
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,8,8,16
APOLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,7,7
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,104,9,113
BAURES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,1,78,79
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,2,5,7
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,28,38,66
BETANZOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,4,6,10
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,6,25,31
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,3,19,22
CAJUATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,5,4,9
CALACOTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,40,40
CAMARGO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,3,4,7
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,1,0,1
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,5,0,5
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,9,13,22
CARAPARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,1,18,19
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,7,1,8
CHARAÑA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,3,3
CHOQUE COTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,2,0,2
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,5,5
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,23,14,37
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,3,5,8
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,155,58,213
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,2,24,26
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,3,3
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,22,22
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,10,10
COMANCHE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,17,17
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,15,0,15
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,1,0,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,2,10,12
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,30,7,37
CUEVO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,7,7
CULPINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,4,4
CURVA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,4,2,6
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,392,165,557
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,5,5
EL TORNO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,29,29,58
EL VILLAR,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,1,0,1
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,27,66,93
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,2,0,2
ESCOMA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,1,0,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,4,4
GUAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,4,4
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,18,45,63
HUACARETA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,2,0,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,4,161,165
ICLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,17,16,33
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,9,20,29
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,4,15,19
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,4,4
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,2,2
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,5,4,9
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,92,80,172
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,1,6,7
LICOMA PAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,12,0,12
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,1,61,62
LLICA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,15,15
LORETO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,5,5
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,1,1,2
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,8,21,29
MAIRANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,11,0,11
MECAPACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,2,2
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,2,23,25
