,group,variable,month,SRP DOSIS ÚNICA CANTIDAD,SRP DOSIS ÚNICA CANTIDAD,TOTALES
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,4,7,11
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,6,1,7
LA PAZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,136,57,193
LAJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,0,1,1
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,0,6,6
LLICA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,5,13,18
LURIBAY,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,1,0,1
MAPIRI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,0,3,3
MIZQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,0,1,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,12,3,15
OKINAWA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,0,2,2
ORURO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,22,25,47
PAILON,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,1,14,15
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,8,1,9
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,0,5,5
PORCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,0,1,1
POROMA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,4,8,12
PUCARANI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,0,1,1
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,3,2,5
PUNA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,1,0,1
PUNATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,2,1,3
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,9,12,21
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,0,3,3
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,2,0,2
SACABA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,4,13,17
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,0,1,1
SACACA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,0,3,3
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,2,3,5
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,0,13,13
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,2,3,5
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,1,0,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,3,22,25
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,2,0,2
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,1,1,2
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,1,8,9
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,2,1,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,98,57,155
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,5,0,5
SUCRE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,9,3,12
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,0,2,2
TAPACARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,5,1,6
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,7,14,21
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,0,1,1
TOLEDO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,0,2,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,11,3,14
VIACHA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,10,0,10
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,2,6,8
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,0,1,1
VILLAZON,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,1,1,2
VINTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,2,1,3
WARNES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,8,2,10
YACUIBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,5,23,28
YANACACHI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-06-01,2,0,2
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,0,1
ARQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,5,0,5
ATOCHA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,4,4
BERMEJO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,2,2
CAMIRI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,2,0,2
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,2,3
CARANAVI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,2,0,2
CHIMORE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,4,1,5
CHIPAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,1,2
CHOQUE COTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,2,0,2
CHUMA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,2,1,3
COBIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,2,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,46,29,75
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,8,1,9
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,0,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,2,0,2
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,0,1
CORO CORO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,2,0,2
COROICO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,0,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,1,2
COTOCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,4,6,10
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,74,95,169
EL TORNO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,6,4,10
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,0,1
EXALTACION,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,11,11
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,2,7,9
HUANUNI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,42,42
HUARINA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,0,1
ICHOCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,4,4
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,1,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,7,0,7
LA PAZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,22,6,28
LLICA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,0,1
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,1,1
MAPIRI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,3,3
MECAPACA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,2,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,12,3,15
OKINAWA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,0,1
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,2,3
ORURO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,24,12,36
PAILON,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,8,8
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,2,1,3
PAZÑA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,1,1
PORONGO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,2,2
PORVENIR,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,14,14
POSTRER VALLE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,14,6,20
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,2,0,2
PUNATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,4,2,6
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,11,8,19
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,4,21,25
ROBORE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,7,14,21
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,1,1
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,0,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,1,2
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,12,4,16
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,3,2,5
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,1,2
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,2,2
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,3,4
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,4,4
SAN RAFAEL,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,2,2
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,0,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,2,1,3
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,84,4,88
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,5,5
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,1,1
SENA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,0,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,13,2,15
TACACOMA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,1,2
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,1,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,1,1
TARABUCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,3,0,3
TARIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,8,1,9
TARVITA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,9,2,11
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,2,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,14,25,39
VIACHA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,2,0,2
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,2,3,5
VILLAZON,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,3,0,3
VINTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,0,1,1
WARNES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,7,1,8
YACUIBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,18,19
YOTALA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-07-01,1,0,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,1,1
AIQUILE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,1,1
APOLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,8,8
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,5,0,5
ATOCHA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,2,2
AUCAPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,1,1
AYO AYO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,0,1
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,3,0,3
CABEZAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,7,7
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,2,3
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,5,6
CARANAVI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,27,27
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,1,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,2,3,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,3,0,3
CHUMA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,1,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,2,1,3
COCAPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,24,9,33
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,5,3,8
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,1,2
COLOMI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,3,1,4
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,0,1
COPACABANA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,3,3
CORIPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,3,0,3
COTOCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,2,3,5
EL ALTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,119,32,151
EL TORNO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,8,0,8
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,3,1,4
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,3,4
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,1,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,3,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,4,16,20
HUANUNI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,46,46
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,1,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,2,1,3
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,7,0,7
LA PAZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,32,9,41
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,4,5
MECAPACA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,1,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,0,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,1,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,10,0,10
OKINAWA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,0,1
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,5,6
ORURO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,12,40,52
PAILON,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,0,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,0,1
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,3,3
POCONA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,0,1
POROMA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,2,2
PORONGO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,1,1
PORVENIR,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,2,3
POTOSI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,7,0,7
PUCARANI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,1,2
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,4,0,4
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,3,4
PUNA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,3,3
PUNATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,8,0,8
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,19,8,27
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,8,19,27
ROBORE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,2,2
SACABA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,9,8,17
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,2,2
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,2,2,4
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,0,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,2,2,4
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,1,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,3,0,3
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,1,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,2,2
SAN RAFAEL,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,2,2
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,6,3,9
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,124,73,197
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,2,2
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,0,1
SENA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,3,1,4
SORACACHI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,10,4,14
TAPACARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,2,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,2,5,7
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,6,6
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,8,2,10
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,2,0,2
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,2,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,15,6,21
UNCIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,25,0,25
URUBICHA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,2,1,3
UYUNI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,2,1,3
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,0,4,4
VILLAZON,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,12,0,12
YACUIBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-08-01,3,1,4
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,0,1,1
AIQUILE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,1,2
APOLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,2,1,3
CALACOTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,0,1
