,group,variable,month,ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTALES
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,9,10,19
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,16,16,32
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,4,14,18
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,13,13
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,8,16,24
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,20,20
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,21,0,21
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,25,25
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,4,4,8
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,6,38,44
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,19,0,19
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,1,3,4
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,292,313,605
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,1,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,15,15
SENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,1,15,16
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,3,3,6
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,32,22,54
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,3,12,15
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,13,13
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,5,28,33
TARABUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,12,0,12
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,5,56,61
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,3,39,42
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,1,0,1
TIPUANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,2,2
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,4,12,16
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,8,23,31
TOLATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,2,2,4
TORO TORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,11,11
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,5,6,11
TOTORA(ORR),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,2,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,12,0,12
TUPIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,2,0,2
UMALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,3,4,7
UNCIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,1,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,20,55,75
URUBICHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,30,30
UYUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,11,6,17
VACAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,2,6,8
VIACHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,1,1
VILA VILA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,17,17
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,6,6
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,10,2,12
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,6,1,7
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,8,8
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,3,0,3
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,13,6,19
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,1,3,4
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,4,29,33
YOCALLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,1,1
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,6,6
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,6,6
ACACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,10,10
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,1,0,1
ALALAY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,2,2
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,1,1
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,1,1
ANZALDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,8,8
APOLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,18,18
ARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,5,6,11
ARBIETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,9,9
ATOCHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,5,3,8
AYATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,1,3,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,7,16,23
BATALLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,1,1
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,4,4
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,13,13,26
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,1,0,1
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,9,9
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,5,0,5
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,1,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,2,17,19
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,4,0,4
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,4,0,4
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,1,1
CARAPARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,4,4
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,4,4,8
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,15,0,15
CHUMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,3,3
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,8,2,10
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,9,9
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,57,13,70
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,4,0,4
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,1,1
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,10,6,16
COMARAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,9,0,9
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,5,5
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,9,9
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,110,35,145
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,13,13
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,3,18,21
ESCOMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,1,0,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,8,8
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,11,1,12
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,7,7
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,6,35,41
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,2,3,5
HUACHACALLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,1,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,46,46
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,1,1
HUMANATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,1,0,1
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,1,1
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,18,18
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,2,6,8
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,2,1,3
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,5,20,25
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,67,0,67
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,90,21,111
LORETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,10,10
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,35,13,48
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,15,1,16
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,1,19,20
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,15,5,20
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,18,18
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,46,46
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,1,1
PORCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,2,0,2
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,1,1
PORVENIR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,1,1,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,10,0,10
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,9,9
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,7,1,8
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,6,0,6
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,13,0,13
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,2,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,12,12,24
RAVELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,9,9
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,4,0,4
ROBORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,15,1,16
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,1,1,2
SACACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,2,15,17
SAIPINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,8,5,13
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,1,4,5
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,3,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,1,17,18
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,5,0,5
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,2,1,3
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,2,4,6
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,9,4,13
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,475,115,590
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,2,2
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,2,2
SENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,2,7,9
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,12,0,12
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,21,23,44
TACACOMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,1,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,6,12,18
TARABUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,5,0,5
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,4,4
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,2,2
TIPUANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,2,6,8
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,1,5,6
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,1,21,22
TOLATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,1,0,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,9,9
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,1,2,3
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,10,11,21
UNCIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,1,0,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,15,10,25
UYUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,6,0,6
VACAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,1,9,10
VIACHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,13,13
VILA VILA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,3,4,7
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,17,17
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,9,0,9
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,2,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,15,10,25
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,8,3,11
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,2,0,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,1,0,1
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,5,5
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-06-01,0,5,5
ACACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,1,1
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,1,1
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,9,9
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,1,1
ARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,1,0,1
ARQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,4,4
ATOCHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,4,0,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,5,3,8
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,11,13,24
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,1,0,1
CARIPUYO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,1,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,9,1,10
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,48,48
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,3,3
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,75,11,86
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,1,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,1,1
COMARAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,5,0,5
CORQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,1,3,4
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,94,10,104
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,1,1,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,7,0,7
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,3,2,5
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,2,10,12
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,1,0,1
HUACARETA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,36,36
HUARINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,1,0,1
ICHOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,6,6
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,58,17,75
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,62,20,82
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,1,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,5,2,7
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,1,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,42,13,55
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,5,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,1,1
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,8,9,17
PADILLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,1,1
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,17,28,45
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,9,9
POCOATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,2,0,2
PORVENIR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,27,27
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,41,4,45
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,1,0,1
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,6,12,18
PUNA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,2,0,2
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,9,0,9
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,4,2,6
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,2,13,15
