,group,variable,month,DPT 3RA DOSIS CANTIDAD,DPT 3RA DOSIS CANTIDAD,TOTALES
POCONA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,0,2,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,5,0,5
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,2,3,5
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,0,5,5
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,1,1,2
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,3,0,3
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,34,45,79
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,1,0,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,3,0,3
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,0,1,1
TARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,2,0,2
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,0,3,3
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,3,1,4
VACAS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,0,30,30
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,4,0,4
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,3,1,4
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,0,3,3
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,0,1,1
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,3,0,3
ANZALDO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,0,10,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,1,0,1
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,0,1,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,1,2,3
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,2,0,2
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,0,9,9
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,0,4,4
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,2,1,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,0,4,4
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,12,3,15
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,38,2,40
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,1,1,2
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,0,1,1
GUAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,3,4,7
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,0,2,2
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,1,2,3
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,2,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,17,0,17
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,0,2,2
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,1,1,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,3,1,4
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,2,0,2
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,5,0,5
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,2,0,2
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,0,1,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,4,1,5
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,2,7,9
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,0,1,1
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,5,3,8
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,2,29,31
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,0,2,2
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,2,0,2
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,82,13,95
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,1,0,1
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,3,5,8
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,0,1,1
TACACOMA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,0,1,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,6,0,6
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,2,0,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,3,6,9
UNCIA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,0,10,10
URUBICHA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,1,0,1
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,0,2,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,1,0,1
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-11-01,2,2,4
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,4,3,7
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,17,0,17
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,1,3,4
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,1,1,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,34,8,42
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,1,1,2
CORIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,1,0,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,1,0,1
CULPINA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,34,32,66
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,1,3,4
GUAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,0,1,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,0,1,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,17,8,25
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,0,12,12
MECAPACA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,0,1,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,8,0,8
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,4,2,6
OKINAWA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,1,0,1
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,4,1,5
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,1,1,2
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,0,1,1
POCONA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,4,0,4
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,1,1,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,4,0,4
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,4,1,5
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,3,1,4
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,2,1,3
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,2,1,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,0,1,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,1,0,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,1,2,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,96,2,98
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,1,0,1
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,1,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,0,2,2
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,0,1,1
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,0,2,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,2,0,2
TACACOMA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,2,0,2
TARVITA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,4,10,14
UMALA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,0,1,1
VILA VILA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-12-01,1,0,1
