,group,variable,month,DPT 1RA DOSIS CANTIDAD,DPT 1RA DOSIS CANTIDAD,TOTALES
COMANCHE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,2,2
COMARAPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,18,5,23
CORIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,8,8
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,19,19
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,2,23,25
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,8,58,66
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,117,140,257
EL CHORO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,0,1
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,3,8,11
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,8,3,11
EL TORNO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,1,1
EL VILLAR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,18,18
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,6,27,33
ESCOMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,1,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,18,15,33
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,6,14,20
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,12,20,32
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,3,3
GUAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,2,0,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,2,2,4
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,2,41,43
HUACARETA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,30,0,30
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,7,7
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,48,48
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,1,1
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,3,7,10
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,6,7
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,43,49,92
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,94,44,138
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,144,103,247
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,3,0,3
LAJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,2,2
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,5,0,5
MECAPACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,12,13
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,97,106,203
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,8,20,28
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,106,65,171
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,25,26
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,7,38,45
OKINAWA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,22,91,113
PADILLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,3,2,5
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,4,159,163
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,17,17
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,2,2
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,11,11
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,22,23
POCOATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,20,10,30
POCONA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,3,4
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,20,20
PORCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,10,0,10
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,12,12
PORVENIR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,31,31
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,71,18,89
PUCARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,20,20
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,6,6
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,6,6
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,37,37
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,12,76,88
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,3,12,15
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,1,1
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,4,1,5
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,38,27,65
RAVELO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,4,4,8
REYES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,2,13,15
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,67,182,249
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,19,8,27
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,7,7,14
SAIPINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,17,12,29
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,2,2
SAN AGUSTIN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,25,21,46
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,6,6
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,14,10,24
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,9,22,31
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,16,12,28
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,4,14,18
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,0,1
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,2,0,2
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,12,12
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,27,75,102
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,19,19
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,3,3
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,21,0,21
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,4,4,8
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,9,0,9
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,27,38,65
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,23,73,96
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,4,4,8
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,2,2
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,322,318,640
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,15,15
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,7,8
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,1,1
SENA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,15,16
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,5,1,6
SICAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,10,10
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,3,3,6
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,3,4
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,36,22,58
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,2,2
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,7,51,58
TARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,12,0,12
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,11,43,54
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,3,39,42
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,1,2
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,4,4
TIPUANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,2,2
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,4,18,22
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,13,13
TOLATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,2,3
TOMAVE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,3,3
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,51,52
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,5,6,11
TOTORA(ORR),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,2,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,13,2,15
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,2,4,6
UMALA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,7,11,18
UNCIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,10,10
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,20,66,86
URUBICHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,30,30
UYUNI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,13,14,27
VACAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,8,8
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,18,34,52
VILA VILA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,9,10
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,17,17
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,6,6
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,10,34,44
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,6,1,7
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,13,13
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,3,0,3
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,13,6,19
VITICHI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,5,14,19
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,3,4
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,3,0,3
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,6,6
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,6,6
ACACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,10,10
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,1,6,7
ALALAY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,10,10
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,5,5
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,1,1
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,1,1
APOLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,18,18
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,7,7
ARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,5,6,11
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,2,3,5
AUCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,8,8
AYATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,1,3,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,1,14,15
BATALLAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,1,1
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,4,4
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,16,27,43
BETANZOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,18,0,18
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,9,9
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,5,0,5
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,2,7,9
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,2,17,19
CAJUATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,3,0,3
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,4,0,4
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,1,1
CARAPARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,2,2
CHACARILLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,2,2
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,4,4,8
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,15,0,15
CHOQUE COTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,2,0,2
CLIZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,4,1,5
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,8,2,10
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,63,14,77
COIPASA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,5,0,5
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,60,10,70
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,1,1
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,3,0,3
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,10,16,26
COMARAPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,9,0,9
CORIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,5,5
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,17,17
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,1,0,1
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,111,35,146
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,10,10
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,8,20,28
ESCOMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,1,0,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,8,8
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,16,1,17
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,7,7
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,7,35,42
GUANAY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,10,10
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,1,21,22
HUACHACALLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,1,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,46,46
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,1,1
HUMANATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,1,0,1
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,10,1,11
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,18,18
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,5,5
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,2,6,8
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,2,1,3
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,9,69,78
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,67,0,67
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,109,67,176
LAJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,2,0,2
LLICA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,8,8
LORETO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,10,10
MAPIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,1,3,4
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,35,13,48
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,19,2,21
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,1,19,20
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,1,1
OCURI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,11,11
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,24,10,34
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,18,18
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,46,46
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,1,1
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,6,6
PORCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,2,0,2
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,1,1
PORVENIR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,1,1,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,10,0,10
PUCARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,5,9,14
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,9,9
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,8,1,9
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,6,0,6
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,14,1,15
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,1,1,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,14,23,37
RAVELO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,9,9
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,78,9,87
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,15,1,16
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,1,9,10
SACACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,2,15,17
SAIPINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,8,5,13
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,1,4,5
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,3,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,1,17,18
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,28,0,28
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,15,22,37
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,2,1,3
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,20,20
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,2,4,6
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,11,20,31
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,507,115,622
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,2,2
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,2,2
SENA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,2,7,9
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,12,0,12
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,25,17,42
TACACOMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,1,1
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,9,0,9
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,8,20,28
