,group,variable,month,DPT 2DA DOSIS CANTIDAD,DPT 2DA DOSIS CANTIDAD,TOTALES
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,5,0,5
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,4,0,4
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,3,1,4
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,2,0,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,1,0,1
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,2,1,3
YOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,1,0,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,0,1
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,8,3,11
AYATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,0,3,3
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,0,4,4
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,0,1
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,0,2,2
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,0,2,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,18,0,18
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,14,2,16
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,9,0,9
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,0,1,1
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,4,0,4
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,0,1,1
COMARAPA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,4,0,4
CORIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,3,0,3
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,3,6,9
CULPINA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,0,1,1
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,43,5,48
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,3,1,4
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,0,4,4
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,0,5,5
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,1,2
GUAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,30,31
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,0,3,3
ICHOCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,2,0,2
ICLA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,3,4
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,1,2
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,10,18,28
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,17,10,27
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,4,3,7
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,0,1
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,2,6,8
PALCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,0,1,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,2,0,2
POCOATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,0,7,7
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,2,3
POOPO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,2,0,2
PORONGO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,1,2
PORVENIR,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,7,1,8
PUCARANI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,2,11,13
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,0,8,8
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,7,0,7
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,0,1,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,2,3
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,10,0,10
SABAYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,0,13,13
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,5,4,9
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,2,3
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,4,5
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,8,2,10
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,8,7,15
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,0,8,8
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,3,7,10
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,2,0,2
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,6,3,9
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,0,2,2
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,2,6,8
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,144,19,163
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,2,4,6
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,1,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,2,1,3
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,0,2,2
TARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,2,0,2
TARATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,5,0,5
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,0,1
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,5,0,5
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,0,12,12
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,6,2,8
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,6,0,6
VACAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,0,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,11,0,11
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,0,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,1,0,1
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-08-01,0,3,3
ANZALDO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,2,2
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,8,8
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,3,1,4
BATALLAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,1,1,2
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,1,0,1
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,2,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,2,2
BETANZOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,1,1,2
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,3,7,10
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,6,6
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,3,5,8
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,10,10
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,2,0,2
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,2,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,19,5,24
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,16,3,19
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,1,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,13,0,13
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,39,54,93
EL TORNO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,2,2,4
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,3,3
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,4,4
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,4,4
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,4,4
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,3,2,5
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,11,11
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,4,4
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,16,2,18
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,7,0,7
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,3,3,6
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,1,19,20
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,8,0,8
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,2,2
PALCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,59,59
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,1,0,1
PASORAPA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,3,3
POCOATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,2,2,4
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,1,1,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,6,9,15
PUCARANI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,5,0,5
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,1,2,3
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,5,0,5
REYES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,4,4
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,2,4,6
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,6,17,23
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,2,2
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,6,4,10
SACACA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,10,10
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,5,4,9
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,5,2,7
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,2,0,2
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,1,1
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,2,0,2
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,2,2
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,95,53,148
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,5,2,7
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,2,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,15,7,22
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,3,7,10
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,2,0,2
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,1,0,1
TOLEDO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,2,2
TOMAVE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,3,3
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,3,3
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,7,0,7
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,3,0,3
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,2,0,2
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,5,0,5
VITICHI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,8,8
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,2,0,2
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-09-01,0,3,3
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,1,0,1
ARANI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,4,0,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,2,4,6
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,0,4,4
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,4,13,17
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,0,5,5
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,3,0,3
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,5,2,7
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,0,60,60
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,2,0,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,17,5,22
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,31,1,32
COLLANA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,1,0,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,1,6,7
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,19,48,67
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,10,0,10
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,4,4,8
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,0,14,14
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,4,2,6
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,0,6,6
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,10,2,12
LAJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,1,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,0,3,3
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,4,6,10
MECAPACA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,2,0,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,2,11,13
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,2,0,2
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,1,0,1
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,0,1,1
PASORAPA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,1,0,1
PAZÑA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,0,4,4
POCOATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,0,6,6
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,5,1,6
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,1,0,1
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,0,4,4
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,2,0,2
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,4,3,7
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,2,0,2
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,4,0,4
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,2,5,7
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,0,4,4
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,276,35,311
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,3,7,10
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,2,0,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,11,1,12
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,0,3,3
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,0,4,4
TARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,4,1,5
TARATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,1,2,3
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,6,1,7
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,0,1,1
TOLATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,0,5,5
UMALA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,0,2,2
UNCIA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,0,10,10
VACAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,0,25,25
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,18,0,18
VILA VILA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,4,0,4
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,0,2,2
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,0,1,1
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,5,0,5
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-10-01,1,0,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,5,5,10
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,12,12
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,4,1,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,1,1
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,5,5
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,1,1
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,3,1,4
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,7,7
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,2,2
CHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,4,4
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,10,10
