,group,variable,month,ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,TOTALES
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,2,2
HUMANATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,2,10,12
ICLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,2,5,7
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,7,26,33
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,3,20,23
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,8,17,25
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,5,21,26
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,43,48,91
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,2,2
LAJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,13,13
LAS CARRERAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,7,7
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,12,12
LORETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,3,0,3
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,2,6,8
MACHARETI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,3,0,3
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,5,3,8
MAIRANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,13,12,25
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,1,13,14
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,1,2,3
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,102,111,213
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,66,1,67
MORO MORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,15,15
OCURI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,10,10
OKINAWA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,14,14
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,7,33,40
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,41,94,135
PADCAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,7,53,60
PADILLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,7,1,8
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,5,5,10
PALCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,10,10
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,21,21
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,1,10,11
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,7,0,7
PAZÑA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,2,2,4
POCOATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,11,11
POCONA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,10,24,34
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,14,30,44
PORCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,4,3,7
POROMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,14,54,68
POSTRER VALLE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,10,53,63
PRESTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,2,2
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,18,18
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,4,9,13
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,1,10,11
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,24,74,98
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,3,19,22
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,5,18,23
RAVELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,17,17
REYES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,65,52,117
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,17,17
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,25,43,68
SACACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,7,43,50
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,1,1
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,10,16,26
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,1,33,34
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,23,100,123
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,17,36,53
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,38,0,38
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,3,3,6
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,2,5,7
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,5,106,111
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,2,2
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,3,27,30
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,13,10,23
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,46,94,140
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,16,13,29
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,14,12,26
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,3,5,8
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,2,30,32
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,447,139,586
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,4,32,36
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,12,73,85
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,13,13
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,2,0,2
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,15,32,47
SORACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,5,9,14
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,104,104,208
TACACOMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,5,5,10
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,3,1,4
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,4,27,31
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,1,1
TARABUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,1,2,3
TARATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,2,0,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,37,123,160
TARVITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,10,23,33
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,1,1
TOCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,10,10
TOLEDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,10,10
TOMAVE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,7,7
TOMINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,4,0,4
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,13,28,41
TOTORA(ORR),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,1,0,1
TRIGAL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,6,6
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,30,9,39
TUPIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,88,101,189
TURCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,1,0,1
UNCIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,11,11
UYUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,3,0,3
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,18,9,27
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,7,0,7
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,42,132,174
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,5,0,5
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,44,43,87
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,31,51,82
VITICHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,10,0,10
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,69,155,224
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,29,209,238
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,2,17,19
YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,1,23,24
YOCALLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,7,17,24
YOTALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,14,22,36
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,0,17,17
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-05-01,4,6,10
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,2,3,5
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,8,16,24
ALALAY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,1,1
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,8,8,16
APOLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,7,7
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,104,9,113
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,6,3,9
BAURES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,1,50,51
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,5,5
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,28,38,66
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,4,8,12
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,6,28,34
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,6,6
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,3,19,22
CAJUATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,1,4,5
CALACOTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,3,3
CAMARGO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,3,4,7
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,1,0,1
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,5,0,5
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,9,13,22
CARAPARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,1,18,19
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,7,1,8
CHARAÑA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,3,3
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,5,5
CLIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,5,2,7
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,23,14,37
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,3,5,8
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,184,54,238
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,1,3,4
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,3,3
COMANCHE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,14,14
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,15,0,15
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,2,10,12
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,30,7,37
CUEVO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,7,7
CULPINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,4,4
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,393,158,551
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,5,5
EL TORNO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,29,29,58
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,26,54,80
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,2,0,2
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,4,4
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,18,45,63
HUACARETA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,2,0,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,4,161,165
ICLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,17,16,33
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,5,20,25
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,10,10
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,4,4
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,4,4,8
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,62,39,101
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,1,6,7
LLICA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,15,15
LORETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,15,15
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,8,21,29
MAIRANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,11,0,11
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,2,23,25
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,28,11,39
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,54,4,58
MORO MORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,1,1
OKINAWA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,19,45,64
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,3,4,7
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,85,52,137
PADCAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,3,20,23
PADILLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,2,0,2
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,15,0,15
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,4,8,12
PAZÑA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,1,0,1
POCONA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,2,6,8
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,10,10
POROMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,3,13,16
POSTRER VALLE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,65,63,128
PRESTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,1,1,2
PUCARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,16,0,16
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,19,1,20
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,9,14,23
PUNA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,1,0,1
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,2,1,3
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,22,16,38
RAVELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,5,5
REYES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,18,0,18
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,7,3,10
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,9,44,53
SACACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,8,8
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,3,3,6
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,13,1,14
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,5,27,32
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,48,32,80
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,4,4
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,30,76,106
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,46,68,114
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,27,27
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,9,116,125
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,1,5,6
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,7,4,11
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,2,20,22
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,15,5,20
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,10,7,17
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,7,11,18
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,210,141,351
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,9,4,13
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,1,5,6
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,4,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,12,4,16
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,4,8,12
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,3,18,21
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,124,135,259
TACACOMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,3,3
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,1,8,9
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,3,50,53
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,2,2
TARABUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,5,0,5
TARATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,2,1,3
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,98,83,181
TARVITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,1,4,5
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,24,24
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,23,65,88
TOMINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,2,0,2
