,group,variable,month,MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
COROICO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,1,3,1,3,4
CORQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,6,3,6,3,9
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,23,61,23,61,84
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,117,130,117,130,247
CUATRO CAÑADAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,5,5,5,5,10
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,4,3,4,3,7
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,2,0,2,0,2
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,31,12,31,12,43
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,1,2,1,2,3
CURVA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,13,19,13,19,32
DESAGUADERO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,2,0,2,0,2
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,1671,644,1671,644,2315
EL CHORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,2,2,2,2,4
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,5,0,5,0,5
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,40,125,40,125,165
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,83,46,83,46,129
EL VILLAR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,0,4,0,4,4
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,41,87,41,87,128
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,59,23,59,23,82
ESCOMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,1,0,1,0,1
EUCALIPTUS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,2,10,2,10,12
EUREKA (SANTOS MERCADO),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,0,4,0,4,4
EXALTACION,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,3,7,3,7,10
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,19,4,19,4,23
FILADELFIA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,8,3,8,3,11
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,18,23,18,23,41
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,3,9,3,9,12
GUANAY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,18,4,18,4,22
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,6,17,6,17,23
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,82,525,82,525,607
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,1,78,1,78,79
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,2,26,2,26,28
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,1,39,1,39,40
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,25,104,25,104,129
HUARACAJE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,0,3,0,3,3
HUARINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,1,0,1,0,1
HUAYLLAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,3,13,3,13,16
HUMANATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,0,4,0,4,4
ICHOCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,1,21,1,21,22
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,6,15,6,15,21
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,10,36,10,36,46
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,10,114,10,114,124
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,1,4,1,4,5
IXIAMAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,5,0,5,0,5
JESUS DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,2,0,2,0,2
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,55,68,55,68,123
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,100,30,100,30,130
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,884,265,884,265,1149
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,13,7,13,7,20
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,3,13,3,13,16
LAS CARRERAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,11,9,11,9,20
LICOMA PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,0,1,0,1,1
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,30,46,30,46,76
LLICA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,2,3,2,3,5
LORETO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,1,23,1,23,24
LURIBAY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,1,2,1,2,3
MACHACAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,2,8,2,8,10
MACHARETI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,9,31,9,31,40
MAGDALENA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,9,54,9,54,63
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,12,1,12,1,13
MAPIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,10,0,10,0,10
MECAPACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,8,6,8,6,14
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,40,6,40,6,46
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,40,17,40,17,57
MOCOMOCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,6,6,6,6,12
MOJOCOYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,11,5,11,5,16
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,18,32,18,32,50
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,149,100,149,100,249
MORO MORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,2,1,2,1,3
MOROCHATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,3,8,3,8,11
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,0,7,0,7,7
OCURI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,19,64,19,64,83
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,15,15,15,15,30
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,4,5,4,5,9
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,410,131,410,131,541
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,12,6,12,6,18
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,10,2,10,2,12
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,14,65,14,65,79
PALCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,0,18,0,18,18
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,24,39,24,39,63
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,15,2,15,2,17
PAPEL PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,2,0,2,0,2
PASORAPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,5,0,5,0,5
PATACAMAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,15,2,15,2,17
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,7,1,7,1,8
PELECHUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,3,2,3,2,5
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,14,66,14,66,80
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,11,31,11,31,42
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,15,21,15,21,36
POOPO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,3,6,3,6,9
PORCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,9,0,9,0,9
POROMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,23,104,23,104,127
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,9,51,9,51,60
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,29,0,29,0,29
PORVENIR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,1,121,1,121,122
POSTRER VALLE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,2,0,2,0,2
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,376,203,376,203,579
PRESTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,0,25,0,25,25
PUCARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,3,5,3,5,8
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,10,4,10,4,14
PUERTO ACOSTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,2,1,2,1,3
PUERTO CARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,3,4,3,4,7
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,0,13,0,13,13
PUERTO PEREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,7,5,7,5,12
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,5,1,5,1,6
PUERTO RICO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,16,7,16,7,23
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,7,2,7,2,9
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,76,116,76,116,192
PUNA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,53,4,53,4,57
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,40,15,40,15,55
QUIABAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,3,5,3,5,8
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,61,604,61,604,665
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,3,8,3,8,11
QUIRUSILLAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,1,0,1,0,1
RAVELO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,10,8,10,8,18
REYES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,24,94,24,94,118
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,224,33,224,33,257
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,8,12,8,12,20
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,33,0,33,0,33
SABAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,10,5,10,5,15
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,145,572,145,572,717
SACABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,0,7,0,7,7
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,55,73,55,73,128
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,8,2,8,2,10
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,1,21,1,21,22
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,3,10,3,10,13
SAN AGUSTIN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,12,0,12,0,12
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,11,31,11,31,42
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,3,21,3,21,24
SAN ANTONIO DE ESMORUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,10,0,10,0,10
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,4,1,4,1,5
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,16,25,16,25,41
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,63,136,63,136,199
SAN BUENA VENTURA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,10,10,10,10,20
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,27,155,27,155,182
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,54,55,54,55,109
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,64,19,64,19,83
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,11,4,11,4,15
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,10,84,10,84,94
SAN JOAQUIN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,6,13,6,13,19
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,2,16,2,16,18
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,3,38,3,38,41
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,72,19,72,19,91
SAN LORENZO(PND),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,4,23,4,23,27
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,13,12,13,12,25
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,32,50,32,50,82
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,15,46,15,46,61
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,11,5,11,5,16
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,33,1,33,1,34
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,23,82,23,82,105
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,6,16,6,16,22
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,2,0,2,0,2
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,6,38,6,38,44
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,21,3,21,3,24
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,14,41,14,41,55
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,1966,576,1966,576,2542
SANTA ROSA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,14,24,14,24,38
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,22,14,22,14,36
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,0,2,0,2,2
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,1,7,1,7,8
SANTIAGO DE HUATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,2,52,2,52,54
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,1,8,1,8,9
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,2,0,2,0,2
SANTUARIO DE QUILLACAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,0,1,0,1,1
SENA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,13,0,13,0,13
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,14,46,14,46,60
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,16,5,16,5,21
SICAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,1,13,1,13,14
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,63,35,63,35,98
SOPACHUY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,1,0,1,0,1
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,8,14,8,14,22
SORATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,1,58,1,58,59
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,443,554,443,554,997
TACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,4,0,4,0,4
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,12,16,12,16,28
TACOBAMBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,4,7,4,7,11
TACOPAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,2,11,2,11,13
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,22,62,22,62,84
TARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,18,8,18,8,26
TARACO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,2,8,2,8,10
TARATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,13,6,13,6,19
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,587,97,587,97,684
TARVITA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,22,27,22,27,49
TEOPONTE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,3,1,3,1,4
TIAWANACU,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,0,34,0,34,34
TINGUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,13,8,13,8,21
TIPUANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,6,2,6,2,8
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,45,123,45,123,168
TIRAQUE (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,29,10,29,10,39
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,4,1,4,1,5
TOCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,6,3,6,3,9
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,6,11,6,11,17
TOLEDO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,3,2,3,2,5
TOMAVE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,5,16,5,16,21
TOMINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,44,12,44,12,56
TORO TORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,2,0,2,0,2
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,21,14,21,14,35
TOTORA(ORR),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,25,2,25,2,27
TRIGAL,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,1,0,1,0,1
TRINIDAD,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,216,550,216,550,766
TUPIZA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,73,44,73,44,117
TURCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,3,3,3,3,6
UMALA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,9,9,9,9,18
UNCIA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,45,11,45,11,56
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,8,36,8,36,44
URUBICHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,0,12,0,12,12
UYUNI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,4,30,4,30,34
VACAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,12,21,12,21,33
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,8,15,8,15,23
VIACHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,100,13,100,13,113
VILA VILA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,10,7,10,7,17
VILLA CHARCAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,14,34,14,34,48
VILLA MONTES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,40,24,40,24,64
VILLA NUEVA (LOMA ALTA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,5,0,5,0,5
VILLA RIVERO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,6,5,6,5,11
VILLA SERRANO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,4,4,4,4,8
VILLA TUNARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,53,373,53,373,426
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,18,14,18,14,32
VILLAZON,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,84,125,84,125,209
VINTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,72,16,72,16,88
VITICHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,2,4,2,4,6
WALDO BALLIVIAN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,2,0,2,0,2
WARNES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,110,42,110,42,152
YACO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,7,40,7,40,47
YACUIBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,184,107,184,107,291
YAMPARAEZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,21,31,21,31,52
YANACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,8,0,8,0,8
YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,10,44,10,44,54
YOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,9,0,9,0,9
YOTALA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,2,14,2,14,16
YUNCHARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-07-01,2,16,2,16,18
