,group,variable,month,MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
CALACOTO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,8,33,8,33,41
CALAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,25,4,25,4,29
CAMARGO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,4,97,4,97,101
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,4,2,4,2,6
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,47,59,47,59,106
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,13,0,13,0,13
CAQUIAVIRI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,1,6,1,6,7
CARACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,11,47,11,47,58
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,49,72,49,72,121
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,33,70,33,70,103
CARIPUYO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,2,3,2,3,5
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,1,10,1,10,11
CATACORA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,1,0,1,0,1
CHALLAPATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,39,49,39,49,88
CHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,15,30,15,30,45
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,32,24,32,24,56
CHARAÑA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,3,19,3,19,22
CHAYANTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,15,265,15,265,280
CHIMORE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,52,17,52,17,69
CHIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,1,5,1,5,6
CHOQUE COTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,9,4,9,4,13
CHUMA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,7,4,7,4,11
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,10,0,10,0,10
CKOCHAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,2,1,2,1,3
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,25,71,25,71,96
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,143,49,143,49,192
COCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,11,43,11,43,54
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,676,1147,676,1147,1823
COIPASA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,2,1,2,1,3
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,66,59,66,59,125
"COLCHA ""K""",otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,18,2,18,2,20
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,23,32,23,32,55
COLPA BELGICA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,10,1,10,1,11
COLQUECHACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,47,328,47,328,375
COLQUENCHA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,11,0,11,0,11
COLQUIRI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,45,34,45,34,79
COMANCHE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,13,4,13,4,17
COMARAPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,12,4,12,4,16
COMBAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,2,0,2,0,2
CONCEPCION,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,23,0,23,0,23
COPACABANA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,22,3,22,3,25
CORIPATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,23,4,23,4,27
CORO CORO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,4,28,4,28,32
COROICO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,10,62,10,62,72
CORQUE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,3,8,3,8,11
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,34,61,34,61,95
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,49,368,49,368,417
CUATRO CAÑADAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,5,3,5,3,8
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,6,4,6,4,10
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,4,2,4,2,6
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,68,11,68,11,79
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,7,22,7,22,29
CURVA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,0,3,0,3,3
DESAGUADERO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,3,0,3,0,3
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,1603,1911,1603,1911,3514
EL CHORO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,0,17,0,17,17
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,8,0,8,0,8
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,48,739,48,739,787
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,52,61,52,61,113
EL VILLAR,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,0,2,0,2,2
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,38,454,38,454,492
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,55,220,55,220,275
ESCARA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,0,6,0,6,6
ESCOMA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,8,3,8,3,11
EUCALIPTUS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,4,88,4,88,92
EUREKA (SANTOS MERCADO),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,0,30,0,30,30
EXALTACION,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,5,0,5,0,5
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,15,4,15,4,19
FILADELFIA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,5,30,5,30,35
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,18,20,18,20,38
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,1,12,1,12,13
GUANAY,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,75,24,75,24,99
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,7,19,7,19,26
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,86,351,86,351,437
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,53,32,53,32,85
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,59,12,59,12,71
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,1,0,1,0,1
HUACHACALLA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,0,11,0,11,11
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,35,342,35,342,377
HUARACAJE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,3,9,3,9,12
HUARINA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,3,1,3,1,4
HUAYLLAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,11,43,11,43,54
HUMANATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,1,27,1,27,28
ICHOCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,1,0,1,0,1
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,19,9,19,9,28
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,17,58,17,58,75
INGAVI (HUMAITA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,0,16,0,16,16
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,13,233,13,233,246
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,2,0,2,0,2
IXIAMAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,18,24,18,24,42
JESUS DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,0,23,0,23,23
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,84,150,84,150,234
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,127,14,127,14,141
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,1165,800,1165,800,1965
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,4,14,4,14,18
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,9,26,9,26,35
LAS CARRERAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,0,14,0,14,14
LICOMA PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,2,0,2,0,2
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,65,183,65,183,248
LLICA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,3,60,3,60,63
LORETO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,20,200,20,200,220
LURIBAY,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,7,67,7,67,74
MACHACAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,1,6,1,6,7
MACHARETI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,10,1,10,1,11
MAGDALENA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,23,41,23,41,64
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,5,0,5,0,5
MALLA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,10,0,10,0,10
MAPIRI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,23,67,23,67,90
MECAPACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,28,84,28,84,112
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,25,26,25,26,51
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,79,61,79,61,140
MOCOMOCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,9,20,9,20,29
MOJINETE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,5,0,5,0,5
MOJOCOYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,3,22,3,22,25
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,20,127,20,127,147
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,234,113,234,113,347
MORO MORO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,1,4,1,4,5
MOROCHATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,11,26,11,26,37
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,2,3,2,3,5
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,0,2,0,2,2
OCURI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,29,298,29,298,327
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,32,102,32,102,134
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,2,4,2,4,6
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,696,474,696,474,1170
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,17,30,17,30,47
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,23,3,23,3,26
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,28,174,28,174,202
PALCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,5,25,5,25,30
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,48,193,48,193,241
PAMPA AULLAGAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,3,1,3,1,4
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,4,3,4,3,7
PAPEL PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,3,0,3,0,3
PASORAPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,6,29,6,29,35
PATACAMAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,17,22,17,22,39
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,12,13,12,13,25
PELECHUCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,10,10,10,10,20
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,23,36,23,36,59
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,5,59,5,59,64
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,17,45,17,45,62
POOPO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,4,37,4,37,41
PORCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,17,180,17,180,197
POROMA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,96,195,96,195,291
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,8,49,8,49,57
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,23,242,23,242,265
PORVENIR,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,2,5,2,5,7
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,958,934,958,934,1892
PRESTO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,2,196,2,196,198
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,18,43,18,43,61
PUERTO ACOSTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,4,27,4,27,31
PUERTO CARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,10,19,10,19,29
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,3,43,3,43,46
PUERTO PEREZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,4,23,4,23,27
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,9,9,9,9,18
PUERTO RICO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,14,22,14,22,36
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,8,0,8,0,8
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,76,158,76,158,234
PUNA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,51,18,51,18,69
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,44,70,44,70,114
QUIABAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,4,0,4,0,4
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,69,488,69,488,557
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,14,8,14,8,22
QUIRUSILLAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,1,0,1,0,1
RAVELO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,37,54,37,54,91
REYES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,48,22,48,22,70
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,198,62,198,62,260
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,12,44,12,44,56
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,36,81,36,81,117
SABAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,14,19,14,19,33
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,165,822,165,822,987
SACABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,1,13,1,13,14
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,21,294,21,294,315
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,10,14,10,14,24
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,5,23,5,23,28
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,5,0,5,0,5
SAN AGUSTIN,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,9,20,9,20,29
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,10,246,10,246,256
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,4,0,4,0,4
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,8,2,8,2,10
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,9,17,9,17,26
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,64,58,64,58,122
SAN BUENA VENTURA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,27,69,27,69,96
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,23,16,23,16,39
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,69,281,69,281,350
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,54,295,54,295,349
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,1,0,1,0,1
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,11,17,11,17,28
SAN JOAQUIN,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,8,58,8,58,66
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,0,118,0,118,118
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,2,4,2,4,6
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,45,145,45,145,190
SAN LORENZO(PND),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,14,10,14,10,24
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,11,19,11,19,30
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,47,83,47,83,130
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,7,31,7,31,38
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,12,9,12,9,21
SAN PABLO DE LIPEZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,2,0,2,0,2
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,6,21,6,21,27
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,17,215,17,215,232
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,2,3,2,3,5
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,5,13,5,13,18
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,1,2,1,2,3
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,5,62,5,62,67
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,17,6,17,6,23
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,31,193,31,193,224
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,2684,1660,2684,1660,4344
SANTA ROSA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,16,20,16,20,36
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,21,11,21,11,32
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,0,1,0,1,1
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,13,89,13,89,102
SANTIAGO DE HUATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,0,67,0,67,67
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,3,11,3,11,14
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,2,1,2,1,3
SANTUARIO DE QUILLACAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,2,13,2,13,15
SAPAHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,1,0,1,0,1
SENA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,2,16,2,16,18
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,9,38,9,38,47
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,18,14,18,14,32
SICAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,1,29,1,29,30
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,30,38,30,38,68
SOPACHUY,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,33,12,33,12,45
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,18,14,18,14,32
SORATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,3,41,3,41,44
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,610,1596,610,1596,2206
TACACHI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,6,0,6,0,6
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,28,34,28,34,62
TACOBAMBA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,12,110,12,110,122
TACOPAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,8,31,8,31,39
TAHUA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-06-01,0,9,0,9,9
