,group,variable,month,ANTIRRÁBICA EN HUMANO CANTIDAD,ANTIRRÁBICA EN HUMANO CANTIDAD,TOTALES,TOTALES,TOTALES
MINEROS,otras vacunaciones,antirrabica en humano,2011-12-01,1,0,1,0,1
MIZQUE,otras vacunaciones,antirrabica en humano,2011-12-01,1,0,1,0,1
MONTERO,otras vacunaciones,antirrabica en humano,2011-12-01,210,0,210,0,210
MORO MORO,otras vacunaciones,antirrabica en humano,2011-12-01,1,0,1,0,1
ORURO,otras vacunaciones,antirrabica en humano,2011-12-01,17,0,17,0,17
PAILON,otras vacunaciones,antirrabica en humano,2011-12-01,175,0,175,0,175
PAMPA GRANDE,otras vacunaciones,antirrabica en humano,2011-12-01,10,0,10,0,10
PORONGO,otras vacunaciones,antirrabica en humano,2011-12-01,67,0,67,0,67
PORTACHUELO,otras vacunaciones,antirrabica en humano,2011-12-01,12,0,12,0,12
POTOSI,otras vacunaciones,antirrabica en humano,2011-12-01,131,0,131,0,131
PUERTO SUAREZ,otras vacunaciones,antirrabica en humano,2011-12-01,9,0,9,0,9
PUNATA,otras vacunaciones,antirrabica en humano,2011-12-01,8,0,8,0,8
QUILLACOLLO,otras vacunaciones,antirrabica en humano,2011-12-01,5,0,5,0,5
SACABA,otras vacunaciones,antirrabica en humano,2011-12-01,9,0,9,0,9
SAIPINA,otras vacunaciones,antirrabica en humano,2011-12-01,7,0,7,0,7
SAMAIPATA,otras vacunaciones,antirrabica en humano,2011-12-01,16,0,16,0,16
SAN IGNACIO,otras vacunaciones,antirrabica en humano,2011-12-01,33,0,33,0,33
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en humano,2011-12-01,5,0,5,0,5
SAN JULIAN,otras vacunaciones,antirrabica en humano,2011-12-01,46,0,46,0,46
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en humano,2011-12-01,1558,0,1558,0,1558
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica en humano,2011-12-01,1,0,1,0,1
SIPE SIPE,otras vacunaciones,antirrabica en humano,2011-12-01,2,0,2,0,2
SORACACHI,otras vacunaciones,antirrabica en humano,2011-12-01,0,21,0,21,21
SUCRE,otras vacunaciones,antirrabica en humano,2011-12-01,61,0,61,0,61
TARATA,otras vacunaciones,antirrabica en humano,2011-12-01,3,2,3,2,5
TIAWANACU,otras vacunaciones,antirrabica en humano,2011-12-01,7,0,7,0,7
TIPUANI,otras vacunaciones,antirrabica en humano,2011-12-01,17,0,17,0,17
TIQUIPAYA,otras vacunaciones,antirrabica en humano,2011-12-01,4,0,4,0,4
TOCO,otras vacunaciones,antirrabica en humano,2011-12-01,3,4,3,4,7
TRIGAL,otras vacunaciones,antirrabica en humano,2011-12-01,16,0,16,0,16
TUPIZA,otras vacunaciones,antirrabica en humano,2011-12-01,19,0,19,0,19
UYUNI,otras vacunaciones,antirrabica en humano,2011-12-01,67,0,67,0,67
VALLEGRANDE,otras vacunaciones,antirrabica en humano,2011-12-01,16,0,16,0,16
VIACHA,otras vacunaciones,antirrabica en humano,2011-12-01,4,0,4,0,4
VILLA MONTES,otras vacunaciones,antirrabica en humano,2011-12-01,4,0,4,0,4
VILLA TUNARI,otras vacunaciones,antirrabica en humano,2011-12-01,3,0,3,0,3
WARNES,otras vacunaciones,antirrabica en humano,2011-12-01,130,0,130,0,130
YACUIBA,otras vacunaciones,antirrabica en humano,2011-12-01,46,0,46,0,46
