municipality,group,variable,month,Anestesias generales y regionales,TOTAL
PUERTO SUAREZ,cirugias y anestesias,anestesias generales y regionales,2008-08-01,70,70
PUERTO VILLARROEL,cirugias y anestesias,anestesias generales y regionales,2008-08-01,95,95
PUNATA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,63,63
QUILLACOLLO,cirugias y anestesias,anestesias generales y regionales,2008-08-01,39,39
REYES,cirugias y anestesias,anestesias generales y regionales,2008-08-01,35,35
RIBERALTA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,170,170
ROBORE,cirugias y anestesias,anestesias generales y regionales,2008-08-01,9,9
RURRENABAQUE,cirugias y anestesias,anestesias generales y regionales,2008-08-01,29,29
SACABA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,62,62
SAMAIPATA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,1,1
SAN BORJA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,25,25
SAN BUENA VENTURA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,13,13
SAN CARLOS,cirugias y anestesias,anestesias generales y regionales,2008-08-01,11,11
SAN IGNACIO,cirugias y anestesias,anestesias generales y regionales,2008-08-01,2,2
SAN IGNACIO DE VELASCO,cirugias y anestesias,anestesias generales y regionales,2008-08-01,69,69
SAN JAVIER(STC),cirugias y anestesias,anestesias generales y regionales,2008-08-01,16,16
SAN JOSE DE CHIQUITOS,cirugias y anestesias,anestesias generales y regionales,2008-08-01,17,17
SAN JUAN DE YAPACANI,cirugias y anestesias,anestesias generales y regionales,2008-08-01,27,27
SAN JULIAN,cirugias y anestesias,anestesias generales y regionales,2008-08-01,9,9
SAN LUCAS,cirugias y anestesias,anestesias generales y regionales,2008-08-01,4,4
SAN MATIAS,cirugias y anestesias,anestesias generales y regionales,2008-08-01,29,29
SAN RAMON,cirugias y anestesias,anestesias generales y regionales,2008-08-01,7,7
SAN RAMON,cirugias y anestesias,anestesias generales y regionales,2008-08-01,4,4
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,21,21
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,3429,3429
SANTA ROSA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,6,6
SIPE SIPE,cirugias y anestesias,anestesias generales y regionales,2008-08-01,15,15
SOPACHUY,cirugias y anestesias,anestesias generales y regionales,2008-08-01,5,5
SUCRE,cirugias y anestesias,anestesias generales y regionales,2008-08-01,1179,1179
TARIJA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,489,489
TARVITA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,11,11
TIQUIPAYA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,7,7
TIRAQUE (CBBA),cirugias y anestesias,anestesias generales y regionales,2008-08-01,7,7
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2008-08-01,368,368
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,30,30
UNCIA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,35,35
UYUNI,cirugias y anestesias,anestesias generales y regionales,2008-08-01,9,9
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2008-08-01,25,25
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2008-08-01,70,70
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2008-08-01,37,37
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,anestesias generales y regionales,2008-08-01,2,2
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2008-08-01,90,90
VINTO,cirugias y anestesias,anestesias generales y regionales,2008-08-01,2,2
WARNES,cirugias y anestesias,anestesias generales y regionales,2008-08-01,26,26
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,117,117
YAMPARAEZ,cirugias y anestesias,anestesias generales y regionales,2008-08-01,3,3
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2008-08-01,4,4
YOTALA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,9,9
ZUDAÑEZ,cirugias y anestesias,anestesias generales y regionales,2008-08-01,4,4
AIQUILE,cirugias y anestesias,anestesias generales y regionales,2008-09-01,21,21
ANCORAIMES,cirugias y anestesias,anestesias generales y regionales,2008-09-01,1,1
ANTEQUERA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,1,1
APOLO,cirugias y anestesias,anestesias generales y regionales,2008-09-01,3,3
ARANI,cirugias y anestesias,anestesias generales y regionales,2008-09-01,8,8
ASCENCION DE GUARAYOS,cirugias y anestesias,anestesias generales y regionales,2008-09-01,69,69
ATOCHA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,anestesias generales y regionales,2008-09-01,8,8
AZURDUY,cirugias y anestesias,anestesias generales y regionales,2008-09-01,1,1
BAURES,cirugias y anestesias,anestesias generales y regionales,2008-09-01,2,2
BERMEJO,cirugias y anestesias,anestesias generales y regionales,2008-09-01,56,56
BETANZOS,cirugias y anestesias,anestesias generales y regionales,2008-09-01,15,15
CAMARGO,cirugias y anestesias,anestesias generales y regionales,2008-09-01,42,42
CAMIRI,cirugias y anestesias,anestesias generales y regionales,2008-09-01,39,39
CARACOLLO,cirugias y anestesias,anestesias generales y regionales,2008-09-01,4,4
CARANAVI,cirugias y anestesias,anestesias generales y regionales,2008-09-01,19,19
CHALLAPATA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,21,21
CHARAGUA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,12,12
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,anestesias generales y regionales,2008-09-01,7,7
COBIJA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,88,88
COCHABAMBA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,2976,2976
COLCAPIRHUA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,74,74
COMARAPA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,10,10
CONCEPCION,cirugias y anestesias,anestesias generales y regionales,2008-09-01,16,16
COROICO,cirugias y anestesias,anestesias generales y regionales,2008-09-01,12,12
COTAGAITA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,6,6
COTOCA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,15,15
CULPINA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,5,5
DESAGUADERO,cirugias y anestesias,anestesias generales y regionales,2008-09-01,10,10
EL ALTO,cirugias y anestesias,anestesias generales y regionales,2008-09-01,714,714
EL TORNO,cirugias y anestesias,anestesias generales y regionales,2008-09-01,15,15
ENTRE RIOS,cirugias y anestesias,anestesias generales y regionales,2008-09-01,1,1
GUAYARAMERIN,cirugias y anestesias,anestesias generales y regionales,2008-09-01,66,66
HUACARETA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,6,6
HUANUNI,cirugias y anestesias,anestesias generales y regionales,2008-09-01,1,1
LA PAZ,cirugias y anestesias,anestesias generales y regionales,2008-09-01,3111,3111
LLALLAGUA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,76,76
MAGDALENA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,4,4
MAIRANA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,5,5
MONTEAGUDO,cirugias y anestesias,anestesias generales y regionales,2008-09-01,46,46
MONTERO,cirugias y anestesias,anestesias generales y regionales,2008-09-01,137,137
ORURO,cirugias y anestesias,anestesias generales y regionales,2008-09-01,547,547
PADILLA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,19,19
PAILON,cirugias y anestesias,anestesias generales y regionales,2008-09-01,6,6
PATACAMAYA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,7,7
PORTACHUELO,cirugias y anestesias,anestesias generales y regionales,2008-09-01,47,47
PORVENIR,cirugias y anestesias,anestesias generales y regionales,2008-09-01,21,21
POTOSI,cirugias y anestesias,anestesias generales y regionales,2008-09-01,794,794
PUERTO ACOSTA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,4,4
PUERTO QUIJARRO,cirugias y anestesias,anestesias generales y regionales,2008-09-01,1,1
PUERTO SUAREZ,cirugias y anestesias,anestesias generales y regionales,2008-09-01,42,42
PUERTO VILLARROEL,cirugias y anestesias,anestesias generales y regionales,2008-09-01,114,114
PUNATA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,20,20
QUILLACOLLO,cirugias y anestesias,anestesias generales y regionales,2008-09-01,39,39
REYES,cirugias y anestesias,anestesias generales y regionales,2008-09-01,9,9
RIBERALTA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,152,152
ROBORE,cirugias y anestesias,anestesias generales y regionales,2008-09-01,16,16
RURRENABAQUE,cirugias y anestesias,anestesias generales y regionales,2008-09-01,10,10
SACABA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,98,98
SAMAIPATA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,1,1
SAN ANDRES,cirugias y anestesias,anestesias generales y regionales,2008-09-01,1,1
SAN ANTONIO DE LOMERIO,cirugias y anestesias,anestesias generales y regionales,2008-09-01,1,1
SAN BORJA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,27,27
SAN BUENA VENTURA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,8,8
SAN CARLOS,cirugias y anestesias,anestesias generales y regionales,2008-09-01,6,6
SAN IGNACIO,cirugias y anestesias,anestesias generales y regionales,2008-09-01,7,7
SAN IGNACIO DE VELASCO,cirugias y anestesias,anestesias generales y regionales,2008-09-01,53,53
SAN JAVIER(STC),cirugias y anestesias,anestesias generales y regionales,2008-09-01,7,7
SAN JOAQUIN,cirugias y anestesias,anestesias generales y regionales,2008-09-01,7,7
SAN JOSE DE CHIQUITOS,cirugias y anestesias,anestesias generales y regionales,2008-09-01,28,28
SAN JUAN DE YAPACANI,cirugias y anestesias,anestesias generales y regionales,2008-09-01,31,31
SAN JULIAN,cirugias y anestesias,anestesias generales y regionales,2008-09-01,30,30
SAN LUCAS,cirugias y anestesias,anestesias generales y regionales,2008-09-01,22,22
SAN MATIAS,cirugias y anestesias,anestesias generales y regionales,2008-09-01,26,26
SAN RAMON,cirugias y anestesias,anestesias generales y regionales,2008-09-01,7,7
SAN RAMON,cirugias y anestesias,anestesias generales y regionales,2008-09-01,11,11
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,27,27
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,3512,3512
SANTA ROSA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,1,1
SIPE SIPE,cirugias y anestesias,anestesias generales y regionales,2008-09-01,17,17
SOPACHUY,cirugias y anestesias,anestesias generales y regionales,2008-09-01,6,6
SUCRE,cirugias y anestesias,anestesias generales y regionales,2008-09-01,1169,1169
TARABUCO,cirugias y anestesias,anestesias generales y regionales,2008-09-01,3,3
TARIJA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,383,383
TIQUIPAYA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,14,14
TIRAQUE (CBBA),cirugias y anestesias,anestesias generales y regionales,2008-09-01,3,3
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2008-09-01,297,297
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,61,61
UNCIA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,47,47
UYUNI,cirugias y anestesias,anestesias generales y regionales,2008-09-01,11,11
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2008-09-01,32,32
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2008-09-01,41,41
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2008-09-01,17,17
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,anestesias generales y regionales,2008-09-01,2,2
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2008-09-01,116,116
VINTO,cirugias y anestesias,anestesias generales y regionales,2008-09-01,5,5
WARNES,cirugias y anestesias,anestesias generales y regionales,2008-09-01,20,20
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,115,115
YAMPARAEZ,cirugias y anestesias,anestesias generales y regionales,2008-09-01,5,5
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2008-09-01,10,10
YOTALA,cirugias y anestesias,anestesias generales y regionales,2008-09-01,9,9
ZUDAÑEZ,cirugias y anestesias,anestesias generales y regionales,2008-09-01,4,4
ACHACACHI,cirugias y anestesias,anestesias generales y regionales,2008-10-01,4,4
AIQUILE,cirugias y anestesias,anestesias generales y regionales,2008-10-01,13,13
ANTEQUERA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,2,2
APOLO,cirugias y anestesias,anestesias generales y regionales,2008-10-01,10,10
ASCENCION DE GUARAYOS,cirugias y anestesias,anestesias generales y regionales,2008-10-01,44,44
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,anestesias generales y regionales,2008-10-01,7,7
BAURES,cirugias y anestesias,anestesias generales y regionales,2008-10-01,5,5
BERMEJO,cirugias y anestesias,anestesias generales y regionales,2008-10-01,6,6
BETANZOS,cirugias y anestesias,anestesias generales y regionales,2008-10-01,3,3
CAMARGO,cirugias y anestesias,anestesias generales y regionales,2008-10-01,24,24
CAMIRI,cirugias y anestesias,anestesias generales y regionales,2008-10-01,68,68
CARACOLLO,cirugias y anestesias,anestesias generales y regionales,2008-10-01,1,1
CARANAVI,cirugias y anestesias,anestesias generales y regionales,2008-10-01,35,35
CHALLAPATA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,12,12
CHARAGUA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,16,16
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,anestesias generales y regionales,2008-10-01,4,4
COBIJA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,82,82
COCHABAMBA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,3006,3006
COLCAPIRHUA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,39,39
COMARAPA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,17,17
CONCEPCION,cirugias y anestesias,anestesias generales y regionales,2008-10-01,24,24
COROICO,cirugias y anestesias,anestesias generales y regionales,2008-10-01,14,14
COTAGAITA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,3,3
COTOCA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,14,14
CULPINA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,25,25
DESAGUADERO,cirugias y anestesias,anestesias generales y regionales,2008-10-01,10,10
EL ALTO,cirugias y anestesias,anestesias generales y regionales,2008-10-01,751,751
EL TORNO,cirugias y anestesias,anestesias generales y regionales,2008-10-01,17,17
GUAYARAMERIN,cirugias y anestesias,anestesias generales y regionales,2008-10-01,67,67
HUACARETA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,6,6
LA PAZ,cirugias y anestesias,anestesias generales y regionales,2008-10-01,3242,3242
LLALLAGUA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,48,48
MAGDALENA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,2,2
MAIRANA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,10,10
MONTEAGUDO,cirugias y anestesias,anestesias generales y regionales,2008-10-01,50,50
MONTERO,cirugias y anestesias,anestesias generales y regionales,2008-10-01,134,134
OCURI,cirugias y anestesias,anestesias generales y regionales,2008-10-01,5,5
ORURO,cirugias y anestesias,anestesias generales y regionales,2008-10-01,632,632
PADILLA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,20,20
PATACAMAYA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,6,6
PORTACHUELO,cirugias y anestesias,anestesias generales y regionales,2008-10-01,53,53
PORVENIR,cirugias y anestesias,anestesias generales y regionales,2008-10-01,7,7
POTOSI,cirugias y anestesias,anestesias generales y regionales,2008-10-01,471,471
PUERTO ACOSTA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,10,10
PUERTO QUIJARRO,cirugias y anestesias,anestesias generales y regionales,2008-10-01,2,2
PUERTO SUAREZ,cirugias y anestesias,anestesias generales y regionales,2008-10-01,64,64
PUERTO VILLARROEL,cirugias y anestesias,anestesias generales y regionales,2008-10-01,78,78
PUNATA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,87,87
QUILLACOLLO,cirugias y anestesias,anestesias generales y regionales,2008-10-01,37,37
REYES,cirugias y anestesias,anestesias generales y regionales,2008-10-01,11,11
RIBERALTA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,261,261
ROBORE,cirugias y anestesias,anestesias generales y regionales,2008-10-01,8,8
RURRENABAQUE,cirugias y anestesias,anestesias generales y regionales,2008-10-01,9,9
SACABA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,77,77
SAN ANDRES,cirugias y anestesias,anestesias generales y regionales,2008-10-01,3,3
SAN ANTONIO DE LOMERIO,cirugias y anestesias,anestesias generales y regionales,2008-10-01,2,2
SAN BORJA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,17,17
SAN BUENA VENTURA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,20,20
SAN CARLOS,cirugias y anestesias,anestesias generales y regionales,2008-10-01,19,19
SAN IGNACIO,cirugias y anestesias,anestesias generales y regionales,2008-10-01,60,60
SAN IGNACIO DE VELASCO,cirugias y anestesias,anestesias generales y regionales,2008-10-01,76,76
SAN JAVIER(STC),cirugias y anestesias,anestesias generales y regionales,2008-10-01,11,11
SAN JOAQUIN,cirugias y anestesias,anestesias generales y regionales,2008-10-01,26,26
SAN JOSE DE CHIQUITOS,cirugias y anestesias,anestesias generales y regionales,2008-10-01,35,35
SAN JUAN DE YAPACANI,cirugias y anestesias,anestesias generales y regionales,2008-10-01,38,38
SAN JULIAN,cirugias y anestesias,anestesias generales y regionales,2008-10-01,27,27
SAN MATIAS,cirugias y anestesias,anestesias generales y regionales,2008-10-01,22,22
SAN RAMON,cirugias y anestesias,anestesias generales y regionales,2008-10-01,2,2
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,24,24
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,3951,3951
SANTA ROSA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,7,7
SIPE SIPE,cirugias y anestesias,anestesias generales y regionales,2008-10-01,16,16
SORATA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,3,3
SUCRE,cirugias y anestesias,anestesias generales y regionales,2008-10-01,1254,1254
TARABUCO,cirugias y anestesias,anestesias generales y regionales,2008-10-01,5,5
TARIJA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,360,360
TIQUIPAYA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,31,31
TIRAQUE (CBBA),cirugias y anestesias,anestesias generales y regionales,2008-10-01,1,1
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2008-10-01,379,379
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,58,58
UYUNI,cirugias y anestesias,anestesias generales y regionales,2008-10-01,12,12
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2008-10-01,59,59
VIACHA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,6,6
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2008-10-01,69,69
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2008-10-01,43,43
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,anestesias generales y regionales,2008-10-01,1,1
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2008-10-01,71,71
VINTO,cirugias y anestesias,anestesias generales y regionales,2008-10-01,28,28
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,119,119
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2008-10-01,10,10
YOTALA,cirugias y anestesias,anestesias generales y regionales,2008-10-01,11,11
ZUDAÑEZ,cirugias y anestesias,anestesias generales y regionales,2008-10-01,14,14
ACHACACHI,cirugias y anestesias,anestesias generales y regionales,2008-11-01,2,2
AIQUILE,cirugias y anestesias,anestesias generales y regionales,2008-11-01,10,10
APOLO,cirugias y anestesias,anestesias generales y regionales,2008-11-01,1,1
ASCENCION DE GUARAYOS,cirugias y anestesias,anestesias generales y regionales,2008-11-01,33,33
ATOCHA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,14,14
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,anestesias generales y regionales,2008-11-01,9,9
BAURES,cirugias y anestesias,anestesias generales y regionales,2008-11-01,5,5
BERMEJO,cirugias y anestesias,anestesias generales y regionales,2008-11-01,65,65
BETANZOS,cirugias y anestesias,anestesias generales y regionales,2008-11-01,6,6
CAMARGO,cirugias y anestesias,anestesias generales y regionales,2008-11-01,17,17
CAMIRI,cirugias y anestesias,anestesias generales y regionales,2008-11-01,54,54
CARACOLLO,cirugias y anestesias,anestesias generales y regionales,2008-11-01,7,7
CARANAVI,cirugias y anestesias,anestesias generales y regionales,2008-11-01,56,56
CHALLAPATA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,7,7
CHARAGUA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,15,15
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,anestesias generales y regionales,2008-11-01,3,3
COBIJA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,129,129
COCHABAMBA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,2796,2796
COLCAPIRHUA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,43,43
COMARAPA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,10,10
COROICO,cirugias y anestesias,anestesias generales y regionales,2008-11-01,24,24
COTAGAITA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,5,5
COTOCA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,11,11
CULPINA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,30,30
EL ALTO,cirugias y anestesias,anestesias generales y regionales,2008-11-01,743,743
EL TORNO,cirugias y anestesias,anestesias generales y regionales,2008-11-01,9,9
GUAYARAMERIN,cirugias y anestesias,anestesias generales y regionales,2008-11-01,45,45
LA PAZ,cirugias y anestesias,anestesias generales y regionales,2008-11-01,2870,2870
LLALLAGUA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,48,48
MACHARETI,cirugias y anestesias,anestesias generales y regionales,2008-11-01,2,2
MAGDALENA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,6,6
MAIRANA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,1,1
MONTEAGUDO,cirugias y anestesias,anestesias generales y regionales,2008-11-01,36,36
MONTERO,cirugias y anestesias,anestesias generales y regionales,2008-11-01,126,126
OCURI,cirugias y anestesias,anestesias generales y regionales,2008-11-01,3,3
ORURO,cirugias y anestesias,anestesias generales y regionales,2008-11-01,539,539
PADILLA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,15,15
PATACAMAYA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,3,3
PORTACHUELO,cirugias y anestesias,anestesias generales y regionales,2008-11-01,45,45
PORVENIR,cirugias y anestesias,anestesias generales y regionales,2008-11-01,16,16
POTOSI,cirugias y anestesias,anestesias generales y regionales,2008-11-01,681,681
PUERTO ACOSTA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,2,2
PUERTO QUIJARRO,cirugias y anestesias,anestesias generales y regionales,2008-11-01,2,2
PUERTO SUAREZ,cirugias y anestesias,anestesias generales y regionales,2008-11-01,63,63
PUERTO VILLARROEL,cirugias y anestesias,anestesias generales y regionales,2008-11-01,129,129
PUNATA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,78,78
QUILLACOLLO,cirugias y anestesias,anestesias generales y regionales,2008-11-01,47,47
REYES,cirugias y anestesias,anestesias generales y regionales,2008-11-01,13,13
RIBERALTA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,154,154
ROBORE,cirugias y anestesias,anestesias generales y regionales,2008-11-01,3,3
RURRENABAQUE,cirugias y anestesias,anestesias generales y regionales,2008-11-01,6,6
SACABA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,60,60
SAN ANTONIO DE LOMERIO,cirugias y anestesias,anestesias generales y regionales,2008-11-01,1,1
SAN BORJA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,17,17
SAN BUENA VENTURA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,6,6
SAN CARLOS,cirugias y anestesias,anestesias generales y regionales,2008-11-01,28,28
SAN IGNACIO,cirugias y anestesias,anestesias generales y regionales,2008-11-01,8,8
SAN IGNACIO DE VELASCO,cirugias y anestesias,anestesias generales y regionales,2008-11-01,62,62
SAN JAVIER(STC),cirugias y anestesias,anestesias generales y regionales,2008-11-01,5,5
SAN JOAQUIN,cirugias y anestesias,anestesias generales y regionales,2008-11-01,3,3
SAN JOSE DE CHIQUITOS,cirugias y anestesias,anestesias generales y regionales,2008-11-01,23,23
SAN JUAN DE YAPACANI,cirugias y anestesias,anestesias generales y regionales,2008-11-01,37,37
SAN JULIAN,cirugias y anestesias,anestesias generales y regionales,2008-11-01,17,17
SAN LUCAS,cirugias y anestesias,anestesias generales y regionales,2008-11-01,2,2
SAN MATIAS,cirugias y anestesias,anestesias generales y regionales,2008-11-01,17,17
SAN RAMON,cirugias y anestesias,anestesias generales y regionales,2008-11-01,9,9
SAN RAMON,cirugias y anestesias,anestesias generales y regionales,2008-11-01,2,2
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,20,20
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,3796,3796
SANTA ROSA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,3,3
SANTA ROSA DEL SARA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,1,1
SIPE SIPE,cirugias y anestesias,anestesias generales y regionales,2008-11-01,10,10
SOPACHUY,cirugias y anestesias,anestesias generales y regionales,2008-11-01,5,5
SUCRE,cirugias y anestesias,anestesias generales y regionales,2008-11-01,1009,1009
TAPACARI,cirugias y anestesias,anestesias generales y regionales,2008-11-01,4,4
TARABUCO,cirugias y anestesias,anestesias generales y regionales,2008-11-01,6,6
TARIJA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,487,487
TIQUIPAYA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,26,26
TIRAQUE (CBBA),cirugias y anestesias,anestesias generales y regionales,2008-11-01,4,4
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2008-11-01,313,313
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,39,39
UYUNI,cirugias y anestesias,anestesias generales y regionales,2008-11-01,6,6
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2008-11-01,31,31
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2008-11-01,55,55
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2008-11-01,46,46
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,anestesias generales y regionales,2008-11-01,2,2
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2008-11-01,67,67
VINTO,cirugias y anestesias,anestesias generales y regionales,2008-11-01,17,17
WARNES,cirugias y anestesias,anestesias generales y regionales,2008-11-01,19,19
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,104,104
YAMPARAEZ,cirugias y anestesias,anestesias generales y regionales,2008-11-01,3,3
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2008-11-01,9,9
YOTALA,cirugias y anestesias,anestesias generales y regionales,2008-11-01,11,11
ZUDAÑEZ,cirugias y anestesias,anestesias generales y regionales,2008-11-01,1,1
ACHACACHI,cirugias y anestesias,anestesias generales y regionales,2008-12-01,8,8
AIQUILE,cirugias y anestesias,anestesias generales y regionales,2008-12-01,12,12
