municipality,group,variable,month,Cirugías medianas y mayores,TOTAL
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,1,1
BAURES,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,2,2
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,25,25
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,42,42
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,39,39
CARACOLLO,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,4,4
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,18,18
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,19,19
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,12,12
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2008-09-01,7,7
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,88,88
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,2593,2593
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,74,74
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,7,7
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,16,16
COROICO,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,8,8
COTAGAITA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,4,4
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,15,15
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,2,2
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,714,714
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,15,15
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,49,49
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,1,1
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,2866,2866
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,76,76
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,4,4
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,5,5
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,25,25
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,137,137
ORURO,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,533,533
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,19,19
PAILON,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,6,6
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,7,7
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,47,47
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,235,235
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,4,4
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,1,1
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,13,13
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,44,44
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,20,20
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,39,39
REYES,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,9,9
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,152,152
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,16,16
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,10,10
SACABA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,68,68
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,1,1
SAN ANDRES,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,1,1
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,27,27
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,8,8
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,6,6
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,7,7
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,36,36
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2008-09-01,7,7
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,7,7
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,19,19
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,31,31
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,13,13
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,2,2
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,11,11
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,7,7
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,2,2
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,23,23
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,2876,2876
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,1,1
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,17,17
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,6,6
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,876,876
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,293,293
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,14,14
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2008-09-01,3,3
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,297,297
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,61,61
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,45,45
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,11,11
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,32,32
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,41,41
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,17,17
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,31,31
VINTO,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,5,5
WARNES,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,20,20
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,110,110
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,10,10
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,1,1
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,4,4
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,4,4
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,13,13
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,17,17
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2008-10-01,1,1
BAURES,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,3,3
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,6,6
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,24,24
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,68,68
CARACOLLO,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,1,1
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,30,30
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,12,12
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,16,16
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2008-10-01,4,4
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,82,82
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,2713,2713
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,39,39
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,11,11
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,24,24
COROICO,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,14,14
COTAGAITA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,3,3
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,14,14
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,6,6
DESAGUADERO,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,4,4
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,722,722
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,17,17
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,46,46
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,3084,3084
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,48,48
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,2,2
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,10,10
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,19,19
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,134,134
OCURI,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,5,5
ORURO,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,606,606
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,20,20
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,6,6
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,53,53
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,117,117
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,10,10
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,2,2
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,16,16
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,28,28
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,20,20
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,37,37
REYES,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,10,10
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,261,261
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,8,8
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,9,9
SACABA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,52,52
SAN ANDRES,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,3,3
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,17,17
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,12,12
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,19,19
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,60,60
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,43,43
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2008-10-01,11,11
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,26,26
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,35,35
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,38,38
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,16,16
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,6,6
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,2,2
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,24,24
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,3774,3774
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,7,7
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,16,16
SORATA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,3,3
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,954,954
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,307,307
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,31,31
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2008-10-01,1,1
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,379,379
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,58,58
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,12,12
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,59,59
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,6,6
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,68,68
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,43,43
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,24,24
VINTO,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,28,28
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,113,113
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2008-10-01,10,10
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,2,2
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,10,10
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,24,24
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,14,14
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2008-11-01,1,1
BAURES,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,5,5
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,33,33
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,1,1
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,17,17
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,54,54
CARACOLLO,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,7,7
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,32,32
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,7,7
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,15,15
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2008-11-01,3,3
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,129,129
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,2491,2491
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,43,43
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,7,7
COROICO,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,18,18
COTAGAITA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,5,5
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,11,11
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,9,9
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,716,716
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,9,9
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,45,45
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,2651,2651
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,48,48
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,6,6
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,1,1
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,16,16
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,126,126
OCURI,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,3,3
ORURO,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,528,528
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,15,15
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,3,3
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,45,45
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,224,224
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,2,2
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,2,2
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,13,13
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,22,22
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,24,24
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,47,47
REYES,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,7,7
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,154,154
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,3,3
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,6,6
SACABA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,41,41
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,17,17
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,6,6
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,28,28
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,8,8
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,47,47
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2008-11-01,5,5
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,3,3
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,16,16
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,37,37
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,6,6
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,2,2
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,6,6
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,9,9
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,2,2
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,15,15
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,3661,3661
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,3,3
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,10,10
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,4,4
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,707,707
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,1,1
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,384,384
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,26,26
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,313,313
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,39,39
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,6,6
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,31,31
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,55,55
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,46,46
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,23,23
VINTO,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,17,17
WARNES,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,19,19
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,104,104
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,9,9
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,1,1
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2008-11-01,1,1
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,8,8
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,12,12
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,10,10
BAURES,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,1,1
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,38,38
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,25,25
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,47,47
CARACOLLO,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,8,8
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,17,17
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,3,3
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,11,11
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2008-12-01,2,2
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,89,89
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,2912,2912
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,58,58
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,6,6
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,20,20
COROICO,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,17,17
COTAGAITA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,1,1
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,8,8
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,10,10
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,627,627
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,19,19
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,53,53
JESUS DE MACHACA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,3,3
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,2702,2702
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,55,55
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,5,5
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,12,12
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,10,10
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,101,101
OCURI,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,3,3
ORURO,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,638,638
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,6,6
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,45,45
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,77,77
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,9,9
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,27,27
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,16,16
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,5,5
REYES,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,9,9
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,251,251
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,7,7
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,6,6
SACABA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,53,53
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,2,2
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,21,21
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,8,8
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,13,13
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,8,8
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,47,47
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2008-12-01,10,10
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,23,23
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,32,32
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,5,5
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,5,5
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,7,7
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,1,1
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,16,16
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,3232,3232
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,3,3
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,1,1
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,2,2
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,769,769
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,4,4
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,390,390
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,316,316
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,33,33
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,5,5
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,33,33
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,6,6
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,58,58
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,54,54
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,26,26
VINTO,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,35,35
WARNES,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,19,19
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,125,125
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2008-12-01,3,3
