,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,TOTALES
VILLA CHARCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,20,7,27
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,67,2,69
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,2,0,2
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,7,1,8
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,11,4,15
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,119,0,119
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,16,2,18
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,62,4,66
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,32,5,37
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,7,1,8
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,1,1,2
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,177,1,178
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,6,2,8
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,103,1,104
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,8,0,8
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,4,0,4
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,64,0,64
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,6,3,9
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,5,1,6
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,1,5,6
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,8,1,9
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,7,3,10
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,36,1,37
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,9,2,11
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,39,1,40
ALALAY,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,2,0,2
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,6,0,6
ALTO BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,11,1,12
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,9,0,9
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,1,0,1
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,4,0,4
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,7,3,10
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,10,3,13
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,5,1,6
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,39,0,39
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,11,5,16
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,17,0,17
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,38,0,38
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,40,0,40
AYATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,11,3,14
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,9,0,9
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,21,3,24
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,13,4,17
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,19,0,19
BAURES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,5,0,5
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,1,0,1
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,2,0,2
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,59,0,59
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,27,5,32
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,3,1,4
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,2,3,5
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,2,0,2
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,18,0,18
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,20,0,20
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,7,1,8
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,10,3,13
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,7,4,11
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,1,4,5
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,7,0,7
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,27,3,30
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,7,0,7
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,61,1,62
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,27,0,27
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,9,1,10
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,18,0,18
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,91,1,92
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,17,0,17
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,7,8,15
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,7,0,7
CATACORA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,1,0,1
CHACARILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,1,1,2
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,39,8,47
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,8,2,10
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,42,0,42
CHARAÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,3,2,5
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,10,7,17
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,35,0,35
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,6,0,6
CHOQUE COTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,15,0,15
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,5,0,5
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,6,2,8
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,20,2,22
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,24,0,24
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,108,0,108
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,15,15,30
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,1254,0,1254
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,66,1,67
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,4,1,5
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,26,0,26
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,6,0,6
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,22,6,28
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,19,0,19
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,22,19,41
COMANCHE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,2,0,2
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,41,0,41
COMBAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,0,2,2
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,26,0,26
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,14,0,14
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,26,0,26
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,11,8,19
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,21,1,22
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,7,2,9
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,26,0,26
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,63,0,63
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,34,1,35
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,1,1,2
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,1,0,1
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,22,14,36
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,8,0,8
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,2,1,3
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,4,1,5
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,1173,21,1194
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,1,1,2
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,12,0,12
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,9,5,14
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,81,1,82
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,7,0,7
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,24,1,25
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,38,0,38
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,12,0,12
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,2,0,2
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,1,2,3
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,5,0,5
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,22,0,22
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,10,0,10
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,27,0,27
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,10,2,12
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,17,1,18
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,6,1,7
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,92,0,92
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,17,5,22
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,8,4,12
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,0,3,3
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,38,0,38
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,5,0,5
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,6,0,6
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,1,0,1
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,8,0,8
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,7,10,17
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,11,12,23
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,4,1,5
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,10,0,10
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,8,0,8
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,18,0,18
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,68,0,68
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,81,0,81
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,1019,0,1019
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,6,1,7
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,12,0,12
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,1,0,1
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,0,1,1
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,62,3,65
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,3,0,3
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,3,0,3
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,7,0,7
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,4,0,4
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,15,2,17
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,19,2,21
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,18,0,18
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,16,1,17
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,9,1,10
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,40,2,42
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,31,3,34
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,10,0,10
MOJINETE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,2,0,2
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,8,1,9
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,65,2,67
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,168,0,168
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,3,0,3
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,18,6,24
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,3,0,3
NAZACARA DE PACAJES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,3,1,4
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,2,0,2
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,11,16,27
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,19,0,19
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,8,0,8
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,425,0,425
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,19,2,21
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,19,2,21
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,17,0,17
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,17,3,20
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,56,2,58
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,2,0,2
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,10,0,10
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,2,3,5
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,4,0,4
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,52,2,54
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,6,0,6
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,5,0,5
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,15,6,21
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,9,0,9
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,12,0,12
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,9,0,9
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,20,1,21
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,28,8,36
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,14,2,16
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,55,1,56
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,8,2,10
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,1,0,1
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,318,0,318
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,3,8,11
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,31,16,47
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,5,4,9
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,10,10,20
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,7,1,8
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,1,0,1
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,13,0,13
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,14,3,17
PUERTO SILES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,1,0,1
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,32,0,32
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,73,0,73
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,22,0,22
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,35,0,35
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,3,0,3
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,139,0,139
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,10,2,12
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,1,0,1
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,9,3,12
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,19,10,29
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,229,10,239
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,13,0,13
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,40,8,48
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,4,1,5
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,209,1,210
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,3,0,3
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,15,8,23
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,6,0,6
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,9,0,9
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,12,0,12
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,2,0,2
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,16,1,17
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,5,3,8
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,3,0,3
SAN BENITO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,10,1,11
SAN BORJA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,59,0,59
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,22,0,22
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,40,0,40
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,29,1,30
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,67,6,73
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,8,0,8
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,23,0,23
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,7,0,7
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,11,0,11
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,22,0,22
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,43,0,43
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,5,6,11
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,18,0,18
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,54,26,80
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,24,0,24
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,11,3,14
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,1,0,1
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,31,0,31
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,22,2,24
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,1,2,3
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,2,1,3
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,11,0,11
SAN RAMON BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,7,0,7
SAN RAMON SCZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,35,0,35
SANTA ANA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,32,12,44
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,1545,0,1545
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,20,0,20
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,34,0,34
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,0,4,4
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,7,1,8
SANTIAGO DE HUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,1,0,1
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,3,0,3
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,7,0,7
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,7,2,9
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,4,0,4
SENA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,12,0,12
SHINAOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,28,0,28
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,22,0,22
SICAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,2,0,2
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,84,0,84
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,16,0,16
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,11,1,12
SORATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,23,10,33
SUCRE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,905,4,909
TACACOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,4,1,5
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,10,5,15
TACOPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,12,0,12
TAHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,2,0,2
TAPACARI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,25,13,38
TARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,23,7,30
TARACO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,3,0,3
TARATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,2,0,2
TARIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,331,0,331
TARVITA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,29,8,37
TEOPONTE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,6,0,6
TIAWANACU,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,14,3,17
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-07-01,24,5,29
