,group,variable,month,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,6,0,6
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,10,3,13
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,10,3,13
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,2,1,3
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,7,0,7
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,48,5,53
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,9,1,10
CAMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,89,0,89
CAPINOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,39,0,39
CARACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,36,3,39
CARANAVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,116,7,123
CARAPARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,19,0,19
CARIPUYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,2,3,5
CARMEN RIVERO TORREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,8,0,8
CATACORA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,0,1,1
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,47,1,48
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,3,0,3
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,39,3,42
CHARAÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1,0,1
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,6,5,11
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,46,3,49
CHIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,5,0,5
CHOQUE COTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,30,0,30
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,3,0,3
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,13,2,15
CKOCHAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,13,2,15
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,25,0,25
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,101,0,101
COCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,9,13,22
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1793,5,1798
COIPASA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,2,0,2
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,123,0,123
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,12,1,13
COLLANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1,0,1
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,23,0,23
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,4,0,4
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,36,15,51
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,3,0,3
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,13,7,20
COMANCHE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1,0,1
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,30,0,30
COMBAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,0,3,3
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,35,5,40
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,11,2,13
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,25,0,25
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,5,1,6
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,28,0,28
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,11,1,12
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,43,0,43
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,102,0,102
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,43,0,43
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,2,0,2
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,6,0,6
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,26,2,28
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,6,0,6
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1,3,4
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,6,0,6
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1564,17,1581
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,2,2,4
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,27,0,27
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,12,0,12
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,117,0,117
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1,0,1
ENTRE RIOS TRJ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,32,4,36
ENTRE RIOS CBBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,64,0,64
ESCOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,8,0,8
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,4,0,4
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,2,1,3
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,3,2,5
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,30,0,30
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,9,2,11
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,31,0,31
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,12,5,17
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,30,0,30
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,4,0,4
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,94,0,94
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,29,3,32
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,11,3,14
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1,1,2
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,59,0,59
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,13,0,13
HUARINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,2,1,3
HUMANATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,3,1,4
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,2,1,3
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,6,4,10
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,12,9,21
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,5,2,7
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,7,2,9
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,7,1,8
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,11,0,11
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,18,2,20
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,80,0,80
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,143,0,143
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1495,0,1495
LA RIVERA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1,0,1
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,6,1,7
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,12,0,12
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,6,1,7
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1,3,4
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,85,3,88
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,8,0,8
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,7,0,7
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,4,0,4
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,5,1,6
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,15,2,17
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,20,0,20
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,23,0,23
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1,0,1
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,30,1,31
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,10,2,12
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,41,0,41
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,38,2,40
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,19,2,21
MOJINETE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1,0,1
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,5,0,5
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,64,6,70
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,215,0,215
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,2,0,2
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,17,6,23
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,5,0,5
NAZACARA DE PACAJES,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1,1,2
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,19,16,35
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,32,3,35
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,4,1,5
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,867,0,867
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,20,0,20
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,32,0,32
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,91,14,105
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,18,1,19
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,51,0,51
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,2,0,2
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,16,0,16
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1,0,1
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1,0,1
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,32,2,34
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,7,0,7
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,6,1,7
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,25,10,35
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,14,0,14
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,20,0,20
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,9,1,10
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,20,0,20
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,22,2,24
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,13,2,15
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,49,2,51
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,13,0,13
POSTRER VALLE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1,0,1
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,446,0,446
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,4,1,5
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1,1,2
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,23,4,27
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,3,0,3
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,7,4,11
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,9,2,11
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1,0,1
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,10,0,10
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,17,3,20
PUERTO SILES,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,5,0,5
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,43,0,43
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,155,0,155
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,29,3,32
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,44,0,44
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1,0,1
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,240,0,240
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,13,2,15
QUIRUSILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,2,0,2
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,12,0,12
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,6,1,7
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,225,8,233
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,14,0,14
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,22,4,26
SABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,3,0,3
SACABA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,294,0,294
SACABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,5,1,6
SACACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,34,2,36
SAIPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,11,1,12
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,12,4,16
SAMAIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,16,0,16
SAN AGUSTIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,2,0,2
SAN ANDRES,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,18,1,19
SAN ANDRES DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,5,4,9
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,9,2,11
SAN BENITO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,18,0,18
SAN BORJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,76,3,79
SAN BUENA VENTURA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,33,0,33
SAN CARLOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,100,0,100
SAN IGNACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,38,2,40
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,93,13,106
SAN JAVIER(BNI),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,9,0,9
SAN JAVIER(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,32,0,32
SAN JOAQUIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,5,0,5
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,16,1,17
SAN JUAN DE YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,16,0,16
SAN JULIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,76,5,81
SAN LORENZO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,4,3,7
SAN LORENZO(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,24,2,26
SAN LUCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,42,25,67
SAN MATIAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,18,0,18
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,18,1,19
SAN PABLO DE LIPEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,2,0,2
SAN PEDRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,39,0,39
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,29,3,32
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,6,0,6
SAN PEDRO DE QUEMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,3,0,3
SAN PEDRO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1,0,1
SAN RAFAEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,10,0,10
SAN RAMON BENI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,12,0,12
SAN RAMON SCZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,20,0,20
SANTA ANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,31,0,31
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,3050,7,3057
SANTA ROSA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,17,0,17
SANTA ROSA DEL SARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,26,1,27
SANTIAGO DE CALLAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,3,1,4
SANTIAGO DE HUARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,11,0,11
SANTIAGO DE HUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,4,1,5
SANTIAGO DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1,0,1
SANTIVAÑES,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,10,0,10
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,6,0,6
SAPAHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,7,1,8
SENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,12,0,12
SHINAOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,108,0,108
SICA SICA (VILLA AROMA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,18,3,21
SIPE SIPE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,72,0,72
SOPACHUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,9,2,11
SORACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,5,0,5
SORATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,13,6,19
SUCRE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,808,1,809
TACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1,0,1
TACACOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,9,1,10
TACOBAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,9,0,9
TACOPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,11,0,11
TAHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,1,0,1
TAPACARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,21,12,33
TARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,28,9,37
TARACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,6,0,6
TARATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,19,1,20
TARIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,467,0,467
TARVITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,19,4,23
TEOPONTE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,7,0,7
TIAWANACU,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,7,4,11
TINGUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,18,1,19
TIPUANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,38,0,38
TIQUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,110,0,110
TIRAQUE (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,21,1,22
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,2,0,2
TOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,15,0,15
TOLATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,24,0,24
TOLEDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,4,0,4
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,3,6,9
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,12,1,13
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,17,0,17
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,26,8,34
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,5,0,5
TRIGAL,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,2,0,2
TRINIDAD,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,325,11,336
TUPIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,74,1,75
TURCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,4,0,4
UMALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,11,5,16
UNCIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,19,5,24
URIONDO (A. CONCEPCION),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,11,3,14
URUBICHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,5,0,5
UYUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,38,2,40
VACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,9,2,11
VALLEGRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,29,3,32
VIACHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,107,0,107
VILA VILA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,5,0,5
VILLA CHARCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,16,4,20
VILLA MONTES,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,60,3,63
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,6,1,7
VILLA RIVERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,4,0,4
VILLA SERRANO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,20,1,21
VILLA TUNARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,203,1,204
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,14,1,15
VILLAZON,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,62,1,63
VINTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,92,10,102
VITICHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,10,0,10
WALDO BALLIVIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,2,0,2
WARNES,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,212,1,213
YACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,4,4,8
YACUIBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,218,0,218
YAMPARAEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,9,0,9
YANACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,4,0,4
YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-07-01,112,0,112
