,group,variable,month,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
VILLAZON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-06-01,17,1,18
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-06-01,141,6,147
VITICHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-06-01,4,0,4
WALDO BALLIVIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-06-01,1,1,2
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-06-01,69,2,71
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-06-01,7,1,8
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-06-01,87,1,88
YANACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-06-01,1,0,1
YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-06-01,94,1,95
YOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-06-01,3,3,6
YOTALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-06-01,6,0,6
YUNCHARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-06-01,1,4,5
ZUDAÑEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-06-01,4,0,4
ACACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,5,1,6
ACHACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,22,4,26
ACHOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,6,1,7
AIQUILE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,26,3,29
ALALAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,4,7
ALTO BENI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,6,1,7
ANCORAIMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,9,1,10
ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2,0,2
ANTEQUERA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,4,0,4
ANZALDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,1,4
APOLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,9,5,14
ARAMPAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,1,0,1
ARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,5,1,6
ARBIETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,5,8
ARQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,12,0,12
ASCENCION DE GUARAYOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,28,0,28
ATOCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,7,0,7
AUCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,0,3
AYATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,5,8
AYO AYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,6,0,6
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,17,5,22
AZURDUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2,2,4
BATALLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,22,0,22
BAURES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,1,0,1
BELEN DE URMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,0,2,2
BELLA FLOR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,1,0,1
BERMEJO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,27,0,27
BETANZOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,18,11,29
BOLIVAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,0,3
BOYUIBE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,1,4
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,6,0,6
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,17,0,17
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,7,2,9
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,5,1,6
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,0,3
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,10,0,10
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,14,1,15
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,1,0,1
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,46,0,46
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,13,0,13
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,4,1,5
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,17,1,18
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,43,1,44
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,6,0,6
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,0,5,5
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,0,3
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,37,1,38
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,1,4
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,24,1,25
CHARAÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,0,1,1
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,8,7,15
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,17,4,21
CHIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,8,0,8
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,4,0,4
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,6,4,10
CKOCHAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,16,7,23
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,22,0,22
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,28,0,28
COCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,13,14,27
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,1579,2,1581
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,73,0,73
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,4,1,5
COLLANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,0,1,1
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,18,0,18
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,0,3
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,20,11,31
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,10,0,10
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,5,1,6
COMANCHE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,0,1,1
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,10,0,10
COMBAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,0,1,1
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,23,1,24
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,12,2,14
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,16,0,16
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,5,3,8
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,15,2,17
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,1,4
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,23,0,23
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,56,0,56
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,10,0,10
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,1,0,1
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,1,3,4
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,5,2,7
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2,0,2
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,3,6
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,0,3
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,998,15,1013
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2,0,2
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,12,0,12
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,7,1,8
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,18,0,18
ENTRE RIOS TRJ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,4,0,4
ENTRE RIOS CBBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,37,0,37
ESCOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,5,0,5
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,0,3
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,0,1,1
EXALTACION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2,0,2
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,1,0,1
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,10,1,11
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,14,0,14
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,6,5,11
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,4,2,6
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,1,1,2
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,68,3,71
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,5,1,6
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2,2,4
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,0,1,1
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,16,0,16
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,0,3
HUARINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,2,5
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,1,0,1
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,0,3,3
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,1,0,1
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,0,3,3
INGAVI (HUMAITA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2,1,3
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,0,4,4
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,2,5
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,6,0,6
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,4,1,5
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,38,0,38
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,45,0,45
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,849,0,849
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2,1,3
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,11,1,12
LAS CARRERAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,1,1,2
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,40,1,41
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,1,0,1
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2,2,4
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,4,3,7
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,4,0,4
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,0,3,3
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,12,0,12
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,6,0,6
MALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2,0,2
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,8,2,10
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,9,2,11
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,15,0,15
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,29,1,30
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,8,1,9
MOJOCOYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,1,4
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,0,3
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,110,1,111
MORO MORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,1,0,1
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,14,8,22
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,15,20,35
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,5,0,5
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2,0,2
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,576,1,577
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2,0,2
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,0,3
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,20,6,26
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,4,1,5
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,27,2,29
PAMPA AULLAGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,0,3
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,5,0,5
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,4,0,4
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,30,2,32
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,0,3
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,2,5
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,8,9,17
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,11,0,11
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,15,0,15
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,1,2,3
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,12,0,12
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,8,4,12
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,2,5
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,17,1,18
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,4,0,4
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,456,1,457
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2,1,3
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,16,2,18
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,4,1,5
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,4,7
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,4,0,4
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,0,3
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,14,0,14
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,1,0,1
PUERTO SILES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,6,0,6
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,13,0,13
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,78,0,78
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,12,1,13
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,22,0,22
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,153,0,153
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2,0,2
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,5,4,9
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,11,16,27
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,153,10,163
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2,0,2
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,15,0,15
SABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2,0,2
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,155,1,156
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,1,0,1
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,20,2,22
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2,1,3
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2,1,3
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,6,0,6
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,7,1,8
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,0,2,2
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,1,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,5,2,7
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,8,0,8
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,33,9,42
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,4,0,4
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,20,0,20
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,22,1,23
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,42,4,46
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,6,0,6
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,16,0,16
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,1,0,1
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,20,0,20
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,7,1,8
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,20,2,22
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2,5,7
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,8,1,9
SAN LUCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,8,4,12
SAN MATIAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,16,1,17
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,4,1,5
SAN PABLO DE LIPEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,1,0,1
SAN PEDRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,14,0,14
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,39,8,47
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,1,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2,0,2
SAN PEDRO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,0,1,1
SAN RAFAEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,0,3
SAN RAMON BENI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2,0,2
SAN RAMON SCZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,12,0,12
SANTA ANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,12,0,12
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2525,8,2533
SANTA ROSA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,15,0,15
SANTA ROSA DEL SARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,10,0,10
SANTIAGO DE CALLAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,0,4,4
SANTIAGO DE HUARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,13,3,16
SANTIAGO DE HUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,5,1,6
SANTIAGO DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,0,3
SANTIVAÑES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,1,0,1
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,3,6
SAPAHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,4,5,9
SENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,0,2,2
SHINAOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,26,0,26
SICA SICA (VILLA AROMA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,18,4,22
SICAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,0,3
SIPE SIPE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,63,2,65
SOPACHUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2,0,2
SORACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,6,1,7
SORATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,16,15,31
SUCRE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,140,1,141
TACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,1,0,1
TACACOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2,0,2
TACOBAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,10,1,11
TACOPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,5,2,7
TAHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,1,0,1
TAPACARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,21,9,30
TARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,6,1,7
TARACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,0,3
TARATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,0,3
TARIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,232,0,232
TARVITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,1,0,1
TEOPONTE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,12,0,12
TIAWANACU,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,6,1,7
TINGUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,14,5,19
TIPUANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,4,0,4
TIQUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,88,3,91
TIRAQUE (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,19,2,21
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2,0,2
TOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,3,0,3
TOLATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,18,0,18
TOLEDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2,0,2
TOMAVE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-07-01,2,3,5
