,group,variable,month,REPETIDAS TOTAL 4.3 REPETIDAS,REPETIDAS TOTAL 4.3 REPETIDAS,TOTALES
PAMPA GRANDE,consultas prenatales,repetidas,2011-06-01,70,0,70
PAPEL PAMPA,consultas prenatales,repetidas,2011-06-01,12,8,20
PASORAPA,consultas prenatales,repetidas,2011-06-01,7,3,10
PATACAMAYA,consultas prenatales,repetidas,2011-06-01,187,3,190
PAZÑA,consultas prenatales,repetidas,2011-06-01,20,6,26
PELECHUCO,consultas prenatales,repetidas,2011-06-01,17,2,19
POCOATA,consultas prenatales,repetidas,2011-06-01,82,32,114
POCONA,consultas prenatales,repetidas,2011-06-01,59,6,65
POJO (CBBA),consultas prenatales,repetidas,2011-06-01,88,0,88
POOPO,consultas prenatales,repetidas,2011-06-01,15,1,16
PORCO,consultas prenatales,repetidas,2011-06-01,75,2,77
POROMA,consultas prenatales,repetidas,2011-06-01,67,31,98
PORONGO,consultas prenatales,repetidas,2011-06-01,41,6,47
PORTACHUELO,consultas prenatales,repetidas,2011-06-01,225,0,225
PORVENIR,consultas prenatales,repetidas,2011-06-01,53,3,56
POSTRER VALLE,consultas prenatales,repetidas,2011-06-01,8,1,9
POTOSI,consultas prenatales,repetidas,2011-06-01,1632,4,1636
PRESTO,consultas prenatales,repetidas,2011-06-01,16,32,48
PUCARA,consultas prenatales,repetidas,2011-06-01,5,2,7
PUCARANI,consultas prenatales,repetidas,2011-06-01,143,0,143
PUERTO ACOSTA,consultas prenatales,repetidas,2011-06-01,16,6,22
PUERTO CARABUCO,consultas prenatales,repetidas,2011-06-01,29,8,37
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2011-06-01,38,0,38
PUERTO PEREZ,consultas prenatales,repetidas,2011-06-01,19,3,22
PUERTO QUIJARRO,consultas prenatales,repetidas,2011-06-01,58,0,58
PUERTO RICO,consultas prenatales,repetidas,2011-06-01,63,4,67
PUERTO SILES,consultas prenatales,repetidas,2011-06-01,5,0,5
PUERTO SUAREZ,consultas prenatales,repetidas,2011-06-01,118,0,118
PUERTO VILLARROEL,consultas prenatales,repetidas,2011-06-01,596,0,596
PUNA,consultas prenatales,repetidas,2011-06-01,127,19,146
PUNATA,consultas prenatales,repetidas,2011-06-01,245,0,245
QUIABAYA,consultas prenatales,repetidas,2011-06-01,7,0,7
QUILLACOLLO,consultas prenatales,repetidas,2011-06-01,669,0,669
QUIME,consultas prenatales,repetidas,2011-06-01,42,0,42
QUIRUSILLAS,consultas prenatales,repetidas,2011-06-01,12,0,12
RAVELO,consultas prenatales,repetidas,2011-06-01,50,10,60
REYES,consultas prenatales,repetidas,2011-06-01,72,19,91
RIBERALTA,consultas prenatales,repetidas,2011-06-01,1158,22,1180
ROBORE,consultas prenatales,repetidas,2011-06-01,85,0,85
RURRENABAQUE,consultas prenatales,repetidas,2011-06-01,154,3,157
SABAYA,consultas prenatales,repetidas,2011-06-01,11,3,14
SACABA,consultas prenatales,repetidas,2011-06-01,1099,4,1103
SACABAMBA,consultas prenatales,repetidas,2011-06-01,13,3,16
SACACA,consultas prenatales,repetidas,2011-06-01,81,26,107
SAIPINA,consultas prenatales,repetidas,2011-06-01,37,0,37
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2011-06-01,29,7,36
SAMAIPATA,consultas prenatales,repetidas,2011-06-01,72,0,72
SAN AGUSTIN,consultas prenatales,repetidas,2011-06-01,10,0,10
SAN ANDRES,consultas prenatales,repetidas,2011-06-01,38,5,43
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2011-06-01,8,14,22
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2011-06-01,4,1,5
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2011-06-01,23,2,25
SAN BENITO,consultas prenatales,repetidas,2011-06-01,72,4,76
SAN BORJA,consultas prenatales,repetidas,2011-06-01,282,24,306
SAN BUENA VENTURA,consultas prenatales,repetidas,2011-06-01,81,0,81
SAN CARLOS,consultas prenatales,repetidas,2011-06-01,158,0,158
SAN IGNACIO,consultas prenatales,repetidas,2011-06-01,175,9,184
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2011-06-01,524,22,546
SAN JAVIER(BNI),consultas prenatales,repetidas,2011-06-01,8,0,8
SAN JAVIER(STC),consultas prenatales,repetidas,2011-06-01,132,0,132
SAN JOAQUIN,consultas prenatales,repetidas,2011-06-01,21,0,21
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2011-06-01,85,0,85
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2011-06-01,71,0,71
SAN JULIAN,consultas prenatales,repetidas,2011-06-01,224,12,236
SAN LORENZO(PND),consultas prenatales,repetidas,2011-06-01,17,7,24
SAN LORENZO(TJA),consultas prenatales,repetidas,2011-06-01,122,11,133
SAN LUCAS,consultas prenatales,repetidas,2011-06-01,174,62,236
SAN MATIAS,consultas prenatales,repetidas,2011-06-01,86,4,90
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2011-06-01,72,7,79
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2011-06-01,12,1,13
SAN PEDRO,consultas prenatales,repetidas,2011-06-01,99,0,99
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2011-06-01,90,23,113
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2011-06-01,16,9,25
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2011-06-01,3,0,3
SAN PEDRO(PND),consultas prenatales,repetidas,2011-06-01,0,2,2
SAN RAFAEL,consultas prenatales,repetidas,2011-06-01,42,0,42
SAN RAMON BENI,consultas prenatales,repetidas,2011-06-01,25,0,25
SAN RAMON SCZ,consultas prenatales,repetidas,2011-06-01,66,0,66
SANTA ANA,consultas prenatales,repetidas,2011-06-01,213,2,215
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2011-06-01,7955,0,7955
SANTA ROSA,consultas prenatales,repetidas,2011-06-01,55,0,55
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2011-06-01,160,2,162
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2011-06-01,6,8,14
SANTIAGO DE HUARI,consultas prenatales,repetidas,2011-06-01,42,3,45
SANTIAGO DE HUATA,consultas prenatales,repetidas,2011-06-01,28,2,30
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2011-06-01,19,0,19
SANTIVAÑES,consultas prenatales,repetidas,2011-06-01,33,1,34
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2011-06-01,20,3,23
SAPAHAQUI,consultas prenatales,repetidas,2011-06-01,19,7,26
SENA,consultas prenatales,repetidas,2011-06-01,33,0,33
SHINAOTA,consultas prenatales,repetidas,2011-06-01,373,0,373
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2011-06-01,65,6,71
SICAYA,consultas prenatales,repetidas,2011-06-01,14,0,14
SIPE SIPE,consultas prenatales,repetidas,2011-06-01,330,0,330
SOPACHUY,consultas prenatales,repetidas,2011-06-01,33,14,47
SORACACHI,consultas prenatales,repetidas,2011-06-01,39,8,47
SORATA,consultas prenatales,repetidas,2011-06-01,58,24,82
SUCRE,consultas prenatales,repetidas,2011-06-01,2940,30,2970
TACACHI,consultas prenatales,repetidas,2011-06-01,2,0,2
TACACOMA,consultas prenatales,repetidas,2011-06-01,44,7,51
TACOBAMBA,consultas prenatales,repetidas,2011-06-01,18,17,35
TACOPAYA,consultas prenatales,repetidas,2011-06-01,53,1,54
TAHUA,consultas prenatales,repetidas,2011-06-01,1,0,1
TAPACARI,consultas prenatales,repetidas,2011-06-01,110,50,160
TARABUCO,consultas prenatales,repetidas,2011-06-01,88,28,116
TARACO,consultas prenatales,repetidas,2011-06-01,15,5,20
TARATA,consultas prenatales,repetidas,2011-06-01,50,1,51
TARIJA,consultas prenatales,repetidas,2011-06-01,1791,0,1791
TARVITA,consultas prenatales,repetidas,2011-06-01,100,26,126
TEOPONTE,consultas prenatales,repetidas,2011-06-01,55,4,59
TIAWANACU,consultas prenatales,repetidas,2011-06-01,50,9,59
TINGUIPAYA,consultas prenatales,repetidas,2011-06-01,63,22,85
TIPUANI,consultas prenatales,repetidas,2011-06-01,88,0,88
TIQUIPAYA,consultas prenatales,repetidas,2011-06-01,568,5,573
TIRAQUE (CBBA),consultas prenatales,repetidas,2011-06-01,111,4,115
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2011-06-01,2,1,3
TOCO,consultas prenatales,repetidas,2011-06-01,33,0,33
TODOS SANTOS,consultas prenatales,repetidas,2011-06-01,1,0,1
TOLATA,consultas prenatales,repetidas,2011-06-01,26,0,26
TOLEDO,consultas prenatales,repetidas,2011-06-01,16,3,19
TOMAVE,consultas prenatales,repetidas,2011-06-01,33,18,51
TOMINA,consultas prenatales,repetidas,2011-06-01,57,20,77
TORO TORO,consultas prenatales,repetidas,2011-06-01,23,18,41
TOTORA(CBBA),consultas prenatales,repetidas,2011-06-01,111,5,116
TOTORA(ORR),consultas prenatales,repetidas,2011-06-01,23,5,28
TRIGAL,consultas prenatales,repetidas,2011-06-01,3,1,4
TRINIDAD,consultas prenatales,repetidas,2011-06-01,998,23,1021
TUPIZA,consultas prenatales,repetidas,2011-06-01,326,10,336
TURCO,consultas prenatales,repetidas,2011-06-01,20,0,20
UMALA,consultas prenatales,repetidas,2011-06-01,20,9,29
UNCIA,consultas prenatales,repetidas,2011-06-01,108,22,130
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2011-06-01,87,3,90
URUBICHA,consultas prenatales,repetidas,2011-06-01,48,0,48
UYUNI,consultas prenatales,repetidas,2011-06-01,246,9,255
VACAS,consultas prenatales,repetidas,2011-06-01,22,5,27
VALLEGRANDE,consultas prenatales,repetidas,2011-06-01,126,2,128
VIACHA,consultas prenatales,repetidas,2011-06-01,336,0,336
VILA VILA,consultas prenatales,repetidas,2011-06-01,11,1,12
VILLA CHARCAS,consultas prenatales,repetidas,2011-06-01,78,42,120
VILLA MONTES,consultas prenatales,repetidas,2011-06-01,263,9,272
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2011-06-01,10,0,10
VILLA RIVERO,consultas prenatales,repetidas,2011-06-01,31,1,32
VILLA SERRANO,consultas prenatales,repetidas,2011-06-01,59,19,78
VILLA TUNARI,consultas prenatales,repetidas,2011-06-01,699,0,699
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2011-06-01,62,17,79
VILLAZON,consultas prenatales,repetidas,2011-06-01,349,17,366
VINTO,consultas prenatales,repetidas,2011-06-01,277,9,286
VITICHI,consultas prenatales,repetidas,2011-06-01,56,2,58
WALDO BALLIVIAN,consultas prenatales,repetidas,2011-06-01,11,5,16
WARNES,consultas prenatales,repetidas,2011-06-01,620,8,628
YACO,consultas prenatales,repetidas,2011-06-01,20,10,30
YACUIBA,consultas prenatales,repetidas,2011-06-01,662,4,666
YAMPARAEZ,consultas prenatales,repetidas,2011-06-01,39,7,46
YANACACHI,consultas prenatales,repetidas,2011-06-01,31,0,31
YAPACANI,consultas prenatales,repetidas,2011-06-01,236,10,246
YOCALLA,consultas prenatales,repetidas,2011-06-01,18,6,24
YOTALA,consultas prenatales,repetidas,2011-06-01,44,1,45
YUNCHARA,consultas prenatales,repetidas,2011-06-01,8,27,35
ZUDAÑEZ,consultas prenatales,repetidas,2011-06-01,32,9,41
ACACIO,consultas prenatales,repetidas,2011-07-01,29,3,32
ACHACACHI,consultas prenatales,repetidas,2011-07-01,219,9,228
ACHOCALLA,consultas prenatales,repetidas,2011-07-01,38,4,42
AIQUILE,consultas prenatales,repetidas,2011-07-01,185,3,188
ALALAY,consultas prenatales,repetidas,2011-07-01,7,6,13
ALCALA,consultas prenatales,repetidas,2011-07-01,24,3,27
ALTO BENI,consultas prenatales,repetidas,2011-07-01,61,4,65
ANCORAIMES,consultas prenatales,repetidas,2011-07-01,34,1,35
ANDAMARCA,consultas prenatales,repetidas,2011-07-01,12,1,13
ANTEQUERA,consultas prenatales,repetidas,2011-07-01,22,0,22
ANZALDO,consultas prenatales,repetidas,2011-07-01,33,6,39
APOLO,consultas prenatales,repetidas,2011-07-01,120,10,130
ARAMPAMPA,consultas prenatales,repetidas,2011-07-01,17,10,27
ARANI,consultas prenatales,repetidas,2011-07-01,60,6,66
ARBIETO,consultas prenatales,repetidas,2011-07-01,40,17,57
ARQUE,consultas prenatales,repetidas,2011-07-01,98,1,99
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2011-07-01,207,0,207
ATOCHA,consultas prenatales,repetidas,2011-07-01,100,0,100
AUCAPATA,consultas prenatales,repetidas,2011-07-01,7,0,7
AYATA,consultas prenatales,repetidas,2011-07-01,37,8,45
AYO AYO,consultas prenatales,repetidas,2011-07-01,40,0,40
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2011-07-01,147,20,167
AZURDUY,consultas prenatales,repetidas,2011-07-01,41,23,64
BATALLAS,consultas prenatales,repetidas,2011-07-01,77,0,77
BAURES,consultas prenatales,repetidas,2011-07-01,25,0,25
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2011-07-01,4,3,7
BELEN DE URMIRI,consultas prenatales,repetidas,2011-07-01,3,3,6
BELLA FLOR,consultas prenatales,repetidas,2011-07-01,3,1,4
BERMEJO,consultas prenatales,repetidas,2011-07-01,302,0,302
BETANZOS,consultas prenatales,repetidas,2011-07-01,123,32,155
BOLIVAR,consultas prenatales,repetidas,2011-07-01,20,4,24
BOLPEBRA,consultas prenatales,repetidas,2011-07-01,6,6,12
BOYUIBE,consultas prenatales,repetidas,2011-07-01,24,3,27
BUENA VISTA,consultas prenatales,repetidas,2011-07-01,74,2,76
CABEZAS,consultas prenatales,repetidas,2011-07-01,104,0,104
CAIROMA,consultas prenatales,repetidas,2011-07-01,46,9,55
"CAIZA ""D""",consultas prenatales,repetidas,2011-07-01,42,11,53
CAJUATA,consultas prenatales,repetidas,2011-07-01,46,3,49
CALACOTO,consultas prenatales,repetidas,2011-07-01,4,10,14
CALAMARCA,consultas prenatales,repetidas,2011-07-01,49,4,53
CAMARGO,consultas prenatales,repetidas,2011-07-01,102,14,116
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2011-07-01,17,8,25
CAMIRI,consultas prenatales,repetidas,2011-07-01,297,1,298
CAPINOTA,consultas prenatales,repetidas,2011-07-01,217,0,217
CAQUIAVIRI,consultas prenatales,repetidas,2011-07-01,37,1,38
CARACOLLO,consultas prenatales,repetidas,2011-07-01,108,9,117
CARANAVI,consultas prenatales,repetidas,2011-07-01,362,8,370
CARANGAS,consultas prenatales,repetidas,2011-07-01,0,1,1
CARAPARI,consultas prenatales,repetidas,2011-07-01,86,0,86
CARIPUYO,consultas prenatales,repetidas,2011-07-01,22,29,51
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2011-07-01,32,0,32
CATACORA,consultas prenatales,repetidas,2011-07-01,3,0,3
CHACARILLA,consultas prenatales,repetidas,2011-07-01,2,1,3
CHALLAPATA,consultas prenatales,repetidas,2011-07-01,202,30,232
CHAQUI,consultas prenatales,repetidas,2011-07-01,20,4,24
CHARAGUA,consultas prenatales,repetidas,2011-07-01,193,0,193
CHARAÑA,consultas prenatales,repetidas,2011-07-01,15,2,17
CHAYANTA,consultas prenatales,repetidas,2011-07-01,51,33,84
CHIMORE,consultas prenatales,repetidas,2011-07-01,127,3,130
CHIPAYA,consultas prenatales,repetidas,2011-07-01,12,0,12
CHOQUE COTA,consultas prenatales,repetidas,2011-07-01,4,1,5
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2011-07-01,135,0,135
CHUMA,consultas prenatales,repetidas,2011-07-01,27,3,30
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2011-07-01,32,11,43
CKOCHAS,consultas prenatales,repetidas,2011-07-01,62,11,73
CLIZA,consultas prenatales,repetidas,2011-07-01,202,0,202
COBIJA,consultas prenatales,repetidas,2011-07-01,652,2,654
COCAPATA,consultas prenatales,repetidas,2011-07-01,35,46,81
COCHABAMBA,consultas prenatales,repetidas,2011-07-01,6561,12,6573
COIPASA,consultas prenatales,repetidas,2011-07-01,6,0,6
COLCAPIRHUA,consultas prenatales,repetidas,2011-07-01,431,8,439
"COLCHA ""K""",consultas prenatales,repetidas,2011-07-01,36,7,43
COLLANA,consultas prenatales,repetidas,2011-07-01,5,0,5
COLOMI,consultas prenatales,repetidas,2011-07-01,130,0,130
COLPA BELGICA,consultas prenatales,repetidas,2011-07-01,40,0,40
COLQUECHACA,consultas prenatales,repetidas,2011-07-01,108,22,130
COLQUENCHA,consultas prenatales,repetidas,2011-07-01,54,1,55
COLQUIRI,consultas prenatales,repetidas,2011-07-01,52,61,113
COMANCHE,consultas prenatales,repetidas,2011-07-01,6,0,6
COMARAPA,consultas prenatales,repetidas,2011-07-01,195,0,195
COMBAYA,consultas prenatales,repetidas,2011-07-01,0,12,12
CONCEPCION,consultas prenatales,repetidas,2011-07-01,140,0,140
COPACABANA,consultas prenatales,repetidas,2011-07-01,61,2,63
CORIPATA,consultas prenatales,repetidas,2011-07-01,102,1,103
CORO CORO,consultas prenatales,repetidas,2011-07-01,21,13,34
COROICO,consultas prenatales,repetidas,2011-07-01,126,4,130
CORQUE,consultas prenatales,repetidas,2011-07-01,26,6,32
COTAGAITA,consultas prenatales,repetidas,2011-07-01,118,7,125
COTOCA,consultas prenatales,repetidas,2011-07-01,369,0,369
CUATRO CAÑADAS,consultas prenatales,repetidas,2011-07-01,88,2,90
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2011-07-01,3,1,4
CUEVO,consultas prenatales,repetidas,2011-07-01,20,1,21
CULPINA,consultas prenatales,repetidas,2011-07-01,71,19,90
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2011-07-01,34,0,34
CURVA,consultas prenatales,repetidas,2011-07-01,4,4,8
DESAGUADERO,consultas prenatales,repetidas,2011-07-01,19,1,20
EL ALTO,consultas prenatales,repetidas,2011-07-01,5941,64,6005
EL CHORO,consultas prenatales,repetidas,2011-07-01,25,4,29
EL PUENTE(STC),consultas prenatales,repetidas,2011-07-01,65,0,65
EL PUENTE(TJA),consultas prenatales,repetidas,2011-07-01,59,12,71
EL TORNO,consultas prenatales,repetidas,2011-07-01,320,2,322
EL VILLAR,consultas prenatales,repetidas,2011-07-01,33,0,33
ENTRE RIOS TRJ,consultas prenatales,repetidas,2011-07-01,147,9,156
ENTRE RIOS CBBA,consultas prenatales,repetidas,2011-07-01,178,0,178
ESCOMA,consultas prenatales,repetidas,2011-07-01,26,1,27
EUCALIPTUS,consultas prenatales,repetidas,2011-07-01,26,0,26
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2011-07-01,2,4,6
EXALTACION,consultas prenatales,repetidas,2011-07-01,11,3,14
FERNANDEZ ALONSO,consultas prenatales,repetidas,2011-07-01,71,0,71
FILADELFIA,consultas prenatales,repetidas,2011-07-01,38,0,38
GENERAL SAAVEDRA,consultas prenatales,repetidas,2011-07-01,101,0,101
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2011-07-01,32,11,43
GUANAY,consultas prenatales,repetidas,2011-07-01,96,7,103
GUAQUI,consultas prenatales,repetidas,2011-07-01,23,1,24
GUAYARAMERIN,consultas prenatales,repetidas,2011-07-01,388,31,419
GUTIERREZ,consultas prenatales,repetidas,2011-07-01,59,5,64
HUACARETA,consultas prenatales,repetidas,2011-07-01,44,14,58
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2011-07-01,1,16,17
HUACHACALLA,consultas prenatales,repetidas,2011-07-01,3,0,3
HUANUNI,consultas prenatales,repetidas,2011-07-01,221,1,222
HUARACAJE,consultas prenatales,repetidas,2011-07-01,20,0,20
HUARINA,consultas prenatales,repetidas,2011-07-01,15,0,15
HUAYLLAMARCA,consultas prenatales,repetidas,2011-07-01,14,1,15
HUMANATA,consultas prenatales,repetidas,2011-07-01,8,2,10
ICHOCA,consultas prenatales,repetidas,2011-07-01,2,2,4
ICLA,consultas prenatales,repetidas,2011-07-01,45,26,71
INCAHUASI,consultas prenatales,repetidas,2011-07-01,57,46,103
INGAVI (HUMAITA),consultas prenatales,repetidas,2011-07-01,1,3,4
INQUISIVI,consultas prenatales,repetidas,2011-07-01,25,13,38
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2011-07-01,70,0,70
IXIAMAS,consultas prenatales,repetidas,2011-07-01,51,0,51
JESUS DE MACHACA,consultas prenatales,repetidas,2011-07-01,41,1,42
LA ASUNTA,consultas prenatales,repetidas,2011-07-01,290,0,290
LA GUARDIA,consultas prenatales,repetidas,2011-07-01,531,0,531
LA PAZ,consultas prenatales,repetidas,2011-07-01,6057,0,6057
LAGUNILLAS,consultas prenatales,repetidas,2011-07-01,33,6,39
LAJA,consultas prenatales,repetidas,2011-07-01,46,1,47
LAS CARRERAS,consultas prenatales,repetidas,2011-07-01,15,7,22
LICOMA PAMPA,consultas prenatales,repetidas,2011-07-01,0,14,14
LLALLAGUA,consultas prenatales,repetidas,2011-07-01,325,9,334
LLICA,consultas prenatales,repetidas,2011-07-01,22,2,24
LORETO,consultas prenatales,repetidas,2011-07-01,14,2,16
LURIBAY,consultas prenatales,repetidas,2011-07-01,31,6,37
MACHACAMARCA,consultas prenatales,repetidas,2011-07-01,5,0,5
MACHARETI,consultas prenatales,repetidas,2011-07-01,56,10,66
MAGDALENA,consultas prenatales,repetidas,2011-07-01,77,3,80
MAIRANA,consultas prenatales,repetidas,2011-07-01,91,0,91
MALLA,consultas prenatales,repetidas,2011-07-01,3,0,3
MAPIRI,consultas prenatales,repetidas,2011-07-01,115,3,118
MECAPACA,consultas prenatales,repetidas,2011-07-01,43,4,47
MINEROS,consultas prenatales,repetidas,2011-07-01,126,2,128
MIZQUE,consultas prenatales,repetidas,2011-07-01,199,6,205
MOCOMOCO,consultas prenatales,repetidas,2011-07-01,34,1,35
MOJINETE,consultas prenatales,repetidas,2011-07-01,4,0,4
MOJOCOYA,consultas prenatales,repetidas,2011-07-01,31,7,38
MONTEAGUDO,consultas prenatales,repetidas,2011-07-01,303,16,319
MONTERO,consultas prenatales,repetidas,2011-07-01,887,2,889
MORO MORO,consultas prenatales,repetidas,2011-07-01,8,2,10
MOROCHATA,consultas prenatales,repetidas,2011-07-01,62,24,86
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2011-07-01,8,0,8
NAZACARA DE PACAJES,consultas prenatales,repetidas,2011-07-01,2,3,5
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2011-07-01,11,1,12
OCURI,consultas prenatales,repetidas,2011-07-01,49,44,93
OKINAWA,consultas prenatales,repetidas,2011-07-01,116,5,121
OMEREQUE,consultas prenatales,repetidas,2011-07-01,33,3,36
ORURO,consultas prenatales,repetidas,2011-07-01,2694,0,2694
PADCAYA,consultas prenatales,repetidas,2011-07-01,93,9,102
PADILLA,consultas prenatales,repetidas,2011-07-01,85,3,88
PAILON,consultas prenatales,repetidas,2011-07-01,113,1,114
PALCA,consultas prenatales,repetidas,2011-07-01,40,5,45
PALOS BLANCOS,consultas prenatales,repetidas,2011-07-01,242,8,250
PAMPA AULLAGAS,consultas prenatales,repetidas,2011-07-01,7,0,7
PAMPA GRANDE,consultas prenatales,repetidas,2011-07-01,58,0,58
PAPEL PAMPA,consultas prenatales,repetidas,2011-07-01,8,5,13
PASORAPA,consultas prenatales,repetidas,2011-07-01,8,4,12
PATACAMAYA,consultas prenatales,repetidas,2011-07-01,177,3,180
PAZÑA,consultas prenatales,repetidas,2011-07-01,22,3,25
PELECHUCO,consultas prenatales,repetidas,2011-07-01,24,3,27
POCOATA,consultas prenatales,repetidas,2011-07-01,85,39,124
POCONA,consultas prenatales,repetidas,2011-07-01,51,1,52
POJO (CBBA),consultas prenatales,repetidas,2011-07-01,76,1,77
POOPO,consultas prenatales,repetidas,2011-07-01,27,0,27
PORCO,consultas prenatales,repetidas,2011-07-01,82,1,83
POROMA,consultas prenatales,repetidas,2011-07-01,86,19,105
PORONGO,consultas prenatales,repetidas,2011-07-01,46,7,53
PORTACHUELO,consultas prenatales,repetidas,2011-07-01,210,1,211
PORVENIR,consultas prenatales,repetidas,2011-07-01,63,3,66
POSTRER VALLE,consultas prenatales,repetidas,2011-07-01,6,0,6
POTOSI,consultas prenatales,repetidas,2011-07-01,1608,1,1609
PRESTO,consultas prenatales,repetidas,2011-07-01,21,37,58
PUCARA,consultas prenatales,repetidas,2011-07-01,2,2,4
PUCARANI,consultas prenatales,repetidas,2011-07-01,119,25,144
PUERTO ACOSTA,consultas prenatales,repetidas,2011-07-01,12,9,21
PUERTO CARABUCO,consultas prenatales,repetidas,2011-07-01,34,18,52
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2011-07-01,47,5,52
PUERTO PEREZ,consultas prenatales,repetidas,2011-07-01,11,0,11
PUERTO QUIJARRO,consultas prenatales,repetidas,2011-07-01,66,0,66
PUERTO RICO,consultas prenatales,repetidas,2011-07-01,82,14,96
PUERTO SILES,consultas prenatales,repetidas,2011-07-01,9,0,9
PUERTO SUAREZ,consultas prenatales,repetidas,2011-07-01,115,0,115
PUERTO VILLARROEL,consultas prenatales,repetidas,2011-07-01,577,0,577
PUNA,consultas prenatales,repetidas,2011-07-01,112,8,120
PUNATA,consultas prenatales,repetidas,2011-07-01,291,0,291
QUIABAYA,consultas prenatales,repetidas,2011-07-01,8,0,8
QUILLACOLLO,consultas prenatales,repetidas,2011-07-01,724,1,725
QUIME,consultas prenatales,repetidas,2011-07-01,50,0,50
QUIRUSILLAS,consultas prenatales,repetidas,2011-07-01,10,0,10
RAVELO,consultas prenatales,repetidas,2011-07-01,36,18,54
REYES,consultas prenatales,repetidas,2011-07-01,69,19,88
RIBERALTA,consultas prenatales,repetidas,2011-07-01,1101,31,1132
ROBORE,consultas prenatales,repetidas,2011-07-01,68,0,68
RURRENABAQUE,consultas prenatales,repetidas,2011-07-01,149,9,158
SABAYA,consultas prenatales,repetidas,2011-07-01,11,1,12
SACABA,consultas prenatales,repetidas,2011-07-01,1090,2,1092
SACABAMBA,consultas prenatales,repetidas,2011-07-01,12,2,14
SACACA,consultas prenatales,repetidas,2011-07-01,92,22,114
SAIPINA,consultas prenatales,repetidas,2011-07-01,50,0,50
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2011-07-01,36,6,42
SAMAIPATA,consultas prenatales,repetidas,2011-07-01,55,0,55
SAN AGUSTIN,consultas prenatales,repetidas,2011-07-01,8,0,8
SAN ANDRES,consultas prenatales,repetidas,2011-07-01,31,5,36
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2011-07-01,12,9,21
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2011-07-01,2,0,2
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2011-07-01,42,3,45
SAN BENITO,consultas prenatales,repetidas,2011-07-01,76,1,77
SAN BORJA,consultas prenatales,repetidas,2011-07-01,289,4,293
SAN BUENA VENTURA,consultas prenatales,repetidas,2011-07-01,106,0,106
SAN CARLOS,consultas prenatales,repetidas,2011-07-01,260,0,260
SAN IGNACIO,consultas prenatales,repetidas,2011-07-01,160,2,162
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2011-07-01,495,23,518
SAN JAVIER(BNI),consultas prenatales,repetidas,2011-07-01,19,0,19
SAN JAVIER(STC),consultas prenatales,repetidas,2011-07-01,151,0,151
SAN JOAQUIN,consultas prenatales,repetidas,2011-07-01,25,0,25
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2011-07-01,80,0,80
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2011-07-01,66,0,66
