municipality,group,variable,month,Otros,TOTAL
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,2,2
SANTA ANA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,4,4
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,679,679
SOPACHUY,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,4,4
SUCRE,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,219,219
TARABUCO,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,6,6
TARIJA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,139,139
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,4,4
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,otros,2005-08-01,25,25
TORO TORO,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,1,1
TRINIDAD,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,204,204
TUPIZA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,54,54
UNCIA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,63,63
URUBICHA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,1,1
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,16,16
VILLA MONTES,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,7,7
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,20,20
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso en menores de 5 anos,otros,2005-08-01,3,3
VILLAZON,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,12,12
VITICHI,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,2,2
WARNES,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,6,6
YACUIBA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,41,41
YAPACANI,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,15,15
YOTALA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,1,1
APOLO,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,3,3
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,31,31
ATOCHA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,40,40
BERMEJO,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,5,5
BOYUIBE,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,1,1
BUENA VISTA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,3,3
CAIROMA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,1,1
CAMARGO,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,4,4
CAMIRI,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,48,48
CARANAVI,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,21,21
CHALLAPATA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,4,4
CHARAGUA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,8,8
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,otros,2005-09-01,3,3
COBIJA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,11,11
COCHABAMBA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,175,175
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,28,28
COMARAPA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,5,5
CONCEPCION,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,1,1
COROICO,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,6,6
COTOCA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,1,1
EL ALTO,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,149,149
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,69,69
HUANUNI,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,1,1
INCAHUASI,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,3,3
LA GUARDIA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,1,1
LA PAZ,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,341,341
LLALLAGUA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,17,17
MAGDALENA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,8,8
MAIRANA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,1,1
MIZQUE,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,4,4
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,11,11
MONTERO,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,92,92
ORURO,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,57,57
PADILLA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,2,2
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,1,1
POTOSI,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,64,64
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,2,2
PUERTO RICO,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,1,1
PUERTO SILES,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,32,32
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,2,2
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,10,10
PUNATA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,62,62
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,31,31
REYES,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,1,1
RIBERALTA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,24,24
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,3,3
SACABA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,26,26
SACACA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,1,1
SAMAIPATA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,5,5
SAN CARLOS,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,6,6
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,3,3
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,49,49
SAN JAVIER(STC),diagnostico de egreso en menores de 5 anos,otros,2005-09-01,1,1
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,3,3
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,2,2
SAN JULIAN,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,1,1
SAN LORENZO(TJA),diagnostico de egreso en menores de 5 anos,otros,2005-09-01,1,1
SAN LUCAS,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,4,4
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,2,2
SAN PEDRO,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,1,1
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,1,1
SANTA ANA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,970,970
SANTA ROSA DEL SARA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,1,1
SOPACHUY,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,4,4
SUCRE,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,204,204
TARABUCO,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,4,4
TARIJA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,105,105
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,2,2
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,otros,2005-09-01,14,14
TRINIDAD,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,218,218
TUPIZA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,65,65
UNCIA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,48,48
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,7,7
VILLA MONTES,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,12,12
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,9,9
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso en menores de 5 anos,otros,2005-09-01,2,2
VILLAZON,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,16,16
VINTO,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,1,1
WARNES,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,4,4
YACUIBA,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,38,38
YAPACANI,diagnostico de egreso en menores de 5 anos,otros,2005-09-01,11,11
ACHACACHI,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,4,4
AIQUILE,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,7,7
APOLO,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,4,4
ATOCHA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,otros,2005-10-01,1,1
BERMEJO,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,10,10
BETANZOS,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,3,3
BUENA VISTA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,3,3
CABEZAS,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,1,1
CAMARGO,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,9,9
CAMIRI,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,62,62
CAPINOTA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,2,2
CARANAVI,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,11,11
CHALLAPATA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,2,2
CHARAGUA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,4,4
COBIJA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,12,12
COCHABAMBA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,192,192
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,1,1
COLOMI,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,2,2
COLPA BELGICA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,1,1
COLQUIRI,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,1,1
COMARAPA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,4,4
COROICO,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,2,2
COTAGAITA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,4,4
EL ALTO,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,142,142
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,69,69
GUTIERREZ,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,1,1
HUANUNI,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,3,3
LA ASUNTA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,3,3
LA GUARDIA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,2,2
LA PAZ,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,315,315
LLALLAGUA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,30,30
LORETO,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,2,2
MAGDALENA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,10,10
MAIRANA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,1,1
MOJOCOYA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,1,1
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,13,13
MONTERO,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,99,99
ORURO,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,48,48
PADILLA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,13,13
POTOSI,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,80,80
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,1,1
PUERTO RICO,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,1,1
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,2,2
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,13,13
PUNATA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,72,72
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,38,38
REYES,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,3,3
ROBORE,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,2,2
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,5,5
SACABA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,32,32
SAN BORJA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,4,4
SAN CARLOS,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,10,10
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,4,4
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,79,79
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,5,5
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,2,2
SAN JULIAN,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,54,54
SAN LUCAS,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,8,8
SAN MATIAS,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,3,3
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,1,1
SAN PEDRO,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,16,16
SAN PEDRO DE BUENA VISTA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,5,5
SAN RAMON,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,3,3
SAN RAMON,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,1,1
SANTA ANA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,4,4
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,813,813
SANTA ROSA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,1,1
SORATA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,1,1
SUCRE,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,177,177
TACACOMA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,5,5
TARABUCO,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,2,2
TARIJA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,98,98
TARVITA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,1,1
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,5,5
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,otros,2005-10-01,17,17
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,otros,2005-10-01,3,3
TRINIDAD,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,173,173
TUPIZA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,40,40
UNCIA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,147,147
URIONDO (A. CONCEPCION),diagnostico de egreso en menores de 5 anos,otros,2005-10-01,3,3
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,6,6
VILLA MONTES,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,7,7
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,14,14
VILLAZON,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,17,17
WARNES,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,6,6
YACUIBA,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,54,54
YAPACANI,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,3,3
ZUDAÑEZ,diagnostico de egreso en menores de 5 anos,otros,2005-10-01,3,3
ACHACACHI,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,2,2
AIQUILE,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,16,16
ATOCHA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,otros,2005-11-01,1,1
BERMEJO,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,8,8
BETANZOS,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,3,3
BUENA VISTA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,1,1
CAMARGO,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,12,12
CAMIRI,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,29,29
CARANAVI,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,12,12
CHALLAPATA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,6,6
CHARAGUA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,2,2
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,otros,2005-11-01,2,2
COBIJA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,21,21
COCHABAMBA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,172,172
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,4,4
COMARAPA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,3,3
COROICO,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,16,16
COTAGAITA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,3,3
COTOCA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,3,3
EL ALTO,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,268,268
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,129,129
GUTIERREZ,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,1,1
HUANUNI,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,4,4
LA PAZ,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,326,326
LLALLAGUA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,33,33
MAGDALENA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,7,7
MAIRANA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,3,3
MIZQUE,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,1,1
MOJOCOYA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,1,1
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,15,15
MONTERO,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,106,106
ORURO,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,46,46
PADILLA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,17,17
PAILON,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,7,7
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,4,4
PORTACHUELO,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,6,6
POTOSI,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,53,53
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,1,1
PUERTO RICO,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,2,2
PUERTO SILES,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,12,12
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,2,2
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,10,10
PUNATA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,67,67
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,33,33
REYES,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,2,2
RIBERALTA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,21,21
ROBORE,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,2,2
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,1,1
SACABA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,32,32
SACACA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,1,1
SAN BENITO,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,6,6
SAN CARLOS,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,13,13
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,56,56
SAN JAVIER(STC),diagnostico de egreso en menores de 5 anos,otros,2005-11-01,4,4
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,5,5
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,2,2
SAN JULIAN,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,9,9
SAN LORENZO(TJA),diagnostico de egreso en menores de 5 anos,otros,2005-11-01,1,1
SAN LUCAS,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,4,4
SAN MATIAS,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,2,2
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,4,4
SAN PEDRO,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,4,4
SANTA ANA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,4,4
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,1188,1188
SOPACHUY,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,2,2
SUCRE,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,90,90
TARABUCO,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,1,1
TARIJA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,71,71
TARVITA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,1,1
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,1,1
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,otros,2005-11-01,15,15
TORO TORO,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,1,1
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,otros,2005-11-01,2,2
TRINIDAD,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,240,240
TUPIZA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,49,49
UNCIA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,118,118
URIONDO (A. CONCEPCION),diagnostico de egreso en menores de 5 anos,otros,2005-11-01,8,8
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,4,4
VILLA MONTES,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,12,12
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,11,11
VILLAZON,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,15,15
VINTO,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,1,1
VITICHI,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,2,2
WARNES,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,9,9
YACUIBA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,48,48
YAPACANI,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,24,24
YOTALA,diagnostico de egreso en menores de 5 anos,otros,2005-11-01,1,1
ACHACACHI,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,1,1
AIQUILE,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,3,3
APOLO,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,28,28
ATOCHA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,otros,2005-12-01,1,1
BERMEJO,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,18,18
BETANZOS,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,2,2
BOYUIBE,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,2,2
BUENA VISTA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,1,1
CAMARGO,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,7,7
CAMIRI,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,33,33
CARANAVI,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,20,20
CHALLAPATA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,4,4
CHARAGUA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,5,5
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,otros,2005-12-01,5,5
COBIJA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,15,15
COCHABAMBA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,322,322
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,10,10
COMARAPA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,4,4
COROICO,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,9,9
COTOCA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,3,3
EL ALTO,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,161,161
GUANAY,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,1,1
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,104,104
HUANUNI,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,2,2
ICLA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,1,1
LA GUARDIA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,1,1
LA PAZ,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,374,374
LLALLAGUA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,42,42
MAGDALENA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,5,5
MIZQUE,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,1,1
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,10,10
MONTERO,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,125,125
ORURO,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,75,75
PADILLA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,16,16
PORTACHUELO,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,1,1
POTOSI,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,53,53
PUERTO RICO,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,4,4
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,3,3
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,4,4
