,group,variable,month,CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,TOTALES,TOTALES,TOTALES
PASORAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,2,0,2,0,2
PATACAMAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,0,1,0,1,1
PAZÑA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,4,8,4,8,12
PELECHUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,1,0,1,0,1
POCOATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,8,3,8,3,11
POCONA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,8,1,8,1,9
POJO (CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,2,1,2,1,3
POOPO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,4,1,4,1,5
PORCO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,2,0,2,0,2
PORONGO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,1,0,1,0,1
PORTACHUELO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,15,18,15,18,33
POSTRER VALLE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,7,0,7,0,7
POTOSI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,69,79,69,79,148
PRESTO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,1,3,1,3,4
PUCARA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,0,2,0,2,2
PUCARANI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,16,9,16,9,25
PUERTO ACOSTA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,0,3,0,3,3
PUERTO CARABUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,11,4,11,4,15
PUERTO PEREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,1,0,1,0,1
PUERTO QUIJARRO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,30,20,30,20,50
PUERTO RICO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,4,2,4,2,6
PUERTO SUAREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,8,6,8,6,14
PUERTO VILLARROEL,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,9,1,9,1,10
PUNA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,18,15,18,15,33
PUNATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,19,32,19,32,51
QUIABAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,3,1,3,1,4
QUILLACOLLO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,46,33,46,33,79
QUIME,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,5,5,5,5,10
QUIRUSILLAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,0,7,0,7,7
RAVELO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,6,3,6,3,9
REYES,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,0,12,0,12,12
RIBERALTA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,10,15,10,15,25
ROBORE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,7,13,7,13,20
RURRENABAQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,1,0,1,0,1
SABAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,2,6,2,6,8
SACABA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,12,9,12,9,21
SACABAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,0,3,0,3,3
SACACA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,1,1,1,1,2
SAIPINA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,19,41,19,41,60
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,0,5,0,5,5
SAMAIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,1,16,1,16,17
SAN AGUSTIN,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,1,0,1,0,1
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,48,15,48,15,63
SAN BENITO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,7,2,7,2,9
SAN BORJA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,9,16,9,16,25
SAN CARLOS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,8,4,8,4,12
SAN IGNACIO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,47,61,47,61,108
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,20,20,20,20,40
SAN JAVIER(STC),atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,0,2,0,2,2
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,4,3,4,3,7
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,8,6,8,6,14
SAN JULIAN,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,21,0,21,0,21
SAN LORENZO(TJA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,3,6,3,6,9
SAN LUCAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,1,2,1,2,3
SAN MATIAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,6,3,6,3,9
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,9,8,9,8,17
SAN PEDRO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,3,6,3,6,9
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,2,2,2,2,4
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,2,1,2,1,3
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,3,1,3,1,4
SAN RAFAEL,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,8,0,8,0,8
SAN RAMON SCZ,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,31,22,31,22,53
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,212,218,212,218,430
SANTA ROSA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,1,3,1,3,4
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,5,1,5,1,6
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,0,2,0,2,2
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,83,93,83,93,176
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,4,4,4,4,8
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,2,11,2,11,13
SANTIVAÑES,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,3,0,3,0,3
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,1,0,1,0,1
SAPAHAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,1,1,1,1,2
SHINAOTA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,0,1,0,1,1
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,6,4,6,4,10
SICAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,1,0,1,0,1
SIPE SIPE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,4,7,4,7,11
SOPACHUY,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,1,3,1,3,4
SORACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,23,1,23,1,24
SORATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,18,4,18,4,22
SUCRE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,160,115,160,115,275
TACACOMA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,3,1,3,1,4
TACOPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,1,2,1,2,3
TAHUA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,2,0,2,0,2
TAPACARI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,6,6,6,6,12
TARABUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,7,17,7,17,24
TARACO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,16,16,16,16,32
TARATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,0,2,0,2,2
TARIJA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,195,216,195,216,411
TARVITA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,1,9,1,9,10
TEOPONTE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,2,0,2,0,2
TIAWANACU,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,14,12,14,12,26
TINGUIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,2,4,2,4,6
TIPUANI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,0,7,0,7,7
TIQUIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,1,4,1,4,5
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,1,0,1,0,1
TOCO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,10,6,10,6,16
TOLATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,14,9,14,9,23
TOLEDO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,1,4,1,4,5
TOMAVE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,21,35,21,35,56
TOMINA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,8,11,8,11,19
TOTORA(CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,6,3,6,3,9
TOTORA(ORR),atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,0,1,0,1,1
TRINIDAD,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,57,70,57,70,127
TUPIZA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,25,20,25,20,45
TURCO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,0,3,0,3,3
UNCIA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,1,8,1,8,9
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,6,6,6,6,12
UYUNI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,18,12,18,12,30
VACAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,5,10,5,10,15
VALLEGRANDE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,21,5,21,5,26
VIACHA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,22,19,22,19,41
VILLA CHARCAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,2,5,2,5,7
VILLA MONTES,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,13,7,13,7,20
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,2,0,2,0,2
VILLA RIVERO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,0,3,0,3,3
VILLA SERRANO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,4,3,4,3,7
VILLA TUNARI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,8,7,8,7,15
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,9,7,9,7,16
VILLAZON,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,10,24,10,24,34
VITICHI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,6,13,6,13,19
WARNES,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,12,9,12,9,21
YACO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,7,2,7,2,9
YACUIBA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,27,23,27,23,50
YAMPARAEZ,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,0,5,0,5,5
YANACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,6,0,6,0,6
YAPACANI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,8,7,8,7,15
YOTALA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,2,3,2,3,5
YUNCHARA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,1,1,1,1,2
ZUDAÑEZ,atencion odontologica,consultas nuevas de 60 anos y mas,2010-06-01,5,2,5,2,7
ACACIO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,2,3,2,3,5
ACHACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,28,32,28,32,60
ACHOCALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,2,3,2,3,5
AIQUILE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,18,16,18,16,34
ALALAY,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,1,0,1,0,1
ALCALA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,1,2,1,2,3
ANCORAIMES,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,3,5,3,5,8
ANDAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,5,2,5,2,7
ANTEQUERA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,11,2,11,2,13
ANZALDO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,6,14,6,14,20
APOLO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,12,1,12,1,13
ARAMPAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,0,2,0,2,2
ARANI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,13,12,13,12,25
ARBIETO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,0,6,0,6,6
ARQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,0,1,0,1,1
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,3,1,3,1,4
ATOCHA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,18,6,18,6,24
AYATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,0,2,0,2,2
AYO AYO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,2,1,2,1,3
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,43,73,43,73,116
BATALLAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,7,13,7,13,20
BELEN DE URMIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,6,0,6,0,6
BERMEJO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,16,5,16,5,21
BETANZOS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,2,5,2,5,7
BOLIVAR,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,0,2,0,2,2
BOLPEBRA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,4,0,4,0,4
BOYUIBE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,1,1,1,1,2
CABEZAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,0,2,0,2,2
CAIROMA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,5,0,5,0,5
"CAIZA ""D""",atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,4,3,4,3,7
CALACOTO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,16,12,16,12,28
CALAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,5,4,5,4,9
CAMARGO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,3,15,3,15,18
CAMIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,13,9,13,9,22
CAPINOTA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,6,3,6,3,9
CAQUIAVIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,3,0,3,0,3
CARACOLLO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,12,12,12,12,24
CARANAVI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,3,0,3,0,3
CARAPARI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,0,1,0,1,1
CARIPUYO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,0,1,0,1,1
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,2,1,2,1,3
CATACORA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,5,3,5,3,8
CHALLAPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,20,39,20,39,59
CHAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,1,1,1,1,2
CHARAGUA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,6,2,6,2,8
CHARAÑA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,2,11,2,11,13
CHAYANTA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,19,20,19,20,39
CHIMORE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,12,3,12,3,15
CHOQUE COTA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,6,16,6,16,22
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,3,6,3,6,9
CHUMA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,1,3,1,3,4
CKOCHAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,2,0,2,0,2
CLIZA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,8,23,8,23,31
COBIJA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,10,4,10,4,14
COCHABAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,502,601,502,601,1103
COIPASA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,1,0,1,0,1
COLCAPIRHUA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,5,10,5,10,15
"COLCHA ""K""",atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,1,0,1,0,1
COLLANA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,0,4,0,4,4
COLOMI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,3,0,3,0,3
COLQUECHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,11,8,11,8,19
COLQUIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,25,17,25,17,42
COMANCHE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,17,12,17,12,29
COMARAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,1,0,1,0,1
CONCEPCION,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,2,0,2,0,2
COPACABANA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,2,0,2,0,2
CORIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,6,3,6,3,9
CORO CORO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,0,1,0,1,1
COROICO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,6,10,6,10,16
CORQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,6,0,6,0,6
COTAGAITA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,5,7,5,7,12
COTOCA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,36,8,36,8,44
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,1,4,1,4,5
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,7,0,7,0,7
CUEVO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,3,4,3,4,7
CULPINA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,3,2,3,2,5
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,0,4,0,4,4
CURVA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,3,0,3,0,3
DESAGUADERO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,1,0,1,0,1
EL ALTO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,219,250,219,250,469
EL CHORO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,1,8,1,8,9
EL PUENTE(STC),atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,2,1,2,1,3
EL PUENTE(TJA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,1,5,1,5,6
EL TORNO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,28,132,28,132,160
EL VILLAR,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,4,11,4,11,15
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,8,27,8,27,35
EUCALIPTUS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,4,5,4,5,9
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,2,2,2,2,4
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,17,14,17,14,31
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,1,5,1,5,6
GUANAY,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,10,3,10,3,13
GUAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,16,29,16,29,45
GUAYARAMERIN,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,4,1,4,1,5
GUTIERREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,5,5,5,5,10
HUACARETA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,1,1,1,1,2
HUACHACALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,12,10,12,10,22
HUANUNI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,0,1,0,1,1
HUARACAJE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,2,2,2,2,4
HUARINA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,5,5,5,5,10
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,22,3,22,3,25
HUMANATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,2,0,2,0,2
ICLA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,0,6,0,6,6
INCAHUASI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,0,2,0,2,2
INQUISIVI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,4,4,4,4,8
IXIAMAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,7,6,7,6,13
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,35,22,35,22,57
LA ASUNTA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,7,3,7,3,10
LA GUARDIA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,2,2,2,2,4
LA PAZ,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,796,794,796,794,1590
LA RIVERA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,7,1,7,1,8
LAGUNILLAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,1,0,1,0,1
LAJA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,40,34,40,34,74
LAS CARRERAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,5,0,5,0,5
LLALLAGUA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,4,7,4,7,11
LLICA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,0,10,0,10,10
LURIBAY,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,4,4,4,4,8
MACHACAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,8,5,8,5,13
MACHARETI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,3,1,3,1,4
MAGDALENA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,22,14,22,14,36
MAIRANA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,7,0,7,0,7
MAPIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,5,1,5,1,6
MECAPACA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,6,4,6,4,10
MINEROS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,43,54,43,54,97
MIZQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,8,1,8,1,9
MOCOMOCO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,8,5,8,5,13
MOJOCOYA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,5,4,5,4,9
MONTEAGUDO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,3,4,3,4,7
MONTERO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,8,61,8,61,69
MOROCHATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,5,0,5,0,5
OCURI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,0,3,0,3,3
OKINAWA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,12,13,12,13,25
ORURO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,200,251,200,251,451
PADCAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,0,1,0,1,1
PADILLA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,5,9,5,9,14
PAILON,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,0,2,0,2,2
PALCA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,16,31,16,31,47
PALOS BLANCOS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,9,18,9,18,27
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,0,1,0,1,1
PAMPA GRANDE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,5,0,5,0,5
PAPEL PAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,6,4,6,4,10
PASORAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,1,1,1,1,2
PATACAMAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-07-01,0,2,0,2,2
