,group,variable,month,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,91,210,91,210,301
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,38,61,38,61,99
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,2,0,2,0,2
GUANAY,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,18,24,18,24,42
GUTIERREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,56,39,56,39,95
HUACARETA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,3,2,3,2,5
ICLA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,195,155,195,155,350
INCAHUASI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,6,10,6,10,16
JESUS DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,63,56,63,56,119
LA ASUNTA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,73,65,73,65,138
LA GUARDIA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,36,34,36,34,70
LA PAZ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,247,274,247,274,521
LURIBAY,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,1,0,1,0,1
MACHARETI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,53,48,53,48,101
MAGDALENA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,2,1,2,1,3
MAPIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,15,30,15,30,45
MINEROS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,0,8,0,8,8
MOJOCOYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,2,2,2,2,4
MONTEAGUDO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,67,65,67,65,132
MONTERO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,157,150,157,150,307
MOROCHATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,22,27,22,27,49
OKINAWA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,14,36,14,36,50
ORURO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,11,9,11,9,20
PADCAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,8,14,8,14,22
PADILLA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,5,7,5,7,12
PAILON,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,84,66,84,66,150
PALCA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,62,76,62,76,138
PAMPA GRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,4,0,4,0,4
PAPEL PAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,21,10,21,10,31
POCOATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,22,52,22,52,74
POCONA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,90,26,90,26,116
POJO (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,138,135,138,135,273
POROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,6,7,6,7,13
PORONGO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,8,13,8,13,21
PORTACHUELO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,197,213,197,213,410
POSTRER VALLE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,16,21,16,21,37
POTOSI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,10,8,10,8,18
PRESTO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,91,77,91,77,168
PUCARANI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,16,30,16,30,46
PUERTO QUIJARRO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,0,1,0,1,1
PUERTO RICO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,51,47,51,47,98
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,279,282,279,282,561
PUNA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,12,10,12,10,22
PUNATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,104,55,104,55,159
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,1795,1644,1795,1644,3439
QUIRUSILLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,20,10,20,10,30
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,123,137,123,137,260
RURRENABAQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,134,138,134,138,272
SACABA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,105,136,105,136,241
SACACA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,2,3,2,3,5
SAIPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,6,11,6,11,17
SAMAIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,54,46,54,46,100
SAN AGUSTIN,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,42,39,42,39,81
SAN ANDRES,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,25,32,25,32,57
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,1,0,1,0,1
SAN BENITO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,27,0,27,0,27
SAN BORJA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,30,40,30,40,70
SAN IGNACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,0,2,0,2,2
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,15,13,15,13,28
SAN JAVIER(BNI),atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,22,6,22,6,28
SAN JOAQUIN,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,37,54,37,54,91
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,57,50,57,50,107
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,16,21,16,21,37
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,0,8,0,8,8
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,92,107,92,107,199
SAN PEDRO DE CURAHUARA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,15,11,15,11,26
SAN RAMON SCZ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,12,16,12,16,28
SANTA ANA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,0,247,0,247,247
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,1117,1189,1117,1189,2306
SANTA ROSA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,141,119,141,119,260
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,106,104,106,104,210
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,3,1,3,1,4
SANTIAGO DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,20,16,20,16,36
SANTIVAÑES,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,1,1,1,1,2
SENA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,0,43,0,43,43
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,41,25,41,25,66
SICAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,46,45,46,45,91
SIPE SIPE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,5,0,5,0,5
SORATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,15,8,15,8,23
SUCRE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,40,38,40,38,78
TACOPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,10,8,10,8,18
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,50,39,50,39,89
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,221,227,221,227,448
TARATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,14,16,14,16,30
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,119,121,119,121,240
TARVITA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,13,0,13,0,13
TEOPONTE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,9,3,9,3,12
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,0,7,0,7,7
TOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,0,2,0,2,2
TOMAVE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,4,3,4,3,7
TOMINA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,116,202,116,202,318
TORO TORO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,13,12,13,12,25
TOTORA(CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,105,101,105,101,206
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,126,129,126,129,255
TUPIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,5,11,5,11,16
TURCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,0,1,0,1,1
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,18,13,18,13,31
VACAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,6,7,6,7,13
VALLEGRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,11,18,11,18,29
VILA VILA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,2,5,2,5,7
VILLA CHARCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,1,1,1,1,2
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,10,11,10,11,21
VILLA TUNARI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,146,152,146,152,298
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,21,16,21,16,37
VILLAZON,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,33,25,33,25,58
WARNES,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,1,3,1,3,4
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,10,11,10,11,21
YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,6,9,6,9,15
YOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,1,6,1,6,7
YOTALA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,22,22,22,22,44
YUNCHARA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-07-01,5,5,5,5,10
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,182,223,182,223,405
ACHOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,269,277,269,277,546
AIQUILE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,1122,1217,1122,1217,2339
ALALAY,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,36,35,36,35,71
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,68,92,68,92,160
ALTO BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,252,22,252,22,274
ANCORAIMES,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,104,0,104,0,104
ANDAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,21,19,21,19,40
ARANI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,315,485,315,485,800
ARBIETO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,258,234,258,234,492
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,47,43,47,43,90
AYATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,22,78,22,78,100
AYO AYO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,46,54,46,54,100
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,86,62,86,62,148
AZURDUY,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,76,73,76,73,149
BAURES,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,15,13,15,13,28
BERMEJO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,7,8,7,8,15
BETANZOS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,1,6,1,6,7
BOLIVAR,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,28,33,28,33,61
BOLPEBRA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,74,68,74,68,142
BOYUIBE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,22,23,22,23,45
BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,360,250,360,250,610
CABEZAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,35,94,35,94,129
"CAIZA ""D""",atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,0,1,0,1,1
CALACOTO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,15,15,15,15,30
CALAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,105,108,105,108,213
CAMARGO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,128,150,128,150,278
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,35,39,35,39,74
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,402,437,402,437,839
CAPINOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,52,58,52,58,110
CAQUIAVIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,19,19,19,19,38
CARACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,12,6,12,6,18
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,146,195,146,195,341
CARAPARI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,76,94,76,94,170
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,61,67,61,67,128
CHALLAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,26,28,26,28,54
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,448,505,448,505,953
CHARAÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,9,9,9,9,18
CHAYANTA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,42,39,42,39,81
CHIMORE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,290,237,290,237,527
CHIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,27,27,27,27,54
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,159,0,159,0,159
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,16,20,16,20,36
CKOCHAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,10,12,10,12,22
CLIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,213,357,213,357,570
COCAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,15,15,15,15,30
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,306,326,306,326,632
COLOMI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,498,565,498,565,1063
COLPA BELGICA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,268,321,268,321,589
COLQUECHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,2,4,2,4,6
COMANCHE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,59,48,59,48,107
COMARAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,540,421,540,421,961
CORIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,18,21,18,21,39
COROICO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,10,0,10,0,10
COTOCA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,491,516,491,516,1007
CUATRO CAÑADAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,803,793,803,793,1596
CUEVO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,38,67,38,67,105
CULPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,3,0,3,0,3
CURVA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,57,75,57,75,132
EL ALTO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,51,95,51,95,146
EL PUENTE(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,1,0,1,0,1
EL PUENTE(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,31,46,31,46,77
EL TORNO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,102,65,102,65,167
EL VILLAR,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,15,27,15,27,42
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,7,12,7,12,19
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,182,123,182,123,305
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,17,17,17,17,34
FILADELFIA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,27,32,27,32,59
GENERAL SAAVEDRA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,8,1,8,1,9
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,29,12,29,12,41
GUANAY,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,126,146,126,146,272
GUAYARAMERIN,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,350,309,350,309,659
GUTIERREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,8,14,8,14,22
HUACARETA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,0,1,0,1,1
HUMANATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,1,0,1,0,1
ICLA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,80,88,80,88,168
INCAHUASI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,72,154,72,154,226
JESUS DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,8,10,8,10,18
LA ASUNTA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,168,231,168,231,399
LA PAZ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,597,628,597,628,1225
LAGUNILLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,5,11,5,11,16
LAJA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,0,2,0,2,2
LAS CARRERAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,0,5,0,5,5
LLALLAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,412,228,412,228,640
LURIBAY,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,4,6,4,6,10
MACHARETI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,50,35,50,35,85
MAPIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,100,45,100,45,145
MECAPACA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,30,25,30,25,55
MINEROS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,34,150,34,150,184
MIZQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,105,130,105,130,235
MOCOMOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,88,96,88,96,184
MOJOCOYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,2,1,2,1,3
MONTEAGUDO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,210,209,210,209,419
MONTERO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,396,494,396,494,890
MOROCHATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,6,6,6,6,12
OKINAWA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,21,47,21,47,68
PADCAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,124,128,124,128,252
PADILLA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,66,62,66,62,128
PAILON,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,75,67,75,67,142
PALCA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,228,239,228,239,467
PALOS BLANCOS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,13,18,13,18,31
PAMPA GRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,7,8,7,8,15
PAPEL PAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,10,14,10,14,24
PATACAMAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,48,78,48,78,126
PAZÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,12,4,12,4,16
POCOATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,30,46,30,46,76
POCONA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,93,107,93,107,200
POROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,8,18,8,18,26
PORONGO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,100,106,100,106,206
PORTACHUELO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,10,13,10,13,23
PORVENIR,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,7,12,7,12,19
POSTRER VALLE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,8,13,8,13,21
POTOSI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,5,15,5,15,20
PRESTO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,331,269,331,269,600
PUCARA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,21,32,21,32,53
PUCARANI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,13,3,13,3,16
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,147,121,147,121,268
PUERTO QUIJARRO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,4,0,4,0,4
PUERTO RICO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,46,27,46,27,73
PUERTO SILES,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,4,9,4,9,13
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,574,566,574,566,1140
PUNATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,181,169,181,169,350
QUIABAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,18,25,18,25,43
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,0,438,0,438,438
QUIME,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,5,3,5,3,8
QUIRUSILLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,10,15,10,15,25
REYES,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,140,180,140,180,320
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,182,220,182,220,402
RURRENABAQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,39,49,39,49,88
SACABA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,537,758,537,758,1295
SACABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,29,40,29,40,69
SACACA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,28,26,28,26,54
SAMAIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,9,9,9,9,18
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,108,92,108,92,200
SAN BENITO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,19,20,19,20,39
SAN BORJA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,108,117,108,117,225
SAN BUENA VENTURA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,34,34,34,34,68
SAN IGNACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,47,74,47,74,121
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,0,13,0,13,13
SAN JAVIER(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,174,133,174,133,307
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,15,13,15,13,28
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,15,17,15,17,32
SAN LORENZO(PND),atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,11,7,11,7,18
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,6,8,6,8,14
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,357,36,357,36,393
SAN MIGUEL DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,30,25,30,25,55
SAN PEDRO DE CURAHUARA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,4,10,4,10,14
SAN PEDRO DE TIQUINA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,2,5,2,5,7
SAN RAFAEL,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,348,272,348,272,620
SAN RAMON BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,75,67,75,67,142
SAN RAMON SCZ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,9,9,9,9,18
SANTA ANA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,63,32,63,32,95
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,4806,5477,4806,5477,10283
SANTA ROSA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,188,176,188,176,364
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,157,133,157,133,290
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,2,2,2,2,4
SANTIAGO DE HUATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,50,58,50,58,108
SANTIAGO DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,10,12,10,12,22
SANTIVAÑES,atencion odontologica,acciones preventivas fuera del establecimiento,2010-08-01,200,271,200,271,471
