,group,variable,month,OTRAS ACCIONES CANTIDAD,OTRAS ACCIONES CANTIDAD,TOTALES,TOTALES,TOTALES
HUACHACALLA,atencion odontologica,otras acciones,2010-07-01,0,1,0,1,1
HUANUNI,atencion odontologica,otras acciones,2010-07-01,29,81,29,81,110
HUARACAJE,atencion odontologica,otras acciones,2010-07-01,1,2,1,2,3
HUAYLLAMARCA,atencion odontologica,otras acciones,2010-07-01,15,36,15,36,51
ICLA,atencion odontologica,otras acciones,2010-07-01,10,17,10,17,27
INQUISIVI,atencion odontologica,otras acciones,2010-07-01,3,5,3,5,8
IRUPANA (VILLA DE LANZA),atencion odontologica,otras acciones,2010-07-01,32,21,32,21,53
IXIAMAS,atencion odontologica,otras acciones,2010-07-01,11,20,11,20,31
JESUS DE MACHACA,atencion odontologica,otras acciones,2010-07-01,18,38,18,38,56
LA ASUNTA,atencion odontologica,otras acciones,2010-07-01,6,3,6,3,9
LA PAZ,atencion odontologica,otras acciones,2010-07-01,3283,3722,3283,3722,7005
LAJA,atencion odontologica,otras acciones,2010-07-01,10,15,10,15,25
LLALLAGUA,atencion odontologica,otras acciones,2010-07-01,76,259,76,259,335
LLICA,atencion odontologica,otras acciones,2010-07-01,21,66,21,66,87
MACHACAMARCA,atencion odontologica,otras acciones,2010-07-01,12,28,12,28,40
MACHARETI,atencion odontologica,otras acciones,2010-07-01,4,3,4,3,7
MAIRANA,atencion odontologica,otras acciones,2010-07-01,39,74,39,74,113
MINEROS,atencion odontologica,otras acciones,2010-07-01,108,167,108,167,275
MOCOMOCO,atencion odontologica,otras acciones,2010-07-01,9,9,9,9,18
MOJOCOYA,atencion odontologica,otras acciones,2010-07-01,22,23,22,23,45
MONTEAGUDO,atencion odontologica,otras acciones,2010-07-01,31,88,31,88,119
MONTERO,atencion odontologica,otras acciones,2010-07-01,29,157,29,157,186
MOROCHATA,atencion odontologica,otras acciones,2010-07-01,4,4,4,4,8
OCURI,atencion odontologica,otras acciones,2010-07-01,10,12,10,12,22
OMEREQUE,atencion odontologica,otras acciones,2010-07-01,1,5,1,5,6
ORURO,atencion odontologica,otras acciones,2010-07-01,812,1454,812,1454,2266
PADCAYA,atencion odontologica,otras acciones,2010-07-01,9,35,9,35,44
PADILLA,atencion odontologica,otras acciones,2010-07-01,4,18,4,18,22
PAILON,atencion odontologica,otras acciones,2010-07-01,3,3,3,3,6
PALOS BLANCOS,atencion odontologica,otras acciones,2010-07-01,11,13,11,13,24
PAMPA AULLAGAS,atencion odontologica,otras acciones,2010-07-01,3,9,3,9,12
PAMPA GRANDE,atencion odontologica,otras acciones,2010-07-01,1,12,1,12,13
PATACAMAYA,atencion odontologica,otras acciones,2010-07-01,7,9,7,9,16
PAZÑA,atencion odontologica,otras acciones,2010-07-01,19,53,19,53,72
PELECHUCO,atencion odontologica,otras acciones,2010-07-01,5,11,5,11,16
POCONA,atencion odontologica,otras acciones,2010-07-01,16,24,16,24,40
POJO (CBBA),atencion odontologica,otras acciones,2010-07-01,13,16,13,16,29
POOPO,atencion odontologica,otras acciones,2010-07-01,29,24,29,24,53
PORCO,atencion odontologica,otras acciones,2010-07-01,25,66,25,66,91
POROMA,atencion odontologica,otras acciones,2010-07-01,5,7,5,7,12
PORONGO,atencion odontologica,otras acciones,2010-07-01,6,6,6,6,12
PORTACHUELO,atencion odontologica,otras acciones,2010-07-01,33,46,33,46,79
PORVENIR,atencion odontologica,otras acciones,2010-07-01,15,28,15,28,43
POSTRER VALLE,atencion odontologica,otras acciones,2010-07-01,3,1,3,1,4
POTOSI,atencion odontologica,otras acciones,2010-07-01,209,397,209,397,606
PRESTO,atencion odontologica,otras acciones,2010-07-01,3,2,3,2,5
PUCARA,atencion odontologica,otras acciones,2010-07-01,2,5,2,5,7
PUCARANI,atencion odontologica,otras acciones,2010-07-01,20,16,20,16,36
PUERTO ACOSTA,atencion odontologica,otras acciones,2010-07-01,6,4,6,4,10
PUERTO GONZALO MORENO,atencion odontologica,otras acciones,2010-07-01,1,2,1,2,3
PUERTO QUIJARRO,atencion odontologica,otras acciones,2010-07-01,12,90,12,90,102
PUERTO RICO,atencion odontologica,otras acciones,2010-07-01,28,5,28,5,33
PUERTO SUAREZ,atencion odontologica,otras acciones,2010-07-01,13,28,13,28,41
PUERTO VILLARROEL,atencion odontologica,otras acciones,2010-07-01,41,79,41,79,120
PUNA,atencion odontologica,otras acciones,2010-07-01,45,55,45,55,100
PUNATA,atencion odontologica,otras acciones,2010-07-01,68,99,68,99,167
QUILLACOLLO,atencion odontologica,otras acciones,2010-07-01,196,260,196,260,456
QUIME,atencion odontologica,otras acciones,2010-07-01,91,75,91,75,166
QUIRUSILLAS,atencion odontologica,otras acciones,2010-07-01,4,0,4,0,4
RIBERALTA,atencion odontologica,otras acciones,2010-07-01,5,7,5,7,12
ROBORE,atencion odontologica,otras acciones,2010-07-01,15,20,15,20,35
RURRENABAQUE,atencion odontologica,otras acciones,2010-07-01,4,4,4,4,8
SABAYA,atencion odontologica,otras acciones,2010-07-01,70,78,70,78,148
SACABA,atencion odontologica,otras acciones,2010-07-01,353,858,353,858,1211
SACABAMBA,atencion odontologica,otras acciones,2010-07-01,3,3,3,3,6
SACACA,atencion odontologica,otras acciones,2010-07-01,3,0,3,0,3
SAIPINA,atencion odontologica,otras acciones,2010-07-01,18,16,18,16,34
SALINAS DE GARCI MENDOZA,atencion odontologica,otras acciones,2010-07-01,11,29,11,29,40
SAMAIPATA,atencion odontologica,otras acciones,2010-07-01,7,38,7,38,45
SAN AGUSTIN,atencion odontologica,otras acciones,2010-07-01,0,2,0,2,2
SAN ANDRES,atencion odontologica,otras acciones,2010-07-01,6,8,6,8,14
SAN ANDRES DE MACHACA,atencion odontologica,otras acciones,2010-07-01,41,40,41,40,81
SAN ANTONIO DE LOMERIO,atencion odontologica,otras acciones,2010-07-01,5,10,5,10,15
SAN BENITO,atencion odontologica,otras acciones,2010-07-01,1,0,1,0,1
SAN BORJA,atencion odontologica,otras acciones,2010-07-01,11,11,11,11,22
SAN CARLOS,atencion odontologica,otras acciones,2010-07-01,5,13,5,13,18
SAN IGNACIO,atencion odontologica,otras acciones,2010-07-01,3,7,3,7,10
SAN IGNACIO DE VELASCO,atencion odontologica,otras acciones,2010-07-01,11,16,11,16,27
SAN JAVIER(BNI),atencion odontologica,otras acciones,2010-07-01,0,2,0,2,2
SAN JAVIER(STC),atencion odontologica,otras acciones,2010-07-01,3,9,3,9,12
SAN JOSE DE CHIQUITOS,atencion odontologica,otras acciones,2010-07-01,31,76,31,76,107
SAN LORENZO(TJA),atencion odontologica,otras acciones,2010-07-01,85,199,85,199,284
SAN LUCAS,atencion odontologica,otras acciones,2010-07-01,12,15,12,15,27
SAN MIGUEL DE VELASCO,atencion odontologica,otras acciones,2010-07-01,43,36,43,36,79
SAN PEDRO DE BUENA VISTA,atencion odontologica,otras acciones,2010-07-01,15,15,15,15,30
SAN PEDRO DE CURAHUARA,atencion odontologica,otras acciones,2010-07-01,11,13,11,13,24
SAN PEDRO DE TIQUINA,atencion odontologica,otras acciones,2010-07-01,13,18,13,18,31
SAN RAFAEL,atencion odontologica,otras acciones,2010-07-01,5,6,5,6,11
SANTA ANA,atencion odontologica,otras acciones,2010-07-01,3,14,3,14,17
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2010-07-01,850,953,850,953,1803
SANTA ROSA,atencion odontologica,otras acciones,2010-07-01,154,126,154,126,280
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2010-07-01,13,21,13,21,34
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2010-07-01,2,6,2,6,8
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2010-07-01,22,33,22,33,55
SANTIAGO DE HUATA,atencion odontologica,otras acciones,2010-07-01,2,1,2,1,3
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2010-07-01,3,8,3,8,11
SANTIVAÑES,atencion odontologica,otras acciones,2010-07-01,12,28,12,28,40
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2010-07-01,1,0,1,0,1
SAPAHAQUI,atencion odontologica,otras acciones,2010-07-01,12,6,12,6,18
SENA,atencion odontologica,otras acciones,2010-07-01,8,7,8,7,15
SICA SICA (VILLA AROMA),atencion odontologica,otras acciones,2010-07-01,5,1,5,1,6
SIPE SIPE,atencion odontologica,otras acciones,2010-07-01,74,79,74,79,153
SOPACHUY,atencion odontologica,otras acciones,2010-07-01,40,53,40,53,93
SORACACHI,atencion odontologica,otras acciones,2010-07-01,22,26,22,26,48
SORATA,atencion odontologica,otras acciones,2010-07-01,31,42,31,42,73
SUCRE,atencion odontologica,otras acciones,2010-07-01,698,930,698,930,1628
TACACOMA,atencion odontologica,otras acciones,2010-07-01,3,0,3,0,3
TACOPAYA,atencion odontologica,otras acciones,2010-07-01,0,4,0,4,4
TAHUA,atencion odontologica,otras acciones,2010-07-01,0,3,0,3,3
TAPACARI,atencion odontologica,otras acciones,2010-07-01,16,29,16,29,45
TARABUCO,atencion odontologica,otras acciones,2010-07-01,11,12,11,12,23
TARACO,atencion odontologica,otras acciones,2010-07-01,7,8,7,8,15
TARIJA,atencion odontologica,otras acciones,2010-07-01,755,1374,755,1374,2129
TARVITA,atencion odontologica,otras acciones,2010-07-01,19,43,19,43,62
TEOPONTE,atencion odontologica,otras acciones,2010-07-01,0,1,0,1,1
TIAWANACU,atencion odontologica,otras acciones,2010-07-01,23,16,23,16,39
TINGUIPAYA,atencion odontologica,otras acciones,2010-07-01,8,21,8,21,29
TIQUIPAYA,atencion odontologica,otras acciones,2010-07-01,120,266,120,266,386
TIRAQUE (CBBA),atencion odontologica,otras acciones,2010-07-01,45,78,45,78,123
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,otras acciones,2010-07-01,0,2,0,2,2
TOCO,atencion odontologica,otras acciones,2010-07-01,10,37,10,37,47
TOLATA,atencion odontologica,otras acciones,2010-07-01,143,190,143,190,333
TOLEDO,atencion odontologica,otras acciones,2010-07-01,3,0,3,0,3
TOMAVE,atencion odontologica,otras acciones,2010-07-01,19,29,19,29,48
TOMINA,atencion odontologica,otras acciones,2010-07-01,373,382,373,382,755
TORO TORO,atencion odontologica,otras acciones,2010-07-01,14,28,14,28,42
TOTORA(CBBA),atencion odontologica,otras acciones,2010-07-01,27,70,27,70,97
TOTORA(ORR),atencion odontologica,otras acciones,2010-07-01,0,7,0,7,7
TRINIDAD,atencion odontologica,otras acciones,2010-07-01,121,82,121,82,203
TUPIZA,atencion odontologica,otras acciones,2010-07-01,60,30,60,30,90
TURCO,atencion odontologica,otras acciones,2010-07-01,9,41,9,41,50
URIONDO (A. CONCEPCION),atencion odontologica,otras acciones,2010-07-01,43,145,43,145,188
URUBICHA,atencion odontologica,otras acciones,2010-07-01,3,8,3,8,11
UYUNI,atencion odontologica,otras acciones,2010-07-01,10,18,10,18,28
VACAS,atencion odontologica,otras acciones,2010-07-01,23,28,23,28,51
VALLEGRANDE,atencion odontologica,otras acciones,2010-07-01,11,19,11,19,30
VIACHA,atencion odontologica,otras acciones,2010-07-01,17,52,17,52,69
VILLA CHARCAS,atencion odontologica,otras acciones,2010-07-01,11,24,11,24,35
VILLA MONTES,atencion odontologica,otras acciones,2010-07-01,77,80,77,80,157
VILLA RIVERO,atencion odontologica,otras acciones,2010-07-01,12,26,12,26,38
VILLA TUNARI,atencion odontologica,otras acciones,2010-07-01,32,61,32,61,93
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,otras acciones,2010-07-01,4,8,4,8,12
VILLAZON,atencion odontologica,otras acciones,2010-07-01,77,162,77,162,239
VITICHI,atencion odontologica,otras acciones,2010-07-01,16,37,16,37,53
WALDO BALLIVIAN,atencion odontologica,otras acciones,2010-07-01,0,1,0,1,1
WARNES,atencion odontologica,otras acciones,2010-07-01,25,43,25,43,68
YACO,atencion odontologica,otras acciones,2010-07-01,6,1,6,1,7
YACUIBA,atencion odontologica,otras acciones,2010-07-01,102,198,102,198,300
YAMPARAEZ,atencion odontologica,otras acciones,2010-07-01,10,23,10,23,33
YANACACHI,atencion odontologica,otras acciones,2010-07-01,14,13,14,13,27
YAPACANI,atencion odontologica,otras acciones,2010-07-01,7,5,7,5,12
YOCALLA,atencion odontologica,otras acciones,2010-07-01,21,33,21,33,54
YOTALA,atencion odontologica,otras acciones,2010-07-01,28,63,28,63,91
YUNCHARA,atencion odontologica,otras acciones,2010-07-01,12,10,12,10,22
ZUDAÑEZ,atencion odontologica,otras acciones,2010-07-01,32,20,32,20,52
ACACIO,atencion odontologica,otras acciones,2010-08-01,23,12,23,12,35
ACHACACHI,atencion odontologica,otras acciones,2010-08-01,21,36,21,36,57
ACHOCALLA,atencion odontologica,otras acciones,2010-08-01,0,1,0,1,1
ALCALA,atencion odontologica,otras acciones,2010-08-01,31,70,31,70,101
ALTO BENI,atencion odontologica,otras acciones,2010-08-01,14,0,14,0,14
ANCORAIMES,atencion odontologica,otras acciones,2010-08-01,13,15,13,15,28
ANDAMARCA,atencion odontologica,otras acciones,2010-08-01,33,25,33,25,58
ANTEQUERA,atencion odontologica,otras acciones,2010-08-01,38,34,38,34,72
ANZALDO,atencion odontologica,otras acciones,2010-08-01,6,13,6,13,19
APOLO,atencion odontologica,otras acciones,2010-08-01,17,36,17,36,53
ARAMPAMPA,atencion odontologica,otras acciones,2010-08-01,2,6,2,6,8
ARANI,atencion odontologica,otras acciones,2010-08-01,21,30,21,30,51
ASCENCION DE GUARAYOS,atencion odontologica,otras acciones,2010-08-01,0,1,0,1,1
ATOCHA,atencion odontologica,otras acciones,2010-08-01,152,166,152,166,318
AYATA,atencion odontologica,otras acciones,2010-08-01,0,3,0,3,3
AYO AYO,atencion odontologica,otras acciones,2010-08-01,19,20,19,20,39
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,otras acciones,2010-08-01,28,52,28,52,80
AZURDUY,atencion odontologica,otras acciones,2010-08-01,8,11,8,11,19
BATALLAS,atencion odontologica,otras acciones,2010-08-01,1,3,1,3,4
BAURES,atencion odontologica,otras acciones,2010-08-01,17,13,17,13,30
BELEN DE ANDAMARCA,atencion odontologica,otras acciones,2010-08-01,9,10,9,10,19
BELEN DE URMIRI,atencion odontologica,otras acciones,2010-08-01,5,10,5,10,15
BERMEJO,atencion odontologica,otras acciones,2010-08-01,57,79,57,79,136
BETANZOS,atencion odontologica,otras acciones,2010-08-01,1,1,1,1,2
BOLIVAR,atencion odontologica,otras acciones,2010-08-01,4,2,4,2,6
BOLPEBRA,atencion odontologica,otras acciones,2010-08-01,2,0,2,0,2
BUENA VISTA,atencion odontologica,otras acciones,2010-08-01,14,20,14,20,34
CABEZAS,atencion odontologica,otras acciones,2010-08-01,2,9,2,9,11
CAIROMA,atencion odontologica,otras acciones,2010-08-01,29,32,29,32,61
"CAIZA ""D""",atencion odontologica,otras acciones,2010-08-01,19,41,19,41,60
CALACOTO,atencion odontologica,otras acciones,2010-08-01,4,6,4,6,10
CALAMARCA,atencion odontologica,otras acciones,2010-08-01,48,54,48,54,102
CAMARGO,atencion odontologica,otras acciones,2010-08-01,55,143,55,143,198
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,otras acciones,2010-08-01,91,81,91,81,172
CAMIRI,atencion odontologica,otras acciones,2010-08-01,67,96,67,96,163
CAPINOTA,atencion odontologica,otras acciones,2010-08-01,56,89,56,89,145
CAQUIAVIRI,atencion odontologica,otras acciones,2010-08-01,12,29,12,29,41
CARACOLLO,atencion odontologica,otras acciones,2010-08-01,106,145,106,145,251
CARANAVI,atencion odontologica,otras acciones,2010-08-01,108,141,108,141,249
CARAPARI,atencion odontologica,otras acciones,2010-08-01,21,32,21,32,53
CARIPUYO,atencion odontologica,otras acciones,2010-08-01,0,12,0,12,12
CARMEN RIVERO TORREZ,atencion odontologica,otras acciones,2010-08-01,11,10,11,10,21
CATACORA,atencion odontologica,otras acciones,2010-08-01,4,6,4,6,10
CHALLAPATA,atencion odontologica,otras acciones,2010-08-01,100,128,100,128,228
CHARAGUA,atencion odontologica,otras acciones,2010-08-01,3,3,3,3,6
CHAYANTA,atencion odontologica,otras acciones,2010-08-01,51,88,51,88,139
CHIMORE,atencion odontologica,otras acciones,2010-08-01,63,23,63,23,86
CHOQUE COTA,atencion odontologica,otras acciones,2010-08-01,18,21,18,21,39
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,otras acciones,2010-08-01,20,24,20,24,44
CHUMA,atencion odontologica,otras acciones,2010-08-01,27,28,27,28,55
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,otras acciones,2010-08-01,10,18,10,18,28
CKOCHAS,atencion odontologica,otras acciones,2010-08-01,17,16,17,16,33
CLIZA,atencion odontologica,otras acciones,2010-08-01,58,92,58,92,150
COBIJA,atencion odontologica,otras acciones,2010-08-01,19,63,19,63,82
COCAPATA,atencion odontologica,otras acciones,2010-08-01,1,5,1,5,6
COCHABAMBA,atencion odontologica,otras acciones,2010-08-01,5146,5709,5146,5709,10855
COIPASA,atencion odontologica,otras acciones,2010-08-01,2,3,2,3,5
COLCAPIRHUA,atencion odontologica,otras acciones,2010-08-01,123,184,123,184,307
"COLCHA ""K""",atencion odontologica,otras acciones,2010-08-01,2,1,2,1,3
COLOMI,atencion odontologica,otras acciones,2010-08-01,6,25,6,25,31
COLQUECHACA,atencion odontologica,otras acciones,2010-08-01,18,21,18,21,39
COLQUIRI,atencion odontologica,otras acciones,2010-08-01,236,33,236,33,269
COMANCHE,atencion odontologica,otras acciones,2010-08-01,10,11,10,11,21
COMARAPA,atencion odontologica,otras acciones,2010-08-01,34,33,34,33,67
COPACABANA,atencion odontologica,otras acciones,2010-08-01,3,4,3,4,7
CORIPATA,atencion odontologica,otras acciones,2010-08-01,40,49,40,49,89
COROICO,atencion odontologica,otras acciones,2010-08-01,13,26,13,26,39
CORQUE,atencion odontologica,otras acciones,2010-08-01,68,63,68,63,131
COTAGAITA,atencion odontologica,otras acciones,2010-08-01,133,144,133,144,277
CUATRO CAÑADAS,atencion odontologica,otras acciones,2010-08-01,9,71,9,71,80
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,otras acciones,2010-08-01,2,1,2,1,3
CUEVO,atencion odontologica,otras acciones,2010-08-01,1,0,1,0,1
CULPINA,atencion odontologica,otras acciones,2010-08-01,12,213,12,213,225
CURAHUARA DE CARANGAS,atencion odontologica,otras acciones,2010-08-01,18,24,18,24,42
CURVA,atencion odontologica,otras acciones,2010-08-01,24,28,24,28,52
EL ALTO,atencion odontologica,otras acciones,2010-08-01,1185,1772,1185,1772,2957
EL CHORO,atencion odontologica,otras acciones,2010-08-01,4,4,4,4,8
EL PUENTE(STC),atencion odontologica,otras acciones,2010-08-01,24,38,24,38,62
EL TORNO,atencion odontologica,otras acciones,2010-08-01,2,1,2,1,3
EL VILLAR,atencion odontologica,otras acciones,2010-08-01,1,2,1,2,3
ENTRE RIOS TRJ,atencion odontologica,otras acciones,2010-08-01,31,48,31,48,79
ENTRE RIOS CBBA,atencion odontologica,otras acciones,2010-08-01,3,6,3,6,9
ESCOMA,atencion odontologica,otras acciones,2010-08-01,15,4,15,4,19
EUCALIPTUS,atencion odontologica,otras acciones,2010-08-01,10,33,10,33,43
FERNANDEZ ALONSO,atencion odontologica,otras acciones,2010-08-01,1,0,1,0,1
FILADELFIA,atencion odontologica,otras acciones,2010-08-01,6,1,6,1,7
GENERAL SAAVEDRA,atencion odontologica,otras acciones,2010-08-01,20,18,20,18,38
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,otras acciones,2010-08-01,11,28,11,28,39
GUAQUI,atencion odontologica,otras acciones,2010-08-01,18,23,18,23,41
GUAYARAMERIN,atencion odontologica,otras acciones,2010-08-01,11,27,11,27,38
GUTIERREZ,atencion odontologica,otras acciones,2010-08-01,76,81,76,81,157
HUACARETA,atencion odontologica,otras acciones,2010-08-01,41,66,41,66,107
HUACAYA (VILLA DE HUACAYA),atencion odontologica,otras acciones,2010-08-01,3,2,3,2,5
HUACHACALLA,atencion odontologica,otras acciones,2010-08-01,26,20,26,20,46
HUANUNI,atencion odontologica,otras acciones,2010-08-01,27,54,27,54,81
HUARACAJE,atencion odontologica,otras acciones,2010-08-01,2,2,2,2,4
HUAYLLAMARCA,atencion odontologica,otras acciones,2010-08-01,18,25,18,25,43
ICLA,atencion odontologica,otras acciones,2010-08-01,8,15,8,15,23
INCAHUASI,atencion odontologica,otras acciones,2010-08-01,17,18,17,18,35
INQUISIVI,atencion odontologica,otras acciones,2010-08-01,3,9,3,9,12
IRUPANA (VILLA DE LANZA),atencion odontologica,otras acciones,2010-08-01,25,36,25,36,61
IXIAMAS,atencion odontologica,otras acciones,2010-08-01,10,14,10,14,24
JESUS DE MACHACA,atencion odontologica,otras acciones,2010-08-01,31,54,31,54,85
LA ASUNTA,atencion odontologica,otras acciones,2010-08-01,10,8,10,8,18
LA GUARDIA,atencion odontologica,otras acciones,2010-08-01,0,5,0,5,5
LA PAZ,atencion odontologica,otras acciones,2010-08-01,3451,3413,3451,3413,6864
LAJA,atencion odontologica,otras acciones,2010-08-01,0,2,0,2,2
LICOMA PAMPA,atencion odontologica,otras acciones,2010-08-01,0,1,0,1,1
LLALLAGUA,atencion odontologica,otras acciones,2010-08-01,88,256,88,256,344
LLICA,atencion odontologica,otras acciones,2010-08-01,30,55,30,55,85
LURIBAY,atencion odontologica,otras acciones,2010-08-01,4,4,4,4,8
MACHACAMARCA,atencion odontologica,otras acciones,2010-08-01,3,7,3,7,10
MACHARETI,atencion odontologica,otras acciones,2010-08-01,12,7,12,7,19
MAGDALENA,atencion odontologica,otras acciones,2010-08-01,5,7,5,7,12
MAIRANA,atencion odontologica,otras acciones,2010-08-01,76,52,76,52,128
MAPIRI,atencion odontologica,otras acciones,2010-08-01,0,5,0,5,5
MINEROS,atencion odontologica,otras acciones,2010-08-01,126,261,126,261,387
MOCOMOCO,atencion odontologica,otras acciones,2010-08-01,3,8,3,8,11
MOJOCOYA,atencion odontologica,otras acciones,2010-08-01,13,21,13,21,34
MONTEAGUDO,atencion odontologica,otras acciones,2010-08-01,19,116,19,116,135
MONTERO,atencion odontologica,otras acciones,2010-08-01,20,26,20,26,46
MOROCHATA,atencion odontologica,otras acciones,2010-08-01,9,0,9,0,9
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,otras acciones,2010-08-01,0,1,0,1,1
OCURI,atencion odontologica,otras acciones,2010-08-01,10,4,10,4,14
OMEREQUE,atencion odontologica,otras acciones,2010-08-01,5,4,5,4,9
ORURO,atencion odontologica,otras acciones,2010-08-01,731,941,731,941,1672
PADCAYA,atencion odontologica,otras acciones,2010-08-01,27,49,27,49,76
PADILLA,atencion odontologica,otras acciones,2010-08-01,18,15,18,15,33
PALCA,atencion odontologica,otras acciones,2010-08-01,12,11,12,11,23
PALOS BLANCOS,atencion odontologica,otras acciones,2010-08-01,7,9,7,9,16
PAMPA AULLAGAS,atencion odontologica,otras acciones,2010-08-01,7,12,7,12,19
PAMPA GRANDE,atencion odontologica,otras acciones,2010-08-01,2,20,2,20,22
PAPEL PAMPA,atencion odontologica,otras acciones,2010-08-01,0,22,0,22,22
PATACAMAYA,atencion odontologica,otras acciones,2010-08-01,14,20,14,20,34
PAZÑA,atencion odontologica,otras acciones,2010-08-01,31,36,31,36,67
PELECHUCO,atencion odontologica,otras acciones,2010-08-01,10,18,10,18,28
POCOATA,atencion odontologica,otras acciones,2010-08-01,9,4,9,4,13
POCONA,atencion odontologica,otras acciones,2010-08-01,25,23,25,23,48
POJO (CBBA),atencion odontologica,otras acciones,2010-08-01,10,31,10,31,41
POOPO,atencion odontologica,otras acciones,2010-08-01,27,47,27,47,74
PORCO,atencion odontologica,otras acciones,2010-08-01,25,41,25,41,66
POROMA,atencion odontologica,otras acciones,2010-08-01,19,12,19,12,31
PORONGO,atencion odontologica,otras acciones,2010-08-01,3,1,3,1,4
PORTACHUELO,atencion odontologica,otras acciones,2010-08-01,10,84,10,84,94
PORVENIR,atencion odontologica,otras acciones,2010-08-01,17,39,17,39,56
POTOSI,atencion odontologica,otras acciones,2010-08-01,151,211,151,211,362
PRESTO,atencion odontologica,otras acciones,2010-08-01,1,3,1,3,4
PUCARANI,atencion odontologica,otras acciones,2010-08-01,92,112,92,112,204
PUERTO ACOSTA,atencion odontologica,otras acciones,2010-08-01,3,4,3,4,7
PUERTO CARABUCO,atencion odontologica,otras acciones,2010-08-01,7,8,7,8,15
PUERTO QUIJARRO,atencion odontologica,otras acciones,2010-08-01,42,88,42,88,130
PUERTO RICO,atencion odontologica,otras acciones,2010-08-01,8,5,8,5,13
PUERTO SILES,atencion odontologica,otras acciones,2010-08-01,3,9,3,9,12
PUERTO SUAREZ,atencion odontologica,otras acciones,2010-08-01,4,18,4,18,22
PUERTO VILLARROEL,atencion odontologica,otras acciones,2010-08-01,22,28,22,28,50
PUNA,atencion odontologica,otras acciones,2010-08-01,24,36,24,36,60
PUNATA,atencion odontologica,otras acciones,2010-08-01,55,64,55,64,119
QUIABAYA,atencion odontologica,otras acciones,2010-08-01,1,0,1,0,1
QUILLACOLLO,atencion odontologica,otras acciones,2010-08-01,93,175,93,175,268
QUIME,atencion odontologica,otras acciones,2010-08-01,50,54,50,54,104
QUIRUSILLAS,atencion odontologica,otras acciones,2010-08-01,6,12,6,12,18
RAVELO,atencion odontologica,otras acciones,2010-08-01,2,8,2,8,10
RIBERALTA,atencion odontologica,otras acciones,2010-08-01,20,47,20,47,67
ROBORE,atencion odontologica,otras acciones,2010-08-01,9,6,9,6,15
RURRENABAQUE,atencion odontologica,otras acciones,2010-08-01,39,68,39,68,107
SABAYA,atencion odontologica,otras acciones,2010-08-01,45,59,45,59,104
SACABA,atencion odontologica,otras acciones,2010-08-01,521,624,521,624,1145
SACABAMBA,atencion odontologica,otras acciones,2010-08-01,4,4,4,4,8
SACACA,atencion odontologica,otras acciones,2010-08-01,2,1,2,1,3
SAIPINA,atencion odontologica,otras acciones,2010-08-01,16,36,16,36,52
SALINAS DE GARCI MENDOZA,atencion odontologica,otras acciones,2010-08-01,29,35,29,35,64
SAMAIPATA,atencion odontologica,otras acciones,2010-08-01,11,33,11,33,44
SAN AGUSTIN,atencion odontologica,otras acciones,2010-08-01,1,4,1,4,5
SAN ANDRES,atencion odontologica,otras acciones,2010-08-01,4,5,4,5,9
SAN ANDRES DE MACHACA,atencion odontologica,otras acciones,2010-08-01,48,62,48,62,110
SAN ANTONIO DE LOMERIO,atencion odontologica,otras acciones,2010-08-01,10,23,10,23,33
SAN BENITO,atencion odontologica,otras acciones,2010-08-01,8,19,8,19,27
SAN BORJA,atencion odontologica,otras acciones,2010-08-01,18,19,18,19,37
SAN CARLOS,atencion odontologica,otras acciones,2010-08-01,8,23,8,23,31
SAN IGNACIO,atencion odontologica,otras acciones,2010-08-01,7,7,7,7,14
SAN IGNACIO DE VELASCO,atencion odontologica,otras acciones,2010-08-01,0,10,0,10,10
SAN JOSE DE CHIQUITOS,atencion odontologica,otras acciones,2010-08-01,55,99,55,99,154
SAN JUAN DE YAPACANI,atencion odontologica,otras acciones,2010-08-01,0,3,0,3,3
SAN LORENZO(PND),atencion odontologica,otras acciones,2010-08-01,0,3,0,3,3
SAN LORENZO(TJA),atencion odontologica,otras acciones,2010-08-01,107,136,107,136,243
SAN LUCAS,atencion odontologica,otras acciones,2010-08-01,15,6,15,6,21
SAN MIGUEL DE VELASCO,atencion odontologica,otras acciones,2010-08-01,19,60,19,60,79
SAN PEDRO DE BUENA VISTA,atencion odontologica,otras acciones,2010-08-01,14,17,14,17,31
SAN PEDRO DE CURAHUARA,atencion odontologica,otras acciones,2010-08-01,21,35,21,35,56
