,group,variable,month,CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
TAPACARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,98,168,98,168,266
TARABUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,81,114,81,114,195
TARACO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,20,27,20,27,47
TARATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,64,81,64,81,145
TARIJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,2250,3916,2250,3916,6166
TARVITA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,27,142,27,142,169
TEOPONTE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,5,1,5,1,6
TIAWANACU,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,135,124,135,124,259
TINGUIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,31,39,31,39,70
TIPUANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,5,14,5,14,19
TIQUIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,150,178,150,178,328
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,68,65,68,65,133
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,6,10,6,10,16
TOCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,39,63,39,63,102
TOLATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,465,356,465,356,821
TOLEDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,32,80,32,80,112
TOMAVE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,28,45,28,45,73
TOMINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,451,228,451,228,679
TORO TORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,71,68,71,68,139
TOTORA(CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,148,176,148,176,324
TOTORA(ORR),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,3,21,3,21,24
TRIGAL,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,6,20,6,20,26
TRINIDAD,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,652,675,652,675,1327
TUPIZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,241,249,241,249,490
TURCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,33,60,33,60,93
UMALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,5,7,5,7,12
UNCIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,19,56,19,56,75
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,274,614,274,614,888
UYUNI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,55,95,55,95,150
VACAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,17,43,17,43,60
VALLEGRANDE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,68,134,68,134,202
VIACHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,57,105,57,105,162
VILA VILA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,2,20,2,20,22
VILLA CHARCAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,16,34,16,34,50
VILLA MONTES,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,502,749,502,749,1251
VILLA RIVERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,26,49,26,49,75
VILLA SERRANO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,70,131,70,131,201
VILLA TUNARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,372,551,372,551,923
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,46,78,46,78,124
VILLAZON,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,179,307,179,307,486
VINTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,52,24,52,24,76
VITICHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,24,63,24,63,87
WALDO BALLIVIAN,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,3,11,3,11,14
WARNES,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,148,450,148,450,598
YACO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,28,22,28,22,50
YACUIBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,675,1295,675,1295,1970
YAMPARAEZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,9,24,9,24,33
YANACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,23,45,23,45,68
YAPACANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,87,224,87,224,311
YOCALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,23,23,23,23,46
YOTALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,40,40,40,40,80
YUNCHARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,22,64,22,64,86
ZUDAÑEZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-07-01,41,29,41,29,70
ACACIO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,8,17,8,17,25
ACHACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,119,205,119,205,324
ACHOCALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,279,285,279,285,564
AIQUILE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,36,85,36,85,121
ALALAY,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,38,44,38,44,82
ALCALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,66,167,66,167,233
ALTO BENI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,108,10,108,10,118
ANCORAIMES,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,26,46,26,46,72
ANDAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,30,36,30,36,66
ANTEQUERA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,50,49,50,49,99
ANZALDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,36,50,36,50,86
APOLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,42,120,42,120,162
ARAMPAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,3,5,3,5,8
ARANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,9,20,9,20,29
ARBIETO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,12,16,12,16,28
ARQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,63,116,63,116,179
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,19,21,19,21,40
ATOCHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,347,342,347,342,689
AYATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,65,117,65,117,182
AYO AYO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,23,29,23,29,52
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,86,150,86,150,236
AZURDUY,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,96,96,96,96,192
BATALLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,12,77,12,77,89
BAURES,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,26,19,26,19,45
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,12,12,12,12,24
BELEN DE URMIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,5,13,5,13,18
BERMEJO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,259,446,259,446,705
BETANZOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,26,65,26,65,91
BOLIVAR,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,31,40,31,40,71
BOLPEBRA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,38,38,38,38,76
BOYUIBE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,27,46,27,46,73
BUENA VISTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,45,72,45,72,117
CABEZAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,37,59,37,59,96
CAIROMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,45,52,45,52,97
"CAIZA ""D""",atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,29,56,29,56,85
CALACOTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,62,42,62,42,104
CALAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,70,123,70,123,193
CAMARGO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,209,299,209,299,508
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,91,99,91,99,190
CAMIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,115,114,115,114,229
CAPINOTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,150,208,150,208,358
CAQUIAVIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,74,91,74,91,165
CARACOLLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,173,256,173,256,429
CARANAVI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,161,166,161,166,327
CARAPARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,203,293,203,293,496
CARIPUYO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,69,93,69,93,162
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,26,37,26,37,63
CATACORA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,41,77,41,77,118
CHALLAPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,301,384,301,384,685
CHAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,3,7,3,7,10
CHARAGUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,121,146,121,146,267
CHARAÑA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,28,33,28,33,61
CHAYANTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,131,174,131,174,305
CHIMORE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,184,145,184,145,329
CHIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,37,37,37,37,74
CHOQUE COTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,24,25,24,25,49
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,29,32,29,32,61
CHUMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,82,136,82,136,218
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,13,21,13,21,34
CKOCHAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,23,40,23,40,63
CLIZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,210,276,210,276,486
COBIJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,184,244,184,244,428
COCAPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,53,84,53,84,137
COCHABAMBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,1906,2883,1906,2883,4789
COIPASA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,14,8,14,8,22
COLCAPIRHUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,45,161,45,161,206
"COLCHA ""K""",atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,6,4,6,4,10
COLLANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,9,17,9,17,26
COLOMI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,1683,1678,1683,1678,3361
COLPA BELGICA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,201,309,201,309,510
COLQUECHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,43,48,43,48,91
COLQUENCHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,24,49,24,49,73
COLQUIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,41,42,41,42,83
COMANCHE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,112,153,112,153,265
COMARAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,73,52,73,52,125
CONCEPCION,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,7,13,7,13,20
COPACABANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,21,42,21,42,63
CORIPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,58,101,58,101,159
CORO CORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,18,17,18,17,35
COROICO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,114,185,114,185,299
CORQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,75,74,75,74,149
COTAGAITA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,235,271,235,271,506
COTOCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,36,97,36,97,133
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,24,46,24,46,70
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,0,3,0,3,3
CUEVO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,39,58,39,58,97
CULPINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,27,24,27,24,51
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,33,43,33,43,76
CURVA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,61,89,61,89,150
DESAGUADERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,18,31,18,31,49
EL ALTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,2948,4683,2948,4683,7631
EL CHORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,13,10,13,10,23
EL PUENTE(STC),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,36,62,36,62,98
EL PUENTE(TJA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,75,206,75,206,281
EL TORNO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,368,441,368,441,809
EL VILLAR,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,27,64,27,64,91
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,101,194,101,194,295
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,5,98,5,98,103
ESCOMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,80,77,80,77,157
EUCALIPTUS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,90,142,90,142,232
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,73,129,73,129,202
FILADELFIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,116,119,116,119,235
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,53,65,53,65,118
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,63,92,63,92,155
GUANAY,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,62,92,62,92,154
GUAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,40,57,40,57,97
GUAYARAMERIN,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,298,461,298,461,759
GUTIERREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,56,129,56,129,185
HUACARETA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,67,105,67,105,172
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,3,9,3,9,12
HUACHACALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,18,26,18,26,44
HUANUNI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,55,76,55,76,131
HUARACAJE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,11,14,11,14,25
HUARINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,0,9,0,9,9
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,71,108,71,108,179
HUMANATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,2,28,2,28,30
ICLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,15,25,15,25,40
INCAHUASI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,13,33,13,33,46
INQUISIVI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,28,68,28,68,96
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,40,74,40,74,114
IXIAMAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,28,32,28,32,60
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,246,265,246,265,511
LA ASUNTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,20,24,20,24,44
LA GUARDIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,70,181,70,181,251
LA PAZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,4808,6877,4808,6877,11685
LAGUNILLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,32,39,32,39,71
LAJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,36,58,36,58,94
LAS CARRERAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,36,28,36,28,64
LICOMA PAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,3,6,3,6,9
LLALLAGUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,119,149,119,149,268
LLICA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,37,79,37,79,116
LORETO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,1,0,1,0,1
LURIBAY,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,14,28,14,28,42
MACHACAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,33,38,33,38,71
MACHARETI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,99,96,99,96,195
MAGDALENA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,57,106,57,106,163
MAIRANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,56,59,56,59,115
MALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,49,63,49,63,112
MAPIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,70,181,70,181,251
MECAPACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,36,58,36,58,94
MINEROS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,384,494,384,494,878
MIZQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,35,20,35,20,55
MOCOMOCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,68,101,68,101,169
MOJOCOYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,28,91,28,91,119
MONTEAGUDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,219,264,219,264,483
MONTERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,285,521,285,521,806
MORO MORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,11,18,11,18,29
MOROCHATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,17,57,17,57,74
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,5,4,5,4,9
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,6,2,6,2,8
OCURI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,23,61,23,61,84
OKINAWA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,35,69,35,69,104
OMEREQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,26,31,26,31,57
ORURO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,1385,1798,1385,1798,3183
PADCAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,176,207,176,207,383
PADILLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,95,155,95,155,250
PAILON,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,41,74,41,74,115
PALCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,79,134,79,134,213
PALOS BLANCOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,47,54,47,54,101
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,29,39,29,39,68
PAMPA GRANDE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,12,8,12,8,20
PAPEL PAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,22,29,22,29,51
PASORAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,20,13,20,13,33
PATACAMAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,37,91,37,91,128
PAZÑA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,40,74,40,74,114
PELECHUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,25,80,25,80,105
POCOATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,47,92,47,92,139
POCONA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,126,133,126,133,259
POJO (CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,29,79,29,79,108
POOPO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,48,65,48,65,113
PORCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,25,56,25,56,81
POROMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,13,37,13,37,50
PORONGO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,52,43,52,43,95
PORTACHUELO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,134,214,134,214,348
PORVENIR,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,26,42,26,42,68
POSTRER VALLE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,22,23,22,23,45
POTOSI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,307,958,307,958,1265
PRESTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,171,202,171,202,373
PUCARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,11,28,11,28,39
PUCARANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,227,273,227,273,500
PUERTO ACOSTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,7,14,7,14,21
PUERTO CARABUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,15,18,15,18,33
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,147,121,147,121,268
PUERTO QUIJARRO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,114,89,114,89,203
PUERTO RICO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,81,102,81,102,183
PUERTO SILES,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,51,104,51,104,155
PUERTO SUAREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,71,130,71,130,201
PUERTO VILLARROEL,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,112,187,112,187,299
PUNA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,70,119,70,119,189
PUNATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,108,179,108,179,287
QUIABAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,64,70,64,70,134
QUILLACOLLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,172,469,172,469,641
QUIME,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,188,149,188,149,337
QUIRUSILLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,50,12,50,12,62
RAVELO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,10,26,10,26,36
REYES,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,28,34,28,34,62
RIBERALTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,423,640,423,640,1063
ROBORE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,57,52,57,52,109
RURRENABAQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,44,61,44,61,105
SABAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,31,71,31,71,102
SACABA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,1235,1998,1235,1998,3233
SACABAMBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,45,45,45,45,90
SACACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,46,76,46,76,122
SAIPINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,31,62,31,62,93
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,57,92,57,92,149
SAMAIPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,97,85,97,85,182
SAN AGUSTIN,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,10,7,10,7,17
SAN ANDRES,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,30,64,30,64,94
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,109,144,109,144,253
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,18,50,18,50,68
SAN BENITO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,60,79,60,79,139
SAN BORJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,166,242,166,242,408
SAN BUENA VENTURA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,47,75,47,75,122
SAN CARLOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-08-01,37,173,37,173,210
