,group,variable,month,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
RURRENABAQUE,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,6,8,6,8,14
SABAYA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,0,2,0,2,2
SACABA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,258,316,258,316,574
SACABAMBA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,16,16,16,16,32
SACACA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,42,35,42,35,77
SAIPINA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,12,19,12,19,31
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,60,73,60,73,133
SAMAIPATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,35,34,35,34,69
SAN AGUSTIN,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,0,3,0,3,3
SAN ANDRES,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,6,4,6,4,10
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,26,38,26,38,64
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,4,4,4,4,8
SAN BENITO,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,118,130,118,130,248
SAN BORJA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,76,66,76,66,142
SAN CARLOS,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,21,18,21,18,39
SAN IGNACIO,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,33,55,33,55,88
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,54,75,54,75,129
SAN JAVIER(STC),atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,1,2,1,2,3
SAN JOAQUIN,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,34,23,34,23,57
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,8,4,8,4,12
SAN JULIAN,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,70,94,70,94,164
SAN LORENZO(PND),atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,25,19,25,19,44
SAN LORENZO(TJA),atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,21,38,21,38,59
SAN LUCAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,39,35,39,35,74
SAN MATIAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,17,14,17,14,31
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,120,129,120,129,249
SAN PEDRO,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,6,9,6,9,15
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,22,19,22,19,41
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,6,0,6,0,6
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,7,3,7,3,10
SAN RAFAEL,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,12,9,12,9,21
SAN RAMON BENI,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,2,3,2,3,5
SAN RAMON SCZ,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,56,66,56,66,122
SANTA ANA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,87,123,87,123,210
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,2458,2657,2458,2657,5115
SANTA ROSA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,11,14,11,14,25
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,27,51,27,51,78
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,3,0,3,0,3
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,54,53,54,53,107
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,4,3,4,3,7
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,27,51,27,51,78
SANTIVAÑES,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,17,22,17,22,39
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,8,16,8,16,24
SAPAHAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,33,39,33,39,72
SENA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,19,9,19,9,28
SHINAOTA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,2,2,2,2,4
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,20,27,20,27,47
SICAYA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,2,2,2,2,4
SIPE SIPE,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,137,145,137,145,282
SOPACHUY,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,6,11,6,11,17
SORACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,10,20,10,20,30
SORATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,36,26,36,26,62
SUCRE,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,677,768,677,768,1445
TACACOMA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,8,17,8,17,25
TACOPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,0,2,0,2,2
TAHUA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,2,2,2,2,4
TAPACARI,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,25,14,25,14,39
TARABUCO,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,123,131,123,131,254
TARACO,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,13,15,13,15,28
TARATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,8,18,8,18,26
TARIJA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,162,157,162,157,319
TARVITA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,36,39,36,39,75
TIAWANACU,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,21,25,21,25,46
TINGUIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,17,20,17,20,37
TIPUANI,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,12,12,12,12,24
TIQUIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,750,567,750,567,1317
TIRAQUE (CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,11,22,11,22,33
TOCO,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,22,35,22,35,57
TOLATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,25,23,25,23,48
TOLEDO,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,22,18,22,18,40
TOMAVE,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,27,27,27,27,54
TOMINA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,196,212,196,212,408
TOTORA(CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,21,27,21,27,48
TRIGAL,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,3,2,3,2,5
TRINIDAD,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,110,114,110,114,224
TUPIZA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,69,56,69,56,125
TURCO,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,0,6,0,6,6
UNCIA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,4,11,4,11,15
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,21,26,21,26,47
URUBICHA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,8,10,8,10,18
UYUNI,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,5,16,5,16,21
VACAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,31,72,31,72,103
VALLEGRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,88,65,88,65,153
VIACHA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,85,135,85,135,220
VILA VILA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,4,5,4,5,9
VILLA CHARCAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,3,10,3,10,13
VILLA MONTES,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,19,18,19,18,37
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,6,8,6,8,14
VILLA RIVERO,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,4,15,4,15,19
VILLA SERRANO,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,33,44,33,44,77
VILLA TUNARI,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,89,113,89,113,202
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,12,30,12,30,42
VILLAZON,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,142,121,142,121,263
VINTO,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,44,44,44,44,88
VITICHI,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,6,11,6,11,17
WALDO BALLIVIAN,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,0,5,0,5,5
WARNES,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,42,34,42,34,76
YACO,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,7,9,7,9,16
YACUIBA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,37,42,37,42,79
YAMPARAEZ,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,4,0,4,0,4
YANACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,5,8,5,8,13
YAPACANI,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,71,73,71,73,144
YOTALA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,9,31,9,31,40
YUNCHARA,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,6,5,6,5,11
ZUDAÑEZ,atencion odontologica,consultas nuevas menores de 5 anos,2010-06-01,80,97,80,97,177
ACACIO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,10,18,10,18,28
ACHACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,30,17,30,17,47
ACHOCALLA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,13,38,13,38,51
AIQUILE,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,66,61,66,61,127
ALALAY,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,1,1,1,1,2
ALCALA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,104,108,104,108,212
ALTO BENI,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,7,14,7,14,21
ANCORAIMES,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,6,8,6,8,14
ANDAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,3,2,3,2,5
ANTEQUERA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,11,25,11,25,36
ANZALDO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,12,14,12,14,26
APOLO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,30,23,30,23,53
ARAMPAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,1,4,1,4,5
ARANI,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,8,15,8,15,23
ARBIETO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,33,53,33,53,86
ARQUE,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,71,98,71,98,169
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,1,1,1,1,2
ATOCHA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,38,29,38,29,67
AYATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,1,1,1,1,2
AYO AYO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,2,7,2,7,9
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,23,55,23,55,78
AZURDUY,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,14,6,14,6,20
BATALLAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,36,37,36,37,73
BAURES,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,3,3,3,3,6
BELEN DE URMIRI,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,2,3,2,3,5
BERMEJO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,14,26,14,26,40
BETANZOS,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,28,26,28,26,54
BOLIVAR,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,0,2,0,2,2
BOLPEBRA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,38,21,38,21,59
BOYUIBE,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,8,5,8,5,13
BUENA VISTA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,2,7,2,7,9
CABEZAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,13,42,13,42,55
CAIROMA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,1,0,1,0,1
"CAIZA ""D""",atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,12,27,12,27,39
CALACOTO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,14,20,14,20,34
CALAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,41,49,41,49,90
CAMARGO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,86,71,86,71,157
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,20,16,20,16,36
CAMIRI,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,105,143,105,143,248
CAPINOTA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,14,84,14,84,98
CAQUIAVIRI,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,10,13,10,13,23
CARACOLLO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,44,29,44,29,73
CARANAVI,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,12,24,12,24,36
CARAPARI,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,3,7,3,7,10
CARIPUYO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,27,44,27,44,71
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,9,14,9,14,23
CATACORA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,14,9,14,9,23
CHALLAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,90,118,90,118,208
CHAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,0,1,0,1,1
CHARAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,33,54,33,54,87
CHARAÑA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,1,1,1,1,2
CHAYANTA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,76,75,76,75,151
CHIMORE,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,41,34,41,34,75
CHIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,0,1,0,1,1
CHOQUE COTA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,9,6,9,6,15
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,44,33,44,33,77
CHUMA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,3,5,3,5,8
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,54,83,54,83,137
CKOCHAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,6,17,6,17,23
CLIZA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,104,133,104,133,237
COBIJA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,188,212,188,212,400
COCAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,24,15,24,15,39
COCHABAMBA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,2069,2053,2069,2053,4122
COIPASA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,2,5,2,5,7
COLCAPIRHUA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,286,307,286,307,593
"COLCHA ""K""",atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,10,16,10,16,26
COLLANA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,2,2,2,2,4
COLOMI,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,42,43,42,43,85
COLPA BELGICA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,36,35,36,35,71
COLQUECHACA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,17,20,17,20,37
COLQUENCHA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,4,6,4,6,10
COLQUIRI,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,23,24,23,24,47
COMANCHE,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,10,22,10,22,32
COMARAPA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,30,21,30,21,51
CONCEPCION,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,5,2,5,2,7
COPACABANA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,9,2,9,2,11
CORIPATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,44,16,44,16,60
CORO CORO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,4,14,4,14,18
COROICO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,54,69,54,69,123
CORQUE,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,6,11,6,11,17
COTAGAITA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,11,35,11,35,46
COTOCA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,26,50,26,50,76
CUATRO CAÑADAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,40,49,40,49,89
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,8,16,8,16,24
CUEVO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,15,18,15,18,33
CULPINA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,12,9,12,9,21
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,5,9,5,9,14
CURVA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,13,7,13,7,20
DESAGUADERO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,0,1,0,1,1
EL ALTO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,1642,1705,1642,1705,3347
EL CHORO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,12,14,12,14,26
EL PUENTE(STC),atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,11,10,11,10,21
EL PUENTE(TJA),atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,1,3,1,3,4
EL TORNO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,66,86,66,86,152
EL VILLAR,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,33,41,33,41,74
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,5,7,5,7,12
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,32,30,32,30,62
EUCALIPTUS,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,15,17,15,17,32
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,27,22,27,22,49
FILADELFIA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,3,7,3,7,10
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,76,30,76,30,106
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,4,0,4,0,4
GUANAY,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,39,44,39,44,83
GUAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,4,1,4,1,5
GUAYARAMERIN,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,31,22,31,22,53
GUTIERREZ,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,96,80,96,80,176
HUACARETA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,9,16,9,16,25
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,0,1,0,1,1
HUACHACALLA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,6,2,6,2,8
HUANUNI,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,17,42,17,42,59
HUARACAJE,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,9,12,9,12,21
HUARINA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,4,5,4,5,9
HUAYLLAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,12,15,12,15,27
HUMANATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,1,0,1,0,1
ICLA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,87,95,87,95,182
INCAHUASI,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,15,18,15,18,33
INQUISIVI,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,6,0,6,0,6
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,17,36,17,36,53
IXIAMAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,8,14,8,14,22
JESUS DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,46,53,46,53,99
LA ASUNTA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,22,23,22,23,45
LA GUARDIA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,72,55,72,55,127
LA PAZ,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,2634,3091,2634,3091,5725
LA RIVERA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,3,7,3,7,10
LAGUNILLAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,20,27,20,27,47
LAJA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,7,19,7,19,26
LAS CARRERAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,5,3,5,3,8
LLALLAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,209,178,209,178,387
LLICA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,10,12,10,12,22
LURIBAY,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,2,3,2,3,5
MACHACAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,15,7,15,7,22
MACHARETI,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,49,38,49,38,87
MAGDALENA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,9,2,9,2,11
MAIRANA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,20,31,20,31,51
MALLA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,2,0,2,0,2
MAPIRI,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,7,14,7,14,21
MECAPACA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,2,1,2,1,3
MINEROS,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,80,92,80,92,172
MIZQUE,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,44,45,44,45,89
MOCOMOCO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,1,0,1,0,1
MOJOCOYA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,4,7,4,7,11
MONTEAGUDO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,35,46,35,46,81
MONTERO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,413,295,413,295,708
MORO MORO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,1,5,1,5,6
MOROCHATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,4,17,4,17,21
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,3,3,3,3,6
OCURI,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,2,5,2,5,7
OKINAWA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,13,25,13,25,38
OMEREQUE,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,10,6,10,6,16
ORURO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,751,857,751,857,1608
PADCAYA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,9,12,9,12,21
PADILLA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,41,39,41,39,80
PAILON,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,53,44,53,44,97
PALCA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,24,20,24,20,44
PALOS BLANCOS,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,26,29,26,29,55
PAMPA AULLAGAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,4,10,4,10,14
PAMPA GRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,2,8,2,8,10
PAPEL PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,5,17,5,17,22
PASORAPA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,1,3,1,3,4
PATACAMAYA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,112,78,112,78,190
PAZÑA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,26,35,26,35,61
PELECHUCO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,8,15,8,15,23
POCOATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,80,87,80,87,167
POCONA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,30,52,30,52,82
POJO (CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,62,43,62,43,105
POOPO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,14,68,14,68,82
PORCO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,16,19,16,19,35
POROMA,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,15,11,15,11,26
PORONGO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,12,18,12,18,30
PORTACHUELO,atencion odontologica,consultas nuevas menores de 5 anos,2010-07-01,30,37,30,37,67
