,group,variable,month,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,TOTALES,TOTALES,TOTALES
SACABA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,329,0,329,329
SACABAMBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,6,0,6,6
SACACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,21,0,21,21
SAIPINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,31,0,31,31
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,36,0,36,36
SAMAIPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,34,0,34,34
SAN AGUSTIN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,2,0,2,2
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,15,0,15,15
SAN BENITO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,17,0,17,17
SAN BORJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,41,0,41,41
SAN CARLOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,79,0,79,79
SAN IGNACIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,12,0,12,12
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,29,0,29,29
SAN JAVIER(STC),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,3,0,3,3
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,10,0,10,10
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,35,0,35,35
SAN JULIAN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,19,0,19,19
SAN LORENZO(PND),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,8,0,8,8
SAN LORENZO(TJA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,10,0,10,10
SAN LUCAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,48,0,48,48
SAN MATIAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,5,0,5,5
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,48,0,48,48
SAN PEDRO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,15,0,15,15
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,55,0,55,55
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,2,0,2,2
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,2,0,2,2
SAN RAFAEL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,14,0,14,14
SAN RAMON BENI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,1,0,1,1
SAN RAMON SCZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,28,0,28,28
SANTA ANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,143,0,143,143
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,2095,0,2095,2095
SANTA ROSA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,13,0,13,13
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,56,0,56,56
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,2,0,2,2
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,22,0,22,22
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,4,0,4,4
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,4,0,4,4
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,12,0,12,12
SAPAHAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,4,0,4,4
SENA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,8,0,8,8
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,26,0,26,26
SICAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,4,0,4,4
SIPE SIPE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,122,0,122,122
SOPACHUY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,8,0,8,8
SORACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,13,0,13,13
SORATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,10,0,10,10
SUCRE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,370,0,370,370
TACACOMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,11,0,11,11
TACOPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,7,0,7,7
TAHUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,2,0,2,2
TAPACARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,16,0,16,16
TARABUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,51,0,51,51
TARIJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,105,0,105,105
TARVITA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,32,0,32,32
TEOPONTE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,1,0,1,1
TIAWANACU,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,6,0,6,6
TINGUIPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,36,0,36,36
TIPUANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,4,0,4,4
TIQUIPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,728,0,728,728
TIRAQUE (CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,53,0,53,53
TOCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,8,0,8,8
TOLATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,25,0,25,25
TOLEDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,16,0,16,16
TOMAVE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,25,0,25,25
TOMINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,23,0,23,23
TOTORA(CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,40,0,40,40
TRIGAL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,1,0,1,1
TRINIDAD,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,159,0,159,159
TUPIZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,42,0,42,42
TURCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,3,0,3,3
UNCIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,41,0,41,41
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,4,0,4,4
URUBICHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,12,0,12,12
VACAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,28,0,28,28
VALLEGRANDE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,82,0,82,82
VIACHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,68,0,68,68
VILA VILA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,1,0,1,1
VILLA CHARCAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,13,0,13,13
VILLA MONTES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,16,0,16,16
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,5,0,5,5
VILLA RIVERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,4,0,4,4
VILLA SERRANO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,52,0,52,52
VILLA TUNARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,276,0,276,276
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,62,0,62,62
VILLAZON,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,156,0,156,156
VINTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,40,0,40,40
VITICHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,16,0,16,16
WARNES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,40,0,40,40
YACO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,6,0,6,6
YACUIBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,18,0,18,18
YAMPARAEZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,7,0,7,7
YANACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,12,0,12,12
YAPACANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,148,0,148,148
YOTALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,22,0,22,22
YUNCHARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,2,0,2,2
ZUDAÑEZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-06-01,0,13,0,13,13
ACACIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,15,0,15,15
ACHACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,16,0,16,16
ACHOCALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,14,0,14,14
AIQUILE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,12,0,12,12
ALCALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,15,0,15,15
ALTO BENI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,11,0,11,11
ANCORAIMES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,5,0,5,5
ANDAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,27,0,27,27
ANZALDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,6,0,6,6
APOLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,70,0,70,70
ARAMPAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,5,0,5,5
ARANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,3,0,3,3
ARBIETO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,51,0,51,51
ARQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,54,0,54,54
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,28,0,28,28
ATOCHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,7,0,7,7
AYATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,21,0,21,21
AYO AYO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,21,0,21,21
AZURDUY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,49,0,49,49
BATALLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,12,0,12,12
BELEN DE URMIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,2,0,2,2
BERMEJO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,32,0,32,32
BETANZOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,51,0,51,51
BOLIVAR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,6,0,6,6
BOLPEBRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,36,0,36,36
BOYUIBE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,4,0,4,4
BUENA VISTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,15,0,15,15
CABEZAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,39,0,39,39
CAIROMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,5,0,5,5
"CAIZA ""D""",atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,12,0,12,12
CALACOTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,2,0,2,2
CALAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,26,0,26,26
CAMARGO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,36,0,36,36
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,51,0,51,51
CAMIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,219,0,219,219
CAPINOTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,6,0,6,6
CAQUIAVIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,25,0,25,25
CARACOLLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,22,0,22,22
CARANAVI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,17,0,17,17
CARAPARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,2,0,2,2
CARIPUYO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,20,0,20,20
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,4,0,4,4
CATACORA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,4,0,4,4
CHALLAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,68,0,68,68
CHAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,4,0,4,4
CHARAGUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,42,0,42,42
CHAYANTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,54,0,54,54
CHIMORE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,42,0,42,42
CHIPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,3,0,3,3
CHOQUE COTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,60,0,60,60
CHUMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,7,0,7,7
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,17,0,17,17
CKOCHAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,3,0,3,3
CLIZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,113,0,113,113
COBIJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,156,0,156,156
COCAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,31,0,31,31
COCHABAMBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,1386,0,1386,1386
COIPASA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,5,0,5,5
COLCAPIRHUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,133,0,133,133
"COLCHA ""K""",atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,3,0,3,3
COLOMI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,73,0,73,73
COLPA BELGICA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,45,0,45,45
COLQUECHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,41,0,41,41
COLQUIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,12,0,12,12
COMANCHE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,15,0,15,15
COMARAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,49,0,49,49
CONCEPCION,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,4,0,4,4
COPACABANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,8,0,8,8
CORIPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,9,0,9,9
CORO CORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,7,0,7,7
COROICO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,23,0,23,23
CORQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,3,0,3,3
COTAGAITA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,4,0,4,4
COTOCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,39,0,39,39
CUATRO CAÑADAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,70,0,70,70
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,9,0,9,9
CUEVO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,17,0,17,17
CULPINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,7,0,7,7
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,5,0,5,5
CURVA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,6,0,6,6
EL ALTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,885,0,885,885
EL CHORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,5,0,5,5
EL PUENTE(STC),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,9,0,9,9
EL PUENTE(TJA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,1,0,1,1
EL TORNO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,46,0,46,46
EL VILLAR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,13,0,13,13
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,6,0,6,6
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,15,0,15,15
EUCALIPTUS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,45,0,45,45
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,65,0,65,65
FILADELFIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,8,0,8,8
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,19,0,19,19
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,18,0,18,18
GUANAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,23,0,23,23
GUAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,4,0,4,4
GUAYARAMERIN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,29,0,29,29
GUTIERREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,57,0,57,57
HUACARETA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,22,0,22,22
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,2,0,2,2
HUACHACALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,7,0,7,7
HUANUNI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,13,0,13,13
HUARINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,6,0,6,6
HUAYLLAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,15,0,15,15
HUMANATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,5,0,5,5
ICLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,12,0,12,12
INCAHUASI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,6,0,6,6
INQUISIVI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,10,0,10,10
IXIAMAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,7,0,7,7
JESUS DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,6,0,6,6
LA ASUNTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,7,0,7,7
LA GUARDIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,55,0,55,55
LA PAZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,1340,0,1340,1340
LAGUNILLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,17,0,17,17
LAJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,11,0,11,11
LLALLAGUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,165,0,165,165
LLICA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,31,0,31,31
MACHARETI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,25,0,25,25
MAGDALENA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,16,0,16,16
MAIRANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,48,0,48,48
MALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,9,0,9,9
MAPIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,20,0,20,20
MINEROS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,151,0,151,151
MIZQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,97,0,97,97
MOCOMOCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,10,0,10,10
MOJOCOYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,2,0,2,2
MONTEAGUDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,144,0,144,144
MONTERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,181,0,181,181
MOROCHATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,25,0,25,25
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,3,0,3,3
OCURI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,11,0,11,11
OKINAWA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,17,0,17,17
OMEREQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,3,0,3,3
ORURO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,468,0,468,468
PADCAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,2,0,2,2
PADILLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,7,0,7,7
PAILON,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,63,0,63,63
PALCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,5,0,5,5
PALOS BLANCOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,31,0,31,31
PAMPA AULLAGAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,10,0,10,10
PAMPA GRANDE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,16,0,16,16
PASORAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,4,0,4,4
PATACAMAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,24,0,24,24
PAZÑA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,17,0,17,17
PELECHUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,22,0,22,22
POCOATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,83,0,83,83
POCONA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,28,0,28,28
POJO (CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,30,0,30,30
POOPO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,3,0,3,3
PORCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,28,0,28,28
POROMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,9,0,9,9
PORONGO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,7,0,7,7
PORTACHUELO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-07-01,0,39,0,39,39
