,group,variable,month,ENDODONCIAS CANTIDAD,ENDODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
ARANI,atencion odontologica,endodoncias,2010-07-01,38,42,38,42,80
ARBIETO,atencion odontologica,endodoncias,2010-07-01,4,3,4,3,7
ASCENCION DE GUARAYOS,atencion odontologica,endodoncias,2010-07-01,0,3,0,3,3
ATOCHA,atencion odontologica,endodoncias,2010-07-01,22,27,22,27,49
AYO AYO,atencion odontologica,endodoncias,2010-07-01,5,2,5,2,7
AZURDUY,atencion odontologica,endodoncias,2010-07-01,1,8,1,8,9
BATALLAS,atencion odontologica,endodoncias,2010-07-01,2,0,2,0,2
BAURES,atencion odontologica,endodoncias,2010-07-01,0,3,0,3,3
BERMEJO,atencion odontologica,endodoncias,2010-07-01,53,88,53,88,141
BETANZOS,atencion odontologica,endodoncias,2010-07-01,4,5,4,5,9
BOLIVAR,atencion odontologica,endodoncias,2010-07-01,1,1,1,1,2
BOLPEBRA,atencion odontologica,endodoncias,2010-07-01,0,2,0,2,2
BOYUIBE,atencion odontologica,endodoncias,2010-07-01,1,3,1,3,4
BUENA VISTA,atencion odontologica,endodoncias,2010-07-01,17,9,17,9,26
"CAIZA ""D""",atencion odontologica,endodoncias,2010-07-01,1,3,1,3,4
CALAMARCA,atencion odontologica,endodoncias,2010-07-01,3,14,3,14,17
CAMARGO,atencion odontologica,endodoncias,2010-07-01,1,25,1,25,26
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncias,2010-07-01,2,6,2,6,8
CAMIRI,atencion odontologica,endodoncias,2010-07-01,34,57,34,57,91
CAPINOTA,atencion odontologica,endodoncias,2010-07-01,19,21,19,21,40
CARACOLLO,atencion odontologica,endodoncias,2010-07-01,2,2,2,2,4
CARANAVI,atencion odontologica,endodoncias,2010-07-01,7,19,7,19,26
CARAPARI,atencion odontologica,endodoncias,2010-07-01,10,20,10,20,30
CATACORA,atencion odontologica,endodoncias,2010-07-01,2,3,2,3,5
CHALLAPATA,atencion odontologica,endodoncias,2010-07-01,4,10,4,10,14
CHARAGUA,atencion odontologica,endodoncias,2010-07-01,1,12,1,12,13
CHAYANTA,atencion odontologica,endodoncias,2010-07-01,8,5,8,5,13
CHIMORE,atencion odontologica,endodoncias,2010-07-01,1,2,1,2,3
CHIPAYA,atencion odontologica,endodoncias,2010-07-01,0,1,0,1,1
CHOQUE COTA,atencion odontologica,endodoncias,2010-07-01,1,7,1,7,8
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncias,2010-07-01,15,10,15,10,25
CHUMA,atencion odontologica,endodoncias,2010-07-01,3,2,3,2,5
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncias,2010-07-01,1,4,1,4,5
CLIZA,atencion odontologica,endodoncias,2010-07-01,21,44,21,44,65
COBIJA,atencion odontologica,endodoncias,2010-07-01,41,57,41,57,98
COCAPATA,atencion odontologica,endodoncias,2010-07-01,0,1,0,1,1
COCHABAMBA,atencion odontologica,endodoncias,2010-07-01,706,914,706,914,1620
COLCAPIRHUA,atencion odontologica,endodoncias,2010-07-01,27,41,27,41,68
"COLCHA ""K""",atencion odontologica,endodoncias,2010-07-01,1,1,1,1,2
COLLANA,atencion odontologica,endodoncias,2010-07-01,1,1,1,1,2
COLOMI,atencion odontologica,endodoncias,2010-07-01,1,6,1,6,7
COLPA BELGICA,atencion odontologica,endodoncias,2010-07-01,0,5,0,5,5
COLQUECHACA,atencion odontologica,endodoncias,2010-07-01,0,2,0,2,2
COLQUENCHA,atencion odontologica,endodoncias,2010-07-01,0,8,0,8,8
COMANCHE,atencion odontologica,endodoncias,2010-07-01,1,5,1,5,6
COMARAPA,atencion odontologica,endodoncias,2010-07-01,10,17,10,17,27
CONCEPCION,atencion odontologica,endodoncias,2010-07-01,3,5,3,5,8
COPACABANA,atencion odontologica,endodoncias,2010-07-01,1,0,1,0,1
COROICO,atencion odontologica,endodoncias,2010-07-01,24,55,24,55,79
CORQUE,atencion odontologica,endodoncias,2010-07-01,4,6,4,6,10
COTAGAITA,atencion odontologica,endodoncias,2010-07-01,6,15,6,15,21
COTOCA,atencion odontologica,endodoncias,2010-07-01,5,6,5,6,11
CUATRO CAÑADAS,atencion odontologica,endodoncias,2010-07-01,1,2,1,2,3
CUEVO,atencion odontologica,endodoncias,2010-07-01,3,0,3,0,3
CULPINA,atencion odontologica,endodoncias,2010-07-01,2,6,2,6,8
CURAHUARA DE CARANGAS,atencion odontologica,endodoncias,2010-07-01,1,3,1,3,4
EL ALTO,atencion odontologica,endodoncias,2010-07-01,672,829,672,829,1501
EL PUENTE(STC),atencion odontologica,endodoncias,2010-07-01,0,2,0,2,2
EL PUENTE(TJA),atencion odontologica,endodoncias,2010-07-01,6,27,6,27,33
EL TORNO,atencion odontologica,endodoncias,2010-07-01,13,47,13,47,60
EL VILLAR,atencion odontologica,endodoncias,2010-07-01,3,7,3,7,10
ENTRE RIOS TRJ,atencion odontologica,endodoncias,2010-07-01,16,22,16,22,38
ENTRE RIOS CBBA,atencion odontologica,endodoncias,2010-07-01,6,10,6,10,16
EUCALIPTUS,atencion odontologica,endodoncias,2010-07-01,3,1,3,1,4
FERNANDEZ ALONSO,atencion odontologica,endodoncias,2010-07-01,3,14,3,14,17
FILADELFIA,atencion odontologica,endodoncias,2010-07-01,1,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncias,2010-07-01,1,1,1,1,2
GUANAY,atencion odontologica,endodoncias,2010-07-01,7,16,7,16,23
GUAQUI,atencion odontologica,endodoncias,2010-07-01,1,0,1,0,1
GUAYARAMERIN,atencion odontologica,endodoncias,2010-07-01,4,9,4,9,13
GUTIERREZ,atencion odontologica,endodoncias,2010-07-01,6,15,6,15,21
HUACARETA,atencion odontologica,endodoncias,2010-07-01,1,5,1,5,6
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncias,2010-07-01,0,4,0,4,4
HUACHACALLA,atencion odontologica,endodoncias,2010-07-01,2,2,2,2,4
HUANUNI,atencion odontologica,endodoncias,2010-07-01,4,16,4,16,20
HUARACAJE,atencion odontologica,endodoncias,2010-07-01,2,3,2,3,5
HUARINA,atencion odontologica,endodoncias,2010-07-01,2,1,2,1,3
HUAYLLAMARCA,atencion odontologica,endodoncias,2010-07-01,3,1,3,1,4
HUMANATA,atencion odontologica,endodoncias,2010-07-01,0,1,0,1,1
ICLA,atencion odontologica,endodoncias,2010-07-01,2,2,2,2,4
INCAHUASI,atencion odontologica,endodoncias,2010-07-01,0,3,0,3,3
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncias,2010-07-01,2,4,2,4,6
IXIAMAS,atencion odontologica,endodoncias,2010-07-01,3,3,3,3,6
JESUS DE MACHACA,atencion odontologica,endodoncias,2010-07-01,0,7,0,7,7
LA ASUNTA,atencion odontologica,endodoncias,2010-07-01,4,8,4,8,12
LA GUARDIA,atencion odontologica,endodoncias,2010-07-01,25,33,25,33,58
LA PAZ,atencion odontologica,endodoncias,2010-07-01,940,988,940,988,1928
LA RIVERA,atencion odontologica,endodoncias,2010-07-01,2,0,2,0,2
LAGUNILLAS,atencion odontologica,endodoncias,2010-07-01,0,6,0,6,6
LAJA,atencion odontologica,endodoncias,2010-07-01,2,0,2,0,2
LLALLAGUA,atencion odontologica,endodoncias,2010-07-01,18,39,18,39,57
MACHACAMARCA,atencion odontologica,endodoncias,2010-07-01,6,5,6,5,11
MACHARETI,atencion odontologica,endodoncias,2010-07-01,2,2,2,2,4
MAGDALENA,atencion odontologica,endodoncias,2010-07-01,9,14,9,14,23
MAIRANA,atencion odontologica,endodoncias,2010-07-01,0,3,0,3,3
MAPIRI,atencion odontologica,endodoncias,2010-07-01,22,32,22,32,54
MECAPACA,atencion odontologica,endodoncias,2010-07-01,0,2,0,2,2
MINEROS,atencion odontologica,endodoncias,2010-07-01,3,39,3,39,42
MIZQUE,atencion odontologica,endodoncias,2010-07-01,14,5,14,5,19
MOCOMOCO,atencion odontologica,endodoncias,2010-07-01,1,1,1,1,2
MOJOCOYA,atencion odontologica,endodoncias,2010-07-01,3,2,3,2,5
MONTEAGUDO,atencion odontologica,endodoncias,2010-07-01,10,34,10,34,44
MONTERO,atencion odontologica,endodoncias,2010-07-01,23,12,23,12,35
MOROCHATA,atencion odontologica,endodoncias,2010-07-01,2,0,2,0,2
OCURI,atencion odontologica,endodoncias,2010-07-01,1,7,1,7,8
OKINAWA,atencion odontologica,endodoncias,2010-07-01,1,2,1,2,3
OMEREQUE,atencion odontologica,endodoncias,2010-07-01,5,9,5,9,14
ORURO,atencion odontologica,endodoncias,2010-07-01,153,278,153,278,431
PADCAYA,atencion odontologica,endodoncias,2010-07-01,24,46,24,46,70
PADILLA,atencion odontologica,endodoncias,2010-07-01,1,37,1,37,38
PAILON,atencion odontologica,endodoncias,2010-07-01,3,11,3,11,14
PALCA,atencion odontologica,endodoncias,2010-07-01,0,1,0,1,1
PALOS BLANCOS,atencion odontologica,endodoncias,2010-07-01,5,4,5,4,9
PAMPA AULLAGAS,atencion odontologica,endodoncias,2010-07-01,2,3,2,3,5
PAMPA GRANDE,atencion odontologica,endodoncias,2010-07-01,4,5,4,5,9
PASORAPA,atencion odontologica,endodoncias,2010-07-01,2,1,2,1,3
PATACAMAYA,atencion odontologica,endodoncias,2010-07-01,0,2,0,2,2
PAZÑA,atencion odontologica,endodoncias,2010-07-01,1,4,1,4,5
POCOATA,atencion odontologica,endodoncias,2010-07-01,3,10,3,10,13
POCONA,atencion odontologica,endodoncias,2010-07-01,90,85,90,85,175
POJO (CBBA),atencion odontologica,endodoncias,2010-07-01,9,14,9,14,23
POOPO,atencion odontologica,endodoncias,2010-07-01,13,8,13,8,21
PORCO,atencion odontologica,endodoncias,2010-07-01,4,4,4,4,8
POROMA,atencion odontologica,endodoncias,2010-07-01,4,4,4,4,8
PORONGO,atencion odontologica,endodoncias,2010-07-01,1,0,1,0,1
PORTACHUELO,atencion odontologica,endodoncias,2010-07-01,7,8,7,8,15
PORVENIR,atencion odontologica,endodoncias,2010-07-01,3,2,3,2,5
POTOSI,atencion odontologica,endodoncias,2010-07-01,145,238,145,238,383
PRESTO,atencion odontologica,endodoncias,2010-07-01,6,15,6,15,21
PUCARANI,atencion odontologica,endodoncias,2010-07-01,0,2,0,2,2
PUERTO ACOSTA,atencion odontologica,endodoncias,2010-07-01,0,1,0,1,1
PUERTO CARABUCO,atencion odontologica,endodoncias,2010-07-01,0,2,0,2,2
PUERTO QUIJARRO,atencion odontologica,endodoncias,2010-07-01,14,0,14,0,14
PUERTO RICO,atencion odontologica,endodoncias,2010-07-01,2,0,2,0,2
PUERTO SUAREZ,atencion odontologica,endodoncias,2010-07-01,8,3,8,3,11
PUERTO VILLARROEL,atencion odontologica,endodoncias,2010-07-01,62,96,62,96,158
PUNA,atencion odontologica,endodoncias,2010-07-01,1,10,1,10,11
PUNATA,atencion odontologica,endodoncias,2010-07-01,39,78,39,78,117
QUILLACOLLO,atencion odontologica,endodoncias,2010-07-01,69,106,69,106,175
QUIME,atencion odontologica,endodoncias,2010-07-01,1,3,1,3,4
QUIRUSILLAS,atencion odontologica,endodoncias,2010-07-01,1,6,1,6,7
RAVELO,atencion odontologica,endodoncias,2010-07-01,2,9,2,9,11
REYES,atencion odontologica,endodoncias,2010-07-01,27,22,27,22,49
RIBERALTA,atencion odontologica,endodoncias,2010-07-01,21,10,21,10,31
SABAYA,atencion odontologica,endodoncias,2010-07-01,0,8,0,8,8
SACABA,atencion odontologica,endodoncias,2010-07-01,78,137,78,137,215
SACABAMBA,atencion odontologica,endodoncias,2010-07-01,0,1,0,1,1
SACACA,atencion odontologica,endodoncias,2010-07-01,0,1,0,1,1
SAIPINA,atencion odontologica,endodoncias,2010-07-01,5,11,5,11,16
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncias,2010-07-01,4,7,4,7,11
SAMAIPATA,atencion odontologica,endodoncias,2010-07-01,4,3,4,3,7
SAN AGUSTIN,atencion odontologica,endodoncias,2010-07-01,2,1,2,1,3
SAN ANDRES DE MACHACA,atencion odontologica,endodoncias,2010-07-01,4,6,4,6,10
SAN ANTONIO DE LOMERIO,atencion odontologica,endodoncias,2010-07-01,3,8,3,8,11
SAN BENITO,atencion odontologica,endodoncias,2010-07-01,26,165,26,165,191
SAN BORJA,atencion odontologica,endodoncias,2010-07-01,1,2,1,2,3
SAN BUENA VENTURA,atencion odontologica,endodoncias,2010-07-01,2,11,2,11,13
SAN CARLOS,atencion odontologica,endodoncias,2010-07-01,10,16,10,16,26
SAN IGNACIO,atencion odontologica,endodoncias,2010-07-01,4,4,4,4,8
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncias,2010-07-01,13,15,13,15,28
SAN JAVIER(STC),atencion odontologica,endodoncias,2010-07-01,0,7,0,7,7
SAN JOSE DE CHIQUITOS,atencion odontologica,endodoncias,2010-07-01,3,10,3,10,13
SAN JUAN DE YAPACANI,atencion odontologica,endodoncias,2010-07-01,3,6,3,6,9
SAN JULIAN,atencion odontologica,endodoncias,2010-07-01,5,17,5,17,22
SAN LORENZO(TJA),atencion odontologica,endodoncias,2010-07-01,20,57,20,57,77
SAN LUCAS,atencion odontologica,endodoncias,2010-07-01,9,18,9,18,27
SAN MATIAS,atencion odontologica,endodoncias,2010-07-01,2,1,2,1,3
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncias,2010-07-01,4,26,4,26,30
SAN PEDRO,atencion odontologica,endodoncias,2010-07-01,0,3,0,3,3
SAN RAFAEL,atencion odontologica,endodoncias,2010-07-01,1,3,1,3,4
SAN RAMON BENI,atencion odontologica,endodoncias,2010-07-01,4,9,4,9,13
SAN RAMON SCZ,atencion odontologica,endodoncias,2010-07-01,1,0,1,0,1
SANTA ANA,atencion odontologica,endodoncias,2010-07-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncias,2010-07-01,682,460,682,460,1142
SANTA ROSA,atencion odontologica,endodoncias,2010-07-01,0,1,0,1,1
SANTA ROSA DEL SARA,atencion odontologica,endodoncias,2010-07-01,0,10,0,10,10
SANTIAGO DE CALLAPA,atencion odontologica,endodoncias,2010-07-01,1,1,1,1,2
SANTIAGO DE HUARI,atencion odontologica,endodoncias,2010-07-01,9,4,9,4,13
SANTIVAÑES,atencion odontologica,endodoncias,2010-07-01,5,3,5,3,8
SAPAHAQUI,atencion odontologica,endodoncias,2010-07-01,1,2,1,2,3
SENA,atencion odontologica,endodoncias,2010-07-01,0,1,0,1,1
SICA SICA (VILLA AROMA),atencion odontologica,endodoncias,2010-07-01,1,0,1,0,1
SIPE SIPE,atencion odontologica,endodoncias,2010-07-01,24,35,24,35,59
SOPACHUY,atencion odontologica,endodoncias,2010-07-01,2,2,2,2,4
SORACACHI,atencion odontologica,endodoncias,2010-07-01,1,0,1,0,1
SORATA,atencion odontologica,endodoncias,2010-07-01,7,13,7,13,20
SUCRE,atencion odontologica,endodoncias,2010-07-01,355,663,355,663,1018
TACOPAYA,atencion odontologica,endodoncias,2010-07-01,0,1,0,1,1
TAPACARI,atencion odontologica,endodoncias,2010-07-01,2,14,2,14,16
TARABUCO,atencion odontologica,endodoncias,2010-07-01,4,5,4,5,9
TARATA,atencion odontologica,endodoncias,2010-07-01,2,4,2,4,6
TARIJA,atencion odontologica,endodoncias,2010-07-01,398,565,398,565,963
TARVITA,atencion odontologica,endodoncias,2010-07-01,0,9,0,9,9
TIPUANI,atencion odontologica,endodoncias,2010-07-01,0,2,0,2,2
TIQUIPAYA,atencion odontologica,endodoncias,2010-07-01,27,37,27,37,64
TIRAQUE (CBBA),atencion odontologica,endodoncias,2010-07-01,6,9,6,9,15
TOCO,atencion odontologica,endodoncias,2010-07-01,5,1,5,1,6
TOLATA,atencion odontologica,endodoncias,2010-07-01,17,21,17,21,38
TOLEDO,atencion odontologica,endodoncias,2010-07-01,0,3,0,3,3
TOMAVE,atencion odontologica,endodoncias,2010-07-01,0,3,0,3,3
TOMINA,atencion odontologica,endodoncias,2010-07-01,2,4,2,4,6
TORO TORO,atencion odontologica,endodoncias,2010-07-01,1,0,1,0,1
TOTORA(CBBA),atencion odontologica,endodoncias,2010-07-01,2,6,2,6,8
TRINIDAD,atencion odontologica,endodoncias,2010-07-01,82,70,82,70,152
TUPIZA,atencion odontologica,endodoncias,2010-07-01,37,36,37,36,73
TURCO,atencion odontologica,endodoncias,2010-07-01,0,1,0,1,1
UNCIA,atencion odontologica,endodoncias,2010-07-01,17,43,17,43,60
URIONDO (A. CONCEPCION),atencion odontologica,endodoncias,2010-07-01,19,38,19,38,57
UYUNI,atencion odontologica,endodoncias,2010-07-01,9,7,9,7,16
VACAS,atencion odontologica,endodoncias,2010-07-01,6,20,6,20,26
VALLEGRANDE,atencion odontologica,endodoncias,2010-07-01,20,43,20,43,63
VIACHA,atencion odontologica,endodoncias,2010-07-01,30,44,30,44,74
VILA VILA,atencion odontologica,endodoncias,2010-07-01,1,3,1,3,4
VILLA CHARCAS,atencion odontologica,endodoncias,2010-07-01,3,6,3,6,9
VILLA MONTES,atencion odontologica,endodoncias,2010-07-01,28,51,28,51,79
VILLA RIVERO,atencion odontologica,endodoncias,2010-07-01,2,4,2,4,6
VILLA SERRANO,atencion odontologica,endodoncias,2010-07-01,0,10,0,10,10
VILLA TUNARI,atencion odontologica,endodoncias,2010-07-01,35,62,35,62,97
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncias,2010-07-01,0,16,0,16,16
VILLAZON,atencion odontologica,endodoncias,2010-07-01,46,47,46,47,93
VINTO,atencion odontologica,endodoncias,2010-07-01,2,8,2,8,10
VITICHI,atencion odontologica,endodoncias,2010-07-01,4,8,4,8,12
WARNES,atencion odontologica,endodoncias,2010-07-01,2,1,2,1,3
YACUIBA,atencion odontologica,endodoncias,2010-07-01,56,87,56,87,143
YAMPARAEZ,atencion odontologica,endodoncias,2010-07-01,3,4,3,4,7
YANACACHI,atencion odontologica,endodoncias,2010-07-01,3,7,3,7,10
YAPACANI,atencion odontologica,endodoncias,2010-07-01,8,25,8,25,33
YOCALLA,atencion odontologica,endodoncias,2010-07-01,0,1,0,1,1
YOTALA,atencion odontologica,endodoncias,2010-07-01,4,11,4,11,15
YUNCHARA,atencion odontologica,endodoncias,2010-07-01,1,9,1,9,10
ACACIO,atencion odontologica,endodoncias,2010-08-01,4,0,4,0,4
ACHACACHI,atencion odontologica,endodoncias,2010-08-01,4,9,4,9,13
ACHOCALLA,atencion odontologica,endodoncias,2010-08-01,1,5,1,5,6
AIQUILE,atencion odontologica,endodoncias,2010-08-01,2,11,2,11,13
ALCALA,atencion odontologica,endodoncias,2010-08-01,1,8,1,8,9
ALTO BENI,atencion odontologica,endodoncias,2010-08-01,8,2,8,2,10
ANDAMARCA,atencion odontologica,endodoncias,2010-08-01,2,5,2,5,7
ANTEQUERA,atencion odontologica,endodoncias,2010-08-01,13,7,13,7,20
ANZALDO,atencion odontologica,endodoncias,2010-08-01,4,6,4,6,10
ARANI,atencion odontologica,endodoncias,2010-08-01,7,18,7,18,25
ARBIETO,atencion odontologica,endodoncias,2010-08-01,0,4,0,4,4
ASCENCION DE GUARAYOS,atencion odontologica,endodoncias,2010-08-01,1,3,1,3,4
ATOCHA,atencion odontologica,endodoncias,2010-08-01,25,32,25,32,57
AYO AYO,atencion odontologica,endodoncias,2010-08-01,2,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncias,2010-08-01,10,75,10,75,85
AZURDUY,atencion odontologica,endodoncias,2010-08-01,2,8,2,8,10
BATALLAS,atencion odontologica,endodoncias,2010-08-01,2,0,2,0,2
BELEN DE URMIRI,atencion odontologica,endodoncias,2010-08-01,0,2,0,2,2
BERMEJO,atencion odontologica,endodoncias,2010-08-01,67,67,67,67,134
BETANZOS,atencion odontologica,endodoncias,2010-08-01,1,5,1,5,6
BOLIVAR,atencion odontologica,endodoncias,2010-08-01,2,0,2,0,2
BOYUIBE,atencion odontologica,endodoncias,2010-08-01,3,3,3,3,6
BUENA VISTA,atencion odontologica,endodoncias,2010-08-01,12,17,12,17,29
CABEZAS,atencion odontologica,endodoncias,2010-08-01,0,1,0,1,1
CAIROMA,atencion odontologica,endodoncias,2010-08-01,13,23,13,23,36
"CAIZA ""D""",atencion odontologica,endodoncias,2010-08-01,0,2,0,2,2
CALAMARCA,atencion odontologica,endodoncias,2010-08-01,5,6,5,6,11
CAMARGO,atencion odontologica,endodoncias,2010-08-01,14,19,14,19,33
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncias,2010-08-01,2,3,2,3,5
CAMIRI,atencion odontologica,endodoncias,2010-08-01,18,25,18,25,43
CAPINOTA,atencion odontologica,endodoncias,2010-08-01,26,20,26,20,46
CARACOLLO,atencion odontologica,endodoncias,2010-08-01,1,5,1,5,6
CARANAVI,atencion odontologica,endodoncias,2010-08-01,0,5,0,5,5
CARAPARI,atencion odontologica,endodoncias,2010-08-01,17,9,17,9,26
CARIPUYO,atencion odontologica,endodoncias,2010-08-01,3,2,3,2,5
CATACORA,atencion odontologica,endodoncias,2010-08-01,0,2,0,2,2
CHALLAPATA,atencion odontologica,endodoncias,2010-08-01,12,15,12,15,27
CHARAGUA,atencion odontologica,endodoncias,2010-08-01,1,7,1,7,8
CHARAÑA,atencion odontologica,endodoncias,2010-08-01,0,2,0,2,2
CHAYANTA,atencion odontologica,endodoncias,2010-08-01,4,4,4,4,8
CHIMORE,atencion odontologica,endodoncias,2010-08-01,4,4,4,4,8
CHIPAYA,atencion odontologica,endodoncias,2010-08-01,2,1,2,1,3
CHOQUE COTA,atencion odontologica,endodoncias,2010-08-01,2,2,2,2,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncias,2010-08-01,10,17,10,17,27
CHUMA,atencion odontologica,endodoncias,2010-08-01,2,5,2,5,7
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncias,2010-08-01,1,4,1,4,5
CLIZA,atencion odontologica,endodoncias,2010-08-01,28,24,28,24,52
COBIJA,atencion odontologica,endodoncias,2010-08-01,10,10,10,10,20
COCAPATA,atencion odontologica,endodoncias,2010-08-01,0,1,0,1,1
COCHABAMBA,atencion odontologica,endodoncias,2010-08-01,521,688,521,688,1209
COLCAPIRHUA,atencion odontologica,endodoncias,2010-08-01,14,25,14,25,39
COLLANA,atencion odontologica,endodoncias,2010-08-01,3,3,3,3,6
COLOMI,atencion odontologica,endodoncias,2010-08-01,3,5,3,5,8
COLPA BELGICA,atencion odontologica,endodoncias,2010-08-01,2,3,2,3,5
COLQUECHACA,atencion odontologica,endodoncias,2010-08-01,1,9,1,9,10
COLQUENCHA,atencion odontologica,endodoncias,2010-08-01,2,1,2,1,3
COLQUIRI,atencion odontologica,endodoncias,2010-08-01,9,0,9,0,9
COMANCHE,atencion odontologica,endodoncias,2010-08-01,7,27,7,27,34
COMARAPA,atencion odontologica,endodoncias,2010-08-01,5,24,5,24,29
CONCEPCION,atencion odontologica,endodoncias,2010-08-01,3,4,3,4,7
COPACABANA,atencion odontologica,endodoncias,2010-08-01,1,1,1,1,2
COROICO,atencion odontologica,endodoncias,2010-08-01,18,58,18,58,76
CORQUE,atencion odontologica,endodoncias,2010-08-01,9,5,9,5,14
COTAGAITA,atencion odontologica,endodoncias,2010-08-01,23,30,23,30,53
COTOCA,atencion odontologica,endodoncias,2010-08-01,1,9,1,9,10
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncias,2010-08-01,0,1,0,1,1
CUEVO,atencion odontologica,endodoncias,2010-08-01,0,3,0,3,3
CULPINA,atencion odontologica,endodoncias,2010-08-01,1,3,1,3,4
CURAHUARA DE CARANGAS,atencion odontologica,endodoncias,2010-08-01,3,1,3,1,4
EL ALTO,atencion odontologica,endodoncias,2010-08-01,474,653,474,653,1127
EL PUENTE(TJA),atencion odontologica,endodoncias,2010-08-01,9,20,9,20,29
EL TORNO,atencion odontologica,endodoncias,2010-08-01,13,39,13,39,52
EL VILLAR,atencion odontologica,endodoncias,2010-08-01,3,3,3,3,6
ENTRE RIOS TRJ,atencion odontologica,endodoncias,2010-08-01,3,6,3,6,9
ENTRE RIOS CBBA,atencion odontologica,endodoncias,2010-08-01,5,8,5,8,13
ESCOMA,atencion odontologica,endodoncias,2010-08-01,4,3,4,3,7
EUCALIPTUS,atencion odontologica,endodoncias,2010-08-01,1,5,1,5,6
FERNANDEZ ALONSO,atencion odontologica,endodoncias,2010-08-01,2,10,2,10,12
FILADELFIA,atencion odontologica,endodoncias,2010-08-01,0,6,0,6,6
GENERAL SAAVEDRA,atencion odontologica,endodoncias,2010-08-01,1,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncias,2010-08-01,0,3,0,3,3
GUANAY,atencion odontologica,endodoncias,2010-08-01,5,13,5,13,18
GUAQUI,atencion odontologica,endodoncias,2010-08-01,0,3,0,3,3
GUAYARAMERIN,atencion odontologica,endodoncias,2010-08-01,15,26,15,26,41
GUTIERREZ,atencion odontologica,endodoncias,2010-08-01,5,14,5,14,19
HUACARETA,atencion odontologica,endodoncias,2010-08-01,3,4,3,4,7
HUACHACALLA,atencion odontologica,endodoncias,2010-08-01,3,3,3,3,6
HUANUNI,atencion odontologica,endodoncias,2010-08-01,14,9,14,9,23
HUARACAJE,atencion odontologica,endodoncias,2010-08-01,2,2,2,2,4
HUAYLLAMARCA,atencion odontologica,endodoncias,2010-08-01,2,6,2,6,8
HUMANATA,atencion odontologica,endodoncias,2010-08-01,0,1,0,1,1
ICLA,atencion odontologica,endodoncias,2010-08-01,2,1,2,1,3
INCAHUASI,atencion odontologica,endodoncias,2010-08-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncias,2010-08-01,1,8,1,8,9
JESUS DE MACHACA,atencion odontologica,endodoncias,2010-08-01,2,6,2,6,8
LA ASUNTA,atencion odontologica,endodoncias,2010-08-01,5,20,5,20,25
LA GUARDIA,atencion odontologica,endodoncias,2010-08-01,20,40,20,40,60
LA PAZ,atencion odontologica,endodoncias,2010-08-01,1025,1164,1025,1164,2189
LAGUNILLAS,atencion odontologica,endodoncias,2010-08-01,2,6,2,6,8
LAJA,atencion odontologica,endodoncias,2010-08-01,3,0,3,0,3
LAS CARRERAS,atencion odontologica,endodoncias,2010-08-01,0,1,0,1,1
LLALLAGUA,atencion odontologica,endodoncias,2010-08-01,14,29,14,29,43
LORETO,atencion odontologica,endodoncias,2010-08-01,2,1,2,1,3
MACHACAMARCA,atencion odontologica,endodoncias,2010-08-01,5,1,5,1,6
MAGDALENA,atencion odontologica,endodoncias,2010-08-01,2,4,2,4,6
MAIRANA,atencion odontologica,endodoncias,2010-08-01,0,2,0,2,2
MAPIRI,atencion odontologica,endodoncias,2010-08-01,28,51,28,51,79
MECAPACA,atencion odontologica,endodoncias,2010-08-01,1,2,1,2,3
MINEROS,atencion odontologica,endodoncias,2010-08-01,15,42,15,42,57
MOCOMOCO,atencion odontologica,endodoncias,2010-08-01,1,1,1,1,2
MOJOCOYA,atencion odontologica,endodoncias,2010-08-01,2,1,2,1,3
MONTEAGUDO,atencion odontologica,endodoncias,2010-08-01,7,27,7,27,34
MONTERO,atencion odontologica,endodoncias,2010-08-01,60,50,60,50,110
MOROCHATA,atencion odontologica,endodoncias,2010-08-01,1,4,1,4,5
OCURI,atencion odontologica,endodoncias,2010-08-01,2,3,2,3,5
OKINAWA,atencion odontologica,endodoncias,2010-08-01,2,1,2,1,3
OMEREQUE,atencion odontologica,endodoncias,2010-08-01,1,1,1,1,2
ORURO,atencion odontologica,endodoncias,2010-08-01,193,201,193,201,394
PADCAYA,atencion odontologica,endodoncias,2010-08-01,18,31,18,31,49
