,group,variable,month,PRIMERA CONSULTA CANTIDAD,PRIMERA CONSULTA CANTIDAD,TOTALES,TOTALES,TOTALES
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2010-07-01,50,73,50,73,123
CKOCHAS,atencion odontologica,primera consulta,2010-07-01,36,38,36,38,74
CLIZA,atencion odontologica,primera consulta,2010-07-01,33,65,33,65,98
COBIJA,atencion odontologica,primera consulta,2010-07-01,221,465,221,465,686
COCAPATA,atencion odontologica,primera consulta,2010-07-01,20,35,20,35,55
COCHABAMBA,atencion odontologica,primera consulta,2010-07-01,2153,3161,2153,3161,5314
COIPASA,atencion odontologica,primera consulta,2010-07-01,5,2,5,2,7
COLCAPIRHUA,atencion odontologica,primera consulta,2010-07-01,93,126,93,126,219
"COLCHA ""K""",atencion odontologica,primera consulta,2010-07-01,27,34,27,34,61
COLLANA,atencion odontologica,primera consulta,2010-07-01,11,21,11,21,32
COLOMI,atencion odontologica,primera consulta,2010-07-01,42,75,42,75,117
COLPA BELGICA,atencion odontologica,primera consulta,2010-07-01,30,53,30,53,83
COLQUECHACA,atencion odontologica,primera consulta,2010-07-01,88,123,88,123,211
COLQUIRI,atencion odontologica,primera consulta,2010-07-01,103,90,103,90,193
COMANCHE,atencion odontologica,primera consulta,2010-07-01,45,60,45,60,105
COMARAPA,atencion odontologica,primera consulta,2010-07-01,47,66,47,66,113
CONCEPCION,atencion odontologica,primera consulta,2010-07-01,16,7,16,7,23
COPACABANA,atencion odontologica,primera consulta,2010-07-01,13,17,13,17,30
CORIPATA,atencion odontologica,primera consulta,2010-07-01,43,45,43,45,88
CORO CORO,atencion odontologica,primera consulta,2010-07-01,17,21,17,21,38
COROICO,atencion odontologica,primera consulta,2010-07-01,7,13,7,13,20
CORQUE,atencion odontologica,primera consulta,2010-07-01,20,18,20,18,38
COTAGAITA,atencion odontologica,primera consulta,2010-07-01,107,199,107,199,306
COTOCA,atencion odontologica,primera consulta,2010-07-01,79,139,79,139,218
CUATRO CAÑADAS,atencion odontologica,primera consulta,2010-07-01,50,124,50,124,174
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2010-07-01,8,11,8,11,19
CUEVO,atencion odontologica,primera consulta,2010-07-01,19,49,19,49,68
CULPINA,atencion odontologica,primera consulta,2010-07-01,69,85,69,85,154
CURVA,atencion odontologica,primera consulta,2010-07-01,10,15,10,15,25
EL ALTO,atencion odontologica,primera consulta,2010-07-01,2101,2879,2101,2879,4980
EL CHORO,atencion odontologica,primera consulta,2010-07-01,16,30,16,30,46
EL PUENTE(STC),atencion odontologica,primera consulta,2010-07-01,86,95,86,95,181
EL PUENTE(TJA),atencion odontologica,primera consulta,2010-07-01,51,112,51,112,163
EL TORNO,atencion odontologica,primera consulta,2010-07-01,138,214,138,214,352
EL VILLAR,atencion odontologica,primera consulta,2010-07-01,46,69,46,69,115
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2010-07-01,63,124,63,124,187
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2010-07-01,39,50,39,50,89
EUCALIPTUS,atencion odontologica,primera consulta,2010-07-01,18,39,18,39,57
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2010-07-01,23,41,23,41,64
FILADELFIA,atencion odontologica,primera consulta,2010-07-01,4,7,4,7,11
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2010-07-01,87,128,87,128,215
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2010-07-01,21,26,21,26,47
GUANAY,atencion odontologica,primera consulta,2010-07-01,99,154,99,154,253
GUAQUI,atencion odontologica,primera consulta,2010-07-01,26,33,26,33,59
GUAYARAMERIN,atencion odontologica,primera consulta,2010-07-01,133,165,133,165,298
GUTIERREZ,atencion odontologica,primera consulta,2010-07-01,50,71,50,71,121
HUACARETA,atencion odontologica,primera consulta,2010-07-01,13,8,13,8,21
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2010-07-01,4,8,4,8,12
HUACHACALLA,atencion odontologica,primera consulta,2010-07-01,4,9,4,9,13
HUANUNI,atencion odontologica,primera consulta,2010-07-01,55,105,55,105,160
HUARACAJE,atencion odontologica,primera consulta,2010-07-01,3,3,3,3,6
HUARINA,atencion odontologica,primera consulta,2010-07-01,30,20,30,20,50
HUAYLLAMARCA,atencion odontologica,primera consulta,2010-07-01,21,33,21,33,54
HUMANATA,atencion odontologica,primera consulta,2010-07-01,17,36,17,36,53
ICLA,atencion odontologica,primera consulta,2010-07-01,40,73,40,73,113
INCAHUASI,atencion odontologica,primera consulta,2010-07-01,18,28,18,28,46
INQUISIVI,atencion odontologica,primera consulta,2010-07-01,22,25,22,25,47
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2010-07-01,33,26,33,26,59
IXIAMAS,atencion odontologica,primera consulta,2010-07-01,17,24,17,24,41
JESUS DE MACHACA,atencion odontologica,primera consulta,2010-07-01,127,225,127,225,352
LA ASUNTA,atencion odontologica,primera consulta,2010-07-01,34,35,34,35,69
LA GUARDIA,atencion odontologica,primera consulta,2010-07-01,97,151,97,151,248
LA PAZ,atencion odontologica,primera consulta,2010-07-01,3270,4117,3270,4117,7387
LA RIVERA,atencion odontologica,primera consulta,2010-07-01,16,23,16,23,39
LAGUNILLAS,atencion odontologica,primera consulta,2010-07-01,31,70,31,70,101
LAJA,atencion odontologica,primera consulta,2010-07-01,54,115,54,115,169
LAS CARRERAS,atencion odontologica,primera consulta,2010-07-01,29,25,29,25,54
LLALLAGUA,atencion odontologica,primera consulta,2010-07-01,85,136,85,136,221
LLICA,atencion odontologica,primera consulta,2010-07-01,13,34,13,34,47
LURIBAY,atencion odontologica,primera consulta,2010-07-01,18,19,18,19,37
MACHACAMARCA,atencion odontologica,primera consulta,2010-07-01,5,9,5,9,14
MACHARETI,atencion odontologica,primera consulta,2010-07-01,25,26,25,26,51
MAGDALENA,atencion odontologica,primera consulta,2010-07-01,18,16,18,16,34
MAIRANA,atencion odontologica,primera consulta,2010-07-01,39,75,39,75,114
MALLA,atencion odontologica,primera consulta,2010-07-01,1,15,1,15,16
MAPIRI,atencion odontologica,primera consulta,2010-07-01,23,43,23,43,66
MECAPACA,atencion odontologica,primera consulta,2010-07-01,43,44,43,44,87
MINEROS,atencion odontologica,primera consulta,2010-07-01,115,260,115,260,375
MIZQUE,atencion odontologica,primera consulta,2010-07-01,25,42,25,42,67
MOCOMOCO,atencion odontologica,primera consulta,2010-07-01,40,43,40,43,83
MOJOCOYA,atencion odontologica,primera consulta,2010-07-01,19,25,19,25,44
MONTEAGUDO,atencion odontologica,primera consulta,2010-07-01,50,70,50,70,120
MONTERO,atencion odontologica,primera consulta,2010-07-01,455,820,455,820,1275
MORO MORO,atencion odontologica,primera consulta,2010-07-01,7,8,7,8,15
MOROCHATA,atencion odontologica,primera consulta,2010-07-01,10,19,10,19,29
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,primera consulta,2010-07-01,23,24,23,24,47
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,primera consulta,2010-07-01,0,2,0,2,2
OCURI,atencion odontologica,primera consulta,2010-07-01,19,59,19,59,78
OKINAWA,atencion odontologica,primera consulta,2010-07-01,13,32,13,32,45
OMEREQUE,atencion odontologica,primera consulta,2010-07-01,3,2,3,2,5
ORURO,atencion odontologica,primera consulta,2010-07-01,939,1367,939,1367,2306
PADCAYA,atencion odontologica,primera consulta,2010-07-01,52,68,52,68,120
PADILLA,atencion odontologica,primera consulta,2010-07-01,53,75,53,75,128
PAILON,atencion odontologica,primera consulta,2010-07-01,58,75,58,75,133
PALCA,atencion odontologica,primera consulta,2010-07-01,10,8,10,8,18
PALOS BLANCOS,atencion odontologica,primera consulta,2010-07-01,59,82,59,82,141
PAMPA AULLAGAS,atencion odontologica,primera consulta,2010-07-01,1,6,1,6,7
PAMPA GRANDE,atencion odontologica,primera consulta,2010-07-01,11,18,11,18,29
PAPEL PAMPA,atencion odontologica,primera consulta,2010-07-01,47,66,47,66,113
PASORAPA,atencion odontologica,primera consulta,2010-07-01,4,3,4,3,7
PATACAMAYA,atencion odontologica,primera consulta,2010-07-01,44,47,44,47,91
PAZÑA,atencion odontologica,primera consulta,2010-07-01,20,39,20,39,59
PELECHUCO,atencion odontologica,primera consulta,2010-07-01,32,72,32,72,104
POCOATA,atencion odontologica,primera consulta,2010-07-01,35,90,35,90,125
POCONA,atencion odontologica,primera consulta,2010-07-01,55,93,55,93,148
POJO (CBBA),atencion odontologica,primera consulta,2010-07-01,45,50,45,50,95
POOPO,atencion odontologica,primera consulta,2010-07-01,28,18,28,18,46
PORCO,atencion odontologica,primera consulta,2010-07-01,17,65,17,65,82
POROMA,atencion odontologica,primera consulta,2010-07-01,4,12,4,12,16
PORONGO,atencion odontologica,primera consulta,2010-07-01,28,33,28,33,61
PORTACHUELO,atencion odontologica,primera consulta,2010-07-01,52,70,52,70,122
PORVENIR,atencion odontologica,primera consulta,2010-07-01,39,48,39,48,87
POSTRER VALLE,atencion odontologica,primera consulta,2010-07-01,10,15,10,15,25
POTOSI,atencion odontologica,primera consulta,2010-07-01,669,950,669,950,1619
PRESTO,atencion odontologica,primera consulta,2010-07-01,5,15,5,15,20
PUCARA,atencion odontologica,primera consulta,2010-07-01,7,7,7,7,14
PUCARANI,atencion odontologica,primera consulta,2010-07-01,151,237,151,237,388
PUERTO ACOSTA,atencion odontologica,primera consulta,2010-07-01,10,11,10,11,21
PUERTO CARABUCO,atencion odontologica,primera consulta,2010-07-01,51,56,51,56,107
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2010-07-01,1,1,1,1,2
PUERTO QUIJARRO,atencion odontologica,primera consulta,2010-07-01,130,128,130,128,258
PUERTO RICO,atencion odontologica,primera consulta,2010-07-01,111,111,111,111,222
PUERTO SUAREZ,atencion odontologica,primera consulta,2010-07-01,42,59,42,59,101
PUERTO VILLARROEL,atencion odontologica,primera consulta,2010-07-01,161,221,161,221,382
PUNA,atencion odontologica,primera consulta,2010-07-01,60,96,60,96,156
PUNATA,atencion odontologica,primera consulta,2010-07-01,169,291,169,291,460
QUIABAYA,atencion odontologica,primera consulta,2010-07-01,20,25,20,25,45
QUILLACOLLO,atencion odontologica,primera consulta,2010-07-01,420,485,420,485,905
QUIME,atencion odontologica,primera consulta,2010-07-01,180,157,180,157,337
QUIRUSILLAS,atencion odontologica,primera consulta,2010-07-01,6,6,6,6,12
RAVELO,atencion odontologica,primera consulta,2010-07-01,16,30,16,30,46
RIBERALTA,atencion odontologica,primera consulta,2010-07-01,293,537,293,537,830
ROBORE,atencion odontologica,primera consulta,2010-07-01,140,90,140,90,230
RURRENABAQUE,atencion odontologica,primera consulta,2010-07-01,148,204,148,204,352
SABAYA,atencion odontologica,primera consulta,2010-07-01,27,27,27,27,54
SACABA,atencion odontologica,primera consulta,2010-07-01,264,383,264,383,647
SACABAMBA,atencion odontologica,primera consulta,2010-07-01,12,15,12,15,27
SACACA,atencion odontologica,primera consulta,2010-07-01,34,89,34,89,123
SAIPINA,atencion odontologica,primera consulta,2010-07-01,28,47,28,47,75
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2010-07-01,52,71,52,71,123
SAMAIPATA,atencion odontologica,primera consulta,2010-07-01,22,43,22,43,65
SAN AGUSTIN,atencion odontologica,primera consulta,2010-07-01,0,5,0,5,5
SAN ANDRES,atencion odontologica,primera consulta,2010-07-01,8,12,8,12,20
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2010-07-01,56,81,56,81,137
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2010-07-01,18,34,18,34,52
SAN BENITO,atencion odontologica,primera consulta,2010-07-01,185,308,185,308,493
SAN BORJA,atencion odontologica,primera consulta,2010-07-01,137,184,137,184,321
SAN BUENA VENTURA,atencion odontologica,primera consulta,2010-07-01,3,2,3,2,5
SAN CARLOS,atencion odontologica,primera consulta,2010-07-01,20,40,20,40,60
SAN IGNACIO,atencion odontologica,primera consulta,2010-07-01,41,99,41,99,140
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2010-07-01,117,195,117,195,312
SAN JAVIER(BNI),atencion odontologica,primera consulta,2010-07-01,2,3,2,3,5
SAN JAVIER(STC),atencion odontologica,primera consulta,2010-07-01,12,24,12,24,36
SAN JOAQUIN,atencion odontologica,primera consulta,2010-07-01,136,162,136,162,298
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2010-07-01,128,232,128,232,360
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2010-07-01,14,28,14,28,42
SAN JULIAN,atencion odontologica,primera consulta,2010-07-01,67,168,67,168,235
SAN LORENZO(PND),atencion odontologica,primera consulta,2010-07-01,8,13,8,13,21
SAN LORENZO(TJA),atencion odontologica,primera consulta,2010-07-01,87,173,87,173,260
SAN LUCAS,atencion odontologica,primera consulta,2010-07-01,133,138,133,138,271
SAN MATIAS,atencion odontologica,primera consulta,2010-07-01,77,137,77,137,214
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2010-07-01,45,56,45,56,101
SAN PEDRO,atencion odontologica,primera consulta,2010-07-01,16,31,16,31,47
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2010-07-01,36,37,36,37,73
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2010-07-01,38,31,38,31,69
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2010-07-01,37,41,37,41,78
SAN RAFAEL,atencion odontologica,primera consulta,2010-07-01,10,35,10,35,45
SAN RAMON BENI,atencion odontologica,primera consulta,2010-07-01,55,81,55,81,136
SAN RAMON SCZ,atencion odontologica,primera consulta,2010-07-01,67,60,67,60,127
SANTA ANA,atencion odontologica,primera consulta,2010-07-01,43,73,43,73,116
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2010-07-01,2382,4061,2382,4061,6443
SANTA ROSA,atencion odontologica,primera consulta,2010-07-01,185,161,185,161,346
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2010-07-01,144,191,144,191,335
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2010-07-01,17,25,17,25,42
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2010-07-01,10,16,10,16,26
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2010-07-01,5,4,5,4,9
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2010-07-01,8,18,8,18,26
SANTIVAÑES,atencion odontologica,primera consulta,2010-07-01,1,11,1,11,12
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2010-07-01,30,50,30,50,80
SAPAHAQUI,atencion odontologica,primera consulta,2010-07-01,29,18,29,18,47
SENA,atencion odontologica,primera consulta,2010-07-01,23,61,23,61,84
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2010-07-01,83,115,83,115,198
SICAYA,atencion odontologica,primera consulta,2010-07-01,37,50,37,50,87
SIPE SIPE,atencion odontologica,primera consulta,2010-07-01,80,156,80,156,236
SOPACHUY,atencion odontologica,primera consulta,2010-07-01,15,42,15,42,57
SORACACHI,atencion odontologica,primera consulta,2010-07-01,8,24,8,24,32
SORATA,atencion odontologica,primera consulta,2010-07-01,88,108,88,108,196
SUCRE,atencion odontologica,primera consulta,2010-07-01,1032,1514,1032,1514,2546
TACACOMA,atencion odontologica,primera consulta,2010-07-01,32,28,32,28,60
TACOPAYA,atencion odontologica,primera consulta,2010-07-01,7,12,7,12,19
TAHUA,atencion odontologica,primera consulta,2010-07-01,5,7,5,7,12
TAPACARI,atencion odontologica,primera consulta,2010-07-01,35,75,35,75,110
TARABUCO,atencion odontologica,primera consulta,2010-07-01,137,153,137,153,290
TARACO,atencion odontologica,primera consulta,2010-07-01,15,20,15,20,35
TARATA,atencion odontologica,primera consulta,2010-07-01,20,26,20,26,46
TARIJA,atencion odontologica,primera consulta,2010-07-01,834,1371,834,1371,2205
TARVITA,atencion odontologica,primera consulta,2010-07-01,58,130,58,130,188
TEOPONTE,atencion odontologica,primera consulta,2010-07-01,1,12,1,12,13
TIAWANACU,atencion odontologica,primera consulta,2010-07-01,154,159,154,159,313
TINGUIPAYA,atencion odontologica,primera consulta,2010-07-01,31,42,31,42,73
TIPUANI,atencion odontologica,primera consulta,2010-07-01,26,39,26,39,65
TIQUIPAYA,atencion odontologica,primera consulta,2010-07-01,141,335,141,335,476
TIRAQUE (CBBA),atencion odontologica,primera consulta,2010-07-01,15,22,15,22,37
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2010-07-01,2,2,2,2,4
TOCO,atencion odontologica,primera consulta,2010-07-01,23,43,23,43,66
TOLATA,atencion odontologica,primera consulta,2010-07-01,42,61,42,61,103
TOLEDO,atencion odontologica,primera consulta,2010-07-01,42,87,42,87,129
TOMAVE,atencion odontologica,primera consulta,2010-07-01,25,39,25,39,64
TOMINA,atencion odontologica,primera consulta,2010-07-01,77,62,77,62,139
TORO TORO,atencion odontologica,primera consulta,2010-07-01,74,58,74,58,132
TOTORA(CBBA),atencion odontologica,primera consulta,2010-07-01,69,137,69,137,206
TOTORA(ORR),atencion odontologica,primera consulta,2010-07-01,4,19,4,19,23
TRIGAL,atencion odontologica,primera consulta,2010-07-01,8,15,8,15,23
TRINIDAD,atencion odontologica,primera consulta,2010-07-01,274,291,274,291,565
TUPIZA,atencion odontologica,primera consulta,2010-07-01,214,245,214,245,459
TURCO,atencion odontologica,primera consulta,2010-07-01,21,33,21,33,54
UMALA,atencion odontologica,primera consulta,2010-07-01,11,13,11,13,24
UNCIA,atencion odontologica,primera consulta,2010-07-01,21,59,21,59,80
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2010-07-01,111,226,111,226,337
URUBICHA,atencion odontologica,primera consulta,2010-07-01,15,58,15,58,73
UYUNI,atencion odontologica,primera consulta,2010-07-01,63,106,63,106,169
VACAS,atencion odontologica,primera consulta,2010-07-01,20,24,20,24,44
VALLEGRANDE,atencion odontologica,primera consulta,2010-07-01,60,96,60,96,156
VIACHA,atencion odontologica,primera consulta,2010-07-01,168,124,168,124,292
VILA VILA,atencion odontologica,primera consulta,2010-07-01,1,13,1,13,14
VILLA CHARCAS,atencion odontologica,primera consulta,2010-07-01,15,42,15,42,57
VILLA MONTES,atencion odontologica,primera consulta,2010-07-01,242,249,242,249,491
VILLA RIVERO,atencion odontologica,primera consulta,2010-07-01,21,27,21,27,48
VILLA SERRANO,atencion odontologica,primera consulta,2010-07-01,68,100,68,100,168
VILLA TUNARI,atencion odontologica,primera consulta,2010-07-01,390,489,390,489,879
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2010-07-01,14,15,14,15,29
VILLAZON,atencion odontologica,primera consulta,2010-07-01,188,214,188,214,402
VINTO,atencion odontologica,primera consulta,2010-07-01,36,67,36,67,103
VITICHI,atencion odontologica,primera consulta,2010-07-01,23,48,23,48,71
WALDO BALLIVIAN,atencion odontologica,primera consulta,2010-07-01,5,18,5,18,23
WARNES,atencion odontologica,primera consulta,2010-07-01,69,125,69,125,194
YACO,atencion odontologica,primera consulta,2010-07-01,23,10,23,10,33
YACUIBA,atencion odontologica,primera consulta,2010-07-01,333,475,333,475,808
YAMPARAEZ,atencion odontologica,primera consulta,2010-07-01,9,19,9,19,28
YANACACHI,atencion odontologica,primera consulta,2010-07-01,19,18,19,18,37
YAPACANI,atencion odontologica,primera consulta,2010-07-01,109,188,109,188,297
YOCALLA,atencion odontologica,primera consulta,2010-07-01,15,20,15,20,35
YOTALA,atencion odontologica,primera consulta,2010-07-01,29,42,29,42,71
YUNCHARA,atencion odontologica,primera consulta,2010-07-01,23,50,23,50,73
ZUDAÑEZ,atencion odontologica,primera consulta,2010-07-01,47,31,47,31,78
ACACIO,atencion odontologica,primera consulta,2010-08-01,9,3,9,3,12
ACHACACHI,atencion odontologica,primera consulta,2010-08-01,159,287,159,287,446
ACHOCALLA,atencion odontologica,primera consulta,2010-08-01,285,294,285,294,579
AIQUILE,atencion odontologica,primera consulta,2010-08-01,49,69,49,69,118
ALALAY,atencion odontologica,primera consulta,2010-08-01,38,44,38,44,82
ALCALA,atencion odontologica,primera consulta,2010-08-01,25,38,25,38,63
ALTO BENI,atencion odontologica,primera consulta,2010-08-01,204,33,204,33,237
ANCORAIMES,atencion odontologica,primera consulta,2010-08-01,21,23,21,23,44
ANDAMARCA,atencion odontologica,primera consulta,2010-08-01,15,16,15,16,31
ANTEQUERA,atencion odontologica,primera consulta,2010-08-01,24,20,24,20,44
ANZALDO,atencion odontologica,primera consulta,2010-08-01,37,71,37,71,108
APOLO,atencion odontologica,primera consulta,2010-08-01,19,28,19,28,47
ARAMPAMPA,atencion odontologica,primera consulta,2010-08-01,2,11,2,11,13
ARANI,atencion odontologica,primera consulta,2010-08-01,11,24,11,24,35
ARBIETO,atencion odontologica,primera consulta,2010-08-01,15,81,15,81,96
ARQUE,atencion odontologica,primera consulta,2010-08-01,35,25,35,25,60
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2010-08-01,48,54,48,54,102
ATOCHA,atencion odontologica,primera consulta,2010-08-01,451,466,451,466,917
AYATA,atencion odontologica,primera consulta,2010-08-01,81,133,81,133,214
AYO AYO,atencion odontologica,primera consulta,2010-08-01,22,25,22,25,47
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2010-08-01,84,119,84,119,203
AZURDUY,atencion odontologica,primera consulta,2010-08-01,6,10,6,10,16
BATALLAS,atencion odontologica,primera consulta,2010-08-01,13,37,13,37,50
BAURES,atencion odontologica,primera consulta,2010-08-01,21,17,21,17,38
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2010-08-01,25,32,25,32,57
BELEN DE URMIRI,atencion odontologica,primera consulta,2010-08-01,2,12,2,12,14
BERMEJO,atencion odontologica,primera consulta,2010-08-01,174,279,174,279,453
BETANZOS,atencion odontologica,primera consulta,2010-08-01,24,53,24,53,77
BOLIVAR,atencion odontologica,primera consulta,2010-08-01,31,42,31,42,73
BOYUIBE,atencion odontologica,primera consulta,2010-08-01,18,28,18,28,46
BUENA VISTA,atencion odontologica,primera consulta,2010-08-01,20,26,20,26,46
CABEZAS,atencion odontologica,primera consulta,2010-08-01,88,155,88,155,243
CAIROMA,atencion odontologica,primera consulta,2010-08-01,51,69,51,69,120
"CAIZA ""D""",atencion odontologica,primera consulta,2010-08-01,28,36,28,36,64
CALACOTO,atencion odontologica,primera consulta,2010-08-01,56,36,56,36,92
CALAMARCA,atencion odontologica,primera consulta,2010-08-01,141,162,141,162,303
CAMARGO,atencion odontologica,primera consulta,2010-08-01,59,146,59,146,205
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2010-08-01,72,76,72,76,148
CAMIRI,atencion odontologica,primera consulta,2010-08-01,134,187,134,187,321
CAPINOTA,atencion odontologica,primera consulta,2010-08-01,161,187,161,187,348
CAQUIAVIRI,atencion odontologica,primera consulta,2010-08-01,56,63,56,63,119
CARACOLLO,atencion odontologica,primera consulta,2010-08-01,81,78,81,78,159
CARANAVI,atencion odontologica,primera consulta,2010-08-01,200,144,200,144,344
CARAPARI,atencion odontologica,primera consulta,2010-08-01,90,104,90,104,194
CARIPUYO,atencion odontologica,primera consulta,2010-08-01,33,51,33,51,84
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2010-08-01,17,31,17,31,48
CATACORA,atencion odontologica,primera consulta,2010-08-01,16,11,16,11,27
CHALLAPATA,atencion odontologica,primera consulta,2010-08-01,82,115,82,115,197
CHAQUI,atencion odontologica,primera consulta,2010-08-01,2,4,2,4,6
CHARAGUA,atencion odontologica,primera consulta,2010-08-01,69,113,69,113,182
CHARAÑA,atencion odontologica,primera consulta,2010-08-01,20,19,20,19,39
CHAYANTA,atencion odontologica,primera consulta,2010-08-01,169,220,169,220,389
CHIMORE,atencion odontologica,primera consulta,2010-08-01,188,176,188,176,364
CHIPAYA,atencion odontologica,primera consulta,2010-08-01,38,44,38,44,82
CHOQUE COTA,atencion odontologica,primera consulta,2010-08-01,4,0,4,0,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2010-08-01,27,38,27,38,65
CHUMA,atencion odontologica,primera consulta,2010-08-01,86,117,86,117,203
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2010-08-01,55,58,55,58,113
CKOCHAS,atencion odontologica,primera consulta,2010-08-01,26,28,26,28,54
CLIZA,atencion odontologica,primera consulta,2010-08-01,39,68,39,68,107
COBIJA,atencion odontologica,primera consulta,2010-08-01,202,272,202,272,474
COCAPATA,atencion odontologica,primera consulta,2010-08-01,57,74,57,74,131
COCHABAMBA,atencion odontologica,primera consulta,2010-08-01,1989,2769,1989,2769,4758
COIPASA,atencion odontologica,primera consulta,2010-08-01,3,2,3,2,5
COLCAPIRHUA,atencion odontologica,primera consulta,2010-08-01,57,160,57,160,217
"COLCHA ""K""",atencion odontologica,primera consulta,2010-08-01,4,14,4,14,18
COLLANA,atencion odontologica,primera consulta,2010-08-01,14,19,14,19,33
COLOMI,atencion odontologica,primera consulta,2010-08-01,424,424,424,424,848
COLPA BELGICA,atencion odontologica,primera consulta,2010-08-01,40,57,40,57,97
COLQUECHACA,atencion odontologica,primera consulta,2010-08-01,47,96,47,96,143
COLQUIRI,atencion odontologica,primera consulta,2010-08-01,104,115,104,115,219
COMANCHE,atencion odontologica,primera consulta,2010-08-01,56,64,56,64,120
COMARAPA,atencion odontologica,primera consulta,2010-08-01,59,105,59,105,164
CONCEPCION,atencion odontologica,primera consulta,2010-08-01,9,10,9,10,19
COPACABANA,atencion odontologica,primera consulta,2010-08-01,8,35,8,35,43
CORIPATA,atencion odontologica,primera consulta,2010-08-01,47,54,47,54,101
CORO CORO,atencion odontologica,primera consulta,2010-08-01,11,14,11,14,25
COROICO,atencion odontologica,primera consulta,2010-08-01,22,5,22,5,27
CORQUE,atencion odontologica,primera consulta,2010-08-01,42,52,42,52,94
COTAGAITA,atencion odontologica,primera consulta,2010-08-01,188,213,188,213,401
COTOCA,atencion odontologica,primera consulta,2010-08-01,58,193,58,193,251
CUATRO CAÑADAS,atencion odontologica,primera consulta,2010-08-01,46,98,46,98,144
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2010-08-01,3,8,3,8,11
CUEVO,atencion odontologica,primera consulta,2010-08-01,24,35,24,35,59
CULPINA,atencion odontologica,primera consulta,2010-08-01,20,26,20,26,46
CURVA,atencion odontologica,primera consulta,2010-08-01,58,100,58,100,158
DESAGUADERO,atencion odontologica,primera consulta,2010-08-01,20,32,20,32,52
EL ALTO,atencion odontologica,primera consulta,2010-08-01,2242,3018,2242,3018,5260
EL CHORO,atencion odontologica,primera consulta,2010-08-01,2,3,2,3,5
EL PUENTE(STC),atencion odontologica,primera consulta,2010-08-01,13,36,13,36,49
EL PUENTE(TJA),atencion odontologica,primera consulta,2010-08-01,42,62,42,62,104
EL TORNO,atencion odontologica,primera consulta,2010-08-01,122,168,122,168,290
EL VILLAR,atencion odontologica,primera consulta,2010-08-01,20,28,20,28,48
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2010-08-01,60,82,60,82,142
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2010-08-01,82,101,82,101,183
ESCOMA,atencion odontologica,primera consulta,2010-08-01,106,92,106,92,198
EUCALIPTUS,atencion odontologica,primera consulta,2010-08-01,24,26,24,26,50
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2010-08-01,57,80,57,80,137
FILADELFIA,atencion odontologica,primera consulta,2010-08-01,115,126,115,126,241
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2010-08-01,52,80,52,80,132
