,group,variable,month,CIRUGIA BUCAL MENOR CANTIDAD,CIRUGIA BUCAL MENOR CANTIDAD,TOTALES,TOTALES,TOTALES
ACHACACHI,atencion odontologica,cirugia bucal menor,2010-07-01,89,97,89,97,186
ACHOCALLA,atencion odontologica,cirugia bucal menor,2010-07-01,13,24,13,24,37
AIQUILE,atencion odontologica,cirugia bucal menor,2010-07-01,20,14,20,14,34
ALALAY,atencion odontologica,cirugia bucal menor,2010-07-01,10,1,10,1,11
ALCALA,atencion odontologica,cirugia bucal menor,2010-07-01,13,37,13,37,50
ALTO BENI,atencion odontologica,cirugia bucal menor,2010-07-01,5,12,5,12,17
ANCORAIMES,atencion odontologica,cirugia bucal menor,2010-07-01,36,40,36,40,76
ANDAMARCA,atencion odontologica,cirugia bucal menor,2010-07-01,13,24,13,24,37
ANTEQUERA,atencion odontologica,cirugia bucal menor,2010-07-01,16,11,16,11,27
ANZALDO,atencion odontologica,cirugia bucal menor,2010-07-01,11,24,11,24,35
APOLO,atencion odontologica,cirugia bucal menor,2010-07-01,26,21,26,21,47
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2010-07-01,7,0,7,0,7
ARANI,atencion odontologica,cirugia bucal menor,2010-07-01,10,8,10,8,18
ARBIETO,atencion odontologica,cirugia bucal menor,2010-07-01,4,5,4,5,9
ARQUE,atencion odontologica,cirugia bucal menor,2010-07-01,8,26,8,26,34
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2010-07-01,9,17,9,17,26
ATOCHA,atencion odontologica,cirugia bucal menor,2010-07-01,56,44,56,44,100
AYATA,atencion odontologica,cirugia bucal menor,2010-07-01,19,55,19,55,74
AYO AYO,atencion odontologica,cirugia bucal menor,2010-07-01,11,14,11,14,25
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2010-07-01,26,53,26,53,79
AZURDUY,atencion odontologica,cirugia bucal menor,2010-07-01,20,21,20,21,41
BATALLAS,atencion odontologica,cirugia bucal menor,2010-07-01,26,42,26,42,68
BAURES,atencion odontologica,cirugia bucal menor,2010-07-01,6,2,6,2,8
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2010-07-01,8,10,8,10,18
BERMEJO,atencion odontologica,cirugia bucal menor,2010-07-01,103,171,103,171,274
BETANZOS,atencion odontologica,cirugia bucal menor,2010-07-01,27,47,27,47,74
BOLIVAR,atencion odontologica,cirugia bucal menor,2010-07-01,17,28,17,28,45
BOLPEBRA,atencion odontologica,cirugia bucal menor,2010-07-01,19,26,19,26,45
BOYUIBE,atencion odontologica,cirugia bucal menor,2010-07-01,9,11,9,11,20
BUENA VISTA,atencion odontologica,cirugia bucal menor,2010-07-01,6,5,6,5,11
CABEZAS,atencion odontologica,cirugia bucal menor,2010-07-01,20,63,20,63,83
CAIROMA,atencion odontologica,cirugia bucal menor,2010-07-01,28,41,28,41,69
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2010-07-01,6,5,6,5,11
CALACOTO,atencion odontologica,cirugia bucal menor,2010-07-01,27,42,27,42,69
CALAMARCA,atencion odontologica,cirugia bucal menor,2010-07-01,26,55,26,55,81
CAMARGO,atencion odontologica,cirugia bucal menor,2010-07-01,0,57,0,57,57
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2010-07-01,3,11,3,11,14
CAMIRI,atencion odontologica,cirugia bucal menor,2010-07-01,61,151,61,151,212
CAPINOTA,atencion odontologica,cirugia bucal menor,2010-07-01,3,4,3,4,7
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2010-07-01,25,22,25,22,47
CARACOLLO,atencion odontologica,cirugia bucal menor,2010-07-01,71,88,71,88,159
CARANAVI,atencion odontologica,cirugia bucal menor,2010-07-01,16,24,16,24,40
CARAPARI,atencion odontologica,cirugia bucal menor,2010-07-01,28,51,28,51,79
CARIPUYO,atencion odontologica,cirugia bucal menor,2010-07-01,5,7,5,7,12
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2010-07-01,23,26,23,26,49
CATACORA,atencion odontologica,cirugia bucal menor,2010-07-01,25,31,25,31,56
CHALLAPATA,atencion odontologica,cirugia bucal menor,2010-07-01,69,123,69,123,192
CHAQUI,atencion odontologica,cirugia bucal menor,2010-07-01,0,1,0,1,1
CHARAGUA,atencion odontologica,cirugia bucal menor,2010-07-01,40,104,40,104,144
CHARAÑA,atencion odontologica,cirugia bucal menor,2010-07-01,7,39,7,39,46
CHAYANTA,atencion odontologica,cirugia bucal menor,2010-07-01,52,72,52,72,124
CHIMORE,atencion odontologica,cirugia bucal menor,2010-07-01,26,43,26,43,69
CHIPAYA,atencion odontologica,cirugia bucal menor,2010-07-01,0,3,0,3,3
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2010-07-01,0,18,0,18,18
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2010-07-01,28,50,28,50,78
CHUMA,atencion odontologica,cirugia bucal menor,2010-07-01,13,31,13,31,44
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2010-07-01,14,26,14,26,40
CKOCHAS,atencion odontologica,cirugia bucal menor,2010-07-01,3,7,3,7,10
CLIZA,atencion odontologica,cirugia bucal menor,2010-07-01,11,27,11,27,38
COBIJA,atencion odontologica,cirugia bucal menor,2010-07-01,60,105,60,105,165
COCAPATA,atencion odontologica,cirugia bucal menor,2010-07-01,4,20,4,20,24
COCHABAMBA,atencion odontologica,cirugia bucal menor,2010-07-01,271,481,271,481,752
COIPASA,atencion odontologica,cirugia bucal menor,2010-07-01,5,2,5,2,7
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2010-07-01,90,122,90,122,212
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2010-07-01,1,14,1,14,15
COLLANA,atencion odontologica,cirugia bucal menor,2010-07-01,5,13,5,13,18
COLOMI,atencion odontologica,cirugia bucal menor,2010-07-01,34,11,34,11,45
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2010-07-01,2,18,2,18,20
COLQUECHACA,atencion odontologica,cirugia bucal menor,2010-07-01,29,55,29,55,84
COLQUENCHA,atencion odontologica,cirugia bucal menor,2010-07-01,14,35,14,35,49
COLQUIRI,atencion odontologica,cirugia bucal menor,2010-07-01,21,45,21,45,66
COMANCHE,atencion odontologica,cirugia bucal menor,2010-07-01,36,63,36,63,99
COMARAPA,atencion odontologica,cirugia bucal menor,2010-07-01,25,40,25,40,65
CONCEPCION,atencion odontologica,cirugia bucal menor,2010-07-01,7,17,7,17,24
COPACABANA,atencion odontologica,cirugia bucal menor,2010-07-01,7,11,7,11,18
CORIPATA,atencion odontologica,cirugia bucal menor,2010-07-01,28,28,28,28,56
CORO CORO,atencion odontologica,cirugia bucal menor,2010-07-01,10,16,10,16,26
COROICO,atencion odontologica,cirugia bucal menor,2010-07-01,55,92,55,92,147
CORQUE,atencion odontologica,cirugia bucal menor,2010-07-01,19,5,19,5,24
COTAGAITA,atencion odontologica,cirugia bucal menor,2010-07-01,43,49,43,49,92
COTOCA,atencion odontologica,cirugia bucal menor,2010-07-01,41,42,41,42,83
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2010-07-01,17,28,17,28,45
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2010-07-01,5,3,5,3,8
CUEVO,atencion odontologica,cirugia bucal menor,2010-07-01,4,13,4,13,17
CULPINA,atencion odontologica,cirugia bucal menor,2010-07-01,34,33,34,33,67
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2010-07-01,13,32,13,32,45
CURVA,atencion odontologica,cirugia bucal menor,2010-07-01,8,10,8,10,18
DESAGUADERO,atencion odontologica,cirugia bucal menor,2010-07-01,26,22,26,22,48
EL ALTO,atencion odontologica,cirugia bucal menor,2010-07-01,1318,1744,1318,1744,3062
EL CHORO,atencion odontologica,cirugia bucal menor,2010-07-01,8,7,8,7,15
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2010-07-01,19,24,19,24,43
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2010-07-01,26,69,26,69,95
EL TORNO,atencion odontologica,cirugia bucal menor,2010-07-01,12,24,12,24,36
EL VILLAR,atencion odontologica,cirugia bucal menor,2010-07-01,28,43,28,43,71
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2010-07-01,42,110,42,110,152
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2010-07-01,8,10,8,10,18
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2010-07-01,18,56,18,56,74
FILADELFIA,atencion odontologica,cirugia bucal menor,2010-07-01,1,1,1,1,2
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2010-07-01,16,18,16,18,34
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2010-07-01,21,23,21,23,44
GUANAY,atencion odontologica,cirugia bucal menor,2010-07-01,32,54,32,54,86
GUAQUI,atencion odontologica,cirugia bucal menor,2010-07-01,17,43,17,43,60
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2010-07-01,0,1,0,1,1
GUTIERREZ,atencion odontologica,cirugia bucal menor,2010-07-01,39,91,39,91,130
HUACARETA,atencion odontologica,cirugia bucal menor,2010-07-01,15,38,15,38,53
HUACHACALLA,atencion odontologica,cirugia bucal menor,2010-07-01,12,18,12,18,30
HUANUNI,atencion odontologica,cirugia bucal menor,2010-07-01,30,62,30,62,92
HUARACAJE,atencion odontologica,cirugia bucal menor,2010-07-01,6,8,6,8,14
HUARINA,atencion odontologica,cirugia bucal menor,2010-07-01,8,14,8,14,22
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2010-07-01,16,30,16,30,46
ICLA,atencion odontologica,cirugia bucal menor,2010-07-01,12,54,12,54,66
INCAHUASI,atencion odontologica,cirugia bucal menor,2010-07-01,5,16,5,16,21
INQUISIVI,atencion odontologica,cirugia bucal menor,2010-07-01,19,21,19,21,40
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2010-07-01,22,12,22,12,34
IXIAMAS,atencion odontologica,cirugia bucal menor,2010-07-01,36,55,36,55,91
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2010-07-01,63,69,63,69,132
LA ASUNTA,atencion odontologica,cirugia bucal menor,2010-07-01,32,41,32,41,73
LA GUARDIA,atencion odontologica,cirugia bucal menor,2010-07-01,48,65,48,65,113
LA PAZ,atencion odontologica,cirugia bucal menor,2010-07-01,820,925,820,925,1745
LA RIVERA,atencion odontologica,cirugia bucal menor,2010-07-01,7,1,7,1,8
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2010-07-01,7,20,7,20,27
LAJA,atencion odontologica,cirugia bucal menor,2010-07-01,63,43,63,43,106
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2010-07-01,6,0,6,0,6
LLALLAGUA,atencion odontologica,cirugia bucal menor,2010-07-01,46,76,46,76,122
LLICA,atencion odontologica,cirugia bucal menor,2010-07-01,13,29,13,29,42
LURIBAY,atencion odontologica,cirugia bucal menor,2010-07-01,10,9,10,9,19
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2010-07-01,13,35,13,35,48
MACHARETI,atencion odontologica,cirugia bucal menor,2010-07-01,13,5,13,5,18
MAGDALENA,atencion odontologica,cirugia bucal menor,2010-07-01,20,7,20,7,27
MAIRANA,atencion odontologica,cirugia bucal menor,2010-07-01,7,13,7,13,20
MALLA,atencion odontologica,cirugia bucal menor,2010-07-01,3,24,3,24,27
MAPIRI,atencion odontologica,cirugia bucal menor,2010-07-01,19,27,19,27,46
MECAPACA,atencion odontologica,cirugia bucal menor,2010-07-01,22,30,22,30,52
MIZQUE,atencion odontologica,cirugia bucal menor,2010-07-01,10,10,10,10,20
MOCOMOCO,atencion odontologica,cirugia bucal menor,2010-07-01,36,40,36,40,76
MOJOCOYA,atencion odontologica,cirugia bucal menor,2010-07-01,17,38,17,38,55
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2010-07-01,23,51,23,51,74
MONTERO,atencion odontologica,cirugia bucal menor,2010-07-01,5,20,5,20,25
MORO MORO,atencion odontologica,cirugia bucal menor,2010-07-01,4,6,4,6,10
MOROCHATA,atencion odontologica,cirugia bucal menor,2010-07-01,6,17,6,17,23
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucal menor,2010-07-01,3,1,3,1,4
OCURI,atencion odontologica,cirugia bucal menor,2010-07-01,3,30,3,30,33
OKINAWA,atencion odontologica,cirugia bucal menor,2010-07-01,12,19,12,19,31
OMEREQUE,atencion odontologica,cirugia bucal menor,2010-07-01,17,20,17,20,37
ORURO,atencion odontologica,cirugia bucal menor,2010-07-01,307,498,307,498,805
PADCAYA,atencion odontologica,cirugia bucal menor,2010-07-01,28,26,28,26,54
PADILLA,atencion odontologica,cirugia bucal menor,2010-07-01,20,38,20,38,58
PAILON,atencion odontologica,cirugia bucal menor,2010-07-01,20,15,20,15,35
PALCA,atencion odontologica,cirugia bucal menor,2010-07-01,12,25,12,25,37
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2010-07-01,25,50,25,50,75
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2010-07-01,4,11,4,11,15
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2010-07-01,4,1,4,1,5
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2010-07-01,6,20,6,20,26
PASORAPA,atencion odontologica,cirugia bucal menor,2010-07-01,4,12,4,12,16
PATACAMAYA,atencion odontologica,cirugia bucal menor,2010-07-01,33,21,33,21,54
PAZÑA,atencion odontologica,cirugia bucal menor,2010-07-01,29,41,29,41,70
PELECHUCO,atencion odontologica,cirugia bucal menor,2010-07-01,18,43,18,43,61
POCOATA,atencion odontologica,cirugia bucal menor,2010-07-01,20,61,20,61,81
POCONA,atencion odontologica,cirugia bucal menor,2010-07-01,25,22,25,22,47
POJO (CBBA),atencion odontologica,cirugia bucal menor,2010-07-01,7,14,7,14,21
POOPO,atencion odontologica,cirugia bucal menor,2010-07-01,6,15,6,15,21
PORCO,atencion odontologica,cirugia bucal menor,2010-07-01,5,14,5,14,19
POROMA,atencion odontologica,cirugia bucal menor,2010-07-01,4,29,4,29,33
PORONGO,atencion odontologica,cirugia bucal menor,2010-07-01,15,19,15,19,34
PORTACHUELO,atencion odontologica,cirugia bucal menor,2010-07-01,35,67,35,67,102
PORVENIR,atencion odontologica,cirugia bucal menor,2010-07-01,17,35,17,35,52
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2010-07-01,14,17,14,17,31
POTOSI,atencion odontologica,cirugia bucal menor,2010-07-01,70,219,70,219,289
PRESTO,atencion odontologica,cirugia bucal menor,2010-07-01,12,22,12,22,34
PUCARANI,atencion odontologica,cirugia bucal menor,2010-07-01,93,130,93,130,223
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2010-07-01,23,22,23,22,45
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2010-07-01,35,39,35,39,74
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2010-07-01,2,2,2,2,4
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2010-07-01,15,37,15,37,52
PUERTO RICO,atencion odontologica,cirugia bucal menor,2010-07-01,54,45,54,45,99
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2010-07-01,32,31,32,31,63
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2010-07-01,54,77,54,77,131
PUNA,atencion odontologica,cirugia bucal menor,2010-07-01,32,53,32,53,85
PUNATA,atencion odontologica,cirugia bucal menor,2010-07-01,32,82,32,82,114
QUIABAYA,atencion odontologica,cirugia bucal menor,2010-07-01,10,11,10,11,21
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2010-07-01,29,53,29,53,82
QUIME,atencion odontologica,cirugia bucal menor,2010-07-01,55,53,55,53,108
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2010-07-01,3,14,3,14,17
RAVELO,atencion odontologica,cirugia bucal menor,2010-07-01,13,43,13,43,56
REYES,atencion odontologica,cirugia bucal menor,2010-07-01,11,22,11,22,33
RIBERALTA,atencion odontologica,cirugia bucal menor,2010-07-01,84,189,84,189,273
ROBORE,atencion odontologica,cirugia bucal menor,2010-07-01,24,15,24,15,39
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2010-07-01,45,68,45,68,113
SABAYA,atencion odontologica,cirugia bucal menor,2010-07-01,12,12,12,12,24
SACABA,atencion odontologica,cirugia bucal menor,2010-07-01,197,319,197,319,516
SACABAMBA,atencion odontologica,cirugia bucal menor,2010-07-01,2,11,2,11,13
SACACA,atencion odontologica,cirugia bucal menor,2010-07-01,29,27,29,27,56
SAIPINA,atencion odontologica,cirugia bucal menor,2010-07-01,10,22,10,22,32
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2010-07-01,15,20,15,20,35
SAMAIPATA,atencion odontologica,cirugia bucal menor,2010-07-01,2,33,2,33,35
SAN AGUSTIN,atencion odontologica,cirugia bucal menor,2010-07-01,5,5,5,5,10
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2010-07-01,39,75,39,75,114
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2010-07-01,5,16,5,16,21
SAN BENITO,atencion odontologica,cirugia bucal menor,2010-07-01,9,23,9,23,32
SAN BORJA,atencion odontologica,cirugia bucal menor,2010-07-01,113,172,113,172,285
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2010-07-01,6,1,6,1,7
SAN CARLOS,atencion odontologica,cirugia bucal menor,2010-07-01,35,84,35,84,119
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2010-07-01,22,27,22,27,49
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2010-07-01,17,50,17,50,67
SAN JAVIER(BNI),atencion odontologica,cirugia bucal menor,2010-07-01,9,3,9,3,12
SAN JAVIER(STC),atencion odontologica,cirugia bucal menor,2010-07-01,3,6,3,6,9
SAN JOAQUIN,atencion odontologica,cirugia bucal menor,2010-07-01,1,0,1,0,1
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2010-07-01,10,17,10,17,27
SAN JULIAN,atencion odontologica,cirugia bucal menor,2010-07-01,15,32,15,32,47
SAN LORENZO(PND),atencion odontologica,cirugia bucal menor,2010-07-01,0,5,0,5,5
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2010-07-01,64,152,64,152,216
SAN LUCAS,atencion odontologica,cirugia bucal menor,2010-07-01,31,53,31,53,84
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2010-07-01,8,13,8,13,21
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2010-07-01,24,34,24,34,58
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2010-07-01,12,14,12,14,26
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2010-07-01,14,19,14,19,33
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2010-07-01,5,15,5,15,20
SAN RAMON BENI,atencion odontologica,cirugia bucal menor,2010-07-01,44,42,44,42,86
SAN RAMON SCZ,atencion odontologica,cirugia bucal menor,2010-07-01,7,28,7,28,35
SANTA ANA,atencion odontologica,cirugia bucal menor,2010-07-01,60,56,60,56,116
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2010-07-01,313,471,313,471,784
SANTA ROSA,atencion odontologica,cirugia bucal menor,2010-07-01,8,17,8,17,25
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2010-07-01,27,38,27,38,65
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2010-07-01,8,14,8,14,22
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2010-07-01,30,29,30,29,59
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2010-07-01,6,0,6,0,6
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2010-07-01,11,29,11,29,40
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2010-07-01,16,11,16,11,27
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2010-07-01,1,5,1,5,6
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2010-07-01,15,14,15,14,29
SENA,atencion odontologica,cirugia bucal menor,2010-07-01,11,9,11,9,20
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2010-07-01,29,43,29,43,72
SICAYA,atencion odontologica,cirugia bucal menor,2010-07-01,0,1,0,1,1
SIPE SIPE,atencion odontologica,cirugia bucal menor,2010-07-01,24,62,24,62,86
SOPACHUY,atencion odontologica,cirugia bucal menor,2010-07-01,6,23,6,23,29
SORACACHI,atencion odontologica,cirugia bucal menor,2010-07-01,4,23,4,23,27
SORATA,atencion odontologica,cirugia bucal menor,2010-07-01,25,43,25,43,68
SUCRE,atencion odontologica,cirugia bucal menor,2010-07-01,309,511,309,511,820
TACACOMA,atencion odontologica,cirugia bucal menor,2010-07-01,28,33,28,33,61
TACOPAYA,atencion odontologica,cirugia bucal menor,2010-07-01,5,15,5,15,20
TAHUA,atencion odontologica,cirugia bucal menor,2010-07-01,5,6,5,6,11
TAPACARI,atencion odontologica,cirugia bucal menor,2010-07-01,37,71,37,71,108
TARABUCO,atencion odontologica,cirugia bucal menor,2010-07-01,23,39,23,39,62
TARACO,atencion odontologica,cirugia bucal menor,2010-07-01,4,6,4,6,10
TARATA,atencion odontologica,cirugia bucal menor,2010-07-01,7,8,7,8,15
TARIJA,atencion odontologica,cirugia bucal menor,2010-07-01,453,647,453,647,1100
TARVITA,atencion odontologica,cirugia bucal menor,2010-07-01,8,36,8,36,44
TEOPONTE,atencion odontologica,cirugia bucal menor,2010-07-01,3,3,3,3,6
TIAWANACU,atencion odontologica,cirugia bucal menor,2010-07-01,57,58,57,58,115
TINGUIPAYA,atencion odontologica,cirugia bucal menor,2010-07-01,3,9,3,9,12
TIPUANI,atencion odontologica,cirugia bucal menor,2010-07-01,9,13,9,13,22
TIQUIPAYA,atencion odontologica,cirugia bucal menor,2010-07-01,24,71,24,71,95
TIRAQUE (CBBA),atencion odontologica,cirugia bucal menor,2010-07-01,17,18,17,18,35
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,cirugia bucal menor,2010-07-01,1,9,1,9,10
TOCO,atencion odontologica,cirugia bucal menor,2010-07-01,20,36,20,36,56
TOLATA,atencion odontologica,cirugia bucal menor,2010-07-01,15,8,15,8,23
TOLEDO,atencion odontologica,cirugia bucal menor,2010-07-01,5,28,5,28,33
TOMAVE,atencion odontologica,cirugia bucal menor,2010-07-01,27,53,27,53,80
TOMINA,atencion odontologica,cirugia bucal menor,2010-07-01,0,4,0,4,4
TORO TORO,atencion odontologica,cirugia bucal menor,2010-07-01,6,14,6,14,20
TOTORA(CBBA),atencion odontologica,cirugia bucal menor,2010-07-01,19,46,19,46,65
TOTORA(ORR),atencion odontologica,cirugia bucal menor,2010-07-01,2,10,2,10,12
TRIGAL,atencion odontologica,cirugia bucal menor,2010-07-01,3,5,3,5,8
TRINIDAD,atencion odontologica,cirugia bucal menor,2010-07-01,145,104,145,104,249
TUPIZA,atencion odontologica,cirugia bucal menor,2010-07-01,79,70,79,70,149
TURCO,atencion odontologica,cirugia bucal menor,2010-07-01,11,36,11,36,47
UMALA,atencion odontologica,cirugia bucal menor,2010-07-01,1,1,1,1,2
UNCIA,atencion odontologica,cirugia bucal menor,2010-07-01,6,45,6,45,51
URIONDO (A. CONCEPCION),atencion odontologica,cirugia bucal menor,2010-07-01,86,151,86,151,237
URUBICHA,atencion odontologica,cirugia bucal menor,2010-07-01,12,28,12,28,40
UYUNI,atencion odontologica,cirugia bucal menor,2010-07-01,28,41,28,41,69
VACAS,atencion odontologica,cirugia bucal menor,2010-07-01,8,9,8,9,17
VALLEGRANDE,atencion odontologica,cirugia bucal menor,2010-07-01,12,28,12,28,40
VIACHA,atencion odontologica,cirugia bucal menor,2010-07-01,11,11,11,11,22
VILLA CHARCAS,atencion odontologica,cirugia bucal menor,2010-07-01,8,23,8,23,31
VILLA MONTES,atencion odontologica,cirugia bucal menor,2010-07-01,126,265,126,265,391
VILLA RIVERO,atencion odontologica,cirugia bucal menor,2010-07-01,4,14,4,14,18
VILLA SERRANO,atencion odontologica,cirugia bucal menor,2010-07-01,13,20,13,20,33
VILLA TUNARI,atencion odontologica,cirugia bucal menor,2010-07-01,55,85,55,85,140
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,cirugia bucal menor,2010-07-01,22,24,22,24,46
VILLAZON,atencion odontologica,cirugia bucal menor,2010-07-01,61,180,61,180,241
VINTO,atencion odontologica,cirugia bucal menor,2010-07-01,13,13,13,13,26
VITICHI,atencion odontologica,cirugia bucal menor,2010-07-01,13,43,13,43,56
WALDO BALLIVIAN,atencion odontologica,cirugia bucal menor,2010-07-01,3,9,3,9,12
WARNES,atencion odontologica,cirugia bucal menor,2010-07-01,30,65,30,65,95
YACO,atencion odontologica,cirugia bucal menor,2010-07-01,39,23,39,23,62
YACUIBA,atencion odontologica,cirugia bucal menor,2010-07-01,196,332,196,332,528
YAMPARAEZ,atencion odontologica,cirugia bucal menor,2010-07-01,4,16,4,16,20
YANACACHI,atencion odontologica,cirugia bucal menor,2010-07-01,15,10,15,10,25
YAPACANI,atencion odontologica,cirugia bucal menor,2010-07-01,71,161,71,161,232
YOCALLA,atencion odontologica,cirugia bucal menor,2010-07-01,8,9,8,9,17
YOTALA,atencion odontologica,cirugia bucal menor,2010-07-01,25,11,25,11,36
YUNCHARA,atencion odontologica,cirugia bucal menor,2010-07-01,14,30,14,30,44
ZUDAÑEZ,atencion odontologica,cirugia bucal menor,2010-07-01,20,22,20,22,42
ACACIO,atencion odontologica,cirugia bucal menor,2010-08-01,8,13,8,13,21
ACHACACHI,atencion odontologica,cirugia bucal menor,2010-08-01,106,190,106,190,296
ACHOCALLA,atencion odontologica,cirugia bucal menor,2010-08-01,24,34,24,34,58
AIQUILE,atencion odontologica,cirugia bucal menor,2010-08-01,8,15,8,15,23
ALALAY,atencion odontologica,cirugia bucal menor,2010-08-01,4,2,4,2,6
ALCALA,atencion odontologica,cirugia bucal menor,2010-08-01,23,69,23,69,92
ALTO BENI,atencion odontologica,cirugia bucal menor,2010-08-01,28,12,28,12,40
ANCORAIMES,atencion odontologica,cirugia bucal menor,2010-08-01,21,35,21,35,56
ANDAMARCA,atencion odontologica,cirugia bucal menor,2010-08-01,6,7,6,7,13
ANTEQUERA,atencion odontologica,cirugia bucal menor,2010-08-01,21,19,21,19,40
ANZALDO,atencion odontologica,cirugia bucal menor,2010-08-01,8,27,8,27,35
APOLO,atencion odontologica,cirugia bucal menor,2010-08-01,13,28,13,28,41
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2010-08-01,1,5,1,5,6
ARANI,atencion odontologica,cirugia bucal menor,2010-08-01,11,15,11,15,26
ARBIETO,atencion odontologica,cirugia bucal menor,2010-08-01,1,1,1,1,2
ARQUE,atencion odontologica,cirugia bucal menor,2010-08-01,5,18,5,18,23
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2010-08-01,14,37,14,37,51
ATOCHA,atencion odontologica,cirugia bucal menor,2010-08-01,57,50,57,50,107
AYATA,atencion odontologica,cirugia bucal menor,2010-08-01,28,32,28,32,60
AYO AYO,atencion odontologica,cirugia bucal menor,2010-08-01,16,23,16,23,39
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2010-08-01,36,63,36,63,99
AZURDUY,atencion odontologica,cirugia bucal menor,2010-08-01,16,20,16,20,36
