,group,variable,month,PERIODONCIAS CANTIDAD,PERIODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
CARAPARI,atencion odontologica,periodoncias,2010-07-01,12,43,12,43,55
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2010-07-01,13,12,13,12,25
CATACORA,atencion odontologica,periodoncias,2010-07-01,0,2,0,2,2
CHALLAPATA,atencion odontologica,periodoncias,2010-07-01,5,4,5,4,9
CHARAGUA,atencion odontologica,periodoncias,2010-07-01,4,7,4,7,11
CHARAÑA,atencion odontologica,periodoncias,2010-07-01,0,4,0,4,4
CHAYANTA,atencion odontologica,periodoncias,2010-07-01,1,2,1,2,3
CHIMORE,atencion odontologica,periodoncias,2010-07-01,3,3,3,3,6
CHIPAYA,atencion odontologica,periodoncias,2010-07-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2010-07-01,2,3,2,3,5
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,periodoncias,2010-07-01,0,1,0,1,1
CLIZA,atencion odontologica,periodoncias,2010-07-01,21,6,21,6,27
COBIJA,atencion odontologica,periodoncias,2010-07-01,14,17,14,17,31
COCAPATA,atencion odontologica,periodoncias,2010-07-01,1,4,1,4,5
COCHABAMBA,atencion odontologica,periodoncias,2010-07-01,724,1060,724,1060,1784
COIPASA,atencion odontologica,periodoncias,2010-07-01,0,2,0,2,2
COLCAPIRHUA,atencion odontologica,periodoncias,2010-07-01,15,56,15,56,71
"COLCHA ""K""",atencion odontologica,periodoncias,2010-07-01,5,1,5,1,6
COLOMI,atencion odontologica,periodoncias,2010-07-01,5,8,5,8,13
COLPA BELGICA,atencion odontologica,periodoncias,2010-07-01,0,19,0,19,19
COLQUECHACA,atencion odontologica,periodoncias,2010-07-01,0,13,0,13,13
COLQUIRI,atencion odontologica,periodoncias,2010-07-01,26,25,26,25,51
COMANCHE,atencion odontologica,periodoncias,2010-07-01,11,29,11,29,40
COMARAPA,atencion odontologica,periodoncias,2010-07-01,2,2,2,2,4
CONCEPCION,atencion odontologica,periodoncias,2010-07-01,4,1,4,1,5
CORO CORO,atencion odontologica,periodoncias,2010-07-01,1,0,1,0,1
COROICO,atencion odontologica,periodoncias,2010-07-01,3,11,3,11,14
COTAGAITA,atencion odontologica,periodoncias,2010-07-01,5,15,5,15,20
COTOCA,atencion odontologica,periodoncias,2010-07-01,4,22,4,22,26
CUATRO CAÑADAS,atencion odontologica,periodoncias,2010-07-01,5,5,5,5,10
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2010-07-01,5,7,5,7,12
CULPINA,atencion odontologica,periodoncias,2010-07-01,1,1,1,1,2
CURVA,atencion odontologica,periodoncias,2010-07-01,1,2,1,2,3
EL ALTO,atencion odontologica,periodoncias,2010-07-01,198,334,198,334,532
EL TORNO,atencion odontologica,periodoncias,2010-07-01,3,17,3,17,20
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2010-07-01,2,8,2,8,10
EUCALIPTUS,atencion odontologica,periodoncias,2010-07-01,0,2,0,2,2
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2010-07-01,2,4,2,4,6
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2010-07-01,0,4,0,4,4
GUANAY,atencion odontologica,periodoncias,2010-07-01,1,3,1,3,4
GUAYARAMERIN,atencion odontologica,periodoncias,2010-07-01,2,3,2,3,5
GUTIERREZ,atencion odontologica,periodoncias,2010-07-01,2,16,2,16,18
HUACARETA,atencion odontologica,periodoncias,2010-07-01,0,3,0,3,3
HUACHACALLA,atencion odontologica,periodoncias,2010-07-01,0,2,0,2,2
HUANUNI,atencion odontologica,periodoncias,2010-07-01,2,3,2,3,5
HUARACAJE,atencion odontologica,periodoncias,2010-07-01,6,7,6,7,13
HUAYLLAMARCA,atencion odontologica,periodoncias,2010-07-01,1,2,1,2,3
ICLA,atencion odontologica,periodoncias,2010-07-01,0,3,0,3,3
INQUISIVI,atencion odontologica,periodoncias,2010-07-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2010-07-01,2,3,2,3,5
JESUS DE MACHACA,atencion odontologica,periodoncias,2010-07-01,1,0,1,0,1
LA ASUNTA,atencion odontologica,periodoncias,2010-07-01,3,2,3,2,5
LA GUARDIA,atencion odontologica,periodoncias,2010-07-01,5,15,5,15,20
LA PAZ,atencion odontologica,periodoncias,2010-07-01,573,631,573,631,1204
LA RIVERA,atencion odontologica,periodoncias,2010-07-01,3,0,3,0,3
LAGUNILLAS,atencion odontologica,periodoncias,2010-07-01,11,30,11,30,41
LAJA,atencion odontologica,periodoncias,2010-07-01,0,2,0,2,2
LLALLAGUA,atencion odontologica,periodoncias,2010-07-01,0,2,0,2,2
LLICA,atencion odontologica,periodoncias,2010-07-01,0,1,0,1,1
MACHACAMARCA,atencion odontologica,periodoncias,2010-07-01,4,2,4,2,6
MACHARETI,atencion odontologica,periodoncias,2010-07-01,1,0,1,0,1
MAGDALENA,atencion odontologica,periodoncias,2010-07-01,2,6,2,6,8
MAIRANA,atencion odontologica,periodoncias,2010-07-01,2,10,2,10,12
MECAPACA,atencion odontologica,periodoncias,2010-07-01,4,6,4,6,10
MINEROS,atencion odontologica,periodoncias,2010-07-01,0,17,0,17,17
MOJOCOYA,atencion odontologica,periodoncias,2010-07-01,0,1,0,1,1
MONTEAGUDO,atencion odontologica,periodoncias,2010-07-01,0,5,0,5,5
MONTERO,atencion odontologica,periodoncias,2010-07-01,140,221,140,221,361
MOROCHATA,atencion odontologica,periodoncias,2010-07-01,0,5,0,5,5
OKINAWA,atencion odontologica,periodoncias,2010-07-01,3,13,3,13,16
OMEREQUE,atencion odontologica,periodoncias,2010-07-01,17,20,17,20,37
ORURO,atencion odontologica,periodoncias,2010-07-01,67,102,67,102,169
PADCAYA,atencion odontologica,periodoncias,2010-07-01,3,4,3,4,7
PADILLA,atencion odontologica,periodoncias,2010-07-01,7,5,7,5,12
PAILON,atencion odontologica,periodoncias,2010-07-01,0,11,0,11,11
PALCA,atencion odontologica,periodoncias,2010-07-01,1,0,1,0,1
PALOS BLANCOS,atencion odontologica,periodoncias,2010-07-01,1,2,1,2,3
PAMPA GRANDE,atencion odontologica,periodoncias,2010-07-01,1,1,1,1,2
PAPEL PAMPA,atencion odontologica,periodoncias,2010-07-01,0,1,0,1,1
PASORAPA,atencion odontologica,periodoncias,2010-07-01,1,2,1,2,3
PATACAMAYA,atencion odontologica,periodoncias,2010-07-01,13,13,13,13,26
PAZÑA,atencion odontologica,periodoncias,2010-07-01,7,25,7,25,32
POCOATA,atencion odontologica,periodoncias,2010-07-01,4,15,4,15,19
POCONA,atencion odontologica,periodoncias,2010-07-01,7,3,7,3,10
POJO (CBBA),atencion odontologica,periodoncias,2010-07-01,2,10,2,10,12
POOPO,atencion odontologica,periodoncias,2010-07-01,7,4,7,4,11
POROMA,atencion odontologica,periodoncias,2010-07-01,1,2,1,2,3
PORONGO,atencion odontologica,periodoncias,2010-07-01,1,1,1,1,2
PORTACHUELO,atencion odontologica,periodoncias,2010-07-01,8,16,8,16,24
PORVENIR,atencion odontologica,periodoncias,2010-07-01,1,3,1,3,4
POSTRER VALLE,atencion odontologica,periodoncias,2010-07-01,1,2,1,2,3
POTOSI,atencion odontologica,periodoncias,2010-07-01,18,15,18,15,33
PUCARANI,atencion odontologica,periodoncias,2010-07-01,0,8,0,8,8
PUERTO ACOSTA,atencion odontologica,periodoncias,2010-07-01,0,1,0,1,1
PUERTO CARABUCO,atencion odontologica,periodoncias,2010-07-01,4,1,4,1,5
PUERTO QUIJARRO,atencion odontologica,periodoncias,2010-07-01,1,0,1,0,1
PUERTO RICO,atencion odontologica,periodoncias,2010-07-01,8,5,8,5,13
PUERTO SUAREZ,atencion odontologica,periodoncias,2010-07-01,4,4,4,4,8
PUERTO VILLARROEL,atencion odontologica,periodoncias,2010-07-01,19,24,19,24,43
PUNA,atencion odontologica,periodoncias,2010-07-01,1,1,1,1,2
PUNATA,atencion odontologica,periodoncias,2010-07-01,70,133,70,133,203
QUILLACOLLO,atencion odontologica,periodoncias,2010-07-01,8,41,8,41,49
REYES,atencion odontologica,periodoncias,2010-07-01,9,6,9,6,15
RIBERALTA,atencion odontologica,periodoncias,2010-07-01,6,39,6,39,45
ROBORE,atencion odontologica,periodoncias,2010-07-01,15,27,15,27,42
RURRENABAQUE,atencion odontologica,periodoncias,2010-07-01,138,145,138,145,283
SABAYA,atencion odontologica,periodoncias,2010-07-01,1,0,1,0,1
SACABA,atencion odontologica,periodoncias,2010-07-01,141,227,141,227,368
SACABAMBA,atencion odontologica,periodoncias,2010-07-01,0,24,0,24,24
SAIPINA,atencion odontologica,periodoncias,2010-07-01,0,8,0,8,8
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncias,2010-07-01,3,4,3,4,7
SAMAIPATA,atencion odontologica,periodoncias,2010-07-01,1,3,1,3,4
SAN ANDRES,atencion odontologica,periodoncias,2010-07-01,2,17,2,17,19
SAN ANDRES DE MACHACA,atencion odontologica,periodoncias,2010-07-01,7,16,7,16,23
SAN BENITO,atencion odontologica,periodoncias,2010-07-01,13,24,13,24,37
SAN BORJA,atencion odontologica,periodoncias,2010-07-01,25,46,25,46,71
SAN BUENA VENTURA,atencion odontologica,periodoncias,2010-07-01,1,0,1,0,1
SAN CARLOS,atencion odontologica,periodoncias,2010-07-01,10,24,10,24,34
SAN IGNACIO,atencion odontologica,periodoncias,2010-07-01,2,3,2,3,5
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncias,2010-07-01,5,4,5,4,9
SAN JAVIER(STC),atencion odontologica,periodoncias,2010-07-01,0,1,0,1,1
SAN JULIAN,atencion odontologica,periodoncias,2010-07-01,0,4,0,4,4
SAN LORENZO(PND),atencion odontologica,periodoncias,2010-07-01,0,1,0,1,1
SAN LORENZO(TJA),atencion odontologica,periodoncias,2010-07-01,2,6,2,6,8
SAN LUCAS,atencion odontologica,periodoncias,2010-07-01,1,5,1,5,6
SAN MATIAS,atencion odontologica,periodoncias,2010-07-01,5,2,5,2,7
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncias,2010-07-01,1,4,1,4,5
SAN PEDRO,atencion odontologica,periodoncias,2010-07-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncias,2010-07-01,0,3,0,3,3
SAN PEDRO DE TIQUINA,atencion odontologica,periodoncias,2010-07-01,2,0,2,0,2
SAN RAFAEL,atencion odontologica,periodoncias,2010-07-01,22,44,22,44,66
SAN RAMON SCZ,atencion odontologica,periodoncias,2010-07-01,8,31,8,31,39
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncias,2010-07-01,448,1478,448,1478,1926
SANTA ROSA,atencion odontologica,periodoncias,2010-07-01,2,1,2,1,3
SANTA ROSA DEL SARA,atencion odontologica,periodoncias,2010-07-01,3,6,3,6,9
SANTIAGO DE HUARI,atencion odontologica,periodoncias,2010-07-01,1,1,1,1,2
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncias,2010-07-01,1,0,1,0,1
SAPAHAQUI,atencion odontologica,periodoncias,2010-07-01,0,1,0,1,1
SENA,atencion odontologica,periodoncias,2010-07-01,1,0,1,0,1
SICA SICA (VILLA AROMA),atencion odontologica,periodoncias,2010-07-01,17,21,17,21,38
SICAYA,atencion odontologica,periodoncias,2010-07-01,0,2,0,2,2
SIPE SIPE,atencion odontologica,periodoncias,2010-07-01,17,22,17,22,39
SOPACHUY,atencion odontologica,periodoncias,2010-07-01,2,2,2,2,4
SORACACHI,atencion odontologica,periodoncias,2010-07-01,1,0,1,0,1
SORATA,atencion odontologica,periodoncias,2010-07-01,0,5,0,5,5
SUCRE,atencion odontologica,periodoncias,2010-07-01,266,314,266,314,580
TAHUA,atencion odontologica,periodoncias,2010-07-01,2,3,2,3,5
TAPACARI,atencion odontologica,periodoncias,2010-07-01,3,9,3,9,12
TARABUCO,atencion odontologica,periodoncias,2010-07-01,0,3,0,3,3
TARACO,atencion odontologica,periodoncias,2010-07-01,0,1,0,1,1
TARATA,atencion odontologica,periodoncias,2010-07-01,0,1,0,1,1
TARIJA,atencion odontologica,periodoncias,2010-07-01,130,176,130,176,306
TARVITA,atencion odontologica,periodoncias,2010-07-01,0,2,0,2,2
TIAWANACU,atencion odontologica,periodoncias,2010-07-01,1,6,1,6,7
TINGUIPAYA,atencion odontologica,periodoncias,2010-07-01,0,2,0,2,2
TIPUANI,atencion odontologica,periodoncias,2010-07-01,1,2,1,2,3
TIQUIPAYA,atencion odontologica,periodoncias,2010-07-01,16,134,16,134,150
TIRAQUE (CBBA),atencion odontologica,periodoncias,2010-07-01,8,22,8,22,30
TOCO,atencion odontologica,periodoncias,2010-07-01,0,13,0,13,13
TOLATA,atencion odontologica,periodoncias,2010-07-01,8,4,8,4,12
TOLEDO,atencion odontologica,periodoncias,2010-07-01,2,8,2,8,10
TOMINA,atencion odontologica,periodoncias,2010-07-01,5,15,5,15,20
TORO TORO,atencion odontologica,periodoncias,2010-07-01,0,1,0,1,1
TOTORA(CBBA),atencion odontologica,periodoncias,2010-07-01,2,3,2,3,5
TRINIDAD,atencion odontologica,periodoncias,2010-07-01,44,22,44,22,66
TUPIZA,atencion odontologica,periodoncias,2010-07-01,11,11,11,11,22
UMALA,atencion odontologica,periodoncias,2010-07-01,1,2,1,2,3
UNCIA,atencion odontologica,periodoncias,2010-07-01,0,4,0,4,4
URIONDO (A. CONCEPCION),atencion odontologica,periodoncias,2010-07-01,5,12,5,12,17
UYUNI,atencion odontologica,periodoncias,2010-07-01,2,4,2,4,6
VACAS,atencion odontologica,periodoncias,2010-07-01,3,9,3,9,12
VALLEGRANDE,atencion odontologica,periodoncias,2010-07-01,0,2,0,2,2
VIACHA,atencion odontologica,periodoncias,2010-07-01,11,16,11,16,27
VILLA CHARCAS,atencion odontologica,periodoncias,2010-07-01,1,3,1,3,4
VILLA MONTES,atencion odontologica,periodoncias,2010-07-01,17,26,17,26,43
VILLA RIVERO,atencion odontologica,periodoncias,2010-07-01,3,1,3,1,4
VILLA SERRANO,atencion odontologica,periodoncias,2010-07-01,0,2,0,2,2
VILLA TUNARI,atencion odontologica,periodoncias,2010-07-01,57,103,57,103,160
VILLAZON,atencion odontologica,periodoncias,2010-07-01,16,24,16,24,40
VINTO,atencion odontologica,periodoncias,2010-07-01,11,1,11,1,12
VITICHI,atencion odontologica,periodoncias,2010-07-01,1,3,1,3,4
WALDO BALLIVIAN,atencion odontologica,periodoncias,2010-07-01,2,3,2,3,5
WARNES,atencion odontologica,periodoncias,2010-07-01,22,25,22,25,47
YACUIBA,atencion odontologica,periodoncias,2010-07-01,32,67,32,67,99
YAMPARAEZ,atencion odontologica,periodoncias,2010-07-01,0,4,0,4,4
YANACACHI,atencion odontologica,periodoncias,2010-07-01,1,4,1,4,5
YAPACANI,atencion odontologica,periodoncias,2010-07-01,13,27,13,27,40
YOTALA,atencion odontologica,periodoncias,2010-07-01,2,6,2,6,8
YUNCHARA,atencion odontologica,periodoncias,2010-07-01,4,10,4,10,14
ACACIO,atencion odontologica,periodoncias,2010-08-01,2,6,2,6,8
ACHACACHI,atencion odontologica,periodoncias,2010-08-01,0,3,0,3,3
ACHOCALLA,atencion odontologica,periodoncias,2010-08-01,0,1,0,1,1
AIQUILE,atencion odontologica,periodoncias,2010-08-01,5,12,5,12,17
ALALAY,atencion odontologica,periodoncias,2010-08-01,0,5,0,5,5
ALCALA,atencion odontologica,periodoncias,2010-08-01,1,8,1,8,9
ALTO BENI,atencion odontologica,periodoncias,2010-08-01,2,0,2,0,2
ANCORAIMES,atencion odontologica,periodoncias,2010-08-01,1,10,1,10,11
ANDAMARCA,atencion odontologica,periodoncias,2010-08-01,3,1,3,1,4
ANTEQUERA,atencion odontologica,periodoncias,2010-08-01,0,2,0,2,2
APOLO,atencion odontologica,periodoncias,2010-08-01,4,6,4,6,10
ARANI,atencion odontologica,periodoncias,2010-08-01,1,1,1,1,2
ARBIETO,atencion odontologica,periodoncias,2010-08-01,42,53,42,53,95
ASCENCION DE GUARAYOS,atencion odontologica,periodoncias,2010-08-01,0,8,0,8,8
ATOCHA,atencion odontologica,periodoncias,2010-08-01,6,72,6,72,78
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncias,2010-08-01,1,0,1,0,1
AZURDUY,atencion odontologica,periodoncias,2010-08-01,1,1,1,1,2
BAURES,atencion odontologica,periodoncias,2010-08-01,1,0,1,0,1
BERMEJO,atencion odontologica,periodoncias,2010-08-01,23,55,23,55,78
BETANZOS,atencion odontologica,periodoncias,2010-08-01,1,3,1,3,4
BOLIVAR,atencion odontologica,periodoncias,2010-08-01,2,4,2,4,6
BOLPEBRA,atencion odontologica,periodoncias,2010-08-01,2,0,2,0,2
BUENA VISTA,atencion odontologica,periodoncias,2010-08-01,4,0,4,0,4
CABEZAS,atencion odontologica,periodoncias,2010-08-01,7,15,7,15,22
CAIROMA,atencion odontologica,periodoncias,2010-08-01,4,1,4,1,5
CAMARGO,atencion odontologica,periodoncias,2010-08-01,2,9,2,9,11
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncias,2010-08-01,3,5,3,5,8
CAMIRI,atencion odontologica,periodoncias,2010-08-01,28,49,28,49,77
CARACOLLO,atencion odontologica,periodoncias,2010-08-01,14,7,14,7,21
CARANAVI,atencion odontologica,periodoncias,2010-08-01,1,5,1,5,6
CARAPARI,atencion odontologica,periodoncias,2010-08-01,10,9,10,9,19
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2010-08-01,0,2,0,2,2
CATACORA,atencion odontologica,periodoncias,2010-08-01,2,2,2,2,4
CHALLAPATA,atencion odontologica,periodoncias,2010-08-01,3,4,3,4,7
CHARAGUA,atencion odontologica,periodoncias,2010-08-01,4,2,4,2,6
CHIMORE,atencion odontologica,periodoncias,2010-08-01,2,2,2,2,4
CHIPAYA,atencion odontologica,periodoncias,2010-08-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2010-08-01,0,2,0,2,2
CHUMA,atencion odontologica,periodoncias,2010-08-01,5,6,5,6,11
CLIZA,atencion odontologica,periodoncias,2010-08-01,3,32,3,32,35
COBIJA,atencion odontologica,periodoncias,2010-08-01,17,8,17,8,25
COCAPATA,atencion odontologica,periodoncias,2010-08-01,0,3,0,3,3
COCHABAMBA,atencion odontologica,periodoncias,2010-08-01,502,811,502,811,1313
COLCAPIRHUA,atencion odontologica,periodoncias,2010-08-01,11,37,11,37,48
COLOMI,atencion odontologica,periodoncias,2010-08-01,0,6,0,6,6
COLPA BELGICA,atencion odontologica,periodoncias,2010-08-01,0,4,0,4,4
COLQUIRI,atencion odontologica,periodoncias,2010-08-01,48,0,48,0,48
COMANCHE,atencion odontologica,periodoncias,2010-08-01,0,7,0,7,7
COMARAPA,atencion odontologica,periodoncias,2010-08-01,0,4,0,4,4
CONCEPCION,atencion odontologica,periodoncias,2010-08-01,2,1,2,1,3
COPACABANA,atencion odontologica,periodoncias,2010-08-01,1,29,1,29,30
CORO CORO,atencion odontologica,periodoncias,2010-08-01,1,0,1,0,1
COROICO,atencion odontologica,periodoncias,2010-08-01,4,7,4,7,11
COTAGAITA,atencion odontologica,periodoncias,2010-08-01,14,9,14,9,23
COTOCA,atencion odontologica,periodoncias,2010-08-01,0,25,0,25,25
CUATRO CAÑADAS,atencion odontologica,periodoncias,2010-08-01,0,8,0,8,8
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2010-08-01,6,3,6,3,9
CUEVO,atencion odontologica,periodoncias,2010-08-01,1,2,1,2,3
CULPINA,atencion odontologica,periodoncias,2010-08-01,1,2,1,2,3
CURAHUARA DE CARANGAS,atencion odontologica,periodoncias,2010-08-01,0,1,0,1,1
CURVA,atencion odontologica,periodoncias,2010-08-01,1,4,1,4,5
EL ALTO,atencion odontologica,periodoncias,2010-08-01,176,358,176,358,534
EL TORNO,atencion odontologica,periodoncias,2010-08-01,1,4,1,4,5
EL VILLAR,atencion odontologica,periodoncias,2010-08-01,2,9,2,9,11
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2010-08-01,0,9,0,9,9
EUCALIPTUS,atencion odontologica,periodoncias,2010-08-01,0,1,0,1,1
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2010-08-01,2,4,2,4,6
FILADELFIA,atencion odontologica,periodoncias,2010-08-01,2,10,2,10,12
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2010-08-01,5,12,5,12,17
GUANAY,atencion odontologica,periodoncias,2010-08-01,2,4,2,4,6
GUAYARAMERIN,atencion odontologica,periodoncias,2010-08-01,16,56,16,56,72
GUTIERREZ,atencion odontologica,periodoncias,2010-08-01,2,3,2,3,5
HUACARETA,atencion odontologica,periodoncias,2010-08-01,1,2,1,2,3
HUANUNI,atencion odontologica,periodoncias,2010-08-01,8,3,8,3,11
HUARACAJE,atencion odontologica,periodoncias,2010-08-01,0,7,0,7,7
HUAYLLAMARCA,atencion odontologica,periodoncias,2010-08-01,2,2,2,2,4
HUMANATA,atencion odontologica,periodoncias,2010-08-01,6,1,6,1,7
ICLA,atencion odontologica,periodoncias,2010-08-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2010-08-01,1,3,1,3,4
JESUS DE MACHACA,atencion odontologica,periodoncias,2010-08-01,0,4,0,4,4
LA ASUNTA,atencion odontologica,periodoncias,2010-08-01,0,2,0,2,2
LA GUARDIA,atencion odontologica,periodoncias,2010-08-01,2,6,2,6,8
LA PAZ,atencion odontologica,periodoncias,2010-08-01,649,691,649,691,1340
LAGUNILLAS,atencion odontologica,periodoncias,2010-08-01,6,15,6,15,21
LAJA,atencion odontologica,periodoncias,2010-08-01,0,5,0,5,5
LAS CARRERAS,atencion odontologica,periodoncias,2010-08-01,0,1,0,1,1
LICOMA PAMPA,atencion odontologica,periodoncias,2010-08-01,0,5,0,5,5
LLALLAGUA,atencion odontologica,periodoncias,2010-08-01,1,9,1,9,10
LLICA,atencion odontologica,periodoncias,2010-08-01,0,2,0,2,2
MACHACAMARCA,atencion odontologica,periodoncias,2010-08-01,1,2,1,2,3
MAGDALENA,atencion odontologica,periodoncias,2010-08-01,1,10,1,10,11
MAIRANA,atencion odontologica,periodoncias,2010-08-01,3,7,3,7,10
MALLA,atencion odontologica,periodoncias,2010-08-01,0,1,0,1,1
MAPIRI,atencion odontologica,periodoncias,2010-08-01,1,4,1,4,5
MECAPACA,atencion odontologica,periodoncias,2010-08-01,4,11,4,11,15
MINEROS,atencion odontologica,periodoncias,2010-08-01,1,1,1,1,2
MIZQUE,atencion odontologica,periodoncias,2010-08-01,27,35,27,35,62
MOCOMOCO,atencion odontologica,periodoncias,2010-08-01,1,0,1,0,1
MONTEAGUDO,atencion odontologica,periodoncias,2010-08-01,1,0,1,0,1
MONTERO,atencion odontologica,periodoncias,2010-08-01,66,147,66,147,213
MOROCHATA,atencion odontologica,periodoncias,2010-08-01,0,6,0,6,6
OKINAWA,atencion odontologica,periodoncias,2010-08-01,7,5,7,5,12
OMEREQUE,atencion odontologica,periodoncias,2010-08-01,7,7,7,7,14
ORURO,atencion odontologica,periodoncias,2010-08-01,79,118,79,118,197
PADCAYA,atencion odontologica,periodoncias,2010-08-01,0,1,0,1,1
PADILLA,atencion odontologica,periodoncias,2010-08-01,1,6,1,6,7
PAILON,atencion odontologica,periodoncias,2010-08-01,1,7,1,7,8
PALCA,atencion odontologica,periodoncias,2010-08-01,3,9,3,9,12
PALOS BLANCOS,atencion odontologica,periodoncias,2010-08-01,3,1,3,1,4
PAMPA AULLAGAS,atencion odontologica,periodoncias,2010-08-01,0,1,0,1,1
PAMPA GRANDE,atencion odontologica,periodoncias,2010-08-01,1,0,1,0,1
PAPEL PAMPA,atencion odontologica,periodoncias,2010-08-01,0,1,0,1,1
PASORAPA,atencion odontologica,periodoncias,2010-08-01,1,1,1,1,2
PATACAMAYA,atencion odontologica,periodoncias,2010-08-01,13,27,13,27,40
PAZÑA,atencion odontologica,periodoncias,2010-08-01,0,1,0,1,1
POCOATA,atencion odontologica,periodoncias,2010-08-01,2,14,2,14,16
POCONA,atencion odontologica,periodoncias,2010-08-01,2,8,2,8,10
POJO (CBBA),atencion odontologica,periodoncias,2010-08-01,2,31,2,31,33
POOPO,atencion odontologica,periodoncias,2010-08-01,14,7,14,7,21
PORTACHUELO,atencion odontologica,periodoncias,2010-08-01,0,2,0,2,2
PORVENIR,atencion odontologica,periodoncias,2010-08-01,1,4,1,4,5
POSTRER VALLE,atencion odontologica,periodoncias,2010-08-01,0,1,0,1,1
POTOSI,atencion odontologica,periodoncias,2010-08-01,7,37,7,37,44
PUCARA,atencion odontologica,periodoncias,2010-08-01,0,1,0,1,1
PUCARANI,atencion odontologica,periodoncias,2010-08-01,4,11,4,11,15
PUERTO ACOSTA,atencion odontologica,periodoncias,2010-08-01,1,0,1,0,1
PUERTO CARABUCO,atencion odontologica,periodoncias,2010-08-01,3,4,3,4,7
PUERTO QUIJARRO,atencion odontologica,periodoncias,2010-08-01,2,2,2,2,4
PUERTO RICO,atencion odontologica,periodoncias,2010-08-01,0,4,0,4,4
PUERTO SILES,atencion odontologica,periodoncias,2010-08-01,1,5,1,5,6
PUERTO SUAREZ,atencion odontologica,periodoncias,2010-08-01,31,20,31,20,51
PUERTO VILLARROEL,atencion odontologica,periodoncias,2010-08-01,15,27,15,27,42
PUNA,atencion odontologica,periodoncias,2010-08-01,0,1,0,1,1
PUNATA,atencion odontologica,periodoncias,2010-08-01,30,56,30,56,86
QUILLACOLLO,atencion odontologica,periodoncias,2010-08-01,19,53,19,53,72
QUIRUSILLAS,atencion odontologica,periodoncias,2010-08-01,0,1,0,1,1
REYES,atencion odontologica,periodoncias,2010-08-01,2,5,2,5,7
RIBERALTA,atencion odontologica,periodoncias,2010-08-01,102,161,102,161,263
ROBORE,atencion odontologica,periodoncias,2010-08-01,13,5,13,5,18
RURRENABAQUE,atencion odontologica,periodoncias,2010-08-01,41,60,41,60,101
SABAYA,atencion odontologica,periodoncias,2010-08-01,0,3,0,3,3
SACABA,atencion odontologica,periodoncias,2010-08-01,83,123,83,123,206
SACABAMBA,atencion odontologica,periodoncias,2010-08-01,57,69,57,69,126
SACACA,atencion odontologica,periodoncias,2010-08-01,0,1,0,1,1
SAIPINA,atencion odontologica,periodoncias,2010-08-01,0,7,0,7,7
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncias,2010-08-01,4,0,4,0,4
SAMAIPATA,atencion odontologica,periodoncias,2010-08-01,3,6,3,6,9
SAN ANDRES,atencion odontologica,periodoncias,2010-08-01,1,6,1,6,7
SAN ANDRES DE MACHACA,atencion odontologica,periodoncias,2010-08-01,20,27,20,27,47
SAN BENITO,atencion odontologica,periodoncias,2010-08-01,7,36,7,36,43
SAN BORJA,atencion odontologica,periodoncias,2010-08-01,9,2,9,2,11
SAN BUENA VENTURA,atencion odontologica,periodoncias,2010-08-01,2,2,2,2,4
SAN CARLOS,atencion odontologica,periodoncias,2010-08-01,7,13,7,13,20
SAN IGNACIO,atencion odontologica,periodoncias,2010-08-01,0,4,0,4,4
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncias,2010-08-01,4,5,4,5,9
SAN JULIAN,atencion odontologica,periodoncias,2010-08-01,3,8,3,8,11
SAN LORENZO(PND),atencion odontologica,periodoncias,2010-08-01,0,1,0,1,1
SAN LORENZO(TJA),atencion odontologica,periodoncias,2010-08-01,1,7,1,7,8
SAN LUCAS,atencion odontologica,periodoncias,2010-08-01,2,6,2,6,8
SAN MATIAS,atencion odontologica,periodoncias,2010-08-01,1,10,1,10,11
