,group,variable,month,RESTAURACIONES CANTIDAD,RESTAURACIONES CANTIDAD,TOTALES,TOTALES,TOTALES
MOCOMOCO,atencion odontologica,restauraciones,2010-06-01,3,2,3,2,5
MOJOCOYA,atencion odontologica,restauraciones,2010-06-01,13,15,13,15,28
MONTEAGUDO,atencion odontologica,restauraciones,2010-06-01,60,176,60,176,236
MONTERO,atencion odontologica,restauraciones,2010-06-01,162,427,162,427,589
MORO MORO,atencion odontologica,restauraciones,2010-06-01,6,5,6,5,11
MOROCHATA,atencion odontologica,restauraciones,2010-06-01,12,48,12,48,60
OCURI,atencion odontologica,restauraciones,2010-06-01,3,12,3,12,15
OKINAWA,atencion odontologica,restauraciones,2010-06-01,12,34,12,34,46
OMEREQUE,atencion odontologica,restauraciones,2010-06-01,15,30,15,30,45
ORURO,atencion odontologica,restauraciones,2010-06-01,751,1002,751,1002,1753
PADCAYA,atencion odontologica,restauraciones,2010-06-01,69,122,69,122,191
PADILLA,atencion odontologica,restauraciones,2010-06-01,27,66,27,66,93
PAILON,atencion odontologica,restauraciones,2010-06-01,45,108,45,108,153
PALCA,atencion odontologica,restauraciones,2010-06-01,0,2,0,2,2
PALOS BLANCOS,atencion odontologica,restauraciones,2010-06-01,30,48,30,48,78
PAMPA AULLAGAS,atencion odontologica,restauraciones,2010-06-01,23,28,23,28,51
PAMPA GRANDE,atencion odontologica,restauraciones,2010-06-01,3,25,3,25,28
PAPEL PAMPA,atencion odontologica,restauraciones,2010-06-01,18,41,18,41,59
PASORAPA,atencion odontologica,restauraciones,2010-06-01,10,10,10,10,20
PATACAMAYA,atencion odontologica,restauraciones,2010-06-01,20,70,20,70,90
PAZÑA,atencion odontologica,restauraciones,2010-06-01,34,44,34,44,78
PELECHUCO,atencion odontologica,restauraciones,2010-06-01,9,13,9,13,22
POCOATA,atencion odontologica,restauraciones,2010-06-01,28,66,28,66,94
POCONA,atencion odontologica,restauraciones,2010-06-01,33,51,33,51,84
POJO (CBBA),atencion odontologica,restauraciones,2010-06-01,32,86,32,86,118
POOPO,atencion odontologica,restauraciones,2010-06-01,44,27,44,27,71
PORCO,atencion odontologica,restauraciones,2010-06-01,10,20,10,20,30
POROMA,atencion odontologica,restauraciones,2010-06-01,10,5,10,5,15
PORONGO,atencion odontologica,restauraciones,2010-06-01,2,7,2,7,9
PORTACHUELO,atencion odontologica,restauraciones,2010-06-01,65,139,65,139,204
PORVENIR,atencion odontologica,restauraciones,2010-06-01,25,51,25,51,76
POSTRER VALLE,atencion odontologica,restauraciones,2010-06-01,9,23,9,23,32
POTOSI,atencion odontologica,restauraciones,2010-06-01,642,946,642,946,1588
PRESTO,atencion odontologica,restauraciones,2010-06-01,3,15,3,15,18
PUCARANI,atencion odontologica,restauraciones,2010-06-01,20,26,20,26,46
PUERTO ACOSTA,atencion odontologica,restauraciones,2010-06-01,5,13,5,13,18
PUERTO CARABUCO,atencion odontologica,restauraciones,2010-06-01,11,22,11,22,33
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2010-06-01,4,6,4,6,10
PUERTO QUIJARRO,atencion odontologica,restauraciones,2010-06-01,77,57,77,57,134
PUERTO RICO,atencion odontologica,restauraciones,2010-06-01,3,16,3,16,19
PUERTO SUAREZ,atencion odontologica,restauraciones,2010-06-01,37,88,37,88,125
PUERTO VILLARROEL,atencion odontologica,restauraciones,2010-06-01,261,246,261,246,507
PUNA,atencion odontologica,restauraciones,2010-06-01,26,61,26,61,87
PUNATA,atencion odontologica,restauraciones,2010-06-01,103,158,103,158,261
QUIABAYA,atencion odontologica,restauraciones,2010-06-01,1,1,1,1,2
QUILLACOLLO,atencion odontologica,restauraciones,2010-06-01,233,399,233,399,632
QUIME,atencion odontologica,restauraciones,2010-06-01,39,51,39,51,90
QUIRUSILLAS,atencion odontologica,restauraciones,2010-06-01,4,4,4,4,8
RAVELO,atencion odontologica,restauraciones,2010-06-01,2,10,2,10,12
REYES,atencion odontologica,restauraciones,2010-06-01,19,15,19,15,34
RIBERALTA,atencion odontologica,restauraciones,2010-06-01,168,223,168,223,391
ROBORE,atencion odontologica,restauraciones,2010-06-01,45,29,45,29,74
RURRENABAQUE,atencion odontologica,restauraciones,2010-06-01,10,9,10,9,19
SABAYA,atencion odontologica,restauraciones,2010-06-01,5,13,5,13,18
SACABA,atencion odontologica,restauraciones,2010-06-01,405,808,405,808,1213
SACABAMBA,atencion odontologica,restauraciones,2010-06-01,7,3,7,3,10
SACACA,atencion odontologica,restauraciones,2010-06-01,33,97,33,97,130
SAIPINA,atencion odontologica,restauraciones,2010-06-01,23,51,23,51,74
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2010-06-01,47,66,47,66,113
SAMAIPATA,atencion odontologica,restauraciones,2010-06-01,27,18,27,18,45
SAN AGUSTIN,atencion odontologica,restauraciones,2010-06-01,4,0,4,0,4
SAN ANDRES,atencion odontologica,restauraciones,2010-06-01,27,21,27,21,48
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2010-06-01,59,84,59,84,143
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2010-06-01,15,15,15,15,30
SAN BENITO,atencion odontologica,restauraciones,2010-06-01,18,26,18,26,44
SAN BORJA,atencion odontologica,restauraciones,2010-06-01,190,302,190,302,492
SAN CARLOS,atencion odontologica,restauraciones,2010-06-01,35,105,35,105,140
SAN IGNACIO,atencion odontologica,restauraciones,2010-06-01,104,195,104,195,299
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2010-06-01,44,57,44,57,101
SAN JAVIER(STC),atencion odontologica,restauraciones,2010-06-01,4,11,4,11,15
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2010-06-01,91,161,91,161,252
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2010-06-01,13,34,13,34,47
SAN JULIAN,atencion odontologica,restauraciones,2010-06-01,20,60,20,60,80
SAN LORENZO(PND),atencion odontologica,restauraciones,2010-06-01,4,3,4,3,7
SAN LORENZO(TJA),atencion odontologica,restauraciones,2010-06-01,77,201,77,201,278
SAN LUCAS,atencion odontologica,restauraciones,2010-06-01,22,71,22,71,93
SAN MATIAS,atencion odontologica,restauraciones,2010-06-01,16,26,16,26,42
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2010-06-01,38,71,38,71,109
SAN PEDRO,atencion odontologica,restauraciones,2010-06-01,7,16,7,16,23
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2010-06-01,10,26,10,26,36
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2010-06-01,6,14,6,14,20
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2010-06-01,1,3,1,3,4
SAN RAFAEL,atencion odontologica,restauraciones,2010-06-01,9,21,9,21,30
SAN RAMON BENI,atencion odontologica,restauraciones,2010-06-01,6,29,6,29,35
SAN RAMON SCZ,atencion odontologica,restauraciones,2010-06-01,23,26,23,26,49
SANTA ANA,atencion odontologica,restauraciones,2010-06-01,25,383,25,383,408
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2010-06-01,2324,3785,2324,3785,6109
SANTA ROSA,atencion odontologica,restauraciones,2010-06-01,24,41,24,41,65
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2010-06-01,24,98,24,98,122
SANTIAGO DE CALLAPA,atencion odontologica,restauraciones,2010-06-01,6,4,6,4,10
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2010-06-01,51,73,51,73,124
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2010-06-01,2,10,2,10,12
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2010-06-01,23,40,23,40,63
SANTIVAÑES,atencion odontologica,restauraciones,2010-06-01,7,17,7,17,24
SAPAHAQUI,atencion odontologica,restauraciones,2010-06-01,13,22,13,22,35
SHINAOTA,atencion odontologica,restauraciones,2010-06-01,6,12,6,12,18
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2010-06-01,25,44,25,44,69
SICAYA,atencion odontologica,restauraciones,2010-06-01,1,0,1,0,1
SIPE SIPE,atencion odontologica,restauraciones,2010-06-01,153,246,153,246,399
SOPACHUY,atencion odontologica,restauraciones,2010-06-01,17,30,17,30,47
SORACACHI,atencion odontologica,restauraciones,2010-06-01,8,21,8,21,29
SORATA,atencion odontologica,restauraciones,2010-06-01,42,45,42,45,87
SUCRE,atencion odontologica,restauraciones,2010-06-01,1592,2651,1592,2651,4243
TACACOMA,atencion odontologica,restauraciones,2010-06-01,16,38,16,38,54
TACOPAYA,atencion odontologica,restauraciones,2010-06-01,3,4,3,4,7
TAHUA,atencion odontologica,restauraciones,2010-06-01,1,1,1,1,2
TAPACARI,atencion odontologica,restauraciones,2010-06-01,45,88,45,88,133
TARABUCO,atencion odontologica,restauraciones,2010-06-01,29,79,29,79,108
TARACO,atencion odontologica,restauraciones,2010-06-01,17,23,17,23,40
TARATA,atencion odontologica,restauraciones,2010-06-01,17,18,17,18,35
TARIJA,atencion odontologica,restauraciones,2010-06-01,1820,2207,1820,2207,4027
TARVITA,atencion odontologica,restauraciones,2010-06-01,14,39,14,39,53
TEOPONTE,atencion odontologica,restauraciones,2010-06-01,6,15,6,15,21
TIAWANACU,atencion odontologica,restauraciones,2010-06-01,17,18,17,18,35
TINGUIPAYA,atencion odontologica,restauraciones,2010-06-01,4,36,4,36,40
TIPUANI,atencion odontologica,restauraciones,2010-06-01,0,11,0,11,11
TIQUIPAYA,atencion odontologica,restauraciones,2010-06-01,307,706,307,706,1013
TIRAQUE (CBBA),atencion odontologica,restauraciones,2010-06-01,5,45,5,45,50
TOCO,atencion odontologica,restauraciones,2010-06-01,23,34,23,34,57
TOLATA,atencion odontologica,restauraciones,2010-06-01,15,62,15,62,77
TOLEDO,atencion odontologica,restauraciones,2010-06-01,27,44,27,44,71
TOMAVE,atencion odontologica,restauraciones,2010-06-01,19,38,19,38,57
TOMINA,atencion odontologica,restauraciones,2010-06-01,154,93,154,93,247
TOTORA(CBBA),atencion odontologica,restauraciones,2010-06-01,25,66,25,66,91
TOTORA(ORR),atencion odontologica,restauraciones,2010-06-01,0,2,0,2,2
TRIGAL,atencion odontologica,restauraciones,2010-06-01,1,4,1,4,5
TRINIDAD,atencion odontologica,restauraciones,2010-06-01,351,632,351,632,983
TUPIZA,atencion odontologica,restauraciones,2010-06-01,175,215,175,215,390
TURCO,atencion odontologica,restauraciones,2010-06-01,10,25,10,25,35
UNCIA,atencion odontologica,restauraciones,2010-06-01,4,40,4,40,44
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2010-06-01,129,258,129,258,387
URUBICHA,atencion odontologica,restauraciones,2010-06-01,0,3,0,3,3
UYUNI,atencion odontologica,restauraciones,2010-06-01,3,23,3,23,26
VACAS,atencion odontologica,restauraciones,2010-06-01,66,82,66,82,148
VALLEGRANDE,atencion odontologica,restauraciones,2010-06-01,78,228,78,228,306
VIACHA,atencion odontologica,restauraciones,2010-06-01,45,101,45,101,146
VILA VILA,atencion odontologica,restauraciones,2010-06-01,4,26,4,26,30
VILLA CHARCAS,atencion odontologica,restauraciones,2010-06-01,7,13,7,13,20
VILLA MONTES,atencion odontologica,restauraciones,2010-06-01,197,268,197,268,465
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2010-06-01,0,1,0,1,1
VILLA RIVERO,atencion odontologica,restauraciones,2010-06-01,8,13,8,13,21
VILLA SERRANO,atencion odontologica,restauraciones,2010-06-01,76,118,76,118,194
VILLA TUNARI,atencion odontologica,restauraciones,2010-06-01,178,503,178,503,681
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2010-06-01,45,84,45,84,129
VILLAZON,atencion odontologica,restauraciones,2010-06-01,51,115,51,115,166
VINTO,atencion odontologica,restauraciones,2010-06-01,25,42,25,42,67
VITICHI,atencion odontologica,restauraciones,2010-06-01,7,19,7,19,26
WALDO BALLIVIAN,atencion odontologica,restauraciones,2010-06-01,5,20,5,20,25
WARNES,atencion odontologica,restauraciones,2010-06-01,108,172,108,172,280
YACO,atencion odontologica,restauraciones,2010-06-01,3,7,3,7,10
YACUIBA,atencion odontologica,restauraciones,2010-06-01,318,598,318,598,916
YAMPARAEZ,atencion odontologica,restauraciones,2010-06-01,10,12,10,12,22
YANACACHI,atencion odontologica,restauraciones,2010-06-01,15,13,15,13,28
YAPACANI,atencion odontologica,restauraciones,2010-06-01,82,205,82,205,287
YOTALA,atencion odontologica,restauraciones,2010-06-01,18,54,18,54,72
YUNCHARA,atencion odontologica,restauraciones,2010-06-01,33,115,33,115,148
ZUDAÑEZ,atencion odontologica,restauraciones,2010-06-01,20,36,20,36,56
ACACIO,atencion odontologica,restauraciones,2010-07-01,10,13,10,13,23
ACHACACHI,atencion odontologica,restauraciones,2010-07-01,43,56,43,56,99
ACHOCALLA,atencion odontologica,restauraciones,2010-07-01,13,31,13,31,44
AIQUILE,atencion odontologica,restauraciones,2010-07-01,33,56,33,56,89
ALALAY,atencion odontologica,restauraciones,2010-07-01,2,2,2,2,4
ALCALA,atencion odontologica,restauraciones,2010-07-01,49,69,49,69,118
ALTO BENI,atencion odontologica,restauraciones,2010-07-01,9,23,9,23,32
ANCORAIMES,atencion odontologica,restauraciones,2010-07-01,5,11,5,11,16
ANDAMARCA,atencion odontologica,restauraciones,2010-07-01,9,22,9,22,31
ANTEQUERA,atencion odontologica,restauraciones,2010-07-01,25,34,25,34,59
APOLO,atencion odontologica,restauraciones,2010-07-01,23,73,23,73,96
ARAMPAMPA,atencion odontologica,restauraciones,2010-07-01,9,17,9,17,26
ARANI,atencion odontologica,restauraciones,2010-07-01,22,45,22,45,67
ARBIETO,atencion odontologica,restauraciones,2010-07-01,15,72,15,72,87
ARQUE,atencion odontologica,restauraciones,2010-07-01,20,73,20,73,93
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2010-07-01,7,20,7,20,27
ATOCHA,atencion odontologica,restauraciones,2010-07-01,131,140,131,140,271
AYATA,atencion odontologica,restauraciones,2010-07-01,7,24,7,24,31
AYO AYO,atencion odontologica,restauraciones,2010-07-01,6,22,6,22,28
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2010-07-01,8,19,8,19,27
AZURDUY,atencion odontologica,restauraciones,2010-07-01,2,19,2,19,21
BATALLAS,atencion odontologica,restauraciones,2010-07-01,30,33,30,33,63
BAURES,atencion odontologica,restauraciones,2010-07-01,7,20,7,20,27
BELEN DE URMIRI,atencion odontologica,restauraciones,2010-07-01,1,0,1,0,1
BERMEJO,atencion odontologica,restauraciones,2010-07-01,200,270,200,270,470
BETANZOS,atencion odontologica,restauraciones,2010-07-01,7,42,7,42,49
BOLIVAR,atencion odontologica,restauraciones,2010-07-01,13,10,13,10,23
BOLPEBRA,atencion odontologica,restauraciones,2010-07-01,5,1,5,1,6
BOYUIBE,atencion odontologica,restauraciones,2010-07-01,14,31,14,31,45
BUENA VISTA,atencion odontologica,restauraciones,2010-07-01,19,6,19,6,25
CABEZAS,atencion odontologica,restauraciones,2010-07-01,5,32,5,32,37
CAIROMA,atencion odontologica,restauraciones,2010-07-01,19,54,19,54,73
"CAIZA ""D""",atencion odontologica,restauraciones,2010-07-01,10,23,10,23,33
CALACOTO,atencion odontologica,restauraciones,2010-07-01,71,100,71,100,171
CALAMARCA,atencion odontologica,restauraciones,2010-07-01,17,23,17,23,40
CAMARGO,atencion odontologica,restauraciones,2010-07-01,21,122,21,122,143
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2010-07-01,19,75,19,75,94
CAMIRI,atencion odontologica,restauraciones,2010-07-01,141,314,141,314,455
CAPINOTA,atencion odontologica,restauraciones,2010-07-01,35,61,35,61,96
CAQUIAVIRI,atencion odontologica,restauraciones,2010-07-01,6,13,6,13,19
CARACOLLO,atencion odontologica,restauraciones,2010-07-01,58,101,58,101,159
CARANAVI,atencion odontologica,restauraciones,2010-07-01,42,65,42,65,107
CARAPARI,atencion odontologica,restauraciones,2010-07-01,25,49,25,49,74
CARIPUYO,atencion odontologica,restauraciones,2010-07-01,16,50,16,50,66
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2010-07-01,5,9,5,9,14
CATACORA,atencion odontologica,restauraciones,2010-07-01,21,39,21,39,60
CHALLAPATA,atencion odontologica,restauraciones,2010-07-01,67,104,67,104,171
CHAQUI,atencion odontologica,restauraciones,2010-07-01,0,2,0,2,2
CHARAGUA,atencion odontologica,restauraciones,2010-07-01,37,99,37,99,136
CHARAÑA,atencion odontologica,restauraciones,2010-07-01,27,36,27,36,63
CHAYANTA,atencion odontologica,restauraciones,2010-07-01,73,159,73,159,232
CHIMORE,atencion odontologica,restauraciones,2010-07-01,28,40,28,40,68
CHIPAYA,atencion odontologica,restauraciones,2010-07-01,0,1,0,1,1
CHOQUE COTA,atencion odontologica,restauraciones,2010-07-01,10,7,10,7,17
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2010-07-01,47,86,47,86,133
CHUMA,atencion odontologica,restauraciones,2010-07-01,13,10,13,10,23
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2010-07-01,21,42,21,42,63
CKOCHAS,atencion odontologica,restauraciones,2010-07-01,6,15,6,15,21
CLIZA,atencion odontologica,restauraciones,2010-07-01,101,223,101,223,324
COBIJA,atencion odontologica,restauraciones,2010-07-01,161,209,161,209,370
COCAPATA,atencion odontologica,restauraciones,2010-07-01,15,9,15,9,24
COCHABAMBA,atencion odontologica,restauraciones,2010-07-01,7691,4345,7691,4345,12036
COIPASA,atencion odontologica,restauraciones,2010-07-01,2,6,2,6,8
COLCAPIRHUA,atencion odontologica,restauraciones,2010-07-01,177,343,177,343,520
"COLCHA ""K""",atencion odontologica,restauraciones,2010-07-01,2,13,2,13,15
COLLANA,atencion odontologica,restauraciones,2010-07-01,2,5,2,5,7
COLOMI,atencion odontologica,restauraciones,2010-07-01,26,41,26,41,67
COLPA BELGICA,atencion odontologica,restauraciones,2010-07-01,19,35,19,35,54
COLQUECHACA,atencion odontologica,restauraciones,2010-07-01,4,12,4,12,16
COLQUENCHA,atencion odontologica,restauraciones,2010-07-01,0,9,0,9,9
COLQUIRI,atencion odontologica,restauraciones,2010-07-01,28,27,28,27,55
COMANCHE,atencion odontologica,restauraciones,2010-07-01,26,59,26,59,85
COMARAPA,atencion odontologica,restauraciones,2010-07-01,55,128,55,128,183
CONCEPCION,atencion odontologica,restauraciones,2010-07-01,20,22,20,22,42
COPACABANA,atencion odontologica,restauraciones,2010-07-01,8,12,8,12,20
CORIPATA,atencion odontologica,restauraciones,2010-07-01,25,20,25,20,45
CORO CORO,atencion odontologica,restauraciones,2010-07-01,15,19,15,19,34
COROICO,atencion odontologica,restauraciones,2010-07-01,92,156,92,156,248
CORQUE,atencion odontologica,restauraciones,2010-07-01,13,22,13,22,35
COTAGAITA,atencion odontologica,restauraciones,2010-07-01,51,101,51,101,152
COTOCA,atencion odontologica,restauraciones,2010-07-01,49,98,49,98,147
CUATRO CAÑADAS,atencion odontologica,restauraciones,2010-07-01,31,95,31,95,126
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2010-07-01,4,16,4,16,20
CUEVO,atencion odontologica,restauraciones,2010-07-01,10,17,10,17,27
CULPINA,atencion odontologica,restauraciones,2010-07-01,13,31,13,31,44
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2010-07-01,10,9,10,9,19
CURVA,atencion odontologica,restauraciones,2010-07-01,5,1,5,1,6
DESAGUADERO,atencion odontologica,restauraciones,2010-07-01,3,7,3,7,10
EL ALTO,atencion odontologica,restauraciones,2010-07-01,3140,4266,3140,4266,7406
EL CHORO,atencion odontologica,restauraciones,2010-07-01,5,13,5,13,18
EL PUENTE(STC),atencion odontologica,restauraciones,2010-07-01,6,16,6,16,22
EL PUENTE(TJA),atencion odontologica,restauraciones,2010-07-01,40,104,40,104,144
EL TORNO,atencion odontologica,restauraciones,2010-07-01,57,176,57,176,233
EL VILLAR,atencion odontologica,restauraciones,2010-07-01,28,30,28,30,58
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2010-07-01,51,136,51,136,187
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2010-07-01,32,71,32,71,103
EUCALIPTUS,atencion odontologica,restauraciones,2010-07-01,14,38,14,38,52
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2010-07-01,57,85,57,85,142
FILADELFIA,atencion odontologica,restauraciones,2010-07-01,4,13,4,13,17
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2010-07-01,11,14,11,14,25
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2010-07-01,6,21,6,21,27
GUANAY,atencion odontologica,restauraciones,2010-07-01,31,82,31,82,113
GUAQUI,atencion odontologica,restauraciones,2010-07-01,12,1,12,1,13
GUAYARAMERIN,atencion odontologica,restauraciones,2010-07-01,104,249,104,249,353
GUTIERREZ,atencion odontologica,restauraciones,2010-07-01,43,46,43,46,89
HUACARETA,atencion odontologica,restauraciones,2010-07-01,21,30,21,30,51
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2010-07-01,4,19,4,19,23
HUACHACALLA,atencion odontologica,restauraciones,2010-07-01,12,12,12,12,24
HUANUNI,atencion odontologica,restauraciones,2010-07-01,33,74,33,74,107
HUARACAJE,atencion odontologica,restauraciones,2010-07-01,12,14,12,14,26
HUARINA,atencion odontologica,restauraciones,2010-07-01,1,1,1,1,2
HUAYLLAMARCA,atencion odontologica,restauraciones,2010-07-01,19,44,19,44,63
HUMANATA,atencion odontologica,restauraciones,2010-07-01,2,11,2,11,13
ICLA,atencion odontologica,restauraciones,2010-07-01,14,11,14,11,25
INCAHUASI,atencion odontologica,restauraciones,2010-07-01,7,20,7,20,27
INQUISIVI,atencion odontologica,restauraciones,2010-07-01,5,4,5,4,9
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2010-07-01,20,55,20,55,75
IXIAMAS,atencion odontologica,restauraciones,2010-07-01,19,38,19,38,57
JESUS DE MACHACA,atencion odontologica,restauraciones,2010-07-01,15,61,15,61,76
LA ASUNTA,atencion odontologica,restauraciones,2010-07-01,24,40,24,40,64
LA GUARDIA,atencion odontologica,restauraciones,2010-07-01,77,182,77,182,259
LA PAZ,atencion odontologica,restauraciones,2010-07-01,5600,6946,5600,6946,12546
LA RIVERA,atencion odontologica,restauraciones,2010-07-01,8,33,8,33,41
LAGUNILLAS,atencion odontologica,restauraciones,2010-07-01,3,22,3,22,25
LAJA,atencion odontologica,restauraciones,2010-07-01,16,12,16,12,28
LAS CARRERAS,atencion odontologica,restauraciones,2010-07-01,3,0,3,0,3
LLALLAGUA,atencion odontologica,restauraciones,2010-07-01,86,187,86,187,273
LLICA,atencion odontologica,restauraciones,2010-07-01,5,14,5,14,19
LURIBAY,atencion odontologica,restauraciones,2010-07-01,0,1,0,1,1
MACHACAMARCA,atencion odontologica,restauraciones,2010-07-01,43,41,43,41,84
MACHARETI,atencion odontologica,restauraciones,2010-07-01,22,49,22,49,71
MAGDALENA,atencion odontologica,restauraciones,2010-07-01,27,40,27,40,67
MAIRANA,atencion odontologica,restauraciones,2010-07-01,21,34,21,34,55
MAPIRI,atencion odontologica,restauraciones,2010-07-01,20,52,20,52,72
MECAPACA,atencion odontologica,restauraciones,2010-07-01,10,15,10,15,25
MINEROS,atencion odontologica,restauraciones,2010-07-01,27,184,27,184,211
MIZQUE,atencion odontologica,restauraciones,2010-07-01,11,100,11,100,111
MOCOMOCO,atencion odontologica,restauraciones,2010-07-01,4,3,4,3,7
MOJOCOYA,atencion odontologica,restauraciones,2010-07-01,14,16,14,16,30
MONTEAGUDO,atencion odontologica,restauraciones,2010-07-01,100,361,100,361,461
MONTERO,atencion odontologica,restauraciones,2010-07-01,154,340,154,340,494
MORO MORO,atencion odontologica,restauraciones,2010-07-01,6,7,6,7,13
MOROCHATA,atencion odontologica,restauraciones,2010-07-01,6,34,6,34,40
OCURI,atencion odontologica,restauraciones,2010-07-01,4,12,4,12,16
OKINAWA,atencion odontologica,restauraciones,2010-07-01,9,38,9,38,47
OMEREQUE,atencion odontologica,restauraciones,2010-07-01,15,29,15,29,44
ORURO,atencion odontologica,restauraciones,2010-07-01,899,1336,899,1336,2235
PADCAYA,atencion odontologica,restauraciones,2010-07-01,80,174,80,174,254
PADILLA,atencion odontologica,restauraciones,2010-07-01,49,82,49,82,131
PAILON,atencion odontologica,restauraciones,2010-07-01,53,148,53,148,201
PALCA,atencion odontologica,restauraciones,2010-07-01,22,16,22,16,38
PALOS BLANCOS,atencion odontologica,restauraciones,2010-07-01,42,59,42,59,101
PAMPA AULLAGAS,atencion odontologica,restauraciones,2010-07-01,9,28,9,28,37
PAMPA GRANDE,atencion odontologica,restauraciones,2010-07-01,6,10,6,10,16
PAPEL PAMPA,atencion odontologica,restauraciones,2010-07-01,9,37,9,37,46
PASORAPA,atencion odontologica,restauraciones,2010-07-01,6,6,6,6,12
PATACAMAYA,atencion odontologica,restauraciones,2010-07-01,35,66,35,66,101
PAZÑA,atencion odontologica,restauraciones,2010-07-01,17,29,17,29,46
PELECHUCO,atencion odontologica,restauraciones,2010-07-01,5,12,5,12,17
POCOATA,atencion odontologica,restauraciones,2010-07-01,42,59,42,59,101
POCONA,atencion odontologica,restauraciones,2010-07-01,108,132,108,132,240
POJO (CBBA),atencion odontologica,restauraciones,2010-07-01,33,56,33,56,89
POOPO,atencion odontologica,restauraciones,2010-07-01,20,22,20,22,42
PORCO,atencion odontologica,restauraciones,2010-07-01,4,17,4,17,21
POROMA,atencion odontologica,restauraciones,2010-07-01,16,20,16,20,36
PORONGO,atencion odontologica,restauraciones,2010-07-01,12,12,12,12,24
PORTACHUELO,atencion odontologica,restauraciones,2010-07-01,111,184,111,184,295
PORVENIR,atencion odontologica,restauraciones,2010-07-01,15,40,15,40,55
POSTRER VALLE,atencion odontologica,restauraciones,2010-07-01,13,13,13,13,26
POTOSI,atencion odontologica,restauraciones,2010-07-01,567,947,567,947,1514
PRESTO,atencion odontologica,restauraciones,2010-07-01,11,14,11,14,25
PUCARA,atencion odontologica,restauraciones,2010-07-01,2,7,2,7,9
PUCARANI,atencion odontologica,restauraciones,2010-07-01,8,39,8,39,47
PUERTO ACOSTA,atencion odontologica,restauraciones,2010-07-01,22,4,22,4,26
PUERTO CARABUCO,atencion odontologica,restauraciones,2010-07-01,25,24,25,24,49
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2010-07-01,1,1,1,1,2
PUERTO QUIJARRO,atencion odontologica,restauraciones,2010-07-01,85,109,85,109,194
PUERTO RICO,atencion odontologica,restauraciones,2010-07-01,14,14,14,14,28
PUERTO SUAREZ,atencion odontologica,restauraciones,2010-07-01,39,78,39,78,117
PUERTO VILLARROEL,atencion odontologica,restauraciones,2010-07-01,166,364,166,364,530
PUNA,atencion odontologica,restauraciones,2010-07-01,23,40,23,40,63
PUNATA,atencion odontologica,restauraciones,2010-07-01,149,292,149,292,441
QUIABAYA,atencion odontologica,restauraciones,2010-07-01,1,22,1,22,23
QUILLACOLLO,atencion odontologica,restauraciones,2010-07-01,334,521,334,521,855
QUIME,atencion odontologica,restauraciones,2010-07-01,34,53,34,53,87
QUIRUSILLAS,atencion odontologica,restauraciones,2010-07-01,3,16,3,16,19
RAVELO,atencion odontologica,restauraciones,2010-07-01,3,18,3,18,21
REYES,atencion odontologica,restauraciones,2010-07-01,17,17,17,17,34
RIBERALTA,atencion odontologica,restauraciones,2010-07-01,90,162,90,162,252
ROBORE,atencion odontologica,restauraciones,2010-07-01,22,35,22,35,57
RURRENABAQUE,atencion odontologica,restauraciones,2010-07-01,0,7,0,7,7
