,group,variable,month,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
COIPASA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,0,5,0,5,5
COLCAPIRHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,68,113,68,113,181
COLLANA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,2,12,2,12,14
COLOMI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,141,135,141,135,276
COLPA BELGICA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,42,57,42,57,99
COLQUECHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,36,31,36,31,67
COLQUENCHA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,0,5,0,5,5
COMANCHE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,15,5,15,5,20
COMARAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,29,70,29,70,99
CONCEPCION,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,3,3,3,3,6
COPACABANA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,1,11,1,11,12
CORIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,4,13,4,13,17
CORO CORO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,81,0,81,0,81
COROICO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,30,44,30,44,74
CORQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,0,1,0,1,1
COTAGAITA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,31,23,31,23,54
COTOCA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,117,38,117,38,155
CUATRO CAÑADAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,29,28,29,28,57
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,1,1,1,1,2
CUEVO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,4,5,4,5,9
CULPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,14,2,14,2,16
CURVA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,6,13,6,13,19
EL ALTO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,1088,1726,1088,1726,2814
EL PUENTE(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,2,3,2,3,5
EL PUENTE(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,14,13,14,13,27
EL TORNO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,5,29,5,29,34
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,5,24,5,24,29
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,6,17,6,17,23
ESCOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,1,0,1,0,1
EUCALIPTUS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,76,39,76,39,115
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,17,50,17,50,67
FILADELFIA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,7,4,7,4,11
GENERAL SAAVEDRA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,11,11,11,11,22
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,13,3,13,3,16
GUANAY,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,24,40,24,40,64
GUAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,9,10,9,10,19
GUAYARAMERIN,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,39,116,39,116,155
GUTIERREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,49,104,49,104,153
HUACARETA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,5,8,5,8,13
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,0,4,0,4,4
HUACHACALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,28,32,28,32,60
HUANUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,10,8,10,8,18
HUARACAJE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,10,12,10,12,22
HUAYLLAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,7,10,7,10,17
ICLA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,2,3,2,3,5
INCAHUASI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,2,2,2,2,4
INQUISIVI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,3,1,3,1,4
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,23,29,23,29,52
IXIAMAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,12,7,12,7,19
JESUS DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,3,13,3,13,16
LA ASUNTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,1,2,1,2,3
LA GUARDIA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,15,18,15,18,33
LA PAZ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,2373,2460,2373,2460,4833
LA RIVERA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,1,0,1,0,1
LAGUNILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,3,6,3,6,9
LAJA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,8,2,8,2,10
LAS CARRERAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,11,2,11,2,13
LICOMA PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,0,2,0,2,2
LLALLAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,134,121,134,121,255
LLICA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,2,1,2,1,3
LURIBAY,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,3,1,3,1,4
MACHACAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,17,9,17,9,26
MACHARETI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,9,19,9,19,28
MAGDALENA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,11,21,11,21,32
MAIRANA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,91,64,91,64,155
MAPIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,33,22,33,22,55
MECAPACA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,20,31,20,31,51
MINEROS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,4,13,4,13,17
MIZQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,49,61,49,61,110
MOCOMOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,2,0,2,0,2
MOJOCOYA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,1,4,1,4,5
MONTEAGUDO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,82,85,82,85,167
MONTERO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,400,671,400,671,1071
MORO MORO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,5,18,5,18,23
MOROCHATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,13,34,13,34,47
OCURI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,0,1,0,1,1
OKINAWA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,0,2,0,2,2
OMEREQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,43,67,43,67,110
ORURO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,731,720,731,720,1451
PADCAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,2,22,2,22,24
PADILLA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,10,3,10,3,13
PAILON,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,74,72,74,72,146
PALCA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,25,30,25,30,55
PALOS BLANCOS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,69,54,69,54,123
PAMPA AULLAGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,0,2,0,2,2
PAMPA GRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,9,9,9,9,18
PAPEL PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,17,33,17,33,50
PASORAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,6,0,6,0,6
PATACAMAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,107,116,107,116,223
PAZÑA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,14,11,14,11,25
PELECHUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,4,5,4,5,9
POCOATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,40,38,40,38,78
POCONA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,16,16,16,16,32
POJO (CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,11,9,11,9,20
POOPO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,17,37,17,37,54
PORCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,11,25,11,25,36
POROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,9,6,9,6,15
PORONGO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,1,4,1,4,5
PORTACHUELO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,18,24,18,24,42
PORVENIR,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,37,71,37,71,108
POSTRER VALLE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,28,39,28,39,67
POTOSI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,247,270,247,270,517
PRESTO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,21,47,21,47,68
PUCARA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,6,15,6,15,21
PUCARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,27,37,27,37,64
PUERTO CARABUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,4,6,4,6,10
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,1,0,1,0,1
PUERTO PEREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,6,6,6,6,12
PUERTO QUIJARRO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,4,5,4,5,9
PUERTO RICO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,2,9,2,9,11
PUERTO SUAREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,15,17,15,17,32
PUERTO VILLARROEL,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,141,108,141,108,249
PUNA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,23,13,23,13,36
PUNATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,128,245,128,245,373
QUILLACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,374,398,374,398,772
QUIME,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,0,3,0,3,3
QUIRUSILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,3,12,3,12,15
RAVELO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,11,6,11,6,17
REYES,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,35,30,35,30,65
RIBERALTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,159,295,159,295,454
ROBORE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,79,77,79,77,156
RURRENABAQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,3,12,3,12,15
SACABA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,350,638,350,638,988
SACACA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,98,88,98,88,186
SAIPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,23,50,23,50,73
SALINAS DE GARCI MENDOZA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,39,46,39,46,85
SAMAIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,34,39,34,39,73
SAN AGUSTIN,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,0,2,0,2,2
SAN ANDRES,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,3,5,3,5,8
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,25,37,25,37,62
SAN BENITO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,112,105,112,105,217
SAN BORJA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,39,44,39,44,83
SAN CARLOS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,23,40,23,40,63
SAN IGNACIO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,1520,20,1520,20,1540
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,139,124,139,124,263
SAN JAVIER(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,1,1,1,1,2
SAN JOAQUIN,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,104,119,104,119,223
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,10,21,10,21,31
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,2,5,2,5,7
SAN JULIAN,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,54,68,54,68,122
SAN LORENZO(PND),atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,2,3,2,3,5
SAN LORENZO(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,15,15,15,15,30
SAN LUCAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,6,6,6,6,12
SAN MATIAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,2,2,2,2,4
SAN MIGUEL DE VELASCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,28,21,28,21,49
SAN PEDRO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,3,7,3,7,10
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,12,14,12,14,26
SAN PEDRO DE CURAHUARA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,1,2,1,2,3
SAN PEDRO DE TIQUINA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,3,5,3,5,8
SAN RAFAEL,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,21,41,21,41,62
SAN RAMON BENI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,1,4,1,4,5
SAN RAMON SCZ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,24,26,24,26,50
SANTA ANA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,94,250,94,250,344
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,1620,1898,1620,1898,3518
SANTA ROSA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,5,8,5,8,13
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,43,61,43,61,104
SANTIAGO DE CALLAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,1,0,1,0,1
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,25,41,25,41,66
SANTIAGO DE HUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,3,0,3,0,3
SANTIVAÑES,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,7,11,7,11,18
SANTUARIO DE QUILLACAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,54,46,54,46,100
SAPAHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,3,2,3,2,5
SENA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,3,3,3,3,6
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,30,41,30,41,71
SIPE SIPE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,29,58,29,58,87
SOPACHUY,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,3,7,3,7,10
SORACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,4,13,4,13,17
SORATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,5,2,5,2,7
SUCRE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,382,458,382,458,840
TACACOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,4,6,4,6,10
TAHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,4,4,4,4,8
TAPACARI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,43,33,43,33,76
TARABUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,71,80,71,80,151
TARACO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,4,10,4,10,14
TARATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,17,23,17,23,40
TARIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,403,383,403,383,786
TARVITA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,41,62,41,62,103
TIAWANACU,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,7,5,7,5,12
TIPUANI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,10,10,10,10,20
TIQUIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,383,445,383,445,828
TIRAQUE (CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,0,5,0,5,5
TOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,10,12,10,12,22
TOLATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,44,76,44,76,120
TOLEDO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,9,19,9,19,28
TOMAVE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,9,10,9,10,19
TOMINA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,5,5,5,5,10
TOTORA(CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,26,36,26,36,62
TRIGAL,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,1,4,1,4,5
TRINIDAD,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,143,337,143,337,480
TUPIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,88,76,88,76,164
UNCIA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,5,18,5,18,23
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,25,37,25,37,62
VACAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,99,16,99,16,115
VALLEGRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,74,87,74,87,161
VIACHA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,229,214,229,214,443
VILA VILA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,4,6,4,6,10
VILLA CHARCAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,1,1,1,1,2
VILLA MONTES,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,23,32,23,32,55
VILLA RIVERO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,90,101,90,101,191
VILLA SERRANO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,11,23,11,23,34
VILLA TUNARI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,64,172,64,172,236
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,11,39,11,39,50
VILLAZON,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,100,133,100,133,233
VINTO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,35,23,35,23,58
VITICHI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,0,1,0,1,1
WALDO BALLIVIAN,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,0,5,0,5,5
WARNES,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,40,49,40,49,89
YACO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,4,11,4,11,15
YACUIBA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,111,232,111,232,343
YAMPARAEZ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,31,47,31,47,78
YANACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,0,4,0,4,4
YAPACANI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,29,48,29,48,77
YOTALA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,6,56,6,56,62
YUNCHARA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,26,18,26,18,44
ZUDAÑEZ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-06-01,3,8,3,8,11
ACACIO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,23,15,23,15,38
ACHACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,20,24,20,24,44
ACHOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,4,15,4,15,19
AIQUILE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,133,108,133,108,241
ALALAY,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,1,2,1,2,3
ALCALA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,13,11,13,11,24
ALTO BENI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,5,2,5,2,7
ANCORAIMES,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,2,4,2,4,6
ANDAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,5,8,5,8,13
ANTEQUERA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,4,3,4,3,7
APOLO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,14,10,14,10,24
ARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,43,75,43,75,118
ARBIETO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,30,64,30,64,94
ARQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,23,26,23,26,49
ASCENCION DE GUARAYOS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,2,3,2,3,5
ATOCHA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,14,18,14,18,32
AYATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,1,7,1,7,8
AYO AYO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,2,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,59,59,59,59,118
AZURDUY,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,12,0,12,0,12
BATALLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,0,1,0,1,1
BAURES,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,5,8,5,8,13
BERMEJO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,106,137,106,137,243
BETANZOS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,1,12,1,12,13
BOLIVAR,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,4,5,4,5,9
BOLPEBRA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,8,0,8,0,8
BOYUIBE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,2,4,2,4,6
BUENA VISTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,20,6,20,6,26
CABEZAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,12,28,12,28,40
"CAIZA ""D""",atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,6,15,6,15,21
CALACOTO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,6,14,6,14,20
CALAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,16,12,16,12,28
CAMARGO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,4,31,4,31,35
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,5,10,5,10,15
CAMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,40,65,40,65,105
CAPINOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,146,135,146,135,281
CAQUIAVIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,4,7,4,7,11
CARACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,42,30,42,30,72
CARANAVI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,45,51,45,51,96
CARAPARI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,3,4,3,4,7
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,21,30,21,30,51
CHALLAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,76,107,76,107,183
CHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,0,1,0,1,1
CHARAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,11,20,11,20,31
CHARAÑA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,0,9,0,9,9
CHAYANTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,19,11,19,11,30
CHIMORE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,0,10,0,10,10
CHOQUE COTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,3,4,3,4,7
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,20,20,20,20,40
CHUMA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,1,1,1,1,2
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,17,10,17,10,27
CKOCHAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,6,6,6,6,12
CLIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,112,202,112,202,314
COBIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,186,205,186,205,391
COCAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,5,14,5,14,19
COCHABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-07-01,3394,4350,3394,4350,7744
