,group,variable,month,TOTAL 19.7 ANTIPOLIOMIELÍTICA 3RA DOSIS CANTIDAD,TOTAL 19.7 ANTIPOLIOMIELÍTICA 3RA DOSIS CANTIDAD,TOTALES
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-09-01,42,4,46
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-09-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-09-01,1,3,4
TAPACARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-09-01,3,3,6
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-09-01,4,6,10
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-09-01,3,1,4
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-09-01,1,0,1
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-09-01,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-09-01,1,0,1
VILLAZON,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-09-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-09-01,6,0,6
WARNES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-09-01,4,2,6
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-09-01,0,5,5
ARBIETO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,2,0,2
ATOCHA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,1,1,2
AYATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,1,5,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,0,1,1
CAJUATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,0,2,2
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,1,1,2
CARANAVI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,1,3,4
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,0,1,1
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,7,0,7
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1
CLIZA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,0,1,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,25,2,27
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,2,0,2
COLOMI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,0,3,3
COROICO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,37,13,50
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,0,1,1
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,0,3,3
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,4,0,4
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,13,6,19
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,0,1,1
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,1,3,4
MONTERO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,3,2,5
ORURO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,10,15,25
PAILON,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,13,0,13
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,1,1,2
POROMA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,2,0,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,9,0,9
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,0,2,2
SACABA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,2,1,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,2,0,2
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,12,0,12
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,5,0,5
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,34,54,88
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1
SENA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,4,1,5
SORATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,0,4,4
SUCRE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,2,0,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,2,0,2
UMALA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,4,0,4
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,3,0,3
VINTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,3,0,3
YACUIBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-10-01,0,2,2
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,1,1,2
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,10,2,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,0,1,1
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,0,1,1
BETANZOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,1,1,2
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,12,0,12
CHIMORE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,0,2,2
COCAPATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,1,1,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,5,2,7
CORIPATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,8,20,28
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,0,2,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,6,2,8
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,1,6,7
LORETO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,4,1,5
PAILON,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,4,0,4
PALCA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,1,2,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,17,0,17
PUNA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,0,6,6
PUNATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,2,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,4,3,7
SACABA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,6,22,28
SAIPINA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,0,2,2
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,2,4,6
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,58,37,95
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,2,0,2
SORATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,0,2,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,0,2,2
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,0,2,2
TODOS SANTOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,3,6,9
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,4,1,5
WARNES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,3,0,3
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-11-01,48,89,137
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,1,2,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,0,4,4
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,0,1,1
BETANZOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,2,1,3
COCAPATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,9,12,21
COLOMI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,18,13,31
EL TORNO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,2,0,2
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,0,1,1
HUACARETA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,6,2,8
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,2,1,3
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,0,7,7
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,1,19,20
MINEROS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,2,0,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,2,1,3
OCURI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,0,2,2
ORURO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,5,3,8
PAILON,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,8,0,8
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,0,2,2
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,0,12,12
POCOATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,0,5,5
PORCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,0,2,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,5,12,17
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,1,1,2
REYES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,0,1,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,0,2,2
SACABA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,1,1,2
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,1,1,2
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,5,12,17
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,5,0,5
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,35,13,48
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1
SENA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,5,5,10
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,2,0,2
SORATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,0,2,2
TOMAVE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,0,1,1
UMALA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,1,4,5
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1
VILLAZON,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 3ra dosis,2014-12-01,0,1,1
