,group,variable,month,TOTAL 19.5 ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTAL 19.5 ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTALES
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,60,59,119
EL CHORO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,2,2
EL TORNO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,1,1
EUCALIPTUS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,2,12,14
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,7,7
EXALTACION,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,4,4
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,25,25
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,9,4,13
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,2,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,4,4,8
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,8,8
HUMANATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,5,1,6
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,4,4
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,6,6
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,7,0,7
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,2,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,1,6,7
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,140,82,222
LAJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,1,7,8
LICOMA PAMPA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,2,0,2
LURIBAY,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,6,14,20
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,1,0,1
MAIRANA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,1,1
MALLA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,1,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,1,0,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,1,0,1
MOCOMOCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,11,10,21
MOJINETE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,14,12,26
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,4,4
OCURI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,8,40,48
ORURO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,4,4,8
PADCAYA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,1,2,3
PAILON,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,7,8,15
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,1,1
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,7,4,11
PASORAPA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,3,4,7
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,23,0,23
PAZÑA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,1,7,8
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,1,0,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,4,4
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,2,0,2
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,35,8,43
POTOSI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,8,10,18
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,6,6
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,2,2,4
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,10,62,72
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,2,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,3,2,5
PUNA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,2,5,7
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,7,23,30
RAVELO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,9,7,16
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,26,0,26
SACABA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,10,1,11
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,8,4,12
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,2,2
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,1,2,3
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,29,33,62
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,13,13
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,7,29,36
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,13,9,22
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,5,5
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,12,114,126
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,1,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,4,18,22
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,106,63,169
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,5,5
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,1,8,9
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,3,3
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,2,2
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,3,2,5
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,8,6,14
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,6,1,7
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,2,2,4
SORACACHI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,1,0,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,6,0,6
TACACOMA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,1,0,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,9,7,16
TARIJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,3,2,5
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,6,3,9
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,2,2
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,1,1,2
TOLEDO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,11,11
TOMINA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,3,3
TORO TORO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,5,5
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,11,1,12
TUPIZA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,1,1,2
UMALA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,1,0,1
UNCIA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,1,5,6
URUBICHA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,18,18
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,4,0,4
VIACHA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,11,6,17
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,0,2,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,8,1,9
WARNES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,1,1,2
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,1,0,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-05-01,6,3,9
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,1,1
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1
APOLO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,1,1
ARBIETO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,1,2
ARQUE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,4,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,11,3,14
ATOCHA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1
AYATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,3,0,3
AYO AYO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,5,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,2,6,8
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,1,2
BETANZOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,2,0,2
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,5,0,5
CABEZAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,3,3
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,9,3,12
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1
CARANAVI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,12,1,13
CHAQUI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,2,2
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,4,12,16
CHIMORE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,5,2,7
CHUMA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,3,3
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,4,4
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,3,0,3
CLIZA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,2,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,2,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,87,1,88
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,4,0,4
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,4,4
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,2,2
CORIPATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1
CUEVO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,2,3
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,26,13,39
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,5,5
EL TORNO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1
EXALTACION,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,2,0,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,1,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,3,3
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,3,6,9
GUANAY,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,3,6,9
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,4,6,10
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,6,7
HUATAJATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1
ICHOCA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,1,2
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,2,0,2
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,2,0,2
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,3,0,3
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,38,9,47
LAJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1
LICOMA PAMPA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,4,0,4
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,2,2
MAPIRI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1
MECAPACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,2,0,2
MOCOMOCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,2,2
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,1,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,57,2,59
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,5,5
OCURI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,38,38
ORURO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1
PADILLA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,1,1
PAILON,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,4,5,9
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,3,0,3
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,1,1
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,10,7,17
PASORAPA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,3,0,3
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,17,1,18
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,4,6,10
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,4,1,5
POTOSI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,6,7,13
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,4,4
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,2,10,12
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1
PUNA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,1,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,7,10,17
QUIME,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,1,1
RAVELO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,6,6
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,43,117,160
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,15,4,19
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,1,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,2,2
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,3,4
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,24,1,25
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,4,0,4
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,6,7,13
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,3,4
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,5,3,8
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,11,8,19
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,7,22,29
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,44,45
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,73,23,96
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,1,2
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,2,1,3
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,2,0,2
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,2,2
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,2,2,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,11,11
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,13,1,14
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,3,3,6
SORACACHI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,1,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,6,2,8
TAPACARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,7,8,15
TARIJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,2,1,3
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,4,4,8
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,3,2,5
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,2,0,2
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,1,1
TOMAVE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,6,6
TORO TORO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,5,5
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,9,32,41
TUPIZA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1
UMALA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,3,2,5
UNCIA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,3,1,4
VIACHA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,13,2,15
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,5,5
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,5,0,5
VINTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,15,1,16
WARNES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,13,1,14
