,group,variable,month,TOTAL 19.2 DPT 2DA DOSIS CANTIDAD,TOTAL 19.2 DPT 2DA DOSIS CANTIDAD,TOTALES
YACUIBA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-06-01,2,0,2
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-06-01,6,0,6
APOLO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,1,0,1
ARBIETO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,3,0,3
AUCAPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,2,2,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,2,11,13
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,0,1,1
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,0,1,1
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,0,2,2
CALACOTO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,2,2,4
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,1,0,1
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,1,0,1
CHACARILLA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,1,0,1
CHUMA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,17,5,22
COLOMI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,2,0,2
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,1,0,1
CORO CORO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,2,1,3
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,5,0,5
COTOCA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,2,0,2
CUEVO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,4,3,7
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,13,17,30
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,10,16,26
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,2,0,2
HUACARETA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,2,0,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,5,0,5
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,1,0,1
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,0,2,2
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,21,6,27
MINEROS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,1,0,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,5,0,5
ORURO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,1,1,2
PADCAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,2,0,2
PAILON,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,6,1,7
PALCA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,1,1,2
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,3,0,3
POCOATA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,0,1,1
PORONGO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,5,2,7
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,11,0,11
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,0,1,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,1,4,5
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,2,7,9
SACABA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,8,1,9
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,2,1,3
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,2,0,2
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,0,1,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,0,6,6
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,9,7,16
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,1,3,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,73,12,85
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,0,1,1
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,0,3,3
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,1,2,3
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,0,7,7
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,0,1,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,5,14,19
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,0,2,2
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,3,1,4
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,2,0,2
SORACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,2,4,6
SUCRE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,10,0,10
TACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,1,0,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,3,8,11
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,1,0,1
TOMINA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,2,0,2
TORO TORO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,13,6,19
UMALA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,2,0,2
VIACHA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,3,1,4
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,1,0,1
VILLAZON,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,11,3,14
WARNES,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,2,0,2
YACO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,0,1,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,2,1,3
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-07-01,4,4,8
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,1,3,4
AIQUILE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,1,0,1
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,0,1,1
APOLO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,4,0,4
ARQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,2,2,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,3,0,3
AUCAPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,2,0,2
AYATA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,2,10,12
BETANZOS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,1,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,1,1,2
CABEZAS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,0,5,5
CALACOTO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,0,4,4
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,0,4,4
CARANAVI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,35,5,40
CATACORA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,2,0,2
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,0,1,1
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,0,9,9
CHIMORE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,32,1,33
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,3,3,6
COMANCHE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,0,4,4
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,1,0,1
CORO CORO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,1,1,2
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,2,0,2
CUEVO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,11,5,16
CURVA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,1,1,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,13,13,26
EL TORNO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,3,1,4
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,8,1,9
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,0,2,2
GUAQUI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,0,1,1
HUACARETA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,0,2,2
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,11,1,12
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,26,4,30
LURIBAY,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,1,1,2
MOCOMOCO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,2,2,4
MONTERO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,0,1,1
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,0,2,2
OCURI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,0,4,4
OKINAWA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,1,0,1
ORURO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,2,0,2
PAILON,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,4,6,10
PALCA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,0,1,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,1,1,2
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,6,2,8
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,0,1,1
PUNATA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,1,1,2
QUIABAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,0,1,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,3,2,5
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,15,0,15
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,1,0,1
SABAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,0,1,1
SACABA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,3,2,5
SACACA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,0,1,1
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,0,1,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,1,0,1
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,6,18,24
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,1,9,10
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,15,1,16
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,60,2,62
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,2,0,2
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,0,2,2
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,0,1,1
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,3,3,6
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,4,2,6
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,2,5,7
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,3,0,3
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,3,3,6
SORATA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,7,2,9
TAPACARI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,2,4,6
TARIJA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,1,0,1
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,3,1,4
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,0,1,1
TOMINA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,13,0,13
UYUNI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,2,0,2
VIACHA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,5,4,9
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,1,1,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,17,6,23
VINTO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,14,6,20
WARNES,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,1,0,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,1,2,3
YANACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,0,1,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-08-01,3,5,8
ACACIO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,1,1
APOLO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,1,1
ARQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,2,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,3,1,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,11,0,11
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,2,2
BETANZOS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,1,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,1,1
CALACOTO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,3,3
CAMIRI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,4,5,9
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,1,1
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,1,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,1,1
CARANAVI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,23,64,87
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,10,10
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,6,2,8
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,2,0,2
CHUMA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,7,7
COBIJA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,31,9,40
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,1,7,8
COLOMI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,2,2,4
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,1,1
COROICO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,6,6,12
CUEVO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,4,3,7
CURVA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,1,4,5
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,22,10,32
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,5,5
GUAQUI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,2,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,1,1
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,2,0,2
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,5,13,18
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,38,1,39
LORETO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,1,1
MECAPACA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,2,0,2
MIZQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,2,0,2
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,1,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,1,0,1
OCURI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,3,3
ORURO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,4,1,5
PADCAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,2,1,3
PAILON,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,2,2,4
PALCA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,1,0,1
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,2,2
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,13,0,13
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,3,0,3
POROMA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,7,2,9
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,1,1
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,3,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,1,0,1
QUIABAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,3,9,12
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,1,3,4
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,2,0,2
SACABA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,2,1,3
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,3,3
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,1,5,6
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,2,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,1,0,1
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,3,6,9
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,2,6,8
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,7,3,10
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,25,10,35
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,2,2
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,4,2,6
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,1,1,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,3,49,52
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,2,1,3
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,3,3
SUCRE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,2,5,7
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,0,2,2
TAPACARI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,1,3,4
TARACO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,2,0,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,11,0,11
UMALA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,1,0,1
UYUNI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,3,0,3
