municipality,group,variable,month,Niños de 6 a 11 meses con dosis única de vitam,TOTAL
POCOATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,12,12
POCONA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,51,51
POJO (CBBA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,43,43
POOPO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,11,11
PORCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,6,6
POROMA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,54,54
PORONGO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,13,13
PORTACHUELO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,17,17
PORVENIR,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,9,9
POTOSI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,232,232
PRESTO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,13,13
PUCARA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,1,1
PUCARANI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,48,48
PUERTO ACOSTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,31,31
PUERTO CARABUCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,30,30
PUERTO GONZALO MORENO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,11,11
PUERTO PEREZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,6,6
PUERTO QUIJARRO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,22,22
PUERTO RICO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,15,15
PUERTO SILES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,7,7
PUERTO SUAREZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,26,26
PUERTO VILLARROEL,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,63,63
PUNA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,62,62
PUNATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,50,50
QUIABAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,1,1
QUILLACOLLO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,106,106
QUIME,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,11,11
QUIRUSILLAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,2,2
RAVELO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,13,13
REYES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,26,26
RIBERALTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,151,151
ROBORE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,14,14
RURRENABAQUE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,25,25
SABAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,6,6
SACABA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,120,120
SACABAMBA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,4,4
SACACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,31,31
SAIPINA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,9,9
SALINAS DE GARCI MENDOZA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,10,10
SAMAIPATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,11,11
SAN ANDRES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,30,30
SAN ANDRES DE MACHACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,12,12
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,19,19
SAN BENITO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,18,18
SAN BORJA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,80,80
SAN BUENA VENTURA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,25,25
SAN CARLOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,43,43
SAN IGNACIO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,22,22
SAN IGNACIO DE VELASCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,70,70
SAN JAVIER(BNI),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,15,15
SAN JAVIER(STC),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,26,26
SAN JOAQUIN,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,10,10
SAN JOSE DE CHIQUITOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,27,27
SAN JUAN DE YAPACANI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,17,17
SAN JULIAN,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,82,82
SAN LORENZO(PND),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,36,36
SAN LORENZO(TJA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,46,46
SAN LUCAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,79,79
SAN MATIAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,16,16
SAN MIGUEL DE VELASCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,23,23
SAN PABLO DE LIPEZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,2,2
SAN PEDRO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,33,33
SAN PEDRO DE BUENA VISTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,33,33
SAN PEDRO DE CURAHUARA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,3,3
SAN PEDRO DE QUEMES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,7,7
SAN PEDRO(PND),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,1,1
SAN RAFAEL,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,12,12
SAN RAMON,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,21,21
SAN RAMON,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,6,6
SANTA ANA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,28,28
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,1171,1171
SANTA ROSA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,11,11
SANTA ROSA DEL SARA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,20,20
SANTIAGO DE CALLAPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,4,4
SANTIAGO DE HUARI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,9,9
SANTIAGO DE MACHACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,3,3
SANTIVAÑES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,8,8
SANTUARIO DE QUILLACAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,3,3
SAPAHAQUI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,15,15
SENA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,1,1
SICA SICA (VILLA AROMA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,16,16
SICAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,4,4
SIPE SIPE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,21,21
SOPACHUY,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,8,8
SORACACHI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,15,15
SORATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,27,27
SUCRE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,378,378
TACACHI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,2,2
TACACOMA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,15,15
TACOBAMBA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,39,39
TACOPAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,21,21
TAPACARI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,85,85
TARABUCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,44,44
TARATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,24,24
TARIJA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,166,166
TARVITA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,39,39
TEOPONTE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,20,20
TIAWANACU,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,21,21
TINGUIPAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,52,52
TIPUANI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,10,10
TIQUIPAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,26,26
TIRAQUE (CBBA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,62,62
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,4,4
TOCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,12,12
TOLATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,8,8
TOLEDO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,5,5
TOMAVE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,11,11
TOMINA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,12,12
TORO TORO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,21,21
TOTORA(CBBA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,9,9
TOTORA(ORR),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,14,14
TRIGAL,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,2,2
TRINIDAD,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,111,111
TUPIZA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,57,57
TURCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,9,9
UMALA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,10,10
UNCIA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,25,25
URIONDO (A. CONCEPCION),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,18,18
URUBICHA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,5,5
UYUNI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,15,15
VACAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,22,22
VALLEGRANDE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,16,16
VIACHA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,50,50
VILA VILA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,7,7
VILLA MONTES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,39,39
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,5,5
VILLA RIVERO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,10,10
VILLA SERRANO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,15,15
VILLA TUNARI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,110,110
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,26,26
VILLAZON,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,60,60
VINTO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,25,25
VITICHI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,15,15
WALDO BALLIVIAN,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,2,2
WARNES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,121,121
YACO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,19,19
YACUIBA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,71,71
YAMPARAEZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,17,17
YANACACHI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,1,1
YAPACANI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,63,63
YOCALLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,3,3
YOTALA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,11,11
YUNCHARA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,5,5
ZUDAÑEZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-07-01,7,7
ACACIO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,27,27
ACHACACHI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,89,89
ACHOCALLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,15,15
AIQUILE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,48,48
ALCALA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,7,7
ANCORAIMES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,31,31
ANDAMARCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,10,10
ANTEQUERA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,2,2
ANZALDO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,11,11
APOLO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,37,37
ARAMPAMPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,16,16
ARANI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,6,6
ARBIETO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,14,14
ARQUE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,27,27
ASCENCION DE GUARAYOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,157,157
ATOCHA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,23,23
AUCAPATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,3,3
AYATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,29,29
AYO AYO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,47,47
AZURDUY,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,26,26
BATALLAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,37,37
BAURES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,9,9
BELEN DE ANDAMARCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,5,5
BELEN DE URMIRI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,4,4
BELLA FLOR,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,1,1
BERMEJO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,109,109
BETANZOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,35,35
BOLIVAR,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,8,8
BOLPEBRA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,9,9
BOYUIBE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,11,11
BUENA VISTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,19,19
CABEZAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,47,47
CAIROMA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,30,30
"CAIZA ""D""",micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,11,11
CAJUATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,16,16
CALACOTO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,9,9
CALAMARCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,14,14
CAMARGO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,39,39
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,9,9
CAMIRI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,40,40
CAPINOTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,37,37
CAQUIAVIRI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,11,11
CARACOLLO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,14,14
CARANAVI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,111,111
CARAPARI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,13,13
CARIPUYO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,7,7
CARMEN RIVERO TORREZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,6,6
CHACARILLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,3,3
CHALLAPATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,46,46
CHAQUI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,7,7
CHARAGUA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,37,37
CHARAÑA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,3,3
CHAYANTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,10,10
CHIMORE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,7,7
CHIPAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,4,4
CHOQUE COTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,15,15
CHUMA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,21,21
CLIZA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,33,33
COBIJA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,75,75
COCHABAMBA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,780,780
COLCAPIRHUA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,30,30
"COLCHA ""K""",micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,8,8
COLLANA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,3,3
COLOMI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,58,58
COLPA BELGICA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,10,10
COLQUECHACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,19,19
COLQUENCHA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,5,5
COLQUIRI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,35,35
COMANCHE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,1,1
COMARAPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,54,54
COMBAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,2,2
CONCEPCION,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,24,24
COPACABANA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,17,17
CORIPATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,27,27
CORO CORO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,18,18
COROICO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,22,22
CORQUE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,11,11
COTAGAITA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,29,29
COTOCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,110,110
CUATRO CAÑADAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,35,35
CUEVO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,4,4
CULPINA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,37,37
CURAHUARA DE CARANGAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,8,8
CURVA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,5,5
DESAGUADERO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,9,9
EL ALTO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,707,707
EL CHORO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,6,6
EL PUENTE(STC),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,11,11
EL PUENTE(TJA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,7,7
EL TORNO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,79,79
EL VILLAR,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,3,3
ENTRE RIOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,43,43
ENTRE RIOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,32,32
EUCALIPTUS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,10,10
EUREKA (SANTOS MERCADO),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,20,20
EXALTACION,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,5,5
FERNANDEZ ALONSO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,11,11
FILADELFIA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,18,18
GENERAL SAAVEDRA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,20,20
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,21,21
GUANAY,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,19,19
GUAQUI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,19,19
GUAYARAMERIN,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,112,112
GUTIERREZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,25,25
HUACARETA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,34,34
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,14,14
HUANUNI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,24,24
HUAYLLAMARCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,12,12
ICHOCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,6,6
ICLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,25,25
INCAHUASI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,61,61
INGAVI (HUMAITA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,1,1
INQUISIVI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,33,33
IRUPANA (VILLA DE LANZA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,29,29
IXIAMAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,20,20
JESUS DE MACHACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,16,16
LA ASUNTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,36,36
LA GUARDIA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,89,89
LA PAZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,822,822
LAGUNILLAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,7,7
LAJA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,22,22
LAS CARRERAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,8,8
LICOMA PAMPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,5,5
LLALLAGUA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-08-01,17,17
