municipality,group,variable,month,Nacidos vivos atendidos por partera capacitad,TOTAL
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-04-01,7,7
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-04-01,2,2
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-04-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-04-01,9,9
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-04-01,6,6
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-04-01,2,2
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-04-01,4,4
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-04-01,5,5
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-04-01,1,1
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-04-01,1,1
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-04-01,1,1
VILLA RIVERO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-04-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-04-01,6,6
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-04-01,2,2
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-04-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-04-01,3,3
YOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-04-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-04-01,1,1
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,3,3
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,3,3
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,10,10
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,3,3
ARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,7,7
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
AYATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,5,5
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,7,7
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,3,3
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,3,3
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
BOLIVAR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,4,4
CALACOTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,3,3
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,3,3
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,6,6
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,9,9
CHOQUE COTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
COBIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,41,41
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,5,5
CUATRO CAÑADAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,6,6
EL CHORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
EL VILLAR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
EXALTACION,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,4,4
HUAYLLAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,3,3
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,5,5
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,3,3
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,3,3
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,4,4
LLICA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
MACHARETI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
MINEROS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
MIZQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
MOJOCOYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,5,5
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
MORO MORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,10,10
OMEREQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
PADCAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
PADILLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,4,4
PAILON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,3,3
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
PASORAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,9,9
POCONA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
POJO (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,5,5
POOPO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,3,3
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
PUCARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
PUERTO QUIJARRO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,4,4
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,3,3
PUERTO SILES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,3,3
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,7,7
PUNATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,4,4
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,11,11
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,3,3
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,4,4
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,22,22
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
SAN BENITO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,9,9
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,3,3
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
SAN JULIAN,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,11,11
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,5,5
SAN RAFAEL,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
SANTA ANA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,5,5
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,6,6
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,19,19
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,3,3
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,7,7
TIAWANACU,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,14,14
TIPUANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,5,5
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,11,11
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,9,9
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,3,3
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,9,9
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,6,6
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
VALLEGRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,4,4
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,10,10
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,12,12
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
YAMPARAEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,5,5
YOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,1,1
YOTALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,2,2
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-05-01,3,3
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,7,7
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,7,7
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,3,3
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,4,4
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,3,3
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,3,3
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,4,4
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
ATOCHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,3,3
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,3,3
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,3,3
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,4,4
BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,4,4
CAIROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,4,4
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,3,3
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,4,4
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,4,4
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,4,4
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,5,5
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,5,5
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,23,23
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,4,4
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,44,44
COLQUIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
CORIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,3,3
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
CUATRO CAÑADAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
CULPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
DESAGUADERO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,3,3
EL PUENTE(STC),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,3,3
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,4,4
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,3,3
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,4,4
HUANUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,3,3
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,4,4
INGAVI (HUMAITA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,4,4
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,10,10
LLICA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,3,3
MINEROS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
MIZQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
MOJOCOYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,6,6
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,5,5
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,15,15
OMEREQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
PADCAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
PADILLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,3,3
PAILON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
PASORAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,7,7
PATACAMAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
PAZÑA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,9,9
POCONA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
POJO (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,3,3
POOPO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
PORVENIR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,4,4
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,7,7
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,17,17
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,3,3
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,3,3
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,27,27
SAIPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,20,20
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,4,4
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,6,6
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,15,15
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,8,8
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
SAN PEDRO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
SANTA ANA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
SENA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,7,7
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,3,3
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
