municipality,group,variable,month,Vacunaciones SRP fuera de servicio,TOTAL
ORURO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,51,51
PADCAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,15,15
PADILLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,14,14
PAILON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,17,17
PALCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,12,12
PALOS BLANCOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,55,55
PAMPA GRANDE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,5,5
PAPEL PAMPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,8,8
PASORAPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,14,14
PATACAMAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,30,30
PAZÑA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,11,11
PELECHUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,10,10
POCOATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,51,51
POCONA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,8,8
POJO (CBBA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,27,27
POOPO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,2,2
PORCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,9,9
POROMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,31,31
PORONGO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,2,2
PORTACHUELO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,24,24
PORVENIR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,18,18
POSTRER VALLE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,1,1
POTOSI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,66,66
PRESTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,14,14
PUCARA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,3,3
PUCARANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,39,39
PUERTO ACOSTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,41,41
PUERTO CARABUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,35,35
PUERTO GONZALO MORENO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,2,2
PUERTO PEREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,3,3
PUERTO QUIJARRO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,28,28
PUERTO RICO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,10,10
PUERTO SUAREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,17,17
PUERTO VILLARROEL,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,15,15
PUNA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,61,61
PUNATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,14,14
QUIABAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,19,19
QUILLACOLLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,59,59
QUIME,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,8,8
RAVELO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,37,37
RIBERALTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,50,50
ROBORE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,26,26
RURRENABAQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,25,25
SABAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,1,1
SACABA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,60,60
SACABAMBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,3,3
SACACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,65,65
SAIPINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,13,13
SALINAS DE GARCI MENDOZA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,14,14
SAMAIPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,16,16
SAN ANDRES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,6,6
SAN ANDRES DE MACHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,2,2
SAN BENITO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,4,4
SAN BORJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,60,60
SAN BUENA VENTURA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,33,33
SAN CARLOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,19,19
SAN IGNACIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,17,17
SAN IGNACIO DE VELASCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,41,41
SAN JAVIER(BNI),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,3,3
SAN JOAQUIN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,12,12
SAN JOSE DE CHIQUITOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,18,18
SAN JUAN DE YAPACANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,27,27
SAN JULIAN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,57,57
SAN LORENZO(PND),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,13,13
SAN LORENZO(TJA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,16,16
SAN LUCAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,57,57
SAN MATIAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,5,5
SAN PEDRO DE BUENA VISTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,123,123
SAN PEDRO DE CURAHUARA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,4,4
SAN PEDRO DE TIQUINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,10,10
SAN PEDRO(PND),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,5,5
SAN RAFAEL,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,12,12
SAN RAMON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,15,15
SAN RAMON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,10,10
SANTA ANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,6,6
SANTA CRUZ DE LA SIERRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,531,531
SANTA ROSA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,15,15
SANTA ROSA DEL SARA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,13,13
SANTIAGO DE CALLAPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,3,3
SANTIAGO DE HUARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,10,10
SANTIAGO DE MACHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,14,14
SANTIVAÑES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,7,7
SANTUARIO DE QUILLACAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,6,6
SAPAHAQUI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,10,10
SICA SICA (VILLA AROMA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,15,15
SICAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,2,2
SIPE SIPE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,46,46
SOPACHUY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,13,13
SORACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,1,1
SORATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,29,29
SUCRE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,165,165
TACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,1,1
TACACOMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,12,12
TACOBAMBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,19,19
TACOPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,10,10
TAPACARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,38,38
TARABUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,23,23
TARACO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,3,3
TARATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,15,15
TARIJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,37,37
TARVITA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,37,37
TEOPONTE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,3,3
TIAWANACU,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,19,19
TINGUIPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,65,65
TIPUANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,2,2
TIQUIPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,62,62
TIRAQUE (CBBA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,32,32
TITO YUPANQUI (PARQUIPUJIO),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,2,2
TOCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,6,6
TODOS SANTOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,2,2
TOLATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,12,12
TOLEDO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,8,8
TOMAVE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,20,20
TOMINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,16,16
TORO TORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,41,41
TOTORA(CBBA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,22,22
TOTORA(ORR),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,3,3
TRIGAL,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,2,2
TRINIDAD,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,2,2
TUPIZA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,52,52
TURCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,9,9
UMALA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,9,9
UNCIA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,62,62
URIONDO (A. CONCEPCION),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,13,13
UYUNI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,29,29
VACAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,25,25
VALLEGRANDE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,14,14
VIACHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,10,10
VILA VILA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,5,5
VILLA MONTES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,40,40
VILLA NUEVA (LOMA ALTA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,1,1
VILLA RIVERO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,5,5
VILLA SERRANO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,25,25
VILLA TUNARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,107,107
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,10,10
VILLAZON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,33,33
VINTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,57,57
VITICHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,1,1
WALDO BALLIVIAN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,14,14
WARNES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,49,49
YACO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,11,11
YACUIBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,40,40
YAMPARAEZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,7,7
YANACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,7,7
YAPACANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,19,19
YOCALLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,23,23
YOTALA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,13,13
ZUDAÑEZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-06-01,4,4
ACACIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,13,13
ACHACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,53,53
ACHOCALLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,14,14
AIQUILE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,34,34
ALALAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,1,1
ALCALA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,8,8
ANCORAIMES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,8,8
ANDAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,12,12
ANTEQUERA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,6,6
ANZALDO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,10,10
APOLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,7,7
ARAMPAMPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,5,5
ARANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,16,16
ARBIETO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,13,13
ARQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,17,17
ASCENCION DE GUARAYOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,7,7
ATOCHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,5,5
AUCAPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,24,24
AYATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,43,43
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,65,65
AZURDUY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,24,24
BATALLAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,24,24
BELEN DE URMIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,4,4
BELLA FLOR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,5,5
BERMEJO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,17,17
BETANZOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,25,25
BOLIVAR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,17,17
BOLPEBRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,4,4
BOYUIBE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,4,4
BUENA VISTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,25,25
CABEZAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,10,10
CAIROMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,11,11
"CAIZA ""D""",vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,16,16
CAJUATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,4,4
CALACOTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,15,15
CALAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,6,6
CAMARGO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,20,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,6,6
CAMIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,18,18
CAPINOTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,51,51
CAQUIAVIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,23,23
CARACOLLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,19,19
CARANAVI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,85,85
CARAPARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,8,8
CARIPUYO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,18,18
CATACORA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,6,6
CHALLAPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,38,38
CHAQUI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,6,6
CHARAGUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,29,29
CHARAÑA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,15,15
CHAYANTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,10,10
CHIMORE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,5,5
CHOQUE COTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,67,67
CHUMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,46,46
CLIZA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,8,8
COBIJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,55,55
COCHABAMBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,85,85
COLCAPIRHUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,37,37
"COLCHA ""K""",vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,4,4
COLLANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,2,2
COLOMI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,37,37
COLQUECHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,97,97
COLQUENCHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,13,13
COLQUIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,13,13
COMANCHE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,12,12
COMARAPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,21,21
COMBAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,2,2
CONCEPCION,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,2,2
COPACABANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,19,19
CORIPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,54,54
CORO CORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,35,35
COROICO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,29,29
CORQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,6,6
COTAGAITA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,38,38
COTOCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,36,36
CUATRO CAÑADAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,20,20
CUCHUMUELA (V. G. VILLARROEL),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,4,4
CUEVO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,4,4
CULPINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,49,49
CURAHUARA DE CARANGAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,1,1
CURVA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,4,4
DESAGUADERO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,8,8
EL ALTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-07-01,135,135
