municipality,group,variable,month,Vacunaciones fiebre amarilla fuera de servici,TOTAL
COTOCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,25,25
CUCHUMUELA (V. G. VILLARROEL),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,5,5
CUEVO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,5,5
CULPINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,11,11
CURVA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,6,6
DESAGUADERO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,5,5
EL ALTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,41,41
EL PUENTE(STC),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,6,6
EL TORNO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,3,3
EL VILLAR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,5,5
ENTRE RIOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,34,34
ENTRE RIOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,9,9
EXALTACION,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,7,7
FERNANDEZ ALONSO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,4,4
FILADELFIA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,17,17
GENERAL SAAVEDRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,6,6
GUAYARAMERIN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,33,33
HUACARETA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,13,13
HUACAYA (VILLA DE HUACAYA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,5,5
HUANUNI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,12,12
ICLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,10,10
INCAHUASI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,84,84
INGAVI (HUMAITA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,4,4
INQUISIVI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,13,13
IRUPANA (VILLA DE LANZA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,8,8
JESUS DE MACHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,1,1
LA GUARDIA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,2,2
LA PAZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,29,29
LAGUNILLAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,18,18
LAJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,9,9
LAS CARRERAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,3,3
LLALLAGUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,9,9
LLICA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,1,1
LORETO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,1,1
MACHARETI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,8,8
MAIRANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,2,2
MALLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,7,7
MAPIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,3,3
MINEROS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,2,2
MIZQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,51,51
MOCOMOCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,33,33
MOJOCOYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,6,6
MONTEAGUDO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,26,26
MONTERO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,66,66
MORO MORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,9,9
MOROCHATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,106,106
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,3,3
OCURI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,48,48
OMEREQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,8,8
ORURO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,14,14
PADCAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,6,6
PADILLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,19,19
PAILON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,21,21
PALOS BLANCOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,33,33
PAMPA GRANDE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,2,2
PAPEL PAMPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,7,7
PASORAPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,11,11
PATACAMAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,15,15
PELECHUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,7,7
POCOATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,32,32
POJO (CBBA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,13,13
POROMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,32,32
PORTACHUELO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,18,18
PORVENIR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,18,18
POSTRER VALLE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,1,1
POTOSI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,23,23
PRESTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,17,17
PUCARA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,3,3
PUCARANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,6,6
PUERTO ACOSTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,36,36
PUERTO CARABUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,36,36
PUERTO GONZALO MORENO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,2,2
PUERTO PEREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,2,2
PUERTO QUIJARRO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,25,25
PUERTO RICO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,6,6
PUERTO SUAREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,1,1
PUERTO VILLARROEL,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,11,11
PUNA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,21,21
PUNATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,9,9
QUILLACOLLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,67,67
QUIRUSILLAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,4,4
RIBERALTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,23,23
ROBORE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,10,10
RURRENABAQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,26,26
SABAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,3,3
SACABA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,175,175
SACACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,47,47
SAIPINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,6,6
SALINAS DE GARCI MENDOZA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,1,1
SAMAIPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,11,11
SAN ANTONIO DE LOMERIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,1,1
SAN BORJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,70,70
SAN BUENA VENTURA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,28,28
SAN CARLOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,18,18
SAN IGNACIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,15,15
SAN IGNACIO DE VELASCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,27,27
SAN JAVIER(BNI),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,4,4
SAN JOAQUIN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,10,10
SAN JOSE DE CHIQUITOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,19,19
SAN JUAN DE YAPACANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,32,32
SAN JULIAN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,36,36
SAN LORENZO(PND),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,10,10
SAN LORENZO(TJA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,9,9
SAN LUCAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,23,23
SAN MATIAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,5,5
SAN PEDRO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,1,1
SAN PEDRO DE BUENA VISTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,27,27
SAN PEDRO DE CURAHUARA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,5,5
SAN PEDRO DE QUEMES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,2,2
SAN PEDRO DE TIQUINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,9,9
SAN PEDRO(PND),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,1,1
SAN RAFAEL,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,12,12
SAN RAMON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,21,21
SAN RAMON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,12,12
SANTA ANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,3,3
SANTA CRUZ DE LA SIERRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,354,354
SANTA ROSA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,15,15
SANTIAGO DE CALLAPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,3,3
SANTIAGO DE HUARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,3,3
SANTIAGO DE MACHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,4,4
SANTIVAÑES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,12,12
SAPAHAQUI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,15,15
SICA SICA (VILLA AROMA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,8,8
SICAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,5,5
SOPACHUY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,13,13
SORATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,11,11
SUCRE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,73,73
TACOBAMBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,15,15
TACOPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,13,13
TAPACARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,42,42
TARABUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,12,12
TARATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,7,7
TARIJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,49,49
TARVITA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,17,17
TEOPONTE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,2,2
TIAWANACU,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,8,8
TINGUIPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,8,8
TIQUIPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,8,8
TIRAQUE (CBBA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,22,22
TITO YUPANQUI (PARQUIPUJIO),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,2,2
TOCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,13,13
TOLATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,12,12
TOMAVE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,11,11
TOMINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,28,28
TORO TORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,19,19
TRIGAL,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,2,2
TRINIDAD,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,2,2
TUPIZA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,40,40
UMALA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,4,4
UNCIA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,15,15
URIONDO (A. CONCEPCION),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,4,4
UYUNI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,5,5
VALLEGRANDE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,14,14
VIACHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,12,12
VILA VILA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,11,11
VILLA MONTES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,49,49
VILLA RIVERO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,2,2
VILLA SERRANO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,20,20
VILLA TUNARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,106,106
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,11,11
VILLAZON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,31,31
VINTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,3,3
WARNES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,18,18
YACO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,8,8
YACUIBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,32,32
YAMPARAEZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,5,5
YANACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,7,7
YAPACANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,22,22
YOCALLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,12,12
YOTALA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,11,11
ZUDAÑEZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-06-01,4,4
ACACIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,7,7
ACHACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,49,49
AIQUILE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,33,33
ALCALA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,6,6
ANCORAIMES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,4,4
ANZALDO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,39,39
APOLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,5,5
ARAMPAMPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,5,5
ARANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,6,6
ARBIETO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,3,3
ARQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,15,15
ASCENCION DE GUARAYOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,10,10
ATOCHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,10,10
AYATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,34,34
AYO AYO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,64,64
AZURDUY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,2,2
BAURES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,1,1
BELLA FLOR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,2,2
BERMEJO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,25,25
BOLIVAR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,24,24
BOLPEBRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,4,4
BOYUIBE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,4,4
BUENA VISTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,28,28
CABEZAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,10,10
CAIROMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,5,5
"CAIZA ""D""",vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,13,13
CAJUATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,19,19
CALACOTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,22,22
CAMARGO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,17,17
CAMATAQUI (C. VILLA ABECIA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,7,7
CAMIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,5,5
CAPINOTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,41,41
CAQUIAVIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,16,16
CARANAVI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,47,47
CARAPARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,8,8
CARIPUYO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,5,5
CATACORA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,5,5
CHALLAPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,4,4
CHARAGUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,27,27
CHARAÑA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2005-07-01,15,15
