municipality,group,variable,month,Vacunaciones SRP dentro de servicio,TOTAL
SANTA ROSA DEL SARA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,17,17
SANTIAGO DE HUARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,2,2
SANTIAGO DE MACHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,2,2
SANTIVAÑES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,2,2
SENA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,2,2
SICA SICA (VILLA AROMA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,4,4
SIPE SIPE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,18,18
SOPACHUY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,2,2
SORACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,1,1
SORATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,12,12
SUCRE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,411,411
TACOBAMBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,4,4
TACOPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,13,13
TAPACARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,18,18
TARABUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,27,27
TARATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,9,9
TARIJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,226,226
TARVITA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,23,23
TEOPONTE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,1,1
TIAWANACU,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,8,8
TINGUIPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,12,12
TIPUANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,6,6
TIQUIPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,67,67
TIRAQUE (CBBA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,53,53
TOCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,4,4
TOLEDO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,5,5
TOMAVE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,1,1
TOMINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,1,1
TORO TORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,15,15
TOTORA(CBBA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,19,19
TOTORA(ORR),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,1,1
TRINIDAD,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,134,134
TUPIZA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,42,42
TURCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,1,1
URIONDO (A. CONCEPCION),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,6,6
URUBICHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,10,10
UYUNI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,4,4
VACAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,7,7
VALLEGRANDE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,13,13
VIACHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,34,34
VILA VILA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,3,3
VILLA MONTES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,43,43
VILLA RIVERO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,1,1
VILLA SERRANO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,7,7
VILLA TUNARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,92,92
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,7,7
VILLAZON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,52,52
VINTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,38,38
VITICHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,3,3
WARNES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,65,65
YACUIBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,93,93
YAMPARAEZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,6,6
YAPACANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,50,50
YOCALLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,1,1
YOTALA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,11,11
ZUDAÑEZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-06-01,4,4
ACHACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,4,4
AIQUILE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,16,16
ALCALA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,2,2
ANTEQUERA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,3,3
ANZALDO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,11,11
APOLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,9,9
ARANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,9,9
ARBIETO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,1,1
ARQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,9,9
ASCENCION DE GUARAYOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,6,6
ATOCHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,16,16
AZURDUY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,9,9
BATALLAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,5,5
BAURES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,8,8
BELEN DE URMIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,1,1
BERMEJO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,47,47
BETANZOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,15,15
BOLIVAR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,7,7
BOYUIBE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,3,3
BUENA VISTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,21,21
CABEZAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,22,22
CAIROMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,10,10
"CAIZA ""D""",vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,2,2
CAJUATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,14,14
CALAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,8,8
CAMARGO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,18,18
CAMATAQUI (C. VILLA ABECIA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,2,2
CAMIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,28,28
CAPINOTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,17,17
CAQUIAVIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,3,3
CARACOLLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,14,14
CARANAVI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,44,44
CARAPARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,4,4
CARIPUYO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,4,4
CARMEN RIVERO TORREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,15,15
CHALLAPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,4,4
CHAQUI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,9,9
CHARAGUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,21,21
CHAYANTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,3,3
CHIMORE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,10,10
CHIPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,2,2
CHOQUE COTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,12,12
CHUMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,2,2
CLIZA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,20,20
COBIJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,39,39
COCHABAMBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,952,952
COIPASA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,2,2
COLCAPIRHUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,59,59
"COLCHA ""K""",vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,9,9
COLLANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,1,1
COLOMI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,29,29
COLQUECHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,6,6
COLQUIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,13,13
COMARAPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,27,27
CONCEPCION,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,49,49
COPACABANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,4,4
CORIPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,5,5
COROICO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,15,15
CORQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,4,4
COTAGAITA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,4,4
COTOCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,43,43
CUATRO CAÑADAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,19,19
CUEVO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,2,2
CULPINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,15,15
CURAHUARA DE CARANGAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,3,3
DESAGUADERO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,8,8
EL ALTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,1101,1101
EL CHORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,1,1
EL PUENTE(STC),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,5,5
EL PUENTE(TJA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,2,2
EL TORNO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,50,50
EL VILLAR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,8,8
ENTRE RIOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,40,40
ENTRE RIOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,11,11
EUCALIPTUS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,1,1
EXALTACION,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,9,9
FERNANDEZ ALONSO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,28,28
FILADELFIA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,1,1
GENERAL SAAVEDRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,33,33
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,4,4
GUANAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,24,24
GUAYARAMERIN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,36,36
HUACARETA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,4,4
HUACHACALLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,2,2
HUANUNI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,30,30
HUARACAJE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,3,3
HUAYLLAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,8,8
ICLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,7,7
INCAHUASI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,14,14
IRUPANA (VILLA DE LANZA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,12,12
JESUS DE MACHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,10,10
LA ASUNTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,29,29
LA GUARDIA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,80,80
LA PAZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,1143,1143
LAGUNILLAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,6,6
LAJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,4,4
LAS CARRERAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,6,6
LLALLAGUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,11,11
LORETO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,5,5
LURIBAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,3,3
MACHACAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,2,2
MACHARETI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,13,13
MAGDALENA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,2,2
MAIRANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,21,21
MALLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,3,3
MAPIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,7,7
MECAPACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,1,1
MINEROS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,32,32
MIZQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,8,8
MOCOMOCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,3,3
MOJOCOYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,10,10
MONTEAGUDO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,26,26
MONTERO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,125,125
MOROCHATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,20,20
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,2,2
OCURI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,10,10
OKINAWA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,34,34
ORURO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,342,342
PADCAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,15,15
PADILLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,4,4
PAILON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,27,27
PALCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,10,10
PALOS BLANCOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,18,18
PAMPA GRANDE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,10,10
PATACAMAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,13,13
PAZÑA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,2,2
POCOATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,18,18
POCONA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,4,4
POJO (CBBA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,10,10
POOPO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,1,1
POROMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,3,3
PORONGO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,3,3
PORTACHUELO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,24,24
PORVENIR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,5,5
POSTRER VALLE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,1,1
POTOSI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,226,226
PRESTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,3,3
PUCARANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,14,14
PUERTO ACOSTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,4,4
PUERTO CARABUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,2,2
PUERTO GONZALO MORENO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,3,3
PUERTO QUIJARRO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,13,13
PUERTO RICO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,1,1
PUERTO SUAREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,29,29
PUERTO VILLARROEL,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,88,88
PUNA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,17,17
PUNATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,37,37
QUILLACOLLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,164,164
QUIRUSILLAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,2,2
RAVELO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,17,17
REYES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,20,20
RIBERALTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,149,149
ROBORE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,9,9
RURRENABAQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,20,20
SABAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,5,5
SACABA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,101,101
SACACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,11,11
SAIPINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,4,4
SALINAS DE GARCI MENDOZA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,1,1
SAMAIPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,9,9
SAN AGUSTIN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,2,2
SAN ANDRES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,11,11
SAN ANTONIO DE LOMERIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,14,14
SAN BENITO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,9,9
SAN BORJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,75,75
SAN CARLOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,28,28
SAN IGNACIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,27,27
SAN IGNACIO DE VELASCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,45,45
SAN JAVIER(BNI),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,3,3
SAN JAVIER(STC),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,33,33
SAN JOAQUIN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,5,5
SAN JOSE DE CHIQUITOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,35,35
SAN JUAN DE YAPACANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,10,10
SAN JULIAN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,33,33
SAN LORENZO(TJA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-07-01,16,16
