municipality,group,variable,month,Vacunaciones fiebre amarilla dentro de servic,TOTAL
SAN JULIAN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,29,29
SAN LORENZO(PND),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,2,2
SAN LORENZO(TJA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,10,10
SAN LUCAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,16,16
SAN MATIAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,8,8
SAN MIGUEL DE VELASCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,15,15
SAN PEDRO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,7,7
SAN PEDRO DE CURAHUARA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,1,1
SAN RAMON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,11,11
SAN RAMON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,2,2
SANTA ANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,33,33
SANTA CRUZ DE LA SIERRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,1707,1707
SANTA ROSA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,2,2
SANTA ROSA DEL SARA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,21,21
SANTIAGO DE HUARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,2,2
SANTIAGO DE MACHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,2,2
SANTIVAÑES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,3,3
SENA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,2,2
SICA SICA (VILLA AROMA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,20,20
SICAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,1,1
SOPACHUY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,2,2
SUCRE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,130,130
TACACOMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,4,4
TACOBAMBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,4,4
TAPACARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,10,10
TARABUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,11,11
TARATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,12,12
TARIJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,149,149
TARVITA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,13,13
TEOPONTE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,2,2
TIPUANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,7,7
TIRAQUE (CBBA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,32,32
TORO TORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,4,4
TRINIDAD,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,117,117
TUPIZA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,12,12
UNCIA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,2,2
URIONDO (A. CONCEPCION),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,2,2
URUBICHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,10,10
VALLEGRANDE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,13,13
VIACHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,14,14
VILA VILA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,3,3
VILLA MONTES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,30,30
VILLA RIVERO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,1,1
VILLA SERRANO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,5,5
VILLA TUNARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,73,73
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,8,8
VILLAZON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,44,44
WARNES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,14,14
YACUIBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,61,61
YAMPARAEZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,8,8
YAPACANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,53,53
YOTALA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,7,7
ZUDAÑEZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-06-01,3,3
ACHACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,5,5
AIQUILE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,9,9
ALCALA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,6,6
APOLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,6,6
ARANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,9,9
ARBIETO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,2,2
ARQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,7,7
ATOCHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,3,3
AYO AYO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,7,7
AZURDUY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,9,9
BAURES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,13,13
BELEN DE URMIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,1,1
BERMEJO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,45,45
BOLIVAR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,1,1
BUENA VISTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,19,19
CABEZAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,24,24
CAIROMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,8,8
CAJUATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,12,12
CAMARGO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,24,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,1,1
CAMIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,24,24
CAPINOTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,16,16
CAQUIAVIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,1,1
CARANAVI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,57,57
CARAPARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,7,7
CHARAGUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,23,23
CHIMORE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,8,8
CHULUMANI (V. DE LA LIBERTAD),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,8,8
CLIZA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,10,10
COBIJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,30,30
COCHABAMBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,382,382
COLCAPIRHUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,14,14
COLOMI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,12,12
COLPA BELGICA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,4,4
COMARAPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,35,35
CONCEPCION,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,52,52
COPACABANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,4,4
CORIPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,5,5
CORO CORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,1,1
COROICO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,5,5
COTAGAITA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,3,3
COTOCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,35,35
CUEVO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,2,2
CULPINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,12,12
EL ALTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,618,618
EL PUENTE(STC),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,4,4
EL TORNO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,46,46
EL VILLAR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,1,1
ENTRE RIOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,33,33
ENTRE RIOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,9,9
EXALTACION,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,10,10
FILADELFIA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,1,1
GENERAL SAAVEDRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,5,5
GUANAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,22,22
GUAYARAMERIN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,34,34
HUACARETA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,4,4
HUARACAJE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,3,3
ICLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,8,8
INCAHUASI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,11,11
IRUPANA (VILLA DE LANZA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,12,12
LA ASUNTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,22,22
LA GUARDIA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,50,50
LA PAZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,553,553
LA RIVERA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,1,1
LAGUNILLAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,7,7
LAS CARRERAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,4,4
LORETO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,5,5
LURIBAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,4,4
MACHACAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,1,1
MACHARETI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,13,13
MAGDALENA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,2,2
MAIRANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,21,21
MALLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,6,6
MAPIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,7,7
MINEROS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,35,35
MIZQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,11,11
MOCOMOCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,1,1
MOJOCOYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,7,7
MONTEAGUDO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,29,29
MONTERO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,84,84
MOROCHATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,47,47
OCURI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,24,24
OKINAWA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,32,32
ORURO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,37,37
PADCAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,5,5
PADILLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,2,2
PAILON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,28,28
PALOS BLANCOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,33,33
PAMPA GRANDE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,14,14
PATACAMAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,9,9
POCOATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,3,3
POJO (CBBA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,2,2
POROMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,7,7
PORONGO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,8,8
PORTACHUELO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,26,26
PORVENIR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,5,5
POSTRER VALLE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,1,1
POTOSI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,133,133
PRESTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,3,3
PUCARANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,8,8
PUERTO ACOSTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,15,15
PUERTO CARABUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,2,2
PUERTO GONZALO MORENO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,2,2
PUERTO QUIJARRO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,8,8
PUERTO RICO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,1,1
PUERTO VILLARROEL,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,63,63
PUNA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,18,18
PUNATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,34,34
QUILLACOLLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,92,92
QUIRUSILLAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,2,2
REYES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,18,18
RIBERALTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,129,129
ROBORE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,9,9
RURRENABAQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,37,37
SACABA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,66,66
SACABAMBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,3,3
SACACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,5,5
SAMAIPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,9,9
SAN ANDRES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,13,13
SAN ANTONIO DE LOMERIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,13,13
SAN BORJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,77,77
SAN CARLOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,20,20
SAN IGNACIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,32,32
SAN IGNACIO DE VELASCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,39,39
SAN JAVIER(BNI),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,1,1
SAN JAVIER(STC),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,34,34
SAN JOAQUIN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,5,5
SAN JOSE DE CHIQUITOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,34,34
SAN JUAN DE YAPACANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,5,5
SAN JULIAN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,35,35
SAN LORENZO(TJA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,6,6
SAN LUCAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,13,13
SAN MIGUEL DE VELASCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,4,4
SAN PEDRO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,5,5
SAN PEDRO DE TIQUINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,2,2
SAN RAMON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,9,9
SAN RAMON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,7,7
SANTA ANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,17,17
SANTA CRUZ DE LA SIERRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,1541,1541
SANTA ROSA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,7,7
SANTA ROSA DEL SARA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,17,17
SANTIAGO DE MACHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,1,1
SANTIVAÑES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,9,9
SAPAHAQUI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,3,3
SENA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,2,2
SICA SICA (VILLA AROMA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,1,1
SICAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,1,1
SIPE SIPE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,1,1
SORACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,2,2
SUCRE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,128,128
TACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,1,1
TAPACARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,23,23
TARABUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,16,16
TARATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,20,20
TARIJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,75,75
TARVITA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,14,14
TEOPONTE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,3,3
TIAWANACU,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,1,1
TINGUIPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,1,1
TIPUANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-07-01,9,9
