municipality,group,variable,month,Total 13.9 Días camas disponibles maternidad,TOTAL
COMARAPA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,271,271
COMBAYA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,28,28
CONCEPCION,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,350,350
COPACABANA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,90,90
CORIPATA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,120,120
CORO CORO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,30,30
COROICO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,240,240
CORQUE,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,60,60
COTAGAITA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,90,90
COTOCA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,690,690
CUATRO CAÑADAS,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,240,240
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,30,30
CUEVO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,60,60
CULPINA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,390,390
CURAHUARA DE CARANGAS,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,60,60
EL ALTO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,6363,6363
EL PUENTE(STC),internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,180,180
EL PUENTE(TJA),internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,9,9
EL TORNO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,660,660
EL VILLAR,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,240,240
ENTRE RIOS CBBA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,424,424
ESCOMA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,120,120
EUCALIPTUS,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,60,60
EXALTACION,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,30,30
FERNANDEZ ALONSO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,300,300
FILADELFIA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,58,58
GENERAL SAAVEDRA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,120,120
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,90,90
GUANAY,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,180,180
GUAQUI,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,1,1
GUAYARAMERIN,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,752,752
GUTIERREZ,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,60,60
HUACARETA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,330,330
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,82,82
HUACHACALLA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,90,90
HUANUNI,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,360,360
HUARACAJE,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,60,60
HUATAJATA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,30,30
HUAYLLAMARCA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,90,90
ICHOCA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,30,30
ICLA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,291,291
INCAHUASI,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,198,198
INGAVI (HUMAITA),internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,88,88
INQUISIVI,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,62,62
IRUPANA (VILLA DE LANZA),internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,120,120
IXIAMAS,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,120,120
JESUS DE MACHACA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,120,120
LA ASUNTA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,330,330
LA GUARDIA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,720,720
LA PAZ,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,13680,13680
LAGUNILLAS,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,60,60
LAJA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,30,30
LAS CARRERAS,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,147,147
LLALLAGUA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,360,360
LLICA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,60,60
LURIBAY,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,60,60
MACHACAMARCA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,60,60
MACHARETI,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,60,60
MAGDALENA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,151,151
MAIRANA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,120,120
MAPIRI,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,180,180
MECAPACA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,62,62
MINEROS,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,150,150
MIZQUE,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,810,810
MOCOMOCO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,30,30
MOJINETE,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,30,30
MOJOCOYA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,229,229
MONTEAGUDO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,750,750
MONTERO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,1324,1324
MORO MORO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,60,60
MOROCHATA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,300,300
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,26,26
OCURI,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,240,240
OKINAWA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,150,150
OMEREQUE,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,270,270
ORURO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,4068,4068
PADILLA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,360,360
PAILON,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,301,301
PALCA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,93,93
PALOS BLANCOS,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,210,210
PAMPA AULLAGAS,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,30,30
PAMPA GRANDE,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,60,60
PAPEL PAMPA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,90,90
PASORAPA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,180,180
PATACAMAYA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,300,300
PAZÑA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,90,90
PELECHUCO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,120,120
POCOATA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,90,90
POCONA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,450,450
POJO (CBBA),internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,300,300
POOPO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,90,90
POROMA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,743,743
PORONGO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,300,300
PORTACHUELO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,488,488
PORVENIR,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,208,208
POTOSI,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,2220,2220
PRESTO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,181,181
PUCARANI,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,180,180
PUERTO ACOSTA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,60,60
PUERTO CARABUCO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,30,30
PUERTO GONZALO MORENO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,112,112
PUERTO PEREZ,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,30,30
PUERTO QUIJARRO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,270,270
PUERTO RICO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,133,133
PUERTO VILLARROEL,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,1171,1171
PUNA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,60,60
PUNATA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,630,630
QUILLACOLLO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,986,986
QUIME,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,150,150
QUIRUSILLAS,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,30,30
RAVELO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,60,60
REYES,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,90,90
RIBERALTA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,1290,1290
ROBORE,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,270,270
RURRENABAQUE,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,240,240
SACABA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,1350,1350
SACABAMBA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,120,120
SACACA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,90,90
SAIPINA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,146,146
SALINAS DE GARCI MENDOZA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,300,300
SAMAIPATA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,150,150
SAN ANTONIO DE LOMERIO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,90,90
SAN BENITO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,180,180
SAN BORJA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,480,480
SAN BUENA VENTURA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,120,120
SAN CARLOS,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,390,390
SAN IGNACIO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,480,480
SAN IGNACIO DE VELASCO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,1140,1140
SAN JAVIER(BNI),internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,30,30
SAN JAVIER(STC),internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,120,120
SAN JOAQUIN,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,120,120
SAN JOSE DE CHIQUITOS,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,792,792
SAN JUAN DE YAPACANI,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,73,73
SAN JULIAN,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,660,660
SAN LUCAS,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,630,630
SAN MATIAS,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,212,212
SAN MIGUEL DE VELASCO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,150,150
SAN PEDRO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,414,414
SAN PEDRO DE BUENA VISTA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,30,30
SAN PEDRO DE TIQUINA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,60,60
SAN RAFAEL,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,120,120
SAN RAMON BENI,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,90,90
SAN RAMON SCZ,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,180,180
SANTA ANA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,240,240
SANTA CRUZ DE LA SIERRA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,19931,19931
SANTA ROSA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,90,90
SANTA ROSA DEL SARA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,390,390
SANTIAGO DE CALLAPA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,60,60
SANTIAGO DE HUARI,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,150,150
SANTIAGO DE MACHACA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,60,60
SANTIVAÑES,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,120,120
SANTUARIO DE QUILLACAS,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,150,150
SAPAHAQUI,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,60,60
SENA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,68,68
SHINAOTA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,521,521
SICA SICA (VILLA AROMA),internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,178,178
SICAYA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,53,53
SIPE SIPE,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,940,940
SOPACHUY,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,327,327
SORACACHI,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,150,150
SORATA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,120,120
SUCRE,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,4462,4462
TACACHI,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,60,60
TACACOMA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,148,148
TACOPAYA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,180,180
TAPACARI,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,508,508
TARABUCO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,446,446
TARACO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,90,90
TARATA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,240,240
TARIJA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,1515,1515
TARVITA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,720,720
TEOPONTE,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,120,120
TIAWANACU,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,61,61
TIPUANI,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,120,120
TIQUIPAYA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,600,600
TIRAQUE (CBBA),internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,540,540
TOCO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,150,150
TOLATA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,60,60
TOMINA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,540,540
TORO TORO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,30,30
TOTORA(CBBA),internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,330,330
TOTORA(ORR),internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,60,60
TRIGAL,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,30,30
TRINIDAD,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,1685,1685
TUPIZA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,540,540
UMALA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,90,90
UNCIA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,150,150
URUBICHA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,60,60
UYUNI,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,510,510
VACAS,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,240,240
VALLEGRANDE,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,210,210
VIACHA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,796,796
VILA VILA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,120,120
VILLA CHARCAS,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,105,105
VILLA MONTES,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,360,360
VILLA RIVERO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,150,150
VILLA SERRANO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,420,420
VILLA TUNARI,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,1166,1166
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,150,150
VILLAZON,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,420,420
VINTO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,215,215
VITICHI,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,120,120
WARNES,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,450,450
YACO,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,120,120
YACUIBA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,660,660
YAMPARAEZ,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,150,150
YANACACHI,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,150,150
YAPACANI,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,412,412
YOTALA,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,90,90
ZUDAÑEZ,internaciones dias camas,      dias camas disponibles maternidad,2014-06-01,120,120
ACACIO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,31,31
ACHACACHI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,341,341
ACHOCALLA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,93,93
AIQUILE,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,465,465
ALALAY,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,93,93
ALCALA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,124,124
ALTO BENI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,124,124
ANCORAIMES,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,58,58
ANTEQUERA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,31,31
ANZALDO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,93,93
APOLO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,93,93
ARAMPAMPA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,31,31
ARANI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,217,217
ARBIETO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,186,186
ARQUE,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,215,215
ASCENCION DE GUARAYOS,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,310,310
ATOCHA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,372,372
AYATA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,93,93
AYO AYO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,93,93
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,1023,1023
AZURDUY,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,357,357
BAURES,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
BELLA FLOR,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,30,30
BERMEJO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,378,378
BETANZOS,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,217,217
BOLIVAR,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,124,124
BOYUIBE,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,120,120
BUENA VISTA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,274,274
CABEZAS,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,124,124
CAIROMA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,124,124
"CAIZA ""D""",internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,31,31
CAJUATA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,155,155
CALAMARCA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,155,155
CAMARGO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,309,309
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,93,93
CAMIRI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,465,465
CAPINOTA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,310,310
CAQUIAVIRI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,31,31
CARACOLLO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,124,124
CARANAVI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,403,403
CARMEN RIVERO TORREZ,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,164,164
CHALLAPATA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,248,248
CHAQUI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,23,23
CHARAGUA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,462,462
CHAYANTA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,60,60
CHIMORE,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,329,329
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,52,52
CKOCHAS,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,31,31
CLIZA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,340,340
COBIJA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,1458,1458
COCAPATA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,383,383
COCHABAMBA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,11253,11253
COLCAPIRHUA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,473,473
"COLCHA ""K""",internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
COLLANA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,30,30
COLOMI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,372,372
COLPA BELGICA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
COLQUECHACA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,124,124
COLQUENCHA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
COLQUIRI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,93,93
COMARAPA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,249,249
COMBAYA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,31,31
CONCEPCION,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,155,155
COPACABANA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,93,93
CORIPATA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,155,155
CORO CORO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
COROICO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,340,340
CORQUE,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
COTAGAITA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,93,93
COTOCA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,682,682
CUATRO CAÑADAS,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,124,124
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,31,31
CUEVO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,93,93
CULPINA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,402,402
CURAHUARA DE CARANGAS,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
DESAGUADERO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
EL ALTO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,6725,6725
EL PUENTE(STC),internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,186,186
EL PUENTE(TJA),internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,90,90
EL TORNO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,682,682
EL VILLAR,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,217,217
ENTRE RIOS TRJ,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,120,120
ENTRE RIOS CBBA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,403,403
ESCOMA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,124,124
EUCALIPTUS,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
EXALTACION,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,30,30
FERNANDEZ ALONSO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,310,310
FILADELFIA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,56,56
GENERAL SAAVEDRA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,124,124
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,31,31
GUANAY,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,124,124
GUAQUI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
GUAYARAMERIN,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,752,752
GUTIERREZ,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,152,152
HUACARETA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,422,422
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,104,104
HUACHACALLA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,93,93
HUANUNI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,372,372
HUARACAJE,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
HUAYLLAMARCA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,124,124
HUMANATA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
ICHOCA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,30,30
ICLA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,233,233
INCAHUASI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,195,195
INQUISIVI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
IRUPANA (VILLA DE LANZA),internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
IXIAMAS,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
JESUS DE MACHACA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,155,155
LA ASUNTA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,434,434
LA GUARDIA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,744,744
LA PAZ,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,13689,13689
LAGUNILLAS,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
LAJA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,112,112
