municipality,group,variable,month,Total 13.7 Días camas ocupadas maternidad,TOTAL
CHAYANTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,37,37
CHIMORE,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,35,35
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,104,104
CHUMA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,13,13
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,12,12
CKOCHAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,9,9
CLIZA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,148,148
COBIJA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,624,624
COCAPATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,11,11
COCHABAMBA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,5594,5594
COLCAPIRHUA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,78,78
COLOMI,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,23,23
COLPA BELGICA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,10,10
COLQUECHACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,13,13
COLQUENCHA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,6,6
COMARAPA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,95,95
COMBAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,2,2
CONCEPCION,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,33,33
COPACABANA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,20,20
CORIPATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,10,10
CORO CORO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,2,2
COROICO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,114,114
CORQUE,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,2,2
COTAGAITA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,35,35
COTOCA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,273,273
CUATRO CAÑADAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,41,41
CUEVO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,7,7
CULPINA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,69,69
CURAHUARA DE CARANGAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,6,6
EL ALTO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,3853,3853
EL PUENTE(STC),internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,19,19
EL PUENTE(TJA),internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,9,9
EL TORNO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,372,372
EL VILLAR,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,18,18
ENTRE RIOS CBBA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,46,46
ESCOMA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,19,19
EUCALIPTUS,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,9,9
FERNANDEZ ALONSO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,11,11
FILADELFIA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,2,2
GENERAL SAAVEDRA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,16,16
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,5,5
GUANAY,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,18,18
GUAQUI,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,120,120
GUAYARAMERIN,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,306,306
GUTIERREZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,42,42
HUACARETA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,13,13
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,8,8
HUACHACALLA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,6,6
HUANUNI,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,173,173
HUARACAJE,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,26,26
HUATAJATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,2,2
ICLA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,9,9
INCAHUASI,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,12,12
INGAVI (HUMAITA),internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,2,2
IRUPANA (VILLA DE LANZA),internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,11,11
IXIAMAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,4,4
JESUS DE MACHACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,47,47
LA ASUNTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,78,78
LA GUARDIA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,85,85
LA PAZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,6159,6159
LAGUNILLAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,18,18
LAJA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,10,10
LAS CARRERAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,3,3
LICOMA PAMPA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,2,2
LLALLAGUA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,241,241
LLICA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,2,2
LURIBAY,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,2,2
MACHACAMARCA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,6,6
MAGDALENA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,84,84
MAIRANA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,84,84
MAPIRI,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,21,21
MECAPACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,4,4
MINEROS,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,24,24
MIZQUE,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,63,63
MOCOMOCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,1,1
MOJOCOYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,14,14
MONTEAGUDO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,232,232
MONTERO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,1373,1373
MORO MORO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,1,1
MOROCHATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,16,16
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,4,4
OCURI,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,14,14
OKINAWA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,39,39
OMEREQUE,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,16,16
ORURO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,2222,2222
PADILLA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,99,99
PAILON,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,89,89
PALCA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,5,5
PALOS BLANCOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,24,24
PAMPA AULLAGAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,2,2
PAMPA GRANDE,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,26,26
PAPEL PAMPA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,10,10
PASORAPA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,4,4
PATACAMAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,47,47
PAZÑA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,11,11
PELECHUCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,2,2
POCOATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,9,9
POCONA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,22,22
POJO (CBBA),internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,30,30
POOPO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,6,6
POROMA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,53,53
PORONGO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,4,4
PORTACHUELO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,156,156
PORVENIR,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,2,2
POSTRER VALLE,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,10,10
POTOSI,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,1393,1393
PRESTO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,5,5
PUCARANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,19,19
PUERTO ACOSTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,5,5
PUERTO CARABUCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,1,1
PUERTO GONZALO MORENO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,8,8
PUERTO PEREZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,1,1
PUERTO QUIJARRO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,81,81
PUERTO RICO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,17,17
PUERTO VILLARROEL,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,247,247
PUNA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,3,3
PUNATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,306,306
QUILLACOLLO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,548,548
QUIME,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,4,4
REYES,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,52,52
RIBERALTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,899,899
ROBORE,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,52,52
RURRENABAQUE,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,211,211
SACABA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,407,407
SACABAMBA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,8,8
SACACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,10,10
SAIPINA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,8,8
SALINAS DE GARCI MENDOZA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,16,16
SAMAIPATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,44,44
SAN ANDRES,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,16,16
SAN ANDRES DE MACHACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,30,30
SAN ANTONIO DE LOMERIO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,17,17
SAN BENITO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,18,18
SAN BORJA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,125,125
SAN BUENA VENTURA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,21,21
SAN CARLOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,227,227
SAN IGNACIO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,99,99
SAN IGNACIO DE VELASCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,357,357
SAN JAVIER(STC),internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,68,68
SAN JOAQUIN,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,35,35
SAN JOSE DE CHIQUITOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,134,134
SAN JUAN DE YAPACANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,18,18
SAN JULIAN,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,177,177
SAN LUCAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,23,23
SAN MATIAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,69,69
SAN MIGUEL DE VELASCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,54,54
SAN PEDRO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,323,323
SAN PEDRO DE BUENA VISTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,18,18
SAN PEDRO DE TIQUINA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,2,2
SAN RAFAEL,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,10,10
SAN RAMON BENI,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,41,41
SAN RAMON SCZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,27,27
SANTA ANA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,193,193
SANTA CRUZ DE LA SIERRA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,11718,11718
SANTA ROSA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,37,37
SANTA ROSA DEL SARA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,23,23
SANTIAGO DE CALLAPA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,1,1
SANTIAGO DE HUARI,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,3,3
SANTIAGO DE MACHACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,4,4
SANTIVAÑES,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,2,2
SANTUARIO DE QUILLACAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,2,2
SAPAHAQUI,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,6,6
SENA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,22,22
SHINAOTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,105,105
SICA SICA (VILLA AROMA),internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,16,16
SICAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,7,7
SIPE SIPE,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,40,40
SOPACHUY,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,27,27
SORACACHI,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,7,7
SORATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,14,14
SUCRE,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,1926,1926
TACACOMA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,2,2
TACOPAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,5,5
TAPACARI,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,3,3
TARABUCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,74,74
TARACO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,4,4
TARATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,6,6
TARIJA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,1646,1646
TARVITA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,47,47
TEOPONTE,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,10,10
TIAWANACU,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,8,8
TIPUANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,17,17
TIQUIPAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,537,537
TIRAQUE (CBBA),internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,26,26
TOCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,3,3
TOLATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,2,2
TOLEDO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,5,5
TOMINA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,29,29
TORO TORO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,6,6
TOTORA(CBBA),internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,84,84
TOTORA(ORR),internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,2,2
TRINIDAD,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,1043,1043
TUPIZA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,271,271
UMALA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,6,6
UNCIA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,42,42
URUBICHA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,16,16
UYUNI,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,178,178
VACAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,10,10
VALLEGRANDE,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,153,153
VIACHA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,156,156
VILA VILA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,2,2
VILLA CHARCAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,45,45
VILLA MONTES,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,265,265
VILLA RIVERO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,4,4
VILLA SERRANO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,26,26
VILLA TUNARI,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,480,480
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,19,19
VILLAZON,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,169,169
VINTO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,185,185
VITICHI,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,10,10
WARNES,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,311,311
YACO,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,4,4
YACUIBA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,345,345
YAMPARAEZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,11,11
YANACACHI,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,18,18
YAPACANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,122,122
YOTALA,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,51,51
ZUDAÑEZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-06-01,37,37
ACACIO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,6,6
ACHACACHI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,82,82
ACHOCALLA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,11,11
AIQUILE,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,74,74
ALALAY,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,4,4
ALCALA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,8,8
ALTO BENI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,12,12
ANCORAIMES,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,6,6
ANTEQUERA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,2,2
ANZALDO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,9,9
APOLO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,20,20
ARAMPAMPA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,2,2
ARANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,15,15
ARQUE,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,34,34
ASCENCION DE GUARAYOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,277,277
ATOCHA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,34,34
AYATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,4,4
AYO AYO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,44,44
AZURDUY,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,14,14
BAURES,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,18,18
BELLA FLOR,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,2,2
BERMEJO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,107,107
BETANZOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,42,42
BOLIVAR,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,6,6
BOYUIBE,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,6,6
BUENA VISTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,18,18
CABEZAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,21,21
CAIROMA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,12,12
"CAIZA ""D""",internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,4,4
CAJUATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,18,18
CALAMARCA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,7,7
CAMARGO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,88,88
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,14,14
CAMIRI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,352,352
CAPINOTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,21,21
CAQUIAVIRI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,2,2
CARACOLLO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,45,45
CARANAVI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,151,151
CARMEN RIVERO TORREZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,18,18
CHALLAPATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,127,127
CHAQUI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,8,8
CHARAGUA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,158,158
CHAYANTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,23,23
CHIMORE,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,12,12
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,10,10
CKOCHAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,8,8
CLIZA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,154,154
COBIJA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,836,836
COCAPATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,19,19
COCHABAMBA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,6034,6034
COLCAPIRHUA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,47,47
COLLANA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,4,4
COLOMI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,31,31
COLPA BELGICA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,10,10
COLQUECHACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,4,4
COLQUENCHA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,6,6
COMARAPA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,60,60
COMBAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,1,1
CONCEPCION,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,37,37
COPACABANA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,18,18
CORIPATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,11,11
CORO CORO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,6,6
COROICO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,100,100
CORQUE,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,4,4
COTAGAITA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,34,34
COTOCA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,301,301
CUATRO CAÑADAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,38,38
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,2,2
CUEVO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,13,13
CULPINA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,147,147
CURAHUARA DE CARANGAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,10,10
DESAGUADERO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,4,4
EL ALTO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,3782,3782
EL PUENTE(STC),internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,12,12
EL PUENTE(TJA),internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,12,12
EL TORNO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,586,586
EL VILLAR,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,18,18
ENTRE RIOS TRJ,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,34,34
ENTRE RIOS CBBA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,21,21
ESCOMA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,7,7
EUCALIPTUS,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,11,11
EXALTACION,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,1,1
FERNANDEZ ALONSO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,19,19
FILADELFIA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,5,5
GENERAL SAAVEDRA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,14,14
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,6,6
GUANAY,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,10,10
GUAQUI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,2,2
GUAYARAMERIN,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,344,344
GUTIERREZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,36,36
HUACARETA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,75,75
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,17,17
HUANUNI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,175,175
HUARACAJE,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,15,15
HUAYLLAMARCA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,2,2
HUMANATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,1,1
