municipality,group,variable,month,Nuevas en personas de 60 años o más -Hombre,Nuevas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
SANTA ANA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,187,206,187,206,393
SANTA CRUZ DE LA SIERRA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,6767,9787,6767,9787,16554
SANTA ROSA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,93,86,93,86,179
SANTA ROSA DEL SARA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,46,54,46,54,100
SANTIAGO DE CALLAPA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,12,18,12,18,30
SANTIAGO DE HUARI,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,63,70,63,70,133
SANTIAGO DE MACHACA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,15,13,15,13,28
SANTIVAÑES,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,19,53,19,53,72
SANTUARIO DE QUILLACAS,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,15,11,15,11,26
SAPAHAQUI,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,27,38,27,38,65
SENA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,2,1,2,1,3
SICA SICA (VILLA AROMA),consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,44,33,44,33,77
SICAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,4,9,4,9,13
SIPE SIPE,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,21,32,21,32,53
SOPACHUY,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,40,75,40,75,115
SORACACHI,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,20,20,20,20,40
SORATA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,68,64,68,64,132
SUCRE,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,2600,3401,2600,3401,6001
TACACHI,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,4,4,4,4,8
TACACOMA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,23,16,23,16,39
TACOBAMBA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,14,31,14,31,45
TACOPAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,20,31,20,31,51
TAHUA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,8,11,8,11,19
TAPACARI,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,48,66,48,66,114
TARABUCO,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,67,97,67,97,164
TARACO,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,41,39,41,39,80
TARATA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,16,38,16,38,54
TARIJA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,2005,2386,2005,2386,4391
TARVITA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,105,174,105,174,279
TEOPONTE,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,59,49,59,49,108
TIAWANACU,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,19,22,19,22,41
TINGUIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,58,73,58,73,131
TIPUANI,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,28,17,28,17,45
TIQUIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,21,36,21,36,57
TIRAQUE (CBBA),consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,44,44,44,44,88
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,7,10,7,10,17
TOCO,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,10,14,10,14,24
TODOS SANTOS,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,3,3,3,3,6
TOLATA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,3,9,3,9,12
TOLEDO,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,33,34,33,34,67
TOMAVE,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,36,88,36,88,124
TOMINA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,79,96,79,96,175
TORO TORO,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,37,71,37,71,108
TOTORA(CBBA),consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,13,22,13,22,35
TOTORA(ORR),consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,29,33,29,33,62
TRIGAL,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,19,21,19,21,40
TRINIDAD,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,339,383,339,383,722
TUPIZA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,356,567,356,567,923
TURCO,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,62,61,62,61,123
UMALA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,12,11,12,11,23
UNCIA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,220,277,220,277,497
URIONDO (A. CONCEPCION),consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,40,56,40,56,96
URUBICHA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,18,31,18,31,49
UYUNI,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,226,225,226,225,451
VACAS,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,47,81,47,81,128
VALLEGRANDE,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,202,261,202,261,463
VIACHA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,413,377,413,377,790
VILA VILA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,12,13,12,13,25
VILLA MONTES,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,213,218,213,218,431
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,5,5,5,5,10
VILLA RIVERO,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,10,24,10,24,34
VILLA SERRANO,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,102,151,102,151,253
VILLA TUNARI,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,94,91,94,91,185
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,67,106,67,106,173
VILLAZON,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,195,218,195,218,413
VINTO,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,64,82,64,82,146
VITICHI,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,58,84,58,84,142
WALDO BALLIVIAN,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,8,7,8,7,15
WARNES,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,209,161,209,161,370
YACO,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,26,15,26,15,41
YACUIBA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,618,838,618,838,1456
YAMPARAEZ,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,39,92,39,92,131
YANACACHI,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,21,18,21,18,39
YAPACANI,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,237,167,237,167,404
YOCALLA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,33,54,33,54,87
YOTALA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,24,50,24,50,74
YUNCHARA,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,27,40,27,40,67
ZUDAÑEZ,consulta externa,nuevas en personas de 60 anos o mas,2007-07-01,70,98,70,98,168
ACACIO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,18,47,18,47,65
ACHACACHI,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,152,147,152,147,299
ACHOCALLA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,13,16,13,16,29
AIQUILE,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,101,146,101,146,247
ALALAY,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,10,12,10,12,22
ALCALA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,25,52,25,52,77
ANCORAIMES,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,29,26,29,26,55
ANDAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,35,66,35,66,101
ANTEQUERA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,6,6,6,6,12
ANZALDO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,28,25,28,25,53
APOLO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,49,38,49,38,87
ARAMPAMPA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,13,24,13,24,37
ARANI,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,10,24,10,24,34
ARBIETO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,26,62,26,62,88
ARQUE,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,20,23,20,23,43
ASCENCION DE GUARAYOS,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,19,15,19,15,34
ATOCHA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,73,115,73,115,188
AUCAPATA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,19,27,19,27,46
AYATA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,41,48,41,48,89
AYO AYO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,20,18,20,18,38
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,75,88,75,88,163
AZURDUY,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,87,98,87,98,185
BATALLAS,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,38,33,38,33,71
BAURES,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,19,20,19,20,39
BELEN DE ANDAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,63,55,63,55,118
BELEN DE URMIRI,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,22,29,22,29,51
BELLA FLOR,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,10,6,10,6,16
BERMEJO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,358,407,358,407,765
BETANZOS,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,257,371,257,371,628
BOLIVAR,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,21,46,21,46,67
BOLPEBRA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,18,7,18,7,25
BOYUIBE,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,20,40,20,40,60
BUENA VISTA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,113,67,113,67,180
CABEZAS,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,46,50,46,50,96
CAIROMA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,42,30,42,30,72
"CAIZA ""D""",consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,57,82,57,82,139
CAJUATA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,41,37,41,37,78
CALACOTO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,40,40,40,40,80
CALAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,33,36,33,36,69
CAMARGO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,237,333,237,333,570
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,40,66,40,66,106
CAMIRI,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,885,780,885,780,1665
CAPINOTA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,68,79,68,79,147
CAQUIAVIRI,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,47,69,47,69,116
CARACOLLO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,122,77,122,77,199
CARANAVI,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,333,232,333,232,565
CARANGAS,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,2,3,2,3,5
CARAPARI,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,42,53,42,53,95
CARIPUYO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,14,20,14,20,34
CARMEN RIVERO TORREZ,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,1,5,1,5,6
CATACORA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,4,9,4,9,13
CHACARILLA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,10,7,10,7,17
CHALLAPATA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,88,177,88,177,265
CHAQUI,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,30,69,30,69,99
CHARAGUA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,58,77,58,77,135
CHARAÑA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,13,9,13,9,22
CHAYANTA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,60,144,60,144,204
CHIMORE,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,28,16,28,16,44
CHIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,3,1,3,1,4
CHOQUE COTA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,11,26,11,26,37
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,73,47,73,47,120
CHUMA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,40,61,40,61,101
CLIZA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,51,67,51,67,118
COBIJA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,242,293,242,293,535
COCHABAMBA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,5124,5954,5124,5954,11078
COIPASA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,0,2,0,2,2
COLCAPIRHUA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,135,249,135,249,384
"COLCHA ""K""",consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,86,108,86,108,194
COLLANA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,18,8,18,8,26
COLOMI,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,16,16,16,16,32
COLPA BELGICA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,78,48,78,48,126
COLQUECHACA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,89,146,89,146,235
COLQUENCHA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,35,54,35,54,89
COLQUIRI,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,57,73,57,73,130
COMANCHE,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,24,18,24,18,42
COMARAPA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,100,133,100,133,233
COMBAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,5,7,5,7,12
CONCEPCION,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,33,32,33,32,65
COPACABANA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,30,32,30,32,62
CORIPATA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,45,44,45,44,89
CORO CORO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,31,27,31,27,58
COROICO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,88,48,88,48,136
CORQUE,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,63,48,63,48,111
COTAGAITA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,265,498,265,498,763
COTOCA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,174,178,174,178,352
CUATRO CAÑADAS,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,38,28,38,28,66
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,3,9,3,9,12
CUEVO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,24,50,24,50,74
CULPINA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,106,111,106,111,217
CURAHUARA DE CARANGAS,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,31,22,31,22,53
CURVA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,5,14,5,14,19
DESAGUADERO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,19,13,19,13,32
EL ALTO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,1307,1825,1307,1825,3132
EL CHORO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,33,40,33,40,73
EL PUENTE(STC),consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,25,28,25,28,53
EL PUENTE(TJA),consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,54,86,54,86,140
EL TORNO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,238,249,238,249,487
EL VILLAR,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,62,90,62,90,152
ENTRE RIOS,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,103,104,103,104,207
ENTRE RIOS,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,18,13,18,13,31
ESCARA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,1,2,1,2,3
EUCALIPTUS,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,32,19,32,19,51
EUREKA (SANTOS MERCADO),consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,1,0,1,0,1
EXALTACION,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,4,6,4,6,10
FERNANDEZ ALONSO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,18,16,18,16,34
FILADELFIA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,30,24,30,24,54
GENERAL SAAVEDRA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,24,37,24,37,61
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,25,48,25,48,73
GUANAY,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,83,78,83,78,161
GUAQUI,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,34,36,34,36,70
GUAYARAMERIN,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,231,198,231,198,429
GUTIERREZ,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,60,69,60,69,129
HUACARETA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,66,100,66,100,166
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,8,25,8,25,33
HUACHACALLA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,74,68,74,68,142
HUANUNI,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,310,238,310,238,548
HUARACAJE,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,15,13,15,13,28
HUAYLLAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,47,42,47,42,89
ICHOCA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,23,16,23,16,39
ICLA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,36,61,36,61,97
INCAHUASI,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,71,106,71,106,177
INGAVI (HUMAITA),consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,2,3,2,3,5
INQUISIVI,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,27,27,27,27,54
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,57,60,57,60,117
IXIAMAS,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,19,13,19,13,32
JESUS DE MACHACA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,116,162,116,162,278
LA ASUNTA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,25,18,25,18,43
LA GUARDIA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,59,80,59,80,139
LA PAZ,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,9586,11392,9586,11392,20978
LA RIVERA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,3,6,3,6,9
LAGUNILLAS,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,36,40,36,40,76
LAJA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,37,29,37,29,66
LAS CARRERAS,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,44,81,44,81,125
LICOMA PAMPA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,8,9,8,9,17
LLALLAGUA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,222,345,222,345,567
LLICA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,58,38,58,38,96
LORETO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,11,4,11,4,15
LURIBAY,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,89,62,89,62,151
MACHACAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,45,61,45,61,106
MACHARETI,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,147,127,147,127,274
MAGDALENA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,34,41,34,41,75
MAIRANA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,259,341,259,341,600
MALLA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,11,11,11,11,22
MAPIRI,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,48,36,48,36,84
MECAPACA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,35,26,35,26,61
MINEROS,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,29,15,29,15,44
MIZQUE,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,26,52,26,52,78
MOCOMOCO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,75,93,75,93,168
MOJINETE,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,1,12,1,12,13
MOJOCOYA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,44,51,44,51,95
MONTEAGUDO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,354,469,354,469,823
MONTERO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,340,525,340,525,865
MORO MORO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,27,31,27,31,58
MOROCHATA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,34,49,34,49,83
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,8,6,8,6,14
NAZACARA DE PACAJES,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,3,3,3,3,6
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,10,5,10,5,15
OCURI,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,45,82,45,82,127
OKINAWA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,70,79,70,79,149
OMEREQUE,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,19,34,19,34,53
ORURO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,3143,3754,3143,3754,6897
PADCAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,60,84,60,84,144
PADILLA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,204,331,204,331,535
PAILON,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,22,26,22,26,48
PALCA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,41,37,41,37,78
PALOS BLANCOS,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,113,139,113,139,252
PAMPA AULLAGAS,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,10,9,10,9,19
PAMPA GRANDE,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,38,44,38,44,82
PAPEL PAMPA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,31,21,31,21,52
PASORAPA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,8,25,8,25,33
PATACAMAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,69,68,69,68,137
PAZÑA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,40,59,40,59,99
PELECHUCO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,25,20,25,20,45
POCOATA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,79,75,79,75,154
POCONA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,28,45,28,45,73
POJO (CBBA),consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,4,8,4,8,12
POOPO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,63,53,63,53,116
PORCO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,8,29,8,29,37
POROMA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,92,111,92,111,203
PORONGO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,17,15,17,15,32
PORTACHUELO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,117,139,117,139,256
PORVENIR,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,25,13,25,13,38
POSTRER VALLE,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,26,26,26,26,52
POTOSI,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,1603,1987,1603,1987,3590
PRESTO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,43,76,43,76,119
PUCARA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,17,34,17,34,51
PUCARANI,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,55,64,55,64,119
PUERTO ACOSTA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,155,120,155,120,275
PUERTO CARABUCO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,44,54,44,54,98
PUERTO GONZALO MORENO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,38,24,38,24,62
PUERTO PEREZ,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,24,28,24,28,52
PUERTO QUIJARRO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,88,74,88,74,162
PUERTO RICO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,37,28,37,28,65
PUERTO SILES,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,3,2,3,2,5
PUERTO SUAREZ,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,103,103,103,103,206
PUERTO VILLARROEL,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,44,41,44,41,85
PUNA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,183,281,183,281,464
PUNATA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,186,231,186,231,417
QUIABAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,14,11,14,11,25
QUILLACOLLO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,469,534,469,534,1003
QUIME,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,25,18,25,18,43
QUIRUSILLAS,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,33,39,33,39,72
RAVELO,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,64,82,64,82,146
REYES,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,95,83,95,83,178
RIBERALTA,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,117,100,117,100,217
ROBORE,consulta externa,nuevas en personas de 60 anos o mas,2007-08-01,218,236,218,236,454
