municipality,group,variable,month,Repetidas en personas de 5 a 14 años -Hombre,Repetidas en personas de 5 a 14 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
YOTALA,consulta externa,repetidas en personas de 5 a 14 anos,2007-06-01,9,11,9,11,20
YUNCHARA,consulta externa,repetidas en personas de 5 a 14 anos,2007-06-01,2,10,2,10,12
ZUDAÑEZ,consulta externa,repetidas en personas de 5 a 14 anos,2007-06-01,0,1,0,1,1
ACACIO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,0,1,0,1
ACHACACHI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,6,6,6,6,12
ACHOCALLA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,1,1,1,2
AIQUILE,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,4,5,4,5,9
ALCALA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,1,0,1,1
ANCORAIMES,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,3,1,3,1,4
ANDAMARCA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,0,2,0,2
ANTEQUERA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,13,7,13,7,20
ANZALDO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,1,1,1,2
APOLO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,1,0,1,1
ARAMPAMPA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,3,0,3,0,3
ARANI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,2,2,2,4
ARBIETO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,15,1,15,16
ASCENCION DE GUARAYOS,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,5,9,5,9,14
ATOCHA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,23,34,23,34,57
AUCAPATA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,6,6,6,6,12
AYATA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,6,5,6,5,11
AYO AYO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,2,0,2,2
AZURDUY,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,1,1,1,2
BATALLAS,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,0,1,0,1
BAURES,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,8,4,8,4,12
BELLA FLOR,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,0,2,0,2
BERMEJO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,49,43,49,43,92
BETANZOS,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,7,9,7,9,16
BOLIVAR,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,3,1,3,1,4
BOLPEBRA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,1,0,1,1
BOYUIBE,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,3,1,3,4
BUENA VISTA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,4,3,4,3,7
CABEZAS,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,2,1,2,3
CAIROMA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,3,2,3,2,5
"CAIZA ""D""",consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,3,2,3,5
CAJUATA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,2,1,2,3
CALACOTO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,2,1,2,3
CALAMARCA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,1,2,1,3
CAMARGO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,1,0,1,1
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,2,1,2,3
CAMIRI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,60,60,60,60,120
CAPINOTA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,4,4,4,4,8
CAQUIAVIRI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,1,0,1,1
CARACOLLO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,1,2,1,3
CARANAVI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,27,31,27,31,58
CARAPARI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,6,2,6,2,8
CATACORA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,1,1,1,2
CHALLAPATA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,29,53,29,53,82
CHARAGUA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,1,1,1,2
CHAYANTA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,6,0,6,6
CHIMORE,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,7,8,7,8,15
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,12,11,12,11,23
CHUMA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,3,1,3,4
CLIZA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,3,2,3,5
COBIJA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,66,49,66,49,115
COCHABAMBA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,3288,2374,3288,2374,5662
COLCAPIRHUA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,44,30,44,30,74
"COLCHA ""K""",consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,0,1,0,1
COLLANA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,1,0,1,1
COLOMI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,0,1,0,1
COLPA BELGICA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,24,9,24,9,33
COLQUECHACA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,3,2,3,2,5
COLQUENCHA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,1,0,1,1
COLQUIRI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,5,2,5,2,7
COMANCHE,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,1,2,1,3
COMARAPA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,19,19,19,19,38
COPACABANA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,3,5,3,5,8
CORIPATA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,2,0,2,2
CORO CORO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,0,1,0,1
COROICO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,14,16,14,16,30
CORQUE,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,4,0,4,4
COTAGAITA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,16,24,16,24,40
COTOCA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,7,4,7,4,11
CUATRO CAÑADAS,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,24,21,24,21,45
CUEVO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,4,0,4,0,4
CULPINA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,0,1,0,1
DESAGUADERO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,0,2,0,2
EL ALTO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1455,1602,1455,1602,3057
EL PUENTE(TJA),consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,0,1,0,1
EL TORNO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,24,43,24,43,67
EL VILLAR,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,1,0,1,1
ENTRE RIOS,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,4,2,4,6
ENTRE RIOS,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,12,10,12,10,22
EUCALIPTUS,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,0,2,0,2
EXALTACION,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,4,0,4,4
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,5,2,5,2,7
FILADELFIA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,59,34,59,34,93
GENERAL SAAVEDRA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,5,2,5,7
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,1,1,1,2
GUANAY,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,2,0,2,2
GUAQUI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,5,4,5,4,9
GUAYARAMERIN,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,79,51,79,51,130
GUTIERREZ,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,3,4,3,4,7
HUACARETA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,5,4,5,4,9
HUANUNI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,192,112,192,112,304
HUARACAJE,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,5,2,5,7
HUAYLLAMARCA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,0,1,0,1
ICHOCA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,0,2,0,2
ICLA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,1,1,1,2
INCAHUASI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,0,1,0,1
INGAVI (HUMAITA),consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,7,0,7,0,7
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,8,4,8,4,12
IXIAMAS,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,2,0,2,2
JESUS DE MACHACA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,1,0,1,1
LA ASUNTA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,9,8,9,8,17
LA GUARDIA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,20,19,20,19,39
LA PAZ,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,3095,2697,3095,2697,5792
LAGUNILLAS,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,1,1,1,2
LAJA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,5,6,5,6,11
LAS CARRERAS,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,2,2,2,4
LLALLAGUA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,11,16,11,16,27
LURIBAY,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,5,1,5,1,6
MACHACAMARCA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,4,0,4,0,4
MACHARETI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,3,2,3,2,5
MAGDALENA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,11,17,11,17,28
MAIRANA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,3,1,3,1,4
MALLA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,1,0,1,1
MAPIRI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,3,1,3,1,4
MECAPACA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,0,2,0,2
MINEROS,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,0,1,0,1
MIZQUE,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,41,51,41,51,92
MOCOMOCO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,3,0,3,3
MOJOCOYA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,3,2,3,5
MONTEAGUDO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,37,34,37,34,71
MONTERO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,480,452,480,452,932
MORO MORO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,0,1,0,1
MOROCHATA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,6,9,6,9,15
OKINAWA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,5,1,5,6
OMEREQUE,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,4,2,4,6
ORURO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,651,490,651,490,1141
PADCAYA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,11,16,11,16,27
PADILLA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,0,1,0,1
PAILON,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,2,1,2,3
PALCA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,1,1,1,2
PALOS BLANCOS,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,12,3,12,3,15
PAMPA GRANDE,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,2,0,2,2
PAZÑA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,4,5,4,5,9
POCOATA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,4,1,4,5
POCONA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,0,1,0,1
POOPO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,3,1,3,1,4
PORONGO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,5,14,5,14,19
PORTACHUELO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,15,15,15,15,30
PORVENIR,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,3,1,3,1,4
POSTRER VALLE,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,1,0,1,1
POTOSI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,453,655,453,655,1108
PRESTO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,1,1,1,2
PUCARANI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,1,0,1,1
PUERTO CARABUCO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,0,2,0,2
PUERTO GONZALO MORENO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,0,1,0,1
PUERTO PEREZ,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,1,0,1,1
PUERTO QUIJARRO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,12,13,12,13,25
PUERTO RICO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,3,0,3,0,3
PUERTO SUAREZ,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,17,27,17,27,44
PUERTO VILLARROEL,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,17,8,17,8,25
PUNA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,1,1,1,2
PUNATA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,23,29,23,29,52
QUILLACOLLO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,88,135,88,135,223
QUIME,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,3,2,3,5
QUIRUSILLAS,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,0,1,0,1
REYES,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,7,10,7,10,17
RIBERALTA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,17,22,17,22,39
ROBORE,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,8,4,8,4,12
RURRENABAQUE,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,11,9,11,9,20
SABAYA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,1,0,1,1
SACABA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,88,104,88,104,192
SACABAMBA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,1,0,1,1
SACACA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,3,0,3,0,3
SAIPINA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,1,0,1,1
SAMAIPATA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,1,2,1,3
SAN ANDRES,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,0,1,0,1
SAN ANDRES DE MACHACA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,1,1,1,2
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,0,1,0,1
SAN BENITO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,5,1,5,1,6
SAN BORJA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,12,15,12,15,27
SAN BUENA VENTURA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,9,6,9,6,15
SAN CARLOS,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,5,3,5,3,8
SAN IGNACIO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,9,9,9,9,18
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,34,45,34,45,79
SAN JAVIER(BNI),consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,4,0,4,0,4
SAN JAVIER(STC),consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,4,2,4,2,6
SAN JOAQUIN,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,128,49,128,49,177
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,4,6,4,6,10
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,10,6,10,6,16
SAN JULIAN,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,6,4,6,4,10
SAN LORENZO(PND),consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,0,1,0,1
SAN LORENZO(TJA),consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,19,20,19,20,39
SAN LUCAS,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,11,13,11,13,24
SAN MATIAS,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,4,1,4,1,5
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,2,1,2,3
SAN PEDRO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,18,12,18,12,30
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,2,0,2,2
SAN RAFAEL,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,1,0,1,1
SAN RAMON,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,6,0,6,6
SAN RAMON,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,5,13,5,13,18
SANTA ANA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,4,10,4,10,14
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1847,2227,1847,2227,4074
SANTA ROSA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,1,1,1,2
SANTA ROSA DEL SARA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,1,2,1,3
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,3,7,3,7,10
SANTIAGO DE MACHACA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,1,0,1,1
SANTIVAÑES,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,4,2,4,2,6
SAPAHAQUI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,4,2,4,2,6
SICA SICA (VILLA AROMA),consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,3,1,3,4
SIPE SIPE,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,24,43,24,43,67
SOPACHUY,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,1,0,1,1
SORACACHI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,3,1,3,4
SORATA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,0,1,0,1
SUCRE,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1058,889,1058,889,1947
TACACHI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,2,2,2,4
TACACOMA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,1,0,1,1
TACOBAMBA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,0,1,0,1
TAPACARI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,4,0,4,0,4
TARABUCO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,5,0,5,0,5
TARACO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,1,0,1,1
TARATA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,1,0,1,1
TARIJA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,560,692,560,692,1252
TARVITA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,1,1,1,2
TEOPONTE,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,5,2,5,7
TIAWANACU,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,4,1,4,5
TINGUIPAYA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,1,0,1,1
TIPUANI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,4,2,4,2,6
TIQUIPAYA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,48,39,48,39,87
TIRAQUE (CBBA),consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,23,14,23,14,37
TOCO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,3,2,3,2,5
TOLATA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,3,4,3,4,7
TOLEDO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,0,1,0,1
TOMAVE,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,2,1,2,3
TOMINA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,3,1,3,1,4
TORO TORO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,0,1,0,1,1
TOTORA(CBBA),consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,3,0,3,0,3
TRIGAL,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,2,1,2,3
TRINIDAD,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,115,154,115,154,269
TUPIZA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,58,78,58,78,136
UNCIA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,23,16,23,16,39
URIONDO (A. CONCEPCION),consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,10,4,10,4,14
UYUNI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,5,11,5,11,16
VACAS,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,2,2,2,4
VALLEGRANDE,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,56,73,56,73,129
VIACHA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,41,42,41,42,83
VILA VILA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,0,1,0,1
VILLA MONTES,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,28,20,28,20,48
VILLA RIVERO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,1,1,1,2
VILLA SERRANO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,1,1,1,2
VILLA TUNARI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,9,15,9,15,24
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,5,4,5,4,9
VILLAZON,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,120,194,120,194,314
VINTO,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,52,46,52,46,98
VITICHI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,0,1,0,1
WARNES,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,8,29,8,29,37
YACUIBA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,131,136,131,136,267
YAMPARAEZ,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,6,3,6,3,9
YANACACHI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,0,2,0,2
YAPACANI,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,2,4,2,4,6
YOTALA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,14,5,14,5,19
YUNCHARA,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,3,1,3,4
ZUDAÑEZ,consulta externa,repetidas en personas de 5 a 14 anos,2007-07-01,1,1,1,1,2
ACACIO,consulta externa,repetidas en personas de 5 a 14 anos,2007-08-01,0,1,0,1,1
ACHACACHI,consulta externa,repetidas en personas de 5 a 14 anos,2007-08-01,7,6,7,6,13
ACHOCALLA,consulta externa,repetidas en personas de 5 a 14 anos,2007-08-01,2,1,2,1,3
AIQUILE,consulta externa,repetidas en personas de 5 a 14 anos,2007-08-01,5,10,5,10,15
ALALAY,consulta externa,repetidas en personas de 5 a 14 anos,2007-08-01,0,1,0,1,1
ANCORAIMES,consulta externa,repetidas en personas de 5 a 14 anos,2007-08-01,5,1,5,1,6
ANDAMARCA,consulta externa,repetidas en personas de 5 a 14 anos,2007-08-01,2,2,2,2,4
ANTEQUERA,consulta externa,repetidas en personas de 5 a 14 anos,2007-08-01,5,10,5,10,15
ANZALDO,consulta externa,repetidas en personas de 5 a 14 anos,2007-08-01,2,0,2,0,2
APOLO,consulta externa,repetidas en personas de 5 a 14 anos,2007-08-01,1,1,1,1,2
ARANI,consulta externa,repetidas en personas de 5 a 14 anos,2007-08-01,4,0,4,0,4
ASCENCION DE GUARAYOS,consulta externa,repetidas en personas de 5 a 14 anos,2007-08-01,4,4,4,4,8
ATOCHA,consulta externa,repetidas en personas de 5 a 14 anos,2007-08-01,25,33,25,33,58
AUCAPATA,consulta externa,repetidas en personas de 5 a 14 anos,2007-08-01,7,6,7,6,13
AYATA,consulta externa,repetidas en personas de 5 a 14 anos,2007-08-01,3,7,3,7,10
AYO AYO,consulta externa,repetidas en personas de 5 a 14 anos,2007-08-01,5,0,5,0,5
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en personas de 5 a 14 anos,2007-08-01,4,4,4,4,8
AZURDUY,consulta externa,repetidas en personas de 5 a 14 anos,2007-08-01,10,0,10,0,10
BATALLAS,consulta externa,repetidas en personas de 5 a 14 anos,2007-08-01,0,1,0,1,1
BAURES,consulta externa,repetidas en personas de 5 a 14 anos,2007-08-01,5,3,5,3,8
