municipality,group,variable,month,Repetidas en personas de 15 a 59 años -Hombre,Repetidas en personas de 15 a 59 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
HUACARETA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,14,55,14,55,69
HUACAYA (VILLA DE HUACAYA),consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,0,1,0,1
HUACHACALLA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,0,1,0,1
HUANUNI,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,364,355,364,355,719
HUARACAJE,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,10,8,10,8,18
HUAYLLAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,7,8,7,8,15
ICHOCA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,6,1,6,7
ICLA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,3,8,3,8,11
INCAHUASI,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,2,3,2,3,5
INGAVI (HUMAITA),consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,2,1,2,3
INQUISIVI,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,3,4,3,4,7
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,15,21,15,21,36
IXIAMAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,2,8,2,8,10
JESUS DE MACHACA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,7,20,7,20,27
LA ASUNTA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,8,8,8,8,16
LA GUARDIA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,16,47,16,47,63
LA PAZ,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,13982,29321,13982,29321,43303
LAGUNILLAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,5,1,5,6
LAJA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,4,1,4,5
LAS CARRERAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,5,5,5,5,10
LICOMA PAMPA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,2,1,2,3
LLALLAGUA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,70,120,70,120,190
LLICA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,12,10,12,10,22
LORETO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,2,10,2,10,12
LURIBAY,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,8,21,8,21,29
MACHACAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,0,14,0,14,14
MACHARETI,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,15,34,15,34,49
MAGDALENA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,39,63,39,63,102
MAIRANA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,8,1,8,9
MALLA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,1,1,1,2
MAPIRI,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,16,11,16,11,27
MECAPACA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,12,19,12,19,31
MINEROS,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,13,30,13,30,43
MIZQUE,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,37,39,37,39,76
MOCOMOCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,8,6,8,6,14
MOJINETE,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,2,0,2,0,2
MOJOCOYA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,10,21,10,21,31
MONTEAGUDO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,112,370,112,370,482
MONTERO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,529,1141,529,1141,1670
MORO MORO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,6,0,6,0,6
MOROCHATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,25,63,25,63,88
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,4,0,4,0,4
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,0,2,0,2,2
OCURI,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,0,4,0,4,4
OKINAWA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,26,59,26,59,85
OMEREQUE,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,0,3,0,3,3
ORURO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1914,4232,1914,4232,6146
PADCAYA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,22,41,22,41,63
PADILLA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,11,64,11,64,75
PAILON,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,6,1,6,7
PALCA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,3,7,3,7,10
PALOS BLANCOS,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,40,70,40,70,110
PAMPA AULLAGAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,0,1,0,1
PAMPA GRANDE,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,3,1,3,1,4
PASORAPA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,0,2,0,2,2
PATACAMAYA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,3,3,3,3,6
PAZÑA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,23,21,23,21,44
PELECHUCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,3,3,3,3,6
POCOATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,8,11,8,11,19
POCONA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,7,1,7,8
POJO (CBBA),consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,0,1,0,1
POOPO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,5,11,5,11,16
PORCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,0,1,0,1
POROMA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,7,11,7,11,18
PORONGO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,3,1,3,4
PORTACHUELO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,41,94,41,94,135
PORVENIR,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,3,13,3,13,16
POSTRER VALLE,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,2,5,2,5,7
POTOSI,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1298,3652,1298,3652,4950
PUCARA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,3,1,3,4
PUCARANI,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,9,33,9,33,42
PUERTO ACOSTA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,13,17,13,17,30
PUERTO CARABUCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,10,1,10,1,11
PUERTO GONZALO MORENO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,6,4,6,4,10
PUERTO PEREZ,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,2,4,2,4,6
PUERTO QUIJARRO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,12,28,12,28,40
PUERTO RICO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,35,84,35,84,119
PUERTO SUAREZ,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,28,58,28,58,86
PUERTO VILLARROEL,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,36,93,36,93,129
PUNA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,22,26,22,26,48
PUNATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,100,179,100,179,279
QUIABAYA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,2,2,2,2,4
QUILLACOLLO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,269,827,269,827,1096
QUIME,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,2,2,2,2,4
RAVELO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,4,1,4,5
REYES,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,24,37,24,37,61
RIBERALTA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,40,371,40,371,411
ROBORE,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,55,142,55,142,197
RURRENABAQUE,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,33,125,33,125,158
SACABA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,221,425,221,425,646
SACABAMBA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,8,15,8,15,23
SACACA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,8,3,8,3,11
SAIPINA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,1,1,1,2
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,3,1,3,4
SAMAIPATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,2,2,2,2,4
SAN AGUSTIN,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,5,3,5,3,8
SAN ANDRES,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,4,14,4,14,18
SAN ANDRES DE MACHACA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,3,5,3,5,8
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,2,14,2,14,16
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,0,1,0,1,1
SAN BENITO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,27,29,27,29,56
SAN BORJA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,29,113,29,113,142
SAN BUENA VENTURA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,11,79,11,79,90
SAN CARLOS,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,6,255,6,255,261
SAN IGNACIO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,49,146,49,146,195
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,58,163,58,163,221
SAN JAVIER(BNI),consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,1,1,1,2
SAN JAVIER(STC),consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,8,44,8,44,52
SAN JOAQUIN,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,3,1,3,4
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,21,17,21,17,38
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,15,42,15,42,57
SAN JULIAN,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,104,208,104,208,312
SAN LORENZO(PND),consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,2,1,2,3
SAN LORENZO(TJA),consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,10,46,10,46,56
SAN LUCAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,20,31,20,31,51
SAN MATIAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,5,12,5,12,17
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,5,13,5,13,18
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,13,20,13,20,33
SAN PEDRO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,28,37,28,37,65
SAN PEDRO DE BUENA VISTA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,4,1,4,1,5
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,6,0,6,0,6
SAN PEDRO DE TIQUINA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,3,8,3,8,11
SAN PEDRO(PND),consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,2,1,2,1,3
SAN RAFAEL,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,3,3,3,3,6
SAN RAMON,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,17,37,17,37,54
SAN RAMON,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,83,229,83,229,312
SANTA ANA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,18,86,18,86,104
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,5669,16416,5669,16416,22085
SANTA ROSA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,0,2,0,2,2
SANTA ROSA DEL SARA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,5,1,5,6
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,36,35,36,35,71
SANTIVAÑES,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,5,6,5,6,11
SANTUARIO DE QUILLACAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,2,0,2,0,2
SAPAHAQUI,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,4,5,4,5,9
SENA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,2,10,2,10,12
SICA SICA (VILLA AROMA),consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,7,1,7,1,8
SICAYA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,0,1,0,1,1
SIPE SIPE,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,38,124,38,124,162
SOPACHUY,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,7,1,7,8
SORACACHI,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,2,6,2,6,8
SORATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,8,11,8,11,19
SUCRE,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,3071,7303,3071,7303,10374
TACACHI,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,3,5,3,5,8
TACACOMA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,4,5,4,5,9
TACOBAMBA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,2,1,2,3
TACOPAYA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,3,3,3,3,6
TAHUA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,5,2,5,2,7
TAPACARI,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,0,22,0,22,22
TARABUCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,33,71,33,71,104
TARACO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,2,1,2,3
TARATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,2,4,2,4,6
TARIJA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,3162,6119,3162,6119,9281
TARVITA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,3,7,3,7,10
TEOPONTE,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,6,9,6,9,15
TIAWANACU,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,6,6,6,6,12
TINGUIPAYA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,2,1,2,1,3
TIPUANI,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,22,18,22,18,40
TIQUIPAYA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,22,331,22,331,353
TIRAQUE (CBBA),consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,44,137,44,137,181
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,2,10,2,10,12
TOCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,7,14,7,14,21
TOLATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,1,54,1,54,55
TOLEDO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,5,12,5,12,17
TOMAVE,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,11,24,11,24,35
TOMINA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,4,10,4,10,14
TORO TORO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,4,3,4,3,7
TOTORA(CBBA),consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,12,8,12,8,20
TRIGAL,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,2,2,2,2,4
TRINIDAD,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,328,757,328,757,1085
TUPIZA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,244,319,244,319,563
TURCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,3,2,3,2,5
UNCIA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,70,200,70,200,270
URIONDO (A. CONCEPCION),consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,4,5,4,5,9
URUBICHA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,0,155,0,155,155
UYUNI,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,66,138,66,138,204
VACAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,15,39,15,39,54
VALLEGRANDE,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,78,210,78,210,288
VIACHA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,127,255,127,255,382
VILA VILA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,2,4,2,4,6
VILLA MONTES,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,108,188,108,188,296
VILLA NUEVA (LOMA ALTA),consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,4,5,4,5,9
VILLA RIVERO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,6,18,6,18,24
VILLA SERRANO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,5,1,5,1,6
VILLA TUNARI,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,35,66,35,66,101
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,4,57,4,57,61
VILLAZON,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,43,121,43,121,164
VINTO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,11,24,11,24,35
VITICHI,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,8,16,8,16,24
WALDO BALLIVIAN,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,0,3,0,3,3
WARNES,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,5,145,5,145,150
YACO,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,2,6,2,6,8
YACUIBA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,255,1189,255,1189,1444
YAMPARAEZ,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,14,12,14,12,26
YANACACHI,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,2,3,2,3,5
YAPACANI,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,13,17,13,17,30
YOCALLA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,3,1,3,1,4
YOTALA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,30,82,30,82,112
YUNCHARA,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,5,11,5,11,16
ZUDAÑEZ,consulta externa,repetidas en personas de 15 a 59 anos,2007-06-01,6,2,6,2,8
ACACIO,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,1,6,1,6,7
ACHACACHI,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,36,37,36,37,73
ACHOCALLA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,2,2,2,2,4
AIQUILE,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,37,239,37,239,276
ALCALA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,2,2,2,2,4
ANCORAIMES,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,5,13,5,13,18
ANDAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,6,5,6,5,11
ANTEQUERA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,3,15,3,15,18
ANZALDO,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,4,11,4,11,15
APOLO,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,7,31,7,31,38
ARAMPAMPA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,4,0,4,0,4
ARANI,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,4,8,4,8,12
ARBIETO,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,2,21,2,21,23
ARQUE,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,1,2,1,2,3
ASCENCION DE GUARAYOS,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,21,40,21,40,61
ATOCHA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,289,149,289,149,438
AUCAPATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,8,3,8,3,11
AYATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,18,17,18,17,35
AYO AYO,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,8,9,8,9,17
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,22,27,22,27,49
AZURDUY,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,3,9,3,9,12
BATALLAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,1,3,1,3,4
BAURES,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,6,12,6,12,18
BELEN DE ANDAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,0,1,0,1,1
BELEN DE URMIRI,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,1,5,1,5,6
BERMEJO,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,111,180,111,180,291
BETANZOS,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,27,36,27,36,63
BOLIVAR,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,3,8,3,8,11
BOLPEBRA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,3,2,3,2,5
BOYUIBE,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,9,6,9,6,15
BUENA VISTA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,17,40,17,40,57
CABEZAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,7,60,7,60,67
CAIROMA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,33,32,33,32,65
"CAIZA ""D""",consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,11,4,11,4,15
CAJUATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,6,8,6,8,14
CALACOTO,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,10,2,10,2,12
CALAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,6,14,6,14,20
CAMARGO,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,12,24,12,24,36
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,14,28,14,28,42
CAMIRI,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,91,403,91,403,494
CAPINOTA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,6,24,6,24,30
CAQUIAVIRI,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,1,2,1,2,3
CARACOLLO,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,7,7,7,7,14
CARANAVI,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,42,59,42,59,101
CARAPARI,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,5,4,5,4,9
CARIPUYO,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,2,0,2,0,2
CARMEN RIVERO TORREZ,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,1,0,1,0,1
CATACORA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,0,2,0,2,2
CHALLAPATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,60,108,60,108,168
CHAQUI,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,2,2,2,2,4
CHARAGUA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,15,33,15,33,48
CHARAÑA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,3,1,3,1,4
CHAYANTA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,2,5,2,5,7
CHIMORE,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,20,25,20,25,45
CHOQUE COTA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,67,52,67,52,119
CHUMA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,6,3,6,3,9
CLIZA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,14,11,14,11,25
COBIJA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,249,686,249,686,935
COCHABAMBA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,9233,20552,9233,20552,29785
COIPASA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,0,2,0,2,2
COLCAPIRHUA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,124,408,124,408,532
"COLCHA ""K""",consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,3,4,3,4,7
COLLANA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,7,4,7,4,11
COLOMI,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,5,4,5,4,9
COLPA BELGICA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,84,70,84,70,154
COLQUECHACA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,5,7,5,7,12
COLQUENCHA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,7,5,7,5,12
COLQUIRI,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,31,48,31,48,79
COMARAPA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,6,36,6,36,42
CONCEPCION,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,0,2,0,2,2
COPACABANA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,8,28,8,28,36
CORIPATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,3,12,3,12,15
CORO CORO,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,5,2,5,2,7
COROICO,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,38,72,38,72,110
CORQUE,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,5,2,5,2,7
COTAGAITA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,69,90,69,90,159
COTOCA,consulta externa,repetidas en personas de 15 a 59 anos,2007-07-01,14,22,14,22,36
