municipality,group,variable,month,Repetidas en personas de 60 años o más -Hombre,Repetidas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
YOCALLA,consulta externa,repetidas en personas de 60 anos o mas,2007-06-01,1,1,1,1,2
YOTALA,consulta externa,repetidas en personas de 60 anos o mas,2007-06-01,8,322,8,322,330
YUNCHARA,consulta externa,repetidas en personas de 60 anos o mas,2007-06-01,1,1,1,1,2
ZUDAÑEZ,consulta externa,repetidas en personas de 60 anos o mas,2007-06-01,1,2,1,2,3
ACACIO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,1,0,1,1
ACHACACHI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,25,21,25,21,46
ACHOCALLA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,3,0,3,3
AIQUILE,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,54,42,54,42,96
ALCALA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,0,1,0,1
ANCORAIMES,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,5,2,5,2,7
ANDAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,5,6,5,6,11
ANZALDO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,2,0,2,2
APOLO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,10,13,10,13,23
ARANI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,3,7,3,7,10
ARBIETO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,11,12,11,12,23
ASCENCION DE GUARAYOS,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,4,3,4,3,7
ATOCHA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,39,48,39,48,87
AUCAPATA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,2,2,2,2,4
AYATA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,4,3,4,3,7
AYO AYO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,4,2,4,2,6
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,4,12,4,12,16
AZURDUY,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,1,0,1,1
BAURES,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,4,2,4,2,6
BELEN DE ANDAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,6,1,6,1,7
BELEN DE URMIRI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,0,1,0,1
BERMEJO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,64,60,64,60,124
BETANZOS,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,57,103,57,103,160
BOLIVAR,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,0,1,0,1
BOYUIBE,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,2,0,2,2
BUENA VISTA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,13,17,13,17,30
CABEZAS,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,11,4,11,4,15
CAIROMA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,8,4,8,4,12
"CAIZA ""D""",consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,16,3,16,3,19
CAJUATA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,4,1,4,5
CALACOTO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,5,2,5,2,7
CALAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,6,4,6,4,10
CAMARGO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,10,5,10,5,15
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,6,6,6,6,12
CAMIRI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,30,79,30,79,109
CAPINOTA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,3,2,3,2,5
CAQUIAVIRI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,3,3,3,3,6
CARACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,10,11,10,11,21
CARANAVI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,20,7,20,7,27
CARAPARI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,2,2,2,2,4
CATACORA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,1,0,1,1
CHALLAPATA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,69,58,69,58,127
CHARAGUA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,8,3,8,3,11
CHARAÑA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,2,1,2,1,3
CHAYANTA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,4,5,4,5,9
CHIMORE,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,5,1,5,1,6
CHOQUE COTA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,2,2,2,2,4
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,18,29,18,29,47
CHUMA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,4,3,4,3,7
CLIZA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,15,10,15,10,25
COBIJA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,30,80,30,80,110
COCHABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,6058,8224,6058,8224,14282
COIPASA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,1,0,1,1
COLCAPIRHUA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,50,107,50,107,157
"COLCHA ""K""",consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,2,1,2,1,3
COLLANA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,3,1,3,4
COLOMI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,2,1,2,1,3
COLPA BELGICA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,47,20,47,20,67
COLQUECHACA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,5,5,5,5,10
COLQUENCHA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,3,3,3,3,6
COLQUIRI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,7,10,7,10,17
COMANCHE,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,0,1,0,1
COMARAPA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,6,10,6,10,16
CONCEPCION,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,1,1,1,2
COPACABANA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,4,7,4,7,11
CORIPATA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,6,2,6,2,8
CORO CORO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,2,1,2,3
COROICO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,36,68,36,68,104
CORQUE,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,5,3,5,3,8
COTAGAITA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,6,29,6,29,35
COTOCA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,15,31,15,31,46
CUATRO CAÑADAS,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,12,12,12,12,24
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,1,1,1,2
CUEVO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,5,1,5,6
CULPINA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,5,10,5,10,15
CURAHUARA DE CARANGAS,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,2,0,2,0,2
CURVA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,7,0,7,7
DESAGUADERO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,9,4,9,4,13
EL ALTO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1223,1360,1223,1360,2583
EL CHORO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,13,7,13,7,20
EL PUENTE(STC),consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,2,1,2,1,3
EL PUENTE(TJA),consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,1,0,1,1
EL TORNO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,210,205,210,205,415
EL VILLAR,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,4,5,4,5,9
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,3,6,3,6,9
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,1,0,1,1
ESCARA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,1,0,1,1
EUCALIPTUS,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,4,7,4,7,11
EXALTACION,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,1,1,1,2
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,4,0,4,4
FILADELFIA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,20,20,20,20,40
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,3,4,3,4,7
GUANAY,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,17,13,17,13,30
GUAQUI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,4,3,4,3,7
GUAYARAMERIN,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,94,120,94,120,214
GUTIERREZ,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,3,5,3,5,8
HUACARETA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,8,5,8,5,13
HUACHACALLA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,3,2,3,2,5
HUANUNI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,105,217,105,217,322
HUARACAJE,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,5,1,5,1,6
HUAYLLAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,4,0,4,4
ICHOCA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,1,0,1,1
ICLA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,2,0,2,2
INCAHUASI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,3,2,3,2,5
INQUISIVI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,3,0,3,0,3
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,10,5,10,5,15
IXIAMAS,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,1,0,1,1
JESUS DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,11,12,11,12,23
LA ASUNTA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,1,1,1,2
LA GUARDIA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,6,6,6,6,12
LA PAZ,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,9535,12001,9535,12001,21536
LAGUNILLAS,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,3,0,3,3
LAJA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,5,1,5,1,6
LAS CARRERAS,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,7,11,7,11,18
LICOMA PAMPA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,1,1,1,2
LLALLAGUA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,61,45,61,45,106
LLICA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,6,4,6,4,10
LORETO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,3,1,3,4
LURIBAY,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,5,9,5,9,14
MACHACAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,40,35,40,35,75
MACHARETI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,6,3,6,3,9
MAGDALENA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,73,68,73,68,141
MAIRANA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,2,0,2,2
MALLA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,2,4,2,4,6
MAPIRI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,3,4,3,4,7
MECAPACA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,5,2,5,2,7
MINEROS,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,1,0,1,1
MIZQUE,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,2,4,2,4,6
MOCOMOCO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,6,11,6,11,17
MOJOCOYA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,5,13,5,13,18
MONTEAGUDO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,96,129,96,129,225
MONTERO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,426,505,426,505,931
MORO MORO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,2,8,2,8,10
MOROCHATA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,8,15,8,15,23
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,1,0,1,1
OCURI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,5,1,5,6
OKINAWA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,24,10,24,10,34
OMEREQUE,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,1,1,1,2
ORURO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,2018,1519,2018,1519,3537
PADCAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,3,6,3,6,9
PADILLA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,16,29,16,29,45
PALCA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,9,5,9,5,14
PALOS BLANCOS,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,3,4,3,4,7
PAMPA AULLAGAS,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,0,1,0,1
PAMPA GRANDE,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,4,4,4,4,8
PATACAMAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,1,1,1,2
PAZÑA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,34,18,34,18,52
POCOATA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,6,4,6,4,10
POCONA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,3,1,3,4
POOPO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,17,17,17,17,34
POROMA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,2,3,2,3,5
PORONGO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,1,1,1,2
PORTACHUELO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,11,12,11,12,23
PORVENIR,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,2,1,2,3
POSTRER VALLE,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,1,1,1,2
POTOSI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,932,1313,932,1313,2245
PUCARA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,1,1,1,2
PUCARANI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,4,0,4,0,4
PUERTO ACOSTA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,5,6,5,6,11
PUERTO CARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,4,4,4,4,8
PUERTO GONZALO MORENO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,0,1,0,1
PUERTO PEREZ,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,3,1,3,4
PUERTO QUIJARRO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,4,1,4,1,5
PUERTO RICO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,2,1,2,3
PUERTO SUAREZ,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,9,11,9,11,20
PUERTO VILLARROEL,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,2,4,2,4,6
PUNA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,9,13,9,13,22
PUNATA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,101,137,101,137,238
QUIABAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,1,0,1,1
QUILLACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,318,455,318,455,773
QUIME,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,3,4,3,4,7
REYES,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,50,51,50,51,101
RIBERALTA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,132,7,132,7,139
ROBORE,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,52,39,52,39,91
RURRENABAQUE,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,92,88,92,88,180
SABAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,4,1,4,5
SACABA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,111,150,111,150,261
SACABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,8,1,8,9
SACACA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,1,0,1,1
SAIPINA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,2,1,2,3
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,7,11,7,11,18
SAMAIPATA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,2,1,2,1,3
SAN AGUSTIN,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,2,0,2,0,2
SAN ANDRES DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,2,3,2,3,5
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,1,1,1,2
SAN BENITO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,3,3,3,3,6
SAN BORJA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,57,61,57,61,118
SAN BUENA VENTURA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,6,6,6,6,12
SAN CARLOS,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,23,19,23,19,42
SAN IGNACIO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,38,48,38,48,86
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,45,35,45,35,80
SAN JAVIER(BNI),consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,0,1,0,1
SAN JAVIER(STC),consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,8,5,8,5,13
SAN JOAQUIN,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,66,67,66,67,133
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,5,5,5,5,10
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,13,11,13,11,24
SAN JULIAN,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,3,1,3,1,4
SAN LORENZO(TJA),consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,5,18,5,18,23
SAN LUCAS,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,38,31,38,31,69
SAN MATIAS,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,2,0,2,0,2
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,21,46,21,46,67
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,1,0,1,1
SAN PEDRO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,7,3,7,3,10
SAN PEDRO DE BUENA VISTA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,1,1,1,2
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,4,4,4,4,8
SAN PEDRO DE TIQUINA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,6,6,6,6,12
SAN RAFAEL,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,3,1,3,1,4
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,14,18,14,18,32
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,26,26,26,26,52
SANTA ANA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,43,49,43,49,92
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,3496,5962,3496,5962,9458
SANTA ROSA DEL SARA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,0,1,0,1
SANTIAGO DE CALLAPA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,2,1,2,1,3
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,50,48,50,48,98
SANTIAGO DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,2,2,2,2,4
SANTIVAÑES,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,3,6,3,6,9
SAPAHAQUI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,2,1,2,1,3
SICA SICA (VILLA AROMA),consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,3,1,3,1,4
SICAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,4,0,4,4
SIPE SIPE,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,14,18,14,18,32
SOPACHUY,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,5,0,5,5
SORACACHI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,5,1,5,1,6
SORATA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,3,4,3,4,7
SUCRE,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1725,2239,1725,2239,3964
TACACHI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,5,4,5,4,9
TACACOMA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,0,1,0,1
TACOPAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,0,1,0,1
TAPACARI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,1,1,1,2
TARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,18,40,18,40,58
TARACO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,1,1,1,2
TARATA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,1,1,1,2
TARIJA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1923,2713,1923,2713,4636
TARVITA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,8,1,8,9
TEOPONTE,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,12,11,12,11,23
TIAWANACU,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,2,4,2,4,6
TINGUIPAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,1,1,1,2
TIPUANI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,4,0,4,4
TIQUIPAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,11,19,11,19,30
TIRAQUE (CBBA),consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,8,16,8,16,24
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,2,1,2,3
TOCO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,1,0,1,1
TODOS SANTOS,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,5,2,5,2,7
TOLATA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,5,0,5,5
TOLEDO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,4,2,4,2,6
TOMAVE,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,6,7,6,7,13
TOMINA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,2,3,2,3,5
TORO TORO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,0,1,0,1
TOTORA(CBBA),consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,5,6,5,6,11
TOTORA(ORR),consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,1,1,1,2
TRIGAL,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,2,2,2,2,4
TRINIDAD,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,242,263,242,263,505
TUPIZA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,41,49,41,49,90
TURCO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,15,6,15,6,21
UNCIA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,50,81,50,81,131
URIONDO (A. CONCEPCION),consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,5,11,5,11,16
URUBICHA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,1,1,1,2
UYUNI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,49,37,49,37,86
VACAS,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,11,24,11,24,35
VALLEGRANDE,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,273,401,273,401,674
VIACHA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,152,265,152,265,417
VILLA MONTES,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,73,73,73,73,146
VILLA RIVERO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,2,7,2,7,9
VILLA SERRANO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,1,1,1,2
VILLA TUNARI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,47,46,47,46,93
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,1,1,1,2
VILLAZON,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,39,57,39,57,96
VINTO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,30,38,30,38,68
VITICHI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,5,7,5,7,12
WARNES,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,3,4,3,4,7
YACO,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,1,0,1,0,1
YACUIBA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,211,232,211,232,443
YAMPARAEZ,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,7,15,7,15,22
YANACACHI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,2,0,2,0,2
YAPACANI,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,4,1,4,1,5
YOCALLA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,3,0,3,3
YOTALA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,5,20,5,20,25
YUNCHARA,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,0,3,0,3,3
ZUDAÑEZ,consulta externa,repetidas en personas de 60 anos o mas,2007-07-01,4,3,4,3,7
